漢字	IPA	注释
平	pʰiaŋ²¹	白
骗	pʰin⁴⁴³	
片	pʰin⁴⁴³	
遍	pʰin⁴⁴³	
翩	pʰin⁴⁵	
篇	pʰin⁴⁵	
偏	pʰin⁴⁵	
蝙	pʰin⁴⁵	
编	pʰin⁴⁵	
撇	pʰit⁴	
瓢	pʰiu²¹	
嫖	pʰiu²¹	
票	pʰiu⁴⁴³	
飘	pʰiu⁴⁵	
婆	pʰo²¹	
蒌	pʰo²¹	
叵	pʰo³⁵	
颇	pʰo³⁵	
破	pʰo⁴⁴³	
棵	pʰo⁴⁵	
裴	pʰoi²¹	
赔	pʰoi²¹	
培	pʰoi²¹	
陪	pʰoi²¹	
徘	pʰoi²¹	
倍	pʰoi²¹	
配	pʰoi⁴⁴³	
佩	pʰoi⁴⁴³	
沛	pʰoi⁴⁴³	
盆	pʰɵn²¹	
蹒	pʰɵn²¹	
盘	pʰɵn²¹	
伴	pʰɵn²¹	
泮	pʰɵn⁴⁴³	
判	pʰɵn⁴⁴³	
潘	pʰɵn⁴⁵	
番	pʰɵn⁴⁵	
篷	pʰoŋ²¹	
蓬	pʰoŋ²¹	
捧	pʰoŋ³⁵	
碰	pʰoŋ⁴⁴³	
泼	pʰɵt⁴	
蒲	pʰu²¹	
葡	pʰu²¹	
匍	pʰu²¹	
谱	pʰu³⁵	
普	pʰu³⁵	
浦	pʰu³⁵	
蒲	pʰu³⁵	
脯	pʰu³⁵	
譬	pi³⁵	
毗	pi³⁵	
髀	pi³⁵	
畀	pi³⁵	
妣	pi³⁵	
比	pi³⁵	
秘	pi⁴⁴³	
泌	pi⁴⁴³	
臂	pi⁴⁴³	
痹	pi⁴⁴³	
蓖	pi⁴⁴³	
庇	pi⁴⁴³	
匕	pi⁴⁴³	
碑	pi⁴⁵	
悲	pi⁴⁵	
卑	pi⁴⁵	
陂	pi⁴⁵	
避	pi⁵²	
鼻	pi⁵²	
惫	pi⁵²	
备	pi⁵²	
辫	pin⁴⁵	
鞭	pin⁴⁵	
边	pin⁴⁵	
辩	pin⁵²	
辨	pin⁵²	
汴	pin⁵²	
弁	pin⁵²	
卞	pin⁵²	
蹩	pit⁴	
鳖	pit⁴	
铋	pit⁴	
必	pit⁴	
别	pit⁵²	
裱	piu³⁵	
焱	piu⁴⁵	
飚	piu⁴⁵	
镖	piu⁴⁵	
骠	piu⁴⁵	
彪	piu⁴⁵	
标	piu⁴⁵	
啵	po⁴⁴³	
播	po⁴⁴³	
坡	po⁴⁵	
菠	po⁴⁵	
玻	po⁴⁵	
波	po⁴⁵	
褙	poi⁴⁴³	
辈	poi⁴⁴³	
背	poi⁴⁴³	
狈	poi⁴⁴³	
贝	poi⁴⁴³	
杯	poi⁴⁵	
悖	poi⁵²	
蹼	pok⁵²	
濮	pok⁵²	
雹	pok⁵²	
苯	pɵn³⁵	
本	pɵn³⁵	
搬	pɵn⁴⁵	
般	pɵn⁴⁵	
胖	pɵn⁵²	
畔	pɵn⁵²	
叛	pɵn⁵²	
绊	pɵn⁵²	
拌	pɵn⁵²	
伴	pɵn⁵²	
钵	pɵt⁴	
拨	pɵt⁴	
渤	pɵt⁵²	
脖	pɵt⁵²	
勃	pɵt⁵²	
饽	pɵt⁵²	
荸	pɵt⁵²	
补	pu³⁵	
埔	pu⁴⁴³	
怖	pu⁴⁴³	
布	pu⁴⁴³	
簿	pu⁵²	
部	pu⁵²	
步	pu⁵²	
捕	pu⁵²	
耍	sa³⁵	
洒	sa³⁵	
鲨	sa⁴⁵	
裟	sa⁴⁵	
痧	sa⁴⁵	
莎	sa⁴⁵	
砂	sa⁴⁵	
纱	sa⁴⁵	
沙	sa⁴⁵	
杪	sa⁴⁵	
徙	sai³⁵	
玺	sai³⁵	
使	sɐi³⁵	白
洗	sɐi³⁵	
驶	sɐi³⁵	
晒	sai⁴⁴³	
婿	sɐi⁴⁴³	
细	sɐi⁴⁴³	
势	sɐi⁴⁴³	
世	sɐi⁴⁴³	
犀	sɐi⁴⁵	
西	sɐi⁴⁵	
筛	sɐi⁴⁵	
噬	sɐi⁵²	
誓	sɐi⁵²	
逝	sɐi⁵²	
忱	sɐm²¹	
岑	sɐm²¹	
婶	sɐm³⁵	
审	sɐm³⁵	
渗	sɐm⁴⁴³	
沁	sɐm⁴⁴³	
衫	sam⁴⁵	
叁	sam⁴⁵	
三	sam⁴⁵	
心	sɐm⁴⁵	
深	sɐm⁴⁵	
森	sɐm⁴⁵	
甚	sɐm⁵²	
什	sɐm⁵²	
葚	sɐm⁵²	
绳	sɐn²¹	
肾	sɐn²¹	
神	sɐn²¹	
娠	sɐn²¹	
醇	sɐn²¹	
脣	sɐn²¹	
纯	sɐn²¹	
乘	sɐn²¹	
城	sɐn²¹	
承	sɐn²¹	
诚	sɐn²¹	
丞	sɐn²¹	
成	sɐn²¹	
晨	sɐn²¹	
辰	sɐn²¹	
臣	sɐn²¹	
醒	sɐn³⁵	
榫	sɐn³⁵	
笋	sɐn³⁵	
疝	san⁴⁴³	
篡	san⁴⁴³	
迅	sɐn⁴⁴³	
汛	sɐn⁴⁴³	
讯	sɐn⁴⁴³	
姓	sɐn⁴⁴³	
性	sɐn⁴⁴³	
信	sɐn⁴⁴³	
舜	sɐn⁴⁴³	
胜	sɐn⁴⁴³	
圣	sɐn⁴⁴³	
拴	san⁴⁵	
闩	san⁴⁵	
珊	san⁴⁵	
删	san⁴⁵	
山	san⁴⁵	
殉	sɐn⁴⁵	
询	sɐn⁴⁵	
腥	sɐn⁴⁵	
惺	sɐn⁴⁵	
猩	sɐn⁴⁵	
星	sɐn⁴⁵	
薪	sɐn⁴⁵	
新	sɐn⁴⁵	
辛	sɐn⁴⁵	
声	sɐn⁴⁵	
升	sɐn⁴⁵	
莘	sɐn⁴⁵	
身	sɐn⁴⁵	
伸	sɐn⁴⁵	
申	sɐn⁴⁵	
顺	sɐn⁵²	
剩	sɐn⁵²	
盛	sɐn⁵²	
慎	sɐn⁵²	
乘	sɐn⁵²	
省	sɐŋ³⁵	
擤	sɐŋ⁴⁴³	
甥	sɐŋ⁴⁵	
笙	sɐŋ⁴⁵	
牲	sɐŋ⁴⁵	
生	sɐŋ⁴⁵	
霎	sap⁴	
圾	sap⁴	
湿	sɐp⁴⁵	
拾	sɐp⁵²	
十	sɐp⁵²	
刹	sat⁴	
杀	sat⁴	
萨	sat⁴	
撒	sat⁴	
媳	sɐt⁴⁵	
膝	sɐt⁴⁵	
熄	sɐt⁴⁵	
蜥	sɐt⁴⁵	
锡	sɐt⁴⁵	
皙	sɐt⁴⁵	
晰	sɐt⁴⁵	
悉	sɐt⁴⁵	
息	sɐt⁴⁵	
析	sɐt⁴⁵	
昔	sɐt⁴⁵	
蟀	sɐt⁴⁵	
释	sɐt⁴⁵	
轼	sɐt⁴⁵	
适	sɐt⁴⁵	
饰	sɐt⁴⁵	
式	sɐt⁴⁵	
识	sɐt⁴⁵	
虱	sɐt⁴⁵	
失	sɐt⁴⁵	
啬	sɐt⁴⁵	
色	sɐt⁴⁵	
蚀	sɐt⁵²	白～：白癜风
硕	sɐt⁵²	
述	sɐt⁵²	
术	sɐt⁵²	
食	sɐt⁵²	
实	sɐt⁵²	
石	sɐt⁵²	
稍	sau³⁵	
叟	sɐu³⁵	
嫂	sɐu³⁵	
潴	sau⁴⁴³	
哨	sau⁴⁴³	
瘦	sɐu⁴⁴³	
艄	sau⁴⁵	
梢	sau⁴⁵	
捎	sau⁴⁵	
搜	sɐu⁴⁵	
骚	sɐu⁴⁵	
索	sɔk⁴	
塑	sɔk⁴	
槊	sɔk⁴	
朔	sɔk⁴	
床	sɔŋ²¹	
爽	sɔŋ³⁵	
孀	sɔŋ⁴⁵	
霜	sɔŋ⁴⁵	
双	sɔŋ⁴⁵	
嗓	sɔŋ⁴⁵	
桑	sɔŋ⁴⁵	
佘	se²¹	
畲	se²¹	
赦	se⁴⁴³	
社	sɛ²¹	
蛇	sɛ²¹	
写	sɛ³⁵	
卸	sɛ⁴⁴³	
些	sɛ⁴⁵	
赊	sɛ⁴⁵	
麝	sɛ⁵²	
射	sɛ⁵²	
柿	si²¹	
市	si²¹	
时	si²¹	
使	si³⁵	文，～命
死	si³⁵	
屎	si³⁵	
史	si³⁵	
肆	si⁴⁴³	
驷	si⁴⁴³	
四	si⁴⁴³	
嗜	si⁴⁴³	
谥	si⁴⁴³	
弑	si⁴⁴³	
试	si⁴⁴³	
嘶	si⁴⁵	
撕	si⁴⁵	
厮	si⁴⁵	
斯	si⁴⁵	
思	si⁴⁵	
私	si⁴⁵	
丝	si⁴⁵	
司	si⁴⁵	
施	si⁴⁵	
狮	si⁴⁵	
诗	si⁴⁵	
师	si⁴⁵	
尸	si⁴⁵	
是	si⁵²	
视	si⁵²	
侍	si⁵²	
事	si⁵²	
仕	si⁵²	
示	si⁵²	
氏	si⁵²	
士	si⁵²	
伺	si⁵²	
削	siak⁴	
烁	siak⁴	
嫦	siaŋ²¹	
偿	siaŋ²¹	
常	siaŋ²¹	
尝	siaŋ²¹	
想	siaŋ³⁵	
赏	siaŋ³⁵	
镶	siaŋ⁴⁵	
襄	siaŋ⁴⁵	
箱	siaŋ⁴⁵	
湘	siaŋ⁴⁵	
厢	siaŋ⁴⁵	
觞	siaŋ⁴⁵	
商	siaŋ⁴⁵	
殇	siaŋ⁴⁵	
伤	siaŋ⁴⁵	
尚	siaŋ⁵²	
蟾	sim²¹	
蝉	sim²¹	
禅	sim²¹	
陕	sim³⁵	
闪	sim³⁵	
鳝	sin²¹	
癣	sin³⁵	
藓	sin³⁵	
冼	sin³⁵	
铣	sin³⁵	
腺	sin⁴⁴³	
线	sin⁴⁴³	
扇	sin⁴⁴³	
鲜	sin⁴⁵	
籼	sin⁴⁵	
先	sin⁴⁵	
仙	sin⁴⁵	
羡	sin⁵²	
嬗	sin⁵²	
膳	sin⁵²	
擅	sin⁵²	
缮	sin⁵²	
善	sin⁵²	
楔	sip⁴	
慑	sip⁴	
摄	sip⁴	
薛	sit⁴	
燮	sit⁴	
屑	sit⁴	
泄	sit⁴	
涉	sit⁴	
窃	sit⁴	
舌	sit⁵²	
小	siu³⁵	
笑	siu⁴⁴³	
霄	siu⁴⁵	
箫	siu⁴⁵	
销	siu⁴⁵	
硝	siu⁴⁵	
萧	siu⁴⁵	
宵	siu⁴⁵	
消	siu⁴⁵	
梢	siu⁴⁵	
烧	siu⁴⁵	
肇	siu⁵²	
绍	siu⁵²	
韶	siu⁵²	
锁	so³⁵	
唢	so³⁵	
所	so³⁵	
蓑	so³⁵	
嗦	so⁴⁵	
梭	so⁴⁵	
娑	so⁴⁵	
唆	so⁴⁵	
蔬	so⁴⁵	
疏	so⁴⁵	
梳	so⁴⁵	
傻	so⁵²	文
傻	sœ⁵²	
碎	soi⁴⁴³	
衰	soi⁴⁵	
鳃	soi⁴⁵	
腮	soi⁴⁵	
缩	sok⁴⁵	
粟	sok⁴⁵	
肃	sok⁴⁵	
夙	sok⁴⁵	
叔	sok⁴⁵	
蜀	sok⁵²	
属	sok⁵²	
熟	sok⁵²	
塾	sok⁵²	
赎	sok⁵²	
孰	sok⁵²	
淑	sok⁵²	
悚	soŋ³⁵	
耸	soŋ³⁵	
怂	soŋ³⁵	
送	soŋ⁴⁴³	
宋	soŋ⁴⁴³	
嵩	soŋ⁴⁵	
淞	soŋ⁴⁵	
擞	su³⁵	
狩	su³⁵	
首	su³⁵	
守	su³⁵	
手	su³⁵	
绣	su⁴⁴³	
秀	su⁴⁴³	
素	su⁴⁴³	
诉	su⁴⁴³	
嗽	su⁴⁴³	
漱	su⁴⁴³	
兽	su⁴⁴³	
须	su⁴⁵	
馐	su⁴⁵	
羞	su⁴⁵	
修	su⁴⁵	
稣	su⁴⁵	
酥	su⁴⁵	
苏	su⁴⁵	
收	su⁴⁵	
授	su⁵²	
受	su⁵²	
寿	su⁵²	
絮	sy²¹	
绪	sy²¹	
薯	sy²¹	
殊	sy²¹	
谁	sy²¹	
粹	sy²¹	
垂	sy²¹	
水	sy³⁵	
鼠	sy³⁵	
黍	sy³⁵	
暑	sy³⁵	
岁	sy⁴⁴³	
税	sy⁴⁴³	
帅	sy⁴⁴³	
庶	sy⁴⁴³	
恕	sy⁴⁴³	
戍	sy⁴⁴³	
秽	sy⁴⁴³	
需	sy⁴⁵	
须	sy⁴⁵	
绥	sy⁴⁵	
虽	sy⁴⁵	
输	sy⁴⁵	
舒	sy⁴⁵	
纾	sy⁴⁵	
抒	sy⁴⁵	
书	sy⁴⁵	
穗	sy⁵²	
燧	sy⁵²	
隧	sy⁵²	
遂	sy⁵²	
睡	sy⁵²	
竖	sy⁵²	
树	sy⁵²	
瑞	sy⁵²	
旋	syn²¹	
吮	syn²¹	
船	syn²¹	
选	syn³⁵	
损	syn³⁵	
逊	syn⁴⁴³	
算	syn⁴⁴³	
蒜	syn⁴⁴³	
喧	syn⁴⁵	
萱	syn⁴⁵	
宣	syn⁴⁵	
孙	syn⁴⁵	
酸	syn⁴⁵	
篆	syn⁵²	
雪	syt⁴	
袖	syt⁴	
说	syt⁴	
傣	tai³⁵	
歹	tai³⁵	
砥	tɐi³⁵	
底	tɐi³⁵	
抵	tɐi³⁵	
诋	tɐi³⁵	
邸	tɐi³⁵	
戴	tai⁴⁴³	
带	tai⁴⁴³	
缔	tɐi⁴⁴³	
蒂	tɐi⁴⁴³	
帝	tɐi⁴⁴³	
低	tɐi⁴⁵	
大	tai⁵²	
隶	tɐi⁵²	
棣	tɐi⁵²	
第	tɐi⁵²	
递	tɐi⁵²	
弟	tɐi⁵²	
逮	tɐi⁵²	
德	tak⁴⁵	
得	tak⁴⁵	
特	tak⁵²	
胆	tam³⁵	
髡	tɐm⁴⁴³	
耽	tam⁴⁵	
眈	tam⁴⁵	
趸	tɐn³⁵	
鼎	tɐn³⁵	
顶	tɐn³⁵	
诞	tan⁴⁴³	
旦	tan⁴⁴³	
丹	tan⁴⁵	
钉	tɐn⁴⁵	文
汀	tɐn⁴⁵	
墩	tɐn⁴⁵	
敦	tɐn⁴⁵	
吨	tɐn⁴⁵	
盯	tɐn⁴⁵	
叮	tɐn⁴⁵	
蛋	tan⁵²	
蛋	tan⁵²	
惮	tan⁵²	
但	tan⁵²	
遁	tɐn⁵²	
顿	tɐn⁵²	
炖	tɐn⁵²	
沌	tɐn⁵²	
定	tɐn⁵²	
噔	tɐŋ²¹	
等	tɐŋ³⁵	
凳	tɐŋ⁴⁴³	
蹬	tɐŋ⁴⁵	
登	tɐŋ⁴⁵	
灯	tɐŋ⁴⁵	
邓	tɐŋ⁵²	
蹬	tɐŋ⁵²	
瘩	tap⁴	
答	tap⁴	
搭	tap⁴	
踏	tap⁵²	
笪	tat⁴	
鞑	tat⁵²	
达	tat⁵²	
哒	tat⁵²	
突	tɐt⁵²	
凸	tɐt⁵²	
笛	tɐt⁵²	
敌	tɐt⁵²	
籴	tɐt⁵²	
迪	tɐt⁵²	
狄	tɐt⁵²	
陡	tɐu³⁵	
抖	tɐu³⁵	
捣	tɐu³⁵	
岛	tɐu³⁵	
蠹	tɐu⁴⁴³	
到	tɐu⁴⁴³	
兜	tɐu⁴⁵	
叨	tɐu⁴⁵	
刀	tɐu⁴⁵	
逗	tɐu⁵²	
豆	tɐu⁵²	
稻	tɐu⁵²	
道	tɐu⁵²	
悼	tɐu⁵²	
盗	tɐu⁵²	
蹈	tɐu⁵²	
导	tɐu⁵²	
踱	tɔk⁵²	
铎	tɔk⁵²	
党	tɔŋ³⁵	
挡	tɔŋ³⁵	
档	tɔŋ⁴⁴³	
裆	tɔŋ⁴⁵	
铛	tɔŋ⁴⁵	
荡	tɔŋ⁵²	
宕	tɔŋ⁵²	
嘀	tek⁴⁵	
的	tek⁴⁵	
滴	tek⁵²	
嗲	tɛ³⁵	
爹	tɛ⁴⁵	
悌	tʰɐi²¹	
蹄	tʰɐi²¹	
醍	tʰɐi²¹	
题	tʰɐi²¹	
啼	tʰɐi²¹	
提	tʰɐi²¹	
娣	tʰɐi²¹	
堤	tʰɐi²¹	
体	tʰɐi³⁵	
睇	tʰɐi³⁵	
泰	tʰai⁴⁴³	
钛	tʰai⁴⁴³	
态	tʰai⁴⁴³	
汰	tʰai⁴⁴³	
太	tʰai⁴⁴³	
贷	tʰai⁴⁴³	
嚏	tʰɐi⁴⁴³	
替	tʰɐi⁴⁴³	
涕	tʰɐi⁴⁴³	
剃	tʰɐi⁴⁴³	
屉	tʰɐi⁴⁴³	
锑	tʰɐi⁴⁵	
梯	tʰɐi⁴⁵	
燂	tʰam²¹	
潭	tʰam²¹	
谭	tʰam²¹	
探	tʰam⁴⁴³	
贪	tʰam⁴⁵	
檀	tʰan²¹	
坛	tʰan²¹	
艇	tʰɐn²¹	文
臀	tʰɐn²¹	
霆	tʰɐn²¹	
婷	tʰɐn²¹	
蜓	tʰɐn²¹	
停	tʰɐn²¹	
庭	tʰɐn²¹	
亭	tʰɐn²¹	
廷	tʰɐn²¹	
盾	tʰɐn²¹	
毯	tʰan³⁵	
坦	tʰan³⁵	
疸	tʰan³⁵	
妲	tʰan³⁵	
挺	tʰɐn³⁵	
碳	tʰan⁴⁴³	
炭	tʰan⁴⁴³	
叹	tʰan⁴⁴³	
听	tʰɐn⁴⁴³	
瘫	tʰan⁴⁵	
滩	tʰan⁴⁵	
摊	tʰan⁴⁵	
坍	tʰan⁴⁵	
吞	tʰɐn⁴⁵	
厅	tʰɐn⁴⁵	
藤	tʰɐŋ²¹	
誊	tʰɐŋ²¹	
腾	tʰɐŋ²¹	
塔	tʰap⁴	
塌	tʰap⁴	
遢	tʰat⁴	
惕	tʰɐt⁴⁵	
踢	tʰɐt⁴⁵	
剔	tʰɐt⁴⁵	
投	tʰɐu²¹	
头	tʰɐu²¹	
淘	tʰɐu²¹	
萄	tʰɐu²¹	
陶	tʰɐu²¹	
桃	tʰɐu²¹	
逃	tʰɐu²¹	
涛	tʰɐu²¹	
㪗	tʰɐu³⁵	
讨	tʰɐu³⁵	
祷	tʰɐu³⁵	
透	tʰɐu⁴⁴³	
套	tʰɐu⁴⁴³	
偷	tʰɐu⁴⁵	
滔	tʰɐu⁴⁵	
瑙	tʰɐu⁴⁵	
托	tʰɔk⁴	
螳	tʰɔŋ²¹	
糖	tʰɔŋ²¹	
膛	tʰɔŋ²¹	
塘	tʰɔŋ²¹	
棠	tʰɔŋ²¹	
堂	tʰɔŋ²¹	
唐	tʰɔŋ²¹	
躺	tʰɔŋ³⁵	
傥	tʰɔŋ³⁵	
倘	tʰɔŋ³⁵	
烫	tʰɔŋ⁴⁴³	
汤	tʰɔŋ⁴⁵	
艇	tʰiaŋ²¹	白
舔	tʰim²¹	
甜	tʰim²¹	
添	tʰim⁴⁵	
田	tʰin²¹	
天	tʰin⁴⁵	
帖	tʰip⁴	
铁	tʰit⁴	
跌	tʰit⁴	
窕	tʰiu²¹	
条	tʰiu²¹	
跳	tʰiu⁴⁴³	
粜	tʰiu⁴⁴³	
眺	tʰiu⁴⁴³	
挑	tʰiu⁴⁵	
佻	tʰiu⁴⁵	
椭	tʰo²¹	
妥	tʰo²¹	
酡	tʰo²¹	
鸵	tʰo²¹	
砣	tʰo²¹	
驼	tʰo²¹	
陀	tʰo²¹	
舵	tʰo²¹	
拖	tʰo⁴⁵	
苔	tʰoi²¹	
抬	tʰoi²¹	
台	tʰoi²¹	
殆	tʰoi²¹	
蜕	tʰoi⁴⁴³	
退	tʰoi⁴⁴³	
推	tʰoi⁴⁵	
胎	tʰoi⁴⁵	
秃	tʰok⁴⁵	
哭	tʰok⁴⁵	
断	tʰɵn²¹	文，～线
豚	tʰɵn²¹	
团	tʰɵn²¹	
囤	tʰɵn²¹	
筒	tʰoŋ²¹	
瞳	tʰoŋ²¹	
橦	tʰoŋ²¹	
潼	tʰoŋ²¹	
僮	tʰoŋ²¹	
童	tʰoŋ²¹	
铜	tʰoŋ²¹	
桐	tʰoŋ²¹	
佟	tʰoŋ²¹	
同	tʰoŋ²¹	
桶	tʰoŋ³⁵	
捅	tʰoŋ³⁵	
统	tʰoŋ³⁵	
铳	tʰoŋ³⁵	
痛	tʰoŋ⁴⁴³	
疼	tʰoŋ⁴⁴³	
通	tʰoŋ⁴⁵	
囱	tʰoŋ⁴⁵	
脱	tʰɵt⁴	
屠	tʰu²¹	
涂	tʰu²¹	
途	tʰu²¹	
徒	tʰu²¹	
图	tʰu²¹	
肚	tʰu²¹	
茶	tʰu²¹	
土	tʰu³⁵	
兔	tʰu⁴⁴³	
吐	tʰu⁴⁴³	
地	ti⁵²	
琢	tiak⁴	
啄	tiak⁴	
点	tim³⁵	
惦	tim⁴⁴³	
店	tim⁴⁴³	
踮	tim⁴⁴³	
腆	tin³⁵	
典	tin³⁵	
垫	tin⁴⁴³	
癫	tin⁴⁵	
颠	tin⁴⁵	
滇	tin⁴⁵	
腚	tin⁵²	
靛	tin⁵²	
殿	tin⁵²	
奠	tin⁵²	
淀	tin⁵²	
钿	tin⁵²	
甸	tin⁵²	
佃	tin⁵²	
电	tin⁵²	
蝶	tip⁵²	
碟	tip⁵²	
叠	tip⁵²	
牒	tip⁵²	
谍	tip⁵²	
迭	tit⁴	
啲	tit⁴	
秩	tit⁵²	
鸟	tiu³⁵	白，俗写作“屌”
钓	tiu⁴⁴³	
吊	tiu⁴⁴³	
雕	tiu⁴⁵	
貂	tiu⁴⁵	
刁	tiu⁴⁵	
掉	tiu⁵²	
哆	to⁴⁵	
多	to⁴⁵	
堕	to⁵²	文，～落
惰	to⁵²	
躲	tœ³⁵	
垛	tœ³⁵	
朵	tœ³⁵	
剁	tœ⁴⁴³	
堕	tœ⁵²	白。动词，指柔软的物体下垂
碓	toi⁴⁴³	
兑	toi⁴⁴³	
对	toi⁴⁴³	
堆	toi⁴⁵	
队	toi⁵²	
袋	toi⁵²	
怠	toi⁵²	
待	toi⁵²	
岱	toi⁵²	
代	toi⁵²	
笃	tok⁴⁵	
督	tok⁴⁵	
牍	tok⁵²	
犊	tok⁵²	
渎	tok⁵²	
读	tok⁵²	
独	tok⁵²	
毒	tok⁵²	
短	tɵn³⁵	
断	tɵn⁴⁴³	文，判～
锻	tɵn⁴⁴³	
煅	tɵn⁴⁴³	
端	tɵn⁴⁵	
断	tɵn⁵²	文，～绝
缎	tɵn⁵²	
段	tɵn⁵²	
懂	toŋ³⁵	
董	toŋ³⁵	
冻	toŋ⁴⁴³	
咚	toŋ⁴⁵	
冬	toŋ⁴⁵	
东	toŋ⁴⁵	
恸	toŋ⁵²	
洞	toŋ⁵²	
峒	toŋ⁵²	
动	toŋ⁵²	
幢	toŋ⁵²	
咄	tɵt⁴	
夺	tɵt⁵²	
睹	tu³⁵	
赌	tu³⁵	
堵	tu³⁵	
妒	tu⁴⁴³	
嘟	tu⁴⁵	
艘	tu⁵²	
镀	tu⁵²	
渡	tu⁵²	
杜	tu⁵²	
榨	ʦa⁴⁴³	
蚱	ʦa⁴⁴³	
炸	ʦa⁴⁴³	
诈	ʦa⁴⁴³	
抓	ʦa⁴⁵	
楂	ʦa⁴⁵	
渣	ʦa⁴⁵	
喳	ʦa⁴⁵	
吒	ʦa⁴⁵	
碴	ʦa⁴⁵	
债	ʦai⁴⁴³	
制	ʦɐi⁴⁴³	
霁	ʦɐi⁴⁴³	
祭	ʦɐi⁴⁴³	
济	ʦɐi⁴⁴³	
际	ʦɐi⁴⁴³	
斋	ʦai⁴⁵	
剂	ʦɐi⁴⁵	
挤	ʦɐi⁴⁵	
跻	ʦɐi⁴⁵	
赍	ʦɐi⁴⁵	
寨	ʦai⁵²	
滞	ʦɐi⁵²	
窄	ʦak⁴⁵	
摘	ʦak⁴⁵	
仄	ʦak⁴⁵	
责	ʦak⁴⁵	
则	ʦak⁴⁵	
鲫	ʦak⁴⁵	
侧	ʦak⁴⁵	
掷	ʦak⁵²	
谪	ʦak⁵²	
宅	ʦak⁵²	
泽	ʦak⁵²	
匝	ʦak⁵²	
斩	ʦam³⁵	
眨	ʦam³⁵	
枕	ʦɐm³⁵	
蘸	ʦam⁴⁴³	
湛	ʦam⁴⁴³	
簪	ʦam⁴⁵	
斟	ʦɐm⁴⁵	
砧	ʦɐm⁴⁵	
针	ʦɐm⁴⁵	
站	ʦam⁵²	
暂	ʦam⁵²	
朕	ʦɐm⁵²	
馔	ʦan³⁵	
栈	ʦan³⁵	
盏	ʦan³⁵	
准	ʦɐn³⁵	
整	ʦɐn³⁵	
阱	ʦɐn³⁵	
井	ʦɐn³⁵	
撰	ʦan⁴⁴³	
赞	ʦan⁴⁴³	
攒	ʦan⁴⁴³	
症	ʦɐn⁴⁴³	
政	ʦɐn⁴⁴³	
证	ʦɐn⁴⁴³	
镇	ʦɐn⁴⁴³	
震	ʦɐn⁴⁴³	
振	ʦɐn⁴⁴³	
圳	ʦɐn⁴⁴³	
俊	ʦɐn⁴⁴³	
晋	ʦɐn⁴⁴³	
进	ʦɐn⁴⁴³	
徵	ʦɐn⁴⁵	
蒸	ʦɐn⁴⁵	
征	ʦɐn⁴⁵	
臻	ʦɐn⁴⁵	
真	ʦɐn⁴⁵	
帧	ʦɐn⁴⁵	
珍	ʦɐn⁴⁵	
侦	ʦɐn⁴⁵	
贞	ʦɐn⁴⁵	
精	ʦɐn⁴⁵	
睛	ʦɐn⁴⁵	
晶	ʦɐn⁴⁵	
旌	ʦɐn⁴⁵	
津	ʦɐn⁴⁵	
赚	ʦan⁵²	
绽	ʦan⁵²	
溅	ʦan⁵²	
郑	ʦɐn⁵²	
阵	ʦɐn⁵²	
静	ʦɐn⁵²	
靖	ʦɐn⁵²	
婧	ʦɐn⁵²	
净	ʦɐn⁵²	
尽	ʦɐn⁵²	
踭	ʦɐŋ⁴⁵	
筝	ʦɐŋ⁴⁵	
睁	ʦɐŋ⁴⁵	
狰	ʦɐŋ⁴⁵	
峥	ʦɐŋ⁴⁵	
挣	ʦɐŋ⁴⁵	
争	ʦɐŋ⁴⁵	
憎	ʦɐŋ⁴⁵	
增	ʦɐŋ⁴⁵	
僧	ʦɐŋ⁴⁵	
曾	ʦɐŋ⁴⁵	
赠	ʦɐŋ⁵²	
执	ʦɐp⁴⁵	
汁	ʦɐp⁴⁵	
闸	ʦap⁵²	
杂	ʦap⁵²	
袭	ʦɐp⁵²	
习	ʦɐp⁵²	
集	ʦɐp⁵²	
扎	ʦat⁴	
轧	ʦat⁴	
卒	ʦɐt⁴⁵	
炙	ʦɐt⁴⁵	
质	ʦɐt⁴⁵	
职	ʦɐt⁴⁵	
织	ʦɐt⁴⁵	
跡	ʦɐt⁴⁵	
绩	ʦɐt⁴⁵	
迹	ʦɐt⁴⁵	
脊	ʦɐt⁴⁵	
即	ʦɐt⁴⁵	
积	ʦɐt⁴⁵	
蛭	ʦɐt⁵²	
窒	ʦɐt⁵²	
桎	ʦɐt⁵²	
殖	ʦɐt⁵²	
植	ʦɐt⁵²	
值	ʦɐt⁵²	
侄	ʦɐt⁵²	
直	ʦɐt⁵²	
蛰	ʦɐt⁵²	
蓆	ʦɐt⁵²	
席	ʦɐt⁵²	
夕	ʦɐt⁵²	
寂	ʦɐt⁵²	
籍	ʦɐt⁵²	
藉	ʦɐt⁵²	
嫉	ʦɐt⁵²	
疾	ʦɐt⁵²	
找	ʦau³⁵	
爪	ʦau³⁵	
走	ʦɐu³⁵	
帚	ʦɐu³⁵	
肘	ʦɐu³⁵	
澡	ʦɐu³⁵	
枣	ʦɐu³⁵	
早	ʦɐu³⁵	
罩	ʦau⁴⁴³	
奏	ʦɐu⁴⁴³	
皱	ʦɐu⁴⁴³	
昼	ʦɐu⁴⁴³	
绉	ʦɐu⁴⁴³	
咒	ʦɐu⁴⁴³	
灶	ʦɐu⁴⁴³	
州	ʦɐu⁴⁵	文，广～
洲	ʦɐu⁴⁵	文
