漢字	IPA	注释
图	tʰu2	
肚	tʰu2	
茶	tʰu2	
土	tʰu3	
兔	tʰu5	
吐	tʰu5	
地	ti6	
琢	tiak7b	
啄	tiak7b	
点	tim3	
惦	tim5	
店	tim5	
踮	tim5	
腆	tin3	
典	tin3	
垫	tin5	
癫	tin1	
颠	tin1	
滇	tin1	
腚	tin6	
靛	tin6	
殿	tin6	
奠	tin6	
淀	tin6	
钿	tin6	
甸	tin6	
佃	tin6	
电	tin6	
蝶	tip8	
碟	tip8	
叠	tip8	
牒	tip8	
谍	tip8	
迭	tit7b	
啲	tit7b	
秩	tit8	
鸟	tiu3	白，俗写作“屌”
钓	tiu5	
吊	tiu5	
雕	tiu1	
貂	tiu1	
刁	tiu1	
掉	tiu6	
哆	to1	
多	to1	
堕	to6	文，～落
惰	to6	
躲	tœ3	
垛	tœ3	
朵	tœ3	
剁	tœ5	
堕	tœ6	白。动词，指柔软的物体下垂
碓	toi5	
兑	toi5	
对	toi5	
堆	toi1	
队	toi6	
袋	toi6	
怠	toi6	
待	toi6	
岱	toi6	
代	toi6	
笃	tok7a	
督	tok7a	
牍	tok8	
犊	tok8	
渎	tok8	
读	tok8	
独	tok8	
毒	tok8	
短	tɵn3	
断	tɵn5	文，判～
锻	tɵn5	
煅	tɵn5	
端	tɵn1	
断	tɵn6	文，～绝
缎	tɵn6	
段	tɵn6	
懂	toŋ3	
董	toŋ3	
冻	toŋ5	
咚	toŋ1	
冬	toŋ1	
东	toŋ1	
恸	toŋ6	
洞	toŋ6	
峒	toŋ6	
动	toŋ6	
幢	toŋ6	
咄	tɵt7b	
夺	tɵt8	
睹	tu3	
赌	tu3	
堵	tu3	
妒	tu5	
嘟	tu1	
艘	tu6	
镀	tu6	
渡	tu6	
杜	tu6	
榨	tsa5	
蚱	tsa5	
炸	tsa5	
诈	tsa5	
抓	tsa1	
楂	tsa1	
渣	tsa1	
喳	tsa1	
吒	tsa1	
碴	tsa1	
债	tsai5	
制	tsɐi5	
霁	tsɐi5	
祭	tsɐi5	
济	tsɐi5	
际	tsɐi5	
斋	tsai1	
剂	tsɐi1	
挤	tsɐi1	
跻	tsɐi1	
赍	tsɐi1	
寨	tsai6	
滞	tsɐi6	
窄	tsak7a	
摘	tsak7a	
仄	tsak7a	
责	tsak7a	
则	tsak7a	
鲫	tsak7a	
侧	tsak7a	
掷	tsak8	
谪	tsak8	
宅	tsak8	
泽	tsak8	
匝	tsak8	
斩	tsam3	
眨	tsam3	
枕	tsɐm3	
蘸	tsam5	
湛	tsam5	
簪	tsam1	
斟	tsɐm1	
砧	tsɐm1	
针	tsɐm1	
站	tsam6	
暂	tsam6	
朕	tsɐm6	
馔	tsan3	
栈	tsan3	
盏	tsan3	
准	tsɐn3	
整	tsɐn3	
阱	tsɐn3	
井	tsɐn3	
撰	tsan5	
赞	tsan5	
攒	tsan5	
症	tsɐn5	
政	tsɐn5	
证	tsɐn5	
镇	tsɐn5	
震	tsɐn5	
振	tsɐn5	
圳	tsɐn5	
俊	tsɐn5	
晋	tsɐn5	
进	tsɐn5	
徵	tsɐn1	
蒸	tsɐn1	
征	tsɐn1	
臻	tsɐn1	
真	tsɐn1	
帧	tsɐn1	
珍	tsɐn1	
侦	tsɐn1	
贞	tsɐn1	
精	tsɐn1	
睛	tsɐn1	
晶	tsɐn1	
旌	tsɐn1	
津	tsɐn1	
赚	tsan6	
绽	tsan6	
溅	tsan6	
郑	tsɐn6	
阵	tsɐn6	
静	tsɐn6	
靖	tsɐn6	
婧	tsɐn6	
净	tsɐn6	
尽	tsɐn6	
踭	tsɐŋ1	
筝	tsɐŋ1	
睁	tsɐŋ1	
狰	tsɐŋ1	
峥	tsɐŋ1	
挣	tsɐŋ1	
争	tsɐŋ1	
憎	tsɐŋ1	
增	tsɐŋ1	
僧	tsɐŋ1	
曾	tsɐŋ1	
赠	tsɐŋ6	
执	tsɐp7a	
汁	tsɐp7a	
闸	tsap8	
杂	tsap8	
袭	tsɐp8	
习	tsɐp8	
集	tsɐp8	
扎	tsat7b	
轧	tsat7b	
卒	tsɐt7a	
炙	tsɐt7a	
质	tsɐt7a	
职	tsɐt7a	
织	tsɐt7a	
跡	tsɐt7a	
绩	tsɐt7a	
迹	tsɐt7a	
脊	tsɐt7a	
即	tsɐt7a	
积	tsɐt7a	
蛭	tsɐt8	
窒	tsɐt8	
桎	tsɐt8	
殖	tsɐt8	
植	tsɐt8	
值	tsɐt8	
侄	tsɐt8	
直	tsɐt8	
蛰	tsɐt8	
蓆	tsɐt8	
席	tsɐt8	
夕	tsɐt8	
寂	tsɐt8	
籍	tsɐt8	
藉	tsɐt8	
嫉	tsɐt8	
疾	tsɐt8	
找	tsau3	
爪	tsau3	
走	tsɐu3	
帚	tsɐu3	
肘	tsɐu3	
澡	tsɐu3	
枣	tsɐu3	
早	tsɐu3	
罩	tsau5	
奏	tsɐu5	
皱	tsɐu5	
昼	tsɐu5	
绉	tsɐu5	
咒	tsɐu5	
灶	tsɐu5	
州	tsɐu1	文，广～
洲	tsɐu1	文
邹	tsɐu1	
周	tsɐu1	
舟	tsɐu1	
糟	tsɐu1	
遭	tsɐu1	
揪	tsɐu1	
骤	tsau6	
淖	tsau6	
祚	tsɐu6	
胄	tsɐu6	
纣	tsɐu6	
造	tsɐu6	
皂	tsɐu6	
作	tsɔk7b	
桌	tsɔk7b	
捉	tsɔk7b	
昨	tsɔk8	
擢	tsɔk8	
浊	tsɔk8	
凿	tsɔk8	
壮	tsɔŋ5	
葬	tsɔŋ5	
装	tsɔŋ1	
桩	tsɔŋ1	
庄	tsɔŋ1	
妆	tsɔŋ1	
赃	tsɔŋ1	
撞	tsɔŋ6	
状	tsɔŋ6	
奘	tsɔŋ6	
幢	tsɔŋ6	
鹧	tse5	
者	tsɛ3	
姐	tsɛ3	
蔗	tsɛ5	
借	tsɛ5	
遮	tsɛ1	
榭	tsɛ6	
谢	tsɛ6	
槎	tsʰa2	
猹	tsʰa2	
搽	tsʰa2	
茶	tsʰa2	
诧	tsʰa5	
衩	tsʰa1	
杈	tsʰa1	
叉	tsʰa1	
豺	tsʰai2	
柴	tsʰai2	
齐	tsʰɐi2	
踩	tsʰai3	
沏	tsʰɐi5	
钗	tsʰai1	
猜	tsʰai1	
棲	tsʰɐi1	
萋	tsʰɐi1	
凄	tsʰɐi1	
栖	tsʰɐi1	
妻	tsʰɐi1	
咤	tsʰak7a	
拆	tsʰak7a	
策	tsʰak7a	
测	tsʰak7a	
册	tsʰak7a	
贼	tsʰak8	
劖	tsʰam2	
馋	tsʰam2	
惭	tsʰam2	
蚕	tsʰam2	
寻	tsʰɐm2	
覃	tsʰɐm2	
沉	tsʰɐm2	
搀	tsʰam3	
惨	tsʰam3	
寝	tsʰɐm3	
忏	tsʰam5	
侵	tsʰɐm1	
残	tsʰan2	
循	tsʰɐn2	
巡	tsʰɐn2	
旬	tsʰɐn2	
晴	tsʰɐn2	
情	tsʰɐn2	
秦	tsʰɐn2	
逞	tsʰɐn2	
惩	tsʰɐn2	
程	tsʰɐn2	
埕	tsʰɐn2	
呈	tsʰɐn2	
陈	tsʰɐn2	
尘	tsʰɐn2	
铲	tsʰan3	
产	tsʰan3	
拯	tsʰɐn3	
疹	tsʰɐn3	
诊	tsʰɐn3	
请	tsʰɐn3	
蠢	tsʰɐn3	
璨	tsʰan5	
灿	tsʰan5	
秤	tsʰɐn5	
称	tsʰɐn5	
趁	tsʰɐn5	
衬	tsʰɐn5	
餐	tsʰan1	
蜻	tsʰɐn1	
清	tsʰɐn1	
青	tsʰɐn1	
亲	tsʰɐn1	
椿	tsʰɐn1	
春	tsʰɐn1	
称	tsʰɐn1	
橙	tsʰɐŋ2	
澄	tsʰɐŋ2	
曾	tsʰɐŋ2	
层	tsʰɐŋ2	
蹭	tsʰɐŋ5	
罉	tsʰɐŋ1	
瞠	tsʰɐŋ1	
撑	tsʰɐŋ1	
插	tsʰap7b	
箿	tsʰɐp7a	
辑	tsʰɐp7a	
缉	tsʰɐp7a	
獭	tsʰat7b	
刷	tsʰat7b	
察	tsʰat7b	
擦	tsʰat7b	
漆	tsʰɐt7a	
戚	tsʰɐt7a	
柒	tsʰɐt7a	
七	tsʰɐt7a	
出	tsʰɐt7a	
敕	tsʰɐt7a	
赤	tsʰɐt7a	
斥	tsʰɐt7a	
尺	tsʰɐt7a	
缫	tsʰau2	
溧	tsʰau2	
巢	tsʰau2	
售	tsʰɐu2	
囚	tsʰɐu2	
筹	tsʰɐu2	
稠	tsʰɐu2	
酬	tsʰɐu2	
绸	tsʰɐu2	
槽	tsʰɐu2	
漕	tsʰɐu2	
曹	tsʰɐu2	
炒	tsʰau3	
吵	tsʰau3	
草	tsʰɐu3	
躁	tsʰɐu5	
燥	tsʰɐu5	
凑	tsʰɐu5	
糙	tsʰɐu5	
钞	tsʰau1	
抽	tsʰɐu1	
操	tsʰɐu1	
戳	tsʰɔk7b	
闯	tsʰɔŋ3	
厂	tsʰɔŋ3	
窗	tsʰɔŋ1	
疮	tsʰɔŋ1	
舱	tsʰɔŋ1	
沧	tsʰɔŋ1	
苍	tsʰɔŋ1	
伧	tsʰɔŋ1	
仓	tsʰɔŋ1	
邪	tsʰɛ2	
且	tsʰɛ3	
扯	tsʰɛ3	
奢	tsʰɛ1	
恃	tsʰi2	
似	tsʰi2	
脐	tsʰi2	
糍	tsʰi2	
鹚	tsʰi2	
磁	tsʰi2	
慈	tsʰi2	
辞	tsʰi2	
瓷	tsʰi2	
祠	tsʰi2	
茨	tsʰi2	
词	tsʰi2	
持	tsʰi2	
迟	tsʰi2	
驰	tsʰi2	
弛	tsʰi2	
池	tsʰi2	
始	tsʰi3	
此	tsʰi3	
耻	tsʰi3	
侈	tsʰi3	
齿	tsʰi3	
眵	tsʰi3	
赐	tsʰi5	
刺	tsʰi5	
次	tsʰi5	
翅	tsʰi5	
厕	tsʰi5	
雌	tsʰi1	
疵	tsʰi1	
魑	tsʰi1	
痴	tsʰi1	
嗤	tsʰi1	
蚩	tsʰi1	
鸱	tsʰi1	
卓	tsʰiak7b	
灼	tsʰiak7b	
绰	tsʰiak7b	
焯	tsʰiak7b	
祥	tsʰiaŋ2	
详	tsʰiaŋ2	
墙	tsʰiaŋ2	
场	tsʰiaŋ2	
肠	tsʰiaŋ2	
抢	tsʰiaŋ3	
唱	tsʰiaŋ5	
畅	tsʰiaŋ5	
怅	tsʰiaŋ5	
锵	tsʰiaŋ1	
枪	tsʰiaŋ1	
倡	tsʰiaŋ1	
娼	tsʰiaŋ1	
菖	tsʰiaŋ1	
昌	tsʰiaŋ1	
潜	tsʰim2	
堑	tsʰim5	
签	tsʰim1	
歼	tsʰim1	
钱	tsʰin2	
前	tsʰin2	
浅	tsʰin3	
纤	tsʰin1	
迁	tsʰin1	
阡	tsʰin1	
千	tsʰin1	
歼	tsʰin1	
妾	tsʰip7b	
辙	tsʰit7b	
设	tsʰit7b	
切	tsʰit7b	
撤	tsʰit7b	
彻	tsʰit7b	
瞧	tsʰiu2	
樵	tsʰiu2	
潮	tsʰiu2	
肖	tsʰiu5	
鞘	tsʰiu5	
俏	tsʰiu5	
昭	tsʰiu1	
钊	tsʰiu1	
锹	tsʰiu1	
悄	tsʰiu1	
超	tsʰiu1	
坐	tsʰo2	白，～低：坐下
楚	tsʰo3	
础	tsʰo3	
错	tsʰo5	
锉	tsʰo5	
挫	tsʰo5	
蹉	tsʰo1	
磋	tsʰo1	
雏	tsʰo1	
初	tsʰo1	
锄	tsʰœ2	
裁	tsʰoi2	
财	tsʰoi2	
材	tsʰoi2	
才	tsʰoi2	
睬	tsʰoi3	
彩	tsʰoi3	
采	tsʰoi3	
赛	tsʰoi5	
蔡	tsʰoi5	
菜	tsʰoi5	
摧	tsʰoi1	
催	tsʰoi1	
崔	tsʰoi1	
蓄	tsʰok7a	
速	tsʰok7a	
束	tsʰok7a	
簇	tsʰok7a	
促	tsʰok7a	
矗	tsʰok7a	
搐	tsʰok7a	
畜	tsʰok7a	
丛	tsʰoŋ2	
从	tsʰoŋ2	
虫	tsʰoŋ2	
塚	tsʰoŋ3	
宠	tsʰoŋ3	
聪	tsʰoŋ1	
葱	tsʰoŋ1	
匆	tsʰoŋ1	
憧	tsʰoŋ1	
忡	tsʰoŋ1	
充	tsʰoŋ1	
冲	tsʰoŋ1	
瞅	tsʰu3	
丑	tsʰu3	
溴	tsʰu5	
嗅	tsʰu5	
觑	tsʰu5	
趣	tsʰu5	
措	tsʰu5	
厝	tsʰu5	
翠	tsʰu5	
脆	tsʰu5	
醋	tsʰu5	
臭	tsʰu5	
秋	tsʰu1	
粗	tsʰu1	
柱	tsʰy2	
贮	tsʰy2	
伫	tsʰy2	
徐	tsʰy2	
随	tsʰy2	
署	tsʰy2	
锤	tsʰy2	
槌	tsʰy2	
陲	tsʰy2	
储	tsʰy2	
楮	tsʰy2	
杵	tsʰy2	
蹰	tsʰy2	
躇	tsʰy2	
厨	tsʰy2	
除	tsʰy2	
娶	tsʰy3	
取	tsʰy3	
趋	tsʰy1	
蛆	tsʰy1	
炊	tsʰy1	
吹	tsʰy1	
雏	tsʰy1	
泉	tsʰyn2	
全	tsʰyn2	
存	tsʰyn2	
喘	tsʰyn3	
踹	tsʰyn3	
揣	tsʰyn3	
寸	tsʰyn5	
串	tsʰyn5	
村	tsʰyn1	
穿	tsʰyn1	
川	tsʰyn1	
撮	tsʰyt7b	
猝	tsʰyt7b	
紫	tsi3	
梓	tsi3	
姊	tsi3	
子	tsi3	
趾	tsi3	
指	tsi3	
祉	tsi3	
纸	tsi3	
芷	tsi3	
址	tsi3	
旨	tsi3	
止	tsi3	
置	tsi5	
痣	tsi5	
智	tsi5	
致	tsi5	
挚	tsi5	
志	tsi5	
至	tsi5	
滋	tsi1	
辎	tsi1	
淄	tsi1	
资	tsi1	
兹	tsi1	
姿	tsi1	
咨	tsi1	
孜	tsi1	
蜘	tsi1	
脂	tsi1	
栀	tsi1	
肢	tsi1	
知	tsi1	
枝	tsi1	
吱	tsi1	
芝	tsi1	
卮	tsi1	
支	tsi1	
之	tsi1	
牸	tsi6	
字	tsi6	
自	tsi6	
稚	tsi6	
痔	tsi6	
峙	tsi6	
治	tsi6	
嗣	tsi6	
饲	tsi6	
祀	tsi6	
寺	tsi6	
巳	tsi6	
酌	tsiak7b	
芍	tsiak7b	
勺	tsiak7b	
鹊	tsiak7b	
雀	tsiak7b	
嚼	tsiak7b	
爵	tsiak7b	
掌	tsiaŋ3	
蒋	tsiaŋ3	
桨	tsiaŋ3	
奖	tsiaŋ3	
瘴	tsiaŋ5	
嶂	tsiaŋ5	
障	tsiaŋ5	
胀	tsiaŋ5	
账	tsiaŋ5	
帐	tsiaŋ5	
涨	tsiaŋ5	
酱	tsiaŋ5	
将	tsiaŋ5	
蟑	tsiaŋ1	
樟	tsiaŋ1	
彰	tsiaŋ1	
章	tsiaŋ1	
张	tsiaŋ1	
浆	tsiaŋ1	
将	tsiaŋ1	
杖	tsiaŋ6	
丈	tsiaŋ6	
橡	tsiaŋ6	
像	tsiaŋ6	
象	tsiaŋ6	
匠	tsiaŋ6	
占	tsim5	
瞻	tsim1	
詹	tsim1	
沾	tsim1	
尖	tsim1	
渐	tsim6	
展	tsin3	
碾	tsin3	
剪	tsin3	
战	tsin5	
箭	tsin5	
荐	tsin5	
饯	tsin5	
颤	tsin5	
毡	tsin1	
笺	tsin1	
践	tsin6	
贱	tsin6	
褶	tsip7b	
辄	tsip7b	
接	tsip7b	
浙	tsit7b	
哲	tsit7b	
蜇	tsit7b	
节	tsit7b	
疖	tsit7b	
截	tsit8	
睫	tsit8	
婕	tsit8	
捷	tsit8	
沼	tsiu3	
照	tsiu5	
醮	tsiu5	
招	tsiu1	
蕉	tsiu1	
焦	tsiu1	
椒	tsiu1	
赵	tsiu6	
诏	tsiu6	
兆	tsiu6	
召	tsiu6	
阻	tso3	文
左	tso3	
佐	tso5	
坐	tso6	文，读书音
座	tso6	
唑	tso6	
助	tso6	
阻	tsœ3	白
俎	tsœ3	
滓	tsoi3	
宰	tsoi3	
再	tsoi5	
栽	tsoi1	
哉	tsoi1	
灾	tsoi1	
罪	tsoi6	
在	tsoi6	
足	tsok7a	
筑	tsok7a	
祝	tsok7a	
嘱	tsok7a	
烛	tsok7a	
竹	tsok7a	
粥	tsok7a	
族	tsok8	
镯	tsok8	
逐	tsok8	
轴	tsok8	
妯	tsok8	
续	tsok8	
俗	tsok8	
总	tsoŋ3	
踵	tsoŋ3	
肿	tsoŋ3	
粽	tsoŋ5	
纵	tsoŋ5	
众	tsoŋ5	
中	tsoŋ5	
鬃	tsoŋ1	
踪	tsoŋ1	
棕	tsoŋ1	
综	tsoŋ1	
宗	tsoŋ1	
钟	tsoŋ1	
盅	tsoŋ1	
终	tsoŋ1	
忠	tsoŋ1	
中	tsoŋ1	
舂	tsoŋ1	
仲	tsoŋ6	
颂	tsoŋ6	
诵	tsoŋ6	
讼	tsoŋ6	
祖	tsu3	
俎	tsu3	
组	tsu3	
酒	tsu3	
做	tsu5	
州	tsu1	白，～背
洲	tsu1	白
租	tsu1	
袖	tsu6	
就	tsu6	
嘴	tsy3	
煮	tsy3	
主	tsy3	
沮	tsy3	
咀	tsy3	
醉	tsy5	
最	tsy5	
铸	tsy5	
蛀	tsy5	
著	tsy5	
驻	tsy5	
注	tsy5	
椎	tsy1	
追	tsy1	
蛛	tsy1	
猪	tsy1	
诸	tsy1	
株	tsy1	
珠	tsy1	
茱	tsy1	
诛	tsy1	
侏	tsy1	
朱	tsy1	
叙	tsy6	
序	tsy6	
聚	tsy6	
纂	tsyn5	
尊	tsyn1	
砖	tsyn1	
专	tsyn1	
茁	tsyt7b	
拙	tsyt7b	
缀	tsyt7b	
绝	tsyt8	
坞	u5	
呜	u1	
污	u1	
乌	u1	
桦	wa2	
华	wa2	
哇	wa1	
娃	wa1	
蛙	wa1	
洼	wa1	
话	wa6	
槐	wai2	
淮	wai2	
怀	wai2	
崴	wai3	
威	wɐi1	白
坏	wai6	
喂	wɐi6	文
胃	wɐi6	文
位	wɐi6	文
卫	wɐi6	文
惑	wak8	
或	wak8	
划	wak8	
鲩	wan2	
寰	wan2	
环	wan2	
还	wan2	
殒	wɐn2	
允	wɐn2	
筠	wɐn2	
耘	wɐn2	
匀	wɐn2	
云	wɐn2	
永	wɐn2	
尹	wɐn2	
荣	wɐn2	
魂	wɐn2	
挽	wan3	
玩	wan3	
酝	wɐn3	
稳	wɐn3	
湾	wan1	
弯	wan1	
氲	wɐn1	
晕	wɐn1	
熏	wɐn1	
瘟	wɐn1	
温	wɐn1	
昏	wɐn1	
患	wan6	
宦	wan6	
幻	wan6	
韵	wɐn6	
运	wɐn6	
泳	wɐn6	
咏	wɐn6	
颖	wɐn6	
混	wɐn6	
浑	wɐn6	
泓	wɐŋ2	
宏	wɐŋ2	
弘	wɐŋ2	
横	wɐŋ2	
挖	wat7b	
屈	wɐt7a	
滑	wat8	
猾	wat8	
镬	wɔk8	
获	wɔk8	
往	wɔŋ2	
王	wɔŋ2	
蜡	wɔŋ2	
簧	wɔŋ2	
蝗	wɔŋ2	
璜	wɔŋ2	
煌	wɔŋ2	
惶	wɔŋ2	
遑	wɔŋ2	
隍	wɔŋ2	
凰	wɔŋ2	
黄	wɔŋ2	
皇	wɔŋ2	
枉	wɔŋ3	
汪	wɔŋ1	
旺	wɔŋ6	
遗	wi2	
纬	wi2	
苇	wi2	
伟	wi2	
维	wi2	
惟	wi2	
唯	wi2	
围	wi2	
违	wi2	
讳	wi2	
委	wi3	
毁	wi3	
慰	wi5	
喂	wi5	
畏	wi5	
慧	wi5	
威	wi1	文
辉	wi1	
晖	wi1	
挥	wi1	
胃	wi6	文
位	wi6	文
卫	wi6	文
禾	wo2	
蜗	wo1	
窝	wo1	
涡	wo1	
倭	wo1	
莴	wo1	
娲	wo1	
锅	wo1	
祸	wo6	
蛔	woi2	
迴	woi2	
茴	woi2	
回	woi2	
徊	woi2	
猥	woi1	
煨	woi1	
偎	woi1	
烩	woi6	
荟	woi6	
会	woi6	
汇	woi6	
援	wɵn2	
缓	wɵn2	
腕	wɵn3	
碗	wɵn3	
惋	wɵn3	
豌	wɵn3	
痪	wɵn6	
焕	wɵn6	
涣	wɵn6	
唤	wɵn6	
换	wɵn6	
活	wɵt8	
糊	wu2	
蝴	wu2	
瑚	wu2	
湖	wu2	
猢	wu2	
葫	wu2	
壶	wu2	
胡	wu2	
狐	wu2	
浒	wu3	
瘀	y3	
淤	y3	
迂	y1	
𢆡	nɛ1	乳房、乳汁
䢂	lip7a	电梯
咗	tso1	语气词
捽	tsɐt7a	动词，搓，互相摩擦；涂上
遵	tsyn1	又读
遵	tsɐn1	又读
朘	tsœ1	小男孩的生殖器
钻	tsyn5	电～
籽	tsi3	读书音
湴	pan6	浆状稀泥
装	tsɔŋ1	动词，窥视
庄	tsɔŋ3	蜻蜓或榄豉的量词
转	tsyn3	～移
转	tsyn5	～圈
箸	tsy6	筷子
住	tsi2	闸～：停下
吱	tsi2	拟声词
住	tsy6	入～赘坠
宙	tsɐu6	又读
宙	tsu6	又读
重	tsoŋ6	～要
重	tsʰoŋ2	～复
种	tsoŋ3	谷～
种	tsoŋ5	～树
滞	tɐi5	动词，滴
庢	tsɐt7a	动词，塞
豸	tsai6	又读，尚～庙：在新城镇南外村
豸	tsi6	又读，尚～庙：在新城镇南外村
咫	tsi3	只～有
只	tsiak7b	一～
跖	mɐu1	动词，蹲
䂻	tsɐŋ6	动词，硬塞
正	tsɐn1	～月
正	tsɐn5	方～
掟	tɐn5	动词，扔
朕	tsɐm6	股：一～臭味：一股臭味。
振	tsʰai1	动词，压、揉拌
着	tsiak8	撞～
着	tsiak7b	～衫：穿衣服
这	tsɛ1	读书音
啫	tsɛ1	～喱
摺	tsip7b	动词，折叠
折	tsit7b	打～
嗻	tsɛ2	语气词
棹	tsau6	动词，划船
笊	tsau5	～篱
爪	tsau1	动词，搭建，捆扎棚架等
仗	tsiaŋ6	～义
仗	tsiaŋ5	打～
长	tsiaŋ3	～大
长	tsʰiaŋ2	～短
崭	tsam5	～新
粘	nim1	～贴
粘	tsim1	～米
栅	san6	鸡～：鸡窝；碗～：碗柜
拃	tsa6	一～米：一把米；牙～：事物凌乱，占地方
煠	sap8	长时间水煮
铡	tsap8	～刀
揸	tsa1	同“抓”
喳	tsa3	咋～：知了
渣	tsa3	很差
抯	tsœ1	动词，扔掉
罾	tsɐŋ5	虾～
择	tsak8	选～
择	tɔk8	～菜
脏	tsɔŋ1	肮～
脏	tsɔŋ6	心～
㜺	tsan3	好
濽	tsan5	动词，把滚烫的锅中撒水或油
载	tsoi5	～重
载	tsoi3	年～
仔	tsɐi3	男～：男孩儿；籽，菜～
仔	tsi3	～细，读书音
咋	tsa2	～喳：知了
咋	tsa2	语气词，表意外、惊讶或不满等
砸	tsap7b	又读
砸	tsak8	又读
煴	wɐt7a	动词，熏
晕	wɐn2	又读
曱	kʰa2	～甴
垣	fɵn2	多用于人名
㾓	jyn1	酸痛
預	mɛ1	动词，背、背负
喐	jok7a	俗字，动词，动
掝	wak7a	～～扯：跳扯痛；肌肉或头部神经抽搐带来的痛感
掝	wɐt8	动词，晃，轻轻地甩
域	wɐt8	地～
郁	jok7a	葱～
郁	wɐt7a	～金香
渝	jy6	生死不～
于	y1	～是
淤	y5	～齐：吃饱到撑不下的程度
优	jɐu1	动词，～裤：把裤子往上提
踊	joŋ3	～跃
涌	joŋ3	汹～
涌	tsʰoŋ1	河～
壅	oŋ1	动词，以泥土等埋
噰	joŋ5	嗅
硬	ŋɐŋ5	尿臭味
映	jɐn3	～电影
影	ɐn3	影子。鬼～
影	jɐn3	电～
䪯	ɐŋ3	略，～心～肺：窝心；被硬物抵拦到
䪯	ɐŋ1	动词，大声喊叫，吼叫。又读
䪯	ɐŋ3	动词，大声叫。又读
莺	ɐŋ5	动词，用棍棒敲击
应	ɐn5	应声、回答。有人～：没人回应
应	ɐn1	～承
应	jɐn5	～用
应	jɐn1	～该
隐	jɐn3	名词，芽
银	ŋɐn5	动词，用刀环割
银	ŋɐn5	动词，抖；上下或前后摇摆
荫	jɐm1	树～
荫	jɐm5	福～
荫	jɐm5	用手把口袋抓回
翳	ɐi5	昏暗；心情郁闷
曀	ɐi5	阴沉昏暗
挹	jɐp7a	～衫尾：抓住衣角，引申为白占便宜
挹	jɐp7a	眨
易	ji6	容～
呓	ŋɐi1	恳求，哀求
艺	ŋɐi6	动词，用身体把别人挤开
咦	ji1	～口：张嘴露出牙齿
沂	kʰi2	～蒙山耆
噫	i3	叹词，表惊讶
猗	kʰi2	站立
曳	jɐi1	小，细
曳	jɐi2	差，次，劣，水平低
曳	jɐi6	摇～
嘢	je2	东西；事情
野	ja2	～种
也	ja2	～许
也	ja6	～得：也行
要	jiu1	～求
舀	jiu3	～水
咬	ŋau1	拟声词，猫叫声
咬	ŋau1	生～～：活生生
杳	miu2	～无音信
吆	jiu1	～喝
幺	jiu1	～二三
痄	tsʰa2	～催：腮腺炎
烊	jaŋ3	打～：店铺晚间结束营业
秧	hiaŋ1	又读
秧	jaŋ1	又读
咽	ko3	语气词
躽	in3	动词，挺起，故意摆弄、炫耀
厣	jim3	蟹腹的软盖和螺类介壳口的片状盖
衍	jin3	又读
衍	hin3	又读
岩	ŋam5	旁边。身～：身边
阄	kʰɐu1	执～：抓阄
媾	kʰɐu1	动词，追求异性
呀	ŋa1	～大个口：张大嘴巴
呀	kɛ3	青～～：绿得不好看
涯	ŋai2	天～
崖	ŋai2	山～
伢	ŋa2	～～仔：婴儿
桠	a1	～权
㖊	tsʰɐm5	爱唠叨
㗾	hœ6	～气：慢慢吐气
酗	hy5	又读，～酒
酗	jy2	又读，～酒
恤	sɐt7a	抚～率
糈	sɐi6	糍粑类的总称
墟	hy1	～市，又写作“圩”
锈	sɐu5	铁～
兴	hɐn1	～旺
兴	hɐn5	高～
㨘	sɐŋ6	旧时新兴民间对数字“十”的另一种读音
㨘	sɐŋ5	形容词，热，烫
行	hɐŋ2	慢慢～
行	hɐŋ6	德～
泻	sɛ5	腹～
泻	sɛ3	～水：把水倒掉
斜	tsʰɛ2	～坡
挟	hip7b	要～
歇	hit7b	～～
歇	kʰit7b	～后语
校	hau6	学～
校	kau5	～对
箾	siak7b	动词，用细条状棍子打
飨	hiaŋ3	～客
相	siaŋ1	互～
相	siaŋ5	宰～
嫌	jim2	～疑
嫌	jim5	～弃
罅	la5	缝儿
噏	ŋɐp7a	乱讲话
噏	ŋɐp8	摇摆、晃动；点头
惜	siak7b	动词，吻
惜	sɐt7a	可～
吸	kʰɐp8	动词，大口咬，迅速地咬
吸	kʰɐp7a	呼～
杌	ŋɐt7a	动词，使劲摁
吾	oŋ2	～辈
捰	lo3	动词，拿取，又写作“攞”
窝	wo1	晾晒东西的无孔竹筛
喔	o1	语气词
挝	ko1	又读
挝	wo1	又读
齆	ɔŋ5	～鼻：鼻塞而发音不清
嗡	woŋ1	拟声词
嗡	woŋ6	日、月等的光晕
揾	wɐn3	动词，找
汶	mɐn5	水渗出
汶	mɐn5	非常接近
抆	mɐn3	动词，揩拭
蚊	mɐn1	～仔
蚊	mɐn2	～帐
炆	mɐn1	烹饪方式，盖紧锅盖用微火长时间地煮
文	mɐn2	～化
文	mɐn1	一～：一元钱
未	mi5	动词，潜
为	wi2	作～
萎	wi3	枯～
桅	wi2	船～杆
癐	koi6	形容词，累。俗作“攰”
揻	wɐi1	动词，扔掉
网	mɔŋ3	蠄劳～
捥	wɵn1	动词，抱，揽；量词，捆，扎，指两手张开一抱的份量
歪	wai1	读书音
搲	wai3	动词，抓紧，攀牢
挖	wat7b	动词，攀爬
唾	tʰo5	读书音
萚	tʰɔk7b	竹～：长在竹杆上的硬叶
