				竅	竅門	kʰiu33
				茄		kʰiɐ21
				且		tʰiɐ35
				切		tʰit33
				妾		tʰip33
				怯		hip33
				笡		tʰiɐ33
				侵		tsʰɐm53
				衾		kʰɐm53
				芹		kʰɐn21
				芩		kʰɐm21
				秦		tsʰɐn21
				琴		kʰɐm21
				禽		kʰɐm21
				勤		kʰɐn21
				擒		kʰɐm21
				蠄		kʰɐm21
				撳	按也.	kɐm31
				撳		kɐm31
				青		tʰɪŋ53
				青		tsʰɪŋ53
				靑		tsʰɪŋ53
				靑		tʰɪŋ53
				卿		hɪŋ53
				氫		hɪŋ53
				清		tʰɪŋ53
				傾		kʰɪŋ53
				輕		hɪŋ53
				情		tsʰɪŋ21
				晴		tʰɪŋ21
				擎		kʰɪŋ21
				頃		kʰɪŋ35
				㷫		hɪŋ33
				㷫		hɪŋ31
				請		tʰɪŋ35
				慶		hɪŋ33
				親	親人	tʰɐn53
				親	表受傷：䂿～｜咬～	tsʰɐn53
				窮		kʰʊŋ53
				丘		jɐu53
				邱		jɐu53
				秋	秋季	tʰɐu53
				蚯		jɐu53
				求		kʰɐu21
				球		kʰɐu21
				毬		kʰɐu21
				曲	曲折,歌曲	kʰʊk55
				屈		wɐt55
				區	姓氏	kʰy53
				區		ʔɐu53
				蛆		tʰy53
				𡲬	短、鈍	kʷɐt21
				嶇		kʰy53
				趨		tʰy53
				軀		kʰy53
				麴	酒麴	kʰʊk55
				驅		kʰy53
				佢		kʰy23
				渠		kʰy21
				蟝		kʰy21
				衢		kʰy21
				取		tʰy35
				去		hy33
				趣		tʰy33
				圈	圓圈	hun53
				全		tsʰun21
				泉		tsʰun21
				拳		kʰun21
				權		kʰun21
				顴		kʰun21
				犬		hun35
				券		kun33
				勸		hun33
				缺		kʰut33
				卻		kʰœk33
				雀		tsʰœk33
				雀		tœk33
				搉		kʰɔk55
				㴶		kɔk33
				確		kʰɔk33
				裙		kʰʷɐn21
				羣		kʰʷɐn21
				群		kʰʷɐn21
				蚺		nam31
				蚺		nam23
				然		jin21
				染		ȵim23
				嚷？		ŋɔŋ53
				讓		ȵœŋ31
				擾		ȵiu35
				繞		ȵiu35
				惹		ȵiɐ23
				熱		ȵit21
				人		ȵɐn21
				壬		ȵɐm21
				仁		ȵɐn21
				忍		ȵɐn35
				棯	棯子木：桃金娘	nim53
				任	責任	ȵɐm31
				腍		nɐm21
				韌		ȵɐn31
				扔		ȵɪŋ21
				仍		ȵɪŋ21
				日		ȵɐt21
				戎		jʊŋ21
				容		jʊŋ21
				絨		jʊŋ21
				蓉		jʊŋ21
				溶		jʊŋ21
				榕		jʊŋ21
				榮		wɪŋ21
				熔		jʊŋ21
				髶		ȵʊŋ21
				髶		ȵʊŋ53
				融		jʊŋ21
				鎔		jʊŋ21
				柔		jɐu21
				揉		nʊk55
				肉		ȵʊk21
				如		jy21
				汝		ny23
				乳		ȵɵy23
				辱		jʊk21
				入		ȵɐp21
				褥		jʊk21
				軟		ȵun23
				瑞		sɵy31
				睿		jɵy31
				閏		ȵɐn31
				潤		ȵɐn31
				若		ȵœk21
				弱		ȵœk21
				撒		ɬæt33
				灑		ɕa35
				卅		ɬa53
				颯		ɬap33
				薩		ɬæt33
				腮		ɬɔi53
				塞		ɬɐk55
				塞		ɬɔi33
				鰓		ɬɔi53
				賽		ɬɔi33
				三	數名,二加一	ɬam53
				傘		ɬæn33
				糝		ɬam35
				糝		ɬom35
				糝		ɬɐm35
				散		ɬæn35
				散		ɬæn33
				桑		ɬɔŋ53
				喪		ɬɔŋ53
				喪		ɬɔŋ33
				搔		ɬɔu53
				臊		ɬɔu53
				騷		ɬɔu53
				掃		ɬɔu33
				嫂		ɬɔu35
				瘙		ɬɔu53
				色		ɕɪk55
				澀		kip33
				森		ɕɐm53
				篸		tɕʰam35
				篸		tɕʰam35
				沙		ɕa53
				砂		ɕa53
				莎	莎草多,地下的塊根稱“香附子”	ɬɔ53
				莎		ɕa53
				殺		ɕæt33
				紗		ɕa53
				痧		ɕa53
				煞		ɕæt33
				裟		ɕa53
				鯊		ɕa53
				傻		ɕɔ21
				厦		ha31
				廈		ha31
				霎		ɕap33
				篩		ɕɐi53
				曬		ɕai33
				山		ɕæn53
				杉		tɕʰam33
				刪		ɕæn53
				衫		ɕam53
				姍		ɕæn53
				珊		ɕæn53
				搧		ɕin53
				搧		ɕin33
				煽		ɕin33
				陝		ɕim35
				閃		ɕim35
				汕		ɕæn33
				疝		ɕæn33
				扇		ɕin33
				扇		ɕin33
				善		ɕin31
				善		ɕin23
				鱔		ɕin23
				商		ɕœŋ53
				傷		ɕœŋ53
				殤		ɕœŋ53
				賞		ɕœŋ35
				上	上午	ɕœŋ31
				上	上山	ɕœŋ23
				尚		ɕœŋ31
				梢		ɕau53
				筲		ɕau53
				艄		ɕau53
				燒		ɕiu53
				𪘞		ɕau33
				少	少許	ɕiu35
				少	少年	ɕiu33
				卲		ɕiu31
				邵		ɕiu31
				劭		ɕiu31
				哨		ɕau53
				紹		ɕiu31
				睄		ɕau31
				潲	豬食	ɕau33
				奢		tɕʰiɐ53
				賒		ɕiɐ53
				舌		ɕit21
				佘		ɕiɐ21
				蛇		ɕiɐ21
				舍	宿舍	ɕiɐ33
				舍	同捨	ɕiɐ35
				捨	捨棄	ɕiɐ35
				社		ɕiɐ23
				射		ɕiɐ31
				涉		ɕip33
				赦		ɕiɐ33
				設		tɕʰit33
				攝		ɕip33
				麝		ɕiɐ31
				申		ɕɐn53
				伸		ɕɐn53
				身		ɕɐn53
				呻		ɕɐn53
				呻		ɕɐn33
				珅		ɕɐn53
				砷		ɕɐn53
				深		ɕɐm53
				紳		ɕɐn53
				神		ɕɐn21
				抌		tɐm35
				沈		ɕɐm35
				諗		nɐm35
				審		ɕɐm35
				瞫		ɕɐm33
				瀋		ɕɐm35
				嬸		ɕɐm35
				甚		ɕɐm31
				腎		ɕɐn23
				蜃		ɕɐn31
				慎		ɕɐn31
				滲		ɕam33
				升		ɕɪŋ53
				生		ɕaŋ53
				昇		ɕɪŋ53
				牲		ɕaŋ53
				甥		ɕaŋ53
				鉎	鐵鏽	ɬɪŋ33
				聲		ɕɪŋ53
				繩		ɕɪŋ21
				省	反省，又	ɕaŋ35
				盛	興盛	ɕɪŋ31
				剩		tɕɪŋ31
				勝		ɕɪŋ33
				聖		ɕɪŋ33
				尸		ɕi53
				失		ɕɐt55
				虱		ɕɐt55
				施		ɕi53
				屍		ɕi53
				師		ɕi53
				獅	獅子	ɕi53
				詩		ɕi53
				溼		ɕɐp55
				蝨		ɕɐt55
				濕		ɕɐp55
				十		ɕɐp21
				石		ɕɪk21
				拾		ɕɐp21
				食		ɕɪk21
				時		ɕi21
				蝕		ɕɪk21
				實		ɕɐt21
				識		ɕɪk55
				史		ɕi35
				使	使用、即使	ɕɐi35
				始		tɕʰi35
				屎		ɕi35
				駛		ɕɐi35
				駛		ɕi35
				士		ɕi31
				氏		ɕi31
				示		ɕi31
				世		ɕɐi33
				仕		ɕi31
				市		ɕi23
				式		ɕɪk55
				似		tsʰi23
				似		ɬy23
				事		ɕi31
				侍		ɕi31
				拭		ɕɪk55
				柿		ɕɐi23
				柿		ɕi23
				是		ɕi31
				恃		tɕʰi23
				室		ɕɐt55
				逝		ɕɐi31
				眎		ɕi31
				舐		ɕai23
				視		ɕi31
				勢		ɕɐi33
				軾		ɕɪk55
				嗜		ɕi33
				飾		ɕɪk55
				試		ɕi33
				誓		ɕɐi31
				適		ɕɪk55
				釋		ɕɪk55
				匙	鎖匙	ɕi21
				收		ɕɐu53
				手		ɕɐu35
				守		ɕɐu35
				首		ɕɐu35
				受		ɕɐu31
				狩		ɕɐu33
				授		ɕɐu31
				售		tɕʰɐu21
				壽		ɕɐu31
				瘦		ɕɐu33
				獸		ɕɐu33
				叔		ɕʊk55
				殊		ɕy21
				書		ɕy53
				梳		ɕɔ53
				淑		ɕʊk21
				舒		ɕy53
				疏		ɕɔ53
				蔬		ɕɔ53
				樞		ɕy53
				輸		ɕy53
				孰		ɕʊk21
				塾		ɕʊk21
				熟		ɕʊk21
				贖		ɕʊk21
				暑		ɕy35
				黍		ɕy35
				署		ɕy23
				蜀		ɕʊk21
				蜀		tɕʊk55
				鼠		ɕy35
				薯		ɕy21
				薯	人笨，人蠢	ɕy23
				曙		ɕy23
				屬		ɕʊk21
				朮	白術	ɕɐt21
				戍		ɕy33
				束		tɕʰʊk55
				述		ɕɐt21
				沭		ɕɐt21
				恕		ɕy33
				術		ɕɐt21
				庶		ɕy33
				墅		ɕy23
				豎		tɕʰy23
				數		ɕy35
				數		ɕy33
				樹		ɕy31
				刷	刷新,毛刷	tɕʰæt33
				耍		ɕa35
				衰		ɕɵy53
				甩		lɐt55
				帥		ɕɵy33
				閂		ɕæn53
				霜		ɕɔŋ53
				雙		ɕɔŋ53
				爽		ɕɔŋ35
				脽		tɕɵy53
				誰		ɕɵy21
				水		ɕɵy35
				稅		ɕɵy33
				睡		ɕɵy31
				吮		sɔn23
				吮		sœn23
				吮		sɐn23
				順		ɕɐn31
				舜		ɕɐn33
				瞬		ɕɐn33
				說		ɕut33
				說		ɕɵy33
				朔		ɕɔk33
				碩		ɕɪk21
				司		ɬi53
				私		ɬi53
				思		ɬi53
				俬		ɬi53
				斯		ɬi53
				絲		ɬi53
				撕		li53
				廝		ɬi53
				死		ɬi35
				四		ɬi33
				寺		tsi31
				肆	“四”的大寫.	ɬi33
				肆		ɬi33
				飼		tsʰi21
				駟		ɬi33
				松	松樹	tʰʊŋ21
				嵩		ɬʊŋ53
				鬆	放鬆	ɬʊŋ53
				悚		ɬʊŋ35
				慫		ɬʊŋ35
				聳		ɬʊŋ35
				宋		ɬʊŋ33
				送		ɬʊŋ33
				訟		tsʊŋ31
				頌		tsʊŋ31
				誦		tsʊŋ31
				餸		ɬʊŋ33
				搜		ɬɐu35
				擻		ɬɐu35
				欶		ɕɔk33
				甦		ɬu53
				酥		ɬu53
				穌		ɬu53
				蘇		ɬu53
				素		ɬu33
				速		tʰʊk55
				宿		ɬʊk55
				粟		ɬʊk55
				訴		ɬu33
				嗉		ɕy33
				塑		ɕɔk33
				肅		ɬʊk55
				狻		ɬun53
				痠		ɬun53
				酸		ɬun53
				蒜		ɬun33
				算		ɬun33
				雖		ɬɵy53
				隋		tʰɵy21
				隨		tʰɵy21
				髓		ɬɵy35
				遂		ɬɵy31
				碎		ɬɵy33
				歲		ɬɵy33
				隧		ɬɵy31
				燧		ɬɵy31
				穗		wɐi31
				邃		ɬɵy31
				孫		ɬun53
				筍		ɬɐn35
				損		ɬun35
				榫	榫頭	ɬɐn35
				唆		ɬɔ53
				梭		sɔ53
				蓑		sɔ53
				嗍		ɕɔk33
				縮		ɕʊk55
				所		ɕɔ35
				索	繩索	ɬɔk33
				嗩		ɬɔ35
				瑣		ɬɔ35
				鎖		ɬɔ35
				他		tʰa53
				它		tʰa53
				她		tʰa53
				牠		tʰa53
				祂		tʰa53
				塌		tʰap33
				塔		tʰap33
				拓		tʰɔk33
				䍇		tʰap33
				䂿		tɐp21
				榻		tʰap33
				撻		tʰæt33
				踏		tap21
				䑜		tiɐp55
				錔		tʰɐp55
				錔		tʰap33
				闥		tʰæt33
				胎		tʰɔi53
				𧘹		tʰai53
				抬		tʰɔi21
				苔	舌～	tʰɔi21
				苔	青苔	tʰɔi53
				跆		tʰɔi21
				臺		tʰɔi21
				颱		tʰɔi21
				擡		tʰɔi21
				薹		tʰɔi21
				檯		tʰɔi21
				太		tʰai33
				汰		tʰai33
				肽		tʰai35
				泰		tʰai33
				態		tʰai33
				坍		tʰam53
				貪		tʰam53
				攤		tʰæn53
				灘		tʰæn53
				癱		tʰæn35
				癱		tʰæn53
				覃		tsʰɐm21
				痰		tʰam21
				談		tʰam21
				潭		tʰam21
				壇		tʰæn21
				曇		tʰam21
				檀		tʰæn21
				罈		tʰam21
				壜		tʰam21
				醰		tɐm33
				譚		tʰam21
				坦		tʰæn35
				炭		tʰæn33
				探	試探	tʰam33
				碳		tʰæn33
				嘆		tʰæn33
				歎		tʰæn33
				湯		tʰɔŋ53
				劏		tʰɔŋ53
				唐		tʰɔŋ21
				堂		tʰɔŋ21
				棠		tʰɔŋ21
				傏		tʰɔŋ21
				塘		tʰɔŋ21
				膛		tʰɔŋ21
				糖		tʰɔŋ21
				螳		tʰɔŋ21
				摥		tʰɔŋ33
				趟		tʰɔŋ33
				燙		tʰɔŋ33
				鐋		tʰɔŋ33
				滔		tʰɔu53
				濤		tʰɔu21
				逃		tʰɔu21
				桃		tʰɔu21
				陶		tʰɔu21
				萄		tʰɔu21
				啕		tʰɔu21
				淘		tʰɔu21
				綯		tʰɔu21
				討		tʰɔu35
				套		tʰɔu33
				特		tɐk21
				滕		tʰɐŋ21
				謄		tʰɐŋ21
				藤		tʰɐŋ21
				騰		tʰɐŋ21
				籐		tʰɐŋ21
				剔		tʰɪk55
				梯		tʰɐi53
				踢		tʰɪk33
				銻		tʰɐi53
				提		tʰɐi21
				啼		tʰɐi21
				緹		tʰɐi21
				醍		tʰɐi21
				蹄		tʰɐi21
				題		tʰɐi21
				體		tʰɐi35
				剃		tʰɐi33
				涕		tʰɐi33
				悌		tʰɐi23
				惕		tʰɪk55
				屜		tʰɐi33
				替		tʰɐi33
				趯		tiɐk33
				天		tʰin53
				添		tʰim53
				田		tʰin21
				畋		tʰin21
				恬		tʰim21
				甜		tʰim21
				湉		tʰim21
				填		tʰin21
				塡		tʰin21
				挑		tʰiu53
				迢		tʰiu21
				條		tʰiu21
				髫		tʰiu21
				跳		tʰiu33
				糶		tʰiu33
				帖		tʰip33
				貼		tʰip33
				鐵		tʰit33
				聽	聽見	tʰɪŋ53
				聽	聽其自然	tʰɪŋ33
				廳		tʰɪŋ53
				廷		tʰɪŋ21
				亭		tʰɪŋ21
				庭		tʰɪŋ21
				停		tʰɪŋ21
				蜓		tʰɪŋ21
				婷		tɪŋ21
				霆		tʰɪŋ21
				挺		tʰɪŋ23
				艇		tʰɪŋ23
				通		tʰʊŋ53
				仝		tʰʊŋ21
				同		tʰʊŋ21
				彤		tʰʊŋ21
				桐		tʰʊŋ21
				衕		tʰʊŋ21
				童		tʰʊŋ21
				銅		tʰʊŋ21
				捅		tʰʊŋ35
				桶		tʰʊŋ35
				筒		tʰʊŋ21
				筒		tʊŋ31
				統		tʰʊŋ35
				統		tɕʰʊŋ35
				痛		tʰʊŋ33
				偷		tʰɐu53
				投		tʰɐu21
				頭		tʰɐu21
				㪗	展開	tʰɐu35
				敨		tʰɐu35
				斢		tʰiu35
				透		tʰɐu33
				凸		tɐt21
				禿		tʰʊk55
				突		tɐt21
				徒		tʰu21
				途		tʰu21
				涂		tʰu21
				屠		tʰu21
				腯		tɐt55
				腯		tɐt21
				塗		tʰu21
				圖		tʰu21
				土		tʰu35
				吐		tʰu53
				吐		tʰu33
				兔		tʰu33
				團		tʰun21
				糰		tʰun21
				推		tʰɵy53
				頹		tʰɵy21
				頽		tʰɵy21
				腿		tʰɵy35
				退		tʰɵy33
				蛻		tʰɵy33
				褪		tʰɵy33
				褪		tʰɐn33
				吞		tʰɐn53
				𡰪		tʊk55
				豚		tʰyn21
				豚	〔肥～～〕形容肥	tɐn31
				飩		tʰɐn53
				托	茶託	tʰɔk33
				拖		tʰɔ53
				託		tʰɔk33
				飥		tʰɔk33
				脫		tʰut21
				佗		tʰɔ21
				陀		tʰɔ21
				坨		tʰɔ21
				沱		tʰɔ21
				砣		tʰɔ21
				紽		tʰɔ21
				酡		tʰɔ21
				跎		tʰɔ21
				馱		tʰɔ21
				駝		tʰɔ21
				鴕		tʰɔ21
				妥		tʰɔ35
				橢		tʰɔ35
				唾		tʰɔ33
				挖		wæt33
				蛙		wa53
				娃		wa53
				瓦		ŋa23
				𦫪		ʔa35
				襪		mæt21
				襪		mɐt21
				哇		wa53
				歪		miɐ35
				外		ŋɔi31
				豌		wæn53
				彎		wæn53
				灣		wæn53
				丸		jun21
				完		jun21
				玩		wæn35
				頑		ŋæn21
				宛		jyn35
				宛		jyn53
				挽		wæn23
				挽		mæn53
				晚		mæn23
				碗		wun35
				万		mæn31
				萬		wun23
				尪		wɔŋ53
				亡		mɔŋ21
				王		wɔŋ21
				网		mɔŋ23
				枉		wɔŋ35
				罔		mɔŋ23
				往		wɔŋ23
				惘		mɔŋ23
				網		mɔŋ23
				妄		mɔŋ23
				忘		mɔŋ21
				旺	火旺	wɔŋ31
				望		mɔŋ31
				危		ŋɐi21
				威		wɐi53
				微		mi31
				煨		wɵy53
				溦	雨溦：很小的雨	mi53
				薇		mi21
				巍		ŋɐi21
				圩		hy53
				為		wɐi21
				為		wɐi21
				韋		wɐi21
				唯		wɐi21
				帷		wɐi21
				惟		wɐi21
				幃		wɐi21
				圍		wɐi21
				爲		wɐi21
				爲		wɐi31
				違		wɐi21
				媁		wɐi53
				維		wɐi21
				尾		mi23
				委		wɐi35
				萎		wɐi35
				偉		wɐi23
				葦		wɐi31
				瑋		wɐi23
				痿		wɐi35
				煒		wɐi23
				僞		ŋɐi31
				諉		wɐi35
				緯		wɐi23
				未		mi31
				位		wɐi31
				味		mi31
				畏		wɐi33
				胃		wɐi23
				尉	太尉	wɐi33
				尉	尉遲	wɐt55
				喂		wɐi33
				喂	語氣詞	wɵy35
				喂	接電話回應	wɐi35
				猬		wɐi23
				渭		wɐi21
				蔚		wɐi33
				蝟		wɐi23
				衛		wɐi23
				慰	安慰，慰問	wɐi35
				衞		wɐi23
				謂		wɐi31
				魏		ŋɐi21
				餵		wɐi33
				溫		wɐn53
				瘟		wɐn53
				文		mɐn21
				文		mɐn53
				炆		mɐn53
				蚊		mɐn53
				紋		mɐn21
				雯		mɐn21
				聞		mɐn21
				刎		mɐn23
				吻		mɐn23
				脗		mɐn23
				穩		wɐn35
				問		mɐn31
				搵		wɐn35
				翁		jʊŋ53
				蕹	蕹菜卽空心菜	ʔʊŋ33
				蕹		ʔɔŋ33
				甕		ʔʊŋ33
				倭		wɔ53
				捼		nɔ53
				萵		wɔ53
				渦		wɔ53
				窩		wɔ53
				蝸		wɔ53
				我		ŋɔ23
				沃		jʊk55
				臥		ŋɔ31
				臥		mɔ33
				握		ŋɐk55
				污		wu53
				巫		mu53
				屋		ʔʊk55
				烏		wu53
				鄔		wu53
				嗚		wu53
				誣		mu53
				鎢		wu53
				无		mu21
				毋		mu21
				吾		ŋ21
				吳		ŋ21
				唔	擬聲詞，表應答	m21
				梧		ŋ21
				無		mu21
				蜈		ŋ21
				蕪		mu21
				五		ŋ23
				午		ŋ23
				伍		ŋ23
				仵		ŋ23
				迕		ŋ23
				忤		ŋ23
				武		mu23
				侮		mu23
				捂		wu35
				舞		mu23
				舞	做	mu35
				嫵		mu23
				鵡		mu23
				兀		ŋɐt21
				勿		mɐt21
				戊		mu31
				物		mɐt21
				悟		#N/A
				務		mu31
				婺		mu31
				誤		#N/A
				霧		mu31
				西		ɬɐi53
				吸		kʰɐp55
				希		hi53
				昔		ɬɪk55
				析		ɬɪk55
				息		ɬɪk55
				悉	熟悉	ɬɐt55
				淅		ɬɪk55
				惜	可惜	ɬɪk55
				惜	疼愛，親	siɐk33
				稀		hi53
				犀		ɬɐi53
				溪		kʰɐi53
				熙		hi53
				蜥		ɬɪk55
				僖		hi53
				熄		ɬɪk55
				嘻		hi53
				膝		ɬɐt55
				嬉		hi53
				熹		hi53
				錫		ɬɪk33
				羲		hi53
				谿		kʰɐi53
				曦		hi53
				犧		hi53
				席		tɪk21
				習		tsap21
				蓆		tɪk21
				媳		ɬɪk55
				漝		ɬɐp55
				襲		tsap21
				洗		ɬɐi35
				喜		hi35
				禧		hi53
				系		hɐi31
				係		hɐi35
				係		hɐi31
				細		ɬɐi33
				戲		hi33
				閕		ŋa35
				瞎		hæt33
				蝦		ha53
				炠		ȵap33
				峽		hap21
				狹		hap21
				㗇	欺負	ha53
				遐		ha21
				瑕		ha21
				暇		ha21
				轄		hɐt21
				霞	霞光,霞彩,紅霞	ha21
				下	下山	ha31
				下	一下	ha23
				夏		ha31
				嚇	嚇一跳	hak33
				罅	缝隙	la33
				罅		liɐ33
				仙		ɬin53
				先		ɬin53
				鍁		hin35
				鮮	新鮮	ɬin53
				纖		tʰim53
				弦		jin21
				咸		ham21
				絃		jun21
				閑		hæn21
				閒		hæn21
				嫌		jim21
				銜		ham21
				賢		jin21
				嫻		hæn21
				冼		ɬin35
				蜆		hin35
				險		him35
				蘚		ɬin35
				䘆		hyn35
				顯		hin35
				限		hæn23
				陷		ham31
				現		jin31
				腺		ɬin33
				羨		ɬin31
				綫		ɬin33
				線		ɬin33
				縣		jun21
				餡		ham31
				憲		hin33
				獻		hin33
				相	互相	ɬœŋ53
				相	相貌	ɬœŋ33
				香		hœŋ53
				鄉		hœŋ53
				廂		ɬœŋ53
				湘		ɬœŋ53
				箱		ɬœŋ53
				襄		ɬœŋ53
				鑲		ɬœŋ53
				驤		ɬœŋ53
				庠		tʰœŋ21
				祥		tʰœŋ21
				翔		tʰœŋ21
				詳		tʰœŋ21
				享		hœŋ35
				想		ɬœŋ35
				餉		hœŋ35
				響		hœŋ35
				饟		ȵœŋ31
				向		hœŋ33
				巷		hɔŋ35
				象		tœŋ31
				項		hɔŋ23
				像		tœŋ31
				橡		tœŋ31
				逍		ɬiu53
				消		ɬiu53
				宵		ɬiu53
				硝		ɬiu53
				霄		ɬiu53
				銷		ɬiu53
				蕭		ɬiu53
				簫		ɬiu53
				瀟		ɬiu53
				囂		hiu53
				崤		ŋau21
				淆		ŋau21
				小	小心	ɬiu35
				筱		ɬiu35
				曉		hiu35
				孝		hau33
				校	校尉	hau31
				校	校正,校改,校訂 校鬧鐘,校勘,校準	kau33
				笑		ɬiu33
				效		hau31
				傚		hau31
				嘯		ɬiu33
				些		ɬiɐ53
				歇		hit33
				蠍		hit33
				邪		tsʰiɐ21
				協		hip33
				挾	挾菜	hip33
				脅		hip33
				斜		tʰiɐ21
				鞋		hai21
				諧		hai21
				攜		kʰʷɐi21
				寫		ɬiɐ35
				泄		ɬip33
				卸		ɬiɐ33
				屑	不屑	ɬit33
				械		hai23
				𤗈		ɬiɐp33
				榭		tiɐ31
				獬		hai23
				邂		hai23
				懈		hai23
				謝		tiɐ31
				瀉	倒瀉	ɬiɐ35
				瀉	腹瀉	ɬiɐ33
				蟹		hai23
				心		ɬɐm53
				芯		ɬɐm53
				辛		ɬɐn53
				忻		jɐn53
				昕		jɐn53
				欣		jɐn53
				新		ɬɐn53
				鋅		ɬɐn53
				薪		ɬɐn53
				馨		hɪŋ53
				鑫		jɐm33
				信		ɬɐn33
				星		ɬɪŋ53
				猩		ɬɪŋ53
				惺		ɬɪŋ53
				腥		ɬɪŋ53
				刑		jɪŋ21
				邢		jɪŋ21
				行		hɔŋ21
				行	品行	haŋ21
				形		jɪŋ21
				型		jɪŋ21
				醒		ɬɪŋ35
				擤		ɬɐŋ33
				杏		hɐŋ31
				幸		hɐŋ21
				性		ɬɪŋ33
				姓		ɬɪŋ33
				興	興旺	hɪŋ53
				興	高興	hɪŋ33
				興		hɪŋ33
				興		hɪŋ53
				凶	吉凶	hʊŋ53
				兄		hɪŋ53
				芎	川芎	kʊŋ53
				兇	兇惡	hʊŋ53
				匈		hʊŋ53
				洶		hʊŋ53
				胸		hʊŋ53
				胷		hʊŋ53
				雄		hʊŋ21
				熊		jʊŋ21
				休		jɐu53
				修		ɬɐu53
				脩		ɬɐu53
				羞		ɬɐu53
				朽		mɐu35
				秀		ɬɐu33
				岫		tɐu31
				袖		tɐu31
				嗅		tsʰɐu33
				嗅	用鼻聞	ȵʊŋ33
				繡		ɬɐu33
				鏽		ɬɐu33
				虛		hy53
				須		ɬy53
				墟		hy53
				需		ɬy53
				歔		hy53
				噓		hy53
				舔		liɐm35
				鬚		ɬu53
				徐		tsʰy21
				珝		hy35
				栩		hy35
				詡		hy35
				旭		jʊk55
				序		ɬy23
				恤		ɬɐt55
				敘		ɬy23
				壻		ɬɐi33
				絮		ɬy23
				婿		ɬɐi33
				蓄		tsʰʊk55
				緒		ɬy23
				續		tsʊk21
				蓿		ɬʊk55
				宣		ɬun53
				軒		hin53
				萱		hyn53
				喧		hyn53
				暄		hyn53
				禤		hyn53
				玄		jun21
				旋	髮旋	syn31
				旋		ɬun21
				漩		ɬun21
				璇		ɬun21
				璿		ɬun21
				懸		jun21
				選		ɬun35
				癬		ɬin35
				炫		jun21
				眩		jun21
				渲	渲染	ɬyn53
				削		ɬœk33
				靴		hœ53
				薛		ɬip33
				穴		jut21
				學		hɔk21
				雪		ɬut33
				血		hut33
				旬		tʰɐn21
				巡		tʰɐn21
				巡		tsʰɐn21
				循		tʰɐn21
				尋		tʰɐm21
				汛		ɬɐn33
				迅		ɬɐn33
				訓		fɐn33
				訊		ɬɐn33
				蕈		ɬɐn33
				丫		ŋa53
				押		ʔæt33
				㳌		ʔɐp55
				椏		ŋa53
				鴉		ŋa53
				鴨		ʔap33
				壓		ʔæt33
				牙		ŋa21
				伢	小孩子	ŋa31
				芽		ŋa21
				蚜		ŋai21
				崖		ŋai21
				涯		ŋai21
				衙		ŋa21
				啞	不能言	ʔa35
				雅		ŋa23
				亞		ʔa33
				軋	壓	ŋæn31
				胭		jin53
				菸		jin53
				淹		jim53
				㤿		jim53
				煙		jin53
				醃		jim31
				醃		jip33
				閹		jim53
				延		jin23
				言		ȵin21
				妍		jin21
				岩		ŋam21
				炎		ȵim21
				沿		jun21
				研		jin21
				研		ŋæn21
				啱		ŋam53
				閻		jim21
				檐		jim21
				顏		ŋæn21
				嚴		ȵim21
				簷		jim21
				巖		ŋam21
				鹽		jim21
				掩		jim35
				眼		ŋæn23
				眼	<白>量詞，同<文>：一～燈	ŋæn35
				演		jin35
				躽		ʔiɐn35
				𥀬		jim35
				齴	齒露	ȵiɐn53
				齴		ŋiɐn53
				咽		jin53
				晏	晚	ʔæn33
				宴		jin33
				堰		jin33
				雁		ŋæn31
				厭		jim33
				燕		jin33
				嚥		jin33
				驗		nim31
				艷		jim31
				央		jœŋ53
				殃		jœŋ53
				秧		jœŋ53
				鴦		jœŋ53
				羊		jœŋ21
				洋		jœŋ21
				陽		jœŋ21
				揚		jœŋ21
				楊		jœŋ21
				瘍		jœŋ21
				仰		ŋɔŋ23
				仰		ȵœŋ23
				氧		jœŋ23
				養		jœŋ23
				癢		jœŋ23
				恙		jœŋ31
				漾		jœŋ31
				樣		jœŋ31
				幺		jiu53
				夭		jiu53
				妖		jiu35
				腰		jiu53
				邀		jiu53
				爻		ŋau21
				肴		ŋau21
				姚		jiu21
				搖		jiu21
				遙		jiu21
				瑤		jiu21
				窯		jiu21
				餚		ŋau21
				謠		jiu21
				杳		miu23
				咬		ŋau23
				舀		jiu23
				要	要求	jiu53
				要	重要，需要	ȵiu33
				詏	言逆,同拗aau3	ʔau33
				詏		ŋau33
				藥		jœk21
				曜		jiu31
				耀		jiu31
				鷂		jiu31
				椰		jiɐ21
				耶		jiɐ21
				揶		jiɐ21
				爺		jiɐ21
				也		ja23
				冶		jiɐ23
				野		jiɐ23
				嘢		ȵiɐ23
				夜		jiɐ31
				頁		jip21
				液		jɪk21
				葉	葉子	jip21
				腋		jɪk21
				業		ȵip21
				擖	（表面）擦刮劃碰	kʰæt33
				一		jɐt55
				一		ʔɐt55
				伊		ji53
				衣		ji53
				依		ji53
				揖		jɐp55
				壹	“一”的大寫.	jɐt55
				醫		ji53
				夷		ji21
				怡		ji21
				宜		ȵi21
				姨		ji53
				胰		ji21
				移		ji21
				痍		ji21
				貽		ji21
				飴		ji21
				疑		ȵi21
				遺	遺失	wɐi21
				儀		ȵi21
				頤		ji21
				乙		jut33
				已		ji23
				以		ji23
				矣		ji23
				倚		ji35
				椅		ji35
				蟻		ŋɐi23
