"pʰã"	"1"	"44"	"攀"	""	""
"pʰã"	"5"	"51"	"襻[紐~]盼鋬[器具的提梁,《集韵》去声谏韵普患切:器系]"	""	""
"ɓã"	"5"	"51"	"办=瓣="	""	""
"mã"	"1"	"44"	"妈-慢-"	""	""
"mã"	"2"	"213"	"蛮"	""	""
"mã"	"3"	"21"	"晚-[~饭]嫚[~~,叔或姑姑]蚂-[~蚁]晚[排行最末的，最小的,~崽]"	""	""
"mã"	"5"	"51"	"谩漫慢="	""	""
"fã"	"1"	"44"	"烦-反-翻番帆藩"	""	""
"fã"	"3"	"21"	"反=返"	""	""
"fã"	"5"	"51"	"泛贩范嬎[鸟下蛋]"	""	""
"vã"	"1"	"44"	"万-[千~]饭"	""	""
"vã"	"2"	"213"	"凡还[~原]环-[~绕]烦=繁"	""	""
"vã"	"3"	"21"	"瓣-"	""	""
"vã"	"5"	"51"	"办-犯"	""	""
"tã"	"1"	"44"	"耽担[~任]丹单觇[抬起手、足或者头]"	""	""
"tã"	"3"	"21"	"胆"	""	""
"tã"	"5"	"51"	"担[挑~]但旦"	""	""
"tʰã"	"1"	"44"	"贪摊滩瘫坍[~下来]"	""	""
"tʰã"	"3"	"21"	"毯坦"	""	""
"tʰã"	"5"	"51"	"探炭碳叹"	""	""
"ɗà"	"2"	"213"	"谈潭谭坛檀弹=[~琴]弹[子~]"	""	""
"ɗã"	"3"	"21"	"淡氮蛋-"	""	""
"ɗã"	"5"	"51"	"蛋=诞"	""	""
"ɗã"	"7"	"224"	"弹-[~起来]"	""	""
"lã"	"1"	"44"	"拈烂-□[给人东西时的提示语，意义上相当于“给""]"	""	""
"lã"	"2"	"213"	"男蓝兰篮=南难[~易]拦栏岚澜婪"	""	""
"lã"	"3"	"21"	"懒览榄缆"	""	""
"lã"	"5"	"51"	"滥难[患~]烂=痆[~子:皮肤上的小红疙瘩,[集韵》入声黠韵女黠切:疮也]"	""	""
"lã"	"7"	"224"	"篮-"	""	""
"tsã"	"1"	"44"	"沾"	""	""
"tsã"	"3"	"21"	"崭斩盏攒斩"	""	""
"tsã"	"5"	"51"	"战站蘸赞绽栈䋎[缝补;钉被子或者扣子等,《说文》系部丈苋切:补缝也]"	""	""
"tsʰã"	"1"	"44"	"参[~加]餐掺搀"	""	""
"tsʰã"	"3"	"21"	"惨铲产"	""	""
"tsʰã"	"5"	"51"	"颤灿"	""	""
"sã"	"1"	"44"	"三衫珊山删搧"	""	""
"sã"	"3"	"21"	"伞散[分~]□[搂抱]"	""	""
"sã"	"5"	"51"	"散[施舍]"	""	""
"zã"	"1"	"44"	"赚□[砸]"	""	""
"zã"	"2"	"213"	"痰惭谗馋残缠蝉禅"	""	""
"zã"	"5"	"51"	"暂"	""	""
"zã"	"7"	"224"	"蚕"	""	""
"kã"	"1"	"44"	"甘柑尴干[~湿]肝奸肩间-艰-监="	""	""
"kã"	"3"	"21"	"感橄敢减擀[~面]杆简-碱竿杆赶"	""	""
"kã"	"5"	"51"	"鉴监-干[~部]"	""	""
"kʰã"	"1"	"44"	"堪刊勘嵌"	""	""
"kʰã"	"3"	"21"	"坎砍侃槛"	"k"	""
"kʰã"	"5"	"51"	"看"	""	""
"xã"	"1"	"44"	"鼾憨酣煔[用小火焖食物，《广韵》平声谈韵胡甘切;火上行貌]嫨[做事拖拉,《集韵》平声寒韵虚乾切:老妪貌]"	""	""
"xã"	"3"	"21"	"罕喊"	""	""
"xã"	"5"	"51"	"汉瀚翰"	""	""
"ɣã"	"1"	"44"	"苋[~菜]汗-□[用棒等击打]"	""	""
"ɣã"	"2"	"213"	"含涵函寒韩咸邯颔衔闲-"	""	""
"ɣã"	"5"	"51"	"旱悍焊捍撼憾限-汗="	""	""
"Øã"	"1"	"44"	"庵氨安鹌鞍腌"	""	""
"Øã"	"2"	"213"	"颜-[~色]□[~给几:刚才]"	""	""
"Øã"	"3"	"21"	"□[拟声词，表示应允]眼埯[坑]"	""	""
"Øã"	"5"	"51"	"暗按岸案晏"	""	""
"Øã"	"7"	"224"	"□[拟声调，表示怀疑]"	""	""
"piã"	"3"	"21"	"饼-"	""	""
"ɓiã"	"1"	"44"	"病-"	""	""
"ɓiã"	"2"	"213"	"平-"	""	""
"ɓiã"	"3"	"21"	"便-[方~]"	""	""
"ɓiã"	"7"	"224"	"坪-"	""	""
"miã"	"1"	"44"	"命-"	""	""
"miã"	"2"	"213"	"明-名-"	""	""
"tiã"	"1"	"44"	"粘钉-[~子]"	""	""
"tiã"	"5"	"51"	"钉-[~住]"	""	""
"tiã"	"7"	"224"	"鼎-"	""	""
"tʰiã"	"1"	"44"	"厅-"	""	""
"tʰiã"	"3"	"21"	"躺-挺-"	""	""
"tʰiã"	"5"	"51"	"听-"	""	""
"liã"	"2"	"213"	"良凉量[~长短]粮梁零-"	""	""
"liã"	"3"	"21"	"两俩领-"	""	""
"liã"	"5"	"51"	"亮谅晾辆量[数~]酿"	""	""
"ʨiã"	"1"	"44"	"江浆糨将正[~月]醒-腈[~肉：瘦肉]"	""	""
"ʨiã"	"3"	"21"	"奖蒋桨讲=井-颈-"	""	""
"ʨiã"	"5"	"51"	"酱将[大~]降[下~]踩-犟"	""	""
"ʨʰiã"	"1"	"44"	"枪匡眶腔框青-清-轻-"	"[~重]"	""
"ʨʰiã"	"3"	"21"	"抢请-渗[水~透]"	""	""
"ʨʰiã"	"5"	"51"	"蹡[走路不稳;[物]不正,《广韵》去声漾韵七亮切：踉跄，行不正貌]"	""	""
"ɕiã"	"1"	"44"	"相[互~]箱厢湘镶声-星-"	""	""
"ɕiã"	"3"	"21"	"想醒-"	""	""
"ɕiã"	"5"	"51"	"象橡项巷相[~貌]腥-像="	""	""
"ʑiã"	"1"	"44"	"像-"	""	""
"ʑiã"	"2"	"213"	"墙详祥强睛-成-翔降[投~]"	""	""
"ʑiã"	"3"	"21"	"匠"	""	""
"Øiã"	"1"	"44"	"萦-[绕]"	""	""
"Øiã"	"2"	"213"	"赢-"	""	""
"Øiã"	"3"	"21"	"影-[~子]"	""	""
"Øiã"	"5"	"51"	"漾[~脑壳:摇头]□[腻]"	""	""
"kuã"	"1"	"44"	"关观[参~]"	""	""
"kuã"	"5"	"51"	"惯"	""	""
"Øuã"	"1"	"44"	"豌弯湾"	""	""
"Øuã"	"2"	"213"	"完=玩[~具]顽[~皮]"	""	""
"Øuã"	"3"	"21"	"晚挽腕惋娩搲[用勺瓢等取物]"	""	""
"Øuã"	"5"	"51"	"万"	""	""
"Øuã"	"7"	"224"	"环=[耳~]"	""	""
"piɛ̃"	"1"	"44"	"边鞭蝙编辫"	""	""
"piɛ̃"	"3"	"21"	"匾贬扁="	""	""
"piɛ̃"	"5"	"51"	"变遍"	""	""
"piɛ̃"	"7"	"224"	"扁-瘪"	""	""
"pʰiɛ̃"	"1"	"44"	"篇偏"	""	""
"piɛ̃"	"5"	"51"	"骗片"	""	""
"ɓiɛ̃"	"2"	"213"	"便-[~宜]"	""	""
"ɓiɛ̃"	"3"	"21"	"便=[方~]"	""	""
"ɓiɛ̃"	"5"	"51"	"辨辩"	""	""
"miɛ̃"	"1"	"44"	"面-[脸]麺[~条]掰搣[用手指捻搓;拧，《广韵》入声韵之列切:拔也，又摩也，批也，摔也]"	""	""
"miɛ̃"	"2"	"213"	"棉绵眠"	""	""
"miɛ̃"	"3"	"21"	"勉免缅腼冕"	""	""
"miɛ̃"	"5"	"51"	"篾月-[~光]面=[脸]"	""	""
"tiɛ̃"	"1"	"44"	"癫颠灯-"	""	""
"tiɛ̃"	"3"	"21"	"点碘典等-"	""	""
"tiɛ̃"	"5"	"51"	"店垫=[~底]凳-"	""	""
"tiɛ̃"	"7"	"224"	"蹬[台阶]"	""	""
"tʰiɛ̃"	"1"	"44"	"添天"	""	""
"tʰiɛ̃"	"3"	"21"	"舔□[~子:梯子]腆"	""	""
"tʰiɛ̃"	"5"	"51"	"垫-[~钱]"	""	""
"ɗiɛ̃"	"1"	"44"	"电-靛[脱~:褪色]"	""	""
"ɗiɛ̃"	"2"	"213"	"田恬湉甜填藤-"	""	""
"ɗiɛ̃"	"3"	"21"	"簟[~子:竹席]"	""	""
"ɗiɛ̃"	"5"	"51"	"电=殿莫邓-"	""	""
"liɛ̃"	"1"	"44"	"奶[~~]"	""	""
"liɛ̃"	"2"	"213"	"镰廉连联鲶鲇鲢涟莲帘怜"	""	""
"liɛ̃"	"3"	"21"	"敛脸"	""	""
"liɛ̃"	"5"	"51"	"练炼恋链=[项~]"	""	""
"liɛ̃"	"7"	"224"	"链-[~子]"	""	""
"tsiɛ̃"	"1"	"44"	"尖兼煎坚艰=跟-根-曾[姓]增-耕-庚间=[中~]更[五~]煎="	""	""
"ʨiɛ̃"	"3"	"21"	"检俭捡剪展茧简=[~单]"	""	""
"ʨiɛ̃"	"5"	"51"	"剑箭贱=溅毽腱键荐见建煎-[~药]渐"	""	""
"ʨʰiɛ̃"	"1"	"44"	"签谦迁千牵歼铅=扦[~子，用来插在蔬菜旁边让其攀爬的有枝桠的树干]"	""	""
"ʨʰiɛ̃"	"3"	"21"	"浅=遣谴肯-"	""	""
"ʨʰiɛ̃"	"5"	"51"	"欠歉"	""	""
"ʨʰiɛ̃"	"7"	"224"	"浅-"	""	""
"ɕiɛ̃"	"1"	"44"	"仙鲜先掀僧-森-生-牲-参[人~]屑[木~]"	""	""
"ɕiɛ̃"	"3"	"21"	"险藓癣显闪陕[~西]选-"	""	""
"ɕiɛ̃"	"5"	"51"	"现=[~在]宪羡线献陷擤鏾[阉~鸡]□[~跳:顽皮]"	""	""
"ɕiɛ̃"	"7"	"224"	"□[拖拉]"	""	""
"ʑiɛ̃"	"1"	"44"	"贱-现-[~饭]"	""	""
"ʑiɛ̃"	"2"	"213"	"潜钳嫌钱乾前弦贤闲=层-"	""	""
"ʑiɛ̃"	"3"	"21"	"件-净-"	""	""
"ʑiɛ̃"	"5"	"51"	"县践健件=限="	""	""
"Øiɛ̃"	"1"	"44"	"淹嫣焉胭烟阉"	""	""
"Øiɛ̃"	"2"	"213"	"炎阎盐严颜=[笑~]燃延年研言然檐"	""	""
"Øiɛ̃"	"3"	"21"	"演衍掩嗯-按-碾撚□[~人:丢脸]"	""	""
"Øiɛ̃"	"5"	"51"	"验厌艳页雁咽焰念谚业宴燕=叶=热-应-"	""	""
"Øiɛ̃"	"7"	"224"	"聂镊"	""	""
"tɕyɛ̃"	"1"	"44"	"专砖捐鹃娟绢蕨-皴"	""	""
"tɕyɛ̃"	"3"	"21"	"转[~眼]卷="	""	""
"tɕyɛ̃"	"5"	"51"	"转[~圆圈]传[~记]卷[试~]占倦篆"	""	""
"tɕyɛ̃"	"7"	"224"	"卷-蜷"	""	""
"ʨʰyɛ̃"	"1"	"44"	"圈穿川"	""	""
"ʨʰyɛ̃"	"3"	"21"	"犬喘闪"	""	""
"ʨʰyɛ̃"	"5"	"51"	"劝串券"	""	""
"ɕyɛ̃"	"1"	"44"	"宣喧轩"	""	""
"ɕyɛ̃"	"3"	"21"	"选=舔-"	""	""
"ɕyɛ̃"	"5"	"51"	"扇揿[扔掉]"	""	""
"ʑyɛ̃"	"2"	"213"	"全泉旋船拳权玄椽悬颧[~骨]传[~达]"	""	""
"ʑyɛ̃"	"3"	"21"	"染"	""	""
"ʑyɛ̃"	"5"	"51"	"善"	""	""
"Ø̃yɛ̃"	"1"	"44"	"冤渊愿-"	""	""
"Ø̃yɛ̃"	"2"	"213"	"圆员缘袁猿原元源援=[救~]沿丸完-铅-"	""	""
"Ø̃yɛ̃"	"3"	"21"	"远软"	""	""
"Ø̃yɛ̃"	"5"	"51"	"院愿=怨"	""	""
"Ø̃yɛ̃"	"7"	"224"	"援-[攀~]"	""	""
"pɔ̃"	"1"	"44"	"般搬帮邦"	""	""
"pɔ̃"	"3"	"21"	"绑榜"	""	""
"pɔ̃"	"5"	"51"	"半伴=拌=棒=磅谤傍绊偋[把东西藏起来]"	""	""
"pɔ̃"	"7"	"224"	"棒-□[~上:山头]"	""	""
"pʰɔ̃"	"1"	"44"	"潘□[赶牲畜]"	""	""
"pʰɔ̃"	"3"	"21"	"□[~头:扣肉]"	""	""
"pʰɔ̃"	"5"	"51"	"判叛胖"	""	""
"ɓɔ̃"	"1"	"44"	"拌-"	""	""
"ɓɔ̃"	"2"	"213"	"盘旁滂螃庞□[抚养]"	""	""
"ɓɔ̃"	"3"	"21"	"伴-"	""	""
"ɓɔ̃"	"7"	"224"	"篿[圆形竹器，《集韵》平声桓韵徒官切,《说文》。篿,竹器也]"	""	""
"mɔ̃"	"1"	"44"	"忘-望-猫-"	""	""
"mɔ̃"	"2"	"213"	"瞒馒忙芒茫盲磨-"	""	""
"mɔ̃"	"3"	"21"	"满蟒莽网-"	""	""
"mɔ̃"	"7"	"224"	"摸-"	""	""
"tɔ̃"	"1"	"44"	"端当[~作]裆铛"	""	""
"tɔ̃"	"3"	"21"	"党短=挡="	""	""
"tɔ̃"	"5"	"51"	"当[~铺]挡-"	""	""
"tɔ̃"	"7"	"224"	"短"	""	""
"tʰɔ̃"	"1"	"44"	"汤"	""	""
"tʰɔ̃"	"3"	"21"	"躺=蘯[把水在物里动，以便把器物内部清洗干净,~杯子]"	""	""
"tʰɔ̃"	"5"	"51"	"烫"	""	""
"ɗɔ̃"	"2"	"213"	"段-[姓]"	""	""
"ɗɔ̃"	"2"	"213"	"团堂棠螳唐糖塘"	""	""
"ɗɔ̃"	"3"	"21"	"断-[~了]氹[水~;水坑]"	""	""
"ɗɔ̃"	"5"	"51"	"段=断=[~绝]锻趟缎荡"	""	""
"lɔ̃"	"1"	"44"	"乱-䀶[晾,《集韵》去声宕郎宕切:暴也]"	""	""
"lɔ̃"	"2"	"213"	"郎廊狼螂囊圞[圆;整个的,《广韵》平声桓韵，度官切:团~，圆也"	""	""
"lɔ̃"	"3"	"21"	"暖卵朗□[理睬]"	""	""
"lɔ̃"	"5"	"51"	"浪乱="	""	""
"lɔ̃"	"7"	"224"	"□[鞋后跟]"	""	""
"tsɔ̃"	"1"	"44"	"脏[肮~]妆钻[~研]赃庄桩争-装="	""	""
"tsɔ̃"	"5"	"51"	"钻[打~]葬壮"	""	""
"tsʰɔ̃"	"1"	"44"	"窗仓苍疮舱窜"	""	""
"tsʰɔ̃"	"3"	"21"	"闯撞"	""	""
"tsʰɔ̃"	"5"	"51"	"篡创"	""	""
"sɔ̃"	"1"	"44"	"酸闩桑丧[~事]双霜拴甥[外~]生-[~长]"	""	""
"sɔ̃"	"3"	"21"	"嗓省-[节~]㼽[量词：一~:一截|《广韵》上声养韵所两切:半瓦]"	""	""
"sɔ̃"	"5"	"51"	"算蒜丧[~失]生-[~蛋:下蛋]"	""	""
"zɔ̃"	"1"	"44"	"状-[告~]"	""	""
"zɔ̃"	"2"	"213"	"藏[躲~]床"	""	""
"zɔ̃"	"5"	"51"	"脏[心~]藏[西~]状=[~况]"	""	""
"kɔ̃"	"1"	"44"	"官棺冠[衣~]冈岗刚纲钢缸光"	""	""
"kɔ̃"	"3"	"21"	"管馆广港讲-秆"	""	""
"kɔ̃"	"5"	"51"	"灌罐杠逛肛冠[~军]虹-贯[~脓:化~]"	""	""
"kʰɔ̃"	"1"	"44"	"宽康糠慷框=筐坑"	""	""
"kʰɔ̃"	"2"	"213"	"扛"	""	""
"kʰɔ̃"	"3"	"21"	"款□[咳嗽声]"	""	""
"kʰɔ̃"	"5"	"51"	"抗炕旷矿况墈[田埂]□[唤家禽]"	""	""
"xɔ̃"	"1"	"44"	"欢荒慌方芳"	""	""
"xɔ̃"	"3"	"21"	"缓谎仿纺访晃[~眼]"	""	""
"xɔ̃"	"5"	"51"	"焕幻患宦放唤涣换="	""	""
"ɣɔ̃"	"1"	"44"	"换-"	""	""
"ɣɔ̃"	"2"	"213"	"行=[~银]杭航防肪妨房惶狂隍=蝗=黄=皇=簧="	""	""
"ɣɔ̃"	"5"	"51"	"□[~哽:气喘]"	""	""
"ɣɔ̃"	"7"	"224"	"行-[量词]"	""	""
"Øɔ̃"	"1"	"44"	"汪肮[~脏]硬-"	""	""
"Øɔ̃"	"2"	"213"	"王亡昂蝗-黄-皇-簧-萤-[~火虫]"	""	""
"Øɔ̃"	"3"	"21"	"碗网=枉往"	""	""
"Øɔ̃"	"5"	"51"	"忘=望=妄旺"	""	""
"Øɔ̃"	"7"	"224"	"黄[单说:蛋黄]"	""	""
"tɕyɔ̃"	"1"	"44"	"装-张章樟僵疆缰姜"	""	""
"tɕyɔ̃"	"3"	"21"	"涨长[生~]掌"	""	""
"tɕyɔ̃"	"5"	"51"	"账胀帐障瘴仗杖"	""	""
"ʨʰyɔ̃"	"1"	"44"	"昌倡娼"	""	""
"ʨʰyɔ̃"	"3"	"21"	"闯厂敞"	""	""
"ʨʰyɔ̃"	"5"	"51"	"畅唱"	""	""
"ɕyɔ̃"	"1"	"44"	"商伤香乡兄-"	""	""
"ɕyɔ̃"	"3"	"21"	"晌赏饷享响"	""	""
"ɕyɔ̃"	"5"	"51"	"向"	""	""
"ʑyɔ̃"	"1"	"44"	"□[~前天:大前天]"	""	""
"ʑyɔ̃"	"2"	"213"	"长[~短]尝偿场常裳肠=[火腿~]"	""	""
"ʑyɔ̃"	"3"	"21"	"尚-[和~]上-[~山]丈-[量词]"	""	""
"ʑyɔ̃"	"5"	"51"	"尚=[高~]上=[面~]丈=[~大]"	""	""
"ʑyɔ̃"	"7"	"224"	"肠-[~子]"	""	""
"yɔ̃"	"1"	"44"	"央秧殃样[模~]"	""	""
"yɔ̃"	"2"	"213"	"娘羊=[山~]洋阳杨扬疡"	""	""
"yɔ̃"	"3"	"21"	"仰氧养痒壤嚷"	""	""
"yɔ̃"	"5"	"51"	"让样=[~子]"	""	""
"n"	"1"	"44"	"日[~头:太阳]那"	""	""
"n"	"2"	"213"	"人-"	""	""
"n"	"3"	"21"	"尔-[指示代词你]嗯[拟声词，表示应允、赞同]"	""	""
"n"	"5"	"51"	"蚁-[蚂~仔:蚂蚁]玉-[~买:玉米]蕹[~菜:空心菜]人-[老~噶:老人家]"	""	""
"m"	"1"	"44"	"姆[~妈:妈妈]"	""	""
"m"	"3"	"21"	"尾-[~巴]"	""	""
