"繁體"	"简体"	"音標"	"註釋"	"聲"	"韻"	"調"
"兔"	"兔"	"tʰu˩˧"	""	"tʰ"	"u"	"˩˧"
"途"	"途"	"tʰu˨˩"	""	"tʰ"	"u"	"˨˩"
"鈽"	"钸"	"pu˦˥"	""	"p"	"u"	"˦˥"
"屠"	"屠"	"tʰu˨˩"	""	"tʰ"	"u"	"˨˩"
"圖"	"图"	"tʰu˨˩"	""	"tʰ"	"u"	"˨˩"
"徒"	"徒"	"tʰu˨˩"	""	"tʰ"	"u"	"˨˩"
"肚"	"肚"	"tɔ˩˧"	"肚皮"	"t"	"ɔ"	"˩˧"
"肚"	"肚"	"tu˩˧"	""	"t"	"u"	"˩˧"
"杜"	"杜"	"tu˩˧"	""	"t"	"u"	"˩˧"
"度"	"度"	"tu˩˧"	""	"t"	"u"	"˩˧"
"渡"	"渡"	"tu˩˧"	""	"t"	"u"	"˩˧"
"鍍"	"镀"	"tu˩˧"	""	"t"	"u"	"˩˧"
"奴"	"奴"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"努"	"努"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"𠴂"	"𠴂"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"怒"	"怒"	"l̃u˩˧"	""	"l̃"	"u"	"˩˧"
"驢"	"驢"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"盧"	"卢"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"爐"	"炉"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"鹵"	"卤"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"魯"	"鲁"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"櫓"	"橹"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"虜"	"虏"	"l̃u˦˩"	""	"l̃"	"u"	"˦˩"
"露"	"露"	"l̃u˩˧"	""	"l̃"	"u"	"˩˧"
"路"	"路"	"l̃u˩˧"	""	"l̃"	"u"	"˩˧"
"賂"	"赂"	"l̃u˩˧"	""	"l̃"	"u"	"˩˧"
"租"	"租"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"祖"	"祖"	"t͡su˦˩"	""	"t͡s"	"u"	"˦˩"
"組"	"组"	"t͡su˦˩"	""	"t͡s"	"u"	"˦˩"
"做"	"做"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"粗"	"粗"	"t͡sʰu˦˥"	""	"t͡sʰ"	"u"	"˦˥"
"醋"	"醋"	"t͡sʰu˩˧"	""	"t͡sʰ"	"u"	"˩˧"
"錯"	"错"	"t͡sʰɔ˩˧"	""	"t͡sʰ"	"ɔ"	"˩˧"
"措"	"措"	"t͡sʰu˩˧"	""	"t͡sʰ"	"u"	"˩˧"
"蘇"	"苏"	"su˦˥"	""	"s"	"u"	"˦˥"
"酥"	"酥"	"su˦˥"	""	"s"	"u"	"˦˥"
"素"	"素"	"su˩˧"	""	"s"	"u"	"˩˧"
"塑"	"塑"	"su˩˧"	""	"s"	"u"	"˩˧"
"訴"	"诉"	"su˩˧"	""	"s"	"u"	"˩˧"
"嗉"	"嗉"	"su˩˧"	""	"s"	"u"	"˩˧"
"辜"	"辜"	"kʋ̩˦˥"	""	"k"	"ʋ̩"	"˦˥"
"孤"	"孤"	"kʋ̩˦˥"	""	"k"	"ʋ̩"	"˦˥"
"箍"	"箍"	"kʰʋ̩˦˥"	""	"kʰ"	"ʋ̩"	"˦˥"
"跍"	"跍"	"kʰʋ̩˨˩"	"動詞，表示蹲下,同（躣）"	"kʰ"	"ʋ̩"	"˨˩"
"姑"	"姑"	"kʋ̩˦˥"	""	"k"	"ʋ̩"	"˦˥"
"估"	"估"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"古"	"古"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"賈"	"贾"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"股"	"股"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"鼓"	"鼓"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"蠱"	"蛊"	"kʋ̩˦˩"	""	"k"	"ʋ̩"	"˦˩"
"牯"	"牯"	"kʋ̩˦˩"	"1.表示公牛。2.形容人犟，固執"	"k"	"ʋ̩"	"˦˩"
"故"	"故"	"kʋ̩˩˧"	""	"k"	"ʋ̩"	"˩˧"
"顧"	"顾"	"kʋ̩˩˧"	""	"k"	"ʋ̩"	"˩˧"
"固"	"固"	"kʋ̩˩˧"	""	"k"	"ʋ̩"	"˩˧"
"雇"	"雇"	"kʋ̩˩˧"	""	"k"	"ʋ̩"	"˩˧"
"枯"	"枯"	"kʰʋ̩˦˥"	""	"kʰ"	"ʋ̩"	"˦˥"
"苦"	"苦"	"kʰʋ̩˦˩"	""	"kʰ"	"ʋ̩"	"˦˩"
"庫"	"库"	"kʰʋ̩˩˧"	""	"kʰ"	"ʋ̩"	"˩˧"
"褲"	"裤"	"kʰʋ̩˩˧"	""	"kʰ"	"ʋ̩"	"˩˧"
"梧"	"梧"	"ʋ̩˨˩"	""	"Ø"	"ʋ̩"	"˨˩"
"吾"	"吾"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"吳"	"吴"	"ʋ̩˨˩"	""	"Ø"	"ʋ̩"	"˨˩"
"五"	"五"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"午"	"午"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"伍"	"伍"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"悟"	"悟"	"ʋ̩˩˧"	""	"Ø"	"ʋ̩"	"˩˧"
"誤"	"误"	"ʋ̩˩˧"	""	"Ø"	"ʋ̩"	"˩˧"
"呼"	"呼"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"虎"	"虎"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"滸"	"滸"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"戽"	"戽"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"乎"	"乎"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"壺"	"壶"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"瓠"	"瓠"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"胡"	"胡"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"狐"	"狐"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"弧"	"弧"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"湖"	"湖"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"戶"	"户"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"滬"	"沪"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"互"	"互"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"護"	"护"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"瓠"	"瓠"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"烏"	"乌"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"汙"	"污"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"塢"	"坞"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"惡"	"恶"	"ʋ̩˩˧"	""	"Ø"	"ʋ̩"	"˩˧"
"女"	"女"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˦˩"
"廬"	"庐"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"驢"	"驴"	"l̃u˨˩"	""	"l̃"	"u"	"˨˩"
"呂"	"吕"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˦˩"
"鋁"	"铝"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˦˩"
"侶"	"侣"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˦˩"
"旅"	"旅"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˦˩"
"慮"	"虑"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˩˧"
"濾"	"滤"	"nᵈy˦˩"	""	"nᵈ"	"y"	"˩˧"
"蛆"	"蛆"	"t͡ɕʰy˦˥"	""	"t͡ɕʰ"	"y"	"˦˥"
"疽"	"疽"	"t͡ɕy˦˥"	""	"t͡ɕ"	"y"	"˦˥"
"胥"	"胥"	"ɕy˩˧"	""	"s"	"y"	"˩˧"
"絮"	"絮"	"swə̞ɪ̯˩˧"	""	"s"	"wə̞ɪ̯"	"˩˧"
"徐"	"徐"	"ɕy˨˩"	""	"ɕ"	"y"	"˨˩"
"序"	"序"	"ɕy˩˧"	""	"ɕ"	"y"	"˩˧"
"緒"	"绪"	"ɕy˩˧"	""	"ɕ"	"y"	"˩˧"
"敘"	"叙"	"ɕy˩˧"	""	"ɕ"	"y"	"˩˧"
"豬"	"猪"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"褚"	"褚"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"除"	"除"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"儲"	"储"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"苧"	"苎"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"箸"	"箸"	"t͡su˩˧"	"筷子"	"t͡s"	"u"	"˩˧"
"阻"	"阻"	"t͡su˦˩"	""	"t͡s"	"u"	"˦˩"
"初"	"初"	"t͡sʰu˦˥"	""	"t͡sʰ"	"u"	"˦˥"
"楚"	"楚"	"t͡sʰu˦˩"	""	"t͡sʰ"	"u"	"˦˩"
"鋤"	"锄"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"鋤"	"锄"	"t͡sʰu˨˩"	"鋤頭"	"t͡sʰ"	"u"	"˨˩"
"疏"	"疏"	"su˦˥"	""	"s"	"u"	"˦˥"
"蔬"	"蔬"	"su˦˥"	""	"s"	"u"	"˦˥"
"梳"	"梳"	"su˦˥"	""	"s"	"u"	"˦˥"
"所"	"所"	"sɔ˦˩"	""	"s"	"ɔ"	"˦˩"
"疏"	"疏"	"su˦˥"	""	"s"	"u"	"˦˥"
"諸"	"诸"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"煮"	"煮"	"t͡su˦˩"	""	"t͡s"	"u"	"˦˩"
"處"	"处"	"t͡sʰu˦˩"	""	"t͡sʰ"	"u"	"˦˩"
"處"	"处"	"t͡sʰu˩˧"	""	"t͡sʰ"	"u"	"˩˧"
"書"	"书"	"su˦˥"	""	"s"	"u"	"˦˥"
"舒"	"舒"	"su˦˥"	""	"s"	"u"	"˦˥"
"鼠"	"鼠"	"ɕy˦˩"	"白讀，如：檐老～"	"ɕ"	"y"	"˦˩"
"鼠"	"鼠"	"su˦˩"	"老鼠"	"s"	"u"	"˦˩"
"暑"	"暑"	"su˦˩"	""	"s"	"u"	"˦˩"
"黍"	"黍"	"su˦˩"	""	"s"	"u"	"˦˩"
"墅"	"墅"	"su˦˩"	""	"s"	"u"	"˦˩"
"庶"	"庶"	"su˩˧"	""	"s"	"u"	"˩˧"
"恕"	"恕"	"su˩˧"	""	"s"	"u"	"˩˧"
"薯"	"薯"	"su˦˩"	"蕃薯"	"s"	"u"	"˦˩"
"署"	"署"	"su˦˩"	""	"s"	"u"	"˦˩"
"如"	"如"	"zu˨˩"	""	"z"	"u"	"˨˩"
"汝"	"汝"	"zu˦˩"	""	"z"	"u"	"˦˩"
"㹘"	"㹘"	"zu˩˧"	""	"z"	"u"	"˩˧"
"居"	"居"	"t͡ɕy˦˥"	""	"t͡ɕ"	"y"	"˦˥"
"車"	"车"	"t͡ɕy˦˥"	""	"t͡ɕ"	"y"	"˦˥"
"舉"	"举"	"t͡ɕy˦˩"	""	"t͡ɕ"	"y"	"˦˩"
"鋸"	"锯"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"鋸"	"锯"	"ki˩˧"	"白讀"	"k"	"i"	"˩˧"
"據"	"据"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"墟"	"墟"	"ɕy˦˥"	""	"ɕ"	"y"	"˦˥"
"去"	"去"	"t͡ɕi̯e̠ʔ˧"	"白读"	"t͡ɕ"	"i̯e̠ʔ"	"˧"
"去"	"去"	"t͡ɕʰy˩˧"	""	"t͡ɕʰ"	"y"	"˩˧"
"渠"	"渠"	"t͡ɕʰy˨˩"	""	"t͡ɕʰ"	"y"	"˨˩"
"巨"	"巨"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"距"	"距"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"拒"	"拒"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"遽"	"遽"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"魚"	"鱼"	"jy˨˩"	""	"j"	"y"	"˨˩"
"漁"	"渔"	"jy˨˩"	""	"j"	"y"	"˨˩"
"語"	"语"	"jy˦˩"	""	"j"	"y"	"˨˩"
"禦"	"御"	"jy˩˧"	""	"j"	"y"	"˩˧"
"虛"	"虚"	"ɕy˦˥"	""	"ɕ"	"y"	"˩˧"
"噓"	"嘘"	"ɕy˦˥"	""	"ɕ"	"y"	"˦˥"
"許"	"许"	"ɕy˦˩"	""	"ɕ"	"y"	"˦˩"
"淤"	"淤"	"jy˦˥"	""	"j"	"y"	"˦˥"
"于"	"于"	"jy˨˩"	"姓氏"	"j"	"y"	"˨˩"
"於"	"于"	"ji˨˩"	"等於是，等於，屬於"	"j"	"i"	"˨˩"
"餘"	"余"	"jy˨˩"	""	"j"	"y"	"˨˩"
"余"	"余"	"jy˨˩"	""	"j"	"y"	"˨˩"
"與"	"与"	"jy˦˩"	""	"j"	"y"	"˦˩"
"與"	"与"	"jy˩˧"	""	"j"	"y"	"˩˧"
"譽"	"誉"	"jy˩˧"	""	"j"	"y"	"˩˧"
"預"	"预"	"jy˩˧"	""	"j"	"y"	"˩˧"
"豫"	"豫"	"jy˩˧"	""	"j"	"y"	"˩˧"
"夫"	"夫"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"夫"	"夫"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"膚"	"肤"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"甫"	"甫"	"pʰu˦˩"	""	"pʰ"	"u"	"˦˩"
"斧"	"斧"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"府"	"府"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"腑"	"腑"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"俯"	"俯"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"賦"	"赋"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"傅"	"傅"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˦˥"
"傅"	"傅"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"付"	"付"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"敷"	"敷"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"俘"	"俘"	"fʋ̩˦˥"	""	"f"	"ʋ̩"	"˦˥"
"撫"	"抚"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"赴"	"赴"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"赴"	"赴"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"訃"	"讣"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"訃"	"讣"	"pʰoʔ˧"	""	"pʰ"	"ɔ"	"˧"
"符"	"符"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"扶"	"扶"	"fʋ̩˨˩"	""	"f"	"ʋ̩"	"˨˩"
"釜"	"釜"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"腐"	"腐"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"輔"	"辅"	"fʋ̩˦˩"	""	"f"	"ʋ̩"	"˦˩"
"父"	"父"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"附"	"附"	"fʋ̩˩˧"	""	"f"	"ʋ̩"	"˩˧"
"毋"	"毋"	"mᵇu˦˩"	""	"mᵇ"	"u"	"˦˩"
"巫"	"巫"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"誣"	"诬"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"嫵"	"妩"	"ʋ̩˨˩"	""	"Ø"	"ʋ̩"	"˨˩"
"無"	"无"	"ʋ̩˨˩"	""	"Ø"	"ʋ̩"	"˨˩"
"舞"	"舞"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"侮"	"侮"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"武"	"武"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"鵡"	"鹉"	"ʋ̩˦˩"	""	"Ø"	"ʋ̩"	"˦˩"
"霧"	"雾"	"ʋ̩˩˧"	""	"Ø"	"ʋ̩"	"˩˧"
"務"	"务"	"ʋ̩˩˧"	""	"Ø"	"ʋ̩"	"˩˧"
"縷"	"缕"	"l̃wə̞ɪ̯˦˩"	""	"l̃"	"wə̞ɪ̯"	"˦˩"
"縷"	"缕"	"l̃ə̞ʊ̯˦˩"	""	"l̃"	"ə̞ʊ̯"	"˦˩"
"屢"	"屡"	"l̃wə̞ɪ̯˦˩"	""	"l̃"	"wə̞ɪ̯"	"˦˩"
"趨"	"趋"	"t͡sʰwə̞ɪ̯˦˥"	""	"t͡sʰ"	"wə̞ɪ̯"	"˦˥"
"取"	"取"	"t͡ɕʰy˦˩"	""	"t͡ɕʰ"	"y"	"˦˩"
"娶"	"娶"	"t͡ɕʰy˦˩"	""	"t͡ɕʰ"	"y"	"˦˩"
"聚"	"聚"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"需"	"需"	"ɕy˦˥"	""	"ɕ"	"y"	"˦˥"
"須"	"须"	"ɕy˦˥"	""	"ɕ"	"y"	"˦˥"
"烏"	"乌"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"鎢"	"钨"	"ʋ̩˦˥"	""	"Ø"	"ʋ̩"	"˦˥"
"續"	"续"	"ɕy̑oʔ˧"	""	"ɕ"	"y̑oʔ"	"˧"
"珠"	"珠"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"蛛"	"蛛"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"株"	"株"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"誅"	"诛"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"駐"	"驻"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"注"	"注"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"廚"	"厨"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"柱"	"拄"	"t͡sʰu˦˩"	"白讀動詞，表示用力向下戳"	"t͡sʰ"	"u"	"˦˩"
"柱"	"柱"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"住"	"住"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"芻"	"刍"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"雛"	"雏"	"t͡sʰu˨˩"	""	"t͡sʰ"	"u"	"˨˩"
"數"	"数"	"su˦˩"	""	"s"	"u"	"˦˩"
"數"	"数"	"su˩˧"	""	"s"	"u"	"˩˧"
"珠"	"珠"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"朱"	"朱"	"t͡su˦˥"	""	"t͡s"	"u"	"˦˥"
"主"	"主"	"t͡su˦˩"	""	"t͡s"	"u"	"˦˩"
"注"	"注"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"鑄"	"铸"	"t͡su˩˧"	""	"t͡s"	"u"	"˩˧"
"鑄"	"铸"	"tɑo̯˩˧"	"鍋兒是鐵～的"	"t"	"ɑo̯"	"˩˧"
"樞"	"枢"	"su˦˥"	""	"s"	"u"	"˦˥"
"輸"	"输"	"su˦˥"	""	"s"	"u"	"˦˥"
"戍"	"戍"	"su˩˧"	""	"s"	"u"	"˩˧"
"殊"	"殊"	"su˦˥"	""	"s"	"u"	"˦˥"
"豎"	"竖"	"su˩˧"	""	"s"	"u"	"˩˧"
"樹"	"树"	"su˩˧"	""	"s"	"u"	"˩˧"
"儒"	"儒"	"zu˨˩"	""	"z"	"u"	"˨˩"
"乳"	"乳"	"zu˦˩"	""	"z"	"u"	"˦˩"
"拘"	"拘"	"t͡ɕy˦˥"	""	"t͡ɕ"	"y"	"˦˥"
"駒"	"驹"	"t͡ɕy˦˥"	""	"t͡ɕ"	"y"	"˦˥"
"俱"	"俱"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"矩"	"矩"	"t͡ɕy˦˩"	""	"t͡ɕ"	"y"	"˦˩"
"句"	"句"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"區"	"区"	"t͡ɕʰy˦˥"	""	"t͡ɕʰ"	"y"	"˦˥"
"驅"	"驱"	"t͡ɕʰy˦˥"	""	"t͡ɕʰ"	"y"	"˦˥"
"躣"	"躣"	"kʰʋ̩˨˩"	"動詞，表示蹲下,同（躣）"	"kʰ"	"ʋ̩"	"˨˩"
"瞿"	"瞿"	"t͡ɕʰy˨˩"	""	"t͡ɕʰ"	"y"	"˨˩"
"具"	"具"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"懼"	"惧"	"t͡ɕy˩˧"	""	"t͡ɕ"	"y"	"˩˧"
"虞"	"虞"	"jy˨˩"	""	"j"	"y"	"˨˩"
"愚"	"愚"	"jy˨˩"	""	"j"	"y"	"˨˩"
"娛"	"娱"	"jy˨˩"	""	"j"	"y"	"˨˩"
"遇"	"遇"	"jy˩˧"	""	"j"	"y"	"˩˧"
"寓"	"寓"	"jy˩˧"	""	"j"	"y"	"˩˧"
"籲"	"吁"	"jy˩˧"	""	"j"	"y"	"˩˧"
"扜"	"扜"	"jy˦˥"	"表示蜷縮，向里凹，彎曲"	""	""	""
"迂"	"迂"	"jy˦˥"	""	"j"	"y"	"˦˥"
"盂"	"盂"	"jy˦˥"	""	"j"	"y"	"˦˥"
"雨"	"雨"	"jy˦˩"	""	"j"	"y"	"˦˩"
"禹"	"禹"	"jy˦˩"	""	"j"	"y"	"˦˩"
"宇"	"宇"	"jy˦˩"	""	"j"	"y"	"˨˩"
"逾"	"逾"	"jy˨˩"	""	"j"	"y"	"˨˩"
"羽"	"羽"	"jy˦˩"	""	"j"	"y"	"˦˩"
"羽"	"羽"	"jy˩˧"	""	"j"	"y"	"˩˧"
"芋"	"芋"	"jy˩˧"	""	"j"	"y"	"˩˧"
"逾"	"逾"	"jy˩˧"	""	"j"	"y"	"˩˧"
"榆"	"榆"	"jy˨˩"	""	"j"	"y"	"˨˩"
"愉"	"愉"	"jy˨˩"	""	"j"	"y"	"˨˩"
"喻"	"喻"	"jy˩˧"	""	"j"	"y"	"˩˧"
"鋊"	"鋊"	"jy˩˧"	"（刀）等生銹"	"j"	"y"	"˩˧"
"裕"	"裕"	"jy˩˧"	""	"j"	"y"	"˩˧"
"獃"	"獃"	"ŋᶢɐɪ̯˦˥"	""	"ŋᶢ"	"ɐɪ̯"	"˦˥"
"戴"	"戴"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"胎"	"胎"	"tʰɐɪ̯˦˥"	""	"tʰ"	"ɐɪ̯"	"˦˥"
"臺"	"台"	"tʰɐɪ̯˦˥"	"臺州"	"tʰ"	"ɐɪ̯"	"˦˥"
"態"	"态"	"tʰɐɪ̯˩˧"	""	"tʰ"	"ɐɪ̯"	"˩˧"
"貸"	"贷"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"臺"	"台"	"tʰɐɪ̯˨˩"	""	"tʰ"	"ɐɪ̯"	"˨˩"
"苔"	"苔"	"tʰɐɪ̯˨˩"	""	"tʰ"	"ɐɪ̯"	"˨˩"
"抬"	"抬"	"tʰɐɪ̯˨˩"	""	"tʰ"	"ɐɪ̯"	"˨˩"
"殆"	"殆"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"待"	"待"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"怠"	"怠"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"代"	"代"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"袋"	"袋"	"tɐɪ̯˩˧"	""	"t"	"ɐɪ̯"	"˩˧"
"乃"	"乃"	"l̃ɐɪ̯˦˩"	""	"l̃"	"ɐɪ̯"	"˦˩"
"耐"	"耐"	"l̃ɐɪ̯˩˧"	""	"l̃"	"ɐɪ̯"	"˩˧"
"來"	"来"	"l̃ɐɪ̯˨˩"	""	"l̃"	"ɐɪ̯"	"˨˩"
"崍"	"崃"	"l̃ɐɪ̯˨˩"	""	"l̃"	"ɐɪ̯"	"˨˩"
"災"	"灾"	"t͡sɐɪ̯˦˥"	""	"t͡s"	"ɐɪ̯"	"˦˥"
"栽"	"栽"	"t͡sɐɪ̯˦˥"	""	"t͡s"	"ɐɪ̯"	"˦˥"
"宰"	"宰"	"t͡sɐɪ̯˦˩"	""	"t͡s"	"ɐɪ̯"	"˦˩"
"載"	"载"	"t͡sɐɪ̯˦˩"	""	"t͡s"	"ɐɪ̯"	"˦˩"
"再"	"再"	"t͡sɐɪ̯˩˧"	""	"t͡s"	"ɐɪ̯"	"˩˧"
"載"	"载"	"t͡sɐɪ̯˩˧"	""	"t͡s"	"ɐɪ̯"	"˩˧"
"猜"	"猜"	"t͡sʰɐɪ̯˦˥"	""	"t͡sʰ"	"ɐɪ̯"	"˦˥"
"采"	"采"	"t͡sʰɐɪ̯˦˩"	""	"t͡sʰ"	"ɐɪ̯"	"˦˩"
"睬"	"睬"	"t͡sʰɐɪ̯˦˩"	""	"t͡sʰ"	"ɐɪ̯"	"˦˩"
"踩"	"踩"	"t͡sʰɐɪ̯˦˩"	""	"t͡sʰ"	"ɐɪ̯"	"˦˩"
"彩"	"彩"	"t͡sʰɐɪ̯˦˩"	""	"t͡sʰ"	"ɐɪ̯"	"˦˩"
"菜"	"菜"	"t͡sʰɐɪ̯˩˧"	""	"t͡sʰ"	"ɐɪ̯"	"˩˧"
"裁"	"裁"	"t͡sʰɐɪ̯˨˩"	""	"t͡sʰ"	"ɐɪ̯"	"˨˩"
"材"	"材"	"t͡sʰɐɪ̯˨˩"	""	"t͡sʰ"	"ɐɪ̯"	"˨˩"
"才"	"才"	"t͡sʰɐɪ̯˨˩"	""	"t͡sʰ"	"ɐɪ̯"	"˨˩"
"纔"	"纔"	"t͡sʰɐɪ̯˨˩"	""	"t͡sʰ"	"ɐɪ̯"	"˨˩"
"財"	"财"	"t͡sʰɐɪ̯˨˩"	""	"t͡sʰ"	"ɐɪ̯"	"˨˩"
"在"	"在"	"tɐɪ̯˩˧"	"白讀"	"t"	"ɐɪ̯"	"˩˧"
