	注释：-白读，=文读
ɡ	[8]玉=
h	[7]旭
∅	[7]约=[8]跃育欲毓浴=
#m	
s	[1]森参
h	[1]鑫{又音}
∅	[1]□{儿语，喝}[2]梅-媒-莓-{花～:花苞}[3]姆-{伯母}□{大～：大个，后面加量词，如大～粒}[5]毋{不}
#ŋ	
p	[1]帮-方-枫-崩=[3]本-榜-[5]饭-傍-
pʰ	[1]烹
b	[2]毛-门-[5]问-
t	[1]当-□{～老鼠：设机关抓老鼠}断-丈-荡-[2]传-堂-唐-塘-长-肠-[3]转-[5]顿-当-撞-
tʰ	[1]汤-[2]糖-[5]褪-烫-
l	[1]卵-两-[2]郎-榔-廊-{前～：地名}能=[3]软-□{表处所的词尾，常轻声：街～}[5]囵{钻}钻{钻}
ts	[1]砖-庄-装-妆-曾=憎僧争=挣睁筝吮-[2]全-曾=从[3]指-{～头}[5]钻-旋-臓{小～}增赠状-藏-{牵～：招魂仪式}
tsʰ	[1]穿-伸-村-仓-沧-疮-舱-创-川-撑[2]床-[3]□{咬食骨头}[5]串-
s	[1]酸-桑-霜-栓-生=牲笙甥[2]床-{笼～}[3]损-[5]算-蒜-
k	[1]耕缸-光-扛-更=[2]□{～～：未醒的样子}[3]管-卷-广-[5]卷-贯-钢-更=
kʰ	[1]康-糠-坑=[3]肯=[5]劝-囥-
h	[1]远-昏-荒-方-亨[2]园=衡{新读}恒{新读}[5]□{应答声}
∅	[1]揾{藏}央-秧-[2]黄-[3]影-䘼-{衣袖}[5]晕-{日～}向{训，朝，盼望}眏{朝，盼望}
#mʔ	
h	[7]□{使劲猛打}[8]□{～～：默默不语}
#ŋʔ	
p	[8]□{拟声词：一～仔}
pʰ	[8]□{拟声词}
b	[8]物-
t	[8]□{说话不利索}
tʰ	[8]团-{一～}
tsʰ	[7]□{～鼻：擤鼻涕}[8]□{小家子气，磨磨蹭蹭}
s	[7]□{用绳子紧勒}
k	[8]□{紧握}□{喉咙发出声响}
h	[7]□{～鼻：擤鼻子}
