繁體	简体	吳拼	備注
繕	缮	ʒø¹³	
膳	膳	ʒø¹³	
蟬	蝉	ʒø¹³	
旋	旋	ʒø¹³	
擅	擅	ʒø¹³	
禪	禅	ʒø¹³	
單	单	ʒø¹³	姓
鵝	鹅	ŋø²²¹	兒化變讀 雁鵝
芽	芽	ŋø²²¹	兒化變讀 綠豆芽
蝦	虾	hø⁵³	兒化變讀
鴉	鸦	ø⁵³	兒化變讀 火老鴉
鵶	鸦	ø⁵³	兒化變讀 火老鵶
官	官	kuø⁵³	
棺	棺	kuø⁵³	
觀	观	kuø⁵³	觀看
脘	脘	kuø⁵³	胸脘頭
管	管	kuø³⁵	
倌	倌	kuø³⁵	
館	馆	kuø³⁵	
果	果	kuø³⁵	兒化變讀 祭竈果
哥	哥	kuø³⁵	兒化變讀 阿哥
瓜	瓜	kuø³⁵	兒化變讀 黃金瓜
冠	冠	kuø⁴⁴	
灌	灌	kuø⁴⁴	
罐	罐	kuø⁴⁴	
貫	贯	kuø⁴⁴	
觀	观	kuø⁴⁴	寺觀
寬	宽	kʰuø⁵³	
款	款	kʰuø³⁵	
歡	欢	huø⁵³	
瘓	痪	huø⁵³	
渙	涣	huø⁵³	
奐	奂	huø⁵³	
花	花	huø⁵³	兒化變讀 奶花 嬰兒
喚	唤	huø⁴⁴	
煥	焕	huø⁴⁴	
桓	桓	ɦuø²²¹	
垣	垣	ɦuø²²¹	
援	援	ɦuø²²¹	
完	完	ɦuø²²¹	
緩	缓	ɦuø¹³	
換	换	ɦuø¹³	
丸	丸	ɦuø¹³	
腕	腕	uø³⁵	
豌	豌	uø³⁵	
皖	皖	uø³⁵	
碗	碗	uø³⁵	
宛	宛	uø³⁵	
婉	婉	uø³⁵	
惋	惋	uø³⁵	
捐	捐	tɕyø⁵³	
鵑	鹃	tɕyø⁵³	
娟	娟	tɕyø⁵³	
涓	涓	tɕyø⁵³	
卷	卷	tɕyø³⁵	卷簾
絹	绢	tɕyø⁴⁴	
眷	眷	tɕyø⁴⁴	
卷	卷	tɕyø⁴⁴	書卷
圈	圈	tɕʰyø⁵³	
犬	犬	tɕʰyø³⁵	
勸	劝	tɕʰyø⁴⁴	
券	券	tɕʰyø⁴⁴	
拳	拳	dʑyø²²¹	
權	权	dʑyø²²¹	
顴	颧	dʑyø²²¹	
倦	倦	dʑyø¹³	
元	元	ȵyø²²¹	
原	原	ȵyø²²¹	
源	源	ȵyø²²¹	
阮	阮	ȵyø²²¹	姓
願	愿	ȵyø¹³	
軟	软	ȵyø¹³	文讀
楦	楦	ɕyø⁵³	鞋楦
袁	袁	ɦyø²²¹	
轅	辕	ɦyø²²¹	
圓	圆	ɦyø²²¹	
園	园	ɦyø²²¹	
員	员	ɦyø²²¹	
猿	猿	ɦyø²²¹	
緣	缘	ɦyø²²¹	
眩	眩	ɦyø²²¹	
玄	玄	ɦyø²²¹	
懸	悬	ɦyø²²¹	
援	援	ɦyø²²¹	
遠	远	ɦyø¹³	
縣	县	ɦyø¹³	
院	院	ɦyø¹³	
丸	丸	ɦyø¹³	
冤	冤	yø⁵³	
淵	渊	yø⁵³	
渕	渊	yø⁵³	
怨	怨	yø⁴⁴	
鴛	鸳	yø⁴⁴	
波	波	paʊ⁵³	
菠	菠	paʊ⁵³	
玻	玻	paʊ⁵³	
播	播	paʊ⁴⁴	
簸	簸	paʊ⁴⁴	
坡	坡	pʰaʊ⁵³	
頗	颇	pʰaʊ⁵³	
剖	剖	pʰaʊ⁵³	
破	破	pʰaʊ⁴⁴	
婆	婆	baʊ²²¹	
縛	缚	baʊ¹³	白讀
薄	薄	baʊ¹³	薄荷
模	模	maʊ²²¹	
蟆	蟆	maʊ²²¹	
慕	慕	maʊ²²¹	
驀	蓦	maʊ²²¹	
摩	摩	maʊ²²¹	
魔	魔	maʊ²²¹	
磨	磨	maʊ²²¹	磨刀
暮	暮	maʊ¹³	
幕	幕	maʊ¹³	
墓	墓	maʊ¹³	
募	募	maʊ¹³	
磨	磨	maʊ¹³	石磨
某	某	maʊ¹³	
多	多	taʊ⁵³	
拖	拖	tʰaʊ⁵³	
妥	妥	tʰaʊ³⁵	
橢	椭	tʰaʊ³⁵	
馱	驮	daʊ²²¹	
駝	驼	daʊ²²¹	
惰	惰	daʊ²²¹	
墮	堕	daʊ²²¹	
舵	舵	daʊ¹³	
大	大	daʊ¹³	白讀
糯	糯	naʊ²²¹	
懦	懦	naʊ²²¹	
螺	螺	laʊ²²¹	
騾	骡	laʊ²²¹	
卵	卵	laʊ²²¹	
裸	裸	laʊ²²¹	
羅	罗	laʊ²²¹	
邏	逻	laʊ²²¹	
籮	箩	laʊ²²¹	
鑼	锣	laʊ²²¹	
虜	虏	laʊ²²¹	
蘿	萝	laʊ²²¹	文讀
腡	脶	laʊ²²¹	手指腡
擄	掳	laʊ¹³	
摟	搂	laʊ¹³	摟錢
摟	搂	ʔlaʊ⁴⁴	抱嬰兒
做	做	tsaʊ⁵³	
左	左	tsaʊ³⁵	
佐	佐	tsaʊ³⁵	
錯	错	tsʰaʊ⁵³	
搓	搓	tsʰaʊ⁵³	
挫	挫	tsʰaʊ⁵³	
銼	锉	tsʰaʊ⁵³	
梭	梭	saʊ⁵³	
唆	唆	saʊ⁵³	
啥	啥	saʊ⁵³	什麼
鎖	锁	saʊ³⁵	
瑣	琐	saʊ³⁵	
座	座	zaʊ²²¹	
坐	坐	zaʊ²²¹	
歌	歌	kaʊ⁵³	
哥	哥	kaʊ⁵³	
戈	戈	kaʊ⁵³	
個	个	kaʊ⁵³	幾個
鍋	锅	kaʊ³⁵	
果	果	kaʊ³⁵	
裹	裹	kaʊ³⁵	
蝸	蜗	kaʊ³⁵	
過	过	kaʊ⁴⁴	
個	个	kaʊ⁴⁴	個子頭
科	科	kʰaʊ⁵³	
窠	窠	kʰaʊ⁵³	
苛	苛	kʰaʊ⁵³	
可	可	kʰaʊ³⁵	
顆	颗	kʰaʊ³⁵	
棵	棵	kʰaʊ³⁵	
課	课	kʰaʊ⁴⁴	
俄	俄	ŋaʊ²²¹	
娥	娥	ŋaʊ²²¹	
鵝	鹅	ŋaʊ¹³	
餓	饿	ŋaʊ¹³	
臥	卧	ŋaʊ¹³	
火	火	haʊ³⁵	
夥	伙	haʊ³⁵	
伙	伙	haʊ³⁵	
荷	荷	haʊ³⁵	薄荷
貨	货	haʊ⁴⁴	
和	和	ɦaʊ²²¹	
禾	禾	ɦaʊ²²¹	
河	河	ɦaʊ²²¹	
何	何	ɦaʊ²²¹	
荷	荷	ɦaʊ²²¹	荷花
禍	祸	ɦaʊ¹³	
賀	贺	ɦaʊ¹³	
倭	倭	aʊ⁵³	
渦	涡	aʊ⁵³	
阿	阿	aʊ⁵³	阿膠
碑	碑	pᴇɪ⁵³	
悲	悲	pᴇɪ⁵³	
卑	卑	pᴇɪ⁵³	
彼	彼	pᴇɪ⁵³	
貝	贝	pᴇɪ⁵³	
狽	狈	pᴇɪ⁵³	
褙	褙	pᴇɪ⁵³	
杯	杯	pᴇɪ⁵³	
褒	褒	pᴇɪ⁵³	
揹	背	pᴇɪ⁵³	揹負
輩	辈	pᴇɪ⁴⁴	
背	背	pᴇɪ⁴⁴	背脊
胚	胚	pʰᴇɪ⁵³	
坯	坯	pʰᴇɪ⁵³	
丕	丕	pʰᴇɪ⁵³	
轡	辔	pʰᴇɪ⁵³	
呸	呸	pʰᴇɪ⁵³	
沛	沛	pʰᴇɪ⁴⁴	
配	配	pʰᴇɪ⁴⁴	
培	培	bᴇɪ²²¹	
陪	陪	bᴇɪ²²¹	
賠	赔	bᴇɪ²²¹	
倍	倍	bᴇɪ¹³	
佩	佩	bᴇɪ¹³	
焙	焙	bᴇɪ¹³	
備	备	bᴇɪ¹³	
悖	悖	bᴇɪ¹³	悖時
裴	裴	bᴇɪ¹³	姓
背	背	bᴇɪ¹³	背誦
被	被	bᴇɪ¹³	被迫
梅	梅	mᴇɪ²²¹	
枚	枚	mᴇɪ²²¹	
媒	媒	mᴇɪ²²¹	
謀	谋	mᴇɪ²²¹	
玫	玫	mᴇɪ²²¹	
牟	牟	mᴇɪ²²¹	
煤	煤	mᴇɪ²²¹	
楣	楣	mᴇɪ²²¹	
媚	媚	mᴇɪ²²¹	
貿	贸	mᴇɪ²²¹	
寐	寐	mᴇɪ²²¹	
眉	眉	mᴇɪ²²¹	
謎	谜	mᴇɪ²²¹	白讀
畝	亩	mᴇɪ²²¹	文讀
黴	霉	mᴇɪ²²¹	黴天
霉	霉	mᴇɪ²²¹	霉天
每	每	mᴇɪ¹³	
美	美	mᴇɪ¹³	
牡	牡	mᴇɪ¹³	
茂	茂	mᴇɪ¹³	
昧	昧	mᴇɪ¹³	
母	母	mᴇɪ¹³	
黴	霉	mᴇɪ¹³	黴麩
霉	霉	mᴇɪ¹³	霉麩
妹	妹	mᴇɪ¹³	阿妹
妹	妹	ʔmᴇɪ⁴⁴	妹妹
否	否	fᴇɪ³⁵	
負	负	vᴇɪ²²¹	
阜	阜	vᴇɪ²²¹	
浮	浮	vᴇɪ²²¹	文讀
𣍐	𠊉	vᴇɪ¹³	勿會
堆	堆	tᴇɪ⁵³	
兜	兜	tᴇɪ⁵³	
𠡒	𠡒	tᴇɪ⁵³	拉扯，𠡒百筋
抖	抖	tᴇɪ³⁵	
陡	陡	tᴇɪ³⁵	文讀
斗	斗	tᴇɪ³⁵	升斗
對	对	tᴇɪ⁴⁴	
鬥	斗	tᴇɪ⁴⁴	鬥爭
推	推	tʰᴇɪ⁵³	
偷	偷	tʰᴇɪ⁵³	
貪	贪	tʰᴇɪ⁵³	
腿	腿	tʰᴇɪ³⁵	
敨	敨	tʰᴇɪ³⁵	敨開
退	退	tʰᴇɪ⁴⁴	
透	透	tʰᴇɪ⁴⁴	
探	探	tʰᴇɪ⁴⁴	
蛻	蜕	tʰᴇɪ⁴⁴	
蜕	蜕	tʰᴇɪ⁴⁴	
頭	头	dᴇɪ²²¹	
投	投	dᴇɪ²²¹	
頹	颓	dᴇɪ²²¹	
潭	潭	dᴇɪ²²¹	白讀 水淌潭
墜	坠	dᴇɪ¹³	墜肚
隊	队	dᴇɪ¹³	
豆	豆	dᴇɪ¹³	
逗	逗	dᴇɪ¹³	
兌	兑	dᴇɪ¹³	
兑	兑	dᴇɪ¹³	
骰	骰	dᴇɪ¹³	
痘	痘	dᴇɪ¹³	
南	南	nᴇɪ²²¹	
男	男	nᴇɪ²²¹	
內	内	nᴇɪ¹³	
軟	软	nᴇɪ¹³	白讀
雷	雷	lᴇɪ²²¹	
樓	楼	lᴇɪ²²¹	
蕾	蕾	lᴇɪ²²¹	
髏	髅	lᴇɪ²²¹	
儡	儡	lᴇɪ²²¹	
了	了	lᴇɪ²²¹	算了
淚	泪	lᴇɪ²²¹	文讀
累	累	lᴇɪ¹³	
壘	垒	lᴇɪ¹³	
類	类	lᴇɪ¹³	
磊	磊	lᴇɪ¹³	
擂	擂	lᴇɪ¹³	
簍	篓	lᴇɪ¹³	
屢	屡	lᴇɪ¹³	
漏	漏	lᴇɪ¹³	
陋	陋	lᴇɪ¹³	
鄒	邹	tsᴇɪ⁵³	姓
追	追	tsᴇɪ⁵³	文讀
錐	锥	tsᴇɪ⁵³	文讀
走	走	tsᴇɪ³⁵	
最	最	tsᴇɪ⁴⁴	
醉	醉	tsᴇɪ⁴⁴	
奏	奏	tsᴇɪ⁴⁴	
贅	赘	tsᴇɪ⁴⁴	
綴	缀	tsᴇɪ⁴⁴	
皺	皱	tsᴇɪ⁴⁴	
縐	绉	tsᴇɪ⁴⁴	
催	催	tsʰᴇɪ⁵³	
炊	炊	tsʰᴇɪ⁵³	
瘁	瘁	tsʰᴇɪ⁵³	
崔	崔	tsʰᴇɪ⁵³	姓
吹	吹	tsʰᴇɪ⁵³	文讀
翠	翠	tsʰᴇɪ⁴⁴	
摧	摧	tsʰᴇɪ⁴⁴	
脆	脆	tsʰᴇɪ⁴⁴	
湊	凑	tsʰᴇɪ⁴⁴	
驟	骤	dzᴇɪ¹³	
槌	槌	dzᴇɪ¹³	文讀
雖	虽	sᴇɪ⁵³	
水	水	sᴇɪ³⁵	文讀
尿	尿	sᴇɪ³⁵	文讀
碎	碎	sᴇɪ⁴⁴	
嗽	嗽	sᴇɪ⁴⁴	
綏	绥	sᴇɪ⁴⁴	
稅	税	sᴇɪ⁴⁴	
税	税	sᴇɪ⁴⁴	
搜	搜	sᴇɪ⁴⁴	
餿	馊	sᴇɪ⁴⁴	
瘦	瘦	sᴇɪ⁴⁴	
祟	祟	sᴇɪ⁴⁴	
颼	飕	sᴇɪ⁴⁴	
艘	艘	sᴇɪ⁴⁴	
叟	叟	sᴇɪ⁴⁴	
歲	岁	sᴇɪ⁴⁴	文讀
愁	愁	zᴇɪ²²¹	
銳	锐	zᴇɪ²²¹	
鋭	锐	zᴇɪ²²¹	
睡	睡	zᴇɪ²²¹	
遂	遂	zᴇɪ²²¹	
穗	穗	zᴇɪ²²¹	
隨	随	zᴇɪ²²¹	
隧	隧	zᴇɪ²²¹	
蕊	蕊	zᴇɪ²²¹	文讀
誰	谁	zᴇɪ²²¹	文讀
垂	垂	zᴇɪ²²¹	文讀
錘	锤	zᴇɪ²²¹	文讀
捶	捶	zᴇɪ²²¹	文讀
隋	隋	zᴇɪ¹³	
瑞	瑞	zᴇɪ¹³	
罪	罪	zᴇɪ¹³	
蠶	蚕	zᴇɪ¹³	
粹	粹	zᴇɪ¹³	
勾	勾	kᴇɪ⁵³	
鉤	钩	kᴇɪ⁵³	
溝	沟	kᴇɪ⁵³	
狗	狗	kᴇɪ³⁵	
苟	苟	kᴇɪ³⁵	
夠	够	kᴇɪ⁴⁴	
够	够	kᴇɪ⁴⁴	
構	构	kᴇɪ⁴⁴	
購	购	kᴇɪ⁴⁴	
媾	媾	kᴇɪ⁴⁴	
口	口	kʰᴇɪ³⁵	
扣	扣	kʰᴇɪ⁴⁴	
寇	寇	kʰᴇɪ⁴⁴	
蔻	蔻	kʰᴇɪ⁴⁴	
叩	叩	kʰᴇɪ⁴⁴	
跔	跔	ɡᴇɪ²²¹	收縮
抅	抅	ɡᴇɪ¹³	頭部伏案臂上
牛	牛	ŋᴇɪ²²¹	白讀
偶	偶	ŋᴇɪ¹³	
藕	藕	ŋᴇɪ¹³	
耦	耦	ŋᴇɪ¹³	
隅	隅	ŋᴇɪ¹³	
憨	憨	hᴇɪ⁵³	
酣	酣	hᴇɪ⁵³	
鱟	鲎	hᴇɪ⁵³	虹
蚶	蚶	hᴇɪ⁵³	蚶子
鼾	鼾	hᴇɪ³⁵	
吼	吼	hᴇɪ³⁵	
漢	汉	hᴇɪ⁴⁴	
罕	罕	hᴇɪ⁴⁴	
含	含	ɦᴇɪ²²¹	
函	函	ɦᴇɪ²²¹	
寒	寒	ɦᴇɪ²²¹	
旱	旱	ɦᴇɪ²²¹	
侯	侯	ɦᴇɪ²²¹	
猴	猴	ɦᴇɪ²²¹	
涵	涵	ɦᴇɪ²²¹	
憾	憾	ɦᴇɪ²²¹	
撼	撼	ɦᴇɪ²²¹	
悍	悍	ɦᴇɪ²²¹	
捍	捍	ɦᴇɪ²²¹	
喉	喉	ɦᴇɪ²²¹	
韓	韩	ɦᴇɪ¹³	姓
汗	汗	ɦᴇɪ¹³	
焊	焊	ɦᴇɪ¹³	
翰	翰	ɦᴇɪ¹³	
後	后	ɦᴇɪ¹³	
候	候	ɦᴇɪ¹³	
厚	厚	ɦᴇɪ¹³	
庵	庵	ᴇɪ⁵³	
暗	暗	ᴇɪ⁵³	
安	安	ᴇɪ⁵³	
鞍	鞍	ᴇɪ⁵³	
歐	欧	ᴇɪ⁵³	
甌	瓯	ᴇɪ⁵³	
嘔	呕	ᴇɪ⁵³	
毆	殴	ᴇɪ⁵³	
鷗	鸥	ᴇɪ⁵³	
謳	讴	ᴇɪ⁵³	
暗	暗	ᴇɪ⁴⁴	
按	按	ᴇɪ⁴⁴	
案	案	ᴇɪ⁴⁴	
圭	圭	kuᴇɪ⁵³	
閨	闺	kuᴇɪ⁵³	
規	规	kuᴇɪ⁵³	
軌	轨	kuᴇɪ⁵³	
癸	癸	kuᴇɪ⁵³	
葵	葵	kuᴇɪ⁵³	
歸	归	kuᴇɪ⁵³	文讀
龜	龟	kuᴇɪ⁵³	文讀
詭	诡	kuᴇɪ³⁵	
鬼	鬼	kuᴇɪ³⁵	文讀
儈	侩	kuᴇɪ⁴⁴	
劊	刽	kuᴇɪ⁴⁴	
檜	桧	kuᴇɪ⁴⁴	
桂	桂	kuᴇɪ⁴⁴	
鱖	鳜	kuᴇɪ⁴⁴	
貴	贵	kuᴇɪ⁴⁴	文讀
會	会	kuᴇɪ⁴⁴	會計
奎	奎	kʰuᴇɪ⁵³	
傀	傀	kʰuᴇɪ⁵³	
魁	魁	kʰuᴇɪ⁵³	
盔	盔	kʰuᴇɪ⁵³	
塊	块	kʰuᴇɪ⁵³	
虧	亏	kʰuᴇɪ⁵³	文讀
⿰米鬼	⿰米鬼	kʰuᴇɪ⁴⁴	
愧	愧	kʰuᴇɪ⁴⁴	
逵	逵	ɡuᴇɪ²²¹	
窺	窥	ɡuᴇɪ¹³	
饋	馈	ɡuᴇɪ¹³	
跪	跪	ɡuᴇɪ¹³	文讀
櫃	柜	ɡuᴇɪ¹³	文讀
潰	溃	ɡuᴇɪ¹³	潰敗
恢	恢	huᴇɪ⁵³	
灰	灰	huᴇɪ⁵³	
揮	挥	huᴇɪ⁵³	
輝	辉	huᴇɪ⁵³	
徽	徽	huᴇɪ⁵³	
賄	贿	huᴇɪ⁵³	
卉	卉	huᴇɪ⁵³	
麾	麾	huᴇɪ⁵³	
詼	诙	huᴇɪ⁵³	
悔	悔	huᴇɪ⁴⁴	
諱	讳	huᴇɪ⁴⁴	
毀	毁	huᴇɪ⁴⁴	
晦	晦	huᴇɪ⁴⁴	
誨	诲	huᴇɪ⁴⁴	
桅	桅	ɦuᴇɪ²²¹	
回	回	ɦuᴇɪ²²¹	
茴	茴	ɦuᴇɪ²²¹	
蛔	蛔	ɦuᴇɪ²²¹	
惠	惠	ɦuᴇɪ²²¹	
慧	慧	ɦuᴇɪ²²¹	
彗	彗	ɦuᴇɪ²²¹	
圍	围	ɦuᴇɪ²²¹	文讀
槐	槐	ɦuᴇɪ²²¹	
違	违	ɦuᴇɪ¹³	
危	危	ɦuᴇɪ¹³	
彙	汇	ɦuᴇɪ¹³	
匯	汇	ɦuᴇɪ¹³	
偉	伟	ɦuᴇɪ¹³	
韋	韦	ɦuᴇɪ¹³	
葦	苇	ɦuᴇɪ¹³	
繪	绘	ɦuᴇɪ¹³	
魏	魏	ɦuᴇɪ¹³	
緯	纬	ɦuᴇɪ¹³	
胃	胃	ɦuᴇɪ¹³	
謂	谓	ɦuᴇɪ¹³	
位	位	ɦuᴇɪ¹³	
僞	伪	ɦuᴇɪ¹³	
偽	伪	ɦuᴇɪ¹³	
衛	卫	ɦuᴇɪ¹³	
蝟	猬	ɦuᴇɪ¹³	
爲	为	ɦuᴇɪ¹³	
為	为	ɦuᴇɪ¹³	
會	会	ɦuᴇɪ¹³	開會
煨	煨	uᴇɪ⁵³	
威	威	uᴇɪ⁵³	
萎	萎	uᴇɪ⁵³	
委	委	uᴇɪ³⁵	
畏	畏	uᴇɪ⁴⁴	
慰	慰	uᴇɪ⁴⁴	
穢	秽	uᴇɪ⁴⁴	
諉	诿	uᴇɪ⁴⁴	
尉	尉	uᴇɪ⁴⁴	
喂	喂	uᴇɪ⁴⁴	文讀 喂飯
謬	谬	miu²²¹	
丟	丢	tiu⁵³	
劉	刘	liu²²¹	
流	流	liu²²¹	
留	留	liu²²¹	
榴	榴	liu²²¹	
硫	硫	liu²²¹	
琉	琉	liu²²¹	
瘤	瘤	liu²²¹	
柳	柳	liu²²¹	
餾	馏	liu²²¹	
溜	溜	liu¹³	
周	周	tɕiu⁵³	
舟	舟	tɕiu⁵³	
州	州	tɕiu⁵³	
洲	洲	tɕiu⁵³	
糾	纠	tɕiu⁵³	
鳩	鸠	tɕiu⁵³	
肘	肘	tɕiu³⁵	
帚	帚	tɕiu³⁵	
酒	酒	tɕiu³⁵	
九	九	tɕiu³⁵	
久	久	tɕiu³⁵	
韭	韭	tɕiu³⁵	
晝	昼	tɕiu⁴⁴	
咒	咒	tɕiu⁴⁴	
救	救	tɕiu⁴⁴	
究	究	tɕiu⁴⁴	
灸	灸	tɕiu⁴⁴	
疚	疚	tɕiu⁴⁴	
柩	柩	tɕiu⁴⁴	
秋	秋	tɕʰiu⁵³	
丘	丘	tɕʰiu⁵³	
抽	抽	tɕʰiu⁵³	
邱	邱	tɕʰiu⁵³	
蚯	蚯	tɕʰiu⁵³	
鰍	鳅	tɕʰiu⁵³	
湫	湫	tɕʰiu⁵³	
醜	丑	tɕʰiu³⁵	
臭	臭	tɕʰiu⁴⁴	
綢	绸	dʑiu²²¹	
籌	筹	dʑiu²²¹	
仇	仇	dʑiu²²¹	
酬	酬	dʑiu²²¹	
柔	柔	dʑiu²²¹	
求	求	dʑiu²²¹	
球	球	dʑiu²²¹	
紂	纣	dʑiu²²¹	
宙	宙	dʑiu²²¹	
囚	囚	dʑiu²²¹	
泅	泅	dʑiu²²¹	
稠	稠	dʑiu²²¹	
售	售	dʑiu²²¹	
舅	舅	dʑiu¹³	
臼	臼	dʑiu¹³	
舊	旧	dʑiu¹³	
就	就	dʑiu¹³	文讀
牛	牛	ȵiu²²¹	文讀
紐	纽	ȵiu¹³	
扭	扭	ȵiu¹³	
鈕	钮	ȵiu¹³	
羞	羞	ɕiu⁵³	
修	修	ɕiu⁵³	
休	休	ɕiu⁵³	
收	收	ɕiu⁵³	
朽	朽	ɕiu⁵³	
首	首	ɕiu³⁵	
手	手	ɕiu³⁵	
守	守	ɕiu³⁵	
秀	秀	ɕiu⁴⁴	
獸	兽	ɕiu⁴⁴	
鏽	锈	ɕiu⁴⁴	
銹	锈	ɕiu⁴⁴	
繡	绣	ɕiu⁴⁴	
綉	绣	ɕiu⁴⁴	
宿	宿	ɕiu⁴⁴	星宿
授	授	ʑiu¹³	
受	受	ʑiu¹³	
袖	袖	ʑiu¹³	
壽	寿	ʑiu¹³	
就	就	ʑiu¹³	白讀
尤	尤	ɦiu²²¹	
由	由	ɦiu²²¹	
郵	邮	ɦiu²²¹	
油	油	ɦiu²²¹	
遊	游	ɦiu²²¹	
猶	犹	ɦiu²²¹	
酉	酉	ɦiu²²¹	
酋	酋	ɦiu²²¹	
右	右	ɦiu¹³	
有	有	ɦiu¹³	
友	友	ɦiu¹³	
釉	釉	ɦiu¹³	
誘	诱	ɦiu¹³	
又	又	ɦiu¹³	文讀
憂	忧	iu⁵³	
優	优	iu⁵³	
悠	悠	iu⁵³	
幽	幽	iu⁵³	
幼	幼	iu⁵³	
鞭	鞭	piɪ⁵³	
編	编	piɪ⁵³	
邊	边	piɪ⁵³	
蝙	蝙	piɪ⁵³	
貶	贬	piɪ³⁵	
砭	砭	piɪ³⁵	
扁	扁	piɪ³⁵	
匾	匾	piɪ³⁵	
變	变	piɪ⁴⁴	
遍	遍	piɪ⁴⁴	
篇	篇	pʰiɪ⁵³	
偏	偏	pʰiɪ⁵³	
翩	翩	pʰiɪ⁵³	
騙	骗	pʰiɪ⁴⁴	
片	片	pʰiɪ⁴⁴	
緶	缏	biɪ²²¹	一種針法
便	便	biɪ²²¹	便宜
辨	辨	biɪ¹³	
辯	辩	biɪ¹³	
辮	辫	biɪ¹³	
卞	卞	biɪ¹³	
汴	汴	biɪ¹³	
便	便	biɪ¹³	便當
綿	绵	miɪ²²¹	
棉	棉	miɪ²²¹	
眠	眠	miɪ²²¹	
免	免	miɪ¹³	
勉	勉	miɪ¹³	
娩	娩	miɪ¹³	
緬	缅	miɪ¹³	
面	面	miɪ¹³	
麪	面	miɪ¹³	
麵	面	miɪ¹³	
顛	颠	tiɪ⁵³	
巔	巅	tiɪ⁵³	
癲	癫	tiɪ⁵³	
踮	踮	tiɪ⁵³	
惦	惦	tiɪ⁵³	
掂	掂	tiɪ⁵³	
點	点	tiɪ³⁵	
典	典	tiɪ³⁵	
碘	碘	tiɪ³⁵	
店	店	tiɪ⁴⁴	
天	天	tʰiɪ⁵³	
添	添	tʰiɪ⁵³	
舔	舔	tʰiɪ³⁵	
掭	掭	tʰiɪ³⁵	掭燈芯
甜	甜	diɪ²²¹	
田	田	diɪ²²¹	
填	填	diɪ²²¹	
奠	奠	diɪ²²¹	
佃	佃	diɪ²²¹	
鈿	钿	diɪ²²¹	銅鈿
甸	甸	diɪ²²¹	
澱	淀	diɪ²²¹	
電	电	diɪ¹³	
殿	殿	diɪ¹³	
墊	垫	diɪ¹³	
簟	簟	diɪ¹³	篾簟
滇	滇	diɪ¹³	
廉	廉	liɪ²²¹	
鐮	镰	liɪ²²¹	
簾	帘	liɪ²²¹	
連	连	liɪ²²¹	
聯	联	liɪ²²¹	
憐	怜	liɪ²²¹	
蓮	莲	liɪ²²¹	
戀	恋	liɪ²²¹	
鏈	链	liɪ¹³	
殮	殓	liɪ¹³	
練	练	liɪ¹³	
煉	炼	liɪ¹³	
臉	脸	liɪ¹³	
斂	敛	liɪ¹³	
鑑	鉴	tɕiɪ⁵³	
尖	尖	tɕiɪ⁵³	
沾	沾	tɕiɪ⁵³	
瞻	瞻	tɕiɪ⁵³	
兼	兼	tɕiɪ⁵³	
艱	艰	tɕiɪ⁵³	
煎	煎	tɕiɪ⁵³	
展	展	tɕiɪ⁵³	
餞	饯	tɕiɪ⁵³	
肩	肩	tɕiɪ⁵³	
輾	辗	tɕiɪ⁵³	
氈	毡	tɕiɪ⁵³	
堅	坚	tɕiɪ⁵³	
柬	柬	tɕiɪ⁵³	文讀
檢	检	tɕiɪ³⁵	
簡	简	tɕiɪ³⁵	
繭	茧	tɕiɪ³⁵	
剪	剪	tɕiɪ³⁵	
佔	占	tɕiɪ⁴⁴	
劍	剑	tɕiɪ⁴⁴	
澗	涧	tɕiɪ⁴⁴	
建	建	tɕiɪ⁴⁴	
鐗	锏	tɕiɪ⁴⁴	
鐧	锏	tɕiɪ⁴⁴	
顫	颤	tɕiɪ⁴⁴	
薦	荐	tɕiɪ⁴⁴	
箭	箭	tɕiɪ⁴⁴	
間	间	tɕiɪ⁴⁴	文讀
諫	谏	tɕiɪ⁴⁴	文讀
殲	歼	tɕʰiɪ⁵³	
籤	签	tɕʰiɪ⁵³	
謙	谦	tɕʰiɪ⁵³	
遷	迁	tɕʰiɪ⁵³	
遣	遣	tɕʰiɪ⁵³	
箋	笺	tɕʰiɪ⁵³	
千	千	tɕʰiɪ⁵³	
牽	牵	tɕʰiɪ⁵³	
淺	浅	tɕʰiɪ³⁵	
欠	欠	tɕʰiɪ⁴⁴	
歉	歉	tɕʰiɪ⁴⁴	
縴	纤	tɕʰiɪ⁴⁴	拉縴
潛	潜	dʑiɪ²²¹	
鉗	钳	dʑiɪ²²¹	
錢	钱	dʑiɪ²²¹	
件	件	dʑiɪ²²¹	
乾	乾	dʑiɪ²²¹	
掮	掮	dʑiɪ²²¹	
鍵	键	dʑiɪ²²¹	
虔	虔	dʑiɪ²²¹	
纏	缠	dʑiɪ²²¹	白讀 纏腳
漸	渐	dʑiɪ¹³	
儉	俭	dʑiɪ¹³	
健	健	dʑiɪ¹³	
踐	践	dʑiɪ¹³	
黔	黔	dʑiɪ¹³	
閻	阎	ȵiɪ²²¹	
嚴	严	ȵiɪ²²¹	
鮎	鲇	ȵiɪ²²¹	
彥	彦	ȵiɪ²²¹	
諺	谚	ȵiɪ²²¹	
年	年	ȵiɪ²²¹	
儼	俨	ȵiɪ²²¹	
研	研	ȵiɪ²²¹	
粘	粘	ȵiɪ¹³	粘頭樹
染	染	ȵiɪ¹³	
碾	碾	ȵiɪ¹³	
