聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	注释	聲母	韻母	聲調	IPA	次 聲母	次 韻母	次 聲調	新註
端	開	四	先	平	端	山	癲	0	2	0									
端	開	四	先	平	端	山	巔	0	2	0		t	in	52	tin52				
端	開	四	先	平	端	山	顛	0	0	0		t	in	52	tin52				
透	開	四	先	平	端	山	天	0	0	0		tʰ	in	52	tʰin52				
定	開	四	先	平	端	山	闐	0	2	0									
定	開	四	先	平	端	山	田	0	0	0		t	in	231	tin231				
定	開	四	先	平	端	山	佃	1	1	1	佃作								
定	開	四	先	去	端	山	佃	1	1	1	佃農								
泥	開	四	先	平	端	山	年	0	0	0		n	in	231	nin231				
來	開	四	先	平	來	山	零	0	0	0		l	eŋ	231	leŋ231				
來	開	四	先	平	來	山	蓮	0	0	0		l	in	231	lin231				
來	開	四	先	平	來	山	憐	0	0	0		l	in	52	lin52				
精	開	四	先	平	精	山	淺	0	0	0		tʰ	in	44	tʰin44				
精	開	四	先	平	精	山	箋	0	2	0		tʰ	im	52	tʰim52				
精	開	四	先	平	精	山	濺	1	1	1	濺濺								
精	開	三	仙A	去	精	山	濺	1	1	1	飛濺	θ	an	213	θan213				
清	開	四	先	平	精	山	仟	0	3	0									
清	開	四	先	平	精	山	阡	0	2	0									
清	開	四	先	平	精	山	千	0	0	0		tʰ	in	52	tʰin52				
從	開	四	先	平	精	山	前	0	0	0		θ	in	231	θin231				
心	開	四	先	平	精	山	先	0	0	0		θ	in	52	θin52				
見	開	四	先	平	見	山	肩	0	0	0		k	in	52	kin52				
見	開	四	先	平	見	山	堅	0	0	0		k	in	52	kin52				
見	合	四	先	平	見	山	涓	0	2	0									
見	合	四	先	平	見	山	鵑	0	1	0		k	un	52	kun52				
溪	開	四	先	平	見	山	縴	0	0	0									
溪	開	四	先	平	見	山	牽	0	0	0		h	in	52	hin52				
疑	開	四	先	平	見	山	妍	0	2	0									
疑	開	四	先	平	見	山	研	0	0	0		ŋ	in	44	ŋin44				
匣	合	四	先	平	影	山	眩	0	2	0		j	un	231	jun231				
匣	合	四	先	平	影	山	縣	0	0	0		j	un	213	jun213				
匣	開	四	先	平	影	山	絃	0	0	0									
匣	合	四	先	平	影	山	懸	0	0	0		j	un	44	jun44				
匣	開	四	先	平	影	山	賢	0	0	0		j	in	231	jin231				
匣	開	四	先	平	影	山	弦	0	0	0		j	in	231	jin231				
匣	合	四	先	平	影	山	玄	0	1	0		j	un	231	jun231				
影	開	四	先	去	影	山	燕	1	0	1	燕子	j	in	35	jin35				
影	開	四	先	平	影	山	燕	1	0	1	燕國	j	in	52	jin52				
影	合	四	先	平	影	山	淵	0	1	0		j	un	52	jun52				
影	開	四	先	平	影	山	咽	1	0	1	咽喉	j	in	35	jin35				
影	開	四	先	去	影	山	咽	1	0	1	狼吞虎咽								
影	開	四	先	入	影	山	咽	1	0	1	哽咽								
影	開	四	先	平	影	山	煙	0	0	0		j	in	52	jin52				
幫	開	四	先	平	幫	山	邊	0	0	0		p	in	52	pin52				
幫	開	四	先	平	幫	山	蝙	0	1	0		pʰ	in	52	pʰin52				
幫	開	四	先	平	幫	山	編	0	0	0		pʰ	in	52	pʰin52				
並	開	四	先	平	幫	山	胼	0	2	0									
明	開	四	先	平	幫	山	眠	0	0	0		m	in	231	min231				
端	開	四	先	上	端	山	典	0	0	0		t	in	44	tin44				
透	開	四	先	上	端	山	腆	0	2	0		t	in	44	tin44				
透	開	四	先	上	端	山	靦	1	2	1	靦顏事仇。不遵循從俗原則								
							靦	1	2	1	靦腆								
見	開	四	先	上	見	山	繭	0	0	0		k	an	44	kan44				
溪	合	四	先	上	見	山	犬	0	0	0		j	un	44	jun44				
曉	開	四	先	上	影	山	顯	0	0	0		h	in	44	hin44				
影	開	四	先	上	影	山	宴	0	0	0		j	in	35	jin35				
幫	開	四	先	上	幫	山	匾	0	1	0		p	in	44	pin44				
並	開	四	先	上	幫	山	辮	0	0	0		p	in	24	pin24				
端	開	四	先	去	端	山	唸	1	0	1	呻吟								
泥	開	四	添	去	端	咸	唸	1	0	1	吟誦								
定	開	四	先	去	端	山	奠	0	1	0		t	in	213	tin213				
定	開	四	先	去	端	山	電	0	0	0		t	in	213	tin213				
定	開	四	先	去	端	山	殿	0	0	0		t	in	213	tin213				
定	開	四	先	去	端	山	甸	0	1	0									
定	開	四	先	去	端	山	澱	0	1	0		t	in	213	tin213				
來	開	四	先	去	來	山	練	0	0	0		l	in	213	lin213				
來	開	四	先	去	來	山	鍊	0	0	0		l	in	213	lin213				
精	開	四	先	去	精	山	薦	0	0	0		t	in	35	tin35				
清	開	四	先	去	精	山	倩	0	2	0									
從	開	四	先	去	精	山	荐	0	0	0									
見	開	四	先	去	見	山	見	1	0	1	看見	k	in	35	kin35				
匣	開	四	先	去	影	山	見	1	0	1	發見								
疑	開	四	先	去	見	山	硯	0	1	0		j	in	213	jin213				
曉	合	四	先	去	影	山	絢	0	2	0									
匣	合	四	先	去	影	山	炫	0	1	0									
匣	開	四	先	去	影	山	現	0	0	0		j	in	213	jin213				
影	開	四	先	去	影	山	嚥	0	0	0									
幫	開	四	先	去	幫	山	遍	0	0	0		pʰ	in	35	pʰin35				
明	開	四	先	去	幫	山	麵	0	0	0		m	in	213	min213				
滂	開	四	先	去	幫	山	片	0	0	0		pʰ	in	35	pʰin35				
							片					p	ɛn	213	pɛn213				
透	開	四	先	入	端	山	鐵	0	0	0		tʰ	it	5	tʰit5				
定	開	四	先	入	端	山	跌	0	0	0		t	it	5	tit5				
定	開	四	先	入	端	山	迭	0	2	0									
泥	開	四	先	入	端	山	捏	0	0	0		n	ip	5	nip5				
精	開	四	先	入	精	山	節	0	0	0		t	it	5	tit5				
精	開	四	先	入	精	山	癤	0	2	0									
清	開	四	先	入	精	山	竊	0	0	0		tʰ	it	5	tʰit5				
清	開	四	先	入	精	山	沏	0	2	0									
從	開	四	先	入	精	山	截	0	0	0		θ	it	2	θit2				
見	合	四	先	入	見	山	訣	0	1	0		kʰ	ut	34	kʰut34				
見	開	四	先	入	見	山	桔	1	2	0	桔梗	k	ɐt	5	kɐt5				白讀
							桔					k	uɐt	5	kuɐt5				文讀
							桔	1	2	1	桔柣								
見	開	四	先	入	見	山	結	0	0	0		k	it	5	kit5				
見	開	四	先	入	見	山	鍥	0	2	0									
見	合	四	先	入	見	山	抉	0	2	0									
見	開	四	先	入	見	山	潔	0	0	0		k	it	5	kit5				
溪	合	四	先	入	見	山	缺	0	0	0		kʰ	ut	34	kʰut34				
曉	合	四	先	入	影	山	決	0	0	0		kʰ	ut	34	kʰut34				
曉	合	四	先	入	影	山	血	0	0	0		j	ut	5	jut5				
匣	開	四	先	入	影	山	頁	0	0	0			ip	5	jip5				
匣	合	四	先	入	影	山	穴	0	0	0		j	ut	2	jut2				
影	開	四	先	入	影	山	噎	0	2	0		j	it	5	jit5				
並	開	四	先	入	幫	山	癟	0	1	0									
明	開	四	先	入	幫	山	篾	0	2	0		m	it	2	mit2				
明	開	四	先	入	幫	山	蔑	0	0	0									
滂	開	四	先	入	幫	山	瞥	0	2	0									
端	開	一	豪	平	端	效	刀	0	0	0		t	ou	52	tou52				
透	開	一	豪	平	端	效	滔	0	0	0		tʰ	ou	52	tʰou52				
透	開	一	豪	平	端	效	絛	0	2	0									
透	開	一	豪	平	端	效	叨	1	0	1	叨擾								
							叨	1	0	1	嘮叨	t	ou	52	tou52				
透	開	一	豪	平	端	效	綢	0	0	0		tʃ	ɐu	231	tʃɐu231				
定	開	一	豪	平	端	效	掏	0	0	0		t	ou	231	tou231				
定	開	一	豪	平	端	效	逃	0	0	0		t	ou	231	tou231				
定	開	一	豪	平	端	效	桃	0	0	0		t	ou	231	tou231				
定	開	一	豪	平	端	效	啕	0	2	0									
定	開	一	豪	平	端	效	濤	0	0	0		t	ou	231	tou231				
定	開	一	豪	平	端	效	萄	0	0	0		t	ou	231	tou231				
來	開	一	豪	平	來	效	撈	0	0	0		l	au	52	lau52				
來	開	一	豪	平	來	效	牢	0	0	0		l	ou	231	lou231				
來	開	一	豪	平	來	效	勞	1	0	1	勤勞	l	ou	231	lou231				
來	開	一	豪	去	來	效	勞	1	0	1	慰勞								
精	開	一	豪	平	精	效	糟	0	0	0		θ	ou	52	θou52				
精	開	一	豪	平	精	效	槽	0	0	0		θ	ou	231	θou231				
精	開	一	豪	平	精	效	遭	0	0	0		θ	ou	52	θou52				
清	開	一	豪	平	精	效	操	1	0	1	早操	tʰ	ou	52	tʰou52				
清	開	一	豪	去	精	效	操	1	0	1	操行								
從	開	一	豪	平	精	效	嘈	0	2	0		θ	ou	231	θou231				
從	開	一	豪	平	精	效	曹	0	1	0		θ	ou	231	θou231				
心	開	一	豪	平	精	效	搔	0	1	0		θ	ou	52	θou52				
心	開	一	豪	平	精	效	騷	0	1	0		θ	ou	52	θou52				
見	開	一	豪	平	見	效	膏	0	0	0		k	ou	52	kou52				
見	開	一	豪	平	見	效	高	0	0	0		k	ou	52	kou52				
見	開	一	豪	平	見	效	羔	0	1	0		k	ou	52	kou52				
見	開	一	豪	平	見	效	篙	0	1	0		k	ou	52	kou52				
見	開	一	豪	平	見	效	咎	0	2	0									
疑	開	一	豪	平	見	效	熬	0	1	0		ŋ	ou	213	ŋou213				
疑	開	一	豪	平	見	效	翱	0	2	0									
疑	開	一	豪	平	見	效	遨	0	2	0									
疑	開	一	豪	平	見	效	敖	0	2	0									
疑	開	一	豪	平	見	效	螯	0	2	0									
曉	開	一	豪	平	影	效	撓	0	0	0		ŋ	iu	24	ŋiu24				
曉	開	一	豪	平	影	效	蒿	0	1	0		k	ou	52	kou52				
匣	開	一	豪	平	影	效	號	1	0	1	哀號	h	ou	213	hou213				
匣	開	一	豪	去	影	效	號	1	0	1	號碼	h	ou	213	hou213				
匣	開	一	豪	平	影	效	豪	0	0	0		h	ou	231	hou231				
匣	開	一	豪	平	影	效	毫	0	0	0		h	ou	231	hou231				
幫	開	一	豪	平	幫	效	褒	0	1	0		p	ou	44	pou44				
並	開	一	豪	平	幫	效	袍	0	0	0		p	ou	231	pou231				
明	開	一	豪	平	幫	效	毛	0	0	0		m	ou	231	mou231				
明	開	一	豪	平	幫	效	髦	0	2	0									
端	開	一	豪	上	端	效	擣	0	1	0									
端	開	一	豪	上	端	效	島	0	0	0		t	ɐu	44	tɐu44				
端	開	一	豪	上	端	效	倒	1	0	0		t	ou	44	tou44				
端	開	一	豪	去	端	效	倒	1	0	0		t	ou	35	tou35				
端	開	一	豪	上	端	效	禱	0	1	0		tʃ	ɐu	231	tʃɐu231				
透	開	一	豪	上	端	效	套	0	0	0		tʰ	ou	35	tʰou35				
透	開	一	豪	上	端	效	討	0	0	0		tʰ	ou	44	tʰou44				
定	開	一	豪	上	端	效	道	0	0	0		t	ou	213	tou213				
定	開	一	豪	上	端	效	稻	0	0	0		t	ou	213	tou213				
泥	開	一	豪	上	端	效	腦	0	0	0		n	ou	24	nou24				
泥	開	一	豪	上	端	效	惱	0	0	0		n	ou	24	nou24				
來	開	一	豪	上	來	效	潦	1	1	1	流潦								
							潦	1	1	1	潦倒								
來	開	一	豪	上	來	效	老	0	0	0		l	ou	24	lou24				
精	開	一	豪	上	精	效	棗	0	0	0		t	ou	44	tou44				
精	開	一	豪	上	精	效	藻	0	1	0		tʰ	ou	35	tʰou35				
精	開	一	豪	上	精	效	蚤	0	1	0		t	ou	44	tou44				
精	開	一	豪	上	精	效	早	0	0	0		t	ou	44	tou44				
精	開	一	豪	上	精	效	澡	0	0	0		tʰ	ou	35	tʰou35				
清	開	一	豪	上	精	效	草	0	0	0		tʰ	ou	44	tʰou44				
從	開	一	豪	上	精	效	造	1	0	1	製造	θ	ou	24	θou24				
從	開	一	豪	上	精	效	造	1	0	1	新造								
清	開	一	豪	去	精	效	造	1	0	1	造訪								
心	開	一	豪	上	精	效	掃	0	0	0		θ	ou	35	θou35				
心	開	一	豪	上	精	效	燥	0	0	0		tʰ	ou	35	tʰou35				
心	開	一	豪	上	精	效	嫂	0	0	0		θ	ou	44	θou44				
溪	開	一	豪	上	見	效	考	0	0	0		h	au	44	hau44				
曉	開	一	豪	上	影	效	好	1	0	1	友好	h	ou	44	hou44				
曉	開	一	豪	去	影	效	好	1	0	1	好客	h	ou	35	hou35				
匣	開	一	豪	上	影	效	浩	0	0	0		h	ou	213	hou213				
影	開	一	豪	上	影	效	襖	0	0	0		ŋ	ou	35	ŋou35				
影	開	一	豪	上	影	效	燠	0	3	0									
影	開	一	豪	上	影	效	懊	0	1	0		ŋ	ou	35	ŋou35				
幫	開	一	豪	上	幫	效	寶	0	0	0		p	ou	44	pou44				
幫	開	一	豪	上	幫	效	堡	0	0	0		p	ou	44	pou44				
幫	開	一	豪	上	幫	效	保	0	0	0		p	ou	44	pou44				
幫	開	一	豪	上	幫	效	葆	0	2	0									
幫	開	一	豪	上	幫	效	褓	0	2	0									
並	開	一	豪	上	幫	效	抱	0	0	0		p	ou	24	pou24				
端	開	一	豪	去	端	效	到	0	0	0		t	ou	35	tou35				
定	開	一	豪	去	端	效	悼	0	0	0		t	ou	213	tou213				
定	開	一	豪	去	端	效	蹈	0	0	0									
定	開	一	豪	去	端	效	導	0	0	0		t	ou	213	tou213				
定	開	一	豪	去	端	效	盜	0	0	0		t	ou	213	tou213				
精	開	一	豪	去	精	效	躁	0	0	0		tʰ	ou	35	tʰou35				
清	開	一	豪	去	精	效	糙	0	1	0		tʰ	ou	35	tʰou35				
心	開	一	豪	去	精	效	噪	0	1	0									
見	開	一	豪	去	見	效	告	1	0	1	報告	k	ou	35	kou35				
見	合	一	冬	入	見	通	告	1	0	1	忠告								
溪	開	一	豪	去	見	效	靠	0	0	0		kʰ	ou	35	kʰou35				
疑	開	一	豪	去	見	效	傲	0	0	0		ŋ	ou	35	ŋou35				
影	開	一	豪	去	影	效	奧	0	0	0		ŋ	ou	35	ŋou35				
影	開	一	豪	去	影	效	澳	0	1	0									
幫	開	一	豪	去	幫	效	報	0	0	0		p	ou	35	pou35				
並	開	一	豪	去	幫	效	暴	1	0	1	凶暴	p	ou	213	pou213				
並	開	一	東	入	幫	通	暴	1	0	1	一暴十寒								
並	開	一	豪	去	幫	效	曝	0	2	0		p	ou	213	pou213				
並	開	一	豪	去	幫	效	瀑	0	1	0		p	ou	213	pou213				
明	開	一	豪	去	幫	效	帽	0	0	0		m	ou	213	mou213				
明	開	一	豪	去	幫	效	冒	1	0	1	冒犯	m	ɐu	213	mɐu213				
明	開	一	登	入	幫	曾	冒	1	0	1	冒頓								
知	開	二	肴	平	知	效	嘲	0	1	0									
知	開	二	肴	平	知	效	啁	0	2	0									
徹	開	二	肴	平	知	效	嘮	0	1	0		l	ou	231	lou231				
莊	開	二	肴	平	莊	效	抓	0	0	0		tʃ	a	52	tʃa52				
初	開	二	肴	平	莊	效	鈔	0	0	0		tʃʰ	au	35	tʃʰau35				
初	開	二	肴	平	莊	效	抄	0	0	0		tʃʰ	au	52	tʃʰau52				
崇	開	二	肴	平	莊	效	巢	0	1	0		tʃ	au	231	tʃau231				
生	開	二	肴	平	莊	效	梢	0	0	0		ʃ	au	52	ʃau52				
見	開	二	肴	平	見	效	交	0	0	0		k	au	52	kau52				
見	開	二	肴	平	見	效	蛟	0	2	0									
見	開	二	肴	平	見	效	教	1	0	1	讓	k	au	35	kau35				
見	開	二	肴	去	見	效	教	1	0	1	教室	k	au	35	kau35				
影	開	二	肴	上	影	效	拗	0	1	0			au	35	ʔau35				
見	開	二	肴	平	見	效	郊	0	0	0		k	au	52	kau52				
見	開	二	肴	平	見	效	膠	0	0	0		k	au	52	kau52				
溪	開	二	肴	平	見	效	跤	0	2	0		k	au	52	kau52				
溪	開	二	肴	平	見	效	敲	0	0	0		h	au	52	hau52				
曉	開	二	肴	平	影	效	哮	0	1	0		h	au	35	hau35				
匣	開	二	肴	平	影	效	淆	0	1	0		ŋ	au	231	ŋau231				
匣	開	二	肴	平	影	效	餚	0	1	0		ŋ	au	231	ŋau231				
匣	開	二	肴	平	影	效	肴	0	1	0									
幫	開	二	肴	平	幫	效	胞	0	0	0		p	au	52	pau52				
幫	開	二	肴	平	幫	效	苞	0	1	0		p	au	52	pau52				
幫	開	二	肴	平	幫	效	包	0	0	0		p	au	52	pau52				
並	開	二	肴	平	幫	效	跑	0	0	0		pʰ	au	44	pʰau44				
滂	開	二	肴	去	幫	效	炮	1	0	1	炮彈	pʰ	au	35	pʰau35				
並	開	二	肴	平	幫	效	炮	1	0	1	炮製								
							炮	1	0	1	炮雞丁								
並	開	二	肴	平	幫	效	咆	0	1	0									
明	開	二	肴	平	幫	效	茅	0	0	0		m	au	231	mau231				
滂	開	二	肴	平	幫	效	泡	1	0	1	浸泡	pʰ	au	35	pʰau35				
							泡	1	0	1	燈泡	pʰ	au	52	pʰau52				
							泡	1	0	1	好多泡								
滂	開	二	肴	平	幫	效	拋	0	0	0		pʰ	au	52	pʰau52				
莊	開	二	肴	上	莊	效	爪	0	0	0		tʃ	au	44	tʃau44				
初	開	二	肴	上	莊	效	炒	0	0	0		tʃʰ	au	44	tʃʰau44				
見	開	二	肴	上	見	效	攪	0	0	0		k	au	44	kau44				
見	開	二	肴	上	見	效	絞	0	0	0		k	au	44	kau44				
見	開	二	肴	上	見	效	狡	0	0	0		k	au	44	kau44				
溪	開	二	肴	上	見	效	巧	0	0	0		kʰ	iu	44	kʰiu44				
幫	開	二	肴	上	幫	效	飽	0	0	0		p	au	44	pau44				
並	開	二	肴	上	幫	效	鮑	1	2	1	鮑魚	p	au	52	pau52				
並	開	二	肴	上	幫	效	鮑	1	2	1	鮑魚之肆								
明	開	二	肴	上	幫	效	卯	0	2	0		m	au	24	mau24				
娘	開	二	肴	去	知	效	鬧	0	0	0		n	au	213	nau213				
知	開	二	肴	去	知	效	罩	0	0	0		tʃ	au	35	tʃau35				
澄	開	二	肴	去	知	效	濯	0	2	0									
初	開	二	肴	去	莊	效	縐	0	2	0		ȵ	ɐu	35	ȵɐu35				
生	開	二	肴	去	莊	效	稍	0	0	0		ʃ	au	44	ʃau44				
見	開	二	肴	去	見	效	覺	1	0	1	睡覺	k	au	35	kau35				
見	開	二	江	入	見	江	覺	1	0	1	直覺	kʰ	ɛk	34	kʰɛk34				
見	開	二	肴	去	見	效	較	0	0	0		k	au	35	kau35				
見	開	二	肴	去	見	效	酵	0	1	0		h	au	35	hau35				
見	開	二	肴	去	見	效	窖	0	1	0		k	au	35	kau35				
來	開	一	唐	入	來	宕	樂	1	0	1	快樂	l	ɔk	212	lɔk212				
疑	開	二	江	入	見	江	樂	1	0	1	音樂								
疑	開	二	肴	去	見	效	樂	1	0	1	仁者樂山								
曉	開	二	肴	去	影	效	孝	0	0	0		h	au	35	hau35				
匣	開	二	肴	去	影	效	校	1	0	1	學校	h	au	213	hau213				
見	開	二	肴	去	見	效	校	1	0	1	校對	k	au	35	kau35				
匣	開	二	肴	去	影	效	效	0	0	0		h	au	213	hau213				
幫	開	二	肴	去	幫	效	豹	0	1	0		p	au	35	pau35				
幫	開	二	肴	去	幫	效	爆	0	0	0		p	ou	213	pou213				
明	開	二	肴	去	幫	效	貌	0	0	0		m	au	213	mau213				
滂	開	二	肴	去	幫	效	皰	0	2	0									
來	開	三	宵A	平	來	效	燎	0	1	0		l	iu	231	liu231				
精	開	三	宵A	平	精	效	蕉	0	0	0		t	iu	52	tiu52				
精	開	三	宵A	平	精	效	焦	0	0	0		t	iu	52	tiu52				
精	開	三	宵A	平	精	效	椒	0	0	0		t	iu	52	tiu52				
從	開	三	宵A	平	精	效	憔	0	1	0									
從	開	三	宵A	平	精	效	樵	0	2	0		t	iu	52	tiu52				
心	開	三	宵A	平	精	效	消	0	0	0		θ	iu	52	θiu52				
心	開	三	宵A	平	精	效	宵	0	0	0		θ	iu	52	θiu52				
心	開	三	宵A	平	精	效	逍	0	2	0		θ	iu	52	θiu52				
心	開	三	宵A	平	精	效	哨	0	0	0		ʃ	au	35	ʃau35				
心	開	三	宵A	平	精	效	霄	0	2	0		θ	iu	52	θiu52				
心	開	三	宵A	平	精	效	銷	0	0	0		θ	iu	52	θiu52				
心	開	三	宵A	平	精	效	硝	0	1	0		θ	iu	52	θiu52				
章	開	三	宵A	平	章	效	昭	0	1	0		tʃ	iu	52	tʃiu52				
章	開	三	宵A	平	章	效	招	0	0	0		tʃ	iu	52	tʃiu52				
常	開	三	宵A	平	章	效	韶	0	2	0		ʃ	iu	213	ʃiu213				
書	開	三	宵A	平	章	效	燒	0	0	0		ʃ	iu	52	ʃiu52				
日	開	三	宵A	平	日	效	饒	0	0	0		ŋ	iu	24	ŋiu24				
日	開	三	宵A	平	日	效	蟯	0	3	0									
溪	開	三	宵A	平	見	效	蹺	0	1	0		kʰ	iu	35	kʰiu35				
影	開	三	宵A	平	影	效	要	1	0	1	要求	j	iu	52	jiu52				
影	開	三	宵A	去	影	效	要	1	0	1	要點	ȵ	iu	35	ȵiu35				
影	開	三	宵A	平	影	效	腰	0	0	0		j	iu	52	jiu52				
以	開	三	宵A	平	以	效	遙	0	0	0		j	iu	231	jiu231				
以	開	三	宵A	平	以	效	瑤	0	2	0									
以	開	三	宵A	平	以	效	搖	0	0	0		j	iu	231	jiu231				
以	開	三	宵A	平	以	效	陶	1	0	1	皋陶，古人名								
定	開	一	豪	平	端	效	陶	1	0	1	陶瓷	t	ou	231	tou231				
以	開	三	宵A	平	以	效	謠	0	0	0		j	iu	231	jiu231				
以	開	三	宵A	平	以	效	窯	0	0	0		j	iu	231	jiu231				
以	開	三	宵A	平	以	效	姚	0	1	0		j	iu	231	jiu231				
幫	開	三	宵A	平	幫	效	飆	0	2	0		p	iu	52	piu52				
幫	開	三	宵A	平	幫	效	標	0	0	0		p	iu	52	piu52				
並	開	三	宵A	平	幫	效	瓢	0	1	0		p	iu	231	piu231				
並	開	三	宵A	平	幫	效	飄	0	0	0		pʰ	iu	52	pʰiu52				
滂	開	三	宵A	平	幫	效	漂	1	0	1	漂泊	pʰ	iu	52	pʰiu52				
滂	開	三	宵A	去	幫	效	漂	1	0	1	漂亮	pʰ	iu	52	pʰiu52				
							漂					pʰ	iu	35	pʰiu35				漂白
滂	開	三	宵A	平	幫	效	瞟	0	2	0									
群	開	三	宵A	平	見	效	翹	1	1	1	翹首								
群	開	三	宵A	去	見	效	翹	1	1	1	翹起	h	ɛu	52	hɛu52				
清	開	三	宵A	上	精	效	悄	0	0	0		θ	iu	52	θiu52				
心	開	三	宵A	上	精	效	小	0	0	0		θ	iu	44	θiu44				
章	開	三	宵A	上	章	效	沼	0	1	0									
常	開	三	宵A	上	章	效	紹	0	0	0		tʃ	iu	213	tʃiu213				
書	開	三	宵A	上	章	效	少	1	0	1	多少	ʃ	iu	44	ʃiu44				
書	開	三	宵A	去	章	效	少	1	0	1	年少	ʃ	iu	35	ʃiu35				
日	開	三	宵A	上	日	效	擾	0	0	0		ŋ	iu	24	ŋiu24				
日	開	三	宵A	上	日	效	繞	0	0	0		ŋ	iu	24	ŋiu24				
明	開	三	宵A	上	幫	效	眇	0	3	0									
明	開	三	宵A	上	幫	效	渺	0	1	0		m	iu	35	miu35				
明	開	三	宵A	上	幫	效	吵	0	0	0		tʃʰ	au	35	tʃʰau35				
明	開	三	宵A	上	幫	效	秒	0	0	0		m	iu	35	miu35				
來	開	三	宵A	去	來	效	療	0	0	0		l	iu	231	liu231				
清	開	三	宵A	去	精	效	峭	0	1	0									
清	開	三	宵A	去	精	效	俏	0	1	0		tʰ	iu	35	tʰiu35				
心	開	三	宵A	去	精	效	肖	0	1	0									
心	開	三	宵A	去	精	效	笑	0	0	0		θ	iu	35	θiu35				
章	開	三	宵A	去	章	效	照	0	0	0		tʃ	iu	35	tʃiu35				
常	開	三	宵A	去	章	效	劭	0	2	0									
常	開	三	宵A	去	章	效	邵	0	2	0		ʃ	iu	213	ʃiu213				
影	開	三	宵A	去	影	效	約	0	0	0		j	ɛk	34	jɛk34				
以	開	三	宵A	去	以	效	曜	0	2	0									
以	開	三	宵A	去	以	效	耀	0	0	0		j	iu	213	jiu213				
明	開	三	宵A	去	幫	效	妙	0	0	0		m	iu	35	miu35				
知	開	三	宵B	平	知	效	朝	1	0	1	朝夕	tʃ	iu	52	tʃiu52				
澄	開	三	宵B	平	知	效	朝	1	0	1	朝廷	tʃ	iu	231	tʃiu231				
徹	開	三	宵B	平	知	效	超	0	0	0		tʃʰ	iu	52	tʃʰiu52				
澄	開	三	宵B	平	知	效	潮	0	0	0		tʃ	iu	231	tʃiu231				
澄	開	三	宵B	平	知	效	晁	0	2	0									
見	開	三	宵B	平	見	效	驕	0	0	0		k	iu	52	kiu52				
見	開	三	宵B	平	見	效	喬	0	0	0		k	iu	231	kiu231				
見	開	三	宵B	平	見	效	嬌	0	0	0		k	iu	52	kiu52				
曉	開	三	宵B	平	影	效	囂	0	1	0		h	iu	52	hiu52				
影	開	三	宵B	平	影	效	妖	0	0	0		j	iu	44	jiu44				
影	開	三	宵B	平	影	效	夭	0	1	0									
幫	開	三	宵B	平	幫	效	鑣	0	2	0									
明	開	三	宵B	平	幫	效	描	0	0	0		m	iu	231	miu231				
明	開	三	宵B	平	幫	效	苗	0	0	0		m	iu	231	miu231				
明	開	三	宵B	平	幫	效	貓	0	0	0		m	ɛu	52	mɛu52				
群	開	三	宵B	平	見	效	橋	0	0	0		k	iu	231	kiu231				
群	開	三	宵B	平	見	效	轎	0	0	0		k	iu	213	kiu213				
群	開	三	宵B	平	見	效	僑	0	0	0		k	iu	231	kiu231				
澄	開	三	宵B	上	知	效	趙	0	0	0		tʃ	iu	24	tʃiu24				
澄	開	三	宵B	上	知	效	兆	0	0	0		ʃ	iu	213	ʃiu213				
見	開	三	宵B	上	見	效	矯	0	1	0		k	iu	44	kiu44				
幫	開	三	宵B	上	幫	效	表	0	0	0		p	iu	44	piu44				
澄	開	三	宵B	去	知	效	召	1	0	1	召喚	tʃ	iu	213	tʃiu213				
常	開	三	宵A	去	章	效	召	1	0	1	召南								
							召					tʃ	iu	24	tʃiu24				召集
明	開	三	宵B	去	幫	效	廟	0	0	0		m	iu	213	miu213				
端	開	四	蕭	平	端	效	刁	0	1	0		t	iu	52	tiu52				
端	開	四	蕭	平	端	效	雕	0	0	0		t	iu	52	tiu52				
端	開	四	蕭	平	端	效	凋	0	2	0									
端	開	四	蕭	平	端	效	貂	0	2	0		t	iu	52	tiu52				
端	開	四	蕭	平	端	效	鵰	0	0	0									
透	開	四	蕭	平	端	效	挑	1	0	1	挑水	tʰ	iu	52	tʰiu52				
透	開	一	豪	平	端	效	挑	1	0	1	挑達								
定	開	四	蕭	平	端	效	跳	0	0	0		tʰ	iu	35	tʰiu35				
定	開	四	蕭	平	端	效	調	1	0	1	調味	t	iu	231	tiu231				
定	開	四	蕭	去	端	效	調	1	0	1	調動	t	iu	213	tiu213				
定	開	四	蕭	平	端	效	迢	0	2	0									
定	開	四	蕭	平	端	效	條	0	0	0		t	iu	231	tiu231				
來	開	四	蕭	平	來	效	聊	0	1	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	撩	0	1	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	嘹	0	1	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	瞭	1	1	1	瞭望	l	iu	231	liu231				
來	開	四	蕭	上	來	效	瞭	1	1	1	明瞭	l	iu	24	liu24				
來	開	四	蕭	平	來	效	遼	0	0	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	料	0	0	0		l	iu	213	liu213				
來	開	四	蕭	平	來	效	繚	0	1	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	寥	0	1	0									
來	開	四	蕭	平	來	效	僚	0	0	0		l	iu	231	liu231				
來	開	四	蕭	平	來	效	廖	0	2	0		l	iu	213	liu213				
