地点：浙江丽水景宁鹤溪 字表来源：《处州方言历史比较》《吴语处州方言的地理比较》 说明：部分字音补充自语保													
汉字	IPA	声调	备注								声调	调类	调值
石	zɿʔ	8											
颈	tʃiŋ	3											
轻	tʃʰiŋ	1											
缨	iŋ	1											
益	iʔ	7											
赢	iŋ	2											
亦	iʔ	8											
译	iʔ	8											
易	iʔ	8	贸～										
液	iʔ	8											
壁	piʔ	7											
姘	pʰiŋ	1											
拼	pʰiŋ	1											
劈	pʰiaʔ	7											
瓶	biŋ	2											
屏	biŋ	2											
並	biŋ	3	～非										
暝	mɛ	6	夜晚										
丁	tiŋ	1											
钉	tiŋ	1	名词										
顶	tiŋ	3											
钉	tiŋ	5	动词										
订	tiŋ	5											
的	tiʔ	7	目～										
滴	tiʔ	7											
厅	tʰiŋ	1											
听	tʰiŋ	5											
踢	tʰiʔ	7											
廷	diŋ	2											
停	diŋ	2											
亭	diŋ	2											
蜓	diŋ	2											
定	diŋ	6											
笛	diʔ	8											
敌	diʔ	8											
狄	diʔ	8											
宁	naŋ	2	～波										
宁	ɲiŋ	6	～可										
灵	liŋ	2											
零	liŋ	2											
铃	liŋ	2											
另	liŋ	6											
历	liʔ	8											
绩	tsɿʔ	7											
青	tʃʰiŋ	1	饭生										
蜻	tʃʰiŋ	1											
戚	tsʰɿʔ	7											
星	ʃiŋ	1											
腥	ʃiŋ	1											
醒	ʃiŋ	3											
锡	sɿʔ	7											
析	sɿʔ	7											
经	tʃiŋ	1											
击	tsɿʔ	7											
激	tsɿʔ	7											
吃	tʃʰiʔ	7											
形	iŋ	2											
刑	iŋ	2											
矿	kʰɔ̃	5											
横	uɛ	2	～直										
轰	xəŋ	1											
宏	ŋ	2											
获	uɑʔ	8											
劃	uaʔ	8	～线										
兄	ʃyəŋ	1											
荣	yəŋ	2											
永	yəŋ	3											
泳	yəŋ	6											
琼	dʒyəŋ	2											
营	yəŋ	2											
疫	iʔ	8											
役	iʔ	8											
萤	iŋ	2											
扑	pʰɔuʔ	7											
□	pʰəŋ	1	用鼻子闻										
篷	bəŋ	2											
蓬	bəŋ	2											
蒙	məŋ	2											
懵	məŋ	3											
木	mʔ	8											
东	təŋ	1											
董	təŋ	3											
懂	təŋ	3											
冻	təŋ	5											
栋	təŋ	5											
通	tʰəŋ	1											
桶	dəŋ	3											
捅	tʰəŋ	3											
痛	tʰəŋ	5											
秃	tʰɐɯʔ	7											
同	dəŋ	2											
铜	dəŋ	2											
桐	dəŋ	2											
筒	dəŋ	2											
童	dəŋ	2											
动	dəŋ	3											
洞	dəŋ	6											
独	dɐɯʔ	8											
读	dɐɯʔ	8											
笼	ləŋ	2											
聋	ləŋ	2											
拢	ləŋ	3											
弄	ləŋ	6											
鹿	lɐɯʔ	8											
禄	lɐɯʔ	6											
簏	lɐɯʔ	8											
棕	tsəŋ	1											
总	tsəŋ	3											
粽	tsəŋ	5											
聪	tsʰəŋ	1											
葱	tsʰəŋ	1											
囱	tʃʰiaŋ	1											
族	zɐɯʔ	8											
送	səŋ	5											
速	sɐɯʔ	7											
公	kəŋ	1											
蚣	kəŋ	1											
工	kəŋ	1											
功	kəŋ	1											
攻	kəŋ	1											
贡	kəŋ	5											
谷	kuʔ	7											
空	kʰəŋ	1	形容词										
孔	kʰəŋ	3											
控	kʰəŋ	5											
空	kʰəŋ	5	名词										
哭	kʰuʔ	7	文										
烘	xəŋ	1											
哄	xəŋ	3											
红	ŋ	2											
洪	ŋ	2											
翁	ŋ	1											
屋	uʔ	7											
冬	təŋ	1											
督	tiɐɯʔ	7											
统	tʰəŋ	3											
毒	dɐɯʔ	8											
农	nəŋ	2											
脓	nəŋ	2											
宗	tsəŋ	1											
鬆	səŋ	1	轻～										
宋	səŋ	5											
风	fəŋ	1											
枫	fəŋ	1											
疯	fəŋ	1											
福	fuʔ	7											
幅	fuʔ	7											
腹	fuʔ	7	文										
丰	fəŋ	1											
覆	pʰuʔ	7											
冯	vəŋ	2											
凤	vəŋ	6											
服	vuʔ	8											
伏	vuʔ	8	～倒										
复	fuʔ	7											
梦	məŋ	6											
目	mʔ	8											
穆	mʔ	8											
牧	mʔ	8											
隆	ləŋ	2											
六	liɯʔ	8											
陆	lɐɯʔ	8											
肃	ʃiɯʔ	7											
宿	ʃiɔuʔ	7	住～、星～										
中	tyəŋ	1											
中	ty	1	～央：中间										
央	ɔ̃	1	中～：中间										
中	tʃyəŋ	1	～国、党～央										
忠	tʃyəŋ	1											
竹	tiɯʔ	7											
筑	tʃiɯʔ	7											
虫	dʒyəŋ	2											
轴	dʒiɯʔ	8											
崇	zəŋ	2											
缩	ʃiɔuʔ	7											
终	tʃyəŋ	1											
众	tʃyəŋ	5											
祝	tʃiɯʔ	7											
粥	tʃiɯʔ	7											
充	tʃʰyəŋ	1											
铳	tʃʰyəŋ	5											
叔	ʃiɯʔ	7											
熟	ʒiɯʔ	8											
绒	zəŋ	2											
肉	ɲiɯʔ	8											
弓	tʃyəŋ	1											
弓	kəŋ	1											
躬	tʃyəŋ	1											
躬	kəŋ	1											
宫	tʃyəŋ	1											
宫	kəŋ	1											
菊	tʃiɯʔ	7											
麯	tʃʰiɯʔ	7	酒～										
穷	dʒyəŋ	2											
蓄	ʃiɯʔ	7	储～										
熊	yəŋ	2											
雄	yəŋ	2											
育	iɯʔ	8											
封	fəŋ	1											
峰	fəŋ	1											
蜂	fəŋ	1											
锋	fəŋ	1											
捧	pʰəŋ	3											
缝	vəŋ	2	动词										
缝	vəŋ	6	名词										
浓	ɲiɔ̃	2											
龙	liɔ̃	2											
绿	liɔuʔ	8											
足	tʃiɔuʔ	7											
促	tʃʰiɔuʔ	7											
从	ʒiɔ̃	2											
粟	ʃiɔuʔ	7											
松	ʒiɔ̃	2	～树										
松	səŋ	1	～香										
颂	səŋ	5											
续	ʒiɔuʔ	8											
俗	ʒiɔuʔ	8											
重	dʒyəŋ	2	～复										
重	dʒyəŋ	3	轻～										
钟	tʃiɔ̃	1											
种	tʃiɔ̃	3	名词										
肿	tʃiɔ̃	3											
种	tʃiɔ̃	5	动词										
烛	tʃiɔuʔ	7											
冲	tʃʰyəŋ	1											
触	tʃʰiɔuʔ	7											
赎	ʒiɔuʔ	8											
舂	yəŋ	1											
束	ʃiɔuʔ	7											
蜀	ʒiɔuʔ	8											
属	ʒiɔuʔ	8											
褥	ʒiɔuʔ	8											
巩	kəŋ	3											
曲	tʃʰiɔuʔ	7	歌～										
共	dʒiɔ̃	6	一样、～产党										
局	dʒiɔuʔ	8											
玉	ɲiɔuʔ	8											
胸	ʃiɔ̃	1											
凶	ʃiɔ̃	1											
雍	iɔ̃	1											
拥	iɔ̃	1											
容	iɔ̃	2											
蓉	iɔ̃	2											
庸	iɔ̃	2											
勇	iɔ̃	3											
用	iɔ̃	6											
浴	ɔuʔ	8											
拖	tʰa	1											
嫲	məu	2	鸡～：母鸡										
□	xɔ̃	1	鸡～：公鸡										
猢	u	3	～狲：猴子										
狲	sə	1											
□	tæi	2	蛙蟆～：蝌蚪										
蟑	tʃiɛ	1											
□	zɑʔ	8	蟑～：蟑螂										
□	kɑɔ	1a	～虱：臭虫										
呀	ŋa	3	～～叮：蝉										
叮	iŋ	1a	呀呀～：蝉										
燕	iɛ	1a	燕子										
翼	i	1a	～□sɔuʔ3：翅膀										
□	sɔuʔ	7a	翼～：翅膀										
啄	tɐɯʔ	7	～木鸟										
□	əu	3	～鹊：喜鹊										
蝴	u	2											
□	liɛ	1a	～□piɛ33：蜥蜴										
□	biɛ	3	□liɛ55～：蜥蜴										
□	gəu	1a	～鱼：鲶鱼										
□	guɑʔ	8a	黄～□tiŋ55：昂刺鱼										
□	tiŋ	1a	黄□guɑʔ2～：昂刺鱼										
斑	pɑ	1											
鳢	li	1a	乌～□kɑɔ33：乌鳢鱼										
□	kɑɔ	3	乌鳢～：乌鳢鱼										
蛳	sɿ	1											
蚶	xə	1	河蚌										
兰	laŋ	3	马～头										
蕨	dʒiɐɯʔ	8	～菜										
大	da	6	～蒜、～家：婆婆										
萝	ləu	2											
豌	uɑ	1b	～豆：蚕豆										
□	vaŋ	2	～豆：四季豆										
菇	ku	1											
苹	biŋ	2	～果										
莓	mæi	2											
□	ɲiɯ	1a	大毛～：野草莓										
□	dzaŋ	3	～梨：猕猴桃										
□	dʒi	3	～□dəu31：金樱子										
□	dəu	2	□dʒi33～：金樱子										
箬	ɲiaʔ	8	箬叶										
槠	tʃi	3	苦～										
□	dʒyəŋ	2	～树：乌桕树										
樨	ʃi	1	木～花：桂花										
□	tʃiɛ	3	～□mɑɔ55花：杜鹃花										
□	mɑɔ	1a	□tʃiɛ33～花：杜鹃花										
子	sɿ	3	栀～：栀子花										
□	dzaʔ	8	～子：橡子										
□	pʰɑɔ	1	茶子～：茶桃										
□	xə	1	暗～：晚上，晚饭										
砂	səu	1											
饮	ɲiaŋ	1a	～汤：米汤										
馃	kəu	3											
糍	zɿ	2											
碱	tʃiɛ	1a	～馃：黄米馃										
□	dy	2	～露：雾										
□	saŋ	5	天～：天气										
□	daŋ	5	～雨：下雨、～雪：下雪										
□	diɑɔ	3	～龙：闪电										
霰	saʔ	7	雪～：雪子										
□	ləu	2	冰～：冰										
间	kɔ̃	3	冬～头：冬天、暝～：夜里										
□	mɛʔ	7	昨～：昨天										
□	iʔ	7	这										
□	tæi	1a	相当于“这里”“那里”的“里”										
□	aʔ	7	那										
□	tsʰæi	1a	哪										
□	tsʰaʔ	7	～样好：怎么办										
□	ga	1c	做～□ʃi33：为什么										
□	ʃi	3	做□ga21～事：为什么										
□	la	2	我～：我们										
来	la	2	十～个、百～个										
□	taŋ	1	一～柴：一棵树										
□	nəu	2	一～：一拃										
颌	gaŋ	2	下～：下巴										
□	pʰiaʔ	7	～手：左手										
畚	pə	1a	～箕										
背	piʔ	7	背脊～：背										
□	kɑɔ	2	冻～：感冒										
泻	ʃiəu	5											
□	kʰɐɯ	3	哑～：哑巴										
佬	lɑɔ	3											
耳	ɲia	3	～朵聋：聋子										
媛	yə	3	～主客:女人										
□	mæi	5	儿子、男孩										
囡	nɛ	1a	女儿、女孩										
囝	kɛ	3	细～儿：小孩										
□	məu	3	老～：老婆										
□	dzaŋ	3	门～：门槛										
□	kʰɑɔ	1a	～剪：剪刀										
子	tʃi	3	箆～										
□	lɛ	1a	～桶：水桶										
坋	faŋ	1	𢄺～：擦桌布										
称	tʃʰiŋ	5	名词										
□	taʔ	7	鱼钓～：鱼钩										
篮	lɔ̃	2	菜～：篮子										
甑	tʃiŋ	5	饭～										
□	ɲiɐɯʔ	7	眨眼										
擤	ʃiŋ	3											
□	pʰi	5	鼻头～：鼻涕										
装	tʃiɔ̃	1	～䏘：性交										
□	kə	1	扫地～：扫地										
东	nəŋ	1	～西										
□	tsʰæi	1a	～樵：砍柴										
剖	pʰɑ	1a	～鱼：杀鱼										
产	tsʰɔ̃	3	生～										
□	nɛ	2	～饭：做饭、～菜：烧菜										
□	tʰɑʔ	7	煎（饼）										
□	pʰɑɔ	5	炸（油条）										
㔶	kaŋ	3	盖										
□	liɛ	3	舔										
拆	tsʰaʔ	7											
叠	diaʔ	8											
𤖼	pʰaʔ	7	撕										
□	pʰɔ̃	3	树～：树枝										
拗	ŋaʔ	7	～铁丝：折铁丝、～树枝：折树枝										
□	kʰəʔ	7	压										
□	læi	6	掉										
□	ʃiɐɯʔ	7	扔（把东西扔了）										
□	kɔ̃	5	扔（扔小石子）										
□	guɑ	3	提										
扭	ɲiɯ	3											
□	gɑʔ	8	挤										
□	dʒiaʔ	8	抱（孩子）										
□	tʃyə	3	～巴掌：打耳光										
□	gəʔ	6	畚箕～：小孩夭折后放在畚箕里弃之山野，詈词										
□	kʰɐɯ	3	打～顶：指背击										
□	liɛʔ	8	跑										
□	pəu	3	～倒：跌倒										
□	bɑ	2	迈										
庄	tiɔ̃	1	做～：坐庄										
□	dʒiŋ	2	～□dzɔ̃31白：手心手背										
□	dzɔ̃	2	□dʒiŋ31～白：手心手背										
□	tʃiŋ	1	嫌～：嫌弃										
落	la	6	忘记										
□	lɑɔ	2	～处里：在家里										
□	zɑɔ	2	乖										
潭	duə	2	湿										
粗	tsʰɿ	1	～糙										
着	dʒia	1a	～力：累										
憨	xə	1	傻										
快	kʰɑɔ	1a	～活：高兴										
荫	aŋ	5	暗										
□	pʰæi	3	无～：下流										
霉	mæi	2											
谱	pʰu	1a	家～										
□	lɔuʔ	8	～□sɔuʔ5：垃圾										
□	sɔuʔ	7	□lɔuʔ23～：垃圾										
固	ku	5	～未：还没										
□	gaʔ	8b	～事：什么										
□	lɛ	7a	几～：多少										
钱	diɛ	2											
□	ʃiʔ	7a	便宜粒～：便宜点										
个	kɛ	7a	着～：可以的，表应答										
着	tiʔ	7	～个：可以的，表应答										
罢	ba	0	助词，了，只能用于句末										
啊	a	0											
□	ka	0	相当于“吗”，是“个啊”的合音										
□	təʔ	8a	跟，今天～昨天比										
□	zəʔ	8	和，我～你										
哇	ua	0											
便	bɛʔ	8a	只，～有一个										
□	kɑ	0	助词，了，渠来～三日罢										
共	gəŋ	6	文										
恭	kəŋ	1											
畜	tʃʰiɐɯʔ	7	～生										
贞	tsaŋ	1											
影	iaŋ	3	文										
梗	kɛ	3	文										
侧	tsʰɐɯʔ	7	文										
猛	maŋ	3											
狂	iɔ̃	2											
绑	pɔ̃	3											
日	ɲiɐɯʔ	8	～本										
绝	dʒyəʔ	8											
顽	uɑ	6											
孽	ɲiɛʔ	8											
围	y	2											
位	uæi	6	文										
飞	fi	1	文										
肥	vi	2	文										
费	fi	5											
肺	fi	5											
坏	uɑ	6											
龟	kuæi	1	文										
桂	kuæi	5	文										
契	tʃʰi	5											
系	ʃi	5											
梯	tʰi	1	文										
渠	dʒy	2											
猪	tʃy	1	文										
□	uəʔ	7	淹										
沙	sa	1	～子										
坌	baŋ	3	～尘：灰尘										
还	a	6	也										
亦	iʔ	8	又										
□	ɲia	3	□ga13～地方：什么地方										
□	saŋ	5	刚，我～到										
□	piɛʔ	7	花～：花蕾										
□	ɐɯ	1	水～：水沟										
□	tʃiɛ	1a	吃谷～：麻雀										
□	i	3	～～蚁：蚂蚁										
□	ə	1	～䘆：蚯蚓										
鲢	liɛ	2											
牯	ku	3											
驴	ly	2											
啼	di	2	公鸡叫										
寮	liɑɔ	2	茅草～										
桁	uɛ	3	～条：檩										
□	pɑɔ	1b	～簏：抽屉										
盂	y	2	面～：脸盆										
芫	iɛ	3	～荽：香菜										
荽	ʃy	1	芫～：香菜										
□	xə	5	蒸										
□	tsɛ	5	噎										
澜	lɑ	2	口～水：口水										
□	tʃʰiɛ	1	指头～：食指										
膊	pɔuʔ	7											
髁	kʰu	1a	脚～头：膝盖										
□	pu	5	蚊子咬后形成的疙瘩										
□	ʃiɛ	1	老鸦～：狐臭										
癣	ʃiɛ	3											
灸	tʃiɯ	5											
枋	fɔ̃	1	棺材										
□	tʃiɑɔ	3	～坟：上坟										
乞	kʰə	3	讨饭～：乞丐										
癫	tiɛ	1											
□	m	3	担～：扁担										
□	ŋɑ	3	砚～：砚										
砚	yə	1a											
合	kəʔ	7	～算、闭眼										
锣	ləu	2											
□	ɲiŋ	3	做～猜：猜谜语										
□	dæi	0	去亲戚～：走亲戚										
□	pɛ	1	张开										
□	gɑʔ	8	嚼										
□	pʰɔuʔ	7	～嘴：亲嘴										
□	tʃʰyə	1	伸										
□	tʃyəʔ	7	拧（螺丝）										
□	liaʔ	8	拧（毛巾）										
□	tsʰɑɔ	1	推										
□	iɛ	1	躲藏										
□	dʒyɑʔ	8	倒										
□	xuæi	5	打花～：打哈欠										
撬	tʃʰiɑɔ	3											
鼾	xə	1	打～										
挣	tsɔ̃	3	赚										
掺	tsʰaŋ	1											
□	iaʔ	7	拿										
□	a	3	打～□tʃʰi35：打喷嚏										
□	tʃʰi	5	打□a33～：打喷嚏										
□	sɑʔ	7	非常										
□	bu	2	一～花：一朵花										
□	ʒiɐɯʔ	8	小～：小气										
□	xua	1	煮烂										
