"t0序"	"t0用字"	"记音"	"备注"
"1472"	"胞"	"pɑu1"	""
"1473"	"苞"	"pɑu1"	""
"1474"	"飽"	"pɑu3"	""
"1475"	"豹"	"pɑu5"	""
"1476"	"爆"	"pɑu5"	""
"1477"	"泡"	"pʰɑu1"	""
"1478"	"抛"	"pʰɑu1"	""
"1479"	"脬"	"pʰɑu1"	""
"1480"	"炮"	"pʰɑu5"	""
"1481"	"泡"	"pʰɑu5"	""
"1482"	"跑"	"pʰɑu3"	""
"1483"	"刨"	"pʰɑu2"	""
"1484"	"麅"	"pʰɑu2"	""
"1485"	"匏"	"pʰɑu2"	""
"1486"	"鲍"	"pɑu5"	""
"1487"	"鉋"	"pɑu5"	""
"1488"	"茅"	"mɑu2"	""
"1489"	"貓"	"mɑu1"	""
"1489"	"貓"	"miɑu1"	""
"1490"	"錨"	"mɑu2"	""
"1491"	"卯"	"mɑu3"	""
"1492"	"貌"	"mɑu5"	""
"1493"	"鐃"	"zɑu2"	""
"1494"	"撓"	"lɑu2"	""
"1495"	"鬧"	"lɑu5"	""
"1496"	"罩"	"ʦɑu5"	""
"1497"	"櫂"	"ʦɑu5"	""
"1498"	"抓"	"ʦua1"	""
"1499"	"爪"	"ʦua3"	""
"1500"	"找"	"ʦɑu3"	""
"1501"	"笊"	"ʦɑu5"	""
"1502"	"抄"	"ʦʰɑu1"	""
"1503"	"鈔"	"ʦʰɑu1"	""
"1504"	"炒"	"ʦʰɑu3"	""
"1505"	"吵"	"ʦʰɑu3"	""
"1506"	"巢"	"ʦʰɑu2"	""
"1507"	"梢"	"sɑu1"	""
"1508"	"捎"	"sɑu1"	""
"1509"	"筲"	"sɑu1"	""
"1510"	"稍"	"sɑu1"	""
"1511"	"潲"	"sɑu5"	""
"1513"	"哨"	"sɑu5"	""
"1514"	"交"	"ʨiɑu1"	""
"1514"	"交"	"kɑu1"	""
"1515"	"郊"	"ʨiɑu1"	""
"1516"	"茭"	"ʨiɑu1"	""
"1517"	"蛟"	"ʨiɑu1"	""
"1518"	"膠"	"ʨiɑu1"	""
"1520"	"絞"	"ʨiɑu3"	""
"1521"	"狡"	"ʨiɑu3"	""
"1522"	"鉸"	"ʨiɑu3"	""
"1523"	"攪"	"ʨiɑu3"	""
"1523"	"攪"	"kɑu2"	""
"1524"	"搞"	"kɑu3"	""
"1525"	"教"	"ʨiɑu5"	""
"1526"	"校"	"kɑu5"	""
"1527"	"較"	"ʨiɑu5"	""
"1528"	"酵"	"ʨiɑu5"	""
"1529"	"窖"	"kɑu5"	""
"1530"	"覺"	"ʨiɑu5"	""
"1530"	"覺"	"kɑu5"	""
"1531"	"珓"	"ʨiɑu5"	""
"1532"	"敲"	"ʨʰiɑu1"	""
"1532"	"敲"	"kʰɑu1"	""
"1533"	"骹"	"ʨiɑu1"	""
"1534"	"巧"	"ʨʰiɑu3"	""
"1535"	"咬"	"ŋɑu3"	""
"1535"	"咬"	"iɑu3"	""
"1537"	"哮"	"ɕiɑu5"	""
"1538"	"孝"	"ɕiɑu5"	""
"1539"	"肴"	"iɑu2"	""
"1540"	"淆"	"ɕiɑu2"	""
"1541"	"效"	"ɕiɑu5"	""
"1542"	"校"	"ɕiɑu5"	""
"1544"	"坳"	"ŋɑu5"	""
"1545"	"凹"	"ŋɑu1"	""
"1546"	"拗"	"ŋɑu5"	""
"1547"	"靿"	"ŋɑu5"	""
"1548"	"臕"	"piɑu1"	""
"1549"	"標"	"piɑu1"	""
"1550"	"表"	"piɑu3"	""
"1551"	"錶"	"piɑu3"	""
"1552"	"婊"	"piɑu3"	""
"1553"	"飄"	"pʰiɑu1"	""
"1554"	"漂"	"pʰiɑu5"	""
"1555"	"票"	"pʰiɑu5"	""
"1556"	"漂"	"pʰiɑu1"	""
"1557"	"瓢"	"pʰiɑu2"	""
"1558"	"嫖"	"pʰiɑu2"	""
"1559"	"薸"	"pʰiɑu2"	""
"1560"	"鰾"	"pʰiɑu1"	""
"1561"	"苗"	"miɑu2"	""
"1562"	"描"	"miɑu2"	""
"1563"	"貓"	"miɑu2"	""
"1564"	"藐"	"miɑu3"	""
"1565"	"渺"	"miɑu3"	""
"1566"	"秒"	"miɑu3"	""
"1567"	"廟"	"miɑu5"	""
"1568"	"妙"	"miɑu5"	""
"1569"	"燎"	"liɑu1"	""
"1570"	"燎"	"liɑu3"	""
"1571"	"療"	"liɑu5"	""
"1572"	"焦"	"ʨiɑu1"	""
"1573"	"蕉"	"ʨiɑu1"	""
"1574"	"礁"	"ʨiɑu1"	""
"1575"	"椒"	"ʨiɑu1"	""
"1576"	"剿"	"ʨiɑu3"	""
"1577"	"醮"	"ʨiɑu5"	""
"1578"	"鍬"	"ʨʰiɑu1"	""
"1579"	"繰"	"ʨʰiɑu1"	""
"1580"	"悄"	"ʨʰiɑu1"	""
"1581"	"俏"	"ʨʰiɑu5"	""
"1582"	"偢"	"ʨʰiɑu5"	""
"1583"	"樵"	"ʨʰiɑu2"	""
"1584"	"瞧"	"ʨʰiɑu2"	""
"1585"	"憔"	"ʨʰiɑu2"	""
"1586"	"噍"	"ʨʰiɑu5"	""
"1587"	"消"	"ɕiɑu1"	""
"1588"	"宵"	"ɕiɑu1"	""
"1589"	"霄"	"ɕiɑu1"	""
"1590"	"硝"	"ɕiɑu1"	""
"1591"	"銷"	"ɕiɑu1"	""
"1592"	"逍"	"ɕiɑu1"	""
"1593"	"小"	"ɕiɑu3"	""
"1594"	"笑"	"ɕiɑu5"	""
"1595"	"鞘"	"ɕiɑu5"	""
"1596"	"肖"	"ɕiɑu5"	""
"1597"	"朝"	"ʦɑu1"	""
"1598"	"超"	"ʦʰɑu1"	""
"1599"	"朝"	"ʦʰɑu2"	""
"1600"	"潮"	"ʦʰɑu2"	""
"1601"	"嘲"	"ʦʰɑu2"	""
"1602"	"趙"	"ʦɑu5"	""
"1603"	"兆"	"ʦɑu5"	""
"1604"	"召"	"ʦɑu5"	""
"1605"	"昭"	"ʦɑu1"	""
"1606"	"招"	"ʦɑu1"	""
"1607"	"沼"	"ʦɑu3"	""
"1608"	"照"	"ʦɑu5"	""
"1609"	"詔"	"ʦɑu5"	""
"1610"	"燒"	"sɑu1"	""
"1611"	"少"	"sɑu3"	""
"1612"	"少"	"sɑu5"	""
"1613"	"韶"	"sɑu2"	""
"1614"	"紹"	"sɑu5"	""
"1615"	"邵"	"sɑu5"	""
"1616"	"饒"	"zɑu2"	""
"1617"	"橈"	"iɑu2"	""
"1618"	"擾"	"zɑu3"	""
"1619"	"繞"	"zɑu3"	""
"1620"	"繞"	"zɑu5"	""
"1621"	"驕"	"ʨiɑu1"	""
"1622"	"嬌"	"ʨiɑu1"	""
"1623"	"矯"	"ʨiɑu3"	""
"1624"	"侥"	"ʨiɑu3"	""
"1625"	"喬"	"ʨʰiɑu2"	""
"1626"	"僑"	"ʨʰiɑu2"	""
"1627"	"橋"	"ʨʰiɑu2"	""
"1628"	"蕎"	"ʨʰiɑu2"	""
"1629"	"轎"	"ʨiɑu5"	""
"1630"	"翹"	"ʨʰiɑu5"	""
"1630"	"翹"	"ʨʰiɑu1"	""
"1631"	"枵"	"ɕiɑu1"	""
"1632"	"囂"	"ɕiɑu1"	""
"1633"	"妖"	"iɑu1"	""
"1634"	"夭"	"iɑu1"	""
"1635"	"邀"	"iɑu1"	""
"1636"	"腰"	"iɑu1"	""
"1637"	"要"	"iɑu1"	""
"1638"	"要"	"iɑu5"	""
"1639"	"摇"	"iɑu2"	""
"1640"	"謡"	"iɑu2"	""
"1641"	"遥"	"iɑu2"	""
"1642"	"瑶"	"iɑu2"	""
"1643"	"窰"	"iɑu2"	""
"1644"	"姚"	"iɑu2"	""
"1645"	"舀"	"iɑu3"	""
"1646"	"耀"	"iɑu5"	""
"1647"	"鷂"	"iɑu5"	""
"1648"	"刁"	"tiɑu1"	""
"1649"	"貂"	"tiɑu1"	""
"1650"	"雕"	"tiɑu1"	""
"1651"	"凋"	"tiɑu1"	""
"1652"	"鳥"	"tiɑu3"	""
"1652"	"鳥"	"ȵiɑu3"	""
"1653"	"釣"	"tiɑu5"	""
"1654"	"弔"	"tiɑu5"	""
"1655"	"吊"	"tiɑu5"	""
"1656"	"挑"	"tʰiɑu1"	""
"1657"	"跳"	"tʰiɑu5"	""
"1658"	"糶"	"tʰiɑu5"	""
"1659"	"條"	"tʰiɑu2"	""
"1660"	"調"	"tʰiɑu2"	""
"1661"	"跳"	"tʰiɑu2"	""
"1662"	"笤"	"tʰiɑu2"	""
"1663"	"苕"	"tʰiɑu2"	""
"1663"	"苕"	"sɑu2"	""
"1664"	"迢"	"tʰiɑu2"	""
"1665"	"掉"	"tiɑu5"	""
"1666"	"調"	"tiɑu5"	""
"1668"	"藋"	"tiɑu5"	""
"1669"	"铞"	"tiɑu5"	""
"1670"	"尿"	"ȵiɑu5"	""
"1670"	"尿"	"ɕy1"	""
"1671"	"聊"	"liɑu2"	""
"1672"	"遼"	"liɑu2"	""
"1673"	"撩"	"liɑu2"	""
"1674"	"潦"	"liɑu2"	""
"1675"	"僚"	"liɑu2"	""
"1676"	"寥"	"liɑu2"	""
"1677"	"了"	"liɑu3"	""
"1677"	"了"	"lɐ3"	""
"1678"	"瞭"	"liɑu2"	""
"1679"	"料"	"liɑu5"	""
"1680"	"尥"	"liɑu5"	""
"1681"	"镣"	"liɑu5"	""
"1682"	"蕭"	"ɕiɑu1"	""
"1683"	"簫"	"ɕiɑu1"	""
"1684"	"瀟"	"ɕiɑu1"	""
"1685"	"篠"	"ɕiɑu3"	""
"1686"	"澆"	"ʨiɑu1"	""
"1687"	"繳"	"ʨiɑu3"	""
"1688"	"僥"	"ʨiɑu3"	""
"1689"	"叫"	"ʨiɑu5"	""
"1689"	"叫"	"kɑu5"	""
"1690"	"撬"	"ʨʰiɑu1"	""
"1691"	"竅"	"ʨʰiɑu5"	""
"1692"	"堯"	"ȵiɑu2"	""
"1693"	"曉"	"ɕiɑu3"	""
"1694"	"么"	"iɑu1"	""
"1695"	"吆"	"iɑu1"	""
"1696"	"杳"	"iɑu3"	""
"1697"	"剖"	"pʰo3"	""
"1698"	"某"	"məŋ3"	""
"1699"	"畝"	"məŋ3"	""
"1700"	"牡"	"məŋ3"	""
"1701"	"母"	"mu3"	""
"1702"	"拇"	"mu3"	""
"1703"	"戊"	"mu5"	""
"1704"	"茂"	"məŋ5"	""
"1705"	"貿"	"məŋ5"	""
"1706"	"兜"	"təu1"	""
"1707"	"斗"	"təu3"	""
"1708"	"抖"	"tʰəu3"	""
"1709"	"陡"	"təu3"	""
"1710"	"鬥"	"təu5"	""
"1711"	"偷"	"tʰəu1"	""
"1712"	"敨"	"tʰəu3"	""
"1713"	"透"	"tʰəu5"	""
"1714"	"頭"	"tʰəu2"	""
"1714"	"頭"	"təu1"	""
"1715"	"投"	"tʰəu2"	""
"1716"	"骰"	"tʰəu2"	""
"1717"	"豆"	"təu5"	""
"1718"	"逗"	"təu5"	""
"1719"	"痘"	"təu5"	""
"1720"	"脰"	"təu5"	""
"1721"	"婁"	"ləu2"	""
"1722"	"樓"	"ləu2"	""
"1723"	"摟"	"ləu2"	""
"1724"	"耬"	"ləu2"	""
"1725"	"簍"	"ləu3"	""
"1726"	"摟"	"ləu3"	""
"1727"	"漊"	"ləu3"	""
"1728"	"漏"	"ləu5"	""
"1729"	"陋"	"ləu5"	""
"1730"	"走"	"ʦəu3"	""
"1731"	"奏"	"ʦəu5"	""
"1732"	"湊"	"ʦʰəu5"	""
"1732"	"湊"	"təu5"	""
"1733"	"叟"	"səu3"	""
"1734"	"嗽"	"səu5"	""
"1735"	"勾"	"kəu1"	""
"1736"	"鉤"	"kəu1"	""
"1737"	"溝"	"kəu1"	""
"1738"	"狗"	"kəu3"	""
"1739"	"苟"	"kəu3"	""
"1740"	"垢"	"kəu3"	""
"1741"	"彀"	"kəu5"	""
"1742"	"够"	"kəu5"	""
"1743"	"構"	"kəu5"	""
"1744"	"購"	"kəu5"	""
"1745"	"勾"	"kəu5"	""
"1746"	"摳"	"kʰəu1"	""
"1747"	"瞘"	"kʰəu1"	""
"1748"	"口"	"kʰəu3"	""
"1749"	"叩"	"kʰəu5"	""
"1750"	"扣"	"kʰəu5"	""
"1751"	"寇"	"kʰəu5"	""
"1752"	"藕"	"ŋəu3"	""
"1753"	"偶"	"ŋəu3"	""
"1754"	"偶"	"ŋəu5"	""
"1755"	"吼"	"xəu3"	""
"1756"	"侯"	"xəu2"	""
"1757"	"喉"	"xəu2"	""
"1758"	"猴"	"xəu2"	""
"1759"	"瘊"	"xəu2"	""
"1760"	"後"	"xəu5"	""
"1761"	"厚"	"xəu5"	""
"1762"	"后"	"xəu5"	""
"1763"	"候"	"xəu5"	""
"1764"	"鲎"	"xəu5"	""
"1765"	"歐"	"ŋəu1"	""
"1766"	"甌"	"ŋəu1"	""
"1767"	"謳"	"ŋəu1"	""
"1768"	"區"	"ŋəu1"	""
"1769"	"鷗"	"ŋəu1"	""
"1770"	"嘔"	"ŋəu3"	""
"1771"	"毆"	"ŋəu3"	""
"1772"	"漚"	"ŋəu5"	""
"1773"	"慪"	"ŋəu5"	""
"1774"	"否"	"fəu3"	""
"1775"	"富"	"fu5"	""
"1776"	"副"	"fu5"	""
"1777"	"浮"	"fu2"	""
"1778"	"婦"	"fu5"	""
"1779"	"負"	"fu5"	""
"1780"	"阜"	"fu5"	""
"1781"	"復"	"fu5"	""
"1782"	"謀"	"məŋ2"	""
"1783"	"矛"	"mɑu2"	""
"1784"	"紐"	"ȵiəu3"	""
"1785"	"扭"	"ȵiəu3"	""
"1786"	"流"	"liəu3"	""
"1787"	"劉"	"liəu2"	""
"1788"	"留"	"liəu2"	""
"1789"	"榴"	"liəu2"	""
"1790"	"瘤"	"liəu2"	""
"1791"	"硫"	"liəu2"	""
"1792"	"琉"	"liəu2"	""
"1793"	"柳"	"liəu3"	""
"1794"	"溜"	"liəu1"	""
"1795"	"餾"	"liəu2"	""
"1796"	"廖"	"liɑu5"	""
"1797"	"揫"	"ʨiəu1"	""
"1798"	"鬏"	"ʨiəu1"	""
"1799"	"酒"	"ʨiəu3"	""
"1800"	"秋"	"ʨʰiəu1"	""
"1801"	"鞦"	"ʨʰiəu1"	""
"1802"	"鰍"	"ʨʰiəu1"	""
"1803"	"就"	"ʨiəu5"	""
"1803"	"就"	"təu5"	""
"1804"	"修"	"ɕiəu1"	""
"1805"	"羞"	"ɕiəu1"	""
"1806"	"秀"	"ɕiəu5"	""
"1807"	"繡"	"ɕiəu5"	""
"1808"	"宿"	"ɕiəu5"	""
"1809"	"銹"	"ɕiəu5"	""
"1810"	"囚"	"ɕiəu2"	""
"1811"	"泅"	"ɕiəu2"	""
"1812"	"袖"	"ɕiəu5"	""
"1813"	"肘"	"ʦəu3"	""
"1814"	"晝"	"ʦəu5"	""
"1815"	"抽"	"ʦʰəu1"	""
"1816"	"丑"	"ʦʰəu3"	""
"1817"	"綢"	"ʦʰəu2"	""
"1818"	"稠"	"ʦʰəu2"	""
"1819"	"籌"	"ʦʰəu2"	""
"1820"	"紂"	"ʦəu5"	""
"1821"	"宙"	"ʦəu5"	""
"1822"	"鄒"	"ʦəu1"	""
"1823"	"掫"	"ʦəu1"	""
"1824"	"皺"	"ʦʊŋ5"	""
"1825"	"縐"	"ʦʊŋ5"	""
"1826"	"搊"	"ʦʰəu1"	""
"1827"	"矁"	"ʨʰio3"	""
"1828"	"愁"	"ʦʰəu2"	""
"1829"	"驟"	"ʦəu5"	""
"1830"	"搜"	"səu1"	""
"1831"	"颼"	"səu1"	""
"1832"	"餿"	"səu1"	""
"1833"	"蒐"	"səu1"	""
"1834"	"瘦"	"səu5"	""
"1835"	"漱"	"su5"	""
"1836"	"周"	"ʦəu1"	""
"1837"	"舟"	"ʦəu1"	""
"1838"	"州"	"ʦəu1"	""
"1839"	"洲"	"ʦəu1"	""
"1840"	"帚"	"ʦəu3"	""
"1841"	"咒"	"ʦəu5"	""
"1842"	"醜"	"ʦʰəu3"	""
"1843"	"臭"	"ʦʰəu5"	""
"1844"	"收"	"səu1"	""
"1845"	"手"	"səu3"	""
"1846"	"首"	"səu3"	""
"1847"	"守"	"səu3"	""
"1848"	"獸"	"səu5"	""
"1849"	"仇"	"ʦʰəu2"	""
"1850"	"酬"	"ʦʰəu2"	""
"1851"	"受"	"səu5"	""
"1852"	"壽"	"səu5"	""
"1853"	"授"	"səu5"	""
"1854"	"售"	"səu5"	""
"1855"	"柔"	"zəu2"	""
"1856"	"揉"	"zəu2"	""
"1857"	"鳩"	"ʨiəu1"	""
"1858"	"鬮"	"ʨiəu1"	""
"1859"	"糾"	"ʨiəu1"	""
"1860"	"九"	"ʨiəu3"	""
"1861"	"久"	"ʨiəu3"	""
"1862"	"韭"	"ʨiəu3"	""
"1863"	"灸"	"ʨiəu1"	""
"1864"	"疚"	"ʨiəu3"	""
"1865"	"救"	"ʨiəu5"	""
"1866"	"究"	"ʨiəu5"	""
"1867"	"丘"	"ʨʰiəu1"	""
"1868"	"邱"	"ʨʰiəu1"	""
"1869"	"糗"	"ʨʰiəu3"	""
"1870"	"求"	"ʨʰiəu2"	""
"1871"	"球"	"ʨʰiəu2"	""
"1872"	"仇"	"ʦʰiəu2"	""
"1873"	"臼"	"ʨiəu5"	""
"1874"	"舅"	"ʨiəu5"	""
"1875"	"咎"	"ʨiəu5"	""
"1876"	"舊"	"ʨiəu5"	""
"1877"	"柩"	"ʨiəu5"	""
"1878"	"牛"	"ȵiəu"	""
"1879"	"休"	"ɕiəu1"	""
"1880"	"朽"	"ɕiəu3"	""
"1881"	"嗅"	"ɕiəu5"	""
"1882"	"憂"	"iəu1"	""
"1883"	"優"	"iəu1"	""
"1884"	"尤"	"iəu2"	""
"1885"	"郵"	"iəu2"	""
"1886"	"有"	"iəu3"	""
"1887"	"友"	"iəu3"	""
"1888"	"又"	"iəu5"	""
"1889"	"右"	"iəu5"	""
"1890"	"祐"	"iəu5"	""
"1891"	"由"	"iəu2"	""
"1892"	"油"	"iəu2"	""
"1893"	"游"	"iəu2"	""
"1894"	"猶"	"iəu2"	""
"1895"	"悠"	"iəu1"	""
"1896"	"酉"	"iəu3"	""
"1897"	"莠"	"iəu3"	""
"1898"	"誘"	"iəu5"	""
"1899"	"柚"	"iəu5"	""
"1900"	"鼬"	"iəu5"	""
"1901"	"釉"	"iəu5"	""
"1902"	"彪"	"piɑu1"	""
"1903"	"謬"	"miəu5"	""
"1904"	"繆"	"miəu5"	""
"1905"	"丢"	"tiəu1"	""
"1906"	"糾"	"ʨiəu1"	""
"1907"	"幽"	"iəu1"	""
"1908"	"幼"	"iəu5"	""
"1909"	"耽"	"tan1"	""
"1910"	"答"	"ta2"	""
"1911"	"搭"	"ta2"	""
"1912"	"貪"	"tʰan1"	""
"1913"	"探"	"tʰan5"	""
"1914"	"踏"	"tʰa2"	""
"1915"	"搨"	"tʰa2"	""
"1916"	"蹋"	"tʰa2"	""
"1917"	"潭"	"tʰan2"	""
"1918"	"譚"	"tʰan2"	""
"1919"	"罈"	"tʰan2"	""
"1920"	"沓"	"tʰa2"	""
"1921"	"南"	"lan2"	""
"1922"	"男"	"lan2"	""
"1923"	"揇"	"lan2"	""
"1924"	"納"	"la2"	""
"1925"	"衲"	"la2"	""
"1926"	"婪"	"lan2"	""
"1927"	"漤"	"lan3"	""
"1928"	"拉"	"la1"	""
"1929"	"垃"	"la1"	""
"1930"	"簪"	"ʦan1"	""
"1931"	"參"	"ʦʰan1"	""
"1932"	"摻"	"ʦʰan1"	""
"1933"	"慘"	"ʦʰan3"	""
"1934"	"蠶"	"ʦʰan2"	""
"1935"	"錾"	"ʦan5"	""
"1936"	"雜"	"ʦa2"	""
"1937"	"感"	"kan3"	""
"1938"	"㔶"	"kan3"	""
"1939"	"赣"	"kan5"	""
"1940"	"合"	"xo2"	""
"1941"	"蛤"	"xa2"	""
"1941"	"蛤"	"kʰe2"	""
"1942"	"鴿"	"ko2"	""
"1943"	"佮"	"ko2"	""
"1944"	"堪"	"kʰan1"	""
"1945"	"龕"	"kʰan1"	""
"1946"	"坎"	"kʰan3"	""
"1947"	"砍"	"kʰan3"	""
"1948"	"勘"	"kʰan5"	""
"1949"	"磡"	"kʰan5"	""
"1950"	"喝"	"xo1"	""
"1951"	"含"	"xan2"	""
"1952"	"函"	"xan2"	""
"1953"	"涵"	"xan2"	""
"1954"	"撼"	"xan5"	""
"1955"	"憾"	"xan5"	""
"1956"	"合"	"xo2"	""
"1957"	"盒"	"xo2"	""
"1958"	"庵"	"ŋan1"	""
"1959"	"鵪"	"ŋan1"	""
"1960"	"揞"	"ŋan3"	""
"1961"	"暗"	"ŋan5"	""
"1962"	"擔"	"tan1"	""
"1963"	"膽"	"tan3"	""
"1964"	"擔"	"tan5"	""
"1965"	"坍"	"tʰan1"	""
"1966"	"毯"	"tʰan3"	""
"1967"	"塔"	"tʰa2"	""
"1968"	"榻"	"tʰa2"	""
"1969"	"塌"	"tʰa2"	""
"1970"	"溻"	"tʰa2"	""
"1971"	"遢"	"tʰa2"	""
"1972"	"談"	"tʰan2"	""
"1973"	"痰"	"tʰan2"	""
"1974"	"淡"	"tʰan2"	""
"1975"	"藍"	"lan2"	""
"1976"	"籃"	"lan2"	""
"1977"	"覽"	"lan3"	""
"1978"	"攬"	"lan3"	""
"1979"	"欖"	"lan3"	""
"1980"	"濫"	"lan5"	""
"1981"	"纜"	"lan5"	""
"1982"	"臘"	"la2"	""
"1983"	"蠟"	"la2"	""
"1984"	"鑞"	"la2"	""
"1985"	"邋"	"la2"	""
"1986"	"慚"	"ʦʰan2"	""
"1987"	"暫"	"ʦan5"	""
"1988"	"鏨"	"ʦan5"	""
"1989"	"三"	"san1"	""
"1990"	"甘"	"kan1"	""
"1991"	"柑"	"kan1"	""
"1992"	"泔"	"kan1"	""
"1993"	"敢"	"kan3"	""
"1994"	"橄"	"kan3"	""
"1995"	"磕"	"kʰo2"	""
"1996"	"蚶"	"xan1"	""
"1997"	"憨"	"xan1"	""
"1998"	"喊"	"xan3"	""
"1999"	"酣"	"xan1"	""
"2000"	"埯"	"ŋan3"	""
"2001"	"站"	"ʦan5"	""
"2002"	"劄"	"ʦa2"	""
"2003"	"賺"	"ʦuan5"	""
"2004"	"站"	"ʦan5"	""
"2005"	"𧸖"	"ʦan5"	""
"2006"	"斬"	"ʦan3"	""
"2007"	"蘸"	"ʦan5"	""
"2008"	"眨"	"ʦa2"	""
"2009"	"插"	"ʦʰa2"	""
"2010"	"讒"	"ʦʰan2"	""
"2011"	"饞"	"ʦʰan2"	""
"2012"	"閘"	"ʦa2"	""
"2013"	"煠"	"ʦa2"	""
"2014"	"杉"	"san1"	""
"2015"	"尷"	"kan1"	""
"2016"	"緘"	"ʨiɛn1"	""
"2017"	"減"	"ʨiɛn3"	""
"2018"	"鹻"	"ʨiɛn3"	""
"2019"	"夾"	"ʨia2"	""
"2020"	"裌"	"ʨia2"	""
"2021"	"鵮"	"ʨʰiɛn1"	""
"2022"	"㦿"	"ʨʰiɛn1"	""
"2023"	"恰"	"ʨʰia2"	""
"2024"	"掐"	"kʰa2"	""
"2025"	"咸"	"ɕiɛn2"	""
"2026"	"鹹"	"xan2"	""
"2027"	"陷"	"xan5"	""
"2028"	"餡"	"xan5"	""
"2028"	"餡"	"ɕiɛn5"	""
"2029"	"狹"	"ɕia2"	""
"2030"	"峽"	"ɕia2"	""
"2031"	"洽"	"ɕia2"	""
"2032"	"𨂝"	"pʰiɛn2"	""
"2033"	"攙"	"ʦʰan1"	""
"2034"	"忏"	"ʦʰan5"	""
"2035"	"釤"	"san5"	""
"2036"	"監"	"ʨiɛn1"	""
"2037"	"鑑"	"ʨiɛn5"	""
"2038"	"監"	"ʨiɛn5"	""
"2039"	"甲"	"ʨia2"	""
"2040"	"胛"	"ʨia2"	""
"2041"	"嵌"	"ʨʰian5"	""
"2042"	"巖"	"ȵiɛn2"	""
"2042"	"巖"	"ŋan2"	""
"2043"	"銜"	"xan2"	""
"2044"	"艦"	"ʨiɛn5"	""
"2045"	"槛"	"kan3"	""
"2046"	"匣"	"ɕia2"	""
"2047"	"鴨"	"ia2"	""
"2048"	"押"	"ia2"	""
"2049"	"壓"	"ia2"	""
"2049"	"壓"	"ia5"	""
"2049"	"壓"	"ŋa1"	""
"2050"	"貶"	"piɛn3"	""
"2051"	"黏"	"ȵiɛn2"	""
"2052"	"聶"	"ȵie2"	""
"2053"	"鑷"	"ȵie2"	""
"2054"	"躡"	"ȵie2"	""
"2055"	"廉"	"liɛn2"	""
"2056"	"鐮"	"liɛn2"	""
"2057"	"簾"	"liɛn2"	""
"2058"	"斂"	"liɛn3"	""
"2059"	"斂"	"liɛn5"	""
"2060"	"殮"	"liɛn5"	""
"2061"	"獵"	"lie2"	""
"2062"	"尖"	"ʨiɛn1"	""
"2063"	"殲"	"ʨiɛn1"	""
"2064"	"接"	"ʨie2"	""
"2065"	"睫"	"ʦa2"	""
"2066"	"籤"	"ʨʰiɛn1"	""
"2067"	"簽"	"ʨʰiɛn1"	""
"2068"	"扦"	"ʨʰiɛn1"	""
"2069"	"妾"	"ʦʰe2"	""
"2070"	"潛"	"ʨʰiɛn2"	""
"2071"	"漸"	"ʨiɛn5"	""
"2072"	"捷"	"ʨie2"	""
"2073"	"暹"	"ɕiɛn1"	""
"2074"	"纤"	"ʨiɛn1"	""
"2075"	"沾"	"ʦan1"	""
"2076"	"粘"	"ʦan1"	""
"2077"	"詹"	"ʦan1"	""
"2078"	"瞻"	"ʦan1"	""
"2079"	"占"	"ʦan1"	""
"2080"	"佔"	"ʦan5"	""
"2081"	"摺"	"ʨie2"	""
"2082"	"褶"	"ʨie2"	""
"2083"	"苫"	"ɕie2"	""
"2084"	"陝"	"san3"	""
"2085"	"閃"	"san3"	""
"2086"	"攝"	"ɕie2"	""
"2087"	"蟾"	"ʦʰan2"	""
"2088"	"涉"	"se2"	""
"2089"	"染"	"zan3"	""
"2090"	"冉"	"zan3"	""
"2091"	"檢"	"ʨiɛn3"	""
"2092"	"臉"	"liɛn3"	""
"2093"	"鉗"	"ʨʰiɛn2"	""
"2094"	"儉"	"ʨiɛn3"	""
"2095"	"驗"	"ȵiɛn5"	""
"2096"	"險"	"ɕiɛn3"	""
"2097"	"淹"	"ŋan1"	""
"2098"	"閹"	"iɛn1"	""
"2099"	"掩"	"iɛn3"	""
"2100"	"魘"	"iɛn3"	""
"2101"	"厴"	"iɛn3"	""
"2102"	"厭"	"iɛn5"	""
"2103"	"靨"	"ie2"	""
"2104"	"炎"	"iɛn1"	""
"2105"	"鹽"	"iɛn2"	""
"2106"	"閻"	"iɛn2"	""
"2107"	"簷"	"yɛn2"	""
"2108"	"艷"	"yɛn5"	""
"2109"	"焰"	"iɛn2"	""
"2110"	"鹽"	"iɛn5"	""
"2111"	"葉"	"ie2"	""
"2112"	"頁"	"ie2"	""
"2113"	"劍"	"ʨiɛn5"	""
"2114"	"劫"	"ʨie2"	""
"2115"	"欠"	"ʨʰiɛn5"	""
"2116"	"芡"	"ʨʰiɛn5"	""
"2117"	"怯"	"ʨʰie2"	""
"2119"	"儼"	"ȵiɛn3"	""
"2120"	"釅"	"ȵiɛn5"	""
"2121"	"業"	"ȵie2"	""
"2122"	"杴"	"ɕiɛn1"	""
"2123"	"脅"	"ɕie2"	""
"2124"	"醃"	"iɛn1"	""
"2125"	"腌"	"iɛn1"	""
"2126"	"掂"	"tiɛn1"	""
"2127"	"點"	"tiɛn3"	""
"2128"	"踮"	"tiɛn5"	""
"2129"	"店"	"tiɛn5"	""
"2130"	"跌"	"tie2"	""
"2131"	"添"	"tʰiɛn1"	""
"2132"	"舔"	"tʰiɛn3"	""
"2133"	"忝"	"tʰiɛn3"	""
