id	ini	fn	pt	middeng	middiao	midini	midkaihe	midshe	midyun	单字	IPA	注释
409	f	u	22	一	平	影	開		歌	付	fu22	应付
410	f	u	22	一	平	影	開		歌	賦	fu22	天赋
411	f	u	22	一	平	影	開		歌	傅	fu22	姓
412	f	u	22	一	平	影	開		歌	咐	fu22	吩咐
413	f	u	52	一	平	影	開		歌	敷	fu52	敷药
414	f	u	52	一	平	影	開		歌	俘	fu52	俘虏
415	p	u	22	一	平	影	開		歌	孵	pu22	孵小鸡
416	f	u	52	一	平	影	開		歌	麩	fu52	麦麸
418	f	u	22	一	平	影	開		歌	赴	fu22	奔赴；赴汤蹈火
419	f	u	22	一	平	影	開		歌	符	fu22	符合
420	f	u	342	一	平	影	開		歌	扶	fu342	扶手
421	f	u	22	一	平	影	開		歌	芙	fu22	芙蓉
422	f	u	22	一	平	影	開		歌	父	fu22	父亲
423	f	u	22	一	平	影	開		歌	腐	fu22	豆腐
424	f	u	22	一	平	影	開		歌	輔	fu22	辅助
425	f	u	22	一	平	影	開		歌	附	fu22	附近
426	m	o	13	一	平	影	開		歌	無	mo13	没有；无中生有
428	m	o	22	一	平	影	開		歌	誣	mo22	诬告
429	m	u	13	一	平	影	開		歌	武	mu13	武力
430	m	u	55	一	平	影	開		歌	舞	mu55	跳舞
431	m	o	13	一	平	影	開		歌	侮	mo13	侮辱
432	m	o	13	一	平	影	開		歌	鵡	mo13	鹦鹉
433	m	o	22	一	平	影	開		歌	務	mo22	任务
434	m	o	22	一	平	影	開		歌	霧	mo22	大雾
435	l	ɔy	13	一	平	影	開		歌	屢	lɔy13	屡教不改
436	tʃʰ	oi	52	一	平	影	開		歌	趨	tʃʰoi52	趋势
437	tʃʰ	ɔy	55	一	平	影	開		歌	取	tʃʰɔy55	取得
438	tʃʰ	ɔy	55	一	平	影	開		歌	娶	tʃʰɔy55	嫁娶
439	tʃʰ	ɔy	33	一	平	影	開		歌	趣	tʃʰɔy33	兴趣
440	tʃ	ɔy	22	一	平	影	開		歌	聚	tʃɔy22	聚会
441	ʃ	ɔy	52	一	平	影	開		歌	須	ʃɔy52	必须
442	ʃ	ɐu	52	一	平	影	開		歌	鬚	ʃɐu52	胡须
443	ʃ	ɔy	52	一	平	影	開		歌	需	ʃɔy52	需要
444	tʃ	ok	022	一	平	影	開		歌	續	tʃok2	继续
445	tʃ	y	52	一	平	影	開		歌	誅	tʃy52	天诛地灭
446	tʃ	y	52	一	平	影	開		歌	蛛	tʃy52	蜘蛛
447	tʃ	y	52	一	平	影	開		歌	株	tʃy52	守株待兔
448	tʃ	y	22	一	平	影	開		歌	駐	tʃy22	驻扎
449	tʃ	y	33	一	平	影	開		歌	註	tʃy33	注释
450	tʃ	y	22	一	平	影	開		歌	厨	tʃy22	厨房
451	tʃ	y	13	一	平	影	開		歌	柱	tʃy13	柱子
452	tʃ	y	22	一	平	影	開		歌	住	tʃy22	住宿
454	ʃ	ɐu	55	一	平	影	開		歌	數	ʃɐu55	数星星
455	ʃ	ɐu	33	一	平	影	開		歌	數	ʃɐu33	数学
456	tʃ	y	52	一	平	影	開		歌	朱	tʃy52	姓
457	tʃ	y	52	一	平	影	開		歌	硃	tʃy52	朱砂
458	tʃ	y	52	一	平	影	開		歌	珠	tʃy52	珍珠
459	tʃ	y	55	一	平	影	開		歌	主	tʃy55	主人
460	tʃ	y	33	一	平	影	開		歌	注	tʃy33	注意
461	tʃ	y	33	一	平	影	開		歌	蛀	tʃy33	虫蛀
462	tʃ	y	33	一	平	影	開		歌	鑄	tʃy33	铸铁
463	ʃ	y	52	一	平	影	開		歌	樞	ʃy52	枢纽
464	ʃ	y	52	一	平	影	開		歌	輸	ʃy52	输赢
465	ʃ	y	52	一	平	影	開		歌	輸	ʃy52	运输
466	ʃ	y	342	一	平	影	開		歌	殊	ʃy342	特殊
467	ʃ	y	22	一	平	影	開		歌	豎	ʃy22	横竖
468	tʃ	y	22	一	平	影	開		歌	樹	tʃy22	树木
469		y	342	一	平	影	開		歌	儒	y342	儒家
470		y	13	一	平	影	開		歌	乳	y13	乳房
472	k	ɔy	22	一	平	影	開		歌	俱	kɔy22	俱乐部
473	k	ɔy	55	一	平	影	開		歌	矩	kɔy55	规矩
474	k	ɔy	33	一	平	影	開		歌	句	kɔy33	句子
475	kʰ	ɔy	52	一	平	影	開		歌	區	kʰɔy52	地区
476	kʰ	ɔy	52	一	平	影	開		歌	驅	kʰɔy52	驱动；先驱
477	k	ɔy	22	一	平	影	開		歌	具	kɔy22	具体；家具
478	k	ɔy	22	一	平	影	開		歌	懼	kɔy22	恐惧
479		y	22	一	平	影	開		歌	愚	y22	愚蠢
480		y	22	一	平	影	開		歌	娱	y22	娱乐
481		y	22	一	平	影	開		歌	遇	y22	遇见
482		y	22	一	平	影	開		歌	寓	y22	寓言
483		y	52	一	平	影	開		歌	迂	y52	迂回
484		y	52	一	平	影	開		歌	于	y52	姓
485		y	13	一	平	影	開		歌	雨	y13	下雨
486		y	13	一	平	影	開		歌	宇	y13	宇宙
487		y	13	一	平	影	開		歌	禹	y13	大禹
488		y	13	一	平	影	開		歌	羽	y13	羽毛
489		u	22	一	平	影	開		歌	芋	u22	芋头
490		y	22	一	平	影	開		歌	愉	y22	愉快
491		y	22	一	平	影	開		歌	愈	y22	愈加；病愈
492		y	22	一	平	影	開		歌	喻	y22	比喻
493		y	22	一	平	影	開		歌	裕	y22	富裕
495	t	ai	33	一	平	影	開		歌	戴	tai33	戴帽
496	tʰ	oi	52	一	平	影	開		歌	胎	tʰoi52	双胞胎
497	tʰ	ai	33	一	平	影	開		歌	態	tʰai33	态度
498	tʰ	ai	33	一	平	影	開		歌	貸	tʰai33	贷款
499	t	oi	342	一	平	影	開		歌	臺	toi342	台湾
500	t	oi	342	一	平	影	開		歌	苔	toi342	青苔
501	t	oi	342	一	平	影	開		歌	抬	toi342	担抬，两个人抬
502	t	oi	22	一	平	影	開		歌	待	toi22	等待
503	t	oi	342	一	平	影	開		歌	怠	toi342	怠慢
504	t	oi	22	一	平	影	開		歌	代	toi22	代表
505	t	oi	22	一	平	影	開		歌	袋	toi22	口袋
506	l	ai	13	一	平	影	開		歌	乃	lai13	人名用字
507	l	oi	22	一	平	影	開		歌	耐	loi22	耐心
508	l	oi	342	一	平	影	開		歌	來	loi342	过来
509	tʃ	oi	52	一	平	影	開		歌	災	tʃoi52	水灾
510	tʃ	oi	52	一	平	影	開		歌	栽	tʃoi52	栽种
511	tʃ	oi	33	一	平	影	開		歌	宰	tʃoi33	宰相
512	tʃ	oi	33	一	平	影	開		歌	載	tʃoi33	满载
513	tʃ	oi	33	一	平	影	開		歌	再	tʃoi33	再来
514	tʃ	oi	33	一	平	影	開		歌	載	tʃoi33	年载
515	tʃʰ	ai	52	一	平	影	開		歌	猜	tʃʰai52	猜谜
516	tʃʰ	ai	55	一	平	影	開		歌	踩	tʃʰai55	踩死
517	tʃʰ	oi	55	一	平	影	開		歌	彩	tʃʰoi55	彩色
518	tʃʰ	oi	55	一	平	影	開		歌	採	tʃʰoi55	采摘；采集
519	tʃʰ	oi	55	一	平	影	開		歌	睬	tʃʰoi55	理睬
520	tʃʰ	oi	33	一	平	影	開		歌	菜	tʃʰoi33	青菜
521	tʃ	oi	342	一	平	影	開		歌	才	tʃoi342	天才；才气
522	tʃ	oi	342	一	平	影	開		歌	材	tʃoi342	材料
523	tʃ	oi	342	一	平	影	開		歌	財	tʃoi342	发财
524	tʃ	oi	342	一	平	影	開		歌	裁	tʃoi342	裁缝
525	tʃ	oi	342	一	平	影	開		歌	纔	tʃoi342	刚才
526	tʃ	oi	22	一	平	影	開		歌	在	tʃoi22	现在
527	tʃ	oi	33	一	平	影	開		歌	載	tʃoi33	载重
528	ʃ	o	52	一	平	影	開		歌	腮	ʃo52	腮红
529	ʃ	o	52	一	平	影	開		歌	鰓	ʃo52	鱼鳃
530	tʃʰ	oi	33	一	平	影	開		歌	賽	tʃʰoi33	比赛
531	k	oi	52	一	平	影	開		歌	該	koi52	应该
532	k	oi	55	一	平	影	開		歌	改	koi55	修改
533	kʰ	oi	33	一	平	影	開		歌	概	kʰoi33	大概
534	kʰ	oi	33	一	平	影	開		歌	溉	kʰoi33	灌溉
535	h	oi	52	一	平	影	開		歌	開	hoi52	开门
536	h	oi	55	一	平	影	開		歌	凱	hoi55	凯旋
537	kʰ	oi	33	一	平	影	開		歌	慨	kʰoi33	感慨
538	kʰ	ɐk	055	一	平	影	開		歌	咳	kʰɐk5	咳嗽
539	ŋ	oi	22	一	平	影	開		歌	礙	ŋoi22	妨碍
540	h	oi	55	一	平	影	開		歌	海	hoi55	大海
541	h	ai	13	一	平	影	開		歌	孩	hai13	孩子
542	h	oi	22	一	平	影	開		歌	亥	hoi22	辛亥革命
543		oi	52	一	平	影	開		歌	哀	oi52	悲哀
544		ai	52	一	平	影	開		歌	埃	ai52	尘埃
545		oi	33	一	平	影	開		歌	愛	oi33	喜爱
546	p	ui	33	一	平	影	開		歌	貝	pui33	宝贝
547	pʰ	ui	33	一	平	影	開		歌	沛	pʰui33	充沛
548	t	ai	33	一	平	影	開		歌	帶	tai33	鞋带
549	tʰ	ai	33	一	平	影	開		歌	太	tʰai33	太阳
550	tʰ	ai	33	一	平	影	開		歌	泰	tʰai33	泰山
551	t	ai	22	一	平	影	開		歌	大	tai22	大小
552	l	oi	22	一	平	影	開		歌	奈	loi22	无奈
553	l	ai	22	一	平	影	開		歌	賴	lai22	无赖
554	l	ai	33	一	平	影	開		歌	癩	lai33	癞头
555	tʃʰ	oi	33	一	平	影	開		歌	蔡	tʃʰoi33	姓
556	kʰ	oi	33	一	平	影	開		歌	蓋	kʰoi33	盖子
557	kʰ	oi	33	一	平	影	開		歌	丐	kʰoi33	乞丐
558	ŋ	ai	22	一	平	影	開		歌	艾	ŋai22	艾草
559	h	oi	22	一	平	影	開		歌	害	hoi22	害人
560	ŋ	oi	22	一	平	影	開		歌	藹	ŋoi22	和蔼
561	p	ai	33	一	平	影	開		歌	拜	pai33	礼拜；拜佛
562	p	ai	342	一	平	影	開		歌	排	pai342	排队
563	m	ai	342	一	平	影	開		歌	埋	mai342	埋葬
564	tʃ	ai	52	一	平	影	開		歌	齋	tʃai52	吃斋
565	tʃ	oi	342	一	平	影	開		歌	豺	tʃoi342	豺狼
566	k	ai	52	一	平	影	開		歌	皆	kai52	皆大欢喜
567	k	ai	52	一	平	影	開		歌	階	kai52	台阶
568	k	ai	33	一	平	影	開		歌	介	kai33	介绍
569	k	ai	33	一	平	影	開		歌	界	kai33	世界
570	k	ai	33	一	平	影	開		歌	芥	kai33	芥菜
571	k	ai	33	一	平	影	開		歌	尬	kai33	尴尬
572	k	ai	33	一	平	影	開		歌	疥	kai33	疥疮
573	k	ai	33	一	平	影	開		歌	届	kai33	应届
574	k	ai	33	一	平	影	開		歌	戒	kai33	戒指
575	ŋ	ai	52	一	平	影	開		歌	揩	ŋai52	揩油
576	k	ai	52	一	平	影	開		歌	楷	kai52	楷书
577	h	ai	22	一	平	影	開		歌	諧	hai22	和谐
578	h	ai	22	一	平	影	開		歌	駭	hai22	惊骇
579	h	ai	22	一	平	影	開		歌	械	hai22	机械
580		ai	52	一	平	影	開		歌	挨	ai52	挨近
581	p	ai	55	一	平	影	開		歌	擺	pai55	摇摆
582	pʰ	ai	33	一	平	影	開		歌	派	pʰai33	派出所
583	p	ai	342	一	平	影	開		歌	牌	pai342	牌坊
584	p	ai	342	一	平	影	開		歌	箄	pai342	竹排
585	p	a	22	一	平	影	開		歌	罷	pa22	罢工
586	p	ai	22	一	平	影	開		歌	稗	pai22	稗子
587	m	ai	13	一	平	影	開		歌	買	mai13	买进
588	m	ai	22	一	平	影	開		歌	賣	mai22	卖掉
589	l	ai	13	一	平	影	開		歌	奶	lai13	奶奶
590	tʃ	ai	33	一	平	影	開		歌	債	tʃai33	还债
591	tʃʰ	a	52	一	平	影	開		歌	釵	tʃʰa52	宝钗；钗子
592	tʃʰ	ai	52	一	平	影	開		歌	差	tʃʰai52	出差
593	tʃ	ai	342	一	平	影	開		歌	柴	tʃai342	火柴
594	ʃ	ai	52	一	平	影	開		歌	篩	ʃai52	米筛
595	ʃ	a	55	一	平	影	開		歌	灑	ʃa55	洒水
596	ʃ	ai	33	一	平	影	開		歌	曬	ʃai33	晒谷
597	k	ai	52	一	平	影	開		歌	佳	kai52	佳节
598	k	ai	52	一	平	影	開		歌	街	kai52	大街
599	k	ai	55	一	平	影	開		歌	解	kai55	讲解
600	h	ai	13	一	平	影	開		歌	懈	hai13	松懈
601	ŋ	ai	342	一	平	影	開		歌	涯	ŋai342	天涯
602	ŋ	ai	342	一	平	影	開		歌	崖	ŋai342	悬崖
603	ŋ	ai	342	一	平	影	開		歌	捱	ŋai342	捱苦，捱打
604	h	ai	342	一	平	影	開		歌	鞋	hai342	布鞋
605	k	ai	55	一	平	影	開		歌	解	kai55	理解（知道，懂了）
606	h	ai	342	一	平	影	開		歌	蟹	hai342	螃蟹
607		ai	55	一	平	影	開		歌	矮	ai55	高矮
608	p	ai	22	一	平	影	開		歌	敗	pai22	失败
609	m	an	22	一	平	影	開		歌	邁	man22	迈步
610	tʃ	ai	22	一	平	影	開		歌	寨	tʃai22	山寨
611	p	ai	22	一	平	影	開		歌	蔽	pai22	隐蔽
612	p	ai	22	一	平	影	開		歌	弊	pai22	作弊
613	p	ai	22	一	平	影	開		歌	幣	pai22	人民币
614	p	ɐi	22	一	平	影	開		歌	斃	pɐi22	枪毙
615	n	ai	22	一	平	影	開		歌	例	nai22	例子
616	l	ɐi	22	一	平	影	開		歌	厲	lɐi22	厉害
617	l	ai	22	一	平	影	開		歌	勵	lai22	鼓励
618	tʃ	ai	33	一	平	影	開		歌	祭	tʃai33	祭祀
619	tʃ	ai	33	一	平	影	開		歌	際	tʃai33	国际
620	tʃ	ai	33	一	平	影	開		歌	滯	tʃai33	停滞
621	tʃ	ai	33	一	平	影	開		歌	制	tʃai33	制度
622	tʃ	ai	33	一	平	影	開		歌	製	tʃai33	制造
623	ʃ	ai	33	一	平	影	開		歌	世	ʃai33	世界
624	ʃ	ai	33	一	平	影	開		歌	勢	ʃai33	势力
625	ʃ	ai	22	一	平	影	開		歌	誓	ʃai22	发誓
626	ʃ	ai	22	一	平	影	開		歌	逝	ʃai22	逝去，逝世
627	ŋ	ai	22	一	平	影	開		歌	藝	ŋai22	艺术
628	pʰ	ɐi	52	一	平	影	開		歌	蓖	pʰɐi52	蓖麻
629	p	ai	22	一	平	影	開		歌	閉	pai22	关闭
630	pʰ	ai	52	一	平	影	開		歌	批	pʰai52	批评
631	m	ai	342	一	平	影	開		歌	迷	mai342	迷路
632	m	ai	13	一	平	影	開		歌	米	mai13	大米
633	m	ai	342	一	平	影	開		歌	謎	mai342	谜语
634	t	ai	52	一	平	影	開		歌	低	tai52	高低
635	t	ai	342	一	平	影	開		歌	堤	tai342	河堤
636	t	ai	55	一	平	影	開		歌	底	tai55	水底
637	t	ai	55	一	平	影	開		歌	抵	tai55	抵押
638	t	ai	33	一	平	影	開		歌	帝	tai33	皇帝
639	t	ai	33	一	平	影	開		歌	蒂	tai33	瓜蒂，并蒂莲
640	tʰ	ai	52	一	平	影	開		歌	梯	tʰai52	楼梯
641	tʰ	ai	55	一	平	影	開		歌	體	tʰai55	身体
642	tʰ	ai	33	一	平	影	開		歌	替	tʰai33	代替
643	tʰ	ai	33	一	平	影	開		歌	涕	tʰai33	鼻涕
644	tʰ	ai	33	一	平	影	開		歌	剃	tʰai33	剃头
645	t	ai	342	一	平	影	開		歌	題	tai342	题目
646	t	ai	342	一	平	影	開		歌	提	tai342	提问
647	t	ai	342	一	平	影	開		歌	蹄	tai342	猪蹄
648	t	ai	342	一	平	影	開		歌	啼	tai342	鸡啼
649	t	ai	13	一	平	影	開		歌	弟	tai13	弟弟
650	t	ai	22	一	平	影	開		歌	第	tai22	第一
651	t	ai	22	一	平	影	開		歌	遞	tai22	传递
652	l	ai	342	一	平	影	開		歌	泥	lai342	水泥
653	l	ai	342	一	平	影	開		歌	犁	lai342	犁地
654	l	ai	342	一	平	影	開		歌	黎	lai342	黎明；姓
655	l	ai	13	一	平	影	開		歌	禮	lai13	礼貌
656	l	ai	22	一	平	影	開		歌	麗	lai22	美丽
657	t	ai	22	一	平	影	開		歌	隸	tai22	奴隶；隶属
658	l	ɐi	22	一	平	影	開		歌	莉	lɐi22	茉莉
659	tʃ	ai	52	一	平	影	開		歌	擠	tʃai52	拥挤
660	tʃ	ai	33	一	平	影	開		歌	濟	tʃai33	经济
661	tʃʰ	ai	52	一	平	影	開		歌	妻	tʃʰai52	妻子
662	tʃʰ	ai	33	一	平	影	開		歌	砌	tʃʰai33	砌墙
663	tʃ	ai	342	一	平	影	開		歌	齊	tʃai342	整齐
664	tʃ	ɐi	342	一	平	影	開		歌	臍	tʃɐi342	肚脐
665	tʃ	ai	52	一	平	影	開		歌	劑	tʃai52	药剂
666	ʃ	ai	52	一	平	影	開		歌	西	ʃai52	东西南北
667	ʃ	ai	52	一	平	影	開		歌	棲	ʃai52	栖息，两栖
668	ʃ	ai	52	一	平	影	開		歌	犀	ʃai52	犀牛
669	ʃ	ai	55	一	平	影	開		歌	洗	ʃai55	洗衣服
670	ʃ	ai	33	一	平	影	開		歌	細	ʃai33	粗细；大细
671	ʃ	ai	33	一	平	影	開		歌	婿	ʃai33	女婿
672	k	ai	52	一	平	影	開		歌	雞	kai52	公鸡
673	kʰ	ai	52	一	平	影	開		歌	稽	kʰai52	稽查
674	k	ai	33	一	平	影	開		歌	計	kai33	会计
675	k	ai	33	一	平	影	開		歌	繼	kai33	继续
676	h	ai	22	一	平	影	開		歌	繫	hai22	联系
677	k	ai	33	一	平	影	開		歌	髻	kai33	发髻
678	kʰ	ai	52	一	平	影	開		歌	溪	kʰai52	小溪
679	kʰ	ai	55	一	平	影	開		歌	啓	kʰai55	启发
680	kʰ	ai	33	一	平	影	開		歌	契	kʰai33	地契
682	h	ai	22	一	平	影	開		歌	系	hai22	系统；中文系
683	h	ai	22	一	平	影	開		歌	繫	hai22	系鞋带
684	tʃ	i	13	一	平	影	開		歌	係	tʃi13	是
685	p	ui	52	一	平	影	開		歌	杯	pui52	茶杯
686	p	ui	33	一	平	影	開		歌	輩	pui33	长辈
687	p	ui	22	一	平	影	開		歌	背	pui22	背书
688	pʰ	ui	52	一	平	影	開		歌	胚	pʰui52	胚胎
690	pʰ	ui	33	一	平	影	開		歌	配	pʰui33	分配
691	p	ui	342	一	平	影	開		歌	培	pui342	培训
692	p	ui	342	一	平	影	開		歌	陪	pui342	陪伴
693	p	ui	342	一	平	影	開		歌	賠	pui342	赔钱
695	p	ui	13	一	平	影	開		歌	倍	pui13	倍数
696	pʰ	ui	33	一	平	影	開		歌	佩	pʰui33	佩服
697	p	ui	33	一	平	影	開		歌	背	pui33	后背
698	p	ui	342	一	平	影	開		歌	焙	pui342	焙干
699	m	ui	342	一	平	影	開		歌	梅	mui342	梅花
700	m	ui	342	一	平	影	開		歌	枚	mui342	一枚
701	m	ui	342	一	平	影	開		歌	媒	mui342	媒人
702	m	ui	342	一	平	影	開		歌	煤	mui342	煤矿
703	m	ui	342	一	平	影	開		歌	玫	mui342	玫瑰
704	m	ui	342	一	平	影	開		歌	莓	mui342	草莓
705	m	ui	13	一	平	影	開		歌	每	mui13	每天
706	m	ui	22	一	平	影	開		歌	妹	mui22	妹妹
707	m	ui	22	一	平	影	開		歌	昧	mui22	拾金不昧
708	t	ui	52	一	平	影	開		歌	堆	tui52	堆放
709	t	ui	33	一	平	影	開		歌	對	tui33	对错
710	tʰ	ui	52	一	平	影	開		歌	推	tʰui52	推动
711	tʰ	ui	55	一	平	影	開		歌	腿	tʰui55	腿部
712	tʰ	ui	33	一	平	影	開		歌	退	tʰui33	退后
713	t	ui	22	一	平	影	開		歌	隊	tui22	队伍
714	l	oi	22	一	平	影	開		歌	内	loi22	内外
715	l	oi	342	一	平	影	開		歌	雷	loi342	雷公；姓
716	l	oi	22	一	平	影	開		歌	累	loi22	极困；劳累
717	tʃʰ	oi	52	一	平	影	開		歌	催	tʃʰoi52	催眠
718	tʃʰ	oi	52	一	平	影	開		歌	崔	tʃʰoi52	姓
719	tʃ	oi	22	一	平	影	開		歌	罪	tʃoi22	犯罪
720	ʃ	oi	33	一	平	影	開		歌	碎	ʃoi33	破碎
721	kʰ	uɐi	52	一	平	影	開		歌	盔	kʰuɐi52	头盔
722	k	uɐi	342	一	平	影	開		歌	魁	kuɐi342	魁悟
723	f	ui	52	一	平	影	開		歌	恢	fui52	恢复
724	kʰ	uai	33	一	平	影	開		歌	塊	kʰuai33	块状
726	f	ui	52	一	平	影	開		歌	灰	fui52	灰色
727	f	ui	55	一	平	影	開		歌	賄	fui55	贿赂
728	f	ui	33	一	平	影	開		歌	悔	fui33	后悔
729	f	ui	33	一	平	影	開		歌	晦	fui33	晦气
730		ui	342	一	平	影	開		歌	回	ui342	回去
731		ui	342	一	平	影	開		歌	茴	ui342	茴香
732		ui	22	一	平	影	開		歌	匯	ui22	汇报
733	kʰ	ui	33	一	平	影	開		歌	潰	kʰui33	溃疡
734		ui	52	一	平	影	開		歌	煨	ui52	煨番薯
735	tʰ	oi	33	一	平	影	開		歌	蜕	tʰoi33	蜕变
736	t	oi	33	一	平	影	開		歌	兑	toi33	兑换
737	tʃ	oi	33	一	平	影	開		歌	最	tʃoi33	最好
738		ui	13	一	平	影	開		歌	會	ui13	会不会
739	kʰ	ui	33	一	平	影	開		歌	劊	kʰui33	刽子手
740	kʰ	ui	33	一	平	影	開		歌	檜	kʰui33	秦桧
741	ŋ	oi	22	一	平	影	開		歌	外	ŋoi22	外面
742		ui	22	一	平	影	開		歌	會	ui22	会计
743		ui	22	一	平	影	開		歌	會	ui22	开会
744	kʰ	oi	33	一	平	影	開		歌	繪	kʰoi33	绘画
745	k	uai	52	一	平	影	開		歌	乖	kuai52	小孩听话
746	k	uai	33	一	平	影	開		歌	怪	kuai33	奇怪
747		uai	342	一	平	影	開		歌	懷	uai342	胸怀
748		uai	342	一	平	影	開		歌	槐	uai342	槐树
749		uai	342	一	平	影	開		歌	淮	uai342	淮河
750		uai	22	一	平	影	開		歌	壞	uai22	好坏
751	k	uai	55	一	平	影	開		歌	拐	kuai55	拐卖
752	k	ua	33	一	平	影	開		歌	掛	kua33	挂钩
753	k	ua	33	一	平	影	開		歌	卦	kua33	卜卦；八卦
754		uai	52	一	平	影	開		歌	歪	uai52	歪斜
755		ua	22	一	平	影	開		歌	畫	ua22	油画
756		ua	52	一	平	影	開		歌	蛙	ua52	青蛙
757	f	ai	33	一	平	影	開		歌	快	fai33	快点；快车
758	kʰ	uai	33	一	平	影	開		歌	筷	kʰuai33	筷子
759		ua	22	一	平	影	開		歌	話	ua22	说话
760	tʃʰ	oi	33	一	平	影	開		歌	脆	tʃʰoi33	干脆
761	ʃ	oi	33	一	平	影	開		歌	歲	ʃoi33	万岁
762	tʃ	ok	022	一	平	影	開		歌	贅	tʃok2	入赘
763	ʃ	oi	33	一	平	影	開		歌	税	ʃoi33	税收
764	k	uɐi	33	一	平	影	開		歌	鱖	kuɐi33	鳜鱼
765		uɐi	22	一	平	影	開		歌	衛	uɐi22	卫生
766		ioi	22	一	平	影	開		歌	鋭	ioi22	尖锐
767	f	ɐi	33	一	平	影	開		歌	廢	fɐi33	废品
768	f	ɐi	33	一	平	影	開		歌	肺	fɐi33	猪肺
769	p	ui	22	一	平	影	開		歌	吠	pui22	狗叫、狗吠
770		uɐi	22	一	平	影	開		歌	穢	uɐi22	污秽
771	k	uɐi	52	一	平	影	開		歌	圭	kuɐi52	人名用字
772	k	uɐi	52	一	平	影	開		歌	閨	kuɐi52	闺房
773	k	uɐi	33	一	平	影	開		歌	桂	kuɐi33	桂花
774	k	uɐi	342	一	平	影	開		歌	奎	kuɐi342	人名用字
775	k	uɐi	342	一	平	影	開		歌	携	kuɐi342	携带
776		uɐi	22	一	平	影	開		歌	惠	uɐi22	优惠
777		uɐi	33	一	平	影	開		歌	慧	uɐi33	智慧
778	p	ɐi	52	一	平	影	開		歌	碑	pɐi52	石碑
779	p	ɐi	52	一	平	影	開		歌	卑	pɐi52	卑鄙
780	pʰ	ɐi	55	一	平	影	開		歌	彼	pʰɐi55	彼此
781	p	ɐi	55	一	平	影	開		歌	俾	pɐi55	俾使
782	p	ɐi	33	一	平	影	開		歌	臂	pɐi33	手臂
783	pʰ	ɐi	52	一	平	影	開		歌	披	pʰɐi52	披上
784	p	ɐi	55	一	平	影	開		歌	譬	pɐi55	譬如；譬喻
785	p	ɐi	342	一	平	影	開		歌	皮	pɐi342	果皮
786	p	ɐi	342	一	平	影	開		歌	疲	pɐi342	疲劳
787	p	ɐi	342	一	平	影	開		歌	脾	pɐi342	脾气
788	p	ɐi	22	一	平	影	開		歌	被	pɐi22	被动
789	p	ɐi	22	一	平	影	開		歌	婢	pɐi22	婢女
790	p	ɐi	13	一	平	影	開		歌	被	pɐi13	棉被
791	p	ɐi	22	一	平	影	開		歌	避	pɐi22	避开
792	m	ɐi	342	一	平	影	開		歌	糜	mɐi342	糜烂；粥
793	l	ɐi	342	一	平	影	開		歌	彌	lɐi342	弥补
794	l	ɐi	342	一	平	影	開		歌	離	lɐi342	离别
795	l	ɐi	342	一	平	影	開		歌	籬	lɐi342	篱笆
796	l	ɐi	52	一	平	影	開		歌	璃	lɐi52	玻璃
797	l	ai	22	一	平	影	開		歌	荔	lai22	荔枝
798	l	ɐi	342	一	平	影	開		歌	離	lɐi342	离开
799	tʃ	i	55	一	平	影	開		歌	紫	tʃi55	紫色
800	tʃʰ	i	55	一	平	影	開		歌	雌	tʃʰi55	雌雄
801	tʃʰ	i	55	一	平	影	開		歌	此	tʃʰi55	此地
802	tʃʰ	i	33	一	平	影	開		歌	刺	tʃʰi33	鱼刺
803	ʃ	i	52	一	平	影	開		歌	斯	ʃi52	斯大林
804	ʃ	i	52	一	平	影	開		歌	撕	ʃi52	撕破
805	tʃ	ai	33	一	平	影	開		歌	璽	tʃai33	玉玺
806	ʃ	ai	55	一	平	影	開		歌	徙	ʃai55	迁徙
807	tʃʰ	i	33	一	平	影	開		歌	賜	tʃʰi33	赏赐
808	t	ɐi	52	一	平	影	開		歌	知	tɐi52	知道
809	tʃ	i	52	一	平	影	開		歌	蜘	tʃi52	蜘蛛
810	tʃ	i	33	一	平	影	開		歌	智	tʃi33	智慧
811	tʃ	i	342	一	平	影	開		歌	池	tʃi342	池塘
812	tʃ	i	342	一	平	影	開		歌	馳	tʃi342	奔驰
813	ʃ	ai	52	一	平	影	開		歌	篩	ʃai52	筛子
814	tʃ	i	52	一	平	影	開		歌	支	tʃi52	支持
815	tʃ	i	52	一	平	影	開		歌	枝	tʃi52	荔枝
816	tʃ	i	52	一	平	影	開		歌	肢	tʃi52	四肢
817	tʃ	i	55	一	平	影	開		歌	紙	tʃi55	白纸
818	tʃ	i	55	一	平	影	開		歌	只	tʃi55	只有
819	tʃʰ	i	55	一	平	影	開		歌	侈	tʃʰi55	奢侈
821	ʃ	i	52	一	平	影	開		歌	施	ʃi52	施肥
822	tʃʰ	i	33	一	平	影	開		歌	翅	tʃʰi33	鱼翅
823	tʃ	i	342	一	平	影	開		歌	匙	tʃi342	钥匙；匙羹
824	tʃ	i	13	一	平	影	開		歌	是	tʃi13	是不是
825	ʃ	i	22	一	平	影	開		歌	氏	ʃi22	姓氏
826	ʃ	i	22	一	平	影	開		歌	豉	ʃi22	豆豉
827		i	342	一	平	影	開		歌	兒	i342	儿童
828		i	13	一	平	影	開		歌	爾	i13	尔虞我诈
829	k	ɐi	33	一	平	影	開		歌	寄	kɐi33	寄信
830	k	ɐi	13	一	平	影	開		歌	企	kɐi13	企业
