id	ini	fn	pt	middeng	middiao	midini	midkaihe	midshe	midyun	单字	IPA	注释
1820	tʰ	an	55	一	平	影	開		歌	癱	tʰan55	瘫痪
1821	tʰ	an	55	一	平	影	開		歌	坦	tʰan55	坦白
1822	tʰ	an	33	一	平	影	開		歌	嘆	tʰan33	叹气
1823	tʰ	an	33	一	平	影	開		歌	炭	tʰan33	木炭
1824	t	an	22	一	平	影	開		歌	彈	tan22	弹琴
1825	t	an	22	一	平	影	開		歌	檀	tan22	檀香
1826	t	an	342	一	平	影	開		歌	壇	tan342	天坛
1827	t	an	33	一	平	影	開		歌	誕	tan33	诞生
1828	t	an	22	一	平	影	開		歌	彈	tan22	子弹
1829	t	an	22	一	平	影	開		歌	但	tan22	但是
1830	t	an	22	一	平	影	開		歌	蛋	tan22	鸡蛋
1831	t	at	022	一	平	影	開		歌	達	tat2	达到
1832	l	an	342	一	平	影	開		歌	難	lan342	很难
1833	l	an	342	一	平	影	開		歌	難	lan342	患难
1834	l	ap	022	一	平	影	開		歌	捺	lap2	撇捺
1835	l	an	342	一	平	影	開		歌	蘭	lan342	兰花
1836	l	an	342	一	平	影	開		歌	攔	lan342	拦住
1837	l	an	342	一	平	影	開		歌	欄	lan342	栏杆
1838	l	an	342	一	平	影	開		歌	欄	lan342	猪栏
1839	l	an	13	一	平	影	開		歌	懶	lan13	懒惰
1840	l	an	22	一	平	影	開		歌	爛	lan22	腐烂
1841	l	at	022	一	平	影	開		歌	辣	lat2	泼辣；辣椒
1842	tʃ	an	33	一	平	影	開		歌	贊	tʃan33	赞助
1843	tʃ	an	33	一	平	影	開		歌	灒	tʃan33	溅水，灒水（打铁器）
1844	tʃʰ	an	52	一	平	影	開		歌	餐	tʃʰan52	快餐
1845	tʃʰ	an	33	一	平	影	開		歌	燦	tʃʰan33	灿烂
1846	tʃʰ	at	022	一	平	影	開		歌	擦	tʃʰat2	擦洗
1847	tʃ	an	342	一	平	影	開		歌	殘	tʃan342	残疾
1848	ʃ	an	52	一	平	影	開		歌	珊	ʃan52	珊瑚
1849	ʃ	an	33	一	平	影	開		歌	散	ʃan33	分散
1850	ʃ	an	33	一	平	影	開		歌	傘	ʃan33	雨伞
1851	ʃ	an	55	一	平	影	開		歌	散	ʃan55	松散
1852	ʃ	at	033	一	平	影	開		歌	撒	ʃat3	撒手，撒种
1853	ʃ	at	033	一	平	影	開		歌	薩	ʃat3	菩萨
1854	k	on	52	一	平	影	開		歌	干	kon52	天干地支
1855	k	on	52	一	平	影	開		歌	乾	kon52	干湿
1856	k	on	52	一	平	影	開		歌	竿	kon52	竹竿
1857	k	on	52	一	平	影	開		歌	肝	kon52	猪肝
1858	k	on	55	一	平	影	開		歌	桿	kon55	枪杆
1859	k	on	55	一	平	影	開		歌	稈	kon55	禾秆
1860	k	on	55	一	平	影	開		歌	趕	kon55	赶走
1861	k	on	33	一	平	影	開		歌	幹	kon33	干部
1862	k	ot	033	一	平	影	開		歌	割	kot3	收割
1863	k	ot	033	一	平	影	開		歌	葛	kot3	诸葛亮
1864	h	on	33	一	平	影	開		歌	看	hon33	看守，看牛
1865	h	on	13	一	平	影	開		歌	刊	hon13	报刊
1866	h	on	33	一	平	影	開		歌	看	hon33	看见
1867	h	ot	033	一	平	影	開		歌	渴	hot3	口渴
1868	h	on	22	一	平	影	開		歌	岸	hon22	口岸
1869	h	on	342	一	平	影	開		歌	鼾	hon342	鼾声
1870	h	on	13	一	平	影	開		歌	罕	hon13	罕见
1871	h	on	33	一	平	影	開		歌	漢	hon33	汉族
1872	h	ot	033	一	平	影	開		歌	喝	hot3	喝酒
1873	h	on	342	一	平	影	開		歌	寒	hon342	寒冷
1874	h	on	342	一	平	影	開		歌	韓	hon342	韩国
1875	h	on	13	一	平	影	開		歌	旱	hon13	干旱
1876	h	on	22	一	平	影	開		歌	焊	hon22	电焊
1877	h	on	22	一	平	影	開		歌	汗	hon22	出汗
1878	h	on	33	一	平	影	開		歌	翰	hon33	翰林；人名用字
1879		on	52	一	平	影	開		歌	安	on52	安全
1880		on	52	一	平	影	開		歌	鞍	on52	马鞍
1881		on	33	一	平	影	開		歌	按	on33	按照
1882		on	33	一	平	影	開		歌	案	on33	档案
1883	p	an	22	一	平	影	開		歌	扮	pan22	打扮
1884	p	et	033	一	平	影	開		歌	八	pet3	第八
1885	pʰ	an	33	一	平	影	開		歌	盼	pʰan33	盼望
1886	p	an	22	一	平	影	開		歌	辦	pan22	办法
1887	p	an	22	一	平	影	開		歌	瓣	pan22	花瓣
1888	p	at	022	一	平	影	開		歌	拔	pat2	选拔
1889	m	at	033	一	平	影	開		歌	抹	mat3	抹布
1890	tʃ	en	55	一	平	影	開		歌	盞	tʃen55	灯盏
1891	tʃ	at	033	一	平	影	開		歌	札	tʃat3	札记
1892	tʃ	at	033	一	平	影	開		歌	紮	tʃat3	驻扎
1893	tʃʰ	øn	55	一	平	影	開		歌	鏟	tʃʰøn55	铲草
1894	tʃʰ	at	033	一	平	影	開		歌	察	tʃʰat3	观察
1895	ʃ	en	52	一	平	影	開		歌	山	ʃen52	山顶
1896	tʃʰ	en	55	一	平	影	開		歌	産	tʃʰen55	生产
1897	ʃ	et	033	一	平	影	開		歌	殺	ʃet3	自杀
1898	ʃ	et	033	一	平	影	開		歌	煞	ʃet3	凶神恶煞；煞费苦心
1899	k	en	52	一	平	影	開		歌	艱	ken52	艰苦
1900	k	en	52	一	平	影	開		歌	間	ken52	中间
1901	k	en	33	一	平	影	開		歌	簡	ken33	简单
1902	k	en	55	一	平	影	開		歌	柬	ken55	请柬
1903	k	en	55	一	平	影	開		歌	揀	ken55	拣菜
1904	k	en	33	一	平	影	開		歌	間	ken33	间断
1905	ŋ	en	13	一	平	影	開		歌	眼	ŋen13	眼镜
1906	h	en	342	一	平	影	開		歌	閑	hen342	空闲
1907	h	an	22	一	平	影	開		歌	限	han22	限制
1908	h	en	342	一	平	影	開		歌	莧	hen342	苋菜
1909	tʃ	at	033	一	平	影	開		歌	軋	tʃat3	被车轧；轧钢厂
1910	p	an	52	一	平	影	開		歌	班	pan52	班级
1911	p	an	52	一	平	影	開		歌	斑	pan52	雀斑
1912	p	an	52	一	平	影	開		歌	頒	pan52	颁布
1913	p	an	55	一	平	影	開		歌	扳	pan55	扳手，枪的扳机
1914	p	an	55	一	平	影	開		歌	板	pan55	石板
1915	p	an	55	一	平	影	開		歌	版	pan55	出版
1916	pʰ	an	52	一	平	影	開		歌	攀	pʰan52	高攀
1917	m	an	342	一	平	影	開		歌	蠻	man342	野蛮
1918	m	an	22	一	平	影	開		歌	慢	man22	快慢
1919	tʃ	an	22	一	平	影	開		歌	棧	tʃan22	客栈
1920	tʃ	at	033	一	平	影	開		歌	鍘	tʃat3	铡刀
1921	ʃ	an	52	一	平	影	開		歌	删	ʃan52	删除
1922	ʃ	an	33	一	平	影	開		歌	疝	ʃan33	疝气
1923	k	en	52	一	平	影	開		歌	奸	ken52	奸臣
1924	k	en	52	一	平	影	開		歌	澗	ken52	山涧
1925	ŋ	en	22	一	平	影	開		歌	顔	ŋen22	颜色
1926	ŋ	en	22	一	平	影	開		歌	雁	ŋen22	大雁
1927	h	ɐt	022	一	平	影	開		歌	瞎	hɐt2	瞎子
1928	h	ɐt	022	一	平	影	開		歌	轄	hɐt2	管辖
1929		an	33	一	平	影	開		歌	晏	an33	天晚
1930	p	in	52	一	平	影	開		歌	鞭	pin52	皮鞭
1931	pʰ	in	52	一	平	影	開		歌	編	pʰin52	编辑
1932	p	in	33	一	平	影	開		歌	變	pin33	改变
1933	p	it	022	一	平	影	開		歌	别	pit2	分别
1935	pʰ	in	52	一	平	影	開		歌	篇	pʰin52	一篇
1936	pʰ	in	52	一	平	影	開		歌	偏	pʰin52	偏僻
1937	pʰ	in	33	一	平	影	開		歌	騙	pʰin33	欺骗
1938	p	in	22	一	平	影	開		歌	便	pin22	便宜
1939	p	in	22	一	平	影	開		歌	辨	pin22	分辨
1940	p	in	22	一	平	影	開		歌	辯	pin22	辩论
1941	p	in	22	一	平	影	開		歌	汴	pin22	汴梁
1942	p	in	22	一	平	影	開		歌	便	pin22	方便
1943	p	it	022	一	平	影	開		歌	别	pit2	区别
1944	m	in	342	一	平	影	開		歌	綿	min342	海绵
1945	m	in	342	一	平	影	開		歌	棉	min342	棉花
1946	m	in	13	一	平	影	開		歌	免	min13	免除
1947	m	in	13	一	平	影	開		歌	勉	min13	勉强
1948	m	in	13	一	平	影	開		歌	娩	min13	分娩
1949	m	in	22	一	平	影	開		歌	緬	min22	缅甸
1950	m	in	22	一	平	影	開		歌	面	min22	面子
1951	m	it	022	一	平	影	開		歌	滅	mit2	消灭
1952	tʃ	in	55	一	平	影	開		歌	碾	tʃin55	碾米
1953	n	in	342	一	平	影	開		歌	連	nin342	大连；连长
1954	l	yn	342	一	平	影	開		歌	聯	lyn342	联系；对联
1955	l	it	022	一	平	影	開		歌	列	lit2	排列
1956	l	it	055	一	平	影	開		歌	裂	lit5	分裂
1957	l	it	022	一	平	影	開		歌	烈	lit2	烈士
1958	tʃ	in	52	一	平	影	開		歌	煎	tʃin52	煎药
1959	tʃ	in	55	一	平	影	開		歌	剪	tʃin55	铰剪
1960	tʃ	in	33	一	平	影	開		歌	箭	tʃin33	射箭
1961	tʃ	in	33	一	平	影	開		歌	濺	tʃin33	溅水
1962	tʃʰ	in	52	一	平	影	開		歌	遷	tʃʰin52	迁移
1963	tʃʰ	in	55	一	平	影	開		歌	淺	tʃʰin55	深浅
1964	tʃ	in	342	一	平	影	開		歌	錢	tʃin342	钱财
1965	tʃʰ	in	55	一	平	影	開		歌	踐	tʃʰin55	实践
1966	tʃ	in	22	一	平	影	開		歌	賤	tʃin22	犯贱
1968	ʃ	in	52	一	平	影	開		歌	仙	ʃin52	神仙
1969	ʃ	in	52	一	平	影	開		歌	鮮	ʃin52	新鲜
1970	ʃ	in	55	一	平	影	開		歌	鮮	ʃin55	朝鲜
1971	ʃ	in	55	一	平	影	開		歌	癬	ʃin55	脚癣
1972	ʃ	in	33	一	平	影	開		歌	綫	ʃin33	线索
1973	ʃ	it	055	一	平	影	開		歌	薛	ʃit5	姓
1974	ʃ	it	055	一	平	影	開		歌	泄	ʃit5	泄漏，排泄
1975	ʃ	in	22	一	平	影	開		歌	羨	ʃin22	羡慕
1976	tʃ	in	55	一	平	影	開		歌	展	tʃin55	发展
1977	tʃ	it	055	一	平	影	開		歌	哲	tʃit5	哲学
1979	tʃʰ	it	033	一	平	影	開		歌	徹	tʃʰit3	彻底
1980	tʃʰ	it	033	一	平	影	開		歌	撤	tʃʰit3	撤退
1981	t	in	22	一	平	影	開		歌	纏	tin22	纠缠
1982	tʃ	it	033	一	平	影	開		歌	轍	tʃit3	南辕北辙
1983	tʃ	in	52	一	平	影	開		歌	氈	tʃin52	油毛毡
1984	tʃ	in	33	一	平	影	開		歌	戰	tʃin33	战斗
1985	tʃ	in	33	一	平	影	開		歌	顫	tʃin33	颤抖
1986	tʃ	it	033	一	平	影	開		歌	折	tʃit3	折断；折扣
1987	tʃ	it	033	一	平	影	開		歌	浙	tʃit3	浙江
1988	ʃ	it	022	一	平	影	開		歌	舌	ʃit2	舌头
1989	ʃ	in	33	一	平	影	開		歌	搧	ʃin33	扇扇子；（动）
1990	ʃ	in	33	一	平	影	開		歌	扇	ʃin33	扇子（名）
1991	ʃ	it	055	一	平	影	開		歌	設	ʃit5	设计
1992	ʃ	in	22	一	平	影	開		歌	蟬	ʃin22	蝉蜕，知了
1993	ʃ	in	22	一	平	影	開		歌	禪	ʃin22	禅让
1994	ʃ	in	22	一	平	影	開		歌	善	ʃin22	善良
1995	ʃ	in	13	一	平	影	開		歌	鱔	ʃin13	鳝鱼，黄鳝
1996	ʃ	in	22	一	平	影	開		歌	單	ʃin22	姓
1997	ʃ	in	22	一	平	影	開		歌	膳	ʃin22	膳食
1998	ʃ	in	342	一	平	影	開		歌	禪	ʃin342	禅宗
1999	tʃ	it	033	一	平	影	開		歌	折	tʃit3	折本；摔折手臂
2000		in	342	一	平	影	開		歌	然	in342	居然
2001		in	342	一	平	影	開		歌	燃	in342	燃烧
2002		it	022	一	平	影	開		歌	熱	it2	热烈
2003	h	in	55	一	平	影	開		歌	遣	hin55	遣责
2004	k	in	342	一	平	影	開		歌	乾	kin342	乾坤
2005	k	in	342	一	平	影	開		歌	虔	kin342	虔诚
2006	k	in	22	一	平	影	開		歌	件	kin22	一件
2007	k	it	022	一	平	影	開		歌	傑	kit2	杰出
2008	ŋ	en	22	一	平	影	開		歌	諺	ŋen22	谚语
2009		it	022	一	平	影	開		歌	孽	it2	作孽
2010		in	342	一	平	影	開		歌	延	in342	延安
2011		in	342	一	平	影	開		歌	筵	in342	筵席
2012		in	55	一	平	影	開		歌	演	in55	演出
2013	k	yn	33	一	平	影	開		歌	建	kyn33	建设
2014	h	it	033	一	平	影	開		歌	揭	hit3	揭发
2015	k	yn	22	一	平	影	開		歌	鍵	kyn22	关键
2016	k	yn	22	一	平	影	開		歌	健	kyn22	健康
2017	h	it	033	一	平	影	開		歌	竭	hit3	竭尽全力
2018		yn	342	一	平	影	開		歌	言	yn342	语言
2019	h	in	52	一	平	影	開		歌	軒	hin52	人名用字（轩辕）
2020	h	in	52	一	平	影	開		歌	掀	hin52	掀开
2021	h	in	33	一	平	影	開		歌	憲	hin33	宪法
2022	h	yn	33	一	平	影	開		歌	獻	hyn33	贡献
2023	h	it	033	一	平	影	開		歌	歇	hit3	歇一下
2024	kʰ	it	033	一	平	影	開		歌	蝎	kʰit3	蝎子
2026		in	33	一	平	影	開		歌	堰	in33	都江堰
2027	p	in	52	一	平	影	開		歌	邊	pin52	旁边
2028	pʰ	in	52	一	平	影	開		歌	蝙	pʰin52	蝙蝠
2029	p	in	55	一	平	影	開		歌	扁	pin55	扁担
2030	p	in	55	一	平	影	開		歌	匾	pin55	牌匾
2031	pʰ	in	33	一	平	影	開		歌	遍	pʰin33	遍地
2032	pʰ	in	33	一	平	影	開		歌	遍	pʰin33	一遍
2034	pʰ	in	33	一	平	影	開		歌	片	pʰin33	片面
2035	p	it	055	一	平	影	開		歌	撇	pit5	撇开
2036	p	in	52	一	平	影	開		歌	辮	pin52	辫子
2037	m	en	342	一	平	影	開		歌	眠	men342	安眠
2038	m	in	22	一	平	影	開		歌	麵	min22	面条
2039	m	et	022	一	平	影	開		歌	篾	met2	竹篾
2040	t	en	52	一	平	影	開		歌	顛	ten52	颠倒
2041	t	en	52	一	平	影	開		歌	癲	ten52	癫狗
2042	t	en	55	一	平	影	開		歌	典	ten55	词典
2043	tʰ	en	52	一	平	影	開		歌	天	tʰen52	晴天
2044	tʰ	et	033	一	平	影	開		歌	鐵	tʰet3	钢铁
2045	t	en	342	一	平	影	開		歌	田	ten342	田地
2046	t	en	342	一	平	影	開		歌	填	ten342	填空
2047	t	en	22	一	平	影	開		歌	電	ten22	电灯
2048	t	en	22	一	平	影	開		歌	殿	ten22	殿堂
2049	t	en	22	一	平	影	開		歌	佃	ten22	佃户
2050	t	en	22	一	平	影	開		歌	墊	ten22	垫钱；座垫
2051	l	en	342	一	平	影	開		歌	年	len342	过年
2052	n	en	55	一	平	影	開		歌	撚	nen55	以指捻碎；捻线
2054	n	en	55	一	平	影	開		歌	捏	nen55	捏紧
2055	l	en	52	一	平	影	開		歌	憐	len52	可怜
2056	l	in	342	一	平	影	開		歌	蓮	lin342	莲花
2057	l	en	22	一	平	影	開		歌	練	len22	练习
2058	l	in	22	一	平	影	開		歌	楝	lin22	苦楝树
2059	l	in	22	一	平	影	開		歌	鏈	lin22	项链
2060	tʃʰ	in	52	一	平	影	開		歌	箋	tʃʰin52	信笺
2061	tʃ	yn	342	一	平	影	開		歌	薦	tʃyn342	推荐
2062	tʃ	it	055	一	平	影	開		歌	節	tʃit5	节约
2063	tʃʰ	in	52	一	平	影	開		歌	千	tʃʰin52	千万
2064	tʃʰ	it	055	一	平	影	開		歌	切	tʃʰit5	切开
2065	tʃ	in	342	一	平	影	開		歌	前	tʃin342	从前
2066	tʃ	it	022	一	平	影	開		歌	截	tʃit2	截断
2067	ʃ	in	52	一	平	影	開		歌	先	ʃin52	先进
2068	ʃ	iu	52	一	平	影	開		歌	屑	ʃiu52	不屑一顾（动）
2069	ʃ	iu	52	一	平	影	開		歌	屑	ʃiu52	木屑（名）
2070	k	in	52	一	平	影	開		歌	肩	kin52	肩膀
2071	k	in	52	一	平	影	開		歌	堅	kin52	坚强
2072	k	en	55	一	平	影	開		歌	繭	ken55	蚕茧
2073	k	en	55	一	平	影	開		歌	趼	ken55	老茧（手脚掌上）
2074	k	en	33	一	平	影	開		歌	見	ken33	见识
2075	k	it	055	一	平	影	開		歌	結	kit5	结果
2076	k	it	055	一	平	影	開		歌	潔	kit5	清洁
2077	h	en	52	一	平	影	開		歌	牽	hen52	牵牛花
2078	ŋ	en	22	一	平	影	開		歌	研	ŋen22	研究
2079	ŋ	en	22	一	平	影	開		歌	硯	ŋen22	砚台
2080	h	in	55	一	平	影	開		歌	顯	hin55	明显
2081		in	342	一	平	影	開		歌	賢	in342	贤惠
2082		in	342	一	平	影	開		歌	弦	in342	琴弦
2083	h	en	22	一	平	影	開		歌	現	hen22	出现
2084		en	52	一	平	影	開		歌	煙	en52	香烟
2085		in	33	一	平	影	開		歌	燕	in33	燕京；姓
2086		in	33	一	平	影	開		歌	燕	in33	燕子
2088		in	33	一	平	影	開		歌	宴	in33	宴会
2089		it	055	一	平	影	開		歌	噎	it5	噎住
2090	p	on	52	一	平	影	開		歌	般	pon52	一般
2091	p	on	52	一	平	影	開		歌	搬	pon52	搬家
2092	p	on	33	一	平	影	開		歌	半	pon33	半天
2093	p	on	22	一	平	影	開		歌	絆	pon22	绊倒
2094	p	ot	033	一	平	影	開		歌	缽	pot3	衣钵
2095	p	ot	022	一	平	影	開		歌	撥	pot2	拨款
2096	pʰ	on	52	一	平	影	開		歌	潘	pʰon52	姓
2097	pʰ	iə̯ŋ	33	一	平	影	開		歌	拚	pʰiə̯ŋ33	拼命
2098	pʰ	on	33	一	平	影	開		歌	判	pʰon33	审判
2099	pʰ	ot	033	一	平	影	開		歌	潑	pʰot3	泼水
2100	p	on	342	一	平	影	開		歌	盤	pon342	算盘
2101	p	on	13	一	平	影	開		歌	伴	pon13	伙伴
2103	p	on	22	一	平	影	開		歌	叛	pon22	叛徒
2104	m	on	22	一	平	影	開		歌	瞞	mon22	隐瞒
2105	m	an	22	一	平	影	開		歌	饅	man22	馒头
2106	m	an	22	一	平	影	開		歌	鰻	man22	鳗鱼
2107	m	on	13	一	平	影	開		歌	滿	mon13	满意，装满
2108	m	an	22	一	平	影	開		歌	漫	man22	漫画
2109	m	ot	022	一	平	影	開		歌	末	mot2	末尾
2110	m	ot	022	一	平	影	開		歌	沫	mot2	泡沫
2111	m	at	033	一	平	影	開		歌	抹	mat3	抹布
2112	t	yn	52	一	平	影	開		歌	端	tyn52	端午
2113	t	yn	55	一	平	影	開		歌	短	tyn55	长短
2114	t	yn	13	一	平	影	開		歌	斷	tyn13	断绝，线断了
2115	t	yn	22	一	平	影	開		歌	鍛	tyn22	锻炼
2116	tʰ	yt	055	一	平	影	開		歌	脱	tʰyt5	摆脱
2117	t	yn	342	一	平	影	開		歌	團	tyn342	团结
2118	t	yn	342	一	平	影	開		歌	糰	tyn342	糕团
2119	t	yn	13	一	平	影	開		歌	斷	tyn13	决断，断案
2120	t	yn	22	一	平	影	開		歌	段	tyn22	阶段
2121	t	yn	22	一	平	影	開		歌	緞	tyn22	绸缎
2122	t	yn	22	一	平	影	開		歌	椴	tyn22	椴木
2123	t	yt	022	一	平	影	開		歌	奪	tyt2	夺权
2124	n	yn	13	一	平	影	開		歌	暖	nyn13	暖和
2125	n	yn	13	一	平	影	開		歌	鸞	nyn13	鸾凤
2126	n	yn	13	一	平	影	開		歌	卵	nyn13	鸡卵（鸡蛋）
2127	n	yn	22	一	平	影	開		歌	亂	nyn22	混乱
2128	n	yt	022	一	平	影	開		歌	捋	nyt2	捋袖
2129	tʃ	yn	33	一	平	影	開		歌	鑽	tʃyn33	电钻（名）
2130	tʃ	yn	33	一	平	影	開		歌	鑽	tʃyn33	钻洞（动）
2131	tʃʰ	yn	33	一	平	影	開		歌	竄	tʃʰyn33	东窜西窜
2132	tʃ	yt	055	一	平	影	開		歌	撮	tʃyt5	一撮胡子
2133	ʃ	yn	52	一	平	影	開		歌	酸	ʃyn52	酸味
2134	ʃ	yn	33	一	平	影	開		歌	算	ʃyn33	计算
2135	ʃ	yn	33	一	平	影	開		歌	蒜	ʃyn33	蒜头
2136	k	un	52	一	平	影	開		歌	官	kun52	当官
2137	k	un	52	一	平	影	開		歌	棺	kun52	棺材
2138	k	un	52	一	平	影	開		歌	觀	kun52	参观
2139	k	un	33	一	平	影	開		歌	冠	kun33	冠军
2140	k	un	55	一	平	影	開		歌	管	kun55	管理
2141	k	un	55	一	平	影	開		歌	館	kun55	图书馆
2142	k	un	33	一	平	影	開		歌	貫	kun33	贯彻
2143	k	un	33	一	平	影	開		歌	灌	kun33	灌溉
2144	k	un	33	一	平	影	開		歌	罐	kun33	罐头
2145	k	un	33	一	平	影	開		歌	觀	kun33	道观
2146	k	un	52	一	平	影	開		歌	冠	kun52	衣冠
2147	k	ut	033	一	平	影	開		歌	括	kut3	包括
2148	f	un	52	一	平	影	開		歌	寛	fun52	宽敞
2149	f	un	55	一	平	影	開		歌	款	fun55	汇款
2150	f	ut	055	一	平	影	開		歌	闊	fut5	开阔
2151		uan	13	一	平	影	開		歌	玩	uan13	玩具，游玩
2152	f	un	52	一	平	影	開		歌	歡	fun52	喜欢
2153		un	22	一	平	影	開		歌	唤	un22	呼唤
2154		un	22	一	平	影	開		歌	焕	un22	焕然一新
2155	kʰ	ut	033	一	平	影	開		歌	豁	kʰut3	豁然，豁嘴
2156		yn	342	一	平	影	開		歌	完	yn342	完全
2157		yn	342	一	平	影	開		歌	丸	yn342	药丸
2158		un	22	一	平	影	開		歌	緩	un22	迟缓
2159		un	22	一	平	影	開		歌	皖	un22	皖南事变
2160		un	22	一	平	影	開		歌	换	un22	交换
2161		ut	022	一	平	影	開		歌	活	ut2	生活
2162		un	55	一	平	影	開		歌	豌	un55	豌豆
2163		un	55	一	平	影	開		歌	碗	un55	饭碗
2164		un	55	一	平	影	開		歌	腕	un55	手腕
2166	ŋ	en	22	一	平	影	開		歌	頑	ŋen22	顽皮
2167		uan	22	一	平	影	開		歌	幻	uan22	幻想
2168		uet	022	一	平	影	開		歌	滑	uet2	滑稽
2169		uet	022	一	平	影	開		歌	猾	uet2	狡猾
2170		uet	033	一	平	影	開		歌	挖	uet3	挖地
2171	tʃʰ	yn	33	一	平	影	開		歌	篡	tʃʰyn33	篡位
2172	ʃ	øn	52	一	平	影	開		歌	閂	ʃøn52	门闩
2173	ʃ	øn	52	一	平	影	開		歌	拴	ʃøn52	拴住（捆绑）
2174	tʃʰ	at	033	一	平	影	開		歌	刷	tʃʰat3	牙刷
2175	k	uen	52	一	平	影	開		歌	關	kuen52	关门
2176	k	uen	33	一	平	影	開		歌	慣	kuen33	习惯
2177	k	uet	033	一	平	影	開		歌	刮	kuet3	搜刮
2178		uen	342	一	平	影	開		歌	還	uen342	还有
2179		uen	342	一	平	影	開		歌	還	uen342	还原，还钱
2180		uen	342	一	平	影	開		歌	環	uen342	环境
2181		uan	22	一	平	影	開		歌	患	uan22	忧患；患病
2182		uen	52	一	平	影	開		歌	彎	uen52	弯曲
2183		uen	52	一	平	影	開		歌	灣	uen52	海湾
2184	l	yn	13	一	平	影	開		歌	戀	lyn13	恋爱
2185	l	yt	022	一	平	影	開		歌	劣	lyt2	恶劣
2186	tʃ	yn	342	一	平	影	開		歌	全	tʃyn342	全部
2187	tʃ	yn	342	一	平	影	開		歌	泉	tʃyn342	泉水
2188	tʃ	yt	022	一	平	影	開		歌	絶	tʃyt2	绝对
2189	ʃ	yn	52	一	平	影	開		歌	宣	ʃyn52	宣传
2190	ʃ	yn	55	一	平	影	開		歌	選	ʃyn55	选举
2191	ʃ	yt	033	一	平	影	開		歌	雪	ʃyt3	下雪
2192	ʃ	yn	22	一	平	影	開		歌	旋	ʃyn22	旋转
2193	tʃ	yn	55	一	平	影	開		歌	轉	tʃyn55	转送，转学
2194	tʃ	yn	55	一	平	影	開		歌	轉	tʃyn55	转圆圈
2195	tʃ	yt	055	一	平	影	開		歌	啜	tʃyt5	啜奶
2196	tʃ	yn	342	一	平	影	開		歌	傳	tʃyn342	传达
2198	tʃ	yn	55	一	平	影	開		歌	傳	tʃyn55	自传
2199	tʃ	yn	52	一	平	影	開		歌	專	tʃyn52	专门
2200	tʃ	yn	52	一	平	影	開		歌	磚	tʃyn52	砖头
2201	tʃ	yt	055	一	平	影	開		歌	拙	tʃyt5	笨拙
2202	tʃʰ	yn	52	一	平	影	開		歌	川	tʃʰyn52	四川
2203	tʃʰ	yn	52	一	平	影	開		歌	穿	tʃʰyn52	穿着
2204	tʃʰ	yn	55	一	平	影	開		歌	喘	tʃʰyn55	哮喘
2205	tʃʰ	yn	33	一	平	影	開		歌	串	tʃʰyn33	串通
2206	ʃ	yn	342	一	平	影	開		歌	船	ʃyn342	轮船
2207	ʃ	yt	055	一	平	影	開		歌	説	ʃyt5	小说
2208		yn	13	一	平	影	開		歌	軟	yn13	软硬
2209	k	yn	55	一	平	影	開		歌	捲	kyn55	卷起（动）
2210	k	yn	33	一	平	影	開		歌	眷	kyn33	眷属
2211	k	yn	55	一	平	影	開		歌	卷	kyn55	试卷（名）
2212	k	yn	52	一	平	影	開		歌	絹	kyn52	手绢
2213	h	yn	52	一	平	影	開		歌	圈	hyn52	圆圈
2214	k	yn	342	一	平	影	開		歌	拳	kyn342	拳头
2215	k	yn	342	一	平	影	開		歌	權	kyn342	权力
2216	k	yn	342	一	平	影	開		歌	顴	kyn342	颧骨
2217	h	yn	52	一	平	影	開		歌	圈	hyn52	猪圈
2218	k	yn	22	一	平	影	開		歌	倦	kyn22	疲倦
2219		yn	342	一	平	影	開		歌	圓	yn342	圆圈
2220		yn	342	一	平	影	開		歌	員	yn342	人员
2221		yn	342	一	平	影	開		歌	院	yn342	院子
2222		yn	342	一	平	影	開		歌	緣	yn342	缘分
2223		yn	342	一	平	影	開		歌	沿	yn342	沿路
2224		yn	342	一	平	影	開		歌	鉛	yn342	铅笔
2225	k	yn	52	一	平	影	開		歌	捐	kyn52	捐款
2226		yt	022	一	平	影	開		歌	悦	yt2	愉悦
2227		iøt	022	一	平	影	開		歌	閲	iøt2	阅读
2228	f	an	52	一	平	影	開		歌	藩	fan52	曾国藩
2229	f	an	55	一	平	影	開		歌	反	fan55	反对
2230	f	an	33	一	平	影	開		歌	販	fan33	贩卖
2231	f	at	033	一	平	影	開		歌	髮	fat3	头发
2232	f	at	033	一	平	影	開		歌	發	fat3	发财
2233	f	an	52	一	平	影	開		歌	翻	fan52	翻转
2234	f	an	52	一	平	影	開		歌	番	fan52	几番
2235	f	an	342	一	平	影	開		歌	煩	fan342	麻烦
2236	f	an	342	一	平	影	開		歌	礬	fan342	明矾
2237	f	an	342	一	平	影	開		歌	繁	fan342	繁华
2238	f	an	22	一	平	影	開		歌	飯	fan22	吃饭
2239	f	at	022	一	平	影	開		歌	伐	fat2	讨伐
2240	f	at	022	一	平	影	開		歌	筏	fat2	竹筏
2241	f	at	022	一	平	影	開		歌	罰	fat2	罚款
2242	m	an	13	一	平	影	開		歌	晚	man13	晚上
2243		uan	13	一	平	影	開		歌	挽	uan13	挽留，挽手
2244	m	an	22	一	平	影	開		歌	萬	man22	一万
2245	m	an	22	一	平	影	開		歌	蔓	man22	瓜蔓
2246	m	ɐt	022	一	平	影	開		歌	襪	mɐt2	袜子
