"ID"	"IPA"	"simp"	"trad"	"detail"	"pinyin"	"调类"
920	"sei⁵³"	"馊"	"餿"			"sei1"
921	"sei⁵³"	"收"	"收"			"sei1"
922	"sei⁴⁵"	"手"	"手"			"sei3"
923	"sei⁴⁵"	"首"	"首"			"sei3"
924	"sei⁴⁵"	"守"	"守"			"sei3"
925	"sei⁴²³"	"碎"	"碎"			"sei5"
926	"sei⁴²³"	"岁"	"歲"			"sei5"
927	"sei⁴²³"	"税"	"稅"			"sei5"
928	"sei⁴²³"	"锐"	"銳"			"sei5"
929	"sei⁴²³"	"秽"	"穢"			"sei5"
930	"sei⁴²³"	"艘"	"艘"			"sei5"
931	"sei⁴²³"	"粹"	"粹"			"sei5"
932	"sei⁴²³"	"嗽"	"嗽"			"sei5"
933	"sei⁴²³"	"瘦"	"瘦"			"sei5"
934	"sei⁴²³"	"漱"	"漱"			"sei5"
935	"sei⁴²³"	"兽"	"獸"			"sei5"
936	"zei¹³"	"随"	"隨"			"zei2"
937	"zei¹³"	"愁"	"愁"			"zei2"
938	"zei²¹³"	"受"	"受"			"zei6"
939	"zei²¹³"	"寿"	"壽"			"zei6"
940	"zei²¹³"	"授"	"授"			"zei6"
941	"zei²¹³"	"售"	"售"			"zei6"
942	"kei⁵³"	"沟"	"溝"			"kei1"
943	"kei⁵³"	"勾"	"勾"			"kei1"
944	"kei⁵³"	"钩"	"鉤"			"kei1"
945	"kei⁴⁵"	"狗"	"狗"			"kei3"
946	"kei⁴⁵"	"苟"	"苟"			"kei3"
947	"kei⁴²³"	"够"	"夠"			"kei5"
948	"kei⁴²³"	"构"	"構"			"kei5"
949	"kei⁴²³"	"购"	"購"			"kei5"
950	"kʰei⁵³"	"抠"	"摳"			"kʰei1"
951	"kʰei⁴⁵"	"口"	"口"			"kʰei3"
952	"kʰei⁴²³"	"去"	"去"			"kʰei5"
953	"kʰei⁴²³"	"扣"	"扣"			"kʰei5"
954	"kʰei⁴²³"	"寇"	"寇"			"kʰei5"
955	"ɡei²¹³"	"厚"	"厚"			"ɡei6"
956	"ŋei⁴⁵"	"藕"	"藕"			"ŋei3"
957	"ŋei⁴⁵"	"偶"	"偶"			"ŋei3"
958	"ɦʰei¹³"	"侯"	"侯"			"ɦʰei2"
959	"ɦʰei¹³"	"喉"	"喉"			"ɦʰei2"
960	"ɦʰei¹³"	"猴"	"猴"			"ɦʰei2"
961	"ɦʰei¹³"	"瘊"	"瘊"			"ɦʰei2"
962	"ɦʰei²¹³"	"后"	"後"			"ɦʰei6"
963	"ɦʰei²¹³"	"候"	"候"			"ɦʰei6"
964	"ei⁵³"	"欧"	"歐"			"ei1"
965	"ei⁵³"	"鸥"	"鷗"			"ei1"
966	"ei⁵³"	"殴"	"毆"			"ei1"
967	"ei⁴⁵"	"呕"	"嘔"			"ei3"
968	"ei⁴²³"	"怄"	"慪"			"ei5"
969	"kuei⁵³"	"圭"	"圭"			"kuei1"
970	"kuei⁵³"	"闺"	"閨"			"kuei1"
971	"kuei⁵³"	"规"	"規"			"kuei1"
972	"kuei⁵³"	"龟"	"龜"			"kuei1"
973	"kuei⁵³"	"归"	"歸"			"kuei1"
974	"kuei⁴⁵"	"诡"	"詭"			"kuei3"
975	"kuei⁴⁵"	"轨"	"軌"			"kuei3"
976	"kuei⁴⁵"	"鬼"	"鬼"			"kuei3"
977	"kuei⁴²³"	"会"	"會"			"kuei5"
978	"kuei⁴²³"	"刽"	"劊"			"kuei5"
979	"kuei⁴²³"	"桂"	"桂"			"kuei5"
980	"kuei⁴²³"	"贵"	"貴"			"kuei5"
981	"kʰuei⁵³"	"盔"	"盔"			"kʰuei1"
982	"kʰuei⁵³"	"魁"	"魁"			"kʰuei1"
983	"kʰuei⁵³"	"傀"	"傀"			"kʰuei1"
984	"kʰuei⁵³"	"奎"	"奎"			"kʰuei1"
985	"kʰuei⁵³"	"亏"	"虧"			"kʰuei1"
986	"kʰuei⁴²³"	"块"	"塊"			"kʰuei5"
987	"ɡuei¹³"	"癸"	"癸"			"ɡuei2"
988	"ɡuei¹³"	"逵"	"逵"			"ɡuei2"
989	"ɡuei¹³"	"葵"	"葵"			"ɡuei2"
990	"ɡuei²¹³"	"溃"	"潰"			"ɡuei6"
991	"ɡuei²¹³"	"跪"	"跪"			"ɡuei6"
992	"ɡuei²¹³"	"柜"	"櫃"			"ɡuei6"
993	"huei⁵³"	"恢"	"恢"			"huei1"
994	"huei⁵³"	"灰"	"灰"			"huei1"
995	"huei⁵³"	"麾"	"麾"			"huei1"
996	"huei⁵³"	"挥"	"揮"			"huei1"
997	"huei⁵³"	"辉"	"輝"			"huei1"
998	"huei⁵³"	"徽"	"徽"			"huei1"
999	"huei⁴⁵"	"悔"	"悔"			"huei3"
1000	"huei⁴⁵"	"毁"	"毀"			"huei3"
1001	"huei⁴²³"	"晦"	"晦"			"huei5"
1002	"ɦuei¹³"	"桅"	"桅"			"ɦuei2"
1003	"ɦuei¹³"	"回"	"回"			"ɦuei2"
1004	"ɦuei¹³"	"茴"	"茴"			"ɦuei2"
1005	"ɦuei¹³"	"危"	"危"			"ɦuei2"
1006	"ɦuei¹³"	"为"	"為"			"ɦuei2"
1007	"ɦuei¹³"	"违"	"違"			"ɦuei2"
1008	"ɦuei¹³"	"围"	"圍"			"ɦuei2"
1009	"ɦuei²¹³"	"汇"	"匯"			"ɦuei6"
1010	"ɦuei²¹³"	"会"	"會"			"ɦuei6"
1011	"ɦuei²¹³"	"绘"	"繪"			"ɦuei6"
1012	"ɦuei²¹³"	"卫"	"衛"			"ɦuei6"
1013	"ɦuei²¹³"	"彗"	"彗"			"ɦuei6"
1014	"ɦuei²¹³"	"惠"	"惠"			"ɦuei6"
1015	"ɦuei²¹³"	"慧"	"慧"			"ɦuei6"
1016	"ɦuei²¹³"	"为"	"為"			"ɦuei6"
1017	"ɦuei²¹³"	"位"	"位"			"ɦuei6"
1018	"ɦuei²¹³"	"魏"	"魏"			"ɦuei6"
1019	"ɦuei²¹³"	"讳"	"諱"			"ɦuei6"
1020	"ɦuei²¹³"	"伟"	"偉"			"ɦuei6"
1021	"ɦuei²¹³"	"苇"	"葦"			"ɦuei6"
1022	"ɦuei²¹³"	"纬"	"緯"			"ɦuei6"
1023	"ɦuei²¹³"	"胃"	"胃"			"ɦuei6"
1024	"ɦuei²¹³"	"谓"	"謂"			"ɦuei6"
1025	"ɦuei²¹³"	"猬"	"猬"			"ɦuei6"
1026	"uei⁵³"	"煨"	"煨"			"uei1"
1027	"uei⁵³"	"萎"	"萎"			"uei1"
1028	"uei⁵³"	"葵"	"葵"			"uei1"
1029	"uei⁵³"	"威"	"威"			"uei1"
1030	"uei⁵³"	"畏"	"畏"			"uei1"
1031	"uei⁴⁵"	"委"	"委"			"uei3"
1032	"uei⁴²³"	"慰"	"慰"			"uei5"
1033	"pø⁵³"	"搬"	"搬"			"pø1"
1034	"pø⁴²³"	"半"	"半"			"pø5"
1035	"pʰø⁵³"	"潘"	"潘"			"pʰø1"
1036	"pʰø⁴²³"	"判"	"判"			"pʰø5"
1037	"bø¹³"	"盘"	"盤"			"bø2"
1038	"bø²¹³"	"伴"	"伴"			"bø6"
1039	"bø²¹³"	"拌"	"拌"			"bø6"
1040	"bø²¹³"	"叛"	"叛"			"bø6"
1041	"mø¹³"	"瞒"	"瞞"			"mø2"
1042	"mø¹³"	"馒"	"饅"			"mø2"
1043	"mø⁴⁵"	"满"	"滿"			"mø3"
1044	"mø²¹³"	"漫"	"漫"			"mø6"
1045	"mø²¹³"	"幔"	"幔"			"mø6"
1046	"tø⁵³"	"端"	"端"			"tø1"
1047	"tø⁴⁵"	"短"	"短"			"tø3"
1048	"tø⁴²³"	"断"	"斷"			"tø5"
1049	"tø⁴²³"	"锻"	"鍛"			"tø5"
1050	"tʰø⁵³"	"贪"	"貪"			"tʰø1"
1051	"tʰø⁴²³"	"探"	"探"			"tʰø5"
1052	"dø¹³"	"潭"	"潭"			"dø2"
1053	"dø¹³"	"谭"	"譚"			"dø2"
1054	"dø¹³"	"坛"	"壇"			"dø2"
1055	"dø¹³"	"团"	"團"			"dø2"
1056	"dø²¹³"	"段"	"段"			"dø6"
1057	"dø²¹³"	"缎"	"緞"			"dø6"
1058	"dø²¹³"	"断"	"斷"			"dø6"
1059	"nø¹³"	"男"	"男"			"nø2"
1060	"nø¹³"	"南"	"南"			"nø2"
1061	"nø⁴⁵"	"暖"	"暖"			"nø3"
1062	"lø¹³"	"鸾"	"鸞"			"lø2"
1063	"lø¹³"	"銮"	"鑾"			"lø2"
1064	"lø⁴⁵"	"卵"	"卵"			"lø3"
1065	"lø²¹³"	"乱"	"亂"			"lø6"
1066	"tsø⁵³"	"瞻"	"瞻"			"tsø1"
1067	"tsø⁵³"	"占"	"佔"			"tsø1"
1068	"tsø⁵³"	"沾"	"沾"			"tsø1"
1069	"tsø⁵³"	"毡"	"氈"			"tsø1"
1070	"tsø⁵³"	"钻"	"鑽"			"tsø1"
1071	"tsø⁵³"	"专"	"專"			"tsø1"
1072	"tsø⁵³"	"砖"	"磚"			"tsø1"
1073	"tsø⁵³"	"撰"	"撰"			"tsø1"
1074	"tsø⁴⁵"	"展"	"展"			"tsø3"
1075	"tsø⁴⁵"	"纂"	"纂"			"tsø3"
1076	"tsø⁴⁵"	"转"	"轉"			"tsø3"
1077	"tsø⁴²³"	"战"	"戰"			"tsø5"
1078	"tsø⁴²³"	"颤"	"顫"			"tsø5"
1079	"tsø⁴²³"	"钻"	"鑽"			"tsø5"
1080	"tsø⁴²³"	"转"	"轉"			"tsø5"
1081	"tsʰø⁵³"	"参"	"參"			"tsʰø1"
1082	"tsʰø⁵³"	"餐"	"餐"			"tsʰø1"
1083	"tsʰø⁵³"	"汆"	"汆"			"tsʰø1"
1084	"tsʰø⁵³"	"窜"	"竄"			"tsʰø1"
1085	"tsʰø⁵³"	"篡"	"篡"			"tsʰø1"
1086	"tsʰø⁵³"	"川"	"川"			"tsʰø1"
1087	"tsʰø⁵³"	"穿"	"穿"			"tsʰø1"
1088	"tsʰø⁴⁵"	"惨"	"慘"			"tsʰø3"
1089	"tsʰø⁴⁵"	"喘"	"喘"			"tsʰø3"
1090	"tsʰø⁴²³"	"串"	"串"			"tsʰø5"
1091	"dzø¹³"	"缠"	"纏"			"dzø2"
1092	"dzø¹³"	"传"	"傳"			"dzø2"
1093	"dzø¹³"	"椽"	"椽"			"dzø2"
1094	"dzø²¹³"	"篆"	"篆"			"dzø6"
1095	"dzø²¹³"	"传"	"傳"			"dzø6"
1096	"sø⁵³"	"膻"	"羶"			"sø1"
1097	"sø⁵³"	"扇"	"扇"			"sø1"
1098	"sø⁵³"	"酸"	"酸"			"sø1"
1099	"sø⁵³"	"涮"	"涮"			"sø1"
1100	"sø⁴⁵"	"陕"	"陝"			"sø3"
1101	"sø⁴⁵"	"闪"	"閃"			"sø3"
1102	"sø⁴²³"	"扇"	"扇"			"sø5"
1103	"sø⁴²³"	"算"	"算"			"sø5"
1104	"sø⁴²³"	"蒜"	"蒜"			"sø5"
1105	"zø¹³"	"蚕"	"蠶"			"zø2"
1106	"zø¹³"	"蟾"	"蟾"			"zø2"
1107	"zø¹³"	"蝉"	"蟬"			"zø2"
1108	"zø¹³"	"禅"	"禪"			"zø2"
1109	"zø¹³"	"然"	"然"			"zø2"
1110	"zø¹³"	"燃"	"燃"			"zø2"
1111	"zø¹³"	"船"	"船"			"zø2"
1112	"zø²¹³"	"染"	"染"			"zø6"
1113	"zø²¹³"	"冉"	"冉"			"zø6"
1114	"zø²¹³"	"善"	"善"			"zø6"
1115	"zø²¹³"	"鳝"	"鱔"			"zø6"
1116	"zø²¹³"	"单"	"單"			"zø6"
1117	"zø²¹³"	"膳"	"膳"			"zø6"
1118	"zø²¹³"	"禅"	"禪"			"zø6"
1119	"kø⁵³"	"甘"	"甘"			"kø1"
1120	"kø⁵³"	"柑"	"柑"			"kø1"
1121	"kø⁵³"	"泔"	"泔"			"kø1"
1122	"kø⁵³"	"干"	"乾"			"kø1"
1123	"kø⁵³"	"肝"	"肝"			"kø1"
1124	"kø⁴⁵"	"感"	"感"			"kø3"
1125	"kø⁴⁵"	"敢"	"敢"			"kø3"
1126	"kø⁴⁵"	"橄"	"橄"			"kø3"
1127	"kø⁴⁵"	"杆"	"桿"			"kø3"
1128	"kø⁴⁵"	"竿"	"竿"			"kø3"
1129	"kø⁴⁵"	"秆"	"稈"			"kø3"
1130	"kø⁴⁵"	"擀"	"擀"			"kø3"
1131	"kø⁴⁵"	"赶"	"趕"			"kø3"
1132	"kø⁴²³"	"干"	"幹"			"kø5"
1133	"kʰø⁵³"	"看"	"看"			"kʰø1"
1134	"kʰø⁵³"	"刊"	"刊"			"kʰø1"
1135	"kʰø⁴⁵"	"砍"	"砍"			"kʰø3"
1136	"kʰø⁴²³"	"看"	"看"			"kʰø5"
1137	"ŋø²¹³"	"岸"	"岸"			"ŋø6"
1138	"hø⁵³"	"憨"	"憨"			"hø1"
1139	"hø⁵³"	"酣"	"酣"			"hø1"
1140	"hø⁵³"	"鼾"	"鼾"			"hø1"
1141	"hø⁴⁵"	"罕"	"罕"			"hø3"
1142	"hø⁴²³"	"汉"	"漢"			"hø5"
1143	"ɦʰø¹³"	"含"	"含"			"ɦʰø2"
1144	"ɦʰø¹³"	"函"	"函"			"ɦʰø2"
1145	"ɦʰø¹³"	"寒"	"寒"			"ɦʰø2"
1146	"ɦʰø¹³"	"韩"	"韓"			"ɦʰø2"
1147	"ɦʰø²¹³"	"撼"	"撼"			"ɦʰø6"
1148	"ɦʰø²¹³"	"憾"	"憾"			"ɦʰø6"
1149	"ɦʰø²¹³"	"旱"	"旱"			"ɦʰø6"
1150	"ɦʰø²¹³"	"汗"	"汗"			"ɦʰø6"
1151	"ɦʰø²¹³"	"焊"	"焊"			"ɦʰø6"
1152	"ɦʰø²¹³"	"翰"	"翰"			"ɦʰø6"
1153	"ø⁵³"	"庵"	"庵"			"ø1"
1154	"ø⁵³"	"鹌"	"鵪"			"ø1"
1155	"ø⁵³"	"安"	"安"			"ø1"
1156	"ø⁵³"	"鞍"	"鞍"			"ø1"
1157	"ø⁴⁵"	"揞"	"揞"			"ø3"
1158	"ø⁴²³"	"暗"	"暗"			"ø5"
1159	"ø⁴²³"	"按"	"按"			"ø5"
1160	"ø⁴²³"	"案"	"案"			"ø5"
1161	"tɕiø⁵³"	"捐"	"捐"			"tɕiø1"
1162	"tɕiø⁵³"	"鹃"	"鵑"			"tɕiø1"
1163	"tɕiø⁴⁵"	"卷"	"卷"			"tɕiø3"
1164	"tɕiø⁴²³"	"眷"	"眷"			"tɕiø5"
1165	"tɕiø⁴²³"	"绢"	"絹"			"tɕiø5"
1166	"tɕiø⁴²³"	"卷"	"卷"			"tɕiø5"
1167	"tɕʰiø⁵³"	"圈"	"圈"			"tɕʰiø1"
1168	"tɕʰiø⁴⁵"	"犬"	"犬"			"tɕʰiø3"
1169	"tɕʰiø⁴²³"	"劝"	"勸"			"tɕʰiø5"
1170	"tɕʰiø⁴²³"	"券"	"券"			"tɕʰiø5"
1171	"dʑiø¹³"	"拳"	"拳"			"dʑiø2"
1172	"dʑiø¹³"	"权"	"權"			"dʑiø2"
1173	"dʑiø¹³"	"颧"	"顴"			"dʑiø2"
1174	"dʑiø²¹³"	"圈"	"圈"			"dʑiø6"
1175	"dʑiø²¹³"	"倦"	"倦"			"dʑiø6"
1176	"ȵiø⁴⁵"	"软"	"軟"			"ȵiø3"
1177	"ɕiø⁴²³"	"楦"	"楦"			"ɕiø5"
1178	"ɦiø¹³"	"圆"	"圓"			"ɦiø2"
1179	"ɦiø¹³"	"员"	"員"			"ɦiø2"
1180	"ɦiø¹³"	"缘"	"緣"			"ɦiø2"
1181	"ɦiø¹³"	"元"	"元"			"ɦiø2"
1182	"ɦiø¹³"	"原"	"原"			"ɦiø2"
1183	"ɦiø¹³"	"源"	"源"			"ɦiø2"
1184	"ɦiø¹³"	"袁"	"袁"			"ɦiø2"
1185	"ɦiø¹³"	"辕"	"轅"			"ɦiø2"
1186	"ɦiø¹³"	"园"	"園"			"ɦiø2"
1187	"ɦiø¹³"	"援"	"援"			"ɦiø2"
1188	"ɦiø¹³"	"猿"	"猿"			"ɦiø2"
1189	"ɦiø¹³"	"玄"	"玄"			"ɦiø2"
1190	"ɦiø¹³"	"悬"	"懸"			"ɦiø2"
1191	"ɦiø¹³"	"眩"	"眩"			"ɦiø2"
1192	"ɦiø¹³"	"渊"	"淵"			"ɦiø2"
1193	"ɦiø²¹³"	"院"	"院"			"ɦiø6"
1194	"ɦiø²¹³"	"阮"	"阮"			"ɦiø6"
1195	"ɦiø²¹³"	"愿"	"願"			"ɦiø6"
1196	"ɦiø²¹³"	"县"	"縣"			"ɦiø6"
1197	"iø⁵³"	"冤"	"冤"			"iø1"
1198	"iø⁵³"	"鸳"	"鴛"			"iø1"
1199	"iø⁴⁵"	"远"	"遠"			"iø3"
1200	"iø⁴²³"	"怨"	"怨"			"iø5"
1201	"kuø⁵³"	"官"	"官"			"kuø1"
1202	"kuø⁵³"	"棺"	"棺"			"kuø1"
1203	"kuø⁵³"	"观"	"觀"			"kuø1"
1204	"kuø⁵³"	"冠"	"冠"			"kuø1"
1205	"kuø⁴⁵"	"管"	"管"			"kuø3"
1206	"kuø⁴⁵"	"馆"	"館"			"kuø3"
1207	"kuø⁴²³"	"贯"	"貫"			"kuø5"
1208	"kuø⁴²³"	"灌"	"灌"			"kuø5"
1209	"kuø⁴²³"	"罐"	"罐"			"kuø5"
1210	"kuø⁴²³"	"观"	"觀"			"kuø5"
1211	"kʰuø⁵³"	"宽"	"寬"			"kʰuø1"
1212	"kʰuø⁴⁵"	"款"	"款"			"kʰuø3"
1213	"huø⁵³"	"欢"	"歡"			"huø1"
1214	"huø⁴²³"	"焕"	"煥"			"huø5"
1215	"huø⁴²³"	"唤"	"喚"			"huø5"
1216	"ɦuø¹³"	"完"	"完"			"ɦuø2"
1217	"ɦuø¹³"	"玩"	"玩"			"ɦuø2"
1218	"ɦuø¹³"	"丸"	"丸"			"ɦuø2"
1219	"ɦuø¹³"	"桓"	"桓"			"ɦuø2"
1220	"ɦuø²¹³"	"换"	"換"			"ɦuø6"
1221	"ɦuø²¹³"	"皖"	"皖"			"ɦuø6"
1222	"uø⁵³"	"豌"	"豌"			"uø1"
1223	"uø⁵³"	"腕"	"腕"			"uø1"
1224	"uø⁴⁵"	"缓"	"緩"			"uø3"
1225	"uø⁴⁵"	"碗"	"碗"			"uø3"
1226	"uø⁴⁵"	"惋"	"惋"			"uø3"
1227	"uø⁴⁵"	"腕"	"腕"			"uø3"
1228	"uø⁴⁵"	"宛"	"宛"			"uø3"
1229	"uø⁴⁵"	"婉"	"婉"			"uø3"
1230	"po⁵³"	"巴"	"巴"			"po1"
1231	"po⁵³"	"芭"	"芭"			"po1"
1232	"po⁵³"	"疤"	"疤"			"po1"
1233	"po⁵³"	"笆"	"笆"			"po1"
1234	"po⁴⁵"	"把"	"把"			"po3"
1235	"po⁴²³"	"霸"	"霸"			"po5"
1236	"po⁴²³"	"坝"	"壩"			"po5"
1237	"pʰo⁴²³"	"怕"	"怕"			"pʰo5"
1238	"bo¹³"	"爬"	"爬"			"bo2"
1239	"bo¹³"	"琶"	"琶"			"bo2"
1240	"bo²¹³"	"耙"	"耙"			"bo6"
1241	"mo¹³"	"麻"	"麻"			"mo2"
1242	"mo⁴⁵"	"马"	"馬"			"mo3"
1243	"mo⁴⁵"	"码"	"碼"			"mo3"
1244	"mo²¹³"	"骂"	"罵"			"mo6"
1245	"no¹³"	"拿"	"拿"			"no2"
1246	"no¹³"	"挪"	"挪"			"no2"
1247	"tso⁵³"	"楂"	"楂"			"tso1"
1248	"tso⁵³"	"渣"	"渣"			"tso1"
1249	"tso⁴²³"	"诈"	"詐"			"tso5"
1250	"tso⁴²³"	"榨"	"榨"			"tso5"
1251	"tso⁴²³"	"炸"	"炸"			"tso5"
1252	"tso⁴²³"	"柞"	"柞"			"tso5"
1253	"tsʰo⁵³"	"钗"	"釵"			"tsʰo1"
1254	"tsʰo⁵³"	"叉"	"叉"			"tsʰo1"
1255	"tsʰo⁵³"	"杈"	"杈"			"tsʰo1"
1256	"tsʰo⁵³"	"车"	"車"			"tsʰo1"
1257	"dzo¹³"	"茶"	"茶"			"dzo2"
1258	"dzo¹³"	"搽"	"搽"			"dzo2"
1259	"dzo¹³"	"查"	"查"			"dzo2"
1260	"so⁵³"	"莎"	"莎"			"so1"
1261	"so⁵³"	"沙"	"沙"			"so1"
1262	"so⁵³"	"纱"	"紗"			"so1"
1263	"so⁴⁵"	"所"	"所"			"so3"
1264	"ko⁵³"	"瓜"	"瓜"			"ko1"
1265	"ko⁴⁵"	"寡"	"寡"			"ko3"
1266	"ko⁴²³"	"嫁"	"嫁"			"ko5"
1267	"ko⁴²³"	"价"	"價"			"ko5"
1268	"ko⁴²³"	"挂"	"掛"			"ko5"
1269	"ko⁴²³"	"卦"	"卦"			"ko5"
1270	"kʰo⁵³"	"夸"	"誇"			"kʰo1"
1271	"kʰo⁴⁵"	"可"	"可"			"kʰo3"
1272	"kʰo⁴²³"	"跨"	"跨"			"kʰo5"
1273	"kʰo⁴²³"	"胯"	"胯"			"kʰo5"
1274	"ŋo¹³"	"牙"	"牙"			"ŋo2"
1275	"ŋo¹³"	"芽"	"芽"			"ŋo2"
1276	"ŋo¹³"	"衙"	"衙"			"ŋo2"
1277	"ŋo¹³"	"瓦"	"瓦"			"ŋo2"
1278	"ŋo⁴⁵"	"瓦"	"瓦"			"ŋo3"
1279	"ho⁵³"	"虾"	"蝦"			"ho1"
1280	"ho⁵³"	"花"	"花"			"ho1"
1281	"ho⁴²³"	"化"	"化"			"ho5"
1282	"ɦo¹³"	"华"	"華"			"ɦo2"
1283	"ɦo¹³"	"铧"	"鏵"			"ɦo2"
1284	"ɦo¹³"	"划"	"划"			"ɦo2"
1285	"ɦo²¹³"	"画"	"畫"			"ɦo6"
1286	"ɦo²¹³"	"话"	"話"			"ɦo6"
1287	"ɦʰo²¹³"	"厦"	"廈"			"ɦʰo6"
1288	"ɦʰo²¹³"	"下"	"下"			"ɦʰo6"
1289	"ɦʰo²¹³"	"夏"	"夏"			"ɦʰo6"
1290	"o⁵³"	"鸦"	"鴉"			"o1"
1291	"o⁵³"	"丫"	"丫"			"o1"
1292	"o⁵³"	"桠"	"椏"			"o1"
1293	"o⁵³"	"蛙"	"蛙"			"o1"
1294	"o⁵³"	"洼"	"窪"			"o1"
1295	"o⁴⁵"	"哑"	"啞"			"o3"
1296	"o⁴²³"	"沤"	"漚"			"o5"
1297	"ɕio⁵³"	"靴"	"靴"			"ɕio1"
1298	"məɯ¹³"	"魔"	"魔"			"məɯ2"
1299	"məɯ¹³"	"磨"	"磨"			"məɯ2"
1300	"məɯ¹³"	"摩"	"摩"			"məɯ2"
1301	"məɯ¹³"	"模"	"模"			"məɯ2"
1302	"məɯ⁴⁵"	"亩"	"畝"			"məɯ3"
1303	"məɯ⁴⁵"	"母"	"母"			"məɯ3"
1304	"məɯ⁴⁵"	"拇"	"拇"			"məɯ3"
1305	"məɯ²¹³"	"磨"	"磨"			"məɯ6"
1306	"məɯ²¹³"	"暮"	"暮"			"məɯ6"
1307	"məɯ²¹³"	"慕"	"慕"			"məɯ6"
1308	"məɯ²¹³"	"墓"	"墓"			"məɯ6"
1309	"məɯ²¹³"	"募"	"募"			"məɯ6"
1310	"məɯ²¹³"	"幕"	"幕"			"məɯ6"
1311	"təɯ⁵³"	"多"	"多"			"təɯ1"
1312	"təɯ⁵³"	"都"	"都"			"təɯ1"
1313	"təɯ⁴⁵"	"朵"	"朵"			"təɯ3"
1314	"təɯ⁴⁵"	"躲"	"躲"			"təɯ3"
1315	"təɯ⁴⁵"	"堵"	"堵"			"təɯ3"
1316	"təɯ⁴⁵"	"赌"	"賭"			"təɯ3"
1317	"təɯ⁴⁵"	"肚"	"肚"			"təɯ3"
1318	"təɯ⁴²³"	"妒"	"妒"			"təɯ5"
1319	"tʰəɯ⁵³"	"拖"	"拖"			"tʰəɯ1"
1320	"tʰəɯ⁴⁵"	"妥"	"妥"			"tʰəɯ3"
1321	"tʰəɯ⁴⁵"	"椭"	"橢"			"tʰəɯ3"
1322	"tʰəɯ⁴⁵"	"唾"	"唾"			"tʰəɯ3"
1323	"tʰəɯ⁴⁵"	"土"	"土"			"tʰəɯ3"
1324	"tʰəɯ⁴⁵"	"吐"	"吐"			"tʰəɯ3"
1325	"tʰəɯ⁴²³"	"兔"	"兔"			"tʰəɯ5"
1326	"dəɯ¹³"	"驼"	"駝"			"dəɯ2"
1327	"dəɯ¹³"	"驮"	"馱"			"dəɯ2"
1328	"dəɯ¹³"	"徒"	"徒"			"dəɯ2"
1329	"dəɯ¹³"	"屠"	"屠"			"dəɯ2"
1330	"dəɯ¹³"	"途"	"途"			"dəɯ2"
1331	"dəɯ¹³"	"涂"	"塗"			"dəɯ2"
1332	"dəɯ¹³"	"图"	"圖"			"dəɯ2"
1333	"dəɯ²¹³"	"舵"	"舵"			"dəɯ6"
1334	"dəɯ²¹³"	"大"	"大"			"dəɯ6"
1335	"dəɯ²¹³"	"堕"	"墮"			"dəɯ6"
1336	"dəɯ²¹³"	"惰"	"惰"			"dəɯ6"
1337	"dəɯ²¹³"	"肚"	"肚"			"dəɯ6"
1338	"dəɯ²¹³"	"杜"	"杜"			"dəɯ6"
1339	"dəɯ²¹³"	"度"	"度"			"dəɯ6"
1340	"dəɯ²¹³"	"渡"	"渡"			"dəɯ6"
1341	"dəɯ²¹³"	"镀"	"鍍"			"dəɯ6"
1342	"nəɯ¹³"	"奴"	"奴"			"nəɯ2"
1343	"nəɯ¹³"	"捼"	"捼"			"nəɯ2"
1344	"nəɯ⁴⁵"	"努"	"努"			"nəɯ3"
1345	"nəɯ²¹³"	"糯"	"糯"			"nəɯ6"
1346	"nəɯ²¹³"	"懦"	"懦"			"nəɯ6"
1347	"nəɯ²¹³"	"怒"	"怒"			"nəɯ6"
1348	"ləɯ⁵³"	"啰"	"囉"			"ləɯ1"
1349	"ləɯ¹³"	"罗"	"羅"			"ləɯ2"
1350	"ləɯ¹³"	"锣"	"鑼"			"ləɯ2"
1351	"ləɯ¹³"	"箩"	"籮"			"ləɯ2"
1352	"ləɯ¹³"	"萝"	"蘿"			"ləɯ2"
1353	"ləɯ¹³"	"骡"	"騾"			"ləɯ2"
1354	"ləɯ¹³"	"螺"	"螺"			"ləɯ2"
1355	"ləɯ¹³"	"脶"	"腡"			"ləɯ2"
1356	"ləɯ¹³"	"卢"	"盧"			"ləɯ2"
1357	"ləɯ¹³"	"炉"	"爐"			"ləɯ2"
1358	"ləɯ¹³"	"芦"	"蘆"			"ləɯ2"
1359	"ləɯ¹³"	"鸬"	"鸕"			"ləɯ2"
1360	"ləɯ⁴⁵"	"鲁"	"魯"			"ləɯ3"
1361	"ləɯ⁴⁵"	"橹"	"櫓"			"ləɯ3"
1362	"ləɯ⁴⁵"	"虏"	"虜"			"ləɯ3"
1363	"ləɯ⁴⁵"	"卤"	"鹵"			"ləɯ3"
1364	"ləɯ⁴⁵"	"搂"	"摟"			"ləɯ3"
1365	"ləɯ⁴⁵"	"篓"	"簍"			"ləɯ3"
1366	"ləɯ²¹³"	"路"	"路"			"ləɯ6"
1367	"ləɯ²¹³"	"露"	"露"			"ləɯ6"
1368	"ləɯ²¹³"	"鹭"	"鷺"			"ləɯ6"
1369	"tsəɯ⁵³"	"租"	"租"			"tsəɯ1"
1370	"tsəɯ⁴⁵"	"左"	"左"			"tsəɯ3"
1371	"tsəɯ⁴⁵"	"佐"	"佐"			"tsəɯ3"
1372	"tsəɯ⁴⁵"	"祖"	"祖"			"tsəɯ3"
