// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	x	ɣ
@FIN	an
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
tʂ	ʅ	陰平	支 枝 肢 芝 紙 知 蜘 汁
tʂ	ʅ	陽平上	址 指 侄 直 值{~錢}
tʂ	ʅ	去聲	制 織 治 值{~日} 植 執 秩 質 隻{一~雞} 只{~有} 志 痣
tʂʰ	ʅ	陰平	嗤
tʂʰ	ʅ	陽平上	齒 池 持 恥 斥 翅 遲
tʂʰ	ʅ	去聲	吃 尺 匙
ʂ	ʅ	陰平	詩 施 師 獅 屍
ʂ	ʅ	陽平上	屎 始 使 史 十 什 石 實 食 蝕 誓 時
ʂ	ʅ	去聲	是 室 勢 濕 識 式 世 失 適 示 市 事 試
ʐ	ʅ	陰平	□{性交} □{丟掉：把書~的屋裡了}
ʐ	ʅ	去聲	日
// HSD Syllabary Data Partition
// 地区：甘肅省-張掖市-臨澤縣-沙河鎮
// 来源：何劍麗《臨澤方言音系記略》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-張掖市-臨澤縣-沙河鎮
@SRC	何劍麗《臨澤方言音系記略》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	k	kʰ	x	ɣ
@FIN	ᴀ
@TON	陰平	44
@TON	陽平上	53
@TON	去聲	31

// Initial	Final	Tone	CharList (Space separated)
p	ᴀ	陰平	巴 疤
p	ᴀ	陽平上	爸 拔 把{~守} □{~屎：拉大便}
p	ᴀ	去聲	耙{~地} 把{~子} 霸 壩 八 罷
pʰ	ᴀ	陽平上	爬 鈀 帕
pʰ	ᴀ	去聲	怕
m	ᴀ	陰平	媽
m	ᴀ	陽平上	麻 蟆 馬 碼{碼~子}
m	ᴀ	去聲	罵 抹{~布}
f	ᴀ	陽平上	伐 罰 乏 耍
f	ᴀ	去聲	髮{頭~} 發{~展} 法 刷
v	ᴀ	陽平上	蛙 □{用手亂抓} 挼{皺，軟} □{難受：心裡~得很} 娃 瓦 □{~飯：盛飯}
v	ᴀ	去聲	襪 挖
t	ᴀ	陰平	褡
t	ᴀ	陽平上	打 達
t	ᴀ	去聲	大 答 搭
tʰ	ᴀ	陰平	他
tʰ	ᴀ	陽平上	踏 沓{一~紙} □{~調和}
tʰ	ᴀ	去聲	拓{~本} 塔 塌 溻
n	ᴀ	陽平上	拿 哪 □{他}
n	ᴀ	去聲	那 納 捺
l	ᴀ	陰平	拉 垃
l	ᴀ	去聲	臘 蠟 辣 邋
ts	ᴀ	陽平上	雜
tsʰ	ᴀ	陰平	□{幹啥}
tsʰ	ᴀ	陽平上	擦
s	ᴀ	陰平	□{看灑}
s	ᴀ	陽平上	撒{~手} 薩{菩~}
tʂ	ᴀ	陰平	查 楂{碎木~} 渣{山~}
tʂ	ᴀ	陽平上	詐 乍 雜 眨 閘 炸{油~} 鍘{~刀}
tʂ	ᴀ	去聲	榨{~油} 炸{~彈} 扎{捆~} 奓{舉}
tʂʰ	ᴀ	陰平	叉 杈{枝~} 差{~別}
tʂʰ	ᴀ	陽平上	茬 查{調~} 茶 察{~看}
tʂʰ	ᴀ	去聲	岔{~路} 插 擦 搽
ʂ	ᴀ	陰平	沙 紗
ʂ	ᴀ	陽平上	傻
ʂ	ᴀ	去聲	廈{~房} 殺
k	ᴀ	陽平上	尕
kʰ	ᴀ	陰平	喀{~痰}
kʰ	ᴀ	陽平上	□{「給下」的合音}
kʰ	ᴀ	去聲	卡
x	ᴀ	陰平	哈{~腰}
x	ᴀ	陽平上	下{~來，又 ɕiᴀ} 瞎{又 ɕiᴀ}
ɣ	ᴀ	陰平	阿
