#漢字	音標
頑	uan5
𩈬	uan5
贃	uan5
樠	mon5
樠	mɨn5
樠	uan5
𦱏	uan6
𦲯	uan6
薍	uan6
鬗	mon5
鬗	uan6
澫	uan6
䡬	uan6
䝡	uan6
卍	uan6
𦂔	uan6
𨞼	uan6
蟃	uan6
贎	uan6
𠦒	pit7
𠦒	pon1
搬	pon1
䈲	pon1
䈲	pʰon2
𤳖	pon1
粄	pon3
䉽	pon3
䬳	pon3
半	pon5
𠯘	pon5
姅	pon5
姅	pʰon3
㪵	pon5
靽	pon5
𩢔	pon5
㢖	pʰon1
潘	pʰon1
㽃	pʰon1
𤺏	pʰon1
瘢	pʰon2
磻	pʰon2
幋	pʰon2
𤠍	pʰon2
槃	pʰon2
磐	pʰon2
𥈼	pʰon2
盤	pʰon2
縏	pʰon2
蹣	mon5
蹣	pʰon2
鎜	pʰon2
鞶	pʰon2
𪄀	pʰon2
𪒀	pʰon2
柈	pʰon2
胖	pʰon2
胖	pʰɔŋ3
坢	pʰon3
𧺾	pʰon3
眫	pʰon3
冸	pʰon3
判	pʰon3
沜	pʰon3
泮	pʰon3
牉	pʰon3
頖	pʰon3
伴	pʰon6
㚘	pʰon6
拌	pʰon6
叛	pʰon6
畔	pʰon6
𡞟	pʰon6
絆	pʰon6
𢟮	mon3
滿	mon3
蟎	mon3
𥲈	mon3
鏋	mon3
懣	mon3
懣	mɨn3
懣	mɨn6
㛧	mon3
𩛎	mon3
顢	mon5
悗	mon5
㒼	mon5
慲	mon5
鞔	mon5
瞞	mon5
𦔔	mon5
𦔔	mon6
䊡	mon5
䟂	mon5
䟂	mɨn5
饅	mon5
鰻	mon5
䜱	mon5
墁	mon5
墁	mon6
𤡁	mon5
槾	mon5
鏝	mon5
鏝	mon6
芇	mien3
芇	mien5
芇	mon5
絻	mien3
絻	mon5
絻	un6
姏	mon5
幔	mon6
漫	mon6
𢿜	mon6
䝢	mon6
曼	mon6
蔓	mon6
犿	fon1
𠂄	fon1
鴅	fon1
𡚊	fon1
酄	fon1
獾	fon1
懽	fon1
懽	kuon5
歡	fon1
貛	fon1
讙	fon1
讙	ɕyon1
驩	fon1
𪈩	fon1
貆	fon1
貆	fon5
貆	ɕyon1
欢	fon1
缓	fon3
緩	fon3
嚾	fon5
奐	fon5
喚	fon5
煥	fon5
𥈉	fon5
𡅽	fon5
𡅽	hon3
喛	fon5
喛	ɕyon1
莞	fon5
莞	kuon3
雚	fon5
雚	kuon5
𢘆	fon5
𢘆	hen2
㿪	fon5
荁	fon5
峘	fon5
峘	hen2
狟	fon5
洹	fon5
洹	yon5
桓	fon5
萈	fon5
寏	fon5
絙	fon5
絙	kien1
綄	fon5
綄	fon6
𦼉	fon5
䴟	fon5
豲	fon5
𦏊	fon5
瓛	fon5
梡	fon5
梡	fon6
梡	kʰuon3
芄	fon5
汍	fon5
捖	fon5
𩾞	fon5
院	fon5
院	yon6
垸	fon5
垸	fon6
𧶲	fon6
澣	fon6
㬊	fon6
䈠	fon6
𧡩	fon6
𧡩	ɕyon3
浣	fon6
嵈	fon6
鰀	fon6
晥	fon6
䁔	fon6
䁔	ɕyon1
䁔	ɕyon3
肒	fon6
䀓	fon6
𤴯	fon6
逭	fon6
換	fon6
漶	fon6
䯘	fon6
𩁧	fon6
患	fon6
炴	fon6
剬	ton1
剬	tson3
偳	ton1
偳	tʰon1
端	ton1
𧤗	ton1
𦾸	ton1
鍴	ton1
𥵣	ton1
耑	ton1
竱	ton1
竱	tson3
𢭃	ton3
短	ton3
𢷖	ton3
斷	ton3
斷	ton5
斷	tʰon6
踹	ton5
踹	tsʰon6
断	ton5
瑖	ton5
腶	ton5
碫	ton5
鍛	ton5
貪	tʰon1
湍	tson1
湍	tʰon1
煓	tʰon1
貒	tʰon1
貒	tʰon3
䵎	tʰon1
𪏆	tʰon1
𪏆	tʰun1
𪏆	tʰɨn1+
摶	tson1
摶	tsʰon6
摶	tʰon2
團	tʰon2
漙	tʰon2
慱	tʰon2
𧐕	tʰon2
篿	tson1
篿	tʰon2
𩅂	tʰon2
糰	tʰon2
鷒	tson1
鷒	tʰon2
𪆃	tʰon2
剸	tson1
剸	tson3
剸	tson5
剸	tʰon2
鄟	tson1
鄟	tsʰon6
鄟	tʰon2
曇	tʰon2
罈	tʰon2
壜	tʰon2
𩏇	tʰon3
𩏇	tʰon6
䠪	tʰon3
瘓	tʰon3
𤲫	tʰon3
疃	tʰon3
𢣎	tʰon3
䜝	tʰon3
彖	tʰon3
湪	tʰon3
褖	tʰon3
探	tʰon3
緞	tʰon6
𩋦	tʰon6
籪	tʰon6
段	tʰon6
椴	tʰon6
毈	tʰon6
渜	lon3
渜	lon6
㬉	lon3
暖	lon3
煗	lon3
餪	lon3
煖	lon3
煖	ɕyon1
脟	lon3
脟	lot7
孌	lon3
臠	lon3
臠	lon5
𡡗	lon3
㞋	lon3
㞋	ȵien3
㞋	ȵyon3
𢘎	lon3
𢘎	ȵyon3
耎	lon3
耎	ȵyon3
偄	lon3
偄	lon6
偄	ȵyon3
䓴	lon3
䓴	ȵyon3
瑌	lon3
瑌	lon5
瑌	ȵyon3
瑌	ȵyon5
㮕	lon3
㮕	ȵyon3
碝	lon3
碝	ȵyon3
𠤦	lon3
𠤦	ȵyon3
蝡	lon3
蝡	lun3
蝡	lɨn3
蝡	ȵyon3
緛	lon3
緛	ȵyon3
輭	lon3
輭	ȵyon3
䞂	lon3
䞂	ȵyon3
揇	lon3
䜌	lon5
𧄶	lon5
圝	lon5
巒	lon5
欒	lon5
曫	lon5
灓	lon5
灓	lon6
㱍	lon5
羉	lon5
𤼙	lon5
圞	lon5
灤	lon5
鑾	lon5
鸞	lon5
奻	lon5
奻	lon6
孿	lon5
孿	son5
𤼣	lon5
繎	len5
繎	lon5
繎	ȵyon5
䙇	lon5
䙇	ȵyon5
撋	lon5
撋	ȵyon5
𪋐	lon6
𤔔	lon6
亂	lon6
𢿢	lon6
劗	tson1
劗	tsʰon2
𣀶	tson1
䡽	tson1
𩎈	tson1
𩎈	tsʰon2
𩎑	tson1
鑚	tson1
鑚	tson5
鑽	tson1
鑽	tson5
跧	tson1
跧	tɕyn1
恮	tson1
恮	tɕʰyon1
䀬	tson1
䀬	tɕʰyon2
蟤	tson1
𩠹	tson1
叀	tson1
叀	tsʰon6
專	tson1
嫥	tson1
瑼	tson1
甎	tson1
膞	tson1
膞	tson3
膞	tsʰon6
磚	tson1
諯	tson1
諯	tsʰon2
諯	tsʰon3
諯	tɕʰyon3
顓	tson1
鱄	tson1
鱄	tson3
簪	tson1
儧	tson3
儹	tson3
繤	tson3
𦆈	tson3
纂	tson3
𥎞	tson3
𥎞	tson5
𥎞	tsʰon3
纉	tson3
䂎	tson3
䂎	tson5
䂎	tsʰon3
籫	tson3
纘	tson3
𣓧	tson3
轉	tson3
轉	tson5
孨	lɨt7
孨	tson3
孨	tson5
孨	ȵit7
𡇰	tson3
𨷱	tson3
傳	tson5
傳	tsʰon2
傳	tsʰon6
囀	tson5
剶	tsʰon1
剶	tɕyon1
猭	tsʰon1
猭	tsʰon3
川	tsʰon1
氚	tsʰon1
穿	tsʰon1
灥	tsʰon1
灥	ɕyn5
㠝	tsʰon2
櫕	tsʰon2
𥣚	tsʰon2
𥣪	tsʰon2
巑	tsʰon2
酇	tsʰon2
𩍴	tsʰon2
椽	tsʰon2
遄	tsʰon2
輲	tsʰon2
歂	tsʰon2
歂	tsʰon6
椯	tsʰon2
輇	tsʰon2
輇	tɕʰyon1
蠶	tsʰon2
躥	tsʰon3
鑹	tsʰon3
殩	tsʰon3
竄	tsʰon3
爨	tsʰon3
篡	tsʰon3
鶨	tsʰon3
鶨	tʰun6
鶨	tʰɨn6+
舛	tsʰon3
荈	tsʰon3
喘	tsʰon3
串	tsʰon3
釧	tsʰon3
撰	tsʰon6
饌	tsʰon6
沌	tsʰon6
沌	tʰun2
沌	tʰun6
沌	tʰɨn2+
沌	tʰɨn6+
䧘	tsʰon6
堟	tsʰon6
瑑	tsʰon6
𦁆	tsʰon6
篆	tsʰon6
僎	tsʰon6
僎	tɕyn1
𩔊	tsʰon6
譔	tsʰon6
譔	tɕʰyon1
𩻝	tsʰon6
𦠆	sun3
𦠆	tsʰon6
𠨎	tsʰon6
𤩄	tsʰon6
襈	tsʰon6
襈	tɕʰyon6
籑	tsʰon6
䉵	tsʰon6
腨	tsʰon6
𦺲	tsʰon6
𡭐	tsʰon6
𢮛	tsʰon6
𢮨	tsʰon6
狻	son1
痠	son1
酸	son1
䝜	son1
𩆑	son1
閂	son1
𣠯	son1
栓	son1
𨏉	son1
𨏉	son5
匴	son3
篹	son3
糝	son3
祘	son5
笇	son5
蒜	son5
筭	son5
算	son5
㝈	son5
涮	son5
舩	son5
船	son5
甘	kon1
苷	kon1
泔	kon1
柑	kon1
疳	kon1
䇞	kon1
䇞	kon3
𤯎	hon2
𤯎	kon1
𤯎	kʰon1
咁	kon1
媣	kon1
淦	kon1
淦	kon5
蜬	hon2
蜬	kon1
䶃	hon2
䶃	kon1
弇	ien3
弇	kon1
迀	kon1
忓	hon6
忓	kon1
玕	kon1
肝	kon1
㿻	kon1
竿	kon1
𢧀	kon1
𨝌	kon1
鳱	kon1
漧	kon1
干	kon1
邗	hon2
邗	kon1
汗	hon2
汗	hon6
汗	kon1
乾	kon1
乾	tɕʰien2
𡯋	kon1
𠭖	kon3
𣪏	kon3
敢	kon3
𢽤	kon3
橄	kon3
感	kon3
䃭	kon3
鱤	kon3
䤗	kon3
𧆐	kon3
𧆐	kon5
𧆐	kuŋ5
灨	kon3
灨	kon5
贑	kon3
㔶	kon3
㔶	kuŋ5
𥸡	kon3
矸	hon6
矸	kon3
矸	kon5
仠	kon3
𤿊	kon3
秆	kon3
衦	kon3
皯	kon3
𥾍	kon3
桿	kon3
稈	kon3
趕	kon3
䵟	kon3
擀	kon3
𦼮	kon3
簳	kon3
紺	kon5
贛	kon5
杆	kon5
旰	kon5
盰	kon5
倝	kon5
𣵼	kon5
幹	kon5
榦	kon5
𧹳	kon5
𢁗	kon5
𤯌	kʰon1
𢦟	kʰon1
堪	kʰon1
戡	kʰon1
戡	tsɨn3+
戡	tɕin3
𩑟	kʰon1
龕	kʰon1
㪁	kʰon1
㪁	tɕʰien1
㪁	tɕʰien3
坩	kʰon1
𣓁	kʰon1
刊	kʰon1
栞	kʰon1
看	kʰon1
莰	kʰon3
埳	kʰon3
惂	kʰon3
歁	kʰon3
歁	kʰot7
輡	kʰon3
轗	kʰon3
竷	kʰon3
䖔	hon3
䖔	kʰon3
𪉿	kʰon3
𣊟	kʰon3
瞰	kʰon3
勘	kʰon3
崁	kʰon3
䘓	kʰon3
𧗀	kʰon3
磡	kʰon3
𪉯	kʰon3
衎	kʰon3
偘	kʰon3
㞄	ŋon1
㞄	ŋon3
庵	ŋon1
庵	ŋot7
媕	ien3
媕	ŋon1
媕	ŋot7
腤	ŋon1
盦	ŋon1
盦	ŋot7
諳	ŋon1
馣	ŋon1
鵪	ŋon1
䳺	ŋon1
嬜	hon1
嬜	ŋon1
嬜	ɕin1
菴	ien1
菴	ŋon1
喑	in1
喑	in5
喑	ŋon1
安	ŋon1
侒	ŋon1
䢿	ŋon1
䢿	ŋon5
桉	ŋon1
氨	ŋon1
䀂	ŋon1
鞍	ŋon1
鞌	ŋon1
㜝	ŋon3
顉	tɕʰin1
顉	tɕʰin3
顉	ŋon3
垵	ŋon3
俺	ien5
俺	ŋon3
唵	ŋon3
隌	in1
隌	ŋon3
晻	ien3
晻	ŋon3
罯	ŋon3
罯	ŋot7
𤃷	in3
𤃷	ŋon3
黭	ŋon3
埯	ien3
埯	ŋon3
揜	ien3
揜	ŋon3
𡪁	ŋon5
䜙	ŋon5
闇	ŋon5
暗	ŋon5
𡽜	ŋon5
犴	ŋon5
犴	ŋon6
雃	tɕʰien1
雃	ŋon5
按	ŋon5
荌	ŋon5
洝	ŋon5
胺	ŋon5
胺	ŋot7
案	ŋon5
儑	ŋon6
儑	ŋot7
岸	ŋon6
𡹼	ŋon6
𨲊	ŋon6
䮗	ŋon6
頇	hon1
頇	ŋon6
頇	ŋot7
喭	ŋon6
喭	ȵien6
㷳	ŋon6
蚶	hon1
𧵊	hon1
𧵊	hon3
憨	hon1
憨	hon6
歛	hon1
𣢺	hon1
谽	hon1
𡪶	hon1
𩈣	hon1
馠	hon1
𡬖	hon1
唅	hon1
唅	hon6
㟏	hon1
鼾	hon1
鼾	hon6
酣	hon2
魽	hon2
邯	hon2
甝	hon2
䗣	hon2
䗣	hon6
炶	hon2
煔	hon2
煔	sen5
煔	tʰien3
含	hon2
肣	hon2
肣	hon6
𠥴	hon2
圅	hon2
梒	hon2
𤭙	hon2
晗	hon2
焓	hon2
涵	hon2
涵	hon6
𠗴	hon2
筨	hon2
𣹢	hon2
䈄	hon2
鋡	hon2
䨡	hon2
䤴	hon2
𩄙	hon2
𢎘	hon2
𢎘	hon6
頷	hon2
頷	hon6
顄	hon2
顄	hon6
𩔞	hon2
虷	hon2
寒	hon2
𦺦	hon2
韓	hon2
𩏑	hon2
𧃙	hon2
𧃙	hon6
翰	hon2
翰	hon6
䮧	hon2
䮧	hon6
鶾	hon2
𡒓	hon3
䫲	hon3
𩞿	hon3
罕	hon3
䍐	hon3
蔊	hon3
焊	hon3
暵	hon3
熯	hon3
熯	len3
漢	hon3
𤳉	hon3
䎯	hon3
𤅩	hon3
𢇞	hon6
莟	hon6
菡	hon6
𢃗	hon6
蜭	hon6
𡻡	hon6
撼	hon6
𡣊	hon6
𡣔	hon6
頜	hon6
頜	kot7
𤎡	hon6
浛	hon6
琀	hon6
憾	hon6
䓍	hon6
旱	hon6
𡷛	hon6
皔	hon6
䛞	hon6
扞	hon6
㢨	hon6
垾	hon6
悍	hon6
閈	hon6
釬	hon6
䏷	hon6
𤿧	hon6
銲	hon6
螒	hon6
駻	hon6
雗	hon6
瀚	hon6
𩹼	hon6
㲦	hon6
官	kuon1
棺	kuon1
觀	kuon1
觀	kuon5
毌	kuon1
毌	kuon5
冠	kuon1
冠	kuon5
涫	kuon1
涫	kuon5
貫	kuon1
貫	kuon5
悹	kuon1
悹	kuon3
悹	kuon5
筦	kuon3
痯	kuon3
痯	kuon5
䘾	kuon3
䘾	kuon5
䗆	kuon3
管	kuon3
輨	kuon3
錧	kuon3
錧	kuon5
䩪	kuon3
盥	kuon3
盥	kuon5
琯	kun5
琯	kuon3
脘	kuon3
館	kuon3
舘	kuon5
悺	kuon5
婠	kuon5
婠	uat7
婠	uon1
祼	kuon5
𨝑	kuon5
遦	kuon5
樌	kuon5
䗰	kuon5
鏆	kuon5
灌	kuon5
瓘	kuon5
爟	kuon5
𤼐	kuon5
罐	kuon5
鑵	kuon5
鸛	kuon5
鱹	kuon5
𥆗	kuon5
𥆗	tɕʰyon2
巏	kuon5
寬	kʰuon1
髖	kʰun1
髖	kʰuon1
欵	kʰuon3
款	kʰuon3
歀	kʰuon3
窾	kʰuon3
䥗	kʰuon3
䲌	kʰuon3
剜	uon1
帵	uon1
蜿	uon1
蜿	yon1
蜿	yon3
豌	uon1
眢	uon1
眢	yon1
盌	uon3
椀	uon3
碗	uon3
䝹	uon3
惋	uon3
琬	uon3
琬	yon3
腕	uon3
皖	uon3
刓	uon5
抏	uon5
岏	uon5
𠒢	uon5
䯈	uon5
忨	uon5
忨	uon6
园	uon5
蚖	uon5
蚖	ȵyon5
羱	uon5
羱	ȵyon5
黿	uon5
黿	ȵyon5
丸	uon5=
丸	yon5-
完	uon5=
完	yon5-
紈	uon5
烷	uon5
捥	uon5
睕	uon5
睕	uot7
睕	yon3
𦞿	uon5
貦	uon6
翫	uon6
妧	uon6
鋑	tɕyon1
鐫	tɕyon1
朘	tɕyon1
勬	tɕyon1
勬	tɕyon5
𦮌	tɕyon1
㳙	tɕyon1
𦮻	tɕyon1
涓	tɕyon1
䅌	tɕyon1
鞙	tɕyon1
鞙	ɕyon6
䳌	tɕyon1
鵑	tɕyon1
蠲	tɕyon1
睊	tɕyon1
睊	tɕyon5
焆	iet7
焆	tɕyon1
焆	yot7
娟	tɕyon1
𧕣	tɕyon3
卷	tɕyon3
卷	tɕyon5
𨹵	tɕyon3
捲	tɕyon3
捲	tɕyon5
捲	tɕʰyon2
菤	tɕyon3
錈	tɕyon3
埢	tɕyon3
韏	tɕyon3
韏	tɕʰyon3
韏	tɕʰyon6
詃	tɕyon3
埍	tɕyon3
埍	ɕyon6
罥	tɕyon3
罥	tɕyon5
羂	tɕyon3
𡿨	tɕyon3
汱	tɕyon3
𤰝	tɕyon3
畎	tɕyon3
𥸭	tɕyon5
帣	tɕyon5
弮	tɕyon5
弮	tɕʰyon1
𢍏	tɕyon5
桊	tɕyon5
眷	tɕyon5
䖭	tɕyon5
絭	tɕiuk7
絭	tɕiuʔ7+
絭	tɕyon5
絭	tɕʰyon3
睠	tɕyon5
𧯦	tɕyon5
𧯦	tɕʰyon6
飬	tɕyon5
飬	tɕʰyon3
犈	tɕyon5
犈	tɕʰyon2
觠	tɕyon5
觠	tɕʰyon2
狷	tɕyon5
鄄	tɕyon5
絹	tɕyon5
𣚓	tɕyon5
䚈	tɕyon5
㯞	tɕyon5
卛	tɕyon5
懁	tɕyon5
瓹	tɕyon5
䣺	tɕyon5
㢾	tɕyon5
䡓	tɕyon5
獧	tɕyon5
𦌾	tɕyon5
讂	tɕyon5
讂	ɕyon5
𠛮	tɕʰyon1
峑	tɕʰyon1
悛	tɕʰyon1
駩	tɕʰyon1
鐉	tɕʰyon1
佺	tɕʰyon1
荃	tɕʰyon1
硂	tɕʰyon1
痊	tɕʰyon1
筌	tɕʰyon1
絟	tɕʰyon1
絟	tɕʰyot7
詮	tɕʰyon1
𠥙	tɕʰyon1
銓	tɕʰyon1
縓	tɕʰyon1
縓	tɕʰyon3
拴	tɕʰyon1
謜	tɕʰyon1
謜	ȵyon5
圈	tɕʰyon1
棬	tɕʰyon1
㒽	tɕʰyon1
鬈	tɕʰyon1
鬈	tɕʰyon2
𨟠	tɕʰiɔk7
𨟠	tɕʰiɔʔ7+
𨟠	tɕʰyon1
㒰	tɕʰyon2
全	tɕʰyon2
泉	tɕʰyon2
牷	tɕʰyon2
葲	tɕʰyon2
𧍭	tɕʰyon2
醛	tsʰot7
醛	tɕʰyon2
仝	tɕʰyon2
仝	tʰuŋ2
𥁠	tɕʰyon2
拳	tɕʰyon2
婘	tɕʰyon2
𤷄	tɕʰyon2
蜷	tɕʰyon2
踡	tɕʰyon2
𢑆	tɕʰyon2
孉	tɕʰyon2
權	tɕʰyon2
䑏	tɕʰyon2
齤	tɕʰyon2
蠸	tɕʰyon2
䟒	tɕʰyon2
䠰	tɕʰyon2
顴	tɕʰyon2
𪈻	tɕʰyon2
𥆊	tɕʰyon3
裷	tɕʰyon3
裷	yon1
䅚	tɕʰyon3
䊎	tɕʰyon3
綣	tɕʰyon3
𪐂	tɕʰyon3
虇	tɕʰyon3
劵	tɕʰyon3
券	tɕʰyon3
勸	tɕʰyon3
𥛁	tɕʰyon3
䠣	tɕʰyon3
䠣	ɕyon5
犬	tɕʰyon3
雋	tɕʰyon6
𦼱	tɕʰyon6
𤺻	tɕʰyon6
隽	tɕʰyon6
旋	tɕʰyon6-
旋	ɕyon5=
旋	ɕyon6=
漩	tɕʰyon6-
漩	ɕyon5=
漩	ɕyon6=
蔨	tɕʰyn6
蔨	tɕʰyon6
萒	tɕʰyon6
萒	yon3
蜎	tɕʰyon6
蜎	yon1
倦	tɕʰyon6
淃	tɕʰyon6
𣜨	tɕʰyon6
阮	ȵyon3
阮	ȵyon5
朊	ȵyon3
邧	ȵyon3
邧	ȵyon5
𠒜	ȵyon3
𡯱	ȵyon3
軟	ȵyon3
元	ȵyon5
芫	ȵyon5
沅	ȵyon5
杬	ȵyon5
原	ȵyon5
䬧	ȵyon5
蒝	ȵyon5
獂	ȵyon5
源	ȵyon5
嫄	ȵyon5
榞	ȵyon5
㹉	ȵyon5
螈	ȵyon5
邍	ȵyon5
騵	ȵyon5
𨙅	ȵyon5
𧔞	ȵyon5
厵	ȵyon5
沿	ȵyon5
傆	ȵyon6
愿	ȵyon6
願	ȵyon6
𩕾	ȵyon6
宣	ɕyon1
揎	ɕyon1
愃	ɕyon1
愃	ɕyon3
瑄	ɕyon1
㩊	ɕyon1
𡈣	ɕyon1
䳦	ɕyon1
𩕖	ɕyon1
𩓧	ɕyon1
儇	ɕyon1
嬛	tɕʰiuŋ2
嬛	yon1
嬛	ɕyon1
蠉	ɕyon1
蠉	ɕyon3
翾	ɕyon1
𧾎	ɕyon1
譞	ɕyon1
𥌭	ɕyon1
𥌭	ɕyon5
𥌭	ɕyon6
弲	yon1
弲	ɕyon1
吅	suŋ6
吅	ɕyon1
萱	ɕyon1
喧	ɕyon1
愋	ɕyon1
暄	ɕyon1
煊	ɕyon1
蝖	ɕyon1
翧	ɕyon1
諼	ɕyon1
諼	ɕyon3
諠	ɕyon1
䚭	ɕyon1
塤	ɕyon1
壎	ɕyon1
梋	ɕyon1
鋗	ɕyon1
𩢺	ɕyon1
駽	ɕyon1
駽	ɕyon5
矎	ɕyn5
矎	ɕyon1
㘣	ɕyon1
㘣	ɕyon5
軒	ɕyon1
掀	ɕyon1
選	ɕyon3
選	ɕyon5
𦌻	ɕyon3
𥶷	ɕyon3
咺	ɕyon3
暅	kien5
暅	ɕyon3
渲	ɕyon5
䍻	ɕyon5
䍻	ɕyon6
𤂿	ɕyon5
繏	ɕyon5
㔯	ɕyon5
㳬	ɕyon5
㳬	ɕyon6
琁	ɕyon5
蜁	ɕyon5
嫙	ɕyon5
嫙	ɕyon6
璇	ɕyon5
𤩅	ɕyon5
䁢	ɕyon5
檈	ɕyn1
檈	ɕyon5
䗠	ɕyon5
璿	ɕyon5
𣟳	ɕyon5
𤫀	ɕyon5
鏇	ɕyon5
鏇	ɕyon6
圓	yon5
圓	ɕyon5
楦	ɕyon5
𩋢	ɕyon5
楥	ɕyon5
韗	yn6
韗	ɕyon5
弦	ɕyon5
絃	ɕien5
絃	ɕyon5
夐	ɕyn5
夐	ɕyon5
㧦	ɕyon5
眴	lun5
眴	lɨn5
眴	sun5
眴	ɕyn1
眴	ɕyon5
眴	ɕyon6
絢	ɕyon5
訇	fen1
訇	ɕyon5
䙲	ɕyon5
盷	ɕyon5
𠆺	ɕyon5
胘	ɕien5
胘	ɕyon5
縣	ɕien6
縣	ɕyon5
𤣥	ɕyon5
玄	ɕyon5
妶	ɕyon5
妶	ɕyon6
玹	ɕyon5
玹	ɕyon6
𧟨	ɕyon5
䮄	ɕyon5
懸	ɕyon5
眩	ɕyon5
眩	ɕyon6
玆	ɕyon5
𢳄	ɕyon6
𦛔	yon5
𦛔	ɕyon6
镟	ɕyon6
縼	ɕyon6
𧾩	ɕyn5
𧾩	ɕyon6
𦇏	ɕyon6
䀏	ɕyon6
泫	ɕyon6
𨹆	ɕyon6
䧎	ɕyon6
㻆	ɕyon6
琄	ɕyon6
𨊼	ɕyon6
𩉥	ɕyon6
鉉	ɕyon6
䩙	ɕyon6
贙	ɕyon6
炫	ɕyon6
袨	ɕyon6
衒	ɕyon6
䝮	ɕyon6
𧗳	ɕyon6
𩑹	ɕyon6
姰	ɕyn1
姰	ɕyon6
迿	ɕyn5
迿	ɕyon6
宛	yon1
宛	yon3
𡟰	yon1
㠾	yon1
冤	yon1
葾	yon1
惌	yon1
惌	yon3
蒬	yon1
𣹠	yon1
䡝	yn1
䡝	yn3
䡝	yon1
鴛	un1
鴛	yon1
𩝸	yon1
䥉	yon1
鵷	yon1
䩩	yon1
䩩	yon3
姢	yon1
悁	yon1
𡷡	yon1
𡣬	yon1
囦	yon1
剈	yon1
𠝃	yon1
𨓯	yon1
㾓	yon1
淵	yon1
鼘	in1
鼘	yon1
䨊	yon1
䖤	yon3
箢	yon3
倇	yon3
菀	yon3
菀	yt7
婉	yon3
晼	yon3
𤗍	yon3
畹	yon3
䘼	yon3
踠	yon3
𩎺	yon3
䛄	yon3
䛄	yon5
𩌑	yon3
夗	yon3
苑	yon3
逺	yon3
逺	yon6
遠	yon3
𩔃	yon3
㕣	yon3
抁	yon3
沇	yon3
兖	yon3
兗	yon3
𢯻	yon3
渷	yon3
𦁙	yon3
𩘍	yon3
馻	yn3
馻	yon3
怨	yon5
垣	yon5
𡋡	yon5
爰	yon5
袁	yon5
援	yon5
猨	yon5
媛	yon5
媛	yon6
𧻚	yon5
園	yon5
猿	yon5
溒	yon5
榬	yon5
蝯	yon5
轅	yon5
鶢	yon5
𩫧	yon5
員	yn6
員	yon5
圎	yon5
貟	yn5
貟	yn6
貟	yon5
捐	yon5
鈆	tsuŋ1
鈆	yon5
㳂	yon5
鳶	yon5
蝝	yon5
縁	yon5
縁	yon6
緣	yon5
𦿂	yon5
櫞	yon5
䱲	yon5
䏍	yon5
肙	yon5
裫	yon5
䬼	yon5
噮	yon5
褑	yon6
瑗	yon6
掾	yon6
𢐄	yon6
䬇	yon6
崩	pen1
崩	puŋ1
捠	pen1
浜	paŋ1
浜	pen1
𢆸	pen1
䑫	pen1
絣	pen1
繃	pen1
㔙	pen1
閍	pen1
𥛱	pen1
祊	pen1
嗙	pen1
騯	pen1
騯	pʰen2
騯	pʰɔŋ2
奔	pen1-
奔	pɨn1=
奔	pɨn5
𥦜	pen5
𧻓	pen5
跰	pen5
跰	pʰien2
堋	pen5
堋	pʰen1
堋	pʰen2
抨	pʰaŋ1-
抨	pʰen1
抨	pʰuŋ1=
怦	pʰaŋ1-
怦	pʰen1
怦	pʰuŋ1=
砰	pʰen1
砰	pʰuŋ1
漰	pʰen1
恲	pʰen1
㛁	pʰen1
𤘾	pʰen1
䍬	pʰen1
弸	pʰen1
弸	pʰen2
閛	pʰen1
姘	pʰen1
姘	pʰin1
朋	pʰen2-
朋	pʰuŋ2=
鵬	pʰen2-
鵬	pʰuŋ2=
棚	pʰaŋ2-
棚	pʰen2=
棚	pʰuŋ2=
硼	pʰen2-
硼	pʰuŋ2
彭	pʰaŋ2-
彭	pʰen2=
膨	pʰaŋ2-
膨	pʰen2=
膨	pʰuŋ2=
倗	pʰen2
倗	pʰen3
倗	pʰen6
鬅	pʰen2
蒡	pɔŋ3
蒡	pʰen2
𣂆	pʰen2
𣂆	pʰɔŋ1
篣	pʰen2
篣	pʰɔŋ2
搒	pɔŋ5
搒	pʰen2
䄘	pʰen2
輣	pʰen2
𨍩	pʰen2
䰃	pɔŋ3
䰃	pʰen2
蟚	pʰen2
蟛	pʰen2
𩡕	pʰen2
㥊	pʰen2
剻	pʰen3
皏	pʰen3
凭	pʰen6-
凭	pʰin2=
𩶁	pʰen6
併	pin3
併	pin5
併	pʰen6
併	pʰin6
𠊧	pʰen6
傡	pʰen6
鮩	pʰen6
鮩	pʰin6
鮩	pʰit8
甏	pʰen6
䨻	pʰen6
掽	pʰen6
猛	maŋ3-
猛	men3-
猛	muŋ3=
鄳	men3
鄳	men5
𥋝	men3
𥋝	men5
鱦	in6
鱦	men3
鱦	sɨn5+
鱦	sɨn6+
鱦	ɕin5
鱦	ɕin6
鼆	men3
黽	men3
黽	mien3
黽	min3
勐	men3
蜢	men3
艋	men3
錳	men3
䁅	men3
朆	men5
𦱛	men5
蕄	men5
瞢	men5
瞢	muŋ5
瞢	muŋ6
䒐	men5
甿	men5
氓	men5
甍	men5
𧂛	men5
䉚	men5
𣞑	men5
𥌯	men5
嫇	men5
嫇	min3
嫇	min5
虻	men5
莔	men5
莔	ɕit7
𥭮	men5
𨞚	men5
蝱	men5
䥰	men5
孟	men6-
孟	muŋ6=
䲛	men6
𢅴	men6
懜	men6
懜	muŋ5
𧀧	men6
𨮒	men6
朚	men6
朚	mɔŋ5
朚	uɔŋ5
薨	fen1
薨	fuŋ1
