	注释：-白读，=文读
kʰ	[7b]揭{～发}□{划擦（火柴、打火机）}[8]□{缺水分而干硬}
x	[8]穴
ɡ	[7b]啮{老鼠、虫子等咬；夹，夹到}[8]孽
∅	[7b]悦[8]阅曳{招展，摇动，挥动}
#iaŋ	
p	[1]□{打}[5]迸{大的响声，可作动词，指关门}
t	[2]□{谁，“底侬”的合音}
tsʰ	[2]冲{水从上往下冲}[3]□{一瘸一拐的的样子}
s	[2]□{谁，“啥侬”的合音}
kʰ	[5]勥{精明能干，多用于女性}
#iak	
p	[7b]煏{烤火取暖}□{爆裂，挤裂，原文作“逼”}[8]□{用手掌打}
pʰ	[8]□{液体迸出并溅向四周}
ts	[7b]□{液体派出}
s	[7b]□{车飞快经过；刀快速划过}[8]□{撕纸}
k	[8]□{～～叫，形容人大声地喋喋不休}
#iɔŋ	
t	[1]中{当～}忠[2]重{～复}[3]长{生～}[4]丈=[5]涨中{射～}长{超出，多余；副词，太}
tʰ	[2]虫=[3]宠冢[4]杖仗[5]畅
l	[2]良粮=茸梁=粱=凉隆戎绒{绒毛；布料起毛}量={动词}[3]嚷两=辆壤攘冗[5]亮谅量{数～}酿让
ts	[1]将{～来}章=障{保～}终钟{～爱}[2]从{跟～；～来；～容}[3]掌=奖=种{～类}[5]众{群～}将{大～}状{～元}酱=瘴匠=
tsʰ	[1]昌菖充冲[5]倡{提～}纵{放～；～横}枪{～毙}
s	[1]伤商相{～差}湘襄镶[2]详祥常尝嵩松[3]偿赏饷{乞讨}想{思～}鲞[4]像{名词}[5]上{～课}相{～貌}尚诵颂讼
k	[1]疆弓躬宫={～殿}恭供{～给；～养}[2]强{～大；倔～；重叠后放在动词前表示“硬”、“非”}[3]拱{推让，不接受}[5]共{～同}
kʰ	[1]僵羌[3]恐巩{巩固}
x	[1]香=胸乡={～土}凶{吉～}□{丑，难看；脏，原文作“凶”}[2]雄{凶狠；猛烈，高涨}[3]响=享[5]向
ɡ	[3]仰
∅	[1]央=秧殃雍壅[2]阳扬杨疡容蓉镕溶洋=庸融[3]勇养={培～}氧痒=涌甬[5]样=用=拥
#iɔk	
t	[7b]筑[8]逐{驱～}
tʰ	[7b]畜{～生}畜{～牧}蓄{储～}
l	[8]弱诺略若虐疟录辱褥陆六=掠
ts	[7b]酌祝足粥嘱爵
tsʰ	[7b]雀鹊捉促触绰{宽绰}[8]浞{踩或捣（液体、泥状物等）}
s	[7b]宿缩叔淑[8]续俗赎蜀属熟{～悉}
k	[7b]菊掬麹[8]局剧{戏～；～烈}锔
kʰ	[7b]曲{～折，歌～}却
x	[7b]□{喜欢，爱好}
ɡ	[8]玉{～米}
∅	[7b]约[8]育跃郁欲浴
#un	
p	[1]分-{～开}锛[2]㖹{吹}[3]本[4]笨[5]粪
pʰ	[1]潘{泔水}奔[2]盆[3]□{扒，挖，踩踏}[5]喷□{～骹，笨}
b	[2]文门=纹蚊闻[3]刎吻[5]闷问={～题}□{～虫，蛔虫，原文作“蝒”}
t	[1]钝敦墩蹲[2]唇屯饨[3]盾{矛～}□{银～，硬币}[5]顿=扽沌盾{～牌}遁
tʰ	[1]吞椿[2]豚{泛指未长成的小动物，也可指小孩}囤{～积}[3]蠢[5]填{填塞}
l	[1]□{伸出，缩进}[2]轮{～船，～流}崙{昆～}伦沦[3]忍-[5]论{～语；议～}嫩韧{1（东西）有韧性，不易断，（食物）有嚼劲，或者不够软，不够熟烂；2干的脆的食物因受潮而变得不脆}润闰□{1（虫）蠕动；2赖着不动，因不情愿而动作慢或不行动}
ts	[1]尊遵[2]船存前{～年}[3]准{～许}準{标～}撙{节～，节制，控制}[4]□{性格拗}[5]颤俊阵{时候，时间段}
tsʰ	[1]春村=皴伸{伸展；剩下}[2]存{～心；～命，拼命}[4]□{用两三个手指掐；拧（衣服，毛巾等）}[5]寸
s	[1]孙[2]旬荀循巡{～逻；量词，用于笔画出的横线}纯莼醇[3]笋损=榫{～头}[5]顺舜殉逊{～前年，大前年}□{小心，前加副词或者用“～～仔”}
k	[1]军君[2]群拳裙𤉙{久煮使烂}[3]滚[5]棍郡
kʰ	[1]昆[3]捆菌[5]困睏{睡}
x	[1]婚分={～发；～数}芬熏薰{香烟}勋荤纷昏[2]云魂浑{浑浊}痕{1痕迹；2量词，用于画出的线或像线的东西，折出的暗纹也用“痕”}焚坟[3]粉[4]晕[5]份分{～子}奋愤忿训混{相～}楦
ɡ	[3]阮{我们，我们的}□{我们，我们的}
∅	[1]温瘟□{在地上（不起来），赖着，原文作“蝹”}[2]匀{均～}云{闲逛}[3]隐稳□{～痀，驼背}[5]运韵揾{沾，蘸}
#ut	
p	[7b]不□{用手或铲子、簸箕等把东西聚拢并装起来}[8]佛{～祖}勃
pʰ	[8]□{～～跳，高兴或气愤时跳脚}
b	[7b]□{用竹枝、鞭子等抽打}[8]物没{沉没，没有}勿
t	[8]突
tʰ	[7b]脱{脱落，脱毛，原文作“黜”}□{践踏}[8]秃
l	[7b]□{烫}□{脱掉（衣服鞋袜等）}[8]律率{效～}捋
ts	[7b]卒{兵卒}[8]秫{～米，糯米}□{胡乱涂抹}
tsʰ	[7b]出猝{仓猝}
s	[7b]屑{木～}戌恤蟀摔{用鞭子、细长的竹条木棍等抽打}率{～领}□{眨眼}[8]术述秫□{欺骗，诱骗}
k	[7b]骨{筋骨，骨头}[8]滑掘{挖}倔{～强}
kʰ	[7b]窟屈[8]猾{狡～}□{打，多指用木棍等}
x	[7b]忽佛{仿～}□{用力击打；大口吃}[8]核{量词，多用于小的果实，如荔枝、葡萄等}
ɡ	[7b]杌
∅	[7b]熨郁{忧愁，气愤积在心里不得发泄，委屈}□{蜷缩；弄折，弄皱}□{扭伤骨头}[8]□{头转动}
#uan	
pʰ	[5]叛胖
b	[3]挽晚□{不要，“无按”的合音}
t	[1]端[2]传{～达}[3]短=[4]断={决～；～绝}[5]段=锻缎椴传{～记}
tʰ	[2]团椽[5]篆
l	[2]恋鸾銮[3]暖卵={～子}软=□{揉}[5]乱
ts	[1]专砖=[2]全泉[3]转{～送，～盘}纂{编～}[5]钻{工具}攒撰
tsʰ	[1]川穿={～插}[2]□{捉弄，原文作“传”}[3]喘[5]串窜篡闯
s	[1]宣喧讪{用尖刻的话数说、奚落或讽刺挖苦人}[2]旋篅[3]选[5]算=旋{动词拧，拨动；名词，阀门，开关}
k	[1]观{参～}关={～系}官=鳏捐冠{衣～}[2]权颧[3]管馆[5]惯贯=灌罐冠{～军}眷倦券观{寺～}绢
kʰ	[1]宽圈[2]环{～境，耳～}圈{圆～}[3]款{名词，种类，样子；量词，种，类；动词，整理，备办}
x	[1]番{未开化的，不讲理的；外洋的；动量词，次}欢翻[2]凡帆矾桓还{归～}环{～顾}烦繁袁辕藩[3]反返[4]犯范{模～；姓}缓{～冲}[5]唤泛换=焕痪幻贩饭楦患宦
ɡ	[2]元原源[3]顽{顽皮，顽固}[5]愿
∅	[1]弯湾{海～}冤豌[2]湾{台～}完员圆=园=援{救～}[3]玩{～具}远={永～}皖腕晚婉宛[4]缓{～期}[5]怨
#uat	
p	[8]钹
b	[8]末
t	[8]夺
tʰ	[7b]脱
l	[7b]劣
ts	[7b]拙撮[8]绝
s	[7b]雪=说={小～}
k	[7b]决诀抉{用手掌或平的东西拍打}
kʰ	[7b]缺
x	[7b]法{方～，～律}發{～现}髪{～廊}豁[8]罚伐筏乏□{土路被踩实的样子}
ɡ	[8]月
∅	[7b]斡{转弯；弯曲；动量词，来回}[8]活{～泼；生～}越曰粤斡{头部转动}□{反倒，越}
#uaŋ	
k	[2]□{副词，可能是“佫通”的合音，表示放任或激将等意思}
x	[1]风
#ã	
p	[5]冇{不结实，内部空虚或疏松；膨胀}
m	[3]妈{祖母}嬷{祖母}马{～上}[4]妈[5]骂
t	[1]担{动词}[3]胆-打[5]担{名词}呾{说，讲}赚{错误，原文作“诞”}
tʰ	[1]他□{搭，靠}[3]□{扶，托，原文作“挺”}
n	[2]篮拦-[3]榄哪拿{～手}若{像；若…若…，越…越…；一边…一边…}[4]爁{用火烧；被火碰触或者烧着}[5]□{只，仅}□{在，呆在}那若{如果}
ts	[2]□{跳}[4]闸{遮挡视线，拦阻}
s	[1]三-衫相{～争}
k	[1]柑-{芦～}监-{～狱}橄茭{～白笋}[2]含{带，携带}[3]敢{动词，情态动词；副词，也许，大概}
kʰ	[1]坩{陶钵，陶罐；借为量词}
x	[3]□{语气词，表示惊讶、恐惧或疑间}
ŋ	[3]雅
∅	[2]□{挨着；把东西拉到自己边占有，霸占}[5]馅{馅}
#ãʔ	
n	[7a]□{凹陷进去}
kʰ	[7a]□{拦住，挡住}
#ɔ̃	
m	[2]摩魔矛毛{姓}[4]□{傻，多出于喜爱的情感}[5]冒
n	[3]老{～师，～爷}[5]□{懒惰，不务正业}
k	[5]□{打鼾的声音，可用作动词}
kʰ	[3]考烤拷可
x	[2]乎{疑问词，相当于“是吧”、“是不是”}[5]好{～客，爱～}
ŋ	[2]蛾[5]恶{可～}傲卧
∅	[1]□{捂，遮}
#ɔ̃ʔ	
p	[7a]□{从高处摔下来}
m	[7a]□{扔，掷}
t	[7a]□{慢悠悠地走}
s	[7a]□{慢吞吞地走，无所谓的样子}
k	[7a]□{粥、面等非常稠}
kʰ	[7a]□{咳嗽}
x	[7a]□{扔粘稠的东西使之糊在对象上}
#ãi	
pʰ	[1]□{哭}
m	[1]糜{广义的饭}[5]迈□{不要，“伓爱”的合音}
n	[3]乃[5]耐奈
s	[1]□{用巴掌打，多打头部，原文作“腮”}
∅	[5]嗳{～仔，唢呐}
#ãiʔ	
t	[7a]□{小孩子学走路时摇晃不稳地走}
x	[7a]□{拟声词，用力的声音，可用作动词表示用力捅、插}
#ãu	
s	[4]□{～念，唠叨个没完，原文作“骚”}
∅	[1]□{弯曲，不直}
#ãuʔ	
t	[7a]□{按（开关）}□{重叠使用，形容饭没熟透吃起来的粒状感}
kʰ	[7a]□{按（开关）}
x	[7a]荽{东西的外表或外壳由湿变干或其他原因而剥落或翘起来口咬}
#ĩ	
p	[1]边-[2]平坪[3]扁-[4]辫-{～髻仔，编辫子，原文作“编”}[5]病-柄变{改变；扮，搞，耍（花招）}
pʰ	[1]篇-偏{欺负}[2]彭{姓}棚{量词，用于戏剧}[5]片{唱～；量词，用于电影或电视节目}
m	[1]□{用手抓取（细小的东西）；借为量词}[2]棉-绵-暝{夜晚，晚上；量词}盲弥[5]麵{面条}
t	[1]甜㬹{脚后跟，鞋跟，原文作“靪”}[2]缠[4]滇{水满，物满}□{水满，物满}[5]郑□{顶住，抵住；使劲}□{假装}
tʰ	[1]天-添-[4]□{（数量上）加上，补上}[5]䋎{缝}
n	[1]奶{橡胶}[2]年-泥尼□{晾晒}呢{～绒}[3]染-{～色}你尔饵
ts	[1]精{妖～}櫼{楔子；塞，挤}争-{相～，争吵}[2]钱檐[3]井□{幼小的，未长成的；阅历少的}□{～生sĩ1，这样}[5]箭争-{争辩，辩论}煎{炸；油炸食品}
tsʰ	[1]青-生{～食}清{～明}亲{～姆，亲家母}鲜{～tsʰiouʔ7a，菜肴新鲜}星-腥-[2]□{靠，压，挨}[3]醒-
s	[1]生{～日；～囝}牲[5]姓性{～命}扇{风～；量词，用于门窗}盐{腌；（伤口碰水或擦药）蜇}
k	[1]羹更{五～}庚□{碱}[2]墘{边沿，原文作“舷”}[3]哽{喉咙堵塞；硬吞}梗[5]见-
kʰ	[1]坑[2]钳[4]□{掐，钳，夹}
x	[3]□{～生sĩ1，那样}[5]砚献{扔}
ŋ	[4]硬
∅	[1]婴{用在“仔”后作后缀表示小，带有喜爱色彩}[2]圆-丸{肉丸，弹丸}[5]燕-{燕子}院
#ĩʔ	
m	[7a]物{东西}
#ĩa	
p	[3]饼丙[5]拼-{～命}併-{合～}摒{打扫，倾倒}
pʰ	[1]𩩍{～枝骨，肋骨}[2]□{扳回}[4]□{量词，用于大面积的东西，片}
m	[2]名[5]命-
t	[1]□{撞}[2]埕{门外的小平地，露天场子、小空地}庭{门外的小平地，露天场子、小空地}[3]鼎[5]定-订-{～单}
tʰ	[1]听{听见，听话}厅[2]呈程[5]痛{训读}□{痛}
n	[2]娘{母亲}[3]领-{带～；量词，用于衣服，床单等}岭
ts	[1]正{～月}[2]成-{达到某个数或某个程度}诚-{很，非常，实在}情-{亲～，亲威}[3]䭕{味道淡}[5]正-{真～，地道，纯正；副词}
tsʰ	[2]成-{成全，继续做完}[3]请且[5]倩{雇用}
s	[1]声[2]城□{诱惑，招引}[3]□{一～仔，一点点}[5]圣{灵验}盛{1储藏谷物的器具；2盛礼物用的木器；3借为量词}
k	[1]京惊-[2]行-{走}[3]囝仔{后缀}[4]件[5]镜
x	[1]兄[3]□{天黑，入夜}[5]吓
∅	[2]赢萤营{～长}[3]影-{1电～；2前加“有、无”表示对事情的真假的判断}□{很快地扫一眼}[4]萤{火～，萤火虫}[5]映
#ĩaʔ	
x	[7a]□{拿、拿着（衣服、被子等）}□{量词，大堆、大叠}
∅	[7a]□{背}
#ĩu	
t	[1]张{1姓；2量词，用于纸、皮等，也用于床铺、犁等}[2]场{～所；量词}[3]长{班～}[4]丈-{用在亲属称谓中}[5]帐胀
n	[2]量-{量长短}娘{姑～}粮-粱-梁-[3]两{几两几钱}[5]让-
ts	[1]樟浆章-[3]奖-蒋掌-桨□{代词，这样}[4]痒-上{～山}[5]酱-障{前缀，用于时间名词前，～日时}
tsʰ	[2]墙杨{～梅}[3]抢厂[4]象橡像{动词，副词}绱{缝补鞋子}上{1用绳子绑着东西往上提，如从井里打水；2滋生并附着，～kuĩ1，衣服、毛巾等长黑色霉菌}[5]唱匠-
s	[1]箱厢伤{副，太，过}[2]疡{潮湿黏糊；喜欢占便宜，贬义}[3]赏[4]想{动词}[5]相{生～，生肖；样～，样子}尚
k	[1]姜[4]□{芋头、红薯等不酥松}
kʰ	[1]腔{口音}
x	[1]香-乡-[3]响-向{代词，那样}
∅	[1]□{安慰，抚慰}[2]羊洋-烊{融化}杨{姓}[3]养-{～母}[5]样-
#ĩuʔ	
tsʰ	[7a]□{打喷嚏}
s	[7a]□{吸鼻涕}
∅	[7a]□{阿～，对小孩的爱称}
#ĩau	
t	[1]□{打}[2]□{打电话，从拟声词借用而来}
n	[1]猫
ŋ	[1]□{动词，挠痒；形容词，痒}[4]□{蠕动；动弹，原文作“蛲”}
#ĩauʔ	
ts	[7a]□{怎样，应是合音}
ŋ	[7a]□{打勾；死，去世}
#uĩ	
p	[2]爿{1边（方位），面；2量词，用于整体分开的部分，如切开的西瓜，掰开的橘子；3汉字偏旁}[3]反{翻}
m	[2]梅=霉媒=煤枚[3]每[4]□{烂物状}
t	[5]店-佃橂{硬}
n	[2]荔{～枝}莲[5]楝
ts	[2]前-
tsʰ	[1]千-[3]筅{动词，刷；名词，刷子}
s	[1]先-
k	[1]肩-关-间{量词，用于房间或公司、工厂}[2]悬{高}[3]拣{挑选，选择}裥{衣褶，裙褶}[5]县
kʰ	[1]快{～活，舒服，经济条件好}[3]轨[4]□{碾压}
x	[2]横{～直，横竖；蛮横}[5]苋{苋菜}
∅	[2]闲
#uĩʔ	
m	[7a]□{（没牙的人）咀嚼}
tsʰ	[7a]切{小声哭，哽咽}
kʰ	[7a]□{挤压}
#uã	
p	[1]般搬[2]盘{名词，盘子；动词，转移，倒换}[3]坂[4]拌{掸、扑打（灰尘等）；用鞭子、棍子等抽打}[5]半拌{搅拌}绊
pʰ	[1]潘{姓}[4]□{披挂；搭，原文作“披”}[5]判伴畔
m	[1]幔{披，搭}□{披，搭}[2]瞒麻鳗[3]满
t	[1]单{单子，传单等}[2]弹{～琴；子～}檀坛[3]□{代词，哪里}[4]懒{原文作“惰”}[5]段-{阶～；量词}
tʰ	[1]摊滩[5]炭
n	[2]拦-栏-{～目}[3]摊{搓揉}[4]澜{口水}[5]烂懒
ts	[1]煎{动词，～药；量词，指煎药的次数}[2]泉-残{喙～，别人吃过的、喝过的}[3]盏笊[4]□{用细长木棍、竹条或鞭子等抽打}[5]溅-
tsʰ	[1]䉔{竹、木等的针状小刺；被这样的小刺扎到}[3]礤{动词，搓擦食物使成丝条状；名词，这种器具}[5]闩
s	[1]山-[3]散-{～钱，零钱；菜鸟，不上道的，没实力的}[5]伞散-{～开；分～}线
k	[1]肝-竿-{竹～}官-棺-乾{干货}[2]寒-[3]赶寡[4]掼{动词，提，拎；名词，提手；量词，串，原文作“捾”}[5]汗
kʰ	[3]款{贷～}[5]看{看见}
x	[1]欢-[2]鼾{名词，鼾声；动词，打鼾}[4]伐{动词，跨，迈步；借为量词}[5]岸-□{扶住；扶手，原文作“捍”}
∅	[2]□{遮挡}[3]碗[4]旱-[5]换-晏{晚，迟}
#uãiʔ	
s	[7a]□{猛吃}
∅	[7a]□{东西不牢固，摇晃，一般叠用；扭动}
