序号	例字	注释	古晋	揭西
1842	款		kʰuan31	kʰuan31
1843	闊		kʰuat2	kʰuat2
1844	玩		ŋuan24	ŋuan24
1845	歡		fan44	fan44
1846	唤			fan52
1847	焕		fan52	fan52
1848	桓		fan24	fen24
1849	完		ban24	van24
1850	丸		ʒan24	ʒan24
1851	緩			fan31
1852	皖			van31
1853	换		ban31	van31
1854	碗		ban31	van31
1855	腕			van52
1856	頑		ŋuan24	ŋuan24
1857	幻			fan31
1858	滑		bat5	vat5
1859	猾		bat5	vat5
1860	閂		ʦʰon44	ʦʰon44
1861	涮		sot2	sot2
1862	刷		sot2	sot2
1863	關		kuan44	kuan44
1864	慣		kuan52	kuan52
1865	刮		kuat2	kuat2
1866	還		ban24	van24
1867	還		han24	han24
1868	環		fan24	fan24
1869	宦		fan52	fan52
1870	彎		ban44	van44
1871	灣		ban44	van44
1872	戀		lien31	lien31
1873	劣		liet5	liet5
1874	全		ʦʰien24	ʦʰien24
1875	泉		ʦʰan24	ʦʰan24
1876	絶		ʦʰie5	ʦʰie5
1877	宣		sien44	sien44
1878	選		sien31	sien31
1879	雪		siet2	siet2
1880	旋		sien24	sien24
1881	旋		sien24	sien24
1882	轉		ʧon31	ʧon31
1883	轉			ʧon31
1884	傳		ʧʰon24	ʧʰon24
1885	傳			ʧʰon31
1886	專		ʧon44	ʧon44
1887	磚		ʧon44	ʧon44
1888	川		ʧʰon44	ʧʰon44
1889	穿		ʧok2	ʧok2
1890	喘		ʧʰon31	ʧʰon31
1891	串		ʧʰon52	ʧʰon52
1892	船		ʃon24	ʃon24
1893	説		ʃok2	ʃok2
1894	軟		ŋion44	ŋion44
1895	捲		kien31	kien31
1896	絹		kien44	kien52
1897	卷		kien31	kien31
1898	圈		kʰien44	kʰien44
1899	權		kʰien24	kʰien24
1900	拳		kʰien24	kʰien24
1901	圓		ʒan24	ʒan24
1902	員		ʒan24	ʒan24
1903	院		ʒan52	ʒan52
1904	緣		ʒan24	ʒan24
1905	沿			ʒan24
1906	捐		kien44	kien44
1907	悦			ʒat5
1908	閲			ʒat5
1909	藩		fan31	fan31
1910	髮		mo44	mo44
1911	發		fat2	fat2
1912	翻		fan44	fan44
1913	番		fan44	fan44
1914	煩		fan24	fan24
1915	礬			fan24
1916	繁		fan24	fan24
1917	飯		fon24	pʰon24
1918	伐		fat2	fat5
1919	筏			fat5
1920	罰		fat5	fat5
1921	晚		ban31	van31
1922	挽			van31
1923	萬		ban31	van31
1924	蔓			man31
1925	襪		mat2	mat2
1926	勸		kʰien52	kʰien52
1927	券			kʰien52
1928	元		ŋien24	ŋien24
1929	原		ŋien24	ŋien24
1930	源		ŋien24	ŋien24
1931	阮			ʒan31
1932	願		ŋien31	ŋien31
1933	月		ŋiet5	ŋiet5
1934	喧			hien44
1935	冤		ʒan44	ʒan44
1936	怨		ʒan52	ʒan52
1937	袁		ʒan24	ʒan24
1938	園		ʒan24	ʒan24
1939	援		ʒan24	ʒan24
1940	猿		ʒan24	ʒan24
1941	遠		ʒan31	ʒan31
1942	越		ʒat5	ʒat5
1943	粤		ʒat5	ʒat5
1944	决		kiet2	kiet2
1945	訣		kiet2	kiet2
1946	犬		kieu31	kieu31
1947	缺		kʰiet2	kʰiet2
1948	血		hiet2	hiet2
1949	玄		hien24	hien24
1950	懸			hien24
1951	縣		ʒan31	ʒan31
1952	穴		hiet5	hiet5
1953	淵			ʒan44
1954	吞		tʰun44	tʰun44
1955	根		kin44	kien44
1956	懇		kʰien31	kʰien31
1957	痕		hen24	hen24
1958	很		an52	an52
1959	恩		en44	en44
1960	彬		pin44	pin44
1961	賓		pin44	pin44
1962	檳		pin44	pin44
1963	濱		pin44	pin44
1964	殯		pin44	pin52
1965	筆		pit2	pit2
1966	畢		pit2	pit2
1967	必		pit2	pit2
1968	匹		pʰit2	pʰit2
1969	貧		pʰin24	pʰin24
1970	頻		pʰin24	pʰin24
1971	蘋		pʰin24	pʰin24
1972	閩		min31	min31
1973	民		min24	min24
1974	憫		min31	min31
1975	敏		mien31	mien31
1976	密		met5	met5
1977	蜜		met5	met5
1978	鱗		lin44	lin24
1979	磷		lin24	lin24
1980	鄰		lin24	lin24
1981	津		kin44	ʦin44
1982	儘		ʦʰin31	ʦʰin31
1983	進		ʦin52	ʦin52
1984	親		ʦʰin44	ʦʰin44
1985	親		ʦʰin44	ʦʰin52
1986	七		ʦʰit2	ʦʰit2
1987	漆		ʦat2	ʦʰit2
1988	秦		ʦʰin24	ʦʰin24
1989	盡		ʦʰin31	ʦʰin31
1990	疾		ʦʰit2	ʦʰit2
1991	辛		sin44	sin44
1992	薪		sin44	sin44
1993	新		sin44	sin44
1994	信		sin52	sin52
1995	訊		sin31	sin31
1996	悉		sit2	sit2
1997	膝		ʦʰit2	ʦʰit2
1998	珍		ʧin44	ʧin44
1999	鎮		tin52	tin52
2000	趁		ʧʰin52	ʧʰin52
2001	陳		ʧʰin24	ʧʰin24
2002	塵		ʧʰin24	ʧʰin24
2003	陣		ʧʰin31	ʧʰin31
2004	侄		ʧʰit5	ʧʰit5
2005	蝨		set2	set2
2006	真		ʧin44	ʧin44
2007	診		ʧin31	ʧin31
2008	疹		ʧin31	ʧin31
2009	振		ʧin31	ʧin31
2010	震		ʧin31	ʧin31
2011	質		ʧit2	ʧit2
2012	神		ʃin24	ʃin24
2013	實		ʃit2	ʃit2
2014	身		ʃin44	ʃin44
2015	申		ʃin44	ʃin44
2016	伸		ʧʰun44	ʧʰun44
2017	失		ʃit2	ʃit2
2018	室		ʃit2	ʃit2
2019	辰		ʃin24	ʧʰin24
2020	晨		ʃin24	ʧʰin24
2021	臣		ʃin24	ʧʰin24
2022	腎		ʃin31	ʃin31
2023	慎		ʃin31	ʃin31
2024	人		ŋin24	ŋin24
2025	仁		ʒin24	ʒin24
2026	忍		ŋiun44	ŋiun44
2027	認		ŋin31	ŋin31
2028	日		ŋit2	ŋit2
2029	緊		kin31	kin31
2030	吉		kit2	kit2
2031	僅		kiun31	kiun31
2032	銀		ŋiun24	ŋiun24
2033	因		ʒin44	ʒin44
2034	姻		ʒin44	ʒin44
2035	印		ʒin52	ʒin52
2036	乙		ʒat2	ʒat2
2037	一		ʒit2	ʒit2
2038	寅		ʒi24	ʒin24
2039	引			ʒin31
2040	斤		kin44	kin44
2041	筋		kin44	kin44
2042	謹		kiun31	kiun31
2043	乞		kʰiet2	kʰiet2
2044	勤		kʰiun24	kʰiun24
2045	芹		kʰiun24	kʰiun24
2046	近		kʰiun44	kʰiun44
2047	欣		hiun44	hiun44
2048	奔		pun44	pun44
2049	本		pun31	pun31
2050	畚		pun52	pun52
2051	不		ŋ`31	ŋ31`
2052	噴		pʰun52	pʰun52
2053	噴		pʰun52	pʰun44
2054	盆		pʰun24	pʰun24
2055	笨		pun52	pun52
2056	脖		kiaŋ31	kiaŋ31
2057	門		mun24	mun24
2058	悶		mun52	mun31
2059	敦		tun44	tun44
2060	墩		tun44	tun44
2061	頓		tun52	tun52
2062	褪			tʰui52
2063	豚			tʰun24
2064	飩		tʰun44	tʰun44
2065	臀			tʰun44
2066	盾		tun31	tun31
2067	鈍		tʰun31	tʰun52
2068	突		tʰut5	tʰut5
2069	凸		tʰut5	tʰut5
2070	嫩		nun31	nun31
2071	論		lun24	lun24
2072	侖		lun24	lun24
2073	論		lun31	lun31
2074	尊		ʦun44	ʦun44
2075	卒		ʦut2	ʦut2
2076	村		ʦʰun44	ʦʰun44
2077	寸		ʦʰun52	ʦʰun52
2078	存		ʦʰun24	ʦʰun24
2079	蹲		kʰu24	kʰu24
2080	孫		sun44	sun44
2081	損		sun31	sun31
2082	昆		kʰun44	kʰun44
2083	滚		kun31	kun31
2084	棍		kun52	kun52
2085	骨		kut2	kut2
2086	坤		kʰun44	kʰun44
2087	綑		kʰun31	kʰun31
2088	困		kʰun52	kʰun52
2089	睏			kʰun52
2090	昏		fun44	fun44
2091	婚		fun44	fun44
2092	忽		fut5	fut5
2093	魂		fun24	fun24
2094	餛		fun24	fun24
2095	混		fun24	fun24
2096	核		fut5	fut5
2097	温		bun44	vun44
2098	瘟		bun44	vun44
2099	穩		bun31	vun31
2100	倫		lun24	lun24
2101	淪		lun24	lun24
2102	輪		lun24	lun24
2103	律		lut5	lut5
2104	率			lut5
2105	遵			ʦun44
2106	俊		ʦun52	ʦun52
2107	荀		sun24	sun24
2108	詢		sun24	sun24
2109	筍		sun31	sun31
2110	迅		sin52	sin31
2111	戌			hi44
2112	旬		sun24	sun24
2113	循		sun24	sun24
2114	巡		sun24	sun24
2115	準		ʧun31	ʧun31
2116	准		ʧun31	ʧun31
2117	春		ʧʰun44	ʧʰun44
2118	蠢		ʧʰun31	ʧʰun31
2119	出		ʧʰut2	ʧʰut2
2120	脣		ʃun24	ʃun24
2121	盾		tun31	tun31
2122	順		ʃun31	ʃun31
2123	述		ʃut5	ʃut5
2124	術		ʃut5	ʃut5
2125	舜		ʃun31	ʃun31
2126	閏		ʒun31	ʒun31
2127	潤		ʒun31	ʒun31
2128	鈞		kiun44	kiun44
2129	均		kiun44	kiun44
2130	橘		kit2	kit2
2131	菌		kiun44	kiun44
2132	匀			ʒun24
2133	允		ʒun44	ʒun44
2134	分		pun44	pun44
2135	吩		fun44	fun44
2136	粉		fun31	fun31
2137	奮		fun52	fun52
2138	芬		fun44	fun44
2139	紛		fun44	fun44
2140	彿		fut5	fut5
2141	墳		pʰun24	pʰun24
2142	憤		fun31	fun31
2143	份		fun31	fun31
2144	佛		fut5	fut5
2145	文		bun24	vun24
2146	紋		bun24	vun24
2147	蚊		mun44	mun44
2148	聞		bun24	vun24
2149	問		mun52	mun52
2150	物		but5	vut5
2151	君		kiun44	kiun44
2152	軍		kiun44	kiun44
2153	屈		kʰiok2	kʰiok2
2154	羣		kʰiun24	kʰiun24
2155	裙		kʰiun24	kʰiun24
2156	熏		hiun44	hiun44
2157	勳		hiun44	hiun44
2158	葷		fun44	fun44
2159	薰		hiun44	hiun44
2160	訓		hiun52	hiun52
2161	云		ʒun24	ʒun24
2162	雲		ʒun24	ʒun24
2163	運		ʒun31	ʒun31
2164	暈		fun44	fun44
2165	幫		poŋ44	poŋ44
2166	榜		poŋ31	poŋ31
2167	謗			poŋ31
2168	博		pok2	pok2
2169	旁		pʰoŋ24	pʰoŋ24
2170	薄		pok5	pok5
2171	忙		moŋ24	moŋ24
2172	芒		moŋ44	moŋ24
2173	茫		moŋ24	moŋ24
2174	莫		mok5	mok5
2175	膜		mok5	mok5
2176	寞		mok5	mok5
2177	摸		mo44	m44
2178	當		toŋ44	toŋ44
2179	黨		toŋ31	toŋ31
2180	擋		toŋ31	toŋ31
2181	當		toŋ52	toŋ52
2182	湯		tʰoŋ44	tʰoŋ44
2183	躺		tʰoŋ31	tʰoŋ31
2184	燙		tʰoŋ52	tʰoŋ52
2185	托		tʰok2	tʰok2
2186	託		tʰok2	tʰok2
2187	拓		tʰok2	tʰok2
2188	堂		tʰoŋ24	tʰoŋ24
2189	棠		tʰoŋ24	tʰoŋ24
2190	螳		tʰoŋ24	tʰoŋ24
2191	唐		tʰoŋ24	tʰoŋ24
2192	糖		tʰoŋ24	tʰoŋ24
2193	塘		tʰoŋ24	tʰoŋ24
2194	盪		tʰoŋ52	tʰoŋ52
2195	諾		nok5	nok2
2196	郎		loŋ24	loŋ24
2197	廊		loŋ24	loŋ24
2198	狼		loŋ24	loŋ24
2199	螂		loŋ24	loŋ24
2200	朗		loŋ31	loŋ31
2201	浪		loŋ52	loŋ52
2202	落		lok5	lok5
2203	洛		lok5	lok5
2204	駱		lok5	lok5
2205	樂		lok5	lok5
2206	絡		lok5	lok5
2207	葬		ʦoŋ52	ʦoŋ52
2208	作		ʦok2	ʦok2
2209	倉		ʦʰoŋ44	ʦʰoŋ44
2210	蒼		ʦʰoŋ44	ʦʰoŋ44
2211	艙		ʦʰoŋ44	ʦʰoŋ44
2212	錯		ʦʰok2	
2213	藏		ʦʰoŋ24	ʦʰoŋ24
2214	藏		ʦoŋ52	ʦoŋ52
2215	臟		ʦʰoŋ24	ʦʰoŋ24
2216	桑		soŋ44	soŋ44
2217	喪		soŋ44	soŋ44
2218	索		sok2	sok2
2219	剛		koŋ44	koŋ44
2220	崗		koŋ44	koŋ44
2221	綱		koŋ44	koŋ44
2222	鋼		koŋ52	koŋ44
2223	岡		koŋ44	koŋ44
2224	缸		koŋ44	koŋ44
2225	胳		kak2	
2226	各		kok2	kai52
2227	康		kʰoŋ44	kʰoŋ44
2228	糠		kʰoŋ44	kʰoŋ44
2229	慷		kʰoŋ44	kʰoŋ44
2230	抗		kʰoŋ52	kʰoŋ52
2231	囥		kʰoŋ52	kʰoŋ52
2232	鄂		ŋok5	ŋok5
2233	行		hoŋ24	hoŋ24
2234	航		hoŋ24	hoŋ24
2235	杭		hoŋ24	hoŋ24
2236	鶴		hok5	hok5
2237	惡		ok2	ok2
2238	娘		nioŋ24	nioŋ24
2239	釀		nioŋ31	nioŋ31
2240	良		lioŋ24	lioŋ24
2241	凉		lioŋ24	lioŋ24
2242	量		lioŋ24	lioŋ24
2243	糧		lioŋ24	lioŋ24
2244	梁		lioŋ24	lioŋ24
2245	粱		lioŋ24	lioŋ24
2246	兩		lioŋ31	lioŋ31
2247	兩		lioŋ44	lioŋ44
2248	諒		lioŋ31	lioŋ31
2249	輛		lioŋ24	lioŋ24
2250	量		lioŋ31	lioŋ31
2251	略		liok5	liok5
2252	掠			liok5
2253	將		ʦioŋ44	ʦioŋ44
2254	漿		ʦioŋ44	ʦioŋ44
2255	蔣		ʦioŋ31	ʦioŋ31
2256	奬		ʦioŋ31	ʦioŋ31
2257	槳		ʦioŋ31	ʦioŋ31
2258	醬		ʦioŋ52	ʦioŋ52
2259	將		ʦioŋ52	ʦioŋ52
2260	爵		ʦiok2	ʦiok2
2261	雀		ʦiok2	ʦiok2
2262	槍		ʦʰioŋ44	ʦʰioŋ44
2263	搶		ʦʰioŋ31	ʦʰioŋ31
2264	牆		tʰioŋ24	tʰioŋ24
2265	匠		tʰioŋ52	tʰioŋ52
2266	相		sioŋ44	sioŋ44
2267	箱		sioŋ44	sioŋ44
2268	厢		sioŋ44	sioŋ44
2269	湘			sioŋ44
2270	鑲		sioŋ44	sioŋ44
2271	想		sioŋ31	sioŋ31
2272	相		sioŋ52	sioŋ52
2273	削		siok2	siok2
2274	詳		sioŋ24	sioŋ24
2275	祥		sioŋ24	sioŋ24
2276	象		sioŋ31	sioŋ31
2277	像		sioŋ52	sioŋ52
2278	翔		sioŋ24	sioŋ24
2279	張		ʧoŋ44	ʧoŋ44
2280	長		ʧoŋ31	ʧoŋ31
2281	漲		ʧoŋ31	ʧoŋ31
2282	帳		ʧoŋ52	ʧoŋ52
2283	脹		ʧoŋ52	ʧoŋ52
2284	賬		ʧoŋ52	ʧoŋ52
2285	着		ʧok2	ʧok2
2286	暢		ʧʰoŋ52	ʧʰoŋ52
2287	長		ʧʰoŋ24	ʧʰoŋ24
2288	腸		ʧʰoŋ24	ʧʰoŋ24
2289	場		ʧʰoŋ31	ʧʰoŋ31
2290	丈		ʧʰoŋ31	ʧʰoŋ31
2291	仗		ʧoŋ52	ʧʰoŋ31
2292	杖		ʧoŋ52	ʧʰoŋ31
2293	着		ʧok5	ʧok5
2294	莊		ʦoŋ44	ʦoŋ44
2295	裝		ʦoŋ44	ʦoŋ44
2296	妝		ʦoŋ44	ʦoŋ44
2297	壯		ʦoŋ52	ʦoŋ52
2298	瘡		tsʰoŋ44	tsʰoŋ44
2299	創		ʦʰoŋ52	ʦʰoŋ52
2300	牀		ʦʰoŋ24	ʦʰoŋ24
2301	狀		tsʰoŋ31	tsʰoŋ31
2302	霜		soŋ44	soŋ44
2303	孀		soŋ44	soŋ44
2304	爽		soŋ31	soŋ31
2305	章		ʧoŋ44	ʧoŋ44
2306	樟		ʧoŋ44	ʧoŋ44
2307	蟑		ʧoŋ44	ʧoŋ44
2308	掌		ʧoŋ31	ʧoŋ31
2309	障		ʧoŋ52	ʧoŋ52
2310	昌		ʧʰoŋ44	ʧʰoŋ44
2311	菖		ʧʰoŋ44	ʧʰoŋ44
2312	娼		ʧʰoŋ44	ʧʰoŋ44
2313	廠		ʧʰoŋ31	ʧʰoŋ31
2314	唱		ʧʰoŋ52	ʧʰoŋ52
2315	倡		ʧʰoŋ52	ʧʰoŋ52
2316	商		ʃoŋ44	ʃoŋ44
2317	傷		ʃoŋ44	ʃoŋ44
2318	賞		ʃoŋ31	ʃoŋ31
2319	餉		hioŋ31	hioŋ31
2320	常		ʃoŋ24	ʧʰoŋ24
2321	裳		ʃoŋ24	ʃoŋ24
2322	償		ʧʰoŋ24	ʧʰoŋ24
2323	上		ʃoŋ44	ʃoŋ44
2324	尚		ʃoŋ31	ʃoŋ31
2325	上		ʃon31	ʃon31
2326	勺		ʃok5	ʃok5
2327	芍		ʃok5	
2328	讓		ŋioŋ52	ŋioŋ52
2329	若		ʒok5	ʒok5
2330	弱		ŋiok5	ŋiok5
2331	疆		kioŋ44	kioŋ44
2332	僵		kioŋ44	kioŋ44
2333	薑		kioŋ44	kioŋ44
2334	姜		kioŋ44	kioŋ44
2335	脚		kiok2	kiok2
2336	强		kʰioŋ24	kʰioŋ24
2337	强		kʰioŋ24	kʰioŋ24
2338	仰		ŋoŋ44	ŋoŋ44
2339	虐		ŋiet5	ŋiok2
2340	香		hioŋ44	hioŋ44
2341	鄉		hioŋ44	hioŋ44
2342	享		hioŋ31	hioŋ31
2343	響		hioŋ31	hioŋ31
2344	向		hioŋ52	hioŋ52
2345	央		ʒoŋ44	ʒoŋ44
2346	秧		ʒoŋ44	ʒoŋ44
2347	殃		ʒoŋ44	ʒoŋ44
2348	約		ʒok2	ʒok2
2349	羊		ʒoŋ24	ʒoŋ24
2350	洋		ʒoŋ24	ʒoŋ24
2351	楊		ʒoŋ24	ʒoŋ24
2352	陽		ʒoŋ24	ʒoŋ24
2353	揚		ʒoŋ24	ʒoŋ24
2354	瘍		ʒoŋ24	ʒoŋ24
2355	養		ʒoŋ44	ʒoŋ44
2356	癢		ʒoŋ44	ʒoŋ44
2357	樣		ʒoŋ31	ʒoŋ31
2358	藥		ʒok5	ʒok5
2359	光		koŋ44	koŋ44
2360	廣		koŋ31	koŋ31
2361	郭		kok2	kok2
2362	曠		koŋ52	koŋ52
2363	廓		kok2	kʰok2
2364	荒		̊foŋ44	̊foŋ44
2365	霍		fok2	fok2
2366	黄		boŋ24	voŋ24
2367	簧		foŋ24	voŋ24
2368	皇		foŋ24	voŋ24
2369	蝗		foŋ24	foŋ24
2370	凰		foŋ24	foŋ24
2371	鑊		bok5	vok5
2372	汪		boŋ44	voŋ44
2373	方		foŋ44	foŋ44
2374	肪		foŋ24	foŋ24
2375	倣		foŋ31	foŋ31
2376	放		pioŋ52	pioŋ52
2377	芳		foŋ44	foŋ44
2378	妨		foŋ24	foŋ24
2379	紡		foŋ31	foŋ31
2380	仿		foŋ31	foŋ31
2381	彷		foŋ31	foŋ31
2382	訪		foŋ31	foŋ31
2383	房		foŋ24	foŋ24
2384	防		foŋ24	foŋ24
2385	亡		moŋ24	moŋ24
2386	芒		moŋ24	moŋ24
2387	網		mioŋ31	mioŋ31
2388	望		moŋ31	moŋ31
2389	忘		moŋ52	moŋ31
2390	筐		kʰoŋ44	kʰoŋ44
2391	框		kʰioŋ44	kʰioŋ44
2392	狂		kʰoŋ24	kʰoŋ24
2393	况		kʰoŋ52	kʰoŋ31
2394	枉		boŋ31	voŋ31
2395	王		boŋ24	voŋ24
2396	往		boŋ44	voŋ44
2397	旺		boŋ31	voŋ31
2398	邦		poŋ44	poŋ44
2399	綁		poŋ31	poŋ31
2400	剥		pok2	
2401	駁		pok2	pok2
2402	胖		pʰui24	pʰoŋ52
2403	樸		pʰuk2	pʰuk2
2404	棒		kun52	kun52
2405	雹		pau44	pau24
2406	卓		ʦok2	ʦok2
2407	桌		ʦok2	ʦok2
2408	撞		ʦʰaŋ24	ʦʰaŋ24
2409	捉		ʦok2	ʦok2
2410	窗		ʦʰoŋ	ʦʰoŋ
2411	雙		soŋ44	soŋ44
2412	江		koŋ44	koŋ44
2413	扛		koŋ44	koŋ44
2414	講		koŋ31	koŋ31
2415	港		koŋ31	koŋ31
2416	降		koŋ52	koŋ52
2417	角		kok2	kok2
2418	餃		kiau24	kiau24
2419	覺		kok2	kok2
2420	確		kok2	kok2
2421	殼		kok2	kok2
2422	嶽		ŋok5	ŋok5
2423	岳		ŋok5	ŋok5
2424	降		hoŋ24	hoŋ24
2425	項		hioŋ52	hoŋ24
2426	巷		hoŋ31	hoŋ31
2427	學		hok5	hok5
2428	崩		pen44	pen44
2429	北		pet2	pet2
2430	朋		pen24	pen24
2431	墨		met5	met5
2432	默		met5	met5
2433	登		ten44	ten44
2434	燈		ten44	ten44
2435	等		ten31	ten31
2436	凳		ten52	ten52
2437	得		tet2	tet2
2438	德		tet2	tet2
2439	藤		tʰen24	tʰen24
2440	騰		tʰen24	tʰen24
2441	鄧		tʰen31	tʰen31
2442	特		tʰet5	tʰit5
2443	能		nen24	nen24
2444	勒		let5	let5
2445	肋		let5	let5
2446	增		ʦen44	ʦen44
2447	曾		ʦen44	ʦen44
2448	則		ʦet2	ʦet2
2449	層		ʦʰen24	ʦʰen24
2450	曾		ʦʰen24	ʦʰen24
2451	贈		ʦen44	ʦen31
2452	賊		ʦʰet5	ʦʰet5
2453	塞		set2	set2
2454	肯		kʰien31	kʰien31
2455	克		kʰiet2	kʰiet2
2456	刻		kʰiet2	kʰiet2
2457	刻		kʰat2	kʰiet2
2458	黑		bu44	vu44
2459	恒		hen24	hen24
2460	冰		pen44	pen44
2461	逼		pet2	pet2
2462	陵		lin24	lin24
2463	菱		lin24	lin24
2464	力		lit5	lit5
2465	即		ʦit2	ʦit2
2466	鯽		ʦit2	ʦit2
2467	息		sit2	sit2
2468	熄		sit2	sit2
2469	媳		sit2	sit2
2470	橙		ʧʰaŋ24	ʧʰaŋ24
2471	直		ʧʰit5	ʧʰit5
2472	值		ʧʰit5	ʧʰit5
2473	側		ʦet2	ʦʰet2
2474	測		ʦʰet2	ʦʰet2
2475	色		set2	set2
2476	蒸		ʧin44	ʧin44
2477	拯			ʧin31
2478	證		ʧin52	ʧin52
2479	症		ʧin52	ʧin52
2480	織		ʧit2	ʧit2
2481	職		ʧit2	ʧit2
2482	稱		ʧʰin44	ʧʰin44
2483	稱		ʧʰin44	ʧʰin52
2484	秤		ʧʰin52	ʧʰin52
2485	乘		ʃin24	ʃin24
2486	食		ʃit5	ʃit5
2487	蝕		ʃit5	ʃit5
2488	升		ʃin44	ʃin44
2489	勝		ʃin52	ʃin52
2490	勝		ʃin52	ʃin52
2491	式		ʃit2	ʃit2
2492	識		ʃit2	ʃit2
2493	飾		ʃit2	ʃit2
2494	承		ʃin24	ʃin24
2495	植		ʧʰit5	ʧʰit5
2496	殖		ʧʰit5	ʧʰit5
2497	極		kʰip5	kʰit5
2498	興		hin44	hin44
2499	興		hin52	hin52
2500	應		ʒin44	ʒin44
2501	億		ʒi52	ʒi52
2502	蠅		ʒin24	ʒin24
2503	孕		ʒun24	ʒun24
2504	翼		ʒit5	ʒit5
2505	國		kuet2	kuet2
2506	弘		fen24	fen24
2507	或		fet5	fet5
2508	百		pak2	pak2
2509	柏		pʰak2	pʰak2
2510	伯		pak2	pak2
2511	迫		pet2	pet2
2512	碰		pen52	pen52
2513	拍		pʰok2	pʰak2
2514	魄		pʰak2	pʰak2
2515	彭		pʰaŋ24	pʰen24
2516	膨			pʰaŋ24
2517	白		pʰak5	pʰak5
2518	盲		moŋ24	maŋ24
2519	虻			moŋ24
2520	猛		men31	men31
2521	蜢		maŋ31	men31
2522	孟		men31	men31
2523	陌		mok5	met5
2524	打		ta31	ta31
2525	冷		len44	len44
2526	拆		ʦʰak2	ʦʰak2
2527	澤		ʦʰet5	ʦʰet5
2528	生		sen44	sen44
2529	牲		sen44	sen44
2530	甥		sen44	sen44
2531	省		saŋ31	sen31
2532	更		kaŋ44	kaŋ44
2533	庚		kaŋ44	kaŋ44
2534	更		kien31	kien31
2535	格		kak2	kak2
2536	坑		kʰaŋ44	kʰaŋ44
2537	客		kʰak2	kʰak2
2538	硬		ŋaŋ31	ŋaŋ31
2539	額		ŋiak2	ŋiak2
2540	亨		hen44	hen44
2541	嚇		hak2	hak2
2542	行		haŋ24	haŋ24
2543	衡		hen24	hen24
2544	杏		hen24	hen24
2545	行		haŋ24	haŋ24
2546	擘		pʰiak2	pak2
2547	棚		pʰen24	pʰen24
2548	萌		men24	men24
2549	氓		moŋ24	moŋ24
2550	脈		mak2	mak2
2551	麥		mak5	mak2
2552	摘		ʦak2	ʦak2
2553	橙		ʧʰaŋ24	ʧʰaŋ24
2554	争		ʦen44	ʦen44
2555	踭		ʦaŋ44	ʦaŋ44
2556	責		ʦit2	ʦit2
2557	册		ʧʰak2	ʦʰak2
2558	策		ʧʰak2	ʦʰak2
2559	耕		kaŋ44	kaŋ44
2560	革		kiet2	kiet2
2561	隔		kak2	kak2
2562	幸		hen31	hen31
2563	核		het5	het5
2564	核		fut5	fut5
2565	櫻		ʒin44	ʒin44
2566	鸚		ʒin44	ʒin44
2567	兵		pin44	pin44
2568	丙		piaŋ31	piaŋ31
2569	秉		pin31	pin31
2570	柄		piaŋ52	pin31
2571	碧		pʰet2	pʰet2
2572	平		pʰin24	pʰin24
2573	評		pʰin24	pʰin24
2574	坪		pʰiaŋ24	pʰiaŋ24
2575	病		pʰiaŋ24	pʰiaŋ24
2576	明		min24	min24
2577	盟		men24	men24
2578	鳴		min24	min24
2579	命		miaŋ31	miaŋ31
2580	京		kin44	kin44
2581	驚		kiaŋ44	kiaŋ44
2582	境		kin52	kin52
2583	景		kin31	kin31
2584	警		kin31	kin31
2585	敬		kin52	kin52
2586	竟		kin52	kin52
2587	鏡		kiaŋ52	kiaŋ52
2588	慶		kʰin52	kʰin52
2589	鯨		kin44	kin44
2590	劇		kʰiak2	kʰiak2
2591	劇		kʰiak2	kʰiak2
2592	屐		kʰiak2	kʰiak2
2593	迎		ŋiaŋ24	ŋiaŋ24
2594	逆		ŋiak5	ŋiak5
2595	英		ʒin44	ʒin44
2596	影		ʒaŋ31	ʒaŋ31
2597	繃		pen44	pen44
2598	餅		piaŋ31	piaŋ31
2599	璧		piak2	piak2
2600	聘		pʰin52	pʰin52
2601	僻		pʰit2	pʰit2
2602	闢		pʰit2	pʰit2
2603	名		miaŋ24	miaŋ24
2604	領		liaŋ44	liaŋ44
2605	嶺		liaŋ44	liaŋ44
2606	令		lin31	lin31
2607	精		ʦin44	ʦin44
2608	晶		ʦin44	ʦin44
2609	井		ʦʰiaŋ31	ʦʰiaŋ31
2610	跡		ʦiak2	ʦiak2
2611	積		ʦit2	ʦit2
2612	清		ʦʰin44	ʦʰin44
2613	請		ʦʰiaŋ31	ʦʰiaŋ31
2614	情		ʦʰin24	ʦʰin24
2615	晴		ʦʰiaŋ24	ʦʰiaŋ24
2616	静		ʦʰin31	ʦʰin31
2617	净		ʦʰiaŋ31	ʦʰiaŋ31
2618	省		sen31	sen31
2619	性		sin52	sin52
2620	姓		siaŋ52	siaŋ52
2621	惜		siak2	siak2
2622	席		sit5	sit5
2623	蓆		ʦʰiak5	ʦʰiak5
2624	貞		ʧin44	ʧin44
2625	偵		ʧin44	ʧin44
2626	逞		ʧʰin31	ʧʰin31
2627	呈		ʧʰin24	ʧʰin24
2628	程		ʧʰin24	ʧʰin24
2629	鄭		ʧʰaŋ31	ʧʰaŋ31
2630	正		ʧin52	ʧin52
2631	征		ʧin44	ʧin44
2632	整		ʧin31	ʧin31
2633	正		ʧin52	ʧin52
2634	政		ʧin52	ʧin52
2635	隻		ʧak2	ʧak2
