列1	列2	列3	列4	湖州话字表					
帥	帅	sei³⁵	sei5						
裁	裁	zei¹²	zei2						
全	全	zei¹²	zei2	~是介：都是這樣的					
儕	侪	zei¹²	zei2	~是介：都是這樣的（俗字）					
罪	罪	zei³¹	zei4						
社	社	zei³¹	zei4						
瑞	瑞	zei²⁴	zei6						
蘂	蘂	zei²⁴	zei6						
芮	芮	zei²⁴	zei6						
粹	粹	zei²⁴	zei6						
穗	穗	zei²⁴	zei6	文					
射	射	zei²⁴	zei6						
該	该	kei⁴⁴	kei1						
改	改	kei⁴²	kei3						
概	概	kei³⁵	kei5						
溉	溉	kei³⁵	kei5						
蓋	盖	kei³⁵	kei5						
個	个	kei³⁵	kei5	文					
鋸	锯	kei³⁵	kei5	文					
丐	丐	kei³⁵	kei5						
開	开	kʰei⁴⁴	khei1						
凱	凯	kʰei⁴²	khei3	袁世~					
慨	慨	kʰei³⁵	khei5						
嗝	嗝	gei¹²	gei2	打~，打噎嗝					
艾	艾	ŋei³⁵	ngei5						
礙	碍	ŋei³⁵	ngei5						
呆	呆	ŋɦei¹²	ngei2						
海	海	hei⁴²	hei3						
許	许	hei⁴²	hei3	~願心：還願					
哀	哀	ʔei⁴⁴	ei1						
埃	埃	ʔei⁴⁴	ei1						
藹	蔼	ʔei⁴²	ei3						
亥	亥	ʔei⁴²	ei3						
愛	爱	ʔei³⁵	ei5						
害	害	ʔei³⁵	ei5						
孩	孩	ɦei¹²	ghei2						
規	规	kuei⁴⁴	kuei1						
歸	归	kuei⁴⁴	kuei1						
龜	龟	kuei⁴⁴	kuei1	文					
詭	诡	kuei⁴²	kuei3						
軌	轨	kuei⁴²	kuei3						
癸	癸	kuei⁴²	kuei3						
鬼	鬼	kuei⁴²	kuei3	文					
劊	刽	kuei⁴²	kuei3						
圭	圭	kuei³⁵	kuei5						
閨	闺	kuei³⁵	kuei5						
貴	贵	kuei³⁵	kuei5	文					
桂	桂	kuei³⁵	kuei5						
盔	盔	kʰuei⁴⁴	khuei1						
魁	魁	kʰuei⁴⁴	khuei1						
虧	亏	kʰuei⁴⁴	khuei1						
窺	窥	kʰuei⁴⁴	khuei1						
奎	奎	kʰuei⁴⁴	khuei1						
傀	傀	kʰuei⁴⁴	khuei1						
塊	块	kʰuei³⁵	khuei5						
會	会	kʰuei³⁵	khuei5	~計    kuei					
逵	逵	guei¹²	guei2						
葵	葵	guei¹²	guei2						
跪	跪	guei³¹	guei4	文					
潰	溃	guei²⁴	guei6						
繪	绘	guei²⁴	guei6						
櫃	柜	guei²⁴	guei6						
愧	愧	guei²⁴	guei6						
灰	灰	huei⁴⁴	huei1						
恢	恢	huei⁴⁴	huei1						
麾	麾	huei⁴⁴	huei1						
徽	徽	huei⁴⁴	huei1						
悔	悔	huei⁴²	huei3						
毀	毁	huei⁴²	huei3						
揮	挥	huei⁴²	huei3						
輝	辉	huei⁴²	huei3						
晦	晦	huei³⁵	huei5						
諱	讳	huei³⁵	huei5						
賄	贿	huei³⁵	huei5						
威	威	ʔuei⁴⁴	uei1						
畏	畏	ʔuei⁴⁴	uei1						
煨	煨	ʔuei⁴⁴	uei1						
委	委	ʔuei⁴²	uei3						
萎	萎	ʔuei⁴²	uei3						
偉	伟	ʔuei⁴²	uei3						
餧	餧	ʔuei⁴²	uei3						
會	会	ʔuei³⁵	uei5	開~，~不~					
衛	卫	ʔuei³⁵	uei5						
惠	惠	ʔuei³⁵	uei5						
慧	慧	ʔuei³⁵	uei5						
穢	秽	ʔuei³⁵	uei5						
魏	魏	ʔuei³⁵	uei5						
胃	胃	ʔuei³⁵	uei5						
謂	谓	ʔuei³⁵	uei5						
蝟	猬	ʔuei³⁵	uei5						
位	位	ʔuei³⁵	uei5						
慰	慰	ʔuei³⁵	uei5						
匯	汇	ʔuei³⁵	uei5						
回	回	ɦuei¹²	wei2						
茴	茴	ɦuei¹²	wei2						
危	危	ɦuei¹²	wei2	文					
為	为	ɦuei¹²	wei2						
違	违	ɦuei¹²	wei2						
圍	围	ɦuei¹²	wei2						
偽	伪	ɦuei¹²	wei2						
葦	苇	ɦuei¹²	wei2						
緯	纬	ɦuei¹²	wei2						
唯	唯	ɦuei¹²	wei2	文					
包	包	pɔ⁴⁴	pau1						
胞	胞	pɔ⁴⁴	pau1						
保	保	pɔ⁴²	pau3						
堡	堡	pɔ⁴²	pau3						
寶	宝	pɔ⁴²	pau3						
褒	褒	pɔ⁴²	pau3						
飽	饱	pɔ⁴²	pau3						
報	报	pɔ³⁵	pau5						
豹	豹	pɔ³⁵	pau5						
爆	爆	pɔ³⁵	pau5						
拋	抛	pʰɔ⁴⁴	phau1						
泡	泡	pʰɔ⁴²	phau3						
袍	袍	bɔ¹²	bau2						
跑	跑	bɔ¹²	bau2						
抱	抱	bɔ³¹	bau4						
鮑	鲍	bɔ³¹	bau4						
暴	暴	bɔ²⁴	bau6						
鉋	刨	bɔ²⁴	bau6						
雹	雹	bɔ²⁴	bau6						
刨	刨	bɔ²⁴	bau6	~地					
曝	曝	bɔ²⁴	bau6						
瀑	瀑	bɔ²⁴	bau6						
貓	猫	mɔ⁴⁴	mau1						
卯	卯	mɔ⁴²	mau3						
冒	冒	mɔ³⁵	mau5						
帽	帽	mɔ³⁵	mau5						
貌	貌	mɔ³⁵	mau5						
毛	毛	ɦmɔ¹²	mau2						
茅	茅	ɦmɔ¹²	mau2						
矛	矛	ɦmɔ¹²	mau2						
刀	刀	tɔ⁴⁴	tau1						
禱	祷	tɔ⁴²	tau3						
島	岛	tɔ⁴²	tau3						
倒	倒	tɔ⁴²	tau3	打~					
到	到	tɔ³⁵	tau5						
倒	倒	tɔ³⁵	tau5	~水					
叨	叨	tʰɔ⁴⁴	thau1						
滔	滔	tʰɔ⁴⁴	thau1						
討	讨	tʰɔ⁴²	thau3						
套	套	tʰɔ³⁵	thau5						
掏	掏	dɔ¹²	dau2						
桃	桃	dɔ¹²	dau2						
逃	逃	dɔ¹²	dau2						
淘	淘	dɔ¹²	dau2						
陶	陶	dɔ¹²	dau2						
萄	萄	dɔ¹²	dau2						
道	道	dɔ³¹	dau4						
稻	稻	dɔ³¹	dau4						
導	导	dɔ³¹	dau4						
盜	盗	dɔ²⁴	dau6						
腦	脑	nɔ⁴²	nhau3						
惱	恼	nɔ⁴²	nhau3						
鬧	闹	nɔ³⁵	nhau5						
撈	捞	lɔ⁴⁴	lhau1						
嘮	唠	lɔ⁴⁴	lhau1						
老	老	lɔ⁴²	lhau3						
澇	涝	lɦɔ¹²	lau2						
勞	劳	lɦɔ¹²	lau2						
牢	牢	lɦɔ¹²	lau2						
遭	遭	tsɔ⁴⁴	tsau1						
糟	糟	tsɔ⁴⁴	tsau1						
朝	朝	tsɔ⁴⁴	tsau1						
昭	昭	tsɔ⁴⁴	tsau1						
招	招	tsɔ⁴⁴	tsau1						
沼	沼	tsɔ⁴⁴	tsau1						
早	早	tsɔ⁴²	tsau3						
棗	枣	tsɔ⁴²	tsau3						
蚤	蚤	tsɔ⁴²	tsau3						
澡	澡	tsɔ⁴²	tsau3						
爪	爪	tsɔ⁴²	tsau3						
抓	抓	tsɔ⁴²	tsau3	~了一把					
竈	灶	tsɔ³⁵	tsau5						
罩	罩	tsɔ³⁵	tsau5						
照	照	tsɔ³⁵	tsau5						
詔	诏	tsɔ³⁵	tsau5						
操	操	tsʰɔ⁴⁴	tshau1						
抄	抄	tsʰɔ⁴⁴	tshau1						
超	超	tsʰɔ⁴⁴	tshau1						
草	草	tsʰɔ⁴²	tshau3						
炒	炒	tsʰɔ⁴²	tshau3						
吵	吵	tsʰɔ⁴²	tshau3						
躁	躁	tsʰɔ³⁵	tshau5						
糙	糙	tsʰɔ³⁵	tshau5						
鈔	钞	tsʰɔ³⁵	tshau5						
朝	朝	dzɔ¹²	dzau2						
潮	潮	dzɔ¹²	dzau2						
嘲	嘲	dzɔ¹²	dzau2						
趙	赵	dzɔ³¹	dzau4						
召	召	dzɔ²⁴	dzau6						
兆	兆	dzɔ²⁴	dzau6	重~，湖州地名					
騷	骚	sɔ⁴⁴	sau1						
臊	臊	sɔ⁴⁴	sau1						
梢	梢	sɔ⁴⁴	sau1						
捎	捎	sɔ⁴⁴	sau1						
燒	烧	sɔ⁴⁴	sau1						
稍	稍	sɔ⁴⁴	sau1						
掃	扫	sɔ⁴²	sau3	~地					
嫂	嫂	sɔ⁴²	sau3						
少	少	sɔ⁴²	sau3						
曹	曹	zɔ¹²	zau2						
槽	槽	zɔ¹²	zau2						
韶	韶	zɔ¹²	zau2						
邵	邵	zɔ¹²	zau2						
造	造	zɔ³¹	zau4						
擾	扰	zɔ³¹	zau4						
紹	绍	zɔ²⁴	zau6						
皂	皂	zɔ²⁴	zau6						
兆	兆	zɔ²⁴	zau6						
繞	绕	zɔ²⁴	zau6	文					
高	高	kɔ⁴⁴	kau1						
膏	膏	kɔ⁴⁴	kau1						
篙	篙	kɔ⁴⁴	kau1	進船竿					
羔	羔	kɔ⁴⁴	kau1						
糕	糕	kɔ⁴⁴	kau1						
交	交	kɔ⁴⁴	kau1	白					
膠	胶	kɔ⁴⁴	kau1						
稿	稿	kɔ⁴²	kau3						
絞	绞	kɔ⁴²	kau3						
攪	搅	kɔ⁴²	kau3						
搞	搞	kɔ⁴²	kau3						
鉸	铰	kɔ⁴²	kau3	白					
告	告	kɔ³⁵	kau5						
酵	酵	kɔ³⁵	kau5						
窖	窖	kɔ³⁵	kau5						
覺	觉	kɔ³⁵	kau5	睏~					
教	教	kɔ³⁵	kau5	~書。白					
烤	烤	kʰɔ⁴⁴	khau1						
敲	敲	kʰɔ⁴⁴	khau1						
考	考	kʰɔ⁴²	khau3						
靠	靠	kʰɔ³⁵	khau5						
犒	犒	kʰɔ³⁵	khau5						
咬	咬	ŋɔ⁴²	ngau3						
傲	傲	ŋɦɔ¹²	ngau2						
熬	熬	ŋɦɔ¹²	ngau2						
蒿	蒿	hɔ⁴⁴	hau1						
哮	哮	hɔ⁴⁴	hau1	~病：氣喘。白					
好	好	hɔ⁴²	hau3	~壞，喜~					
孝	孝	hɔ³⁵	hau5	白					
耗	耗	hɔ³⁵	hau5						
懊	懊	ʔɔ⁴⁴	au1	~惱					
坳	坳	ʔɔ⁴²	au3	山~					
懊	懊	ʔɔ³⁵	au5	~悔					
奧	奥	ʔɔ³⁵	au5						
襖	袄	ʔɔ³⁵	au5						
號	号	ʔɔ³⁵	au5	呼~，~數					
沃	沃	ʔɔ³⁵	au5						
豪	豪	ɦɔ¹²	ghau2						
壕	壕	ɦɔ¹²	ghau2						
毫	毫	ɦɔ¹²	ghau2						
浩	浩	ɦɔ¹²	ghau2						
臕	臕	piɔ⁴⁴	piau1						
標	标	piɔ⁴⁴	piau1						
彪	彪	piɔ⁴⁴	piau1						
表	表	piɔ⁴²	piau3						
飄	飘	pʰiɔ⁴⁴	phiau1						
漂	漂	pʰiɔ⁴²	phiau3						
票	票	pʰiɔ³⁵	phiau5						
瓢	瓢	biɔ¹²	biau2						
鰾	鳔	biɔ³¹	biau4						
眇	眇	miɔ⁴⁴	miau1						
藐	藐	miɔ⁴²	miau3						
渺	渺	miɔ⁴²	miau3						
秒	秒	miɔ⁴²	miau3						
廟	庙	miɔ³⁵	miau5						
妙	妙	miɔ³⁵	miau5						
苗	苗	mɦmiɔ¹²	miau2						
描	描	mɦmiɔ¹²	miau2						
刁	刁	tiɔ⁴⁴	tiau1						
貂	貂	tiɔ⁴⁴	tiau1						
雕	雕	tiɔ⁴⁴	tiau1						
鳥	鸟	tiɔ⁴²	tiau3						
釣	钓	tiɔ³⁵	tiau5						
吊	吊	tiɔ³⁵	tiau5						
挑	挑	tʰiɔ⁴⁴	thiau1	~東西，~起來					
挑	挑	tʰiɔ⁴²	thiau3	~選					
跳	跳	tʰiɔ³⁵	thiau5						
條	条	diɔ¹²	diau2						
調	调	diɔ¹²	diau2	音~					
調	调	diɔ³⁵	diau5	~換					
掉	掉	diɔ²⁴	diau6						
撈	捞	liɔ⁴⁴	liau1	~麵					
澇	涝	liɔ⁴⁴	liau1	~起來					
了	了	liɔ⁴²	liau3						
料	料	liɔ³⁵	liau5						
撩	撩	liɔ³⁵	liau5						
燎	燎	lɦiɔ¹²	liau2	~原					
聊	聊	lɦiɔ¹²	liau2						
遼	辽	lɦiɔ¹²	liau2						
寥	寥	lɦiɔ¹²	liau2						
療	疗	lɦiɔ¹²	liau2						
瞭	了	lɦiɔ¹²	liau2	~解					
廖	廖	lɦiɔ¹²	liau2						
交	交	tɕiɔ⁴⁴	ciau1	文					
郊	郊	tɕiɔ⁴⁴	ciau1						
較	较	tɕiɔ⁴⁴	ciau1						
焦	焦	tɕiɔ⁴⁴	ciau1						
蕉	蕉	tɕiɔ⁴⁴	ciau1						
椒	椒	tɕiɔ⁴⁴	ciau1						
驕	骄	tɕiɔ⁴⁴	ciau1						
嬌	娇	tɕiɔ⁴⁴	ciau1						
澆	浇	tɕiɔ⁴⁴	ciau1						
狡	狡	tɕiɔ⁴⁴	ciau1						
教	教	tɕiɔ⁴⁴	ciau1	~書。文					
校	校	tɕiɔ⁴²	ciau3	~對					
繳	缴	tɕiɔ⁴²	ciau3						
僥	侥	tɕiɔ⁴²	ciau3						
餃	饺	tɕiɔ⁴²	ciau3						
矯	矫	tɕiɔ⁴²	ciau3						
教	教	tɕiɔ³⁵	ciau5	~育。文					
校	校	tɕiɔ³⁵	ciau5	上~					
叫	叫	tɕiɔ³⁵	ciau5						
鍬	锹	tɕʰiɔ⁴⁴	chiau1						
蹺	跷	tɕʰiɔ⁴⁴	chiau1	~腳：跛子					
巧	巧	tɕʰiɔ⁴²	chiau3						
悄	悄	tɕʰiɔ⁴²	chiau3						
竅	窍	tɕʰiɔ³⁵	chiau5						
俏	俏	tɕʰiɔ³⁵	chiau5						
巣	巣	dʑiɔ¹²	jiau2						
樵	樵	dʑiɔ¹²	jiau2						
喬	乔	dʑiɔ¹²	jiau2						
僑	侨	dʑiɔ¹²	jiau2						
橋	桥	dʑiɔ¹²	jiau2						
蕎	荞	dʑiɔ¹²	jiau2						
剿	剿	dʑiɔ¹²	jiau2						
撬	撬	dʑiɔ³¹	jiau4						
轎	轿	dʑiɔ²⁴	jiau6						
消	消	ɕiɔ⁴⁴	shiau1						
宵	宵	ɕiɔ⁴⁴	shiau1						
霄	霄	ɕiɔ⁴⁴	shiau1						
硝	硝	ɕiɔ⁴⁴	shiau1						
銷	销	ɕiɔ⁴⁴	shiau1						
鞘	鞘	ɕiɔ⁴⁴	shiau1						
蕭	萧	ɕiɔ⁴⁴	shiau1						
簫	箫	ɕiɔ⁴⁴	shiau1						
小	小	ɕiɔ⁴²	shiau3						
曉	晓	ɕiɔ⁴²	shiau3						
孝	孝	ɕiɔ³⁵	shiau5	文					
笑	笑	ɕiɔ³⁵	shiau5						
尿	尿	ȵiɔ42	gniau3						
鳥	鸟	ȵiɔ42	gniau3	用得少					
繞	绕	ȵiɔ³⁵	gniau5	~線。白					
撓	挠	ȵɦiɔ¹²	gniau2						
鐃	铙	ȵɦiɔ¹²	gniau2						
橈	桡	ȵɦiɔ¹²	gniau2						
妖	妖	ʔiɔ⁴⁴	iau1						
邀	邀	ʔiɔ⁴⁴	iau1						
腰	腰	ʔiɔ⁴⁴	iau1						
要	要	ʔiɔ⁴⁴	iau1						
幺	幺	ʔiɔ⁴⁴	iau1						
吆	吆	ʔiɔ⁴⁴	iau1						
？	？	ʔiɔ⁴⁴	iau1	停歇					
杳	杳	ʔiɔ⁴²	iau3						
舀	舀	ʔiɔ⁴²	iau3						
效	效	ʔiɔ³⁵	iau5						
校	校	ʔiɔ³⁵	iau5	學~					
耀	耀	ʔiɔ³⁵	iau5						
鷂	鹞	ʔiɔ³⁵	iau5						
要	要	ʔiɔ³⁵	iau5						
搖	摇	ɦiɔ¹²	yau2						
謠	谣	ɦiɔ¹²	yau2						
窯	窑	ɦiɔ¹²	yau2						
姚	姚	ɦiɔ¹²	yau2						
堯	尧	ɦiɔ¹²	yau2						
肴	肴	ɦiɔ¹²	yau2						
淆	淆	ɦiɔ¹²	yau2						
畝	亩	møʏ⁴²	meu3						
某	某	møʏ⁴²	meu3						
茂	茂	møʏ³⁵	meu5						
貿	贸	møʏ³⁵	meu5						
謬	谬	møʏ³⁵	meu5						
謀	谋	mɦøʏ¹²	meu2						
否	否	føʏ⁴⁴	feu1						
浮	浮	vøʏ¹²	veu2	文					
負	负	vøʏ³¹	veu4						
兜	兜	tøʏ⁴⁴	teu1						
丟	丢	tøʏ⁴⁴	teu1						
斗	斗	tøʏ⁴²	teu3						
抖	抖	tøʏ⁴²	teu3						
陡	陡	tøʏ⁴²	teu3						
鬥	斗	tøʏ³⁵	teu5						
偷	偷	tʰøʏ⁴⁴	theu1						
透	透	tʰøʏ³⁵	theu5						
頭	头	døʏ¹²	deu2						
投	投	døʏ¹²	deu2						
豆	豆	døʏ²⁴	deu6						
逗	逗	døʏ²⁴	deu6						
溜	溜	løʏ⁴⁴	leu1						
餾	馏	løʏ⁴⁴	leu1						
柳	柳	løʏ⁴²	leu3						
縷	缕	løʏ⁴²	leu3						
簍	篓	løʏ⁴²	leu3						
屢	屡	løʏ⁴²	leu3						
摟	搂	løʏ⁴²	leu3	抱					
漏	漏	løʏ³⁵	leu5						
陋	陋	løʏ³⁵	leu5						
流	流	lɦøʏ¹²	leu2						
劉	刘	lɦøʏ¹²	leu2						
留	留	lɦøʏ¹²	leu2						
硫	硫	lɦøʏ¹²	leu2						
琉	琉	lɦøʏ¹²	leu2						
樓	楼	lɦøʏ¹²	leu2						
勾	勾	køʏ⁴⁴	keu1						
鉤	钩	køʏ⁴⁴	keu1						
溝	沟	køʏ⁴⁴	keu1						
苟	苟	køʏ⁴⁴	keu1						
狗	狗	køʏ⁴²	keu3						
夠	够	køʏ³⁵	keu5						
構	构	køʏ³⁵	keu5						
購	购	køʏ³⁵	keu5						
口	口	kʰøʏ⁴²	kheu3						
扣	扣	kʰøʏ³⁵	kheu5						
寇	寇	kʰøʏ³⁵	kheu5						
叩	叩	kʰøʏ³⁵	kheu5						
紐	纽	ŋøʏ⁴²	ngeu3						
偶	偶	ŋøʏ⁴²	ngeu3	配~，~然					
藕	藕	ŋøʏ⁴²	ngeu3						
吼	吼	høʏ⁴²	heu3						
鱟	鲎	høʏ³⁵	heu5	虹					
肘	肘	tɕiʏ⁴⁴	cieu1						
周	周	tɕiʏ⁴⁴	cieu1						
舟	舟	tɕiʏ⁴⁴	cieu1						
州	州	tɕiʏ⁴⁴	cieu1						
洲	洲	tɕiʏ⁴⁴	cieu1						
鳩	鸠	tɕiʏ⁴⁴	cieu1						
糾	纠	tɕiʏ⁴⁴	cieu1	~正，~纏					
走	走	tɕiʏ⁴²	cieu3						
酒	酒	tɕiʏ⁴²	cieu3						
帚	帚	tɕiʏ⁴²	cieu3						
九	九	tɕiʏ⁴²	cieu3						
久	久	tɕiʏ⁴²	cieu3						
韭	韭	tɕiʏ⁴²	cieu3						
奏	奏	tɕiʏ³⁵	cieu5						
晝	昼	tɕiʏ³⁵	cieu5						
皺	皱	tɕiʏ³⁵	cieu5						
咒	咒	tɕiʏ³⁵	cieu5						
灸	灸	tɕiʏ³⁵	cieu5						
救	救	tɕiʏ³⁵	cieu5						
究	究	tɕiʏ³⁵	cieu5						
鄒	邹	tɕiʏ³⁵	cieu5						
秋	秋	tɕʰiʏ⁴⁴	chieu1						
抽	抽	tɕʰiʏ⁴⁴	chieu1						
丘	丘	tɕʰiʏ⁴⁴	chieu1						
鰍	鳅	tɕʰiʏ⁴⁴	chieu1						
鞦	鞦	tɕʰiʏ⁴⁴	chieu1						
羞	羞	tɕʰiʏ⁴²	chieu3						
丑	丑	tɕʰiʏ⁴²	chieu3						
醜	丑	tɕʰiʏ⁴²	chieu3						
湊	凑	tɕʰiʏ³⁵	chieu5						
臭	臭	tɕʰiʏ³⁵	chieu5						
綢	绸	dʑiʏ¹²	jieu2						
稠	稠	dʑiʏ¹²	jieu2						
籌	筹	dʑiʏ¹²	jieu2						
愁	愁	dʑiʏ¹²	jieu2						
仇	仇	dʑiʏ¹²	jieu2	姓，讎					
酬	酬	dʑiʏ¹²	jieu2						
球	球	dʑiʏ¹²	jieu2						
求	求	dʑiʏ¹²	jieu2						
舅	舅	dʑiʏ³¹	jieu4						
臼	臼	dʑiʏ³¹	jieu4						
宙	宙	dʑiʏ²⁴	jieu6						
驟	骤	dʑiʏ²⁴	jieu6						
售	售	dʑiʏ²⁴	jieu6						
咎	咎	dʑiʏ²⁴	jieu6						
柩	柩	dʑiʏ²⁴	jieu6						
舊	旧	dʑiʏ²⁴	jieu6						
紂	纣	dʑiʏ²⁴	jieu6						
修	修	ɕiʏ⁴⁴	shieu1						
搜	搜	ɕiʏ⁴⁴	shieu1						
餿	馊	ɕiʏ⁴⁴	shieu1						
蒐	搜	ɕiʏ⁴⁴	shieu1						
收	收	ɕiʏ⁴⁴	shieu1						
休	休	ɕiʏ⁴⁴	shieu1						
靴	靴	ɕiʏ⁴⁴	shieu1						
手	手	ɕiʏ⁴²	shieu3						
首	首	ɕiʏ⁴²	shieu3						
守	守	ɕiʏ⁴²	shieu3						
漱	漱	ɕiʏ³⁵	shieu5						
嗽	嗽	ɕiʏ³⁵	shieu5						
秀	秀	ɕiʏ³⁵	shieu5						
繡	绣	ɕiʏ³⁵	shieu5						
銹	锈	ɕiʏ³⁵	shieu5						
瘦	瘦	ɕiʏ³⁵	shieu5						
獸	兽	ɕiʏ³⁵	shieu5						
嗅	嗅	ɕiʏ³⁵	shieu5						
朽	朽	ɕiʏ³⁵	shieu5						
叟	叟	ɕiʏ³⁵	shieu5						
莠	莠	ɕiʏ³⁵	shieu5						
囚	囚	ʑiʏ¹²	zhieu2						
泅	泅	ʑiʏ¹²	zhieu2	游水					
柔	柔	ʑiʏ¹²	zhieu2						
揉	揉	ʑiʏ¹²	zhieu2						
受	受	ʑiʏ³¹	zhieu4						
就	就	ʑiʏ²⁴	zhieu6						
壽	寿	ʑiʏ²⁴	zhieu6						
授	授	ʑiʏ²⁴	zhieu6						
袖	袖	ʑiʏ²⁴	zhieu6						
扭	扭	ȵiʏ⁴⁴	gnieu1						
牛	牛	ȵɦiʏ¹²	gnieu2						
憂	忧	ʔiʏ⁴⁴	ieu1						
優	优	ʔiʏ⁴⁴	ieu1						
悠	悠	ʔiʏ⁴⁴	ieu1						
幽	幽	ʔiʏ⁴⁴	ieu1						
歐	欧	ʔiʏ⁴⁴	ieu1						
毆	殴	ʔiʏ⁴⁴	ieu1						
甌	瓯	ʔiʏ⁴⁴	ieu1						
嘔	呕	ʔiʏ⁴⁴	ieu1						
有	有	ʔiʏ⁴²	ieu3						
友	友	ʔiʏ⁴²	ieu3						
酉	酉	ʔiʏ⁴²	ieu3						
後	后	ʔiʏ⁴²	ieu3						
厚	厚	ʔiʏ⁴²	ieu3						
又	又	ʔiʏ³⁵	ieu5						
右	右	ʔiʏ³⁵	ieu5						
佑	佑	ʔiʏ³⁵	ieu5						
柚	柚	ʔiʏ³⁵	ieu5						
誘	诱	ʔiʏ³⁵	ieu5						
幼	幼	ʔiʏ³⁵	ieu5						
尤	尤	ɦiʏ¹²	yeu2						
郵	邮	ɦiʏ¹²	yeu2						
由	由	ɦiʏ¹²	yeu2						
油	油	ɦiʏ¹²	yeu2						
游	游	ɦiʏ¹²	yeu2						
猶	犹	ɦiʏ¹²	yeu2						
侯	侯	ɦiʏ¹²	yeu2						
猴	猴	ɦiʏ¹²	yeu2						
候	候	ɦiʏ¹²	yeu2						
暮	暮	mo³⁵	mou5						
慕	慕	mo³⁵	mou5						
墓	墓	mo³⁵	mou5						
多	多	təu⁴⁴	tou1						
都	都	təu⁴⁴	tou1	~城，~是					
堵	堵	təu⁴²	tou3						
賭	赌	təu⁴²	tou3						
肚	肚	təu⁴²	tou3	豬~					
剁	剁	təu⁴²	tou3						
妬	妬	təu³⁵	tou5						
拖	拖	tʰəu⁴⁴	thou1						
妥	妥	tʰəu⁴²	thou3						
土	土	tʰəu⁴²	thou3						
唾	唾	tʰəu³⁵	thou5						
吐	吐	tʰəu³⁵	thou5						
兔	兔	tʰəu³⁵	thou5						
橢	椭	tʰəu³⁵	thou5						
徒	徒	dəu¹²	dou2						
屠	屠	dəu¹²	dou2						
塗	涂	dəu¹²	dou2						
途	途	dəu¹²	dou2						
圖	图	dəu¹²	dou2						
馱	驮	dəu¹²	dou2	拿					
駝	驼	dəu¹²	dou2						
惰	惰	dəu¹²	dou2						
舵	舵	dəu³¹	dou4						
杜	杜	dəu³¹	dou4						
肚	肚	dəu³¹	dou4	腹~					
度	度	dəu²⁴	dou6						
渡	渡	dəu²⁴	dou6						
鍍	镀	dəu²⁴	dou6						
大	大	dəu²⁴	dou6	白					
努	努	nəu⁴²	nou3						
怒	怒	nəu³⁵	nou5						
奴	奴	nɦəu¹²	nou2						
揉	揉	nɦəu¹²	nou2						
囉	囉	ləu⁴⁴	lou1						
魯	鲁	ləu⁴²	lou3						
櫓	橹	ləu⁴²	lou3						
虜	虏	ləu⁴²	lou3						
滷	卤	ləu⁴²	lou3						
卵	卵	ləu⁴²	lou3	~巢					
路	路	ləu³⁵	lou5						
露	露	ləu³⁵	lou5						
鷺	鹭	ləu³⁵	lou5						
裸	裸	ləu³⁵	lou5						
羅	罗	lɦəu¹²	lou2						
鑼	锣	lɦəu¹²	lou2						
籮	箩	lɦəu¹²	lou2						
騾	騾	lɦəu¹²	lou2						
螺	螺	lɦəu¹²	lou2						
腡	脶	lɦəu¹²	lou2						
驢	驴	lɦəu¹²	lou2						
盧	卢	lɦəu¹²	lou2						
爐	炉	lɦəu¹²	lou2						
蘆	芦	lɦəu¹²	lou2						
租	租	tsəu⁴⁴	tsou1						
左	左	tsəu⁴²	tsou3						
佐	佐	tsəu⁴²	tsou3						
祖	祖	tsəu⁴²	tsou3						
組	组	tsəu⁴²	tsou3						
阻	阻	tsəu⁴²	tsou3						
做	做	tsəu³⁵	tsou5						
搓	搓	tsʰəu⁴⁴	tshou1						
粗	粗	tsʰəu⁴⁴	tshou1						
初	初	tsʰəu⁴⁴	tshou1						
楚	楚	tsʰəu⁴²	tshou3						
礎	础	tsʰəu⁴²	tshou3						
醋	醋	tsʰəu³⁵	tshou5						
措	措	tsʰəu³⁵	tshou5						
錯	错	tsʰəu³⁵	tshou5	~誤，~雜					
莝	莝	tsʰəu³⁵	tshou5						
鋤	锄	dzəu¹²	dzou2						
雛	雏	dzəu¹²	dzou2						
簑	簑	səu⁴⁴	sou1						
梭	梭	səu⁴⁴	sou1	織布~					
嗦	嗦	səu⁴⁴	sou1	囉~					
蘇	苏	səu⁴⁴	sou1						
酥	酥	səu⁴⁴	sou1						
梳	梳	səu⁴⁴	sou1	~粧臺					
疏	疏	səu⁴⁴	sou1	~遠					
鎖	锁	səu⁴²	sou3						
瑣	琐	səu⁴²	sou3						
所	所	səu⁴²	sou3						
數	数	səu⁴²	sou3	動詞					
素	素	səu³⁵	sou5						
訴	诉	səu³⁵	sou5						
嗉	嗉	səu³⁵	sou5						
數	数	səu³⁵	sou5	名詞					
蔬	蔬	səu³⁵	sou5						
坐	坐	zəu³¹	zou4						
座	座	zəu³¹	zou4						
助	助	zəu²⁴	zou6						
歌	歌	kəu⁴⁴	kou1						
哥	哥	kəu⁴⁴	kou1						
鍋	锅	kəu⁴⁴	kou1						
戈	戈	kəu⁴⁴	kou1						
孤	孤	kəu⁴⁴	kou1						
蝸	蜗	kəu⁴⁴	kou1						
姑	姑	kəu⁴⁴	kou1						
果	果	kəu⁴²	kou3						
裹	裹	kəu⁴²	kou3						
古	古	kəu⁴²	kou3						
估	估	kəu⁴²	kou3						
牯	牯	kəu⁴²	kou3						
股	股	kəu⁴²	kou3						
