繁體	简体	吳拼	備注
布	布	pu⁴⁴	
怖	怖	pu⁴⁴	
佈	佈	pu⁴⁴	
鋪	铺	pʰu⁴⁴	店鋪
戽	戽	fu⁴⁴	戽水
付	付	fu⁴⁴	
副	副	fu⁴⁴	
賦	赋	fu⁴⁴	
傅	傅	fu⁴⁴	
赴	赴	fu⁴⁴	
富	富	fu⁴⁴	
訃	讣	fu⁴⁴	
妬	妬	tu⁴⁴	
兔	兔	tʰu⁴⁴	
吐	吐	tʰu⁴⁴	
唾	唾	tʰu⁴⁴	口水
醋	醋	tsʰu⁴⁴	
措	措	tsʰu⁴⁴	
瘄	瘄	tsʰu⁴⁴	麻疹：出瘄子
素	素	su⁴⁴	
訴	诉	su⁴⁴	
塑	塑	su⁴⁴	
嗉	嗉	su⁴⁴	
疏	疏	su⁴⁴	
數	数	su⁴⁴	有數：心裏有底
故	故	ku⁴⁴	
固	固	ku⁴⁴	
錮	锢	ku⁴⁴	
僱	雇	ku⁴⁴	
顧	顾	ku⁴⁴	
菇	菇	ku⁴⁴	香菇
庫	库	kʰu⁴⁴	
褲	裤	kʰu⁴⁴	
惡	恶	u⁴⁴	可惡
熓	熓	u⁴⁴	文火漸煮：熓肉，熓雞
摀	摀	u⁴⁴	埋
步	步	bu¹³	
埠	埠	bu¹³	河埠頭：河邊的石階
孵	孵	bu¹³	孵小雞
度	度	du¹³	
渡	渡	du¹³	
鍍	镀	du¹³	
誤	误	nu¹³	
悟	悟	nu¹³	
怒	怒	nu¹³	
路	路	lu¹³	
露	露	lu¹³	
鷺	鹭	lu¹³	
互	互	ɦu¹³	
護	护	ɦu¹³	
附	附	ɦu¹³	
務	务	ɦu¹³	
霧	雾	ɦu¹³	
誤	误	ɦu¹³	
悟	悟	ɦu¹³	
瓠	瓠	ɦu¹³	瓠瓜
糊	糊	ɦu¹³	漿糊
居	居	tɕy⁵³	
拘	拘	tɕy⁵³	
駒	驹	tɕy⁵³	
句	句	tɕy⁵³	
龜	龟	tɕy⁵³	烏龜
車	车	tɕy⁵³	車馬炮
歸	归	tɕy⁵³	歸家：回家
區	区	tɕʰy⁵³	
驅	驱	tɕʰy⁵³	
樞	枢	tɕʰy⁵³	
虛	虚	ɕy⁵³	
噓	嘘	ɕy⁵³	
墟	墟	ɕy⁵³	廢墟
于	于	y⁵³	
淤	淤	y⁵³	
喂	喂	y⁵³	喂飯
迂	迂	y⁵³	
吁	吁	y⁵³	
渠	渠	dʑy²²	
瞿	瞿	dʑy²²	
衢	衢	dʑy²²	
俱	俱	dʑy²²	
愚	愚	ȵy²²	
虞	虞	ȵy²²	
娛	娱	ȵy²²	
餘	馀	ɦy²²	
愉	愉	ɦy²²	
俞	俞	ɦy²²	
逾	逾	ɦy²²	
魚	鱼	ɦy²²	
漁	渔	ɦy²²	
餘	余	ɦy²²	
籲	吁	ɦy²²	
於	于	ɦy²²	
盂	盂	ɦy²²	
舉	举	tɕy³⁵	
矩	矩	tɕy³⁵	規矩
鬼	鬼	tɕy³⁵	
許	许	ɕy³⁵	
巨	巨	dʑy²⁴	
拒	拒	dʑy²⁴	
距	距	dʑy²⁴	
跪	跪	dʑy²⁴	
女	女	ȵy²⁴	
語	语	ȵy²⁴	
蕊	蕊	ȵy²⁴	蕊頭：花蕾
禹	禹	ɦy²⁴	
羽	羽	ɦy²⁴	
雨	雨	ɦy²⁴	
與	与	ɦy²⁴	
宇	宇	ɦy²⁴	
據	据	tɕy⁴⁴	
貴	贵	tɕy⁴⁴	
鋸	锯	tɕy⁴⁴	
去	去	tɕʰy⁴⁴	
靴	靴	ɕy⁴⁴	靴子
㧦	㧦	ɕy⁴⁴	用腳踢物：㧦被頭
淤	淤	y⁴⁴	
杌	杌	y⁴⁴	杌子：靠背椅
具	具	dʑy¹³	
懼	惧	dʑy¹³	
櫃	柜	dʑy¹³	
御	御	ȵy¹³	
遇	遇	ȵy¹³	
寓	寓	ȵy¹³	公寓
譽	誉	ɦy¹³	
預	预	ɦy¹³	
豫	豫	ɦy¹³	
芋	芋	ɦy¹³	
喻	喻	ɦy¹³	
愈	愈	ɦy¹³	
裕	裕	ɦy¹³	
杯	杯	pai⁵³	
盃	杯	pai⁵³	
碑	碑	pai⁵³	石碑
卑	卑	pai⁵³	
悲	悲	pai⁵³	
胚	胚	pʰai⁵³	
丕	丕	pʰai⁵³	
坯	坯	pʰai⁵³	
伾	伾	pʰai⁵³	牛伾：罵人語
覅	覅	fai⁵³	不要的合音字：覅喫（不要喫）
否	否	fai⁵³	
堆	堆	tai⁵³	
兜	兜	tai⁵³	
推	推	tʰai⁵³	
㷟	㷟	tʰai⁵³	用燙除毛：㷟雞毛
偷	偷	tʰai⁵³	
貪	贪	tʰai⁵³	
𠞭	𠞭	ʔlai⁵³	深挖：𠞭耳朵，把耳朵裏的髒物挖出來
鏤	镂	ʔlai⁵³	雕刻：鏤花
鄒	邹	tsai⁵³	姓
追	追	tsai⁵³	
最	最	tsai⁵³	
摧	摧	tsʰai⁵³	
崔	崔	tsʰai⁵³	
催	催	tsʰai⁵³	
炊	炊	tsʰai⁵³	
吹	吹	tsʰai⁵³	
啐	啐	tsʰai⁵³	啐魂靈：叫魂，給小孩壓驚
雖	虽	sai⁵³	
綏	绥	sai⁵³	
衰	衰	sai⁵³	
搜	搜	sai⁵³	
颼	飕	sai⁵³	
餿	馊	sai⁵³	食物變質而發酸：餿氣了
艘	艘	sai⁵³	
勾	勾	kai⁵³	
鉤	钩	kai⁵³	
溝	沟	kai⁵³	
摳	抠	kʰai⁵³	
酣	酣	hai⁵³	
蚶	蚶	hai⁵³	毛蚶：貝類動物
罕	罕	hai⁵³	
鼾	鼾	hai⁵³	鼻息聲。眠鼾：打呼嚕
安	安	ai⁵³	
庵	庵	ai⁵³	尼姑庵
鞍	鞍	ai⁵³	馬鞍
謳	讴	ai⁵³	叫、喊：儂謳其來（你叫他來）
歐	欧	ai⁵³	
甌	瓯	ai⁵³	
培	培	bai²²	
陪	陪	bai²²	
賠	赔	bai²²	
倍	倍	bai²²	
裴	裴	bai²²	
梅	梅	mai²²	
枚	枚	mai²²	
煤	煤	mai²²	
媒	媒	mai²²	
黴	霉	mai²²	發黴
霉	霉	mai²²	發霉
謀	谋	mai²²	
矛	矛	mai²²	
眉	眉	mai²²	皺眉頭
阜	阜	vai²²	曲阜
浮	浮	vai²²	
負	负	vai²²	
頭	头	dai²²	
投	投	dai²²	
潭	潭	dai²²	酒潭：臉上的酒窩
男	男	nai²²	
南	南	nai²²	
餒	馁	nai²²	餒拖拖：軟綿綿
雷	雷	lai²²	
儡	儡	lai²²	
壘	垒	lai²²	
樓	楼	lai²²	
摟	搂	lai²²	摟抱
唻	唻	lai²²	了，語氣詞
𡀂	𡀂	lai²²	
隨	随	zai²²	
愁	愁	zai²²	
蠶	蚕	zai²²	蠶絲
牛	牛	ŋai²²	
偶	偶	ŋai²²	
寒	寒	ɦai²²	
銜	衔	ɦai²²	
韓	韩	ɦai²²	
含	含	ɦai²²	
函	函	ɦai²²	
侯	侯	ɦai²²	
喉	喉	ɦai²²	
猴	猴	ɦai²²	
彼	彼	pai³⁵	
俾	俾	pai³⁵	
斗	斗	tai³⁵	
抖	抖	tai³⁵	
陡	陡	tai³⁵	
𠡒	𠡒	tai³⁵	拉、扯、抽：𠡒腳筋（抽腳筋）
㪗	㪗	tʰai³⁵	展開：㪗開
腿	腿	tʰai³⁵	
走	走	tsai³⁵	
嘴	嘴	tsai³⁵	
揣	揣	tsʰai³⁵	
水	水	sai³⁵	
叟	叟	sai³⁵	
狗	狗	kai³⁵	
苟	苟	kai³⁵	
口	口	kʰai³⁵	
叩	叩	kʰai³⁵	
𧥣	𧥣	kʰai³⁵	事先說定：𧥣定。𧥣好。
吼	吼	hai³⁵	
揞	揞	ai³⁵	放好
毆	殴	ai³⁵	
嘔	呕	ai³⁵	嘔吐
美	美	mai²⁴	
每	每	mai²⁴	
畝	亩	mai²⁴	
母	母	mai²⁴	
簍	篓	lai²⁴	字紙簍
瘰	瘰	lai²⁴	粉刺
癗	癗	lai²⁴	小瘡或小疙瘩
罪	罪	zai²⁴	
藕	藕	ŋai²⁴	
偶	偶	ŋai²⁴	
厚	厚	ɦai²⁴	
後	后	ɦai²⁴	
后	后	ɦai²⁴	
背	背	pai⁴⁴	
貝	贝	pai⁴⁴	
輩	辈	pai⁴⁴	
狽	狈	pai⁴⁴	
配	配	pʰai⁴⁴	
沛	沛	pʰai⁴⁴	
妹	妹	ʔmai⁴⁴	暱稱：妹妹
對	对	tai⁴⁴	
碓	碓	tai⁴⁴	
鬥	斗	tai⁴⁴	鬥爭
退	退	tʰai⁴⁴	
蛻	蜕	tʰai⁴⁴	蟬蛻
探	探	tʰai⁴⁴	
透	透	tʰai⁴⁴	
丼	丼	tʰai⁴⁴	小水丼：小水潭。俗寫。
醉	醉	tsai⁴⁴	
綴	缀	tsai⁴⁴	
贅	赘	tsai⁴⁴	
皺	皱	tsai⁴⁴	
奏	奏	tsai⁴⁴	
簪	簪	tsai⁴⁴	簪子
揍	揍	tsai⁴⁴	
翠	翠	tsʰai⁴⁴	
脆	脆	tsʰai⁴⁴	
湊	凑	tsʰai⁴⁴	
碎	碎	sai⁴⁴	
歲	岁	sai⁴⁴	
稅	税	sai⁴⁴	
漱	漱	sai⁴⁴	漱口
嗽	嗽	sai⁴⁴	咳嗽
瘦	瘦	sai⁴⁴	
夠	够	kai⁴⁴	
構	构	kai⁴⁴	
購	购	kai⁴⁴	
勾	勾	kai⁴⁴	
扣	扣	kʰai⁴⁴	
寇	寇	kʰai⁴⁴	
熯	熯	hai⁴⁴	熯熯熱：蒸蒸熟
漢	汉	hai⁴⁴	
虹	虹	hai⁴⁴	
鱟	鲎	hai⁴⁴	海中大甲殼動物
𧊛	𧊛	hai⁴⁴	
暗	暗	ai⁴⁴	
按	按	ai⁴⁴	
案	案	ai⁴⁴	
漚	沤	ai⁴⁴	
慪	怄	ai⁴⁴	慪氣：賭氣
揞	揞	ai⁴⁴	揞杖棒：手杖
佩	佩	bai¹³	
背	背	bai¹³	背誦
備	备	bai¹³	
焙	焙	bai¹³	物在熱鍋上烘乾：焙焙燥
妹	妹	mai¹³	阿妹
昧	昧	mai¹³	
媚	媚	mai¹³	
寐	寐	mai¹³	
牡	牡	mai¹³	
拇	拇	mai¹³	
痘	痘	dai¹³	水痘
隊	队	dai¹³	
兌	兑	dai¹³	兌換
豆	豆	dai¹³	
逗	逗	dai¹³	
酘	酘	dai¹³	兩個盛器互倒
𣍐	𣍐	vai¹³	不會：𣍐去。𣍐做。
腩	腩	nai¹³	稀軟：飯燒嘞腩足唻
累	累	lai¹³	
擂	擂	lai¹³	碾壓：擂棍（壓麪棍）
礌	礌	lai¹³	碾壓子
𨀤	𨀤	lai¹³	翻倒：𨀤倒
類	类	lai¹³	
淚	泪	lai¹³	
漏	漏	lai¹³	
陋	陋	lai¹³	
螻	蝼	lai¹³	螻蛞
瘰	瘰	lai¹³	小瘡
鰳	鳓	lai¹³	鰳魚
縷	缕	lai¹³	
驟	骤	zai¹³	驟雨
槌	槌	zai¹³	
錘	锤	zai¹³	
瑞	瑞	zai¹³	
垂	垂	zai¹³	
粹	粹	zai¹³	
隧	隧	zai¹³	
穗	穗	zai¹³	
誰	谁	zai¹³	
銳	锐	zai¹³	
睡	睡	zai¹³	
汗	汗	ɦai¹³	
焊	焊	ɦai¹³	
翰	翰	ɦai¹³	
旱	旱	ɦai¹³	
候	候	ɦai¹³	
圭	圭	kuai⁵³	
閨	闺	kuai⁵³	
規	规	kuai⁵³	
歸	归	kuai⁵³	
鱖	鳜	kuai⁵³	鱖魚
龜	龟	kuai⁵³	
盔	盔	kʰuai⁵³	
魁	魁	kʰuai⁵³	
奎	奎	kʰuai⁵³	
虧	亏	kʰuai⁵³	
窺	窥	kʰuai⁵³	
恢	恢	huai⁵³	
灰	灰	huai⁵³	
麾	麾	huai⁵³	麾下
揮	挥	huai⁵³	
輝	辉	huai⁵³	
徽	徽	huai⁵³	
煨	煨	uai⁵³	食物埋在柴火中使之熟
萎	萎	uai⁵³	
委	委	uai⁵³	
威	威	uai⁵³	
餧	餧	uai⁵³	
痿	痿	uai⁵³	痿落：體弱而精神不好
恚	恚	uai⁵³	恚武：怕羞
偎	偎	uai⁵³	偎船：對網漁船中的輔助船
逵	逵	ɡuai²²	
葵	葵	ɡuai²²	
桅	桅	ɦuai²²	桅杆
回	回	ɦuai²²	
茴	茴	ɦuai²²	
彙	汇	ɦuai²²	彙報
危	危	ɦuai²²	
圍	围	ɦuai²²	
葦	苇	ɦuai²²	蘆葦
緯	纬	ɦuai²²	
爲	为	ɦuai²²	
為	为	ɦuai²²	
違	违	ɦuai²²	
軌	轨	kuai³⁵	
癸	癸	kuai³⁵	
鬼	鬼	kuai³⁵	
詭	诡	kuai³⁵	
傀	傀	kʰuai³⁵	傀儡
賄	贿	huai³⁵	
悔	悔	huai³⁵	
毀	毁	huai³⁵	
跪	跪	ɡuai²⁴	
偉	伟	ɦuai²⁴	
會	会	kuai⁴⁴	會計
劊	刽	kuai⁴⁴	
檜	桧	kuai⁴⁴	
繪	绘	kuai⁴⁴	
貴	贵	kuai⁴⁴	
桂	桂	kuai⁴⁴	
快	快	kʰuai⁴⁴	
愧	愧	kʰuai⁴⁴	
塊	块	kʰuai⁴⁴	
晦	晦	huai⁴⁴	
畏	畏	uai⁴⁴	
慰	慰	uai⁴⁴	
穢	秽	uai⁴⁴	
潰	溃	ɡuai¹³	
櫃	柜	ɡuai¹³	
會	会	ɦuai¹³	
衛	卫	ɦuai¹³	
惠	惠	ɦuai¹³	
爲	为	ɦuai¹³	
為	为	ɦuai¹³	
僞	伪	ɦuai¹³	
偽	伪	ɦuai¹³	
位	位	ɦuai¹³	
魏	魏	ɦuai¹³	
謂	谓	ɦuai¹³	
胃	胃	ɦuai¹³	
匯	汇	ɦuai¹³	匯出
菠	菠	pau⁵³	
玻	玻	pau⁵³	
波	波	pau⁵³	
頗	颇	pʰau⁵³	
坡	坡	pʰau⁵³	
多	多	tau⁵³	
拖	拖	tʰau⁵³	
搓	搓	tsʰau⁵³	搓繩子
唆	唆	sau⁵³	
梭	梭	sau⁵³	
哥	哥	kau⁵³	
歌	歌	kau⁵³	
過	过	kau⁵³	過錯
鍋	锅	kau⁵³	
戈	戈	kau⁵³	
科	科	kʰau⁵³	
窠	窠	kʰau⁵³	
棵	棵	kʰau⁵³	
䯊	䯊	kʰau⁵³	膝蓋：腳䯊頭
倭	倭	au⁵³	
窩	窝	au⁵³	
蝸	蜗	au⁵³	蝸牛
阿	阿	au⁵³	阿膠
𢰸	𢰸	au⁵³	抱：𢰸牢（抱住）
婆	婆	bau²²	
魔	魔	mau²²	
磨	磨	mau²²	磨刀
摩	摩	mau²²	
饃	馍	mau²²	
摹	摹	mau²²	
模	模	mau²²	
摸	摸	mau²²	
駝	驼	dau²²	
馱	驮	dau²²	
佗	佗	dau²²	佗來：拿來。俗寫拕或駝
舵	舵	dau²²	
沱	沱	dau²²	
捼	捼	nau²²	揉、擦：跌痛了，捼捼其
羅	罗	lau²²	
鑼	锣	lau²²	
騾	骡	lau²²	
螺	螺	lau²²	
腡	脶	lau²²	腡紋：指紋
籮	箩	lau²²	
攞	攞	lau²²	鉤攞：帆篷的滑輪
矬	矬	zau²²	沉落：矬落（物下沉）
俄	俄	ŋau²²	
鵝	鹅	ŋau²²	
蛾	蛾	ŋau²²	
河	河	ɦau²²	
何	何	ɦau²²	
荷	荷	ɦau²²	荷花
和	和	ɦau²²	和氣
禾	禾	ɦau²²	
嚄	嚄	ɦau²²	語氣詞
妥	妥	tʰau³⁵	
橢	椭	tʰau³⁵	
鎖	锁	sau³⁵	
瑣	琐	sau³⁵	
果	果	kau³⁵	
裹	裹	kau³⁵	
餜	馃	kau³⁵	
可	可	kʰau³⁵	
顆	颗	kʰau³⁵	
火	火	hau³⁵	
夥	伙	hau³⁵	夥計
伙	伙	hau³⁵	伙計
某	某	mau²⁴	某人
舵	舵	dau²⁴	
惰	惰	dau²⁴	
卵	卵	lau²⁴	蟲卵：蟲子
坐	坐	zau²⁴	
座	座	zau²⁴	
我	我	ŋau²⁴	
禍	祸	ɦau²⁴	
簸	簸	pau⁴⁴	簸一簸
破	破	pʰau⁴⁴	
剖	剖	pʰau⁴⁴	
唾	唾	tʰau⁴⁴	
做	做	tsau⁴⁴	
左	左	tsau⁴⁴	
佐	佐	tsau⁴⁴	
銼	锉	tsʰau⁴⁴	
錯	错	tsʰau⁴⁴	錯誤
啥	啥	sau⁴⁴	什麼：啥西（什麼東西）
過	过	kau⁴⁴	過去
個	个	kau⁴⁴	
課	课	kʰau⁴⁴	
貨	货	hau⁴⁴	
荷	荷	hau⁴⁴	薄荷
夥	伙	hau⁴⁴	一夥
伙	伙	hau⁴⁴	一伙
咼	咼	au⁴⁴	賴咼皮：賴賬的人
縛	缚	bau¹³	
磨	磨	mau¹³	石磨
模	模	mau¹³	模子
暮	暮	mau¹³	
墓	墓	mau¹³	
慕	慕	mau¹³	
募	募	mau¹³	
幕	幕	mau¹³	
摹	摹	mau¹³	摹仿
大	大	dau¹³	
糯	糯	nau¹³	
裸	裸	lau¹³	
摞	摞	lau¹³	把散着的聚攏：摞起來
餓	饿	ŋau¹³	
臥	卧	ŋau¹³	
賀	贺	ɦau¹³	
和	和	ɦau¹³	和面
鞭	鞭	pĩ⁵³	
編	编	pĩ⁵³	
邊	边	pĩ⁵³	
蝙	蝙	pĩ⁵³	
鯿	鳊	pĩ⁵³	鯿魚
篇	篇	pʰĩ⁵³	
偏	偏	pʰĩ⁵³	
掂	掂	tĩ⁵³	掂量，估計
顛	颠	tĩ⁵³	
天	天	tʰĩ⁵³	
添	添	tʰĩ⁵³	
掭	掭	tʰĩ⁵³	掭墨
尖	尖	tɕĩ⁵³	
沾	沾	tɕĩ⁵³	
瞻	瞻	tɕĩ⁵³	
占	占	tɕĩ⁵³	
兼	兼	tɕĩ⁵³	
艱	艰	tɕĩ⁵³	
間	间	tɕĩ⁵³	
煎	煎	tɕĩ⁵³	
氈	毡	tɕĩ⁵³	
犍	犍	tɕĩ⁵³	犍子
肩	肩	tɕĩ⁵³	
堅	坚	tɕĩ⁵³	
搛	搛	tɕĩ⁵³	搛菜
䥛	䥛	tɕĩ⁵³	沙䥛：割稻用的有齒彎刀
殲	歼	tɕʰĩ⁵³	
籤	签	tɕʰĩ⁵³	
謙	谦	tɕʰĩ⁵³	
遷	迁	tɕʰĩ⁵³	
千	千	tɕʰĩ⁵³	
牽	牵	tɕʰĩ⁵³	
黏	黏	knĩ⁵³	
粘	粘	knĩ⁵³	粘貼
仙	仙	ɕĩ⁵³	
鮮	鲜	ɕĩ⁵³	新鮮
羶	羶	ɕĩ⁵³	
搧	搧	ɕĩ⁵³	
軒	轩	ɕĩ⁵³	
先	先	ɕĩ⁵³	
掀	掀	ɕĩ⁵³	
甘	甘	kĩ⁵³	
柑	柑	kĩ⁵³	
泔	泔	kĩ⁵³	泔水
干	干	kĩ⁵³	
乾	干	kĩ⁵³	
肝	肝	kĩ⁵³	
竿	竿	kĩ⁵³	
看	看	kʰĩ⁵³	看多：很多
淹	淹	ĩ⁵³	
閹	阉	ĩ⁵³	
嫌	嫌	ĩ⁵³	
蔫	蔫	ĩ⁵³	不新鮮
煙	烟	ĩ⁵³	
菸	烟	ĩ⁵³	
燕	燕	ĩ⁵³	
醃	腌	ĩ⁵³	醃篤鮮：菜名
便	便	bĩ²²	便宜
棉	棉	mĩ²²	
綿	绵	mĩ²²	
澠	渑	mĩ²²	
眠	眠	mĩ²²	眠牀：牀
鮸	鮸	mĩ²²	鮸魚
田	田	dĩ²²	
甜	甜	dĩ²²	
填	填	dĩ²²	
鈿	钿	dĩ²²	
廉	廉	lĩ²²	
鐮	镰	lĩ²²	鐮刀
簾	帘	lĩ²²	
斂	敛	lĩ²²	
聯	联	lĩ²²	
連	连	lĩ²²	
楝	楝	lĩ²²	楝樹
憐	怜	lĩ²²	
蓮	莲	lĩ²²	
鰱	鲢	lĩ²²	鰱魚
槤	梿	lĩ²²	花槤槌：魚名
潛	潜	dʑĩ²²	
鉗	钳	dʑĩ²²	
錢	钱	dʑĩ²²	
乾	乾	dʑĩ²²	
虔	虔	dʑĩ²²	
嚴	严	ȵĩ²²	
儼	俨	ȵĩ²²	
研	研	ȵĩ²²	
年	年	ȵĩ²²	
攆	撵	ȵĩ²²	
閻	阎	ȵĩ²²	
前	前	ʑĩ²²	
炎	炎	ɦĩ²²	
鹽	盐	ɦĩ²²	
檐	檐	ɦĩ²²	
延	延	ɦĩ²²	
焉	焉	ɦĩ²²	
筵	筵	ɦĩ²²	
諺	谚	ɦĩ²²	
言	言	ɦĩ²²	
賢	贤	ɦĩ²²	
弦	弦	ɦĩ²²	
絃	弦	ɦĩ²²	
沿	沿	ɦĩ²²	
蜒	蜒	ɦĩ²²	海蜒：鯷魚的幼魚
貶	贬	pĩ³⁵	
扁	扁	pĩ³⁵	
匾	匾	pĩ³⁵	
點	点	tĩ³⁵	
典	典	tĩ³⁵	
舔	舔	tʰĩ³⁵	
筧	笕	tɕĩ³⁵	水筧：接水用的竹筒
檢	检	tɕĩ³⁵	
簡	简	tɕĩ³⁵	
襉	裥	tɕĩ³⁵	
襇	裥	tɕĩ³⁵	
柬	柬	tɕĩ³⁵	
剪	剪	tɕĩ³⁵	
展	展	tɕĩ³⁵	
繭	茧	tɕĩ³⁵	
揀	拣	tɕĩ³⁵	
雞	鸡	tɕĩ³⁵	
淺	浅	tɕʰĩ³⁵	
遣	遣	tɕʰĩ³⁵	
閃	闪	ɕĩ³⁵	
險	险	ɕĩ³⁵	
鮮	鲜	ɕĩ³⁵	鮮少
癬	癣	ɕĩ³⁵	
顯	显	ɕĩ³⁵	
筅	筅	ɕĩ³⁵	筅帚：竹製洗刷用具
感	感	kĩ³⁵	
敢	敢	kĩ³⁵	
杆	杆	kĩ³⁵	
稈	秆	kĩ³⁵	
趕	赶	kĩ³⁵	
狗	狗	kĩ³⁵	小黃狗
辨	辨	bĩ²⁴	
辮	辫	bĩ²⁴	
辯	辩	bĩ²⁴	
勉	勉	mĩ²⁴	
免	免	mĩ²⁴	
娩	娩	mĩ²⁴	
緬	缅	mĩ²⁴	
鮸	鮸	mĩ²⁴	鮸魚
脗	脗	mĩ²⁴	脗縫：無縫隙
臉	脸	lĩ²⁴	
摙	摙	lĩ²⁴	雙手把物抱起：摙被頭
件	件	dʑĩ²⁴	
碾	碾	ȵĩ²⁴	碾船：形似小船的碾藥工具
變	变	pĩ⁴⁴	
遍	遍	pĩ⁴⁴	
騙	骗	pʰĩ⁴⁴	
片	片	pʰĩ⁴⁴	
店	店	tĩ⁴⁴	
踮	踮	tĩ⁴⁴	踮腳
掭	掭	tʰĩ⁴⁴	
鑑	鉴	tɕĩ⁴⁴	
鑒	鉴	tɕĩ⁴⁴	
劍	剑	tɕĩ⁴⁴	
諫	谏	tɕĩ⁴⁴	
澗	涧	tɕĩ⁴⁴	
鐗	锏	tɕĩ⁴⁴	
箭	箭	tɕĩ⁴⁴	
建	建	tɕĩ⁴⁴	
薦	荐	tɕĩ⁴⁴	草薦：稻草編成的墊子
牮	牮	tɕĩ⁴⁴	斜着支撐
見	见	tɕĩ⁴⁴	
間	间	tɕĩ⁴⁴	間斷
欠	欠	tɕʰĩ⁴⁴	
歉	歉	tɕʰĩ⁴⁴	
芡	芡	tɕʰĩ⁴⁴	芡粉：做小菜起漿用粉
線	线	ɕĩ⁴⁴	
綫	线	ɕĩ⁴⁴	
扇	扇	ɕĩ⁴⁴	
憲	宪	ɕĩ⁴⁴	
獻	献	ɕĩ⁴⁴	
蜆	蚬	ɕĩ⁴⁴	黃蜆：海中貝類動物
幹	干	kĩ⁴⁴	
稈	秆	kĩ⁴⁴	麥稈
鋸	锯	kĩ⁴⁴	
看	看	kʰĩ⁴⁴	看見
墈	墈	kʰĩ⁴⁴	墈，田岸邊
厭	厌	ĩ⁴⁴	
燕	燕	ĩ⁴⁴	燕子
宴	宴	ĩ⁴⁴	
晏	晏	ĩ⁴⁴	
湮	湮	ĩ⁴⁴	湮沒
便	便	bĩ¹³	
汴	汴	bĩ¹³	
面	面	mĩ¹³	
麪	麺	mĩ¹³	
麺	麺	mĩ¹³	
殿	殿	dĩ¹³	
奠	奠	dĩ¹³	
佃	佃	dĩ¹³	
墊	垫	dĩ¹³	
簟	簟	dĩ¹³	篾編的曬物用具
殮	殓	lĩ¹³	
練	练	lĩ¹³	
煉	炼	lĩ¹³	
戀	恋	lĩ¹³	
㼑	㼑	lĩ¹³	西瓜倒㼑：瓜過熟而壞
健	健	dʑĩ¹³	
腱	腱	dʑĩ¹³	
漸	渐	dʑĩ¹³	
儉	俭	dʑĩ¹³	
踐	践	dʑĩ¹³	
鍵	键	dʑĩ¹³	
染	染	ȵĩ¹³	
硯	砚	ȵĩ¹³	
驗	验	ȵĩ¹³	
賤	贱	ɦĩ¹³	
豔	艳	ɦĩ¹³	
艷	艳	ɦĩ¹³	
焰	焰	ɦĩ¹³	
鹽	盐	ɦĩ¹³	暴鹽：稍鹽一下
醃	腌	ɦĩ¹³	動詞
雁	雁	ɦĩ¹³	
現	现	ɦĩ¹³	
燄	燄	ɦĩ¹³	放燄口，爲亡靈超度等迷信活動
鱔	鳝	ɦĩ¹³	黃鱔
搬	搬	pũ⁵³	
泮	泮	pʰũ⁵³	
官	官	kũ⁵³	
棺	棺	kũ⁵³	
觀	观	kũ⁵³	參觀
冠	冠	kũ⁵³	衣冠
寬	宽	kʰũ⁵³	
款	款	kʰũ⁵³	
歡	欢	hũ⁵³	
豌	豌	ũ⁵³	
剜	剜	ũ⁵³	
盤	盘	bũ²²	
瞞	瞒	mũ²²	
饅	馒	mũ²²	
完	完	ɦũ²²	
丸	丸	ɦũ²²	
桓	桓	ɦũ²²	
管	管	kũ³⁵	
館	馆	kũ³⁵	
果	果	kũ³⁵	松果：松果。桑果：桑葚。柴果：幹松果
脘	脘	kũ³⁵	心口：胸脘頭（胸部）
碗	碗	ũ³⁵	
婉	婉	ũ³⁵	
宛	宛	ũ³⁵	
滿	满	mũ²⁴	
伴	伴	bũ²⁴	
皖	皖	ɦũ²⁴	
半	半	pũ⁴⁴	
判	判	pʰũ⁴⁴	
貫	贯	kũ⁴⁴	
罐	罐	kũ⁴⁴	罐頭
灌	灌	kũ⁴⁴	
觀	观	kũ⁴⁴	觀看
冠	冠	kũ⁴⁴	冠軍
喚	唤	hũ⁴⁴	
煥	焕	hũ⁴⁴	
腕	腕	ũ⁴⁴	手腕
絆	绊	bũ¹³	
叛	叛	bũ¹³	
漫	漫	mũ¹³	
捐	捐	tɕyø̃⁵³	
圈	圈	tɕʰyø̃⁵³	
桊	桊	tɕʰyø̃⁵³	牛鼻桊
楦	楦	ɕyø̃⁵³	鞋楦：使鞋子定型的工具
宣	宣	ɕyø̃⁵³	
喧	喧	ɕyø̃⁵³	
冤	冤	yø̃⁵³	
淵	渊	yø̃⁵³	
拳	拳	dʑyø̃²²	
權	权	dʑyø̃²²	
顴	颧	dʑyø̃²²	
原	原	ȵyø̃²²	
元	元	ȵyø̃²²	
源	源	ȵyø̃²²	
阮	阮	ȵyø̃²²	
圓	圆	ɦyø̃²²	
員	员	ɦyø̃²²	
緣	缘	ɦyø̃²²	
袁	袁	ɦyø̃²²	
轅	辕	ɦyø̃²²	
園	园	ɦyø̃²²	
援	援	ɦyø̃²²	
玄	玄	ɦyø̃²²	
懸	悬	ɦyø̃²²	
卷	卷	tɕyø̃³⁵	
捲	捲	tɕyø̃³⁵	
犬	犬	tɕyø̃³⁵	
券	券	tɕyø̃³⁵	
䩩	䩩	yø̃³⁵	稱物用的盛器
