攝號	聲母字母	小韵	反切上字	反切下字	汉字	半圈字（多全濁上聲）
14	p͑	iė̆	魄	一	匹癖僻澼霹擗䤨稫鷝	愊副堛辟闢擗
14	t	iė̆	德	一	的靮馰適鏑滴樀菂嫡蹢啇弔芍𦉹甋狄荻糴敵籊迪覿翟滌踧笛頔嚁㢩	
14	t͑	iė̆	忒	一	逖剔摘趯惕俶倜𥉈	
14	l	iė̆	勒	一	慄栗凓搮𩘟篥鷅㮚瀝歷暦櫪櫟鬲轢皪靂癧礫酈力翮䍥瓅躒屴寥立粒磿笠苙䶘颯	
14	m	iė̆	麥	一	蜜謐沕密蔤宓覓䤉汨塓冪幂鼏幎冥𧜀蓂幦簚幭末	
14	n	iė̆	溺	一	逆屹仡疑疙乞𧆦鶂霓虉鷊艗岌嶷薿縌蝡䵒觺暱尼怩柅抳惄溺匿㥾搦愵	
14	s	iė̆	色	一	悉膝蟋駟昔磶澙惜腊舄錫緆蜥裼淅析皙息熄菥習栩隰襲席夕穸汐蓆霫飁	
14	h	iė̆	黑	一	翕肸迄汔愾釳忔隙郤綌檄覡獥薂椺鬩䀌虩赥赩赫吸潝歙欯𥍠	
15		iŏ				
15	Ø	iŏ	衣	惡	嶽鸑樂藥礿躍鑰籥龠爚虐瘧𤅰鸙約葯瀹箹蒦	
15	c̹	iŏ	則	藥	爵雀爝燋嚼皭	
15	c̹͑	iŏ	測	藥	鵲猎碏皵踖芍	
15	k	iŏ	格	藥	脚蹻屩覺角桷榷較捔觳搉玨确龣梏䡈斠傕屫戄噱醵臄钁攫矍玃彏	
15	k͑	iŏ	克	藥	𣪊㲉確埆愨却𣪎𣫠𣪸硞搉毃礐躩恪	
15	l	iŏ	勒	藥	略犖䂮掠㗉剠𧎾	
15	n	iŏ	溺	藥	虐瘧嶽鸑樂諤鰐鶚鍔萼鄂齶愕咢噩䡾𡼑㠋㟧堮蘖嶭枿	
15	s	iŏ	色	藥	削	
15	h	iŏ	黑	藥	學𣪎𣫠翯确嶨澩嗃藃滈殼𩌊𦰾	倐
15		iȯ̆				
15	Ø	iȯ̆	衣	熟	育鬻粥昱煜谷鋊郁燠澳彧稶隩薁拗玉獄欲慾谷鵒欎菀熨罻蔚尉苑貍堉	
15	k	iȯ̆	格	欲	菊掬鵴鞠挶檋局跼蘜𩛺拲梮絭輂𨸰㘲	
15	k͑	iȯ̆	克	欲	曲麴䒼蛐匑	
15	h	iȯ̆	黑	欲	畜慉旭勗頊歘欻䬍	
16		iụ̄				
16	Ø	iụ̄	衣	書	於淤唹迂紆盓陓	
16	c̹	iụ̄	則	迂	疽苴沮砠狙雎趄且岨掫蛆菹諏娵租蒩睢	
16	c̹͑	iụ̄	測	迂	趨騶取	蛆
16	k	iụ̄	格	迂	居裾琚据椐𡨢車鶋拘倶駒捄㪺跔痀尻軥	
16	k͑	iụ̄	克	迂	墟㠊祛阹胠袪區嶇鮬驅軀摳呿去抾魼	
16	s	iụ̄	色	迂	須胥諝蝑糈鬚繻𪋯需稰湑𡡓	
16	h	iụ̄	黑	迂	虚嘘歔驉吁訏旴冔盱𢖳蹙芋嘔墟魖	
16		iụ̂				
16	Ø	iụ̂	衣	儒	魚漁謣虞愚禺髃鸆娯麌澞嵎隅鍝䁩𩥭䐳衙齬齵寓喁余旟璵雓與譽輿餘歟妤畬于杇竽盂釪玗睮邘俞逾窬瘉覦瑜榆𨵦堬楰揄𦩞萸㼶臾歈諛愉渝腴褕羭牏蝓於雩蜍舁鸒愈㥚𢋅□喻鸒杅堣懙	
16	c̹͑	iụ̂	測	魚	徐	
16	k͑	iụ̂	格	魚	渠𪆂醵蕖籧蘧磲鐻璩腒癯瞿衢劬朐鸜句躣絇戵軥鼩𦐛蟝㩴遽蚷灈	
16	l	iụ̂	勒	魚	闾慺膢镂蔞溇廬蘆驢臚櫚婁氀瘻藘慮	
16	n	iụ̂	搦	魚	袽帤挐	
16	s	iụ̂	色	魚	徐	
16		iụ̀				
16	Ø	iụ̀	衣	主	語圉禦齬敔籞與予与麌俁羽雨宇禹瑀鄅庾愈瘉楰斞瘐貐鋙㥚峿衙𧾚歟䨞偊傴噢燠嫗窳	
16	c̹	iụ̀	則	語	沮咀苴疽且	聚
16	c̹͑	iụ̀	測	語	取	
16	k	iụ̀	格	語	舉莒筥矩枸蒟踽拒櫸弆楀鄅麮柜偊	巨拒距炬怇虡鉅詎蚷駏秬苣寠歫
16	k͑	iụ̀	克	語	齲	
16	l	iụ̀	勒	語	旅呂侶穞膂縷婁僂梠祣𥰠褸漊嶁蔞儢	
16	n	iụ̀	搦	語	女籹	
16	s	iụ̀	色	語	胥醑諝湑稰	敘序緒鱮溆藇嶼芧叙溆
16	h	iụ̀	黑	語	許詡喣冔栩咻訏昫呴姁珝	
16		iụ́				
16	Ø	iụ́	衣	恕	御語䱷遇寓禦禺虞圉裕諭龥瘉豫與預澦蕷譽雨芌羽歟轝礜穥鸒悆輿舁欲飫棜瘀淤菸嫗饇嘔燠	
16	c̹	iụ́	則	御	聚沮怚苴足𡒍冣	
16	c̹͑	iụ́	測	御	娶覰狙蛆趣	
16	k	iụ́	格	御	據鐻居倨踞鋸遽勮詎醵懅屨鞻瞿句鉅枸絇舉蘧懼具颶□𩜃蒟	
16	k͑	iụ́	克	御	去㰦胠驅	
16	l	iụ́	勒	御	慮濾鑢屢勴爈𧭜窶僂錄籲	
16	n	iụ́	搦	御	女䨲	
16	s	iụ́	色	御	絮	
16	h	iụ́	黑	御	噓呴昫酗煦	
16		iụ̆				
16	Ø	iụ̆	衣	述	鷸遹繘潏驈鴪聿霱䫻汨役疫域蜮罭閾棫淢緎𣒃	
16	c̹͑	iụ̆	測	域	焌	
16	k	iụ̆	格	域	茁獝橘屈厥𠜾崛倔掘淈䘿堀鶪狊鼳湨鵙	
16	k͑	iụ̆	克	域	屈詘闃	
16	l	iụ̆	勒	域	律嵂繂㠥率膟劣埒鋝	
16	s	iụ̆	色	域	賉戌訹怵珬㔄	
16	h	iụ̆	黑	域	殈焱砉洫侐瞁矞瞲㤜	
17		īm				
17	Ø	īm			英韺霙瑛罌鶯櫻嚶鸚嬰纓瓔攖膺鷹譍應𧕄柍央蘡	
17	c̹	īm	則	英	精蜻睛菁晶𪂴旌	
17	c̹͑	īm	測	英	清請圊青鯖	
17	ch	īm	者	英	貞楨禎䋊𦙫𨟃癥脀𦚦鴊正鯖鉦征蒸烝𢁿徵	
17	c͑h	īm	撦	英	穪赬檉偵遉偁	
17	k	īm	格	英	京麖驚荊經涇兢矜	
17	k͑	īm	克	英	卿輕𨆪傾𨻺	
17	p	īm	百	英	兵并冰弸掤栟	
17	p͑	īm	魄	英	砰怦軯俜竮娉洴閛砯	
17	t	īm	德	英	釘丁玎㣔叮	
17	t͑	īm	忒	英	聽廳汀𦀚鞓朾𢆊䋼	
17	s	īm	色	英	惺騂觪㙚星腥鯹篂醒牲胜	
17	x	īm	石	英	升聲勝陞昇	
17	h	īm	黑	英	馨羶興嬹	
17		îm				
17	Ø	îm			迎盈楹瀛籯嬴贏蠅㜲攍榮瑩營塋縈螢熒嵤滎蠑醟𦾵濙謍𤬐禜凝瀯	
17	c̹͑	îm	測	迎	情晴𩛿	
17	c͑h	îm	撦	迎	成盛誠城郕乘塍憕瞪呈珵程䄇酲承𢌼𢪻丞懲澄	
17	k͑	îm	克	迎	檠鯨勍黥敬擎	
17	p͑	îm	魄	迎	平評枰苹缾屏軿萍凭淜馮憑坪郱洴𤳊𤳫	
17	t͑	îm	忒	迎	庭渟筳廷霆蜓莛亭停□㹶挺鼮婷奠	
17	l	îm	勒	迎	令伶靈醽玲欞𧕅聆齡鴒鈴苓泠舲瓴囹翎凌淩鯪陵綾夌輘蔆憐軨笭霝澪𣬹冷昤朎䔖㥄𣎎□𦫃𦉢麢磷蕶蘦	
17	m	îm	麥	迎	明盟鳴名洺冥蓂螟溟銘䳟暝瞑嫇鄍覭䫤	
17	n	îm	搦	迎	寧嚀	
17	s	îm	色	迎	𩛿	
17	x	îm	石	迎	繩成盛誠城承丞譝憴筬澠乘塍郕	
17	h	îm	黑	迎	形刑陘邢铏娙鈃硎侀𥒱行	
17		ìm				
17	Ø	ìm			影梬郢頴潁㯋浧癭廮濙瑩	
17	c̹	ìm	則	影	井	靜靚穽清婧
17	c̹͑	ìm	測	影	请睛	
17	ch	ìm	者	影	整氶撜𫏵拯𫏵	
17	c͑h	ìm	撦	影	逞騁䄇庱	㻛
17	k	ìm	格	影	境儆㯳警景頸剄耿	
17	k͑	ìm	克	影	謦綮頃褧檾絅	
17	p	ìm	百	影	丙怲蛃邴炳秉餠屛簈抦寎鉼幷倂辟𠊧鞞鞸	竝倂
17	p͑	ìm	魄	影	頩	
17	t	ìm	德	影	頂打鼎酊挺鋌	
17	t͑	ìm	忒	影	挺莛艇梃町脡頲霆侹珽娗	
17	l	ìm	勒	影	領嶺袊	
17	m	ìm	麥	影	皿黾鼆茗冥酩瞑𪷆𥋝	
17	n	ìm	搦	影	濘𩕳	
17	s	ìm	色	影	省箵醒惺渻冼㱡篂	
17	h	ìm	黑	影	悻涬脛㓑	幸倖行杏荇莕
17		ím				
17	Ø	ím			映瀴䙬嫈迎孕賸媵鱦應譍凝詠醟□泳瑩瀅鎣□硬鞕	
17	c̹	ím	則	應	淨靚穽請靜靖䝼𩓞	
17	c̹͑	ím	測	應	倩凊靘婧掅	
17	ch	ím	者	應	正瞪呈鄭證烝証鴊政	
17	c͑h	ím	撦	應	遉偵覴稱	
17	k	ím	格	應	敬竟鏡獍勁徑俓誩經桱𩰹𠲮繕曔儆競檠擎	
17	k͑	ím	克	應	慶輕罄磬𨆪鏧殸䴢脛踁䵴㑞膡	
17	p	ím	百	應	病平倂屛凭評枰𠌸柄怲逬𠊧幷屏摒氷竝	
17	p͑	ím	魄	應	聘娉	
17	t	ím	德	應	定廷霆錠掟釘訂顁矴飣	
17	t͑	ím	忒	應	聼庭侹汀	
17	l	ím	勒	應	另令凌稜零欞	
17	m	ím	麥	應	命暝鳴銘名䒌詺	
17	n	ím	搦	應	寧寗	
17	s	ím	色	應	性姓醒腥睲	
17	x	ím	石	應	勝盛晟乘賸嵊椉聖鱦	
17	h	ím	黑	應	行䛭脛䵴㑞膡興嬹	
18		īn				
18	Ø	īn			因湮茵堙諲禋姻闉駰歅殷慇蒑禮濦㥯鞇氤垔溵婣愔音喑霒瘖陰	
18	c̹	īn	則	因	津璡簪	
18	c̹͑	īn	測	因	親侵駸寢寑綅鋟祲僭梫	
18	ch	īn	者	因	眞振侲帪䟴籈甄鎭塡瑱碵砧畛娠震珍臻榛蓁溱樺斟鍼箴葴瑊碪椹簪桭𪈁	
18	c͑h	īn	撦	因	嗔瞋縝□琛郴賝綝肜參攙墋	
18	k	īn	格	因	巾䴢龜斤筋今襟紟禁金	
18	k͑	īn	克	因	欽衾嶔顉	
18	p	īn	百	因	賔濵𭀀彬豳𢷤𨮘虨霦份攽玢贇頻瀕	
18	p͑	īn	魄	因	𦆯𨷚	
18	s	īn	色	因	辛新薪信莘詵侁姺甡馬峷籸心榛	
18	x	īn	石	因	申娠身伸柛呻紳信參葠森槮罧滲穇深𦸂	
18	h	īn	黑	因	欣昕炘歆廞	
18		în				
18	Ø	în			夤寅瞚銀珢𪛊誾齗垠狺鄞釿嚚齦訢听圻螾礥淫蟫霪婬撢吟崟碒碞𪛊	
18	c̹͑	în	測	寅	秦螓尋潯潭鐔燖𩱕𤅬鱘岑涔	
18	c͑h	în	撦	寅	陳塵塡敶臣麤沈鯓岑涔榛	
18	k͑	în	克	寅	勤𥎊慬芹琴禽檎芩擒黔給肣墐懃	
18	p͑	în	魄	寅	頻𧓍顰嚬瀕𡣕蘋貧𡧋	
18	j	în	日	寅	人仁壬鵀妊紝䋕任	
18	l	în	勒	寅	鄰鱗粼驎燐轔隣璘甐潾疄嶙林淋霖琳臨	
18	m	în	麥	寅	民泯珉盿罠緍旻岷閩忞䃉𤸅	
18	n	în	搦	寅	紉	
18	s	în	色	寅	尋潯鐔𩱕燖鱘𢒫鄩襑覃潭撏	
18	x	în	石	寅	辰晨宸臣麎神䢅諶煁橬	
18	h	în	黑	寅	礥	
18		ìn				
18	Ø	ìn			引靷蚓鈏濥戭縯尹隱檼慇殷㥯㶏溵𨏈㒚穩溵𨍪听飲吟嶾䌥	
18	c̹	ìn	則	引	儘寖濜𥧲	盡□贐
18	c̹͑	ìn	測	引	寢鋟㾛齔	
18	ch	ìn	者	引	軫畛疹鬒診稹縝袗紾眕䂦賑黰鎭塡枕眕	眹朕螣
18	c͑h	ìn	撦	引	辴疢齔踸瞫瀋	
18	k	ìn	格	引	緊謹槿𢀿堇巹𢀾錦近紾	噤凚唫
18	p	ìn	百	引	禀	牝𬛜
18	p͑	ìn	魄	引	品	牝
18	j	ìn	日	引	忍䏰	稔荏恁衽餁腍
18	l	ìn	勒	引	廪懔凛嶙轔燐粦璘	
18	m	ìn	麥	引	敏睯愍憫泯黽敃澠潣簢湣	
18	x	ìn	石	引	沈嬸瞫審淰諗哂矧牝㾕	蜃腎脤𧒏葚甚
18		ín				
18	Ø	ín			憖𤷜垽吟靷紖胤𣌾孕酳印隱㒚檼殷蔭喑窨飲	
18	c̹	ín	則	印	燼贐進藎盡□僭晉搢縉瑨璡進祲鋟浸𧮂	
18	c̹͑	ín	測	印	沁伈親	
18	ch	ín	者	印	震賑侲振桭蜄䟴袗甄搷瑱鎭陳診𣒅鴆䧵沈枕針鍼箴揕𧮂僭	
18	c͑h	ín	撦	印	趁疹闖覘深䜟䜟櫬龀襯藽儭親疢	
18	k	ín	格	印	僅墐覲瑾殣饉靳斤近瘽堇㨷劤㢙廑噤紟襟僸澿	
18	k͑	ín	百	印	菣𦸃	
18	p	ín	魄	印	𢷤𭀀𩯭𣩵	
18	j	ín	日	印	刃仞訒牣認韌䏕軔任妊絍衽鵀賃	
18	l	ín	勒	印	吝藺蹸粼磷噒遴悋粦𤗷甐鄰轥躙臨𥳞	
18	m	ín	麥	印	賃	
18	s	ín	色	印	信訊迅汛阠𠙷伈囟	
18	x	ín	石	印	愼甚深諗滲罧眒	
18	h	ín	黑	印	釁舋焮興𦉝	
19		oā				
19	h	oā	黑	花	花化蕐	
19		oâ				
19	h	oâ	黑	華	華譁驊崋鏵划鋘	
19		oà				
19	x	oà	石	耍	耍傻	
19	h	oà	黑	耍		踝輠倮觟
19		oá				
19	h	oá	黑	化	化華樺擭蕐崋摦獲吳㕦樗鱯畫話嬅	
19		oă				
19	x	oă	石	滑	刷	
19	h	oă	黑	刷	猾滑磆傄螖	
20		oĕ				
20	v	oĕ	舞	或	物勿岉沕昒芴	
20	f	oĕ	父	或	佛刜髴艴弗紱綍黻祓冹沸茀韍紼帗不芾蔽柫拂笰茇翇怫咈岪坲	
20	h	oĕ	黑	物	彠嬳砉湱剨劃謋漷擭攫韄濩嚄獲畫㗲嫿惑或棫蠖繣	
21		uā				
21	Ø	uā	午	沙	蛙窊汙窪洼哇唲娃	
21	ch	uā	者	娃	髽撾檛薖	
21	k	uā	格	娃	瓜騧媧緺蝸	
21	k͑	uā	克	娃	誇𠇗姱荂恗跨胯華蕐	
21		uà				
21	Ø	uà	午	馬	瓦	
21	k	uà	格	瓦	寡冎	
21	k͑	uà	克	瓦	骻髁胯跨㡁袴銙夸	
21		uá				
21	Ø	uá	午	禡	𡧗凹窊	
21	k	uá	格	凹	卦絓詿挂掛罫	
21	k͑	uá	克	凹	胯跨袴	
21		uă				
21	Ø	uă	午	殺	嗗韈	
21	k	uă	格	嗗	刮劀刖	
22		uĕ				
22	ch	uĕ	者	國	拙啜剟綴惙茁	
22	c͑h	uĕ	撦	國	啜	
22	k	uĕ	格	拙	國馘蟈幗摑郭腘虢	
22	j	uĕ	日	拙	𬋖呐㕯	
22	x	uĕ	石	拙	說刷	
23		ūi				
23	c̹	ūi	則	雖	嗺厜劑檇	
23	c̹͑	ūi	測	雖	催衰榱縗崔	
23	ch	ūi	者	雖	追䨨蠵䌖鑴䳡錐騅萑隹	
23	c͑h	ūi	撦	雖	吹炊椎推蓷䶴	
23	t	ūi	德	雖	堆鎚頧槌搥磓敦	
23	t͑	ūi	忒	雖	推蓷焞	
23	s	ūi	色	吹	雖衰榱𤸬綏荽睢濉浽挼毸𦸏䪎奞𣯧	
23	x	ūi	石	吹	榱𤸬衰	
23		ûi				
23	Ø	ûi	午	移	微㵟薇維惟濰溦帷	
23	c̹͑	ûi	測	微	摧漼崔	
23	c͑h	ûi	撦	微	𡸁唾倕陲魋甀鬌腄椎鎚槌	
23	t͑	ûi	忒	微	魋隤尵僓	
23	j	ûi	日	微	緌甤㮃䅗𦓽	
23	l	ûi	勒	微	雷羸纍絫樏蘲罍𦉩轠㹎𤜖瓃	
23	m	ûi	麥	微	眉嵋麋蘪湄楣枚脢梅莓禖䍙媒鋂每煤塺酶𡴕玫侮𥇮郿縻糜𦗕𪎭醿劘麛𢇲	
23	n	ûi	搦	微	挼捼	
23	s	ûi	色	微	隨遺	
23	x	ûi	黑	微	誰脽	
23		ùi				
23	Ø	ùi	午	依	尾亹斖陫	
23	c̹	ùi	則	尾	觜咀嶉	罪𡽕
23	c̹͑	ùi	測	尾	綷璀皠漼洒趡	
23	ch	ùi	者	尾	捶箠錘	
23	c͑h	ùi	撦	尾	揣	
23	t	ùi	德	尾		隊鐓錞憝憞
23	t͑	ùi	忒	尾	腿	
23	j	ùi	日	尾	蘂繠𧄜蕊甤菙	
23	l	ùi	勒	尾	累壘㠥藟樏讄誄磊儡纍櫐欙礨𤢹耒蜼櫑蕾蘽	
23	m	ùi	麥	尾	美浼痗脢每媺漼璀皠眯洒綷	
23	n	ùi	搦	尾	餒鯘	
23	s	ùi	色	尾	髓瀡巂𩪦𧆑靃𩪷	
23	x	ùi	石	尾	水	
23		úi				
23	Ø	úi	午	易	未味	
23	c̹	úi	則	未	醉悴綷稡棷蕞蕝最晬	
23	c̹͑	úi	測	未	翠淬焠啐脃毳倅萃瘁顇崪踤襊㝮𠗚啛臎	
23	ch	úi	者	未	惴錘諈醊餟贅綴畷縋膇隧𨽎錣懟譵磓槌硾甀礈墜	
23	c͑h	úi	撦	未	喙吹膬毳出橇竁	
23	t	úi	德	未	兊隊䨴薱憝鐓駾殳𠜑奪錞𩊭銳祋對碓敦轛	
23	t͑	úi	忒	未	娧兌蛻退稅駾	
23	j	úi	日	未	銳枘蜹汭芮叡䜭兌棁	
23	l	úi	勒	未	類累淚酹纇耒攂礧禷蘱	
23	m	úi	麥	未	眛妹昧沬韎痗瑁沕媢魅魋每脢脄媢媒篃	
23	n	úi	搦	未	内諉	
23	s	úi	色	未	遂燧隧繸㸂鐆旞術邃粹睟誶祟歲碎繐𦄑晬𣔾帥萃	
23	x	úi	黑	未	睡瑞倕垂稅帨蛻說帥裞䂱涚	
24		uō				
24	Ø	uō	午	阿	渦窩踒㹻倭	
24	k	uō	格	窩	戈過𨍋緺濄媧騧鍋	
24	k͑	uō	克	窩	科蝌窠薖	
24		uô				
24	h	uô	黑	禾	禾龢和鉌	
24		uò				
24	Ø	uò	午	娿	婐果	
24	k	uò	格	婐	果裹蜾𠜴倮	
24	k͑	uò	克	婐	顆果堁	
24	h	uò	黑	婐	火	禍夥輠髁
24		uó				
24	Ø	uó	午	賀	涴堁	
24	k	uó	格	汗	過裹𥢶	
24	k͑	uó	克	汗	課堁𡱼	
24	h	uó	黑	汗	貨呵和	
24		uŏ				
24	Ø	uŏ	午	惡	斡捾彠嬳籰	
24	k	uŏ	格	斡	郭括聒佸活筈适鴰栝葀鬠檜槨彍廓鞹漷崞𥴩𩬩	
24	k͑	uŏ	克	斡	闊鞹廓擴霩漷	
24	g	uŏ	額	斡	兀卼扤矹刖屼杌崫	
24	h	uŏ	黑	斡	活穫鑊濩獲擭彠嬳韄越括佸豁濊	
24		uȯ̆				
24	Ø	uȯ̆	午	熟	屋剭沃鋈媼	
24	k	uȯ̆	格	屋	國馘蟈幗摑郭膕虢	
24	h	uȯ̆	克	屋	縠斛槲鵠熇螜囿翯榖䚛熇豰忽笏惚𣇤齕淈核麧紇鶻滑汩	
25		ûl				
25	Ø	ûl			而耏髵洏陑胹兒唲濡聏輀𥅡	
25		ùl				
25	Ø	ùl			爾邇耳䋙珥駬餌	
25		úl				
25	Ø	úl			二貳㒃餌毦咡刵珥樲聏衈鉺	
26		ūm				
26	Ø	ūm			翁蓊螉泓	
26	c̹	ūm	則	翁	宗葼㚇𪃊鬉稯緵緫嵏嵸𨍈鬷艐朡堫豵𤡆猣騣椶揔縱蹤樅瞛鍐	
26	c̹͑	ūm	測	翁	葱聦𨍉騘𤧚𢉛囪忩從苁樅鏦怱	
26	ch	ūm	者	翁	中忠衷衆橦終螽䈺鼨𩅧鍾鐘蚣忪彸	沖种翀盅
26	c͑h	ūm	撦	翁	冲舂摏憃蹖𪄻𩥫忡茺沖种傭翀充々㤝珫衝𧘂罿憧䡴□艟䂌蹱□々々々盅	
26	k	ūm	格	翁	弓宫躳蚣公功工釭玒㓚攻恭供共龔觥肱厷躬䢼	
26	k͑	ūm	克	翁	空倥悾𢃐椌崆箜𦱇鞃	
26	t	ūm	德	翁	東涷蝀冬𩂓	
26	t͑	ūm	忒	翁	通侗恫俑蓪㣚桐	
26	f	ūm	弗	翁	風楓豐灃蘴麷渢汎㷭崶封葑鄷犎㸼峯蜂鋒烽丰桻夆	
26	s	ūm	色	翁	嵩崧菘鬆淞凇松𢤄𪀚娀蜙	
26	x	ūm	石	翁	舂樁憃蹖𩥫𪄻	
26	h	ūm	黑	翁	烘轟訇鍧薨𦒃輷渹	
26		ûm				
26	c̹͑	ûm	測	洪	從崇漴叢䕺潨𥵫藂訟琮悰淙□慒賨从	
26	c͑h	ûm	撦	洪	蟲沖种爞翀盅重種𡺍崇漴	
26	p͑	ûm	魄	洪	蓬篷逢韸髼莑菶芃塳	
26	t͑	ûm	忒	洪	同銅桐僮峒筒筩童瞳侗曈朣絧罿艟穜潼衕犝酮𦏆氃詷㢥𦨴鮦挏重橦浵彤鼕㤏𢥞種	
26	j	ûm	日	洪	戎狨茙駥𢫨茸㲨𥎂慵鳙絨襛𥧱髶	
26	f	ûm	弗	洪	馮芃汎梵渢逢縫	
26	l	ûm	勒	洪	龍蘢𪚝瀧籠聾瓏礱朧櫳嚨䆍曨豅龐㰍䆍𩟭隆癃𪔴霳窿䃧𪔳	
26	m	ûm	麥	洪	蒙濛饛冡幪髳雺朦曚艨矇罞夢瞢懜懵霿鄸	
26	n	ûm	搦	洪	農儂𩅽膿醲濃穠禯	
26	x	ûm	石	洪	慵鱅	
26	h	ûm	黑	淙	紅鴻虹浲葓谼訌䍔䃔𩘎橫璜黌鍠喤紘翃宏閎嶸弘鞃䡌鐄瑝竑鈜谹𧮯宖彋鉷洪䬝揘耾諻	
26		ùm				
26	Ø	ùm			蓊滃	
26	c̹	ùm	則	蓊	緫偬愡𥠡𩮀嵸𢉛䡯熜捴縱苁翪鬷嵷	
26	ch	ùm	者	蓊	種踵穜冡尰腫	重鮦
26	c͑h	ùm	撦	蓊	寵	
26	k	ùm	格	蓊	拱珙栱蛬鞏拲䂬礦獷𪍿懭	
26	k͑	ùm	克	蓊	孔空悾倥恐𢝭	
26	t	ùm	德	蓊	董湩曈蕫蝩懂𧄓	動洞挏絧眮詷酮
26	p͑	ùm	百	蓊	□莑玤唪菶𤫬	
26	t͑	ùm	忒	蓊	統侗捅桶	
26	j	ùm	日	蓊	宂氄茸軵𢫨	
26	f	ùm	弗	蓊	奉捧覂唪䋽	
26	l	ùm	勒	蓊	籠隴壟矓攏鸗巃竉	
26	m	ùm	麥	蓊	蠓矇懞懵濛	
26	n	ùm	搦	蓊	癑𨑊	
26	s	ùm	色	蓊	聳竦悚傱駷𡾼㩳䙕慫	
26	x	ùm	石	蓊	瘇尰	
26	h	ùm	黑	蓊	鴻嗊汞	哄
26		úm				
26	Ø	úm			甕	
26	c̹	úm	則	甕	綜糉緵㚇偬緫翪從縱	
26	c̹͑	úm	測	甕	謥憁	
26	ch	úm	者	甕	仲蟲重中衷㼿潼衆種	
26	c͑h	úm	撦	甕	憃矗	
26	k	úm	格	甕	貢贛灨㔶羾𡎴𪄌虹共供□	
26	k͑	úm	克	甕	控空鞚悾倥	
26	t	úm	德	甕	凍棟蝀涷湩洞絧動詷恫慟峒衕筒	
26	t͑	úm	忒	甕	痛統	
26	f	úm	弗	甕	縫鳳奉鵬朋𧱶㡝俸麷葑封賵諷	
26	l	úm	勒	甕	弄礱哢梇	
26	m	úm	麥	甕	夢瞢懜幪霿𮄥𡬌艨	
26	n	úm	搦	甕	齈鬞	
26	s	úm	色	甕	送宋鬆頌誦訟	
26	h	úm	黑	甕	橫閧哄浲蝗轟輷㶇烘	
27		ūn				
27	c̹	ūn	則	村	尊罇鷷遵僎跧	
27	c̹͑	ūn	測	惇	村	
27	ch	ūn	者	村	諄惇淳訰肫屯迍窀	
27	c͑h	ūn	撦	村	椿鶞櫄杶楯輴春	
27	t	ūn	德	村	敦墩惇弴蜳	
27	t͑	ūn	忒	村	暾啍焞吞𪏆	
27	s	ūn	色	村	孫𧎤飱薞蓀猻	
27		ûn				
27	c̹͑	ûn	測	屯	存蹲	
27	c͑h	ûn	撦	存	脣漘	
27	t͑	ûn	忒	存	屯豚臀芚軘庉燉純忳	
27	j	ûn	日	存	瞤眴犉	
27	l	ûn	勒	存	淪倫綸輪掄蜦論崙䑳侖崘	
27	x	ûn	石	存	純蓴醇鶉淳錞脣漘	
27		ùn				
27	c̹	ùn	則	忖	撙噂𠟃䔿	
27	c̹͑	ùn	測	淳	忖刌鱒墫	
27	ch	ùn	者	忖	準純准埻淳敦	
27	c͑h	ùn	撦	忖	蠢䮞踳惷	
27	t	ùn	德	忖		盾遯沌肫豚囤敦腯
27	t͑	ùn	忒	忖	疃畽𤊯	
27	j	ùn	日	忖	蠕盾楯揗蝡	
27	s	ùn	色	忖	損	
27	x	ùn	石	忖	盾楯蝡蠕揗	
27		ún				
27	c̹	ún	則	寸	鱒鐏焌捘	
27	c̹͑	ún	測	純	寸刌	
27	ch	ún	者	寸	稕諄純埻訰	
27	t	ún	德	寸	頓敦遯腯鈍	
27	t͑	ún	忒	寸	飩褪	
27	j	ún	日	寸	潤閏	
27	l	ún	勒	寸	論	
27	n	ún	搦	寸	嫩腝媆	
27	s	ún	色	寸	巽潠遜𠹀	
27	x	ún	石	寸	瞬舜蕣鬊順揗楯	
28		eâo				
28	l	eâo	勒	聊	聊寮寥遼料敹撩鐐僇豂飂璙簝嶛繚轑燎瞭翏膠戮熮鷯獠漻嘹僚膋	
28		eào				
28	l	eào	勒	了	了繚僚瞭蓼釕燎憭撩鄝	
28		eáo				
28	l	eáo	勒	料	料嘹燎療獠蟉廖𦌒鐐鷯嫽璙膫尞繚繆㙩熮	
29		eâm				
29	l	eâm	勒	良	良梁粱量糧涼俍蜋踉椋輬𩗬	jm
29		eàm				
29	l	eàm	勒	兩	兩緉魎裲掚良	
29		eám				
29	l	eám	勒	量	量兩緉諒㹁倞就𩗬掠䁁悢踉䀶哴䣼	
30		iāi				
30	Ø	iāi	衣	災	埃㶼哀欸唉挨	
30	k	iāi	格	埃	街皆階湝偕𩘅䕸喈痎稭核佳	
30	k͑	iāi	克	埃	𦂄𢔡揩	
30		iâi				
30	Ø	iâi	衣	才	厓涯漄睚崖椰埃	
30	h	iâi	黑	涯	鞵膎鮭諧骸湝	
30		iài				
30	Ø	iài	衣	宰	矮騃	
30	k	iài	格	矮	解	
30	k͑	iài	克	矮	楷鍇	
30	h	iài	黑	矮	駭蟹獬澥解嶰豥駴絯	
30		iái				
30	Ø	iái	衣	在	隘搤噫阸呃𧦠阨醷喝餲嗄睚厓	
