"汉字"	"拼音"	"IPA"	"注释"	""	"声调"	"调值"	"编号"	"缺音字"	"说明：整理自《闽南方言大词典》《漳州市志•方言》"
"罩"	"ta5"	"ta21"	"白"	""	""	""	""	""	""
"罩"	"tau5"	"tau21"	"文"	""	""	""	""	""	""
"抓"	"tsua1"	"tsua44"	""	""	""	""	""	""	""
"爪"	"dziau3"	"dziau53"	"白"	""	""	""	""	""	""
"爪"	"tsiau3"	"tsiau53"	"白"	""	""	""	""	""	""
"爪"	"tsau3"	"tsau53"	"文"	""	""	""	""	""	""
"找"	"tsau6"	"tsau22"	"俗"	""	""	""	""	""	""
"找"	"tsau3"	"tsau53"	""	""	""	""	""	""	""
"笊"	"tsuann3"	"tsuã53"	"白"	""	""	""	""	""	""
"笊"	"tsua3"	"tsua53"	"白"	""	""	""	""	""	""
"笊"	"tsau3"	"tsau53"	"文"	""	""	""	""	""	""
"抄"	"tshiau1"	"tsʰiau44"	""	""	""	""	""	""	""
"抄"	"tshau1"	"tsʰau44"	""	""	""	""	""	""	""
"鈔"	"tsha5"	"tsʰa21"	"俗"	""	""	""	""	""	""
"鈔"	"tshau1"	"tsʰau44"	""	""	""	""	""	""	""
"炒"	"tsha3"	"tsʰa53"	"白"	""	""	""	""	""	""
"炒"	"tshau3"	"tsʰau53"	"文"	""	""	""	""	""	""
"吵"	"tsha3"	"tsʰa53"	"白"	""	""	""	""	""	""
"吵"	"tshau3"	"tsʰau53"	"文"	""	""	""	""	""	""
"巢"	"tsau2"	"tsau13"	""	""	""	""	""	""	""
"梢"	"siau1"	"siau44"	""	""	""	""	""	""	""
"梢"	"sau1"	"sau44"	""	""	""	""	""	""	""
"捎"	"sa1"	"sa44"	"白"	""	""	""	""	""	""
"捎"	"sau1"	"sau44"	"文"	""	""	""	""	""	""
"稍"	"sau1"	"sau44"	""	""	""	""	""	""	""
"潲"	"sau5"	"sau21"	""	""	""	""	""	""	""
"交"	"ka1"	"ka44"	"白"	""	""	""	""	""	""
"交"	"kau1"	"kau44"	"文"	""	""	""	""	""	""
"郊"	"kau1"	"kau44"	""	""	""	""	""	""	""
"膠"	"ka1"	"ka44"	"白"	""	""	""	""	""	""
"膠"	"kau1"	"kau44"	"文"	""	""	""	""	""	""
"骹"	"kha1"	"kʰa44"	""	""	""	""	""	""	""
"教"	"ka5"	"ka21"	"白"	""	""	""	""	""	""
"教"	"kau5"	"kau21"	"文"	""	""	""	""	""	""
"絞"	"ka3"	"ka53"	"白"	""	""	""	""	""	""
"絞"	"kau3"	"kau53"	"文"	""	""	""	""	""	""
"狡"	"kau3"	"kau53"	""	""	""	""	""	""	""
"鉸"	"ka1"	"ka44"	""	""	""	""	""	""	""
"鉸"	"ka3"	"ka53"	"白"	""	""	""	""	""	""
"鉸"	"kau3"	"kau53"	"文"	""	""	""	""	""	""
"搞"	"kau3"	"kau53"	""	""	""	""	""	""	""
"攪"	"ka3"	"ka53"	"白"	""	""	""	""	""	""
"攪"	"kiau3"	"kiau53"	"白"	""	""	""	""	""	""
"攪"	"kau3"	"kau53"	"文"	""	""	""	""	""	""
"較"	"khah7"	"kʰaʔ32"	"俗"	""	""	""	""	""	""
"較"	"kha5"	"kʰa21"	"白"	""	""	""	""	""	""
"較"	"kau5"	"kau21"	"文"	""	""	""	""	""	""
"酵"	"kann5"	"kã21"	"白"	""	""	""	""	""	""
"酵"	"kau5"	"kau21"	"文"	""	""	""	""	""	""
"窖"	"kau5"	"kau21"	""	""	""	""	""	""	""
"校"	"ka5"	"ka21"	"白"	""	""	""	""	""	""
"校"	"kau5"	"kau21"	"文"	""	""	""	""	""	""
"校"	"hau6"	"hau22"	""	""	""	""	""	""	""
"覺"	"kau5"	"kau21"	""	""	""	""	""	""	""
"敲"	"khau1"	"kʰau44"	""	""	""	""	""	""	""
"敲"	"kha5"	"kʰa21"	"白"	""	""	""	""	""	""
"敲"	"khau5"	"kʰau21"	"文"	""	""	""	""	""	""
"巧"	"kha3"	"kʰa53"	"白"	""	""	""	""	""	""
"巧"	"khiau3"	"kʰiau53"	"白"	""	""	""	""	""	""
"巧"	"khau3"	"kʰau53"	"文"	""	""	""	""	""	""
"咬"	"ka6"	"ka22"	"白"	""	""	""	""	""	""
"咬"	"ngau3"	"ŋau53"	"文"	""	""	""	""	""	""
"孝"	"ha5"	"ha21"	"白"	""	""	""	""	""	""
"孝"	"hau5"	"hau21"	"文"	""	""	""	""	""	""
"肴"	"ngau2"	"ŋau13"	"俗"	""	""	""	""	""	""
"肴"	"hau2"	"hau13"	""	""	""	""	""	""	""
"淆"	"ngau2"	"ŋau13"	"俗"	""	""	""	""	""	""
"淆"	"hau2"	"hau13"	""	""	""	""	""	""	""
"效"	"hau6"	"hau22"	""	""	""	""	""	""	""
"坳"	"au5"	"au21"	""	""	""	""	""	""	""
"拗"	"au3"	"au53"	""	""	""	""	""	""	""
"飈"	"phiau1"	"pʰiau44"	""	""	""	""	""	""	""
"標"	"pio1"	"pio44"	"白"	""	""	""	""	""	""
"標"	"piau1"	"piau44"	"文"	""	""	""	""	""	""
"標"	"phiau1"	"pʰiau44"	"文"	""	""	""	""	""	""
"表"	"pio3"	"pio53"	"白"	""	""	""	""	""	""
"表"	"piau3"	"piau53"	"文"	""	""	""	""	""	""
"錶"	"pio1"	"pio44"	"白"	""	""	""	""	""	""
"錶"	"piau3"	"piau53"	"文"	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""
"飄"	"phiau1"	"pʰiau44"	""	""	""	""	""	""	""
"漂"	"phiau1"	"pʰiau44"	""	""	""	""	""	""	""
"票"	"phio5"	"pʰio21"	"白"	""	""	""	""	""	""
"票"	"phiau5"	"pʰiau21"	"文"	""	""	""	""	""	""
"嫖"	"phiau2"	"pʰiau13"	""	""	""	""	""	""	""
"瓢"	"phio2"	"pʰio13"	"白"	""	""	""	""	""	""
"瓢"	"phiau2"	"pʰiau13"	"文"	""	""	""	""	""	""
"鰾"	"pio6"	"pio22"	"白"	""	""	""	""	""	""
"鰾"	"piau6"	"piau22"	"文"	""	""	""	""	""	""
"描"	"bio2"	"bio13"	"白"	""	""	""	""	""	""
"描"	"biau2"	"biau13"	"文"	""	""	""	""	""	""
"苗"	"biau2"	"biau13"	""	""	""	""	""	""	""
"藐"	"biau3"	"biau53"	""	""	""	""	""	""	""
"渺"	"biau3"	"biau53"	""	""	""	""	""	""	""
"秒"	"biau3"	"biau53"	""	""	""	""	""	""	""
"廟"	"bio6"	"bio22"	"白"	""	""	""	""	""	""
"廟"	"biau6"	"biau22"	"文"	""	""	""	""	""	""
"妙"	"biau6"	"biau22"	""	""	""	""	""	""	""
"燎"	"liau2"	"liau13"	""	""	""	""	""	""	""
"焦"	"tsiau1"	"tsiau44"	""	""	""	""	""	""	""
"焦"	"ta1"	"ta44"	"训，干"	""	""	""	""	""	""
"椒"	"tsio1"	"tsio44"	"白"	""	""	""	""	""	""
"椒"	"tsiau1"	"tsiau44"	"文"	""	""	""	""	""	""
"剿"	"tsau2"	"tsau13"	""	""	""	""	""	""	""
"鍬"	"tshiau1"	"tsʰiau44"	""	""	""	""	""	""	""
"繰"	"tshiau1"	"tsʰiau44"	""	""	""	""	""	""	""
"繰"	"sau1"	"sau44"	"白"	""	""	""	""	""	""
"繰"	"so1"	"so44"	"文"	""	""	""	""	""	""
"悄"	"tshiau3"	"tsʰiau53"	""	""	""	""	""	""	""
"俏"	"tshiau5"	"tsʰiau21"	"俗"	""	""	""	""	""	""
"俏"	"tshiau3"	"tsʰiau53"	""	""	""	""	""	""	""
"樵"	"tsiau2"	"tsiau13"	""	""	""	""	""	""	""
"瞧"	"tshiau2"	"tsʰiau13"	""	""	""	""	""	""	""
"消"	"siau1"	"siau44"	""	""	""	""	""	""	""
"宵"	"siau1"	"siau44"	""	""	""	""	""	""	""
"霄"	"sio1"	"sio44"	"白"	""	""	""	""	""	""
"霄"	"siau1"	"siau44"	"文"	""	""	""	""	""	""
"硝"	"siau1"	"siau44"	""	""	""	""	""	""	""
"銷"	"siau1"	"siau44"	""	""	""	""	""	""	""
"小"	"sio3"	"sio53"	"白"	""	""	""	""	""	""
"小"	"siau3"	"siau53"	"文"	""	""	""	""	""	""
"笑"	"tshio5"	"tsʰio21"	"白"	""	""	""	""	""	""
"笑"	"tshiau5"	"tsʰiau21"	"白"	""	""	""	""	""	""
"笑"	"siau5"	"siau21"	"文"	""	""	""	""	""	""
"鞘"	"sau1"	"sau44"	""	""	""	""	""	""	""
"鞘"	"siau5"	"siau21"	""	""	""	""	""	""	""
"朝"	"tiau1"	"tiau44"	""	""	""	""	""	""	""
"超"	"thiau1"	"tʰiau44"	""	""	""	""	""	""	""
"朝"	"tiau2"	"tiau13"	""	""	""	""	""	""	""
"潮"	"tio2"	"tio13"	"白"	""	""	""	""	""	""
"潮"	"tiau2"	"tiau13"	"文"	""	""	""	""	""	""
"趙"	"tio6"	"tio22"	"白"	""	""	""	""	""	""
"趙"	"tiau6"	"tiau22"	"文"	""	""	""	""	""	""
"兆"	"tiau6"	"tiau22"	""	""	""	""	""	""	""
"肇"	"tiau6"	"tiau22"	""	""	""	""	""	""	""
"召"	"tiau5"	"tiau21"	"俗"	""	""	""	""	""	""
"召"	"tiau6"	"tiau22"	""	""	""	""	""	""	""
"昭"	"tsiau1"	"tsiau44"	""	""	""	""	""	""	""
"招"	"tsio1"	"tsio44"	"白"	""	""	""	""	""	""
"招"	"tsiau1"	"tsiau44"	"文"	""	""	""	""	""	""
"沼"	"tsiau1"	"tsiau44"	"俗"	""	""	""	""	""	""
"沼"	"tsiau3"	"tsiau53"	""	""	""	""	""	""	""
"照"	"tsio5"	"tsio21"	"白"	""	""	""	""	""	""
"照"	"tsiau5"	"tsiau21"	"文"	""	""	""	""	""	""
"詔"	"tsiau5"	"tsiau21"	""	""	""	""	""	""	""
"燒"	"sio1"	"sio44"	"白"	""	""	""	""	""	""
"燒"	"siau1"	"siau44"	"文"	""	""	""	""	""	""
"少"	"tsio3"	"tsio53"	"白"	""	""	""	""	""	""
"少"	"siau3"	"siau53"	"文"	""	""	""	""	""	""
"少"	"siau5"	"siau21"	""	""	""	""	""	""	""
"韶"	"siau2"	"siau13"	""	""	""	""	""	""	""
"韶"	"siau6"	"siau22"	""	""	""	""	""	""	""
"紹"	"siau6"	"siau22"	""	""	""	""	""	""	""
"邵"	"siau6"	"siau22"	""	""	""	""	""	""	""
"饒"	"dziau2"	"dziau13"	""	""	""	""	""	""	""
"擾"	"dziau3"	"dziau53"	""	""	""	""	""	""	""
"繞"	"dziau3"	"dziau53"	""	""	""	""	""	""	""
"驕"	"kiau1"	"kiau44"	""	""	""	""	""	""	""
"嬌"	"kiau1"	"kiau44"	""	""	""	""	""	""	""
"矯"	"kiau3"	"kiau53"	""	""	""	""	""	""	""
"喬"	"kiau2"	"kiau13"	""	""	""	""	""	""	""
"橋"	"kio2"	"kio13"	"白"	""	""	""	""	""	""
"橋"	"kiau2"	"kiau13"	"文"	""	""	""	""	""	""
"轎"	"kio6"	"kio22"	"白"	""	""	""	""	""	""
"轎"	"kiau6"	"kiau22"	"文"	""	""	""	""	""	""
"囂"	"hau1"	"hau44"	"白"	""	""	""	""	""	""
"囂"	"hiau1"	"hiau44"	"文"	""	""	""	""	""	""
"枵"	"iau1"	"iau44"	"白"	""	""	""	""	""	""
"枵"	"hiau1"	"hiau44"	"文"	""	""	""	""	""	""
"妖"	"iau1"	"iau44"	""	""	""	""	""	""	""
"邀"	"io1"	"io44"	"白"	""	""	""	""	""	""
"邀"	"iau1"	"iau44"	"文"	""	""	""	""	""	""
"腰"	"io1"	"io44"	"白"	""	""	""	""	""	""
"腰"	"iau1"	"iau44"	"文"	""	""	""	""	""	""
"要"	"iau1"	"iau44"	""	""	""	""	""	""	""
"夭"	"iau3"	"iau53"	"俗"	""	""	""	""	""	""
"夭"	"iau1"	"iau44"	""	""	""	""	""	""	""
"要"	"iau5"	"iau21"	""	""	""	""	""	""	""
"搖"	"io2"	"io13"	"白"	""	""	""	""	""	""
"搖"	"iau2"	"iau13"	"文"	""	""	""	""	""	""
"謠"	"iau2"	"iau13"	""	""	""	""	""	""	""
"窯"	"io2"	"io13"	"白"	""	""	""	""	""	""
"窯"	"iau2"	"iau13"	"文"	""	""	""	""	""	""
"姚"	"iau2"	"iau13"	""	""	""	""	""	""	""
"舀"	"ioonn3"	"iɔ̃53"	"白"	""	""	""	""	""	""
"舀"	"iau3"	"iau53"	"文"	""	""	""	""	""	""
"耀"	"tshioonn6"	"tsʰiɔ̃22"	"白"	""	""	""	""	""	""
"耀"	"iau6"	"iau22"	"文"	""	""	""	""	""	""
"刁"	"tiau1"	"tiau44"	""	""	""	""	""	""	""
"刁"	"thiau1"	"tʰiau44"	""	""	""	""	""	""	""
"貂"	"tiau1"	"tiau44"	""	""	""	""	""	""	""
"雕"	"tiau1"	"tiau44"	""	""	""	""	""	""	""
"鳥"	"tsiau3"	"tsiau53"	"白"	""	""	""	""	""	""
"鳥"	"niau3"	"niau53"	"文"	""	""	""	""	""	""
"吊"	"tiau5"	"tiau21"	""	""	""	""	""	""	""
"釣"	"tio5"	"tio21"	"白"	""	""	""	""	""	""
"釣"	"tiau5"	"tiau21"	"文"	""	""	""	""	""	""
"挑"	"thio1"	"tʰio44"	"白"	""	""	""	""	""	""
"挑"	"thiau1"	"tʰiau44"	"文"	""	""	""	""	""	""
"跳"	"tio2"	"tio13"	"白"	""	""	""	""	""	""
"跳"	"thio2"	"tʰio13"	"白"	""	""	""	""	""	""
"跳"	"tiau2"	"tiau13"	"文"	""	""	""	""	""	""
"糶"	"thio5"	"tʰio21"	"白"	""	""	""	""	""	""
"糶"	"thiau5"	"tʰiau21"	"文"	""	""	""	""	""	""
"跳"	"thiau5"	"tʰiau21"	""	""	""	""	""	""	""
"條"	"tiau2"	"tiau13"	""	""	""	""	""	""	""
"調"	"tiau2"	"tiau13"	""	""	""	""	""	""	""
"掉"	"tio6"	"tio22"	"白"	""	""	""	""	""	""
"掉"	"tiau6"	"tiau22"	"文"	""	""	""	""	""	""
"調"	"tiau6"	"tiau22"	""	""	""	""	""	""	""
"尿"	"dzio6"	"dzio22"	"白"	""	""	""	""	""	""
"尿"	"niau6"	"niau22"	"文"	""	""	""	""	""	""
"聊"	"liau2"	"liau13"	""	""	""	""	""	""	""
"遼"	"liau2"	"liau13"	""	""	""	""	""	""	""
"撩"	"lio2"	"lio13"	"白"	""	""	""	""	""	""
"撩"	"liau2"	"liau13"	"文"	""	""	""	""	""	""
"寥"	"liau2"	"liau13"	""	""	""	""	""	""	""
"廖"	"liau6"	"liau22"	""	""	""	""	""	""	""
"了"	"liau3"	"liau53"	""	""	""	""	""	""	""
"瞭"	"liau6"	"liau22"	"白"	""	""	""	""	""	""
"瞭"	"liau3"	"liau53"	"文"	""	""	""	""	""	""
"料"	"liau6"	"liau22"	""	""	""	""	""	""	""
"簫"	"siau1"	"siau44"	""	""	""	""	""	""	""
"蕭"	"sio1"	"sio44"	"白"	""	""	""	""	""	""
"蕭"	"siau1"	"siau44"	"文"	""	""	""	""	""	""
"嘯"	"siau5"	"siau21"	""	""	""	""	""	""	""
"澆"	"dziau2"	"dziau13"	""	""	""	""	""	""	""
"繳"	"kiau3"	"kiau53"	""	""	""	""	""	""	""
"叫"	"kio5"	"kio21"	"白"	""	""	""	""	""	""
"叫"	"kiau5"	"kiau21"	"文"	""	""	""	""	""	""
"竅"	"khio5"	"kʰio21"	"白"	""	""	""	""	""	""
"竅"	"khiau5"	"kʰiau21"	"文"	""	""	""	""	""	""
"堯"	"giau2"	"ɡiau13"	""	""	""	""	""	""	""
"曉"	"hiau3"	"hiau53"	""	""	""	""	""	""	""
"么"	"io1"	"io44"	"白"	""	""	""	""	""	""
"么"	"iau1"	"iau44"	"文"	""	""	""	""	""	""
"杳"	"iau3"	"iau53"	""	""	""	""	""	""	""
"剖"	"phoo3"	"pʰɔ53"	""	""	""	""	""	""	""
"某"	"boo3"	"bɔ53"	""	""	""	""	""	""	""
"畝"	"boo3"	"bɔ53"	""	""	""	""	""	""	""
"牡"	"boo3"	"bɔ53"	""	""	""	""	""	""	""
"拇"	"bo3"	"bo53"	""	""	""	""	""	""	""
"母"	"bu3"	"bu53"	"白"	""	""	""	""	""	""
"母"	"bo3"	"bo53"	"文"	""	""	""	""	""	""
"茂"	"boo6"	"bɔ22"	""	""	""	""	""	""	""
"戊"	"boo6"	"bɔ22"	""	""	""	""	""	""	""
"貿"	"boo6"	"bɔ22"	""	""	""	""	""	""	""
"貿"	"moo6"	"mɔ22"	""	""	""	""	""	""	""
"兜"	"tau1"	"tau44"	"白"	""	""	""	""	""	""
"兜"	"too1"	"tɔ44"	"文"	""	""	""	""	""	""
"斗"	"tau3"	"tau53"	"白"	""	""	""	""	""	""
"斗"	"too3"	"tɔ53"	"文"	""	""	""	""	""	""
"抖"	"too3"	"tɔ53"	""	""	""	""	""	""	""
"陡"	"too3"	"tɔ53"	""	""	""	""	""	""	""
"鬥"	"tau5"	"tau21"	"白"	""	""	""	""	""	""
"鬥"	"too5"	"tɔ21"	"文"	""	""	""	""	""	""
"偷"	"thau1"	"tʰau44"	"白"	""	""	""	""	""	""
"偷"	"thoo1"	"tʰɔ44"	"文"	""	""	""	""	""	""
"透"	"thau5"	"tʰau21"	"白"	""	""	""	""	""	""
"透"	"thoo5"	"tʰɔ21"	"文"	""	""	""	""	""	""
"透"	"too5"	"tɔ21"	"文"	""	""	""	""	""	""
"頭"	"thau2"	"tʰau13"	"白"	""	""	""	""	""	""
"頭"	"thoo2"	"tʰɔ13"	"文"	""	""	""	""	""	""
"投"	"tau2"	"tau13"	"白"	""	""	""	""	""	""
"投"	"too2"	"tɔ13"	"文"	""	""	""	""	""	""
"豆"	"tau6"	"tau22"	"白"	""	""	""	""	""	""
"豆"	"too6"	"tɔ22"	"文"	""	""	""	""	""	""
"逗"	"tau6"	"tau22"	"白"	""	""	""	""	""	""
"逗"	"too6"	"tɔ22"	"文"	""	""	""	""	""	""
"耨"	"noo6"	"nɔ22"	""	""	""	""	""	""	""
"樓"	"lau2"	"lau13"	"白"	""	""	""	""	""	""
"樓"	"loo2"	"lɔ13"	"文"	""	""	""	""	""	""
"摟"	"loo2"	"lɔ13"	""	""	""	""	""	""	""
"摟"	"loo3"	"lɔ53"	""	""	""	""	""	""	""
"簍"	"loo3"	"lɔ53"	""	""	""	""	""	""	""
"漏"	"lau6"	"lau22"	"白"	""	""	""	""	""	""
"漏"	"loo6"	"lɔ22"	"文"	""	""	""	""	""	""
"陋"	"loo6"	"lɔ22"	""	""	""	""	""	""	""
"走"	"tsau3"	"tsau53"	"白"	""	""	""	""	""	""
"走"	"tsoo3"	"tsɔ53"	"文"	""	""	""	""	""	""
"奏"	"tsau5"	"tsau21"	"白"	""	""	""	""	""	""
"奏"	"tsoo5"	"tsɔ21"	"文"	""	""	""	""	""	""
"凑"	"tshau5"	"tsʰau21"	"白"	""	""	""	""	""	""
"凑"	"tshoo5"	"tsʰɔ21"	"文"	""	""	""	""	""	""
"叟"	"soo3"	"sɔ53"	""	""	""	""	""	""	""
"嗽"	"sau5"	"sau21"	"白"	""	""	""	""	""	""
"嗽"	"soo5"	"sɔ21"	"文"	""	""	""	""	""	""
"勾"	"kau1"	"kau44"	"白"	""	""	""	""	""	""
"勾"	"koo1"	"kɔ44"	"文"	""	""	""	""	""	""
"鉤"	"kau1"	"kau44"	"白"	""	""	""	""	""	""
"鉤"	"koo1"	"kɔ44"	"文"	""	""	""	""	""	""
"溝"	"kau1"	"kau44"	"白"	""	""	""	""	""	""
"溝"	"koo1"	"kɔ44"	"文"	""	""	""	""	""	""
"狗"	"kau3"	"kau53"	"白"	""	""	""	""	""	""
"狗"	"koo3"	"kɔ53"	"文"	""	""	""	""	""	""
"苟"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"垢"	"kau3"	"kau53"	"白"	""	""	""	""	""	""
"垢"	"koo3"	"kɔ53"	"文"	""	""	""	""	""	""
"彀"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"夠"	"kau5"	"kau21"	"白"	""	""	""	""	""	""
"夠"	"koo5"	"kɔ21"	"文"	""	""	""	""	""	""
"構"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"購"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"媾"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"摳"	"khau1"	"kʰau44"	"白"	""	""	""	""	""	""
"摳"	"khoo1"	"kʰɔ44"	"文"	""	""	""	""	""	""
"口"	"khau3"	"kʰau53"	"白"	""	""	""	""	""	""
"口"	"khoo3"	"kʰɔ53"	"文"	""	""	""	""	""	""
"叩"	"khau5"	"kʰau21"	"白"	""	""	""	""	""	""
"叩"	"khoo5"	"kʰɔ21"	"文"	""	""	""	""	""	""
"扣"	"khau5"	"kʰau21"	"白"	""	""	""	""	""	""
"扣"	"khoo5"	"kʰɔ21"	"文"	""	""	""	""	""	""
"寇"	"khoo5"	"kʰɔ21"	""	""	""	""	""	""	""
"藕"	"ngau6"	"ŋau22"	"白"	""	""	""	""	""	""
"藕"	"ngoo3"	"ŋɔ53"	"文"	""	""	""	""	""	""
"偶"	"ngoo3"	"ŋɔ53"	""	""	""	""	""	""	""
"吼"	"hau3"	"hau53"	"白"	""	""	""	""	""	""
"吼"	"hoo3"	"hɔ53"	"文"	""	""	""	""	""	""
"蔻"	"khoo5"	"kʰɔ21"	""	""	""	""	""	""	""
"侯"	"kau2"	"kau13"	"白"	""	""	""	""	""	""
"侯"	"hoo2"	"hɔ13"	"文"	""	""	""	""	""	""
"喉"	"au2"	"au13"	"白"	""	""	""	""	""	""
"喉"	"hoo2"	"hɔ13"	"文"	""	""	""	""	""	""
"猴"	"kau2"	"kau13"	"白"	""	""	""	""	""	""
"猴"	"hoo2"	"hɔ13"	"文"	""	""	""	""	""	""
"後"	"au6"	"au22"	"白"	""	""	""	""	""	""
"後"	"hau6"	"hau22"	"白"	""	""	""	""	""	""
"後"	"hoo6"	"hɔ22"	"文"	""	""	""	""	""	""
"厚"	"kau6"	"kau22"	"白"	""	""	""	""	""	""
"厚"	"hoo6"	"hɔ22"	"文"	""	""	""	""	""	""
"后"	"hoo6"	"hɔ22"	""	""	""	""	""	""	""
"候"	"hau6"	"hau22"	"白"	""	""	""	""	""	""
"候"	"hoo6"	"hɔ22"	"文"	""	""	""	""	""	""
"謳"	"oo1"	"ɔ44"	""	""	""	""	""	""	""
"歐"	"au1"	"au44"	"白"	""	""	""	""	""	""
"歐"	"oo1"	"ɔ44"	"文"	""	""	""	""	""	""
"區"	"oo1"	"ɔ44"	""	""	""	""	""	""	""
"嘔"	"au3"	"au53"	"白"	""	""	""	""	""	""
"嘔"	"oo3"	"ɔ53"	"文"	""	""	""	""	""	""
"毆"	"oo1"	"ɔ44"	""	""	""	""	""	""	""
"毆"	"au1"	"au44"	""	""	""	""	""	""	""
"漚"	"au3"	"au53"	"白"	""	""	""	""	""	""
"漚"	"oo3"	"ɔ53"	"文"	""	""	""	""	""	""
"否"	"hoo3"	"hɔ53"	""	""	""	""	""	""	""
"否"	"hoonn3"	"hɔ̃53"	""	""	""	""	""	""	""
"否"	"phai3"	"pʰai53"	"白"	""	""	""	""	""	""
"否"	"phainn3"	"pʰaĩ53"	"白"	""	""	""	""	""	""
"否"	"phi3"	"pʰi53"	"文"	""	""	""	""	""	""
"富"	"pu5"	"pu21"	"白"	""	""	""	""	""	""
"富"	"hu5"	"hu21"	"文"	""	""	""	""	""	""
"副"	"hu5"	"hu21"	""	""	""	""	""	""	""
"浮"	"phu2"	"pʰu13"	"白"	""	""	""	""	""	""
"浮"	"hu2"	"hu13"	"文"	""	""	""	""	""	""
"阜"	"hu6"	"hu22"	""	""	""	""	""	""	""
"負"	"hu6"	"hu22"	""	""	""	""	""	""	""
"婦"	"pu6"	"pu22"	"白"	""	""	""	""	""	""
"婦"	"hu6"	"hu22"	"文"	""	""	""	""	""	""
"復"	"hiu6"	"hiu22"	""	""	""	""	""	""	""
"謀"	"boo2"	"bɔ13"	""	""	""	""	""	""	""
"矛"	"mau2"	"mau13"	""	""	""	""	""	""	""
"矛"	"moo2"	"mɔ13"	""	""	""	""	""	""	""
"眸"	"boo2"	"bɔ13"	""	""	""	""	""	""	""
"紐"	"liu3"	"liu53"	""	""	""	""	""	""	""
"扭"	"niu3"	"niu53"	""	""	""	""	""	""	""
"留"	"lau2"	"lau13"	"白"	""	""	""	""	""	""
"留"	"liu2"	"liu13"	"文"	""	""	""	""	""	""
"榴"	"liu2"	"liu13"	""	""	""	""	""	""	""
"劉"	"lau2"	"lau13"	"白"	""	""	""	""	""	""
"劉"	"liu2"	"liu13"	"文"	""	""	""	""	""	""
"流"	"lau2"	"lau13"	"白"	""	""	""	""	""	""
"流"	"liu2"	"liu13"	"文"	""	""	""	""	""	""
"硫"	"liu2"	"liu13"	""	""	""	""	""	""	""
"琉"	"liu2"	"liu13"	""	""	""	""	""	""	""
"柳"	"liu3"	"liu53"	""	""	""	""	""	""	""
"溜"	"liu1"	"liu44"	""	""	""	""	""	""	""
"溜"	"liu6"	"liu22"	""	""	""	""	""	""	""
"揪"	"tsiu1"	"tsiu44"	""	""	""	""	""	""	""
"酒"	"tsiu3"	"tsiu53"	""	""	""	""	""	""	""
"秋"	"tshiu1"	"tsʰiu44"	""	""	""	""	""	""	""
"就"	"tsiu6"	"tsiu22"	""	""	""	""	""	""	""
"修"	"siu1"	"siu44"	""	""	""	""	""	""	""
"羞"	"tshiu1"	"tsʰiu44"	"白"	""	""	""	""	""	""
"羞"	"siu1"	"siu44"	"文"	""	""	""	""	""	""
"秀"	"siu5"	"siu21"	""	""	""	""	""	""	""
"鏽"	"siu5"	"siu21"	""	""	""	""	""	""	""
"繡"	"siu5"	"siu21"	""	""	""	""	""	""	""
"宿"	"siu5"	"siu21"	""	""	""	""	""	""	""
"囚"	"siu2"	"siu13"	""	""	""	""	""	""	""
"袖"	"siu5"	"siu21"	""	""	""	""	""	""	""
"肘"	"tiu3"	"tiu53"	""	""	""	""	""	""	""
"晝"	"tau5"	"tau21"	"白"	""	""	""	""	""	""
"晝"	"tiu5"	"tiu21"	"文"	""	""	""	""	""	""
"抽"	"thiu1"	"tʰiu44"	""	""	""	""	""	""	""
"丑"	"thiunn3"	"tʰiũ53"	""	""	""	""	""	""	""
"綢"	"tiu2"	"tiu13"	""	""	""	""	""	""	""
"稠"	"tiu2"	"tiu13"	""	""	""	""	""	""	""
"籌"	"tiu2"	"tiu13"	""	""	""	""	""	""	""
"紂"	"tiu6"	"tiu22"	""	""	""	""	""	""	""
"宙"	"tiu6"	"tiu22"	""	""	""	""	""	""	""
"皺"	"tsoo5"	"tsɔ21"	""	""	""	""	""	""	""
"縐"	"tsoo5"	"tsɔ21"	""	""	""	""	""	""	""
"愁"	"tshoo2"	"tsʰɔ13"	""	""	""	""	""	""	""
"愁"	"tshiu2"	"tsʰiu13"	""	""	""	""	""	""	""
"驟"	"tsoo6"	"tsɔ22"	""	""	""	""	""	""	""
"搜"	"soo1"	"sɔ44"	""	""	""	""	""	""	""
"搜"	"so1"	"so44"	""	""	""	""	""	""	""
"颼"	"sau1"	"sau44"	""	""	""	""	""	""	""
"颼"	"soo1"	"sɔ44"	""	""	""	""	""	""	""
"瘦"	"soo5"	"sɔ21"	""	""	""	""	""	""	""
"漱"	"soo5"	"sɔ21"	""	""	""	""	""	""	""
"周"	"tsiu1"	"tsiu44"	""	""	""	""	""	""	""
"舟"	"tsiu1"	"tsiu44"	""	""	""	""	""	""	""
"洲"	"tsiu1"	"tsiu44"	""	""	""	""	""	""	""
"州"	"tsiu1"	"tsiu44"	""	""	""	""	""	""	""
