"来源："	"乔全生陈丽1999《平遥话音档》；侯精一1999《现代晋语的研究》；Skanda & Sun 增补修订"
"tɕ"	"［7］夾裌甲胛挾接接?{～（趁着）明-亮-趕緊走哇，黑了招護瞅不見了。}急級給{供～}揭節結結?{～殼子：結巴}潔疾吉即鯽極戟積迹跡脊績擊隔{～壁子：隔壁}寂{～靜}墼□{卜～：快速跑}緝［8］捷集輯及杰傑截籍□{按住些兒起不敢教～（一頭失重往下）了}□{～起（抬起）㞘子}"
"tɕʰ"	"［7］恰掐劫怯妾緝泣切七漆訖乞雀鵲确{老派}確{老派}戚吸{把水～了}客却{老派}卻{老派}□{～住：支住}坑{朱～（村名）}葺"
"ȵ"	"［7］溺虐［8］業聶孽捏匿逆蹑躡瘧"
"ɕ"	"［7］脅吸{呼～}薛泄歇蝎蠍膝悉息熄惜昔錫析揳{～打：打}讗{道～：閒聊}［8］狹峽洽協習襲學席夕些{這～子人：這麼多人}"
"Ø"	"［7］押{畫～}揖噎一乙抑醃{～鹹菜}掖越{副詞}［8］逸樂{音～}益亦譯也{之乎者～}葉頁藥-{山～：土豆}疫役"
"#uʌʔ"	""
"t"	"［7］掇㞘{～子：屁股}𧰵{～點}篤［8］奪犢讀牘獨督毒突?{鶻～：胡塗}"
"tʰ"	"［7］脫秃禿突突?{煙～：煙囪}"
"n"	"［8］搙?{～出去了，沒控制好閃出去了}"
"l"	"［7］□{囫～：粗的棍子，也可用作量詞。}［8］律率{效～}鹿禄祿陸綠录錄六-{～月～：平遙解放日}"
"ts"	"［7］撮桌卓琢涿{～縣}捉竹筑築囑做{～衣裳}粥-{臘月初八吃的粥}［8］朮{白～：中藥名}着{睡～}濁鐲軸逐燭触觸蜀妯"
"tsʰ"	"［7］猝出戳畜{～牲}促處{住～}縮-{圪～}𥼀{攪動熬煮成粘稠糊狀。～糊糊，～疙瘩。}"
"s"	"［7］率{～領}蟀术術{算～}述朔縮叔淑束說摔-{木～：夯土用雙人木具。～了一聒：打了一耳光。}□{手～～：手镯}［8］勺{～子}熟贖属屬芍{～藥=}"
"z"	"［7］辱［8］入褥"
"k"	"［7］聒{耳～子}颳{～風}刮{洗～}骨郭=谷{太～}穀{～兒：穀子}喉{～嚨：喉嚨}國［8］葫*{～蘆}囫{～圇：整的，無缺損的。}"
"kʰ"	"［7］括闊窟廓擴哭酷圐{～圙：圈的分音字}［8］𣝗{～～：果核兒}"
"x"	"［7］豁发發{～財}髮{頭～}劐{～挑：把菜也～挑的涼啦}福幅蝠腹复{～習}複{～習}覆法惚忽［8］活滑猾筏伐罰佛藿{～香}縛{～條帚：扎條帚}服伏复{～原}復{～原}获獲{～獎}穫{收～}鶻{～突：胡塗}或惑霍忽?{～映-，一～映-}"
"Ø"	"［7］杌勿屋沃握=捂?{～人：悶}杌［8］襪物五-"
"#yʌʔ"	""
"l"	"［8］捋{～柳芽兒}"
"tɕ"	"［7］訣桔腳镢钁{～頭}覺角{～兒：餃子}足□{～着啦：累傷了}［8］絕橛决決卒爵嚼族局□{麪～啦：麪坨了}侷{卜～人：令人束縛的感覺}"
"tɕʰ"	"［7］厥掘缺黢{～黑}屈却{老派}卻{新派}菊{～花}麴{酒～}曲掬鞠取{～燈兒：舊時引火用的帶硫磺的小木片。洋～燈：火柴。}确{新派}確{新派}"
"ɕ"	"［7］雪血速肅宿畜{～牧業}蓄{儲～}恤粟戌［8］穴俗續踅{～下：選中，看好}蓿"
"Ø"	"［7］悅閱越粤粵約岳嶽握-域郁鬱育獄欲慾浴躍［8］月藥=鑰"
"#ṇ"	""
"Ø"	"［3］你"
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
""	""
