D0序	D0用字	注例	声类	清浊	韵类	摄	开合	等	韵	调类	舒入	平仄	记音	备注
389	虎		晓	清	遇合一姥	遇	合	一	姥	上	舒	仄		
390	滸		晓	清	遇合一姥	遇	合	一	姥	上	舒	仄		
391	戽		晓	清	遇合一暮	遇	合	一	暮	去	舒	仄		
392	胡	(姓，～椒)	匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
393	湖		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
394	狐		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
395	壺		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
396	乎		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
397	瓠	(～芦)	匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
398	鬍	(鬍。～须)	匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
399	糊		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
400	蝴		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
401	瑚		匣	全浊	遇合一模	遇	合	一	模	平	舒	平		
402	户		匣	全浊	遇合一姥	遇	合	一	姥	上	舒	仄		
403	滬		匣	全浊	遇合一姥	遇	合	一	姥	上	舒	仄		
404	互		匣	全浊	遇合一暮	遇	合	一	暮	去	舒	仄		
405	護		匣	全浊	遇合一暮	遇	合	一	暮	去	舒	仄		
406	瓠	(～子，～瓜)	匣	全浊	遇合一暮	遇	合	一	暮	去	舒	仄		
407	糊	(～弄)	匣	全浊	遇合一暮	遇	合	一	暮	去	舒	仄		
408	烏		影	全清	遇合一模	遇	合	一	模	平	舒	平		
409	污		影	全清	遇合一模	遇	合	一	模	平	舒	平		
410	塢		影	全清	遇合一姥	遇	合	一	姥	上	舒	仄		
411	惡	(可～)	影	全清	遇合一暮	遇	合	一	暮	去	舒	仄		
412	女		泥	次浊	遇合三语	遇	合	三	语	上	舒	仄		
413	廬		来	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
414	驢		来	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
415	呂		来	次浊	遇合三语	遇	合	三	语	上	舒	仄		
416	稆		来	次浊	遇合三语	遇	合	三	语	上	舒	仄		
417	旅		来	次浊	遇合三语	遇	合	三	语	上	舒	仄		
418	櫚		来	次浊	遇合三语	遇	合	三	语	上	舒	仄		
419	慮		来	次浊	遇合三御	遇	合	三	御	去	舒	仄		
420	濾		来	次浊	遇合三御	遇	合	三	御	去	舒	仄		
421	蛆		清	次清	遇合三鱼	遇	合	三	鱼	平	舒	平		
422	胥		心	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
423	絮		心	清	遇合三御	遇	合	三	御	去	舒	仄		
424	徐		邪	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
425	序		邪	全浊	遇合三语	遇	合	三	语	上	舒	仄		
426	敍		邪	全浊	遇合三语	遇	合	三	语	上	舒	仄		
427	緒		邪	全浊	遇合三语	遇	合	三	语	上	舒	仄		
428	嶼		邪	全浊	遇合三语	遇	合	三	语	上	舒	仄		
429	豬		知	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
430	貯		知	全清	遇合三语	遇	合	三	鱼	平	舒	平		
431	著		知	全清	遇合三御	遇	合	三	御	去	舒	仄		
432	褚		清	次清	遇合三语	遇	合	三	语	上	舒	仄		
433	除		澄	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
434	儲		澄	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
435	苧		澄	全浊	遇合三语	遇	合	三	语	上	舒	仄		
436	箸		澄	全浊	遇合三御	遇	合	三	御	去	舒	仄		
437	阻		庄	全清	遇合三语	遇	合	三	语	上	ʃʅ⁵¹	仄		
438	初		初	次清	遇合三鱼	遇	合	三	鱼	平	舒	平		
439	楚		初	次清	遇合三语	遇	合	三	语	上	舒	仄		
440	礎		初	次清	遇合三语	遇	合	三	语	上	舒	仄		
441	鋤		崇	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
442	助		崇	全浊	遇合三御	遇	合	三	御	去	舒	仄		
443	梳		生	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
444	疏	(～远)	生	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
445	蔬		生	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
446	所		生	清	遇合三语	遇	合	三	语	上	舒	仄		
447	疏	(注～)	生	清	遇合三御	遇	合	三	御	去	舒	仄		
448	諸		章	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
449	渚		章	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
450	櫧		章	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
451	煮		章	全清	遇合三语	遇	合	三	语	上	舒	仄		
452	處	(相～)	昌	次清	遇合三语	遇	合	三	语	上	舒	仄		
453	杵		昌	次清	遇合三语	遇	合	三	语	上	舒	仄		
454	處	(～所)	昌	次清	遇合三御	遇	合	三	御	去	舒	仄		
455	書		书	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
456	舒		书	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
457	暑		书	清	遇合三语	遇	合	三	语	上	舒	仄		
458	鼠		书	清	遇合三语	遇	合	三	语	上	舒	仄		
459	黍		书	清	遇合三语	遇	合	三	语	上	舒	仄		
460	庶		书	清	遇合三御	遇	合	三	御	去	舒	仄		
461	恕		书	清	遇合三御	遇	合	三	御	去	舒	仄		
462	𧄔		禅	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
463	墅		禅	全浊	遇合三语	遇	合	三	语	上	舒	仄		
464	署		禅	全浊	遇合三御	遇	合	三	御	去	舒	仄		
465	薯		禅	全浊	遇合三御	遇	合	三	御	去	舒	仄		
466	如		日	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
467	汝		日	次浊	遇合三语	遇	合	三	语	上	舒	仄		
468	居		见	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
469	車	(～马炮)	见	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
470	裾		见	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
471	擧		见	全清	遇合三语	遇	合	三	语	上	舒	仄		
472	據		见	全清	遇合三御	遇	合	三	御	去	舒	仄		
473	鋸		见	全清	遇合三御	遇	合	三	御	去	舒	仄		
474	墟		溪	次清	遇合三鱼	遇	合	三	鱼	平	舒	平		
475	去		溪	次清	遇合三御	遇	合	三	御	去	舒	仄		文读为kʰɔ²⁴
476	渠		群	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
477	𠍲		群	全浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
478	巨		群	全浊	遇合三语	遇	合	三	语	上	舒	仄		
479	拒		群	全浊	遇合三语	遇	合	三	语	上	舒	仄		
480	距		群	全浊	遇合三语	遇	合	三	语	上	舒	仄		
481	魚		疑	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
482	漁		疑	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
483	語		疑	次浊	遇合三语	遇	合	三	语	上	舒	仄		
484	御	(～者)	疑	次浊	遇合三御	遇	合	三	御	去	舒	仄		
485	禦	(禦。防～)	疑	次浊	遇合三御	遇	合	三	御	去	舒	仄		
486	虛		晓	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
487	噓		晓	清	遇合三鱼	遇	合	三	鱼	平	舒	平		
488	許		晓	清	遇合三鱼	遇	合	三	语	上	舒	仄		
489	於	(於。介词，源～)	影	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
490	淤		影	全清	遇合三鱼	遇	合	三	鱼	平	舒	平		
491	余	(代词，姓)	以	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
492	餘	(餘。～粮)	以	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
493	舁		以	次浊	遇合三鱼	遇	合	三	鱼	平	舒	平		
494	與		以	次浊	遇合三语	遇	合	三	语	上	舒	仄		
495	譽		以	次浊	遇合三御	遇	合	三	御	去	舒	仄		
496	預		以	次浊	遇合三御	遇	合	三	御	去	舒	仄		
497	豫		以	次浊	遇合三御	遇	合	三	御	去	舒	仄		
498	夫		非	全清	遇合三虞	遇	合	三	虞	平	舒	平		
499	膚		非	全清	遇合三虞	遇	合	三	虞	平	舒	平		
500	跗		非	全清	遇合三麌	遇	合	三	虞	平	舒	平		
501	府		非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
502	腑		非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
503	俯		非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
504	甫		非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
505	脯	(杏～)	非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
506	斧		非	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
507	付		非	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
508	賦		非	全清	遇合三遇	遇	合	三	遇	去	舒	仄		词间弱化为uβ²⁴
509	傅		非	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
510	咐		非	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
511	敷		敷	次清	遇合三虞	遇	合	三	虞	平	舒	平		
512	俘		敷	次清	遇合三虞	遇	合	三	虞	平	舒	平		
513	孵		敷	次清	遇合三虞	遇	合	三	虞	平	舒	平		
514	麩		敷	次清	遇合三虞	遇	合	三	虞	平	舒	平		
515	撫		敷	次清	遇合三麌	遇	合	三	麌	上	舒	仄		
516	殕		敷	次清	遇合三麌	遇	合	三	麌	上	舒	仄		
517	赴		敷	次清	遇合三遇	遇	合	三	遇	去	舒	仄		
518	訃		敷	次清	遇合三遇	遇	合	三	遇	去	舒	仄		
519	符		奉	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
520	扶		奉	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
521	芙		奉	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
522	父		奉	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
523	釜		奉	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
524	腐		奉	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
525	輔		奉	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
526	附		奉	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
527	無		微	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
528	蕪		微	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
529	巫		微	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
530	誣		微	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
531	武		微	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
532	舞		微	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
533	侮		微	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
534	鵡		微	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
535	務		微	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
536	霧		微	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
537	縷		来	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
538	屢		来	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
539	趨		清	次清	遇合三虞	遇	合	三	虞	平	舒	平		
540	取		清	次清	遇合三麌	遇	合	三	麌	上	舒	仄		
541	娶		清	次清	遇合三麌	遇	合	三	麌	上	舒	仄		
542	趣		清	次清	遇合三遇	遇	合	三	遇	去	舒	仄		
543	聚		从	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
544	須	(必～)	心	清	遇合三虞	遇	合	三	虞	平	舒	平		
545	鬚	(鬚。胡～)	心	清	遇合三虞	遇	合	三	虞	平	舒	平		
546	需		心	清	遇合三虞	遇	合	三	虞	平	舒	平		
547	續	(遇韵)	邪	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
548	誅		知	全清	遇合三虞	遇	合	三	虞	平	舒	平		
549	蛛		知	全清	遇合三虞	遇	合	三	虞	平	舒	平		
550	株		知	全清	遇合三虞	遇	合	三	虞	平	舒	平		
551	拄		知	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
552	駐		知	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
553	註	(註。批～)	知	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
554	廚		澄	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
555	櫥		澄	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
556	柱		澄	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		
557	住		澄	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
558	雛		崇	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
559	數	(动词，～一～)	生	清	遇合三麌	遇	合	三	麌	上	舒	仄		
560	數	(名词，岁～)	生	清	遇合三遇	遇	合	三	遇	去	舒	仄		
561	朱	(姓)	章	全清	遇合三虞	遇	合	三	虞	平	舒	平		
562	硃	(硃。～砂)	章	全清	遇合三虞	遇	合	三	虞	平	舒	平		
563	珠		章	全清	遇合三虞	遇	合	三	虞	平	舒	平		
564	主		章	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
565	注	(～意)	章	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
566	蛀		章	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
567	鑄		章	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
568	疰		章	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
569	樞		昌	次清	遇合三麌	遇	合	三	虞	平	舒	平		
570	輸	(～赢)	书	清	遇合三麌	遇	合	三	虞	平	舒	平		
571	戍		书	清	遇合三遇	遇	合	三	遇	去	舒	仄		
572	輸	(运～)	书	清	遇合三遇	遇	合	三	遇	去	舒	仄		
573	殊		禅	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
574	豎		禅	全浊	遇合三麌	遇	合	三	麌	上	舒	仄		另读ɸʰua⁵¹
575	樹		禅	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
576	儒		日	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
577	乳		日	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
578	擩		日	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
579	拘		见	全清	遇合三虞	遇	合	三	虞	平	舒	平		
580	駒		见	全清	遇合三虞	遇	合	三	虞	平	舒	平		
581	俱		见	全清	遇合三虞	遇	合	三	虞	平	舒	平		
582	跔		见	全清	遇合三虞	遇	合	三	虞	平	舒	平		
583	矩		见	全清	遇合三麌	遇	合	三	麌	上	舒	仄		
584	句		见	全清	遇合三遇	遇	合	三	遇	去	舒	仄		
585	區	(地～)	溪	次清	遇合三虞	遇	合	三	虞	平	舒	平		
586	驅		溪	次清	遇合三虞	遇	合	三	虞	平	舒	平		
587	軀		溪	次清	遇合三虞	遇	合	三	虞	平	舒	平		
588	嶇		溪	次清	遇合三虞	遇	合	三	虞	平	舒	平		
589	瞿		群	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
590	衢		群	全浊	遇合三虞	遇	合	三	虞	平	舒	平		
591	具		群	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
592	懼		群	全浊	遇合三遇	遇	合	三	遇	去	舒	仄		
593	愚		疑	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
594	虞		疑	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
595	娛		疑	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
596	遇		疑	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
597	寓		疑	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
598	吁		晓	清	遇合三虞	遇	合	三	虞	平	舒	平		
599	迂		影	全清	遇合三虞	遇	合	三	虞	平	舒	平		
600	于	(姓)	云	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
601	盂		云	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
602	雨		云	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
603	宇		云	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
604	禹		云	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
605	羽		云	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
606	芋		云	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
607	俞		以	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
608	榆		以	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
609	逾		以	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
610	愉		以	次浊	遇合三虞	遇	合	三	虞	平	舒	平		
611	愈		以	次浊	遇合三麌	遇	合	三	麌	上	舒	仄		
612	喻		以	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
613	裕		以	次浊	遇合三遇	遇	合	三	遇	去	舒	仄		
614	獃	(獃。发～)	端	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
615	戴		端	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
616	胎		透	次清	蟹开一咍	蟹	开	一	咍	平	舒	平		
617	台	(～州)	透	次清	蟹开一咍	蟹	开	一	咍	平	舒	平		
618	奤		透	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
619	態		透	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
620	貸		透	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
621	臺	(臺。舞～)	定	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
622	苔		定	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
623	抬		定	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
624	待		定	全浊	蟹开一海	蟹	开	一	海	上	舒	仄		
625	怠		定	全浊	蟹开一海	蟹	开	一	海	上	舒	仄		
626	殆		定	全浊	蟹开一海	蟹	开	一	海	上	舒	仄		
627	代		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
628	袋		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
629	玳		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
630	黛		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
631	埭		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
632	逮		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
633	紿		定	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
634	乃		泥	次浊	蟹开一海	蟹	开	一	海	上	舒	仄		
635	耐		泥	次浊	蟹开一代	蟹	开	一	代	去	舒	仄		
636	來		来	次浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
637	災		精	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
638	栽		精	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
639	宰		精	全清	蟹开一海	蟹	开	一	海	上	舒	仄		
640	載	(年～)	精	全清	蟹开一海	蟹	开	一	海	上	舒	仄		
641	再		精	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
642	載	(～重)	精	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
643	猜		清	次清	蟹开一咍	蟹	开	一	咍	平	舒	平		
644	彩		清	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
645	採		清	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
646	睬		清	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
647	踩		清	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
648	菜		清	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
649	棌		清	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
650	才	(～能)	从	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
651	材		从	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
652	財		从	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
653	裁		从	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
654	纔	(纔。刚～)	从	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
655	在		从	全浊	蟹开一海	蟹	开	一	海	上	舒	仄		
656	載	(满～)	从	全浊	蟹开一代	蟹	开	一	代	去	舒	仄		
657	腮		心	清	蟹开一咍	蟹	开	一	咍	平	舒	平		
658	鰓		心	清	蟹开一咍	蟹	开	一	咍	平	舒	平		
659	賽		心	清	蟹开一代	蟹	开	一	代	去	舒	仄		
660	該		见	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
661	改		见	全清	蟹开一海	蟹	开	一	海	上	舒	仄		
662	概		见	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
663	溉		见	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
664	開		溪	次清	蟹开一咍	蟹	开	一	咍	平	舒	平		
665	凱		溪	次清	蟹开一海	蟹	开	一	海	上	舒	仄		
666	慨		溪	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
667	咳		溪	次清	蟹开一代	蟹	开	一	代	去	舒	仄		
668	呆	(～板)	疑	次浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
669	磑		疑	次浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
670	礙		疑	次浊	蟹开一代	蟹	开	一	代	去	舒	仄		
671	海		晓	清	蟹开一海	蟹	开	一	海	上	舒	仄		
672	孩		匣	全浊	蟹开一咍	蟹	开	一	咍	平	舒	平		
673	亥		匣	全浊	蟹开一海	蟹	开	一	海	上	舒	仄		
674	哀		影	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
675	埃		影	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
676	唉		影	全清	蟹开一咍	蟹	开	一	咍	平	舒	平		
677	愛		影	全清	蟹开一代	蟹	开	一	代	去	舒	仄		
678	貝		帮	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
679	狽		帮	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
680	沛		滂	次清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
681	帶	(动词，携～)	端	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
682	太		透	次清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
683	泰		透	次清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
684	大	(～夫；～黄，药名)	定	全浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
685	奈		泥	次浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
686	賴		来	次浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
687	癩		来	次浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
688	蔡		清	次清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
689	蓋	(动词，覆～)	见	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
690	丐		见	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
691	艾		疑	次浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
692	害		匣	全浊	蟹开一泰	蟹	开	一	泰	去	舒	仄		
693	藹		影	全清	蟹开一泰	蟹	开	一	泰	去	舒	仄		
694	拜		帮	全清	蟹开二怪	蟹	开	二	怪	去	舒	仄		
695	排	(～挤)	并	全浊	蟹开二怪	蟹	开	二	皆	平	舒	平		
696	韛		并	全浊	蟹开二怪	蟹	开	二	怪	去	舒	仄		
697	埋		明	次浊	蟹开二怪	蟹	开	二	皆	平	舒	平		
