字	注释	音
瀼		nioŋ22
鬤		ȵioŋ22
鬤		nioŋ22
懹		ȵioŋ22
懹		nioŋ22
蕘		jiu22
遶		jiu22
鵀		ȵɐm22
鵀		jɐm22
涊		niŋ13
棯	【山棯】即桃金娘	niɐm55
訒		ȵɐŋ22
訒		jɐŋ22
牣		ȵɐŋ22
牣		jɐŋ22
肕		ȵɐŋ22
肕		jɐŋ22
腍	熟也，味好。又音飪	ȵɐm22
腍	熟也，味好。又音飪	jɐm22
腍	爛熟，指食物煮得又軟又爛	nɐm22
陾		ȵɪŋ22
陾		jɪŋ22
馹		ȵɐk2
馹		jɐk2
肜		jʊŋ22
氄		jʊŋ25
氄		jʊŋ13
禸		jɐu25
禸		jɐu13
繻		ɬui55
繻		ȵiŋ55
洳		ȵi22
洳		ji22
蓁	蓁蓁, 蓁莽	ʦɐŋ55
蓁	蓁椒	ʦʰɐŋ22
溽		jʊk2
撋		jɐŋ22
耎		ȵiŋ13
耎		jiŋ13
緌		ȵui22
緌		jui22
蕤		ȵui22
蕤		jui22
桵		ȵui22
桵		jui22
汭		ȵui22
汭		jui22
蜹		ȵui22
蜹		jui22
𠷀		ȵɐŋ13
𠷀		jɐŋ13
鄀		ȵok2
鄀		jok2
焫		nak3
蒻		niok2
爇		ȵik2
爇		jik2
洒	同「洗」字	ɬɐi25
洒	同「洗」字	sɐi25
洒		sa25
靸		ɬap3
靸		sap3
鈒	兵器，戟屬；鈒鏤，細鏃金銀為文也	ɬap3
鈒	兵器，戟屬；鈒鏤，細鏃金銀為文也	sap3
摋		sak3
毸		ɬɔi55
毸		sɔi55
䚡		ɬɔi55
䚡		sɔi55
䰄		ɬɔi55
䰄		sɔi55
彡		sam55
繖		ɬaŋ25
繖		saŋ25
繖		ɬaŋ33
繖		saŋ33
𤷫	頭𤷫: 頭痛	ʦʰiɐk3
饊		ɬaŋ25
饊		saŋ25
糂		ɬɐm25
糂		sɐm25
糣		ɬɐm25
糣		sɐm25
鏾		ɬiŋ33
鏾		siŋ33
鏾		ɬaŋ25
鏾		saŋ25
顙		ɬɔŋ25
顙		sɔŋ25
慅		ɬou55
慅		sou55
懆		ʦʰou25
鰠		ɬou55
鰠		sou55
颾		ɬou55
颾		sou55
埽		ɬou33
埽		sou33
埽		ɬou33
埽		sou33
濇	同澀，遲滯不滑	sɪk5
濇	澀的異體	sɐp5
濇	粗而不滑	sap3
槮		sɐm55
篸		ʦʰam25
鬙		ɬɐŋ55
鬙		sɐŋ55
鎩		sak3
歃		sap3
箑		sap3
翣		sap3
釃		si55
埏		jiŋ22
騸		siŋ33
墡		siŋ22
𥔱		siŋ33
謆		siŋ33
鱓	鱔的異體	siŋ13
謪		sioŋ55
觴		sioŋ55
莦	惡草貌。	sau55
莦	草根也。	ɬiu55
莦	草根也。	siu55
弰		sau55
蛸	蠨蛸	sau55
蛸	螵蛸	ɬiu55
蛸	螵蛸	siu55
髾		sau55
杓		siok3
卲		siu22
睄		sau33
弽		sip3
慴		sip3
韘		sip3
侁		sɐŋ55
珅		sɐŋ55
甡		sɐŋ55
葠		sɐm55
罧		sɐm55
駪		sɐŋ55
燊		sɐŋ55
抌		tɐm25
瀋		sɐm25
哂		ʦʰɐŋ25
矧		ʦʰɐŋ25
宷	古審字	sɐm25
諗	知道：諗知．諗悉。	sɐm25
魫		ʦʰɐm22
魫		ʦɐm25
瞫		sɐm33
椹		sɐm22
陞		sɪŋ55
鉎	䥫鏽	ɬiɐŋ33
鉎	䥫鏽	siɐŋ33
眚		saŋ25
㗂		saŋ25
圣	古代方言，義同“掘”	kʰʷɐk5
晟		sɪŋ33
貹		sɐŋ33
賸		sɪŋ22
呞		si55
鳲		si55
絁		si55
蓍		si55
塒		si22
蒔		si22
𧵳		sik2
湜		ʦɪk2
寔		sɐk2
鼫		siɐk2
眎		si22
貰		sɐi33
适	古「𨓈」字之異體，多用作人名	kʰuk3
栻		ʦʰɪk5
栻		sɪk5
謚	笑貌。	jɪk5
謚	通諡，追號	si33
筮		sɐi22
諟		si22
襫		sɪk5
殳		si22
攄		si55
癙		si25
丨		kʷɐŋ25
沭		sɐk2
縗		ʦʰui55
𣘚		sɐk5
驦		sioŋ55
驦		sɔŋ55
礵		sioŋ55
礵		sɔŋ55
鸘		sioŋ55
鸘		sɔŋ55
帨		sui33
蕣		sɐŋ33
瞤		sɐŋ22
槊		sɔk3
厶		mɐu13
厶		si55
俬		si55
愢		ɬɔi55
愢		sɔi55
楒		si55
颸		si55
罳		si55
澌		si55
偲	有才能	ʦʰai55
偲	偲偲: 相互勉勵，相互督促	si55
涘		ʦi22
梩	取土犂刀	lei22
梩	鏟也；徙土之筐	lei13
笥		si33
笥		ʦi22
竢		ʦi22
䦙		ʦi22
娀		ɬʊŋ55
娀		sʊŋ55
竦		ɬʊŋ25
竦		sʊŋ25
㩳		ɬʊŋ25
㩳		sʊŋ25
廋		sɐu55
瞍		ɬɐu25
瞍		sɐu25
㢝		ɬou55
㢝		sou55
泝		ɬou33
泝		sou33
驌		ɬʊk5
驌		sʊk5
谡		sʊk5
谡		ɬʊk5
遡		ɬou33
遡		sou33
鷫		ɬʊk5
鷫		sʊk5
蔌		ɬʊk5
蔌		sʊk5
遬		ʦʰʊk5
遬		ɬʊk5
愬	驚懼貌	sak3
愬		ɬou33
愬		sou33
樕		ʦʰʊk5
樕		ɬʊk5
餗		ʦʰʊk5
餗		ɬʊk5
蹜		sʊk5
蹜		ɬʊk5
狻		ɬiŋ55
狻		siŋ55
𩆑		ɬiŋ55
𩆑		siŋ55
夊		ɬui55
夊		sui55
挼		nɔ22
荽		ɬɐi55
荽		sɐi55
眭	深目惡視	kʰʷɐi22
眭	姓氏。	ɬui55
眭	姓氏。	sui55
睟		ɬui22
睟		sui22
繸		ɬui22
繸		sui22
璲		ɬui22
璲		sui22
穟		ɬui22
穟		sui22
襚		ɬui22
襚		sui22
繀		ɬui33
繀		sui33
繐		ɬui22
繐		sui22
猻		ɬiŋ55
猻		siŋ55
隼		ɬɐŋ25
隼		sɐŋ25
桫		ɬɔ55
桫		sɔ55
傞		ʦʰɔ55
睃		ʦɐŋ33
䓾		ɬɔ55
䓾		sɔ55
嗍		sɔk3
𡩡		sak3
𢱢		ɬɔk3
𢱢		sɔk3
鉈		tʰa55
荅		tap3
闥		tʰap3
遝		tap2
錔		tap2
咍		hɔi55
邰		tʰɔi22
薹		tʰɔi22
駘	駑駘	tʰɔi22
駘	駘盪	tʰɔi13
炱		tʰɔi22
跆		tʰɔi22
壜		tʰam22
鐔		ʦʰɐm22
鐔		tʰam22
菼		tʰam25
嗿		tʰam25
憳		tʰam25
醓		tʰam25
醓		tʰam13
劏		tʰɔŋ55
傏		tʰɔŋ22
瑭		tʰɔŋ22
螗		tʰɔŋ22
鏜		tʰɔŋ22
餹		tʰɔŋ22
钂		tʰɔŋ25
摥		tʰɔŋ33
弢		tʰou55
縧		tʰou55
慆		tʰou55
縚		tʰou55
匋		tʰou22
咷		tʰou22
檮		tʰou22
綯		tʰou22
裪		tʰou22
醄		tʰou22
鼗		tʰou22
䬞		tʰou22
慝		nɪk5
慝		tʰɪk5
螣		tʰɐŋ22
苐		tɐi22
綈		tɐi22
稊		tʰɐi22
渧		tɐi33
媞		tʰɐi22
緹		tʰɐi22
瑅		tʰɐi22
䨑		tʰɐi22
褆		tʰɐi22
蝭		tʰɐi22
鴺		ji22
鯷		tʰɐi22
鮷		tʰɐi22
騠		tʰɐi22
洟		ji22
裼		ɬɪk5
裼		sɪk5
裼		tʰɪk5
鬀		tʰɐi33
籊		tʰɪk5
畋		tʰiŋ22
湉		tʰim22
塡		tʰiŋ22
磌		tʰiŋ22
殄		tʰiŋ13
殄		tʰiŋ25
淟		tʰiŋ25
淟		tiŋ25
㥏		tʰiŋ25
㥏		tʰiŋ13
覥		tʰiŋ25
瑱		ʦɐŋ33
睼		tʰɐi22
𠛪		tʰiu55
恌		tʰiu55
祧		tʰiu55
芀		tʰiu22
蓧		tiu22
齠		tʰiu22
蜩		tʰiu22
髫		tʰiu22
鞗		tʰiu22
鰷		tʰiu22
趒		tʰiu33
頫		tʰiu33
頫		fu25
怗		tʰip3
渟		tʰɪŋ22
梃		tʰɪŋ13
脡		tʰɪŋ13
䅍		tɪŋ33
頲		tʰɪŋ13
痌		tʰʊŋ55
蓪		tʰʊŋ55
冂		kʰɪŋ25
衕	胡衕	tʰʊŋ22
衕	腹瀉	tʊŋ22
鮦		tʰʊŋ22
獞		tʰʊŋ22
獞		ʦɔŋ33
橦		tʰʊŋ22
橦	帳柱	ʦʰɔŋ22
曈		tʰʊŋ22
穜		tʰʊŋ22
筩		tʰʊŋ22
筩	被筩, 缿筩, 靴筩	tʰʊŋ25
鍮		tʰɐu55
紏		tʰɐu25
殕	物件腐壞而生白膜	fɐu25
殕	殪殕	ɐk5
堗		tɐk2
㻬		tʰou55
鵚		tʰʊk5
梌	刺木	ʦʰa22
梌	楸樹	tʰou22
稌	稻子	tʰou22
稌	山芋	si22
腯		tɐk5
瘏		tʰou22
酴		tʰou22
駼		tʰou22
鵌		tʰou22
摶		tʰiŋ22
漙		tʰiŋ22
彖		tʰɐŋ33
僓		tʰui22
隤		tʰui22
魋		tʰui22
蘈		tʰui22
駾		tʰui33
焞	盛火也	sɐŋ22
焞	明也。焞焞，無光	tʰɐŋ55
𡰪		tʊk5
飥		tʰɔk3
拕		tʰɔ55
驝		tʰɔk3
㾃		tʰɔ22
䍫		tʰɔ22
紽		tʰɔ22
堶		tʰɔ22
酡		tʰɔ22
詑		tʰɔ22
橐		tʰɔk3
鮀		tʰɔ22
鼉		tʰɔ22
庹		tʰɔk3
窊		ʋa55
鼃		ʋa55
搲		ʋa25
袜		mɐk2
袜		mak2
捥		ʋuŋ25
刓		jiŋ22
芄		jiŋ22
莬		mɐŋ22
菀		jiŋ25
琬		jiŋ25
万	万俟	mɐk2
翫	玩的異體	ʋaŋ25
贃	妄弃財物	ʋaŋ22
贃	〈方言〉赚钱。	ʦaŋ22
尪		ʋɔŋ55
网		mɔŋ13
迋	往也，步行	ʋɔŋ22
迋	誑騙	kʰʷaŋ55
隈		ʋui55
渨		ʋui55
椳		ʋui55
溦		mei22
嶶		mei22
癐		kui22
囗		ʋɐi22
闈		ʋɐi22
媁		ʋɐi22
撝		fɐi55
洧	洧川(地名)	fui25
洧	水名	ʋɐi13
薳		jiŋ13
薳	姓氏	ʋɐi25
廆		kʷɐi55
鮪		fui25
鮪		ʋɐi13
壝		ʋɐi22
韡		ʋɐi13
亹	同娓，文貌。亹亹，不倦。	mei13
亹	水流峽中兩岸若門；地名用字	muŋ22
濊		ʋɐi33
螱		ʋɐi33
鰮		ʋɐŋ55
亠		tʰɐu22
魰		mɐŋ22
抆	文讀	mɐŋ25
抆	白讀；抆屎窟：擦屁股	miɛŋ25
脗		mɐŋ13
忞		mɐŋ22
蕹		ʊŋ33
齆		ʊŋ33
捼		nɔ22
婐	侍女	ʋɔ25
婐	侍女	kɔ25
圬		ʋu55
杇		ʋu55
剭		ʊk5
无		mou22
鼯		ŋ̍22
仵		ŋ̍13
迕		ŋ̍13
憮		mou13
碔		mou13
儛		mou13
扤		ŋɐk2
屼		ŋɐk2
隖	塢的異體	ʋu55
悞		ŋ̍22
鋈		jʊk5
肸		hik3
穸		ʦɪk2
俙		hei55
晞		hei55
欷		hei55
睎		hei55
粞		ɬɐi55
粞		sɐi55
焬		jɪk2
徯		hɐi22
糦		ʦʰi33
醯		hei55
譆		hei55
鼷		hɐi22
觿		kʰʷɐi22
隰		ʦap2
隰		ʦɐp2
霫		ʦap2
霫		ʦɐp2
枲		ɬai25
枲		sai25
葸		ɬai25
葸		sai25
暿		hei55
暿		hei25
蹝		sai25
囍		hei25
匸		hɐi13
餼		hei33
咥	咥咥然	hei33
咥		tik2
郤		kʰɪk5
綌		kʰɪk5
鬩		jɪk5
舄		ɬɪk5
舄		sɪk5
潝	流水湍急的聲音；〔潝潝〕也作「翕翕」、「歙歙」。形容相互附和、吹捧的樣子。	kʰɐp5
潝	流水湍急的聲音；〔潝潝〕也作「翕翕」、「歙歙」。形容相互附和、吹捧的樣子。	hɐp5
潝	同「浥」。深淵；漩渦	jɐp5
虩		kʰɪk5
闟		kʰɐp5
闟		hɐp5
闟	形容物體墮落的聲音。	tʰap3
嚱		hei55
閕		ha55
煆		ha55
鰕		ha55
郃	郃陽，縣名，在陝西省	kɐp3
郃		hɐp2
柙		hap2
柙	一種有香氣的樹木	kap3
㗇		ha55
蕸		ha22
鍜		ha22
䪗		ha22
𥑻		ɬiŋ55
𥑻		siŋ55
躚		ɬiŋ55
躚		ʦʰiŋ55
韱		ʦʰim55
憸		ʦʰim55
褼		ɬiŋ55
褼		siŋ55
廯		ɬiŋ25
廯		siŋ25
孅		ʦʰim55
撏		ʦʰɐm22
撏		ʦʰim22
蚿		hiŋ22
鷳		haŋ22
嗛	猿鼠之类的颊囊	him25
嗛	用嘴含。同「銜」字	ham22
嗛	通「謙」、「歉」	him55
嗛	通「謙」、「歉」	him33
嗛	口語詞，表示「淺嘗；少量吃」	kʰiɐm55
憪		haŋ22
諴		ham22
獮		ɬiŋ25
獮		siŋ25
櫶		hiŋ25
毨		ɬiŋ25
毨		siŋ25
玁		him25
尠		ɬiŋ25
尠		siŋ25
跣		ɬiŋ25
跣		siŋ25
燹		ɬiŋ25
燹		siŋ25
幰		hiŋ25
俔		hiŋ25
綫		ɬiŋ33
綫		siŋ33
晛		hiŋ25
睍		hiŋ22
僩		haŋ13
鋧		hiŋ22
𨵬		haŋ22
緗		ɬioŋ55
緗		sioŋ55
纕		ɬioŋ55
纕		sioŋ55
蠁		hioŋ25
珦		hioŋ33
曏		hioŋ33
虓		hau55
綃		ɬiu55
綃		siu55
翛		ɬiu55
翛		siu55
嘐	嘐嘐，雞聲	kau55
嘐	嘐嘐，志大言大也	hau55
彇		ɬiu55
彇		siu55
蟰		ɬiu55
蟰		siu55
譊		nau22
𤑳		ɬiu55
𤑳		siu55
崤		ŋau22
篠		ɬiu25
篠		siu25
恔		hau22
効		hau22
傚		hau22
㨝		ɬik3
㨝		sik3
拹		hip2
揳		ɬik3
揳		sik3
襭		kʰik3
灺		ʦʰɛ13
灺		ʦʰɛ25
屓		hei33
紲		ɬik3
紲		sik3
絏		ɬik3
絏		sik3
渫		ɬik3
渫		sik3
媟		ɬik3
媟		sik3
暬		ɬik3
暬		sik3
𣊓		ɬik3
𣊓		sik3
屧		ɬik3
屧		sik3
薤		hai22
獬		hai13
獬		hai22
齘		hai22
盺		jɐŋ55
盺		hɐŋ55
鬵		ʦʰɐm22
鬵		ʦʰim22
衅		hɐŋ22
𦜓		hɐŋ33
騂		ɬɪŋ55
騂		sɪŋ55
侀		jɪŋ22
鈃		jɪŋ22
硎		jɪŋ22
鉶		jɪŋ22
𢜫		ɬɪŋ25
𢜫		sɪŋ25
芎		kʊŋ55
敻		hɪŋ33
敻		hiŋ33
𧽒		ʦʰɐu33
庥		jɐu55
庥		hɐu55
鵂		jɐu55
鵂		hɐu55
髹	以漆塗物	jɐu22
䮌		jɐu55
䮌		hɐu55
褎	服飾華美的樣子。禾苗茂盛的樣子。	jɐu22
褎	袖本字	ʦɐu22
嚊		pei22
旴		hui55
旴		hei55
訏		hui55
訏		hei55
諝		ɬui55
諝		ɬui25
歔		hui55
歔		hei55
珝		hui25
珝		hei25
冔		hui25
冔		hei25
糈		ɬui25
糈		sui25
醑		ɬui25
醑		ɬui13
侐		kʰɪk5
卹		ɬɐk5
卹		sɐk5
勗		jʊk5
湑		ɬui55
湑		ɬui25
慉		ʦʰʊk5
藚		ʦʊk2
䱛		kʰɪk5
鱮		ʦui22
鱮		ʦɔi22
晅		hiŋ55
諼		hiŋ55
瑄		ɬiŋ55
瑄		siŋ55
煖	煊古寫；馮煖，人名	hiŋ55
煖	暖的異體	niŋ13
儇		hiŋ55
儇		ʋaŋ22
禤		hiŋ55
諠		hiŋ55
璿		ɬiŋ22
璿		siŋ22
烜		hiŋ25
泫		hiŋ22
鉉		hiŋ22
衒		hiŋ22
㗾		hɛ55
塤		hiŋ55
焄		fɐŋ55
蔒		fɐŋ55
獯		fɐŋ55
曛		fɐŋ55
纁		fɐŋ55
恂		ɬɐŋ55
恂		sɐŋ55
紃		sɐŋ22
珣		ɬɐŋ55
珣		sɐŋ55
簨		ɬɐŋ25
簨		sɐŋ25
揗		sɐŋ22
揗		ʦʰɐŋ22
鱏		ʦʰɐm22
鄩		ʦʰɐm22
燂		tʰam22
燖		ʦʰim22
燖		ʦʰɐm22
岈		ŋa22
厓		ŋai22
睚		ŋai22
襾		a33
砑		ŋa22
猰		ak3
懕		jim33
㤿		jim55
鄢		jiŋ55
閆		jim22
姸		jiŋ22
郔		jiŋ22
䀽		jiŋ22
啱		ŋam55
䉷		jim22
剡	銳利，削尖	jim13
剡	古縣名；剡溪，河名	sim22
菴		ɐm55
厴		jim25
渰		jim25
扊		jim13
蝘		jiŋ25
黶		jim25
鶠		jiŋ25
鰋		jiŋ25
巘		jiŋ13
巘		jiŋ25
齴	露齒貌。	jiŋ13
齴	高峻貌。	ŋaŋ13
豣		kiŋ55
喭		jiŋ22
讞		jiŋ22
鴳		aŋ33
鷃		aŋ33
醼		jiŋ33
讌		jiŋ33
抰		joŋ55
䄃		joŋ55
颺		joŋ22
卬	我也；通昂，高也，卬貴	ŋɔŋ22
卬	同「仰」	joŋ13
痒		joŋ22
瀁	古文「漾」字。	joŋ22
瀁	沆瀁	joŋ13
殀		jiu55
葽		jiu55
喓		jiu55
殽		ŋau22
猺		jiu22
愮		jiu22
颻		jiu22
𩋃		tʰou22
鰩		jiu22
蘨		jiu22
窅		jiu25
鷕		jiu25
葯		jok2
詏		au33
鋣		jɛ22
嘢		ȵɛ13
嘢		jɛ13
叶		hip2
曵		jɐi22
燁		jip2
楪		tip2
饁		jip2
鍱		tip2
禕		ji55
洢		ji55
䚷		ɐi25
鷖		ɐi55
匜		ji22
圯		ji22
杝		ji22
荑	除去田地裏的野草：芟荑	ji22
荑	植物的嫩芽	tʰɐi22
栘		ji22
眙	盱眙，縣名	ji22
眙	直視	ʦʰi33
扅		ji22
椸		ji22
嶷	岐嶷	ŋɪk2
嶷	九嶷，山名	ji22
鮧	大鮎魚	tʰɐi22
鮧	鱁鮧	ji22
𠯋		jɐi13
苢		ji13
艤		ŋɐi13
扆		ji25
鳦		jik3
輢		ji25
顗		ŋɐi13
齮		ji25
乂		ŋai22
仡	仡仡勇夫	ŋɐk2
仡	仡佬族	kɔ55
杙		jɪk2
秇		ŋɐi22
佾		jɐk2
泆		jɐk2
枻		jɐi22
挹		jɐp5
貤		ji22
唈		jɐp5
浥		jɐp5
勩		ji22
翊		jɪk2
瘞		ji33
瘞		ɐi33
鷊		jɪk2
鎰		jɐk2
鷁		jɐk2
鷁		jɪk2
薏		ji33
殪		ji33
殪		ɐi33
曀		ɐi33
儗		ȵi13
儗		ji13
劓		ji22
𦠉		ɐi33
㵝		jui22
檍		jɪk5
斁	厭也	jɪk2
斁	敗壞	tou33
鐿		ji33
鶂		ŋɪk2
饐		ji33
虉		ŋɪk2
齸		jɪk5
垔		jɐŋ55
駰		jɐŋ55
慇		jɐŋ55
凐		jɐŋ55
裀		jɐŋ55
堙		jɐŋ55
愔		jɐm55
絪		jɐŋ55
歅		jɐŋ55
禋		jɐŋ55
闉		jɐŋ55
珢		ŋɐŋ22
誾		ŋɐŋ22
唫	口閉：近臣則喑，遠臣則唫	kɐm33
唫	吟的異體	ŋɐm22
婬		jɐm22
齗		ŋɐŋ22
夤		jɐŋ22
膶		jɐŋ22
嚚		ŋɐŋ22
釿		kɐŋ55
檃		jɐŋ25
廴		jɐŋ13
廕		jɐm33
癊		jɐm33
攖		jɪŋ55
罃		ɐŋ55
罃		aŋ55
蘡		jɪŋ55
蓥		jɪŋ22
潆		jɪŋ22
鄘		jʊŋ22
墉		jʊŋ22
鏞		jʊŋ22
澭		jʊŋ55
雝		jʊŋ55
廱		jʊŋ55
灉		jʊŋ55
饔		jʊŋ55
埇		jʊŋ25
涌		jʊŋ25
慂		jʊŋ25
𧗴		jʊŋ13
麀		jɐu55
懮		jɐu55
櫌		jɐu55
耰		jɐu55
尢	姓	jɐu22
尢	腳跛。	ʋɔŋ55
斿		jɐu22
蕕		jɐu22
蚘	同“蛔”	ʋui22
蚘	蚩蚘，古諸侯號。	jɐu22
浟		jɐu22
訧		jɐu22
蝣		jɐu22
輶		jɐu22
苃		jɐu13
卣		jɐu13
羑		jɐu13
槱		jɐu13
侑		jɐu22
迶		jɐu22
妤		ji13
兪		ji22
狳		ji22
雩		ji22
楰		ji22
嵎		ji22
踰		ji22
窬		ji22
顒		jʊŋ22
蝓		ji22
俁		ji13
敔		ji13
庾		ji22
鋙		ji13
瑀		ji13
楀		ji13
窳		ji13
藇		ji22
貐		ji13
麌		ji13
飫		ji33
欝		ʋɐk5
㤢		jʊk5
淢	城下溝也	kʰɪk5
淢	疾流也	ʋɪk2
㥔		jʊk5
鵒		jʊk2
蕷		ji22
罭		ʋɪk2
澦		ji22
蜮		ʋɪk2
隩	水邊低地；通奧，深也	ou33
隩	四方之土可定居者；通燠，煖也	jʊk5
緎		ʋɪk2
墺	水厓也	ou33
墺	通作隩	jʊk5
薁		jʊk5
遹		ʋɐk2
鴥		ʋɐk2
繘		ʋɐk2
霱		ʋɐk2
驈		ʋɐk2
鸒		ji22
龥		ji22
爩		ʋɐk5
㾓		jiŋ55
蜎		kiŋ55
鵷		jiŋ55
芫		jim22
园		jiŋ22
嫄		jiŋ22
騵		jiŋ22
愿		jiŋ22
曱		ʦak2
矱		ʋɔk2
戉		jik2
刖		ȵik2
刖		jik2
汋	通酌，盜取	ʦiok3
汋	水湧出	jok2
抈		ȵik2
抈		jik2
礿		jok2
玥		ȵik2
玥		jik2
軏		ȵik2
軏		jik2
跀		ȵik2
跀		jik2
龠		jok2
瀹		jok2
籥		jok2
鸑		ŋɔk2
熅	鬱煙也	ʋɐŋ55
熅	以火伸物	ʋɐŋ33
贇		ʋɐŋ55
蕓		ʋɐŋ22
妘		ʋɐŋ22
昀		ʋɐŋ22
畇		ʋɐŋ22
狁		ʋɐŋ13
磒		ʋɐŋ13
緼	絪縕，合氣；赤黃間色	ʋɐŋ55
緼		ʋɐŋ13
餫		ʋɐŋ22
帀	匝的異體	ʦap3
拶		ʦak3
臢	腌臢	ʦim55
𢶍	圾的異體	ɬap3
𢶍	圾的異體	sap3
菑		ʦi55
儎		ʦɔi33
昝		ʦaŋ25
寁		ʦam25
撍		ʦʰim22
儹		ʦaŋ25
趲		ʦaŋ25
牂		ʦɔŋ55
駔		ʦɔŋ25
駔		ʦou25
璪		ʦou25
慥		ʦʰou33
慥		ʦou22
蘀		tʰɔk3
啫		ʦɛ55
幘		ʦak3
笮		ʦak3
舴		ʦak3
簀		ʦak3
昃		ʦɐk5
蠈		ʦʰɐk2
譖		ʦɐm33
罾		ʦɐŋ55
繒		ʦɐŋ55
抯		ʦa55
摣		ʦa55
蹅		ʦʰa55
齇		ʦa55
甴		ka55
牐		ʦap2
煠		sap2
譗		ʦap3
苲		ʦa33
咤		ʦʰa33
痄		ʦa33
鮓	一種用鹽和紅麴醃的魚	ʦa25
鮓	鮓魚，水母，俗呼海蜇	ʦa33
搾		ʦa33
醡		ʦa33
瘵		ʦai33
邅		ʦiŋ55
鸇		ʦiŋ55
饘		ʦiŋ55
鱣		ʦiŋ55
驙		ʦiŋ55
魙		ʦim22
琖		ʦaŋ25
搌		ʦiŋ25
醆		ʦaŋ25
皽		ʦiŋ25
輚		ʦaŋ22
虥		ʦaŋ22
鄣		ʦioŋ55
麞		ʦioŋ55
慞		ʦioŋ55
嫜		ʦioŋ55
旐		ʦiu22
旐		siu22
嗻		ʦɛ55
虴		ʦak3
晢		ʦik3
喆		ʦik3
胗		ʦɐŋ55
帪		ʦɐŋ33
蓁		ʦɐŋ55
禛		ʦɐŋ55
鍼		ʦɐm55
軫		ʦʰɐŋ25
袗		ʦʰɐŋ25
袗		ʦɐŋ25
紾		ʦʰɐŋ25
紾		ʦɐŋ25
鬒		ʦʰɐŋ25
鬒		ʦɐŋ25
侲		ʦɐŋ33
鴆		ʦɐm22
鴆		sɐm22
鉦		ʦɪŋ55
烝		ʦɪŋ55
㬹		ʦɐŋ55
㬹		ʦaŋ55
掟		tiɐŋ33
証		ʦɪŋ33
衹		ʦi25
巵		ʦi55
値		ʦɪk2
埴		ʦɪk2
縶		ʦɐp5
摭		ʦiɐk3
蹠		ʦiɐk3
蹢	獸蹄	tɪk5
蹢	跛行；蹢躅，行不進也	ʦak2
𧓸		ʦak2
阯		ʦi25
帋	紙的異體	ʦi25
軹		ʦi25
黹		ʦi25
豸		ʦi22
忮		ʦi33
郅		ʦɐk2
郅		ʦi33
挃		ʦɐk2
陟		ʦɪk5
輊		ʦi33
袠		tik2
騭		ʦɐk5
彘		ʦi22
鑕		ʦɐk5
稺		ʦi22
寘		ʦi33
疐		ʦi33
躓		ʦi33
觶		ʦi33
薙		tʰɐi33
懥		ʦi33
种		ʦʊŋ33
尰		ʦʊŋ25
侜		ʦɐu55
輈		ʦɐu55
賙		ʦɐu55
輖		ʦɐu55
碡		tʊk2
箒		ʦɐu25
酎		ʦɐu22
甃		ʦɐu33
僽		ʦɐu33
僽		ʦɐu22
籀		ʦɐu22
邾		ʦi55
咮	多言	ʦi55
咮	鳥口	ʦɐu33
洙		ʦi55
潴		ʦi55
蓫		ʦʊk2
蠋		ʦʊk2
麈		ʦi25
竚		ʦʰi13
紵		ʦʰi13
薴		nɪŋ22
柷		ʦʊk5
祩		ʦi55
羜		ʦʰi13
馵		ʦi33
翥		ʦi33
霔		ʦi33
簻		ʦa55
跩		jɐi22
耑	通端，物之首也	tiŋ55
耑	專的異體	ʦiŋ55
剸	專擅。統領。	ʦiŋ55
剸	割也。	tʰiŋ22
鱄		ʦiŋ55
僎		ʦaŋ22
譔		ʦaŋ22
幩		fɐŋ22
隹		ʦui55
騅		ʦui55
縋		ʦui22
迍	迍邅	ʦɐŋ55
迍	【迍迍】行動遲緩貌	tʰiŋ22
窀		ʦɐŋ55
啍	沉重緩慢的樣子	tʰɐŋ55
倬		ʦʰiok3
蝃	螮的異體	tɐi33
蝃		ʦik3
斲		tiok3
㧻		tiok3
椓		tiok3
禚		ʦiok3
篧		kʰɔk3
謶		ʦiok3
鷟		ʦɔk2
孖		ma55
緇		ʦi55
嗞		ʦi55
粢		ʦi55
趑		ʦi55
錙		ʦi55
鎡		ʦi55
鼒		ʦi55
頿		ʦi55
耔		ʦi25
呰		ʦi25
訾	誹謗，詆毁：訾毁。厭惡：訾食者不肥體	ʦi25
訾	姓。希求：不訾重器。	ʦi55
剚		ʦi33
㧘		ʦi22
倳		ʦi33
倳		ʦi22
眦		ʦi22
眦		ʦʰi55
胾		ʦi33
豵		ʦʊŋ55
鬷		ʦʊŋ55
𩱛		ʦʊŋ55
騶		ʦɐu55
諏		ʦɐu55
陬		ʦɐu55
棸		ʦɐu55
棷	木柴。古通“菆”，麻杆。	ʦɐu55
棷	古通“薮”，生长着很多草的沼泽	sɐu25
緅		ʦɐu55
鄹		ʦɐu55
鯫		ʦɐu55
菹		ʦui55
岨	古同“砠”	ʦui55
岨	岨峿：義同「齟齬」，上下齒對不齊，喻互相抵觸。	ʦui25
𨉖	隱藏也	nei55
纘		ʦiŋ25
鉆	通「鉗」	kʰiɐm22
觜		ʦui25
蕞		ʦui33
罇		ʦiŋ55
噂		ʦiŋ25
嘬	吮吸	ʦʰik3
嘬	吮吸	ʦik3
阼		ʦou22
怍		ʦɔk2
胙		ʦou22
酢		ʦɔk2
咗		ʦɔ25
㷽		siŋ22
䏭		ʦi55
