拟音	韵别	反切	汉字及注释
ɦy4	兹时韵（知书韵）之躯腴韵（居鱼韵）	郁女切	宇羽与(给予，阳去异)禹圄敔语(言语，阳去异)龉予(赐予，阳平异)窳(粗劣，懒惰)雨(风雨，阳去异)庾(阳去同)伛
ʒy4	兹时韵（知书韵）之躯腴韵（居鱼韵）	入宇切	汝(俗叶兹韵)乳(俗叶兹韵)
ʧʯ5	兹时韵（知书韵）	指试切	志痣志(杂志)至质(人质，入声格韵异)挚炽帜识(标记，入声格韵异)
ʧʰʯ5	兹时韵（知书韵）	痴试切	翅
ʃʯ5	兹时韵（知书韵）	尸至切	试始(方始，阴上异)使(使者，阴上异)施(施舍，阴平异，妻韵阳去异)
ʦɿ5	兹时韵（知书韵）	则四切	恣(阴平同)滓
ʦʰɿ5	兹时韵（知书韵）	测四切	次厕疵刺(暗杀，入声积韵异)
sɿ5	兹时韵（知书韵）	塞恣切	四泗驷肆赐司(阴平同)伺思(意志，阴平异)
ʧʯ5	兹时韵（知书韵）	执志切	智(俗叶。叶妻韵)知(俗叶。叶妻韵。同智，阴平异)制(俗叶。叶妻韵)制(俗叶。叶妻韵。制造)置(俗叶。叶妻韵)致(俗叶。叶妻韵)致(俗叶。叶妻韵。细致)
ʃʯ5	兹时韵（知书韵）	失志切	世(俗叶。叶妻韵)势(俗叶。叶妻韵)
ʧʯ5	兹时韵（知书韵）	哲志切	注(俗叶。叶躯韵)炷(俗叶。叶躯韵。阴上同)注(俗叶。叶躯韵。注解)蛀(俗叶。叶躯韵)驻(俗叶。叶躯韵)铸(俗叶。叶躯韵)著(俗叶。叶躯韵。显著，入声豁达异)翥(俗叶。叶躯韵。阴上同)
ʧʰʯ5	兹时韵（知书韵）	赤志切	处(俗叶。叶躯韵。场所，阴上异)
ʃʯ5	兹时韵（知书韵）	失志切	恕(俗叶。叶躯韵)庶(俗叶。叶躯韵)输(俗叶。叶躯韵。送，阴平异)戍(俗叶。叶躯韵)
ʨy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	决淤切	据踞锯遽屦(阴上同)句(鸠韵异)
ʨʰy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	屈淤切	去(来去，阴上异，俗叶妻韵)
ʦʰy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	七淤切	娶(俗叶妻韵)趣(俗叶妻韵)
sy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	恤淤切	絮(俗叶妻韵)
y5	兹时韵（知书韵）之躯腴韵（居鱼韵）	郁居切	淤(阴平同)
ʧy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	执淤切	注(俗叶兹韵)炷(俗叶兹韵。阴上同)注(俗叶兹韵。注解)蛀(俗叶兹韵)驻(俗叶兹韵)铸(俗叶兹韵)著(俗叶兹韵。著述；入声笃学异)翥(俗叶兹韵。阴上同)
ʧʰy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	出淤切	处(场所，阴上异，俗叶兹韵)
ʃy5	兹时韵（知书韵）之躯腴韵（居鱼韵）	失淤切	恕(俗叶兹韵)庶(俗叶兹韵)输(俗叶兹韵。远输，阴平异)戍(俗叶兹韵)
ʒʯ6	兹时韵（知书韵）	直时切	事示是侍恃莳(阳平同)市柿嗜视士仕氏逝誓
zɿ6	兹时韵（知书韵）	贼寺切	自字墅(躯韵同)
zɿ6	兹时韵（知书韵）	石示切	寺巳记祀嗣饲俟(等待，妻韵阳平异)似耜
əɭ6	兹时韵（知书韵）之儿而合	叶而去声	二(俗叶妻韵)贰
ʒʯ6	兹时韵（知书韵）	直示切	治(俗叶。叶妻韵)稚(俗叶。叶妻韵)迟(俗叶。叶妻韵。待，阳平异)峙(俗叶。叶妻韵)滞(俗叶。叶妻韵)雉(俗叶。叶妻韵)豸(俗叶。叶妻韵。没脚虫，归韵异)痔(俗叶。叶妻韵)
ʒʯ6	兹时韵（知书韵）	述示切	住(俗叶。叶躯韵)伫(俗叶。叶躯韵)贮(俗叶。叶躯韵)苧(俗叶。叶躯韵)柱(俗叶。叶躯韵)除(俗叶。叶躯韵)箸(俗叶。叶躯韵。筷子)
ʒʯ6	兹时韵（知书韵）	十示切	树(俗叶。叶躯韵)竖(俗叶。叶躯韵)
ʒʯ6	兹时韵（知书韵）	入示切	孺(俗叶。叶躯韵。阳平同)茹(俗叶。叶躯韵。阳平同)
ɦy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	聿具切	御御(防御)喻渝(阳平同)愈谕峪语(告诉，阳上异)豫预裕妪与(参与，阳上异)芋驭尉(尉迟，复姓归韵异)誉(阳平同)雨(下雨，阳上异)遇吁禺(猴类，阳平异)寓庾(阳上同)
ʒy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	述御切	住(俗叶兹韵)伫(俗叶兹韵)贮(俗叶兹韵)苧(俗叶兹韵)箸(俗叶兹韵)柱(俗叶兹韵)除(俗叶兹韵。阳平同)
ʒy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	十御切	墅(兹韵同)树(俗叶兹韵)竖(俗叶兹韵)署(俗叶妻韵)曙(俗叶妻韵)薯(俗叶妻韵)
ʒy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	入御切	孺(俗叶兹韵。阳平同)茹(俗叶兹韵。阳平同)
ʥy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	掘御切	具飓瞿(惊视，阳平异)惧巨拒炬苣距俱
ly6	兹时韵（知书韵）之躯腴韵（居鱼韵）	律御切	虑(俗叶妻韵)滤(俗叶妻韵)屡(俗叶妻韵)
zy6	兹时韵（知书韵）之躯腴韵（居鱼韵）	夕御切	序(俗叶妻韵)绪(俗叶妻韵)叙(俗叶妻韵)
kuᴇ1	归还韵（兰山韵）	姑威切	归圭闺规瑰龟
kʰuᴇ1	归还韵（兰山韵）	枯威切	魁奎恢盔亏窥岿(阴去同)
huᴇ1	归还韵（兰山韵）	呼威切	灰挥晖辉辉徽麾(指挥用的旗子，阴去异)诙
uᴇ1	归还韵（兰山韵）	乌奎切	威偎煨喂委(委曲，阴上异)萎逶
ʧuᴇ1	归还韵（兰山韵）	之威切	追锥 骓
ʧʰuᴇ1	归还韵（兰山韵）	差威切	吹(吹嘘，阴去异，俗叶兹韵)炊
suᴇ1	归还韵（兰山韵）	诗威切	绥尿(娇韵阳去同，俗叶兹韵)
tuᴇ1	归还韵（兰山韵）	都威切	堆
tʰuᴇ1	归还韵（兰山韵）	拖威切	推㷟(水烫拔毛)
ʦuᴇ1	归还韵（兰山韵）	兹威切	槜(阴去同)
ʦʰuᴇ1	归还韵（兰山韵）	雌威切	崔催摧
suᴇ1	归还韵（兰山韵）	思威切	虽睢(仰视)
pᴇ1	归还韵（兰山韵）	百威切	卑裨(辅助，妻韵阳平异)碑杯悲
pʰᴇ1	归还韵（兰山韵）	拍威切	丕(大)坏胚披(俗叶妻韵)
ʨiɪ1	归还韵（兰山韵）	肌挨切	皆(俗叶笳韵)偕(俗叶笳韵)阶(俗叶笳韵)喈(俗叶笳韵)街(俗叶笳韵)
ʨʰiɪ1	归还韵（兰山韵）	欺挨切	揩(俗叶笳韵)
tʰᴇ1	归还韵（兰山韵）	忒哀切	台(敬词，台甫)胎
ʦᴇ1	归还韵（兰山韵）	兹哀切	哉栽灾
ʦʰᴇ1	归还韵（兰山韵）	雌哀切	猜
ʧʰᴇ1	归还韵（兰山韵）	痴哀切	车(躯韵同，俗叶蛙蟆)
sᴇ1	归还韵（兰山韵）	思哀切	腮鳃
iɪ1	归还韵（兰山韵）	衣哀切	挨(挤，依，阴上异，俗叶笳韵)
kᴇ1	归还韵（兰山韵）	格哀切	该垓陔(台阶)
kʰᴇ1	归还韵（兰山韵）	克哀切	开
ᴇ1	归还韵（兰山韵）	扼垓切	哀唉埃
kuᴇ1	归还韵（兰山韵）	姑哀切	乖(俗叶笳韵)
uᴇ1	归还韵（兰山韵）	乌乖切	歪(俗叶笳韵)
ʧᴇ1	归还韵（兰山韵）	之哀切	斋(俗叶笳韵)遮(俗叶蛙蟆)
ʧʰᴇ1	归还韵（兰山韵）	策哀切	钗(俗叶笳韵)差(俗叶笳韵。使，兹韵笳韵异)
ʃᴇ1	归还韵（兰山韵）	诗哀切	筛(俗叶笳韵)衰奢(俗叶鸠韵)赊(俗叶蛙蟆)
ᴇ1	归还韵（兰山韵）之安还韵	扼俺切	安(俗叶欢韵)鞍(俗叶欢韵)
hᴇ1	归还韵（兰山韵）之安还韵	黑安切	鼾(阳去同。俗叶欢韵)
kᴇ1	归还韵（兰山韵）之安还韵	革俺切	干(俗叶欢韵)杆(俗叶欢韵)肝(俗叶欢韵)竿(俗叶欢韵)干(干燥，俗叶欢韵)
kʰᴇ1	归还韵（兰山韵）之安还韵	克俺切	看(俗叶欢韵。阴去同)刊(俗叶欢韵)
kuᴇ1	归还韵（兰山韵）之安还韵	姑弯切	关鳏纶(青丝巾，真韵阳平异)
uᴇ1	归还韵（兰山韵）之安还韵	乌俺切	弯湾
ʃᴇ1	归还韵（兰山韵）之安还韵	尸俺切	山删
ʃuᴇ1	归还韵（兰山韵）之安还韵	尸弯切	拴(欢韵同)闩(俗叶欢韵)
ʨiɪ1	归还韵（兰山韵）之安还韵	肌俺切	间(俗叶鲜韵。中间，阴去异)艰(俗叶鲜韵)奸(俗叶鲜韵)菅(俗叶鲜韵。草，草菅人命)奸(俗叶鲜韵。奸污)
tᴇ1	归还韵（兰山韵）之安还韵	得俺切	丹单(单薄，欢韵阳平异)郸
tʰᴇ1	归还韵（兰山韵）之安还韵	脱俺切	滩摊瘫坍叹(阴去同)
ʦʰᴇ1	归还韵（兰山韵）之安还韵	雌安切	餐(俗叶欢韵)
sᴇ1	归还韵（兰山韵）之安还韵	思安切	跚珊姗
pᴇ1	归还韵（兰山韵）之安还韵	拨俺切	班斑扳颁般(一般，欢韵阴平同)
pʰᴇ1	归还韵（兰山韵）之安还韵	泼俺切	攀
fᴇ1	归还韵（兰山韵）之安还韵	勿俺切	番(更番，欢韵异)翻幡反(平反，阴上异)
ʨiɪ1	归还韵（兰山韵）之安还韵	肌俺切	监(监督，阴去异)𩴌缄(封口，俗叶鲜韵阴去)
ʨʰiɪ1	归还韵（兰山韵）之安还韵	欺俺切	嵌(阴去同)
tᴇ1	归还韵（兰山韵）之安还韵	答俺切	担(担任，阴去异)眈(俗叶欢韵)
tʰᴇ1	归还韵（兰山韵）之安还韵	脱俺切	贪(俗叶欢韵)探(俗叶欢韵。伺察，阴去异)
ʦᴇ1	归还韵（兰山韵）之安还韵	兹掩切	簪(俗叶欢韵)咱(阴上同)
ʦʰᴇ1	归还韵（兰山韵）之安还韵	雌掩切	参(参考，真韵异，俗叶欢韵)搀
sᴇ1	归还韵（兰山韵）之安还韵	思俺切	三(数名，阴去异)
kᴇ1	归还韵（兰山韵）之安还韵	革俺切	甘(俗叶欢韵)柑(俗叶欢韵)疳(俗叶欢韵)淦(俗叶欢韵。阴去同)
kʰᴇ1	归还韵（兰山韵）之安还韵	克俺切	堪(俗叶欢韵)戡(俗叶欢韵)龛(俗叶欢韵。佛龛)
ᴇ1	归还韵（兰山韵）之安还韵	扼俺切	庵(俗叶欢韵)鹌(俗叶欢韵)谙(俗叶欢韵。记忆，阴去同)
hᴇ1	归还韵（兰山韵）之安还韵	黑俺切	憨(俗叶欢韵)蚶(俗叶欢韵)酣(俗叶欢韵)
ʃᴇ1	归还韵（兰山韵）之安还韵	尸俺切	杉衫芟(除草)
kʰᴇ1	归还韵（兰山韵）之安还韵	克哀切	铅(俗叶。叶鲜韵)
lᴇ2	归还韵（兰山韵）	勒孩切	来莱
dᴇ2	归还韵（兰山韵）	特孩切	台(戏台)抬台(桌子)苔
zᴇ2	归还韵（兰山韵）	慈孩切	才材财裁才(刚才)豺侪柴(俗叶笳韵)
ɦiɪ2	归还韵（兰山韵）	移孩切	崖(俗叶笳韵)捱(俗叶笳韵)涯(妻韵笳韵同)爷(俗叶笳韵)耶(俗叶笳韵)
ɦiɪ2	归还韵（兰山韵）	奚孩切	谐(俗叶鲜韵)鞋(俗叶笳韵)
ʥiɪ2	归还韵（兰山韵）	其孩切	伽(俗叶笳韵)茄(俗叶笳韵。蔬类，笳韵阴平异)
mᴇ2	归还韵（兰山韵）	陌孩切	埋(俗叶笳韵)霾(亦作霾)
bᴇ2	归还韵（兰山韵）	婆孩切	排(俗叶笳韵。阳去同)棑(俗叶笳韵)牌(俗叶笳韵)
ŋᴇ2	归还韵（兰山韵）	额孩切	呆(呆板。又读得哀切，傻)皑艾
ɦᴇ2	归还韵（兰山韵）	合来切	孩颏咳(欢呼声，阴上入声异)
ɦuᴇ2	归还韵（兰山韵）	胡孩切	怀(俗叶笳韵)淮(俗叶笳韵)槐(俗叶笳韵)
ʒᴇ2	归还韵（兰山韵）	石孩切	蛇(俗叶蛙蟆。龙蛇，妻韵异)佘(俗叶蛙蟆)
ɦuᴇ2	归还韵（兰山韵）	胡葵切	回(来回，阳去异)徊茴回(曲折)圩(躯韵同)
ɦuᴇ2	归还韵（兰山韵）	吴葵切	韦帏围违帷为(行为，阳去异)巍嵬危桅
ɡuᴇ2	归还韵（兰山韵）	狂回切	逵葵揆(阳上同)夔馗
ʒuᴇ2	归还韵（兰山韵）	除回切	垂陲锤锤(铁锤)槌棰
ʒuᴇ2	归还韵（兰山韵）	时回切	谁
luᴇ2	归还韵（兰山韵）	卢韦切	雷擂垒(阳上同)累(捆，阳上阳去异)
duᴇ2	归还韵（兰山韵）	徒回切	颓𬯎(坠下)
zuᴇ2	归还韵（兰山韵）	词回切	隋随
mᴇ2	归还韵（兰山韵）	陌韦切	梅霉媒煤眉嵋湄楣枚玫
bᴇ2	归还韵（兰山韵）	白回切	陪培赔踣(入声笃学同)徘裴
ɦᴇ2	归还韵（兰山韵）之安还韵	合阑切	寒(俗叶欢韵)汗(俗叶欢韵。可汗，阳去异)韩(俗叶欢韵)翰(俗叶欢韵。羽毛，阳去异)邯(俗叶欢韵)
ɦuᴇ2	归还韵（兰山韵）之安还韵	胡寒切	还(欢韵同)圜寰镮环(环佩，阳去异)顽
ʒᴇ2	归还韵（兰山韵）之安还韵	柴寒切	孱潺(流水声)
nᴇ2	归还韵（兰山韵）之安还韵	讷寒切	难(艰难，阳去异)
dᴇ2	归还韵（兰山韵）之安还韵	特寒切	坛檀弹(弹琴，阳去异)
lᴇ2	归还韵（兰山韵）之安还韵	勒寒切	阑拦澜兰栏
zᴇ2	归还韵（兰山韵）之安还韵	慈寒切	残
ɦiɪ2	归还韵（兰山韵）之安还韵	奚寒切	颜(俗叶鲜韵)娴(俗叶鲜韵)闲(俗叶鲜韵。防止)闲(俗叶鲜韵。闲谈)痫
vᴇ2	归还韵（兰山韵）之安还韵	物寒切	烦樊矾汜(水名，阴去异)繁璠蕃藩凡帆
mᴇ2	归还韵（兰山韵）之安还韵	陌寒切	蛮
ɦiɪ2	归还韵（兰山韵）之安还韵	奚含切	咸(俗叶鲜韵)衔(俗叶鲜韵)咸(俗叶鲜韵。盐味)衔(俗叶鲜韵。口含)函(书信，又音含异)
ɦiɪ2	归还韵（兰山韵）之安还韵	移含切	岩(鲜韵同)
ɦᴇ2	归还韵（兰山韵）之安还韵	合蓝切	含(俗叶欢韵)函(俗叶欢韵。包含，又音咸异)涵(俗叶欢韵)
zᴇ2	归还韵（兰山韵）之安还韵	才含切	谗馋
nᴇ2	归还韵（兰山韵）之安还韵	拿含切	男(俗叶欢韵)南(俗叶欢韵)喃(俗叶欢韵)楠(俗叶欢韵)𲂐(俗叶欢韵。话多)
dᴇ2	归还韵（兰山韵）之安还韵	达含切	覃(俗叶欢韵)潭(俗叶欢韵)谭(俗叶欢韵。同谈)坛(俗叶欢韵)昙(俗叶欢韵。多云)谈痰
lᴇ2	归还韵（兰山韵）之安还韵	勒含切	蓝篮褴岚婪(俗叶欢韵)
zᴇ2	归还韵（兰山韵）之安还韵	慈含切	惭
huᴇ3	归还韵（兰山韵）	忽委切	卉毁(破坏，阴去异)毁(烧坏)悔(后悔，阴去异)贿(阴去同)
uᴇ3	归还韵（兰山韵）	五癸切	委(委托，阴去异)伟炜苇猥隗唯(应声，妻韵阳平异)
kuᴇ3	归还韵（兰山韵）	古委切	癸鬼轨诡匦晷(日晷)
kʰuᴇ3	归还韵（兰山韵）	苦委切	傀
ʧuᴇ3	归还韵（兰山韵）	旨委切	捶
ʧʰuᴇ3	归还韵（兰山韵）	齿委切	揣(估量，猜度，俗叶欢韵)
ʃuᴇ3	归还韵（兰山韵）	史委切	水(俗叶兹韵)
tʰuᴇ3	归还韵（兰山韵）	妥委切	腿
ʦuᴇ3	归还韵（兰山韵）	子委切	嘴(俗叶兹韵)
suᴇ3	归还韵（兰山韵）	死委切	髓
pᴇ3	归还韵（兰山韵）	百委切	彼俾(使得)
ʨiɪ3	归还韵（兰山韵）	几矮切	解(解说，音骇异，阴阳去异，俗叶笳韵)
ʨʰiɪ3	归还韵（兰山韵）	起矮切	楷(俗叶笳韵)
tᴇ3	归还韵（兰山韵）	得蔼切	歹
ʦᴇ3	归还韵（兰山韵）	子蔼切	宰载(年，阴去异)
ʦʰᴇ3	归还韵（兰山韵）	此蔼切	采彩采(采取)睬(理会)
ʧʰᴇ3	归还韵（兰山韵）	耻蔼切	扯(俗叶笳韵)
iɪ3	归还韵（兰山韵）	以蔼切	矮(俗叶笳韵)挨(挨打，阴平异)
ɕiɪ3	归还韵（兰山韵）	喜蔼切	骇蟹(俗叶笳韵)解(分散，又几矮切异，阴去阳去异)
pᴇ3	归还韵（兰山韵）	百蔼切	摆(俗叶笳韵)
kᴇ3	归还韵（兰山韵）	革蔼切	改
kʰᴇ3	归还韵（兰山韵）	克蔼切	恺凯咳(咳嗽，阳平异，入声同)
ᴇ3	归还韵（兰山韵）	扼改切	蔼霭
hᴇ3	归还韵（兰山韵）	黑蔼切	海
kuᴇ3	归还韵（兰山韵）	国蔼切	拐(俗叶笳韵)拐(俗叶笳韵。拐杖)
ʃᴇ3	归还韵（兰山韵）	史蔼切	洒(笳韵同)
ʃᴇ3	归还韵（兰山韵）	失蔼切	舍(弃，阴去异。鸠韵阴上同。俗叶蛙蟆)
ʧᴇ3	归还韵（兰山韵）	执蔼切	者(俗叶鸠韵)赭(俗叶蛙蟆)
hᴇ3	归还韵（兰山韵）之安还韵	革罕切	赶(俗叶欢韵)秆(俗叶欢韵。茎)
kʰᴇ3	归还韵（兰山韵）之安还韵	克赶切	侃(阴去同，俗叶欢韵)
hᴇ3	归还韵（兰山韵）之安还韵	黑赶切	罕(俗叶欢韵)
uᴇ3	归还韵（兰山韵）之安还韵	坞赶切	挽挽(挽联)绾
ʧᴇ3	归还韵（兰山韵）之安还韵	止赶切	盏
ʧʰᴇ3	归还韵（兰山韵）之安还韵	齿赶切	产铲
ʨiɪ3	归还韵（兰山韵）之安还韵	几眼切	柬(俗叶鲜韵阴去)拣简(俗叶鲜韵阴去)裥
tᴇ3	归还韵（兰山韵）之安还韵	得赶切	亶担笪(姓，入声，豁韵同)
tʰᴇ3	归还韵（兰山韵）之安还韵	忒赶切	坦袒
ʦᴇ3	归还韵（兰山韵）之安还韵	子赶切	趱攒
sᴇ3	归还韵（兰山韵）之安还韵	死赶切	散(阴去同)伞(阴去同)
iɪ3	归还韵（兰山韵）之安还韵	以赶切	眼
pᴇ3	归还韵（兰山韵）之安还韵	拨赶切	板版
fᴇ3	归还韵（兰山韵）之安还韵	勿赶切	反(反复，阴去异)坂返
ʨiɪ3	归还韵（兰山韵）之安还韵	几黯切	减
tᴇ3	归还韵（兰山韵）之安还韵	得俺切	胆掸(拂)
tʰᴇ3	归还韵（兰山韵）之安还韵	忒俺切	毯忐(忐忑，不安)
ʦᴇ3	归还韵（兰山韵）之安还韵	子俺切	咱(阴平同)昝(姓)
ʦʰᴇ3	归还韵（兰山韵）之安还韵	此俺切	惨(俗叶欢韵)
iɪ3	归还韵（兰山韵）之安还韵	以俺切	黯(俗叶欢韵)
ɕiɪ3	归还韵（兰山韵）之安还韵	喜俺切	喊
kᴇ3	归还韵（兰山韵）之安还韵	革俺切	敢(俗叶欢韵)赣(俗叶欢韵。东韵阴去同)感(俗叶欢韵)橄(俗叶欢韵)
kʰᴇ3	归还韵（兰山韵）之安还韵	克俺切	砍坎(阴去同，俗叶欢韵)
ᴇ3	归还韵（兰山韵）之安还韵	扼敢切	俺
ʧᴇ3	归还韵（兰山韵）之安还韵	旨俺切	斩
nuᴇ4	归还韵（兰山韵）	努委切	馁
luᴇ4	归还韵（兰山韵）	鲁委切	儡耒(阳去同)垒(阳平同)蕾累(累积，阳平阳去异)磊
mᴇ4	归还韵（兰山韵）	墨委切	每美
nᴇ4	归还韵（兰山韵）	那蔼切	乃奶(俗叶笳韵阴上)鼐(阳去同)
mᴇ4	归还韵（兰山韵）	美蔼切	买(俗叶笳韵阴上)
ɦiɪ4	归还韵（兰山韵）	以蔼切	也冶(俗叶笳韵)野(俗叶笳韵)
ʒᴇ4	归还韵（兰山韵）	日蔼切	惹(俗叶笳韵)喏(俗叶蛙蟆)若(梵经般若，俗叶入声豁达异)
ɡuᴇ4	归还韵（兰山韵）	狂委切	揆(阳平同)
ʒuᴇ4	归还韵（兰山韵）	乳委切	蕊
nᴇ4	归还韵（兰山韵）之安还韵	乃懒切	赧
lᴇ4	归还韵（兰山韵）之安还韵	卵难切	懒
ɦuᴇ4	归还韵（兰山韵）之安还韵	或颔切	晚
lᴇ4	归还韵（兰山韵）之安还韵	勒俺切	览揽榄
ɦᴇ4	归还韵（兰山韵）之安还韵	合俺切	颔(俗叶欢韵)
nᴇ4	归还韵（兰山韵）之安还韵	那颔切	罱(俗叶欢韵)
huᴇ5	归还韵（兰山韵）	忽畏切	诲悔(懊悔，阴上异)晦讳麾(招之使来，阴平异)贿(阴上同)毁(去毁坏，阴上异)
uᴇ5	归还韵（兰山韵）	兀贵切	畏喂(喂养)秽荟
kuᴇ5	归还韵（兰山韵）	谷畏切	贵会(会计，阳去异)刽绘(阳去同)桂
kʰuᴇ5	归还韵（兰山韵）	哭畏切	岿(阴平同)
ʧuᴇ5	归还韵（兰山韵）	责畏切	缀赘槜(阴平同)
ʧʰuᴇ5	归还韵（兰山韵）	策畏切	吹(鼓吹，阴平异)
ʃuᴇ5	归还韵（兰山韵）	色畏切	税蜕(又“脱畏切”同)说(用言语劝人，入声格韵异)
tuᴇ5	归还韵（兰山韵）	得畏切	对碓(捣米具)
tʰuᴇ5	归还韵（兰山韵）	脱畏切	退蜕(又“色畏切”同)褪(退色，真韵异)
ʦuᴇ5	归还韵（兰山韵）	则畏切	醉最
ʦʰuᴇ5	归还韵（兰山韵）	测畏切	翠啐淬脆
suᴇ5	归还韵（兰山韵）	塞畏切	岁祟碎
pᴇ5	归还韵（兰山韵）	百畏切	贝狈背(脊背，阳去异)辈
pʰᴇ5	归还韵（兰山韵）	拍畏切	配沛霈伂旆
ʨiɪ5	归还韵（兰山韵）	吉爱切	戒(俗叶笳韵)诫(俗叶笳韵)介(俗叶笳韵)芥(俗叶笳韵)界(俗叶笳韵)届(俗叶笳韵)蚧(俗叶笳韵)尬(俗叶笳韵)解(俗叶笳韵。除，阴上异，阳去异)
tᴇ5	归还韵（兰山韵）	得爱切	戴(俗叶笳韵)带(俗叶笳韵)
tʰᴇ5	归还韵（兰山韵）	忒爱切	泰(俗叶笳韵)太(俗叶笳韵)态贷(俗叶阳去，音待)汰
ʦᴇ5	归还韵（兰山韵）	则爱切	再载(乘用，阴上异)
ʦʰᴇ5	归还韵（兰山韵）	测爱切	菜蔡(俗叶笳韵)
sᴇ5	归还韵（兰山韵）	思爱切	赛塞(边界，入声格韵异)晒(笳韵同，俗叶蛙蟆)锐帅(主帅，入声格韵异)
iɪ5	归还韵（兰山韵）	乙爱切	隘噫(噫气，妻韵，阴平异)呃(打嗝，入声格韵异)
pᴇ5	归还韵（兰山韵）	百爱切	拜(俗叶笳韵)
pʰᴇ5	归还韵（兰山韵）	拍爱切	派(俗叶笳韵)湃
kᴇ5	归还韵（兰山韵）	革爱切	盖丐溉概
kʰᴇ5	归还韵（兰山韵）	克爱切	慨慨(叹息)忾(愤怒，妻韵异)
ᴇ5	归还韵（兰山韵）	扼丐切	爱嗳暖(暧味)
kuᴇ5	归还韵（兰山韵）	骨爱切	怪(俗叶笳韵)
kʰuᴇ5	归还韵（兰山韵）	阔爱切	快(俗叶笳韵)哙块
ʧᴇ5	归还韵（兰山韵）	责爱切	债(俗叶笳韵)
ʧᴇ5	归还韵（兰山韵）	执爱切	蔗(俗叶蛙蟆)鹧(俗叶蛙蟆)
ʃᴇ5	归还韵（兰山韵）	失爱切	舍(俗叶蛙蟆。住房，阴上异，鸠韵阴去同)厍(俗叶蛙蟆)赦(俗叶蛙蟆)
kᴇ5	归还韵（兰山韵）之安还韵	革按切	干(俗叶欢韵)榦(俗叶欢韵)
kʰᴇ5	归还韵（兰山韵）之安还韵	克按切	看(俗叶欢韵。阴平同)侃(俗叶欢韵。阴上同)
ᴇ5	归还韵（兰山韵）之安还韵	扼干切	按(俗叶欢韵)案(俗叶欢韵)
hᴇ5	归还韵（兰山韵）之安还韵	黑按切	汉(俗叶欢韵)
kuᴇ5	归还韵（兰山韵）之安还韵	骨按切	惯
ʃᴇ5	归还韵（兰山韵）之安还韵	色按切	疝
ʧʰuᴇ5	归还韵（兰山韵）之安还韵	策患切	篡(俗叶欢韵)
ʨiɪ5	归还韵（兰山韵）之安还韵	吉按切	间(间隔，阴平异)涧(俗叶鲜韵)谏(俗叶鲜韵)涧(俗叶鲜韵)谏(俗叶鲜韵)
tᴇ5	归还韵（兰山韵）之安还韵	得按切	旦疸诞
tʰᴇ5	归还韵（兰山韵）之安还韵	忒按切	叹(阴平同)炭
ʦᴇ5	归还韵（兰山韵）之安还韵	则按切	赞赞(称赞)
ʦʰᴇ5	归还韵（兰山韵）之安还韵	测按切	粲灿
sᴇ5	归还韵（兰山韵）之安还韵	塞按切	散(阴上同)伞(阴上同)
iɪ5	归还韵（兰山韵）之安还韵	乙按切	晏
pᴇ5	归还韵（兰山韵）之安还韵	百按切	绊(俗叶欢韵阳去)扮瓣
pʰᴇ5	归还韵（兰山韵）之安还韵	拍按切	盼袢(扣)
fᴇ5	归还韵（兰山韵）之安还韵	勿按切	泛汜(汜滥，阳平异)贩汛
ʨiɪ5	归还韵（兰山韵）之安还韵	吉暗切	监(俗叶鲜韵。太监，阴平异)鉴(俗叶鲜韵)
ʨʰiɪ5	归还韵（兰山韵）之安还韵	泣暗切	嵌(阴平同)
tᴇ5	归还韵（兰山韵）之安还韵	答暗切	担(担当，阴平异)
tʰᴇ5	归还韵（兰山韵）之安还韵	脱暗切	探(侦探，阴平异，俗叶欢韵)
sᴇ5	归还韵（兰山韵）之安还韵	塞暗切	三(再三，阴平异)
kᴇ5	归还韵（兰山韵）之安还韵	革暗切	绀(俗叶欢韵)淦(俗叶欢韵。阴平同)
kʰᴇ5	归还韵（兰山韵）之安还韵	克暗切	勘(俗叶欢韵)瞰(俗叶欢韵)坎(俗叶欢韵。阴上同)
ᴇ5	归还韵（兰山韵）之安还韵	扼绀切	谙(俗叶欢韵。阴平同)暗(俗叶欢韵)暗(俗叶欢韵。昏暗)
ʧᴇ5	归还韵（兰山韵）之安还韵	责暗切	蘸
ʧʰᴇ5	归还韵（兰山韵）之安还韵	策暗切	忏
kʰᴇ5	归还韵（兰山韵）之安还韵	克爱切	槛(俗叶。叶鲜韵)舰(俗叶。叶鲜韵)
ɦuᴇ6	归还韵（兰山韵）	活馈切	胃渭猬谓魏尉(官职名；姓。躯韵异)慰蔚卫纬为(为什么，阳平异)伪位汇遗(赠送，妻韵阳平异)
ɦuᴇ6	归还韵（兰山韵）	胡馈切	惠会(聚，阴去异)绘(阴去同)慧汇回(迂回，阳平异)
