id	ini	fn	pt	单字	黃閣大塘	注释	南沙黃閣	
1046	ʃ	i	21	時	ʃi21	～间，当～		
1047	ʃ	i	13	巿	ʃi23	～场，城～		
1048	tʃʰ	i	21	恃	tʃʰi21	～才傲物，有～无恐		
1049	ʃ	i	31	侍	ʃi31	服～，～卫	ʃi31	1
1050	j	i	21	而	ji21	～且，反～	ji21	1
1051	j	i	13	耳	ji23	耳朵，中～炎	ji23	1
1052	k	ei	55	基	kei55	～本，地～		
1053	k	ei	55	箕	kei55	畚～		
1054	k	ei	35	己	kei25	自～		
1055	k	ei	35	紀	kei25	～律		
1056	k	ei	13	記	kei23	笔～，～号		
1057	h	ei	55	欺	hei55	～负		
1058	h	ei	35	起	hei25	起		
1059	k	ei	35	杞	kei25	枸～		
1060	kʰ	ei	21	其	kʰei21	～他，～实		
1061	kʰ	ei	21	棋	kʰei21	围～，捉～（下棋）		
1062	kʰ	ei	21	期	kʰei21	日～		
1063	kʰ	ei	21	旗	kʰei21	红～	kʰei21	1
1064	k	ei	31	忌	kei31	禁～，～讳，～日[文]		
1065				忌		做～（做法事）[白]		
1066	j	i	21	疑	ji21	怀～		
1067	j	i	13	擬	ji23	模～，～人		
1068	h	ei	55	嬉	hei55	玩，～戏		
1069	h	ei	55	熙	hei55	康～		
1070	h	ei	35	喜	hei25	～欢		
1071	h	ei	55	嘻	hei55	～皮笑脸		
1072	j	i	55	醫	ji55	～生		
1073	j	i	13	意	ji23	～思	ji23	1
1074	j	i	21	怡	ji21	心旷神～；人名用字		
1075	j	i	13	已	ji23	～经		
1076	j	i	13	以	ji23	可～，～为	ji23	1
1077	j	i	31	異	ji31	～同		
1078	k	ei	55	幾	kei55	～乎		
1079	k	ei	55	機	kei55	～会，飞～		
1080	k	ei	55	譏	kei55	～笑		
1081	k	ei	55	饑	kei55	～荒		
1082	k	ei	35	幾	kei25	～只		
1083	k	ei	35	幾	kei25	～何		
1084	k	ei	13	旣	kei23	～然		
1085	h	ei	35	豈	hei25	～有此理		
1086	h	ei	13	氣	hei23	～人，空～		
1087	h	ei	13	汽	hei23	～水，～车		
1088	kʰ	ei	21	祈	kʰei21	～祷		
1089		ɐi	31	毅	ɐi31	～力		
1090	h	ei	55	希	hei55	～望		
1091	h	ei	55	稀	hei55	～少		
1092	j	i	55	衣	ji55	外～；花生皮	ji55	1
1093	j	i	55	依	ji55	～靠		
1094	l	ɔi	31	累	lɔi31	积～		
1095	l	œy	31	累	løy31	连～		
1096	tʃ	œy	35	嘴	tʃøy25	嘴巴[文]	tʃøy25	1
1097	tʃ	œy	35	嘴	tʃøy25	嘴巴[白，训]	tʃøy25	1
1098	ʃ	ɔi	13	髓	ʃɔi23	骨～		
1099	tʃʰ	œy	21	隨	tʃʰøy21	～时，～便		
1100	tʃʰ	œy	55	吹	tʃʰøy55	～牛皮，～喇叭		
1101	tʃʰ	œy	55	炊	tʃʰøy55	野～		
1102	ʃ	ɔi	21	垂	ʃɔi21	下～，～头丧气		
1103	ʃ	ɔi	31	睡	ʃɔi31	睡觉		
1104	ʃ	ɔi	31	瑞	ʃɔi31	～金；董存～		
1105	ʃ	ɐŋ	55	蕊	ʃɐŋ55	花～		
1106	kʰ	uɐi	55	規	kʰuɐi55	～定，圆～		
1107	k	uɐi	35	詭	kuɐi25	～计多端		
1108	kʰ	uɐi	55	虧	kʰuɐi55	食～（吃亏）		
1109				窺		偷～		
1110	k	uɐi	31	跪	kuɐi31	下～	kuɐi31	1
1111		ɐi	21	危	ɐi21	～险，安～	ɐi21	1
1112		ɐi	31	僞	ɐi31	虚～		
1113	w	ɐi	35	毀	wɐi25	～灭		
1114	w	ɐi	35	萎	wɐi25	枯～		
1115	w	ɐi	35	委	wɐi25	～托，常～	wɐi25	1
1116	w	ɐi	31	為	wɐi31	作～，行～，～人		
1117	w	ɐi	21	為	wɐi21	～什么		
1118	l	œy	13	壘	løy23	堡～，～球		
1119	l	œy	31	類	løy31	分～		
1120	l	œy	31	淚	løy31	眼～		
1121	tʃ	ɔi	13	醉	tʃɔi23	～酒	tʃøy23	黄阁
1122	tʃʰ	ɔi	13	翠	tʃʰɔi23	翡～		
1123	ʃ	ɔi	13	悴	ʃɔi23	憔～		
1124	ʃ	ɔi	55	雖	ʃɔi55	～然		
1125	ʃ	ɔi	13	粹	ʃɔi23	纯～		
1126	ʃ	œy	31	遂	ʃøy31	杀人未～		
1127	ʃ	ɔi	13	隧	ʃɔi23	～道		
1128				穗		谷～		
1129	tʃ	ɔi	55	追	tʃɔi55	～求[文]		
1130	tʃ	ɔi	55	追	tʃɔi55	追赶，赶走[白]		
1131	tʃʰ	œy	21	槌	tʃʰøy21	木～[名]；[动]		
1132	tʃʰ	œy	21	錘	tʃʰøy21	铁～[名]；[动]		
1133	t	ɔ	31	墜	tɔ31	下～，玉～[文]		
1134				墜		目～～[白]		
1135	ʃ	ɔi	55	衰	ʃɔi55	～弱，～老[文]		
1136	ʃ	ɔi	55	衰	ʃɔi55	运气不好[白]		
1137	ʃ	ɐk	5	摔	ʃɐk5	～跤		
1138	ʃ	ɔi	13	帥	ʃɔi23	元～		
1139	tʃ	œy	55	錐	tʃøy55	圆～		
1140	ʃ	ɔi	35	水	ʃɔi25/ʃøy25	～果，～平	ʃøy25	黄阁
1141	ʃ	œy	21	誰	ʃøy21	疑问代词		
1142	k	uɐi	55	龜	kuɐi55	乌～		
1143	k	uɐi	35	軌	kuɐi25	铁～		
1144				癸		天干		
1145	kʰ	uɐi	13	愧	kʰuɐi23	惭～		
1146	k	uɐi	13	季	kuɐi23	四～，～节		
1147	kʰ	uɐi	21	逵	kʰuɐi21	人名用字，李～		
1148	kʰ	uɐi	21	葵	kʰuɐi21	向日～，～花籽	kʰuɐi21	1
1149	k	uɐi	31	櫃	kuɐi31	～台		
1150	w	ɐi	31	位	wɐi31	座～，～置		
1151	w	ɐi	21	維	wɐi21	～生素，～持，纤～		
1152	w	ɐi	21	惟	wɐi21	～一		
1153	w	ɐi	21	遺	wɐi21	～失，～憾		
1154	w	ɐi	21	唯	wɐi21	～物主义		
1155	f	ei	55	非	fei55	是～，～常		
1156	f	ei	55	飛	fei55	～机；人名，张～[文]		
1157	f	ei	55	飛	fei55	飞行[白]		
1158	f	ei	35	匪	fei25	土～		
1159	f	ɐi	35	痱	fɐi25	痱子，热～		
1160	f	ei	55	妃	fei55	贵～		
1161	f	ɐi	13	費	fɐi23	～用，浪～		
1162	f	ei	21	肥	fei21	化～，～肉	fei21	1
1163	f	ei	35	翡	fei25	～翠		
1164	m	ei	21	微	mei21	稍～	mei21	1
1165	m	ei	13	尾	mei23	尾巴	mei23	1
1166	m	ei	31	未	mei31	～来；地支		
1167	m	ei	31	味	mei31	～道，～精		
1168	k	uɐi	55	歸	kuɐi55	回～，～类		
1169	k	uɐi	35	鬼	kuɐi25	鬼神		
1170	k	uɐi	13	貴	kuɐi23	～重		
1171		ɐi	31	魏	ɐi31	～国；姓		
1172	f	ɐi	55	揮	fɐi55	指～		
1173	f	ɐi	55	輝	fɐi55	光～，～煌		
1174	f	ɐi	55	徽	fɐi55	国～，～章		
1175	w	ɐi	13	諱	wɐi23	忌～		
1176	w	ɐi	55	威	wɐi55	～风，～胁	wɐi55	1
1177	w	ɐi	13	畏	wɐi23	不喜欢；怕，～热	wɐi33	黄阁
1178	w	ɐi	13	慰	wɐi23	安～，～问		
1179	w	ɐi	21	違	wɐi21	～反		
1180	w	ɐi	21	圍	wɐi21	包～，～墙		
1181	w	ɐi	13	偉	wɐi23	～大		
1182	w	ɐi	13	葦	wɐi23	芦～		
1183	w	ɐi	13	緯	wɐi23	经～		
1184	w	ɐi	31	胃	wɐi31	肠～	wɐi32	黄阁
1185	w	ɐi	31	謂	wɐi31	称～，所～		
1186	w	ui	31	彙	wui31	词～		
1187	p	ou	55	褒	pou55	～奖，～义词		
1188	p	ou	35	保	pou25	～护	pou25	1
1189	p	ou	35	堡	pou25	碉～		
1190	p	ou	35	寶	pou25	～贝		
1191	p	ou	13	報	pou23	～告，日～		
1192	pʰ	ou	21	袍	pʰou21	长～，袄～		
1193	pʰ	ou	13	抱	pʰou23	拥抱	pʰou23	1
1194	p	ou	31	暴	pou31	～雨，残～		
1195	m	ou	21	毛	mou21	～病，鸡～		
1196	m	ou	31	冒	mou31	～充，感～		
1197	m	ou	31	帽	mou31	草～	mou31	1
1198	t	ou	55	刀	tou55	菜～		
1199				叨		唠～		
1200	tʰ	ou	35	禱	tʰou25	祈～，～告		
1201	t	ou	35	島	tou25	海南～		
1202	t	ou	35	倒	tou25	颠～		
1203	t	ou	13	到	tou23	～站	tou23	1
1204	t	ou	35	倒	tou25	～水，～退		
1205	tʰ	ou	55	滔	tʰou55	～～不绝，波浪～天		
1206	tʰ	ou	35	討	tʰou25	～老婆，～厌		
1207	tʰ	ou	13	套	tʰou23	配～，～房		
1208	tʰ	ou	21	桃	tʰou21	杨～，～花	tʰou21	1
1209	tʰ	ou	21	逃	tʰou21	～走		
1210	tʰ	ou	21	淘	tʰou21	～米，～沙		
1211	tʰ	ou	21	陶	tʰou21	～瓷；姓		
1212	tʰ	ou	21	萄	tʰou21	葡～		
1213	tʰ	ou	21	濤	tʰou21	波～		
1214	t	ou	31	道	tou31	～理	tou31	1
1215	t	ou	31	稻	tou31	水～	tou31	1
1216	t	ou	31	盜	tou31	强～，～窃		
1217	t	ou	31	導	tou31	领～，～师		
1218	l	ou	13	腦	lou23	猪～，～屎（脑子）		
1219	l	ou	13	惱	lou23	烦～[文]		
1220				惱		讨厌，不喜欢[白]		
1221	l	ou	21	勞	lou21	～动		
1222	l	au	21	撈	lau21	打～局[文]		
1223	l	au	21	撈	lau21	～起来[白]		
1224	l	ou	21	牢	lou21	～房，坐～		
1225	l	au	21	嘮	lau21	～叨		
1226	l	ou	13	老	lou23	～爷，～实	lou23	1
1227	l	ou	21	澇	lou21	洪～，旱～		
1228	tʃ	ou	55	遭	tʃou55	～遇，～殃		
1229	tʃ	ou	55	糟	tʃou55	酒～，～糕	tʃou55	1
1230	tʃ	ou	35	早	tʃou25	还～		
1231	tʃ	ou	35	棗	tʃou25	红～		
1232	tʃ	ou	35	蚤	tʃou25	跳～		
1233	tʃʰ	ou	13	躁	tʃʰou23	烦～，暴～		
1234	tʃ	ou	13	竈	tʃou23	～头，～神		
1235	tʃʰ	ou	55	操	tʃʰou55	做～，～作		
1236	tʃʰ	ou	35	草	tʃʰou25	青～，～稿	tʃʰou25	1
1237	tʃʰ	ou	31	糙	tʃʰou31	～米，粗～		
1238	tʃʰ	ou	21	曹	tʃʰou21	姓	tʃʰou21	1
1239	tʃʰ	ou	21	槽	tʃʰou21	猪～，水～		
1240	tʃ	ou	21	皂	tʃou21	肥～		
1241	tʃ	ou	31	造	tʃou31	创～		
1242	ʃ	ou	55	騷	ʃou55	风～，离～		
1243	ʃ	ou	55	臊	ʃou55	臭～		
1244	ʃ	ou	13	掃	ʃou23	～地[动]		
1245	ʃ	ou	35	嫂	ʃou25	大～		
1246	ʃ	ou	13	掃	ʃou23	～把[名]		
1247	k	ou	55	高	kou55	姓；～低	kou55	1
1248	k	ou	55	膏	kou55	牙～；狗皮～药		
1249	k	ou	55	篙	kou55	竹～		
1250	k	ou	55	羔	kou55	羊～		
1251	k	ou	55	糕	kou55	蛋～，糟～		
1252	k	ou	35	稿	kou25	草～，～纸		
1253	k	ou	13	告	kou23	报～，～状		
1254	h	au	35	考	hau25	～试，大～		
1255	h	au	55	烤	hau55	烧～		
1256	kʰ	au	13	靠	kʰau23	依～，可～		
1257	h	ou	31	犒	hou31	～劳，～赏		
1258		au	21	熬	au21	～汤，～夜		
1259		ou	31	傲	ou31	骄～		
1260	h	ou	55	蒿	hou55	蓬～，青～，茼～		
1261	h	ou	35	好	hou25	～人	hou25	1
1262	h	ou	13	好	hou23	爱～	hou25	黄阁
1263	h	ou	13	耗	hou23	消～		
1264	h	ou	21	豪	hou21	～华，～猪		
1265	h	ou	21	壕	hou21	战～		
1266	h	ou	21	毫	hou21	～米		
1267	h	ou	31	號	hou31	～叫，呼～[动]		
1268	h	ou	31	浩	hou31	～～荡荡；人名用字		
1269	h	ou	31	號	hou31	～码，口～[名]		
1270		ou	13	襖	ou23	棉～，～袍		
1271		ou	13	懊	ou23	～恼		
1272		ou	13	奥	ou23	～妙，～运会		
1273		ou	13	懊	ou23	～悔		
1274		ou	13	澳	ou23	～门		
1275				包		钱～，～围		
1276	p	au	55	胞	pau55	同～		
1277	p	au	35	飽	pau25	食～（吃饱）		
1278	pʰ	au	13	豹	pʰau23	动物，～虎		
1279	p	au	13	爆	pau23	～炸		
1280				泡		灯～；泡沫（多～）		
1281	pʰ	au	13	泡	pʰau23	起～[训，瘭]		
1282	pʰ	au	55	拋	pʰau55	～弃		
1283	pʰ	au	13	炮	pʰau23	枪～		
1284	pʰ	au	13	泡	pʰau23	～茶		
1285	pʰ	au	35	跑	pʰau25	～步		
1286	pʰ	au	21	刨	pʰau21	～地，～花板		
1287	p	au	55	鮑	pau55	姓；～鱼		
1288	m	au	21	茅	mau21	～庐		
1289	m	au	55	貓	mau55	大～		
1290	m	au	21	錨	mau21	抛～		
1291	m	au	13	卯	mau23	地支，子丑寅卯		
1292	m	au	31	貌	mau31	礼～		
1293	l	au	31	鬧	lau31	～热，～事		
1294	tʃ	au	13	罩	tʃau23	灯～，床～		
1295	tʃ	a	55	抓	tʃa55	～紧		
1296	tʃ	au	35	爪	tʃau25	鸡～		
1297	tʃ	au	35	找	tʃau25	～钱，查～		
1298				笊		～捞（笊篱）		
1299	tʃʰ	au	55	抄	tʃʰau55	～书		
1300	tʃʰ	au	55	鈔	tʃʰau55	～票		
1301	tʃʰ	au	35	炒	tʃʰau25	～股，～菜	tʃʰau25	1
1302	tʃʰ	au	35	吵	tʃʰau25	～人，争～		
1303	tʃʰ	au	21	巢	tʃʰau21	雀～	tʃʰau21	1
1304	ʃ	au	55	梢	ʃau55	树～		
1305	ʃ	au	21	捎	ʃau21	～带，～口信		
1306				稍		～等；～息		
1307	ʃ	au	13	哨	ʃau23	口～		
1308	k	au	55	交	kau55	～通，～钱[文]		
1309	k	au	55	交	kau55	交叉，～脚（翘二郎腿）[白]		
1310	k	au	55	郊	kau55	～区		
1311	k	au	55	膠	kau55	～水，橡～		
1312	k	au	13	教	kau23	～书		
1313	k	au	35	絞	kau25	～刑，～肉机		
1314	k	au	35	狡	kau25	～猾		
1315	k	au	13	鉸	kau23	～剪		
1316	k	au	35	攪	kau25	搅拌		
1317	k	au	35	搞	kau25	～活动		
1318	k	au	13	教	kau23	～育，～师		
1319	h	au	31	校	hau31	～对		
1320	h	au	31	校	hau31	调校		
1321	k	au	35	較	kau25	比～[文]		
1322	k	au	35	較	kau25	交换[白]		
1323	h	au	55	酵	hau55	发～，～母片		
1324	j	iu	13	窖	jiu23	地～，番薯～		
1325	k	au	35	覺	kau25	睡～		
1326	h	au	55	敲	hau55	～锣打鼓		
1327	h	au	35	巧	hau25	～合		
1328		au	13	咬	au23	～人	au23	1
1329	h	au	35	孝	hau25	～顺		
1330	h	au	55	哮	hau55	～喘		
1331		au	21	肴	au21	美味佳～		
1332		au	21	淆	au21	混～		
1333	h	au	31	效	hau31	～果		
1334	h	au	31	校	hau31	学～，～长，上～		
1335	l	ɐʔ	5	凹	lɐʋʔ5	～面镜		
1336	j	ɐu	13	坳	jɐu23	山～，～背		
1337				臕		肥～		
1338	p	iu	55	標	piu55	～准，～志，招～		
1339	p	iu	35	表	piu25	图～，～扬		
1340	p	iu	55	錶	piu55	手～		
1341	pʰ	iu	55	飄	pʰiu55	～扬		
1342	pʰ	iu	13	漂	pʰiu23	～流		
1343	pʰ	iu	13	漂	pʰiu23	～白，～亮		
1344	pʰ	iu	13	票	pʰiu23	车～		
1345				瓢		勺子		
1346	pʰ	iu	21	嫖	pʰiu21	～娼		
1347	p	iu	31	鰾	piu31	鱼～		
1348	m	iu	21	苗	miu21	鱼～，～族		
1349	m	iu	21	描	miu21	～写		
1350	m	iu	13	藐	miu23	～视		
1351	m	iu	13	渺	miu23	～小，～茫		
1352	m	iu	13	秒	miu23	～针		
1353	m	iu	31	廟	miu31	和尚～		
1354	m	iu	31	妙	miu31	～计		
1355	l	iu	21	燎	liu21	星星之火，可以～原		
1356	l	iu	21	療	liu21	治～，～养		
1357	tʃ	iu	55	焦	tʃiu55	姓	tʃiu55	1
1358	tʃ	iu	55	蕉	tʃiu55	米～；～岭（地名）		
1359	tʃ	iu	55	椒	tʃiu55	胡～		
1360	tʃ	iu	35	剿	tʃiu25	围～，～匪		
1361	tʃ	iu	13	醮	tʃiu23	打～（做法事），再醮（嫁人）		
1362	tʃʰ	iu	55	悄	tʃʰiu55	静～～		
1363	tʃʰ	iu	13	俏	tʃʰiu23	俊～		
1364	tʃ	iu	21	樵	tʃiu21	柴		
1365	ʃ	iu	55	消	ʃiu55	～化		
1366	ʃ	iu	55	宵	ʃiu55	元～，夜～		
1367	ʃ	iu	55	硝	ʃiu55	～烟，～酸		
1368	ʃ	iu	55	銷	ʃiu55	供～社，～售		
1369	ʃ	iu	35	小	ʃiu25	～姐，～人	ʃiu25	1
1370	ʃ	iu	13	笑	ʃiu23	～话，玩～		
1371	tʃʰ	iu	13	肖	tʃʰiu23	姓		
1372	tʃʰ	iu	13	肖	tʃʰiu23	生～		
1373	tʃʰ	iu	13	鞘	tʃʰiu23	刀～		
1374	tʃ	iu	55	朝	tʃiu55	～晨，三～		
1375	tʃʰ	iu	55	超	tʃʰiu55	～过	tʃʰiu55	1
1376	tʃʰ	iu	21	朝	tʃʰiu21	～代		
1377	tʃʰ	iu	21	潮	tʃʰiu21	～湿，涨～	tʃʰiu21	1
1378	tʃ	iu	31	趙	tʃiu31	姓		
1379	ʃ	iu	31	兆	ʃiu31	预～；人名用字		
1380	tʃ	iu	31	召	tʃiu31	号～，～集		
1381	tʃʰ	iu	55	昭	tʃʰiu55	王～君		
1382	tʃ	iu	55	招	tʃiu55	～生	tʃiu55	1
1383	tʃʰ	iu	13	沼	tʃʰiu23	～气		
1384	tʃ	iu	13	照	tʃiu23	～明，～顾		
1385	tʃ	iu	31	詔	tʃiu31	～书；～安（地名）		
1386	ʃ	iu	55	燒	ʃiu55	～水，发～		
1387	ʃ	iu	35	少	ʃiu25	～数，多～		
1388	ʃ	iu	13	少	ʃiu23	～年，～爷		
1389	ʃ	iu	21	韶	ʃiu21	～关（地名）		
1390	ʃ	iu	31	紹	ʃiu31	介～；～兴（地名）		
1391	ʃ	iu	31	邵	ʃiu31	姓		
1392	j	iu	21	饒	jiu21	～命，求～		
1393	j	iu	35	擾	jiu25	打～，～乱		
1394	j	iu	35	繞	jiu25	围～，～线		
1395	k	iu	55	驕	kiu55	～傲		
1396	k	iu	55	嬌	kiu55	～气，做～（撒娇）		
1397	k	iu	35	矯	kiu25	～正		
1398	kʰ	iu	21	喬	kʰiu21	姓		
1399	kʰ	iu	21	僑	kʰiu21	华～		
1400	kʰ	iu	21	橋	kʰiu21	大～		
1401	kʰ	iu	21	蕎	kʰiu21	～麦		
1402	k	iu	35	轎	kiu25	坐～，扛～		
1403	kʰ	iu	21	翘	kʰiu21	银～片		
1404	kʰ	iu	13	翘	kʰiu23	～起来		
1405	h	iu	55	囂	hiu55	～张		
1406	j	iu	55	夭	jiu55	～折		
1407	j	iu	35	妖	jiu25	～怪		
1408	j	iu	55	邀	jiu55	～请		
1409	j	iu	55	腰	jiu55	猪～		
1410	j	iu	13	要	jiu23	～求		
1411	j	iu	13	要	jiu23	重～		
1412	j	iu	21	搖	jiu21	动～，～篮		
1413	j	iu	21	謠	jiu21	歌～，民～		
1414	j	iu	21	遥	jiu21	逍～		
1415	j	iu	21	窯	jiu21	～洞，烧～		
1416	j	iu	21	姚	jiu21	姓，～明		
1417	tʰ	ou	55	舀	tʰou55	～水		
1418	j	iu	31	耀	jiu31	～眼，荣～		
1419	j	iu	35	鷂	jiu25	纸～（风筝）；～婆（老鹰）		
1420	t	iu	55	刁	tiu55	～钻，嘴～		
1421	t	iu	55	貂	tiu55	～婵，～皮		
1422	t	iu	55	雕	tiu55	木～，～刻		
1423	l	iu	13	鳥	liu23	花～市场[文]		
1424	l	iu	13	鳥	liu23	～笼[白]		
1425	l	iu	13	鳥	liu23	骂人话，交合[白]		
1426	t	iu	13	釣	tiu23	～鱼		
1427	t	iu	13	吊	tiu23	上～，～车		
1428	tʰ	iu	55	挑	tʰiu55	～剔，～担		
1429	tʰ	iu	13	跳	tʰiu23	～高，起～		
1430	t	ɐk	2	糶	tɐk31	～米（卖米）		
1431	tʰ	iu	21	條	tʰiu21	～件，字～		
1432	t	iu	31	調	tiu31	～和，～整		
1433	tʰ	iu	13	跳	tʰiu23	～上跌落（阳平）		
1434	t	iu	31	掉	tiu31	～头，～队		
1435	t	iu	21	調	tiu21	音～		
1436	tʰ	iu	21	調	tʰiu21	～动，～走		
1437	l	iu	31	尿	liu31	屙～		
1438	l	iu	21	聊	liu21	无～，～天		
1439	l	iu	21	遼	liu21	～宁，～国		
1440	l	iu	21	撩	liu21	～起来		
1441	l	iu	21	撩	liu21	～人		
1442	l	iu	31	寥	liu31	～～无几		
1443	l	iu	13	了	liu23	～结；明～，～解		
1444	l	iu	21	瞭	liu21	～望台		
1445	l	iu	31	料	liu31	肥～，材～		
1446	ʃ	iu	55	蕭	ʃiu55	姓；～山（地名）		
1447	ʃ	iu	55	簫	ʃiu55	吹～		
1448	h	iu	55	澆	hiu55	～水		
1449	k	iu	35	繳	kiu25	～枪，～费		
1450	h	iu	55	僥	hiu55	～幸		
1451	k	iu	13	叫	kiu23	大～；小孩哭		
1452	kʰ	iu	13	竅	kʰiu23	～门		
1453	j	iu	35	堯	jiu25	～舜禹		
1454	h	iu	35	曉	hiu25	春～，～得		
1455	m	ɔ	55	么	mɔ55	～二三		
1456	m	ɔ	55	吆	mɔ55	～喝		
1457	j	iu	13	杳	jiu23	～无音讯		
1458	f	ɐu	35	剖	fɐu25	解～		
1459	m	ɐu	13	某	mɐu23	～人		
1460	m	ɐu	13	畝	mɐu23	一～田		
1461	m	au	13	牡	mau23	～丹		
1462	m	ɐu	13	母	mɐu23	父～	mɐu23	1
1463	m	ɐu	13	拇	mɐu23	～指		
1464	m	ɐu	31	戊	mɐu31	～戌变法		
1465	m	ɐu	31	茂	mɐu31	～盛；～名（地名）		
1466	m	ɐu	31	貿	mɐu31	外～，～易		
1467	t	ɐu	55	兜	tɐu55	～风		
1468	t	ɐu	13	斗	tɐu23	十升为一斗	tɐu23	1
1469	t	ɐu	35	抖	tɐu25	发～		
1470	t	ou	35	陡	tou25	斜度大，～峭		
1471	t	ɐu	13	鬥	tɐu23	～争，批～		
1472	tʰ	ɐu	55	偷	tʰɐu55	小～		
1473	tʰ	ɐu	35	敨	tʰɐu25	～气（呼吸）		
1474	tʰ	ɐu	13	透	tʰɐu23	～明		
1475	tʰ	ɐu	21	頭	tʰɐu21	开～		
1476	tʰ	ɐu	21	投	tʰɐu21	～降		
1477	t	ɐu	31	豆	tɐu31	黄～	tɐu31	1
1478	t	ɐu	31	逗	tɐu31	～留，～号		
1479	t	ɐu	31	逗	tɐu31	水～		
1480	l	ɐu	21	樓	lɐu21	～下		
1481				簍		竹～，字纸～		
1482	l	ɐu	13	摟	lɐu23	搂抱		
1483	l	ɐu	31	漏	lɐu31	～水，～斗	lɐu31	1
1484	l	ɐu	31	陋	lɐu31	简～		
1485	tʃ	ɐu	35	走	tʃɐu25	行走	tʃɐu25	1
1486	tʃ	ɐu	13	奏	tʃɐu23	节～		
1487	tʃʰ	ɐu	13	湊	tʃʰɐu23	～数，～热闹		
1488	ʃ	ɐu	13	嗽	ʃɐu23	咳～		
1489		ɐu	55	勾	ɐu55	～心斗角，～引		
1490		ɐu	55	鉤	ɐu55	鱼～		
1491	kʰ	ɐu	55	溝	kʰɐu55	～通		
1492	k	ɐu	35	狗	kɐu25	狗		
1493	k	ɐu	35	苟	kɐu25	～且偷生		
1494	k	ɐu	13	夠	kɐu23	足～		
1495	k	ɐu	13	垢	kɐu23	水～		
1496	kʰ	ɐu	13	構	kʰɐu23	结～，～造		
1497	kʰ	ɐu	13	購	kʰɐu23	采～，收～		
1498		ɐu	55	勾	ɐu55	～当		
1499	kʰ	ɐu	55	摳	kʰɐu55	挖		
1500	h	ɐu	35	口	hɐu25	～头，开～	hɐu25	1
1501	h	ɐu	35	口	hɐu25	一～饭	hɐu25	1
1502	kʰ	ɐu	13	叩	kʰɐu23	～头		
1503	kʰ	ɐu	13	扣	kʰɐu23	～钱，～压		
1504	kʰ	ɐu	13	寇	kʰɐu23	姓，～准；倭～		
1505		ɐu	13	藕	ɐu23	～断丝连，莲～		
1506		ɐu	13	偶	ɐu23	配～，～然		
1507	h	ɐu	21	侯	hɐu21	姓；诸侯		
1508	h	ɐu	21	喉	hɐu21	～咙		
1509	h	ɐu	21	猴	hɐu21	猴子		
1510	h	ɐu	31	後	hɐu31	～生，～来[文]		
1511	h	ɐu	31	後	hɐu31	～日[白]		
1512	h	ɐu	31	后	hɐu31	皇～		
1513	h	ɐu	13	厚	hɐu23	忠～	hɐu23	1
1514	h	ɐu	31	候	hɐu31	～车室，等～		
1515		ɐu	55	歐	ɐu55	～洲；姓		
1516	kʰ	ui	55	区	kʰui55	姓		
1517				甌		瓦器；建～（地名）		
1518		ɐu	35	嘔	ɐu25	～吐		
1519		ɐu	55	毆	ɐu55	～打		
1520		ɐu	13	漚	ɐu23	久浸水中，～坏，～肥		
1521		ɐu	13	慪	ɐu23	～气		
1522	f	ɐu	35	否	fɐu25	是～，～定		
1523	f	u	13	富	fu23	丰～，～贵	fu23	1
1524	f	u	13	副	fu23	正～		
1525	f	ɐu	21	浮	fɐu21	轻～，～力；云～（地名）		
1526	pʰ	ou	21	浮	pʰou21	～起来[白]		
1527	f	u	31	負	fu31	～责，～担		
1528	f	u	13	婦	fu23	～女[文]		
1529	f	u	13	婦	fu23	新～（儿媳）[白]		
1530	f	u	13	婦	fu23	～娘[白]		
1531	f	ok	5	復	fok5	反～		
1532	m	ɐu	21	謀	mɐu21	计～，～财害命		
1533	m	au	21	矛	mau21	～盾	mau21	1
1534	l	ɐu	35	紐	lɐu25	纽扣；～约（地名）		
1535	l	ɐu	35	扭	lɐu25	～面帕，～动		
1536	l	ɐu	21	流	lɐu21	河～[文]	lɐu21	1
1537	l	ɐu	21	流	lɐu21	～汗[白]	lɐu21	1
1538	l	ɐu	21	劉	lɐu21	姓		
1539	l	ɐu	21	留	lɐu21	～级，停～		
1540	l	ɐu	21	榴	lɐu21	石～，～莲		
1541	l	ɐu	21	硫	lɐu21	～磺		
1542	l	ɐu	21	琉	lɐu21	～璃		
1543	l	ɐu	13	柳	lɐu23	～树		
1544	l	ɐu	21	溜	lɐu21	～走		
1545	l	ɐu	21	溜	lɐu21	～滑梯		
1546	l	ɐu	31	餾	lɐu31	蒸～水，～粄		
1547	l	iu	31	廖	liu31	姓		
1548	tʃʰ	iu	55	揫	tʃʰiu55	揪头发		
1549	tʃ	ɐu	35	酒	tʃɐu25	～精		
1550	tʃʰ	ɐu	55	秋	tʃʰɐu55	～天；～千	tʃʰɐu55	1
1551	tʃ	ɐu	31	就	tʃɐu31	成～，～去	tʃɐu31	1
1552	ʃ	ɐu	55	修	ʃɐu55	装～，～正	ʃɐu55	1
1553	ʃ	ɐu	55	羞	ʃɐu55	～愧		
1554	ʃ	ɐu	13	秀	ʃɐu23	清～，～才	ʃɐu23	1
1555	ʃ	ɐu	13	繡	ʃɐu23	～花		
1556	ʃ	ok	5	宿	ʃok5	星～		
1557	ʃ	ɐu	13	銹	ʃɐu23	铁～		
1558	tʃʰ	ɐu	21	囚	tʃʰɐu21	～犯		
