汉字	注释	左云	右玉	平鲁	河曲	偏关	保德	临县	兴县	神木	府谷	佳县	清水河	和林格尔	托克托	准格尔旗	伊金霍洛旗	东胜	包头
岩		꜁iɛ	꜁iɛ	꜁iᴇ	꜁iɛ	꜁iɪ	꜁iʌŋ	꜁nie	꜁iẽn	꜁iɛ	꜁iæ	꜁iæ̃	꜁iɛ	꜁iɛ	꜁iɛ	꜁ie	꜁ie	꜁ie	꜁ie
嵌		ʨʰiɛ꜄	ʨʰiaʔ꜆/ʨʰiɛ꜄	ʨʰiᴇ꜄	ʨʰiɛ꜄	ʨʰiɪ꜄	ʨʰiʌŋ꜄	ʨʰie꜄	ʨʰiæ̃꜄	ʨʰiɛ꜄	ʨʰiæ꜄	ʨʰiæ̃꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄
黏		꜁niɛ	꜁niɛ	꜁niᴇ	꜁niɛ	꜁niɪ	꜁niʌŋ	꜁nie	꜁ʐẽn	꜁ʐɛ	꜁ʐæ	꜁ʐʅɛ	꜁niɛ	꜁niɛ	꜁niɛ	꜁nie	꜁nie	꜁nie	꜁ȵie
歼		꜀ʨiɛ	꜀ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜀ʨiɪ	꜀ʨiʌŋ	꜀ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜀ʨie	꜀ʨiɛ	꜀ʨiɛ	꜀ʨiɛ	꜀ʨie	꜀ʨie	꜀ʨie	꜀ʨie
渐		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
瞻		꜀ʦæ	꜀tʂæ	꜀ʦæ	꜀ʦæ	꜀tʂæ	꜀tʂʌŋ	꜀tʂæ	꜀ʦẽn	꜀tʂɛ	꜀tʂæ	꜀tʂæ̃	꜀ʦɛ	꜀ʦæ̃	꜀ʦæ̃	꜀tʂɛ̃	꜀tʂæ	꜀tʂɛ	꜀ʦæ̃
陕		꜂sæ	꜂ʂæ	꜀sæ	꜀sæ	꜂ʂæ	꜀ʂʌŋ	꜂ʂʅə	꜀ʂẽn	꜀ʂɛ	꜀ʂæ	꜂ʂʅɛ	꜂sɛ	꜂sæ̃	꜂sæ̃	꜂ʂɛ̃	꜂ʂæ	꜂ʂɛ	꜂sæ̃
检		꜂ʨiɛ	꜂ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜂ʨiɪ	꜀ʨiʌŋ	꜂ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜂ʨie	꜂ʨiɛ	꜂ʨiɛ	꜂ʨiɛ	꜂ʨie	꜂ʨie	꜂ʨie	꜂ʨie
钳		꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiᴇ	꜁ʨʰiɛ	꜁ʨʰiɪ	꜁ʨʰiʌŋ	꜁ʨʰie	꜁ʨʰiẽn	꜁ʨʰiɛ	꜁ʨʰiæ	꜁ʨʰi	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie
验		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	ie꜄	iẽn꜄	iɛ꜄	iæ꜄	ie꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
淹		꜀iɛ	꜀iɛ	꜀iᴇ	꜀iɛ	꜀iɪ	꜀iʌŋ	꜀ie	꜀iẽn	꜁iɛ	꜀iæ	꜀ŋie	꜀iɛ	꜀iɛ	꜀iɛ	꜀ie	꜀ie	꜀ie	꜀ie
盐		꜁iɛ	꜁iɛ	꜁iᴇ	꜁iɛ	꜁iɪ	꜁iʌŋ	꜁ie	꜁iẽn	꜁iɛ	꜁iæ	꜁ie	꜁iɛ	꜁iɛ	꜁iɛ	꜁ie	꜁ie	꜁ie	꜁ie
焰		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	ie꜄	iẽn꜄	iɛ꜄	iæ꜄	ie꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
接		ʨiaʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiɛʔ꜆	ʨiɛʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiɛʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiaʔ꜆	ʨiɛʔ꜆	ʨiɤʔ꜆	ʨiəʔ꜆	ʨiʌʔ꜆
折		ʦaʔ꜆	tʂaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂᴀʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂᴀʔ꜆	ʦaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂaʔ꜆	tʂɤʔ꜆	tʂəʔ꜆	ʦʌʔ꜆
叶		iɛ꜄	iɛ꜄	iᴇ꜄	iɛʔ꜆	iɛʔ꜆	iɛ꜄	iəʔ꜇	iəʔ꜇	iəʔ꜆	iəʔ꜆	iɛʔ꜇	iaʔ꜆	iʌʔ꜆	iaʔ꜆	iɛʔ꜆	iɤʔ꜆	iəʔ꜆	iʌʔ꜆
剑		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
欠		ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰiᴇ꜄	ʨʰiɛ꜄	ʨʰiɪ꜄	ʨʰiʌŋ꜄	ʨʰie꜄	ʨʰiẽn꜄	ʨʰiɛ꜄	ʨʰiæ꜄	ʨʰie꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄
酽		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	nie꜄	iẽn꜄	iɛ꜄	iæ꜄	ie꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
业		iaʔ꜆	iaʔ꜆/iɛ꜄	iʌʔ꜆	iɛʔ꜆	iɛʔ꜆	꜁iɛ	iəʔ꜇	iəʔ꜆	iəʔ꜆	iəʔ꜆	iᴀʔ꜆	iaʔ꜆	iʌʔ꜆	iaʔ꜆	iɛʔ꜆	iɤʔ꜆	iəʔ꜆	iʌʔ꜆
店		tiɛ꜄	tiɛ꜄	tiᴇ꜄	tiɛ꜄	tiɪ꜄	tiʌŋ꜄	tie꜄	tiẽn꜄	tiɛ꜄	tiæ꜄	tie꜄	tiɛ꜄	tiɛ꜄	tiɛ꜄	tie꜄	tie꜄	tie꜄	tie꜄
舔		꜂tʰiɛ	꜂tʰiɛ	꜀ʨʰiᴇ	꜀tʰiɛ	꜂tʰiɪ	꜀tʰiʌŋ	꜂tʰie	꜀tʰiẽn	꜀tʰiɛ	꜀tʰiæ	꜂tʰie	꜂tʰiɛ	꜂tʰiɛ	꜂tʰiɛ	꜂tʰie	꜂tʰie	꜂tʰie	꜂tʰie
甜		꜁tʰiɛ	꜁tʰiɛ	꜁ʨʰiᴇ	꜁tʰiɛ	꜁tʰiɪ	꜁tʰiʌŋ	꜁tʰie	꜁tʰiẽn	꜁tʰiɛ	꜁tʰiæ	꜁tʰie	꜁tʰiɛ	꜁tʰiɛ	꜁tʰiɛ	꜁tʰie	꜁tʰie	꜁tʰie	꜁tʰie
兼		꜀ʨiɛ	꜀ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜀ʨiɪ	꜀ʨiʌŋ	꜀ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜀ʨie	꜀ʨiɛ	꜀ʨiɛ	꜀ʨiɛ	꜀ʨie	꜀ʨie	꜀ʨie	꜀ʨie
谦		꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiᴇ	꜀ʨʰiɛ	꜀ʨʰiɪ	꜀ʨʰiʌŋ	꜀ʨʰie	꜀ʨʰiẽn	꜀ʨʰiɛ	꜀ʨʰiæ	꜀ʨʰie	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie
歉		ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰiᴇ꜄	ʨʰiɛ꜄	ʨʰiɪ꜄	ʨʰiʌŋ꜄	ʨʰie꜄	ʨʰiẽn꜄	ʨʰiɛ꜄	ʨʰiæ꜄	ʨʰie꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰiɛ꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄	ʨʰie꜄
嫌		꜁ɕiɛ	꜁ɕiɛ	꜁ɕiᴇ	꜁ɕiɛ	꜁ɕiɪ	꜁ɕiʌŋ	꜁ɕie	꜁ɕiẽn	꜁ɕiɛ	꜁ɕiæ	꜁ɕie	꜁ɕiɛ	꜁ɕiɛ	꜁ɕiɛ	꜁ɕie	꜁ɕie	꜁ɕie	꜁ɕie
跌		tiaʔ꜆	tiaʔ꜆	tiʌʔ꜆	tiɛʔ꜆	tiɛʔ꜆	tiəʔ꜆	tiəʔ꜆	tiəʔ꜆	tiəʔ꜆	tiəʔ꜆	tiɛʔ꜆	tiaʔ꜆	tiʌʔ꜆	tiaʔ꜆	tiɛʔ꜆	tiɤʔ꜆	tiəʔ꜆	tiʌʔ꜆
碟		꜁tiɛ	tiɛ꜄	꜁tiᴇ	tiɛʔ꜆	tiɛʔ꜆	꜁tiɛ	tʰiəʔ꜇	tʰiəʔ꜇	tiəʔ꜆	tiəʔ꜆	tiɛʔ꜇	tiaʔ꜆	tiʌʔ꜆	tiaʔ꜆	tiɛʔ꜆	tiɤʔ꜆	tiəʔ꜆	tiʌʔ꜆
协		ɕiaʔ꜆	ɕiaʔ꜆/꜁ɕiɛ	ɕiʌʔ꜆	ɕiɛʔ꜆	ɕiɛʔ꜆	ɕiəʔ꜆	꜁ɕie	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiɛʔ꜆	ɕiaʔ꜆	ɕiʌʔ꜆	ɕiaʔ꜆	ɕiɛʔ꜆	ɕiɤʔ꜆	ɕiəʔ꜆	ɕiʌʔ꜆
泛		fæ꜄	fæ꜄	fæ꜄	fæ꜄	fæ꜄	fʌŋ꜄	fæ꜄	xuæ̃꜄	fɛ꜄	fæ꜄	fæ̃꜄	fɛ꜄	fæ̃꜄	fæ̃꜄	fɛ̃꜄	fæ꜄	fɛ꜄	fæ̃꜄
法		faʔ꜆	faʔ꜆	fʌʔ꜆	faʔ꜆	꜁fa	꜁fᴀ	faʔ꜆	xuaʔ꜆	faʔ꜆	fɑʔ꜆	fᴀʔ꜆	faʔ꜆	fʌʔ꜆	faʔ꜆	faʔ꜆	fʌʔ꜆	fʌʔ꜆	fʌʔ꜆
禀		꜂piəɣ	꜂piə̃ɣ	꜀piəɯ	꜀piɤŋ	꜂piɤŋ	꜀piəŋ	꜂piə̃	꜀piəŋ	꜀piɤ̃	꜀piəŋ	꜂piəŋ	꜂piɤŋ	꜂piəŋ	꜂piəŋ	꜂piəŋ	꜂piɤŋ	꜂piəŋ	꜂piəŋ
临		꜁liəɣ	꜁liə̃ɣ	꜁liəɯ	꜁liɤŋ	꜁liɤŋ	꜁liəŋ	꜁liə̃	꜁liəŋ	꜁liɤ̃	꜁liəŋ	꜁liəŋ	꜁liɤŋ	꜁liəŋ	꜁liəŋ	꜁liəŋ	꜁liɤŋ	꜁liəŋ	꜁liəŋ
寝		꜂ʨʰiəɣ	꜂ʨʰiə̃ɣ	꜀ʨʰiəɯ	꜀ʨʰiɤŋ	꜂ʨʰiɤŋ	꜀ʨʰiəŋ	꜂ʨʰiə̃	꜀ʨʰiəŋ	꜀ʨʰiɤ̃	꜀ʨʰiəŋ	꜂ʨʰiəŋ	꜂ʨʰiɤŋ	꜂ʨʰiəŋ	꜂ʨʰiəŋ	꜂ʨʰiəŋ	꜂ʨʰiɤŋ	꜂ʨʰiəŋ	꜂ʨʰiəŋ
寻		꜁ɕiəɣ	꜁ɕiə̃ɣ/꜁ɕyə̃ɣ	꜁ɕiəɯ	꜁ɕiɤŋ	꜁ɕiɤŋ	꜁ɕiəŋ/꜁ɕyəŋ	꜁sə̃	꜁səŋ	꜁sɤ̃	꜁ɕiəŋ	꜁səŋ	꜁ɕiɤŋ/꜁ɕyɤŋ	꜁ɕiəŋ	꜁ɕiəŋ	꜁ɕiəŋ	꜁ɕiɤŋ	꜁ɕiəŋ	꜁ɕiəŋ
参	人参	꜀səɣ	꜀sə̃ɣ	꜀səɯ	꜀sɤŋ	꜀sɤŋ	꜀səŋ	꜀sə̃	꜀səŋ	꜀sɤ̃	꜀səŋ	꜀səŋ	꜀sɤŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀sɤŋ	꜀səŋ	꜀səŋ
斟		꜀ʦəɣ	꜀tʂə̃ɣ	꜀ʦəɯ	꜀ʦɤŋ	꜀tʂɤŋ	꜀tʂəŋ	꜀tʂə̃	꜀tʂəŋ	꜀tʂɤ̃	꜀tʂəŋ	꜀tʂəŋ	꜀ʦɤŋ	꜀ʦəŋ	꜀ʦəŋ	꜀tʂəŋ	꜀tʂɤŋ	꜀tʂəŋ	꜀ʦəŋ
渗		səɣ꜄	ʂə̃ɣ꜄	səɯ꜄	sɤŋ꜄	sɤŋ꜄	səŋ꜄	sə̃꜄	səŋ꜄	sɤ̃꜄	ʂəŋ꜄	səŋ꜄	sɤŋ꜄	səŋ꜄	səŋ꜄	səŋ꜄	sɤŋ꜄	səŋ꜄	səŋ꜄
枕		꜂ʦəɣ	꜂tʂə̃ɣ	꜀ʦəɯ	꜀ʦɤŋ	꜂tʂɤŋ	꜀tʂəŋ	꜂tʂə̃	꜀tʂəŋ	꜀tʂɤ̃	꜀tʂəŋ	꜂tʂəŋ	꜂ʦɤŋ	꜂ʦəŋ	꜂ʦəŋ	꜂tʂəŋ	꜂ʦɤŋ	꜂tʂəŋ	꜂ʦəŋ
沈		꜂səɣ	꜂ʂə̃ɣ	꜀səɯ	꜀sɤŋ	꜂ʂɤŋ	꜀ʂəŋ	꜂ʂə̃	꜀ʂəŋ	꜀ʂɤ̃	꜀ʂəŋ	꜂ʂəŋ	꜂sɤŋ	꜂səŋ	꜂səŋ	꜂ʂəŋ	꜂ʂɤŋ	꜂ʂəŋ	꜂səŋ
甚		səɣ꜄	ʂə̃ɣ꜄	səɯ꜄	sɤŋ꜄	ʂɤŋ꜄	ʂəŋ꜄	ʂə̃꜄	ʂəŋ꜄	ʂɤ̃꜄	ʂəŋ꜄	ʂəŋ꜄	sɤŋ꜄	səŋ꜄	səŋ꜄	ʂəŋ꜄	ʂɤŋ꜄	ʂəŋ꜄	səŋ꜄
襟		꜀ʨiəɣ	꜀ʨiə̃ɣ	꜀ʨiəɯ	꜀ʨiɤŋ	꜀ʨiɤŋ	꜀ʨiəŋ	꜀ʨiə̃	꜀ʨiəŋ	꜀ʨiɤ̃	꜀ʨiəŋ	꜀ʨiəŋ	꜀ʨiɤŋ	꜀ʨiəŋ	꜀ʨiəŋ	꜀ʨiəŋ	꜀ʨiɤŋ	꜀ʨiəŋ	꜀ʨiəŋ
锦		꜂ʨiəɣ	꜂ʨiə̃ɣ	꜀ʨiəɯ	꜀ʨiɤŋ	꜂ʨiɤŋ	꜀ʨiəŋ	꜂ʨiə̃	꜀ʨiəŋ	꜀ʨiɤ̃	꜀ʨiəŋ	꜂ʨiəŋ	꜂ʨiɤŋ	꜂ʨiəŋ	꜂ʨiəŋ	꜂ʨiəŋ	꜂ʨiɤŋ	꜂ʨiəŋ	꜂ʨiəŋ
禁	禁止	ʨiəɣ꜄	ʨiə̃ɣ꜄	ʨiəɯ꜄	ʨiɤŋ꜄	ʨiɤŋ꜄	ʨiəŋ꜄	ʨiə̃꜄	ʨiəŋ꜄	ʨiɤ̃꜄	ʨiəŋ꜄	ʨiəŋ꜄	ʨiɤŋ꜄	ʨiəŋ꜄	ʨiəŋ꜄	ʨiəŋ꜄	ʨiɤŋ꜄	ʨiəŋ꜄	ʨiəŋ꜄
钦		꜀ʨʰiəɣ	꜀ʨʰiə̃ɣ	꜀ʨʰiəɯ	꜀ʨʰiɤŋ	꜀ʨʰiɤŋ	꜀ʨʰiəŋ	꜀ʨʰiə̃	꜀ʨʰiəŋ	꜀ʨʰiɤ̃	꜀ʨʰiəŋ	꜀ʨʰiəŋ	꜀ʨʰiɤŋ	꜀ʨʰiəŋ	꜀ʨʰiəŋ	꜀ʨʰiəŋ	꜀ʨʰiɤŋ	꜀ʨʰiəŋ	꜀ʨʰiəŋ
禽		꜁ʨʰiəɣ	꜁ʨʰiə̃ɣ	꜁ʨʰiəɯ	꜁ʨʰiɤŋ	꜁ʨʰiɤŋ	꜁ʨʰiəŋ	꜁ʨʰiə̃	꜁ʨʰiəŋ	꜁ʨʰiɤ̃	꜁ʨʰiəŋ	꜁ʨʰiəŋ	꜁ʨʰiɤŋ	꜁ʨʰiəŋ	꜁ʨʰiəŋ	꜁ʨʰiəŋ	꜁ʨʰiɤŋ	꜁ʨʰiəŋ	꜁ʨʰiəŋ
饮	饮酒	꜂iəɣ	꜂iə̃ɣ	꜀iəɯ	꜀iɤŋ	꜂iɤŋ	꜀iəŋ	꜂iə̃	꜀iəŋ	꜀iɤ̃	꜀iəŋ	꜂iəŋ	꜂iɤŋ	꜂iəŋ	꜂iəŋ	꜂iəŋ	꜂iɤŋ	꜂iəŋ	꜂iəŋ
音		꜀iəɣ	꜀iə̃ɣ	꜀iəɯ	꜀iɤŋ	꜀iɤŋ	꜀iəŋ	꜀iə̃	꜀iəŋ	꜁iɤ̃	꜀iəŋ	꜀iəŋ	꜀iɤŋ	꜀iəŋ	꜀iəŋ	꜀iəŋ	꜀iɤŋ	꜀iəŋ	꜀iəŋ
立		liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜇	liəʔ꜇	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liɤʔ꜆	liəʔ꜆	liəʔ꜆
习		ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜇	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiɤʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆
涩		saʔ꜆	saʔ꜆	sʌʔ꜆	səʔ꜆	səʔ꜆	səʔ꜆	ʂaʔ꜇	səʔ꜆	səʔ꜆	səʔ꜆	ʂᴀʔ꜆	saʔ꜆	sʌʔ꜆	saʔ꜆	səʔ꜆	sɤʔ꜆	səʔ꜆	sʌʔ꜆
蛰		ʦaʔ꜆	tʂəʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂᴀʔ꜆	꜁tʂᴀ	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	ʦaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂaʔ꜆	tʂɤʔ꜆	tʂəʔ꜆	ʦʌʔ꜆
十		səʔ꜆	ʂəʔ꜆	səʔ꜆	səʔ꜆	ʂəʔ꜆	ʂəʔ꜆	ʂəʔ꜇	ʂəʔ꜇	ʂəʔ꜆	ʂəʔ꜆	ʂəʔ꜇	səʔ꜆	səʔ꜆	səʔ꜆	ʂəʔ꜆	ʂɤʔ꜆	ʂəʔ꜆	səʔ꜆
急		ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiɤʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆
吸		ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆	ɕiɤʔ꜆	ɕiəʔ꜆	ɕiəʔ꜆
丹		꜀tæ	꜀tæ	꜀tæ	꜀tæ	꜀tæ	꜀tʌŋ	꜀tæ	꜀tæ̃	꜀tɛ	꜀tæ	꜀tæ̃	꜀tɛ	꜀tæ̃	꜀tæ̃	꜀tɛ̃	꜀tæ	꜀tɛ	꜀tæ̃
旦		tæ꜄	tæ꜄	tæ꜄	tæ꜄	tæ꜄	tʌŋ꜄	tæ꜄	tæ̃꜄	tɛ꜄	tæ꜄	tæ̃꜄	tɛ꜄	tæ̃꜄	tæ̃꜄	tɛ̃꜄	tæ꜄	tɛ꜄	tæ̃꜄
摊		꜀tʰæ	꜀tʰæ	꜀tʰæ	꜀tʰæ	꜀tʰæ	꜀tʰʌŋ	꜀tʰæ	꜀tʰæ̃	꜀tʰɛ	꜀tʰæ	꜀tʰæ̃	꜀tʰɛ	꜀tʰæ̃	꜀tʰæ̃	꜀tʰɛ̃	꜀tʰæ	꜀tʰɛ	꜀tʰæ̃
懒		꜂læ	꜂læ	꜀læ	꜀læ	꜂læ	꜀lʌŋ	꜂læ	꜀læ̃	꜀lɛ	꜀læ	꜂læ̃	꜂lɛ	꜂læ̃	꜂læ̃	꜂lɛ̃	꜂læ	꜂lɛ	꜂læ̃
餐		꜀ʦʰæ	꜀ʦʰæ	꜀ʦʰæ	꜀ʦʰæ	꜀ʦʰæ	꜀ʦʰʌŋ	꜀ʦʰæ	꜀ʦʰæ̃	꜀ʦʰɛ	꜀ʦʰæ	꜀ʦʰæ̃	꜀ʦʰɛ	꜀ʦʰæ̃	꜀ʦʰæ̃	꜀ʦʰɛ̃	꜀ʦʰæ	꜀ʦʰɛ	꜀ʦʰæ̃
竿		꜀kæ	꜀kæ	꜀kæ	꜀kæ	꜀kiæ	꜀kʌŋ	꜀kie	꜀kẽn	꜀kɛ	꜀kæ	꜀kie	꜀kɛ	꜀kæ̃	꜀kæ̃	꜀kɛ̃	꜀kæ	꜀kɛ	꜀kæ̃
安		꜀næ	꜀næ	꜀næ	꜀ŋæ	꜀ŋiæ	꜀ʌŋ	꜀ŋie/꜀ŋæ	꜀ŋẽn	꜀ŋɛ	꜀ŋæ	꜀ŋie	꜀ŋɛ	꜀ŋæ̃	꜀ŋæ̃	꜀ŋɛ̃	꜀ŋæ	꜀ŋɛ	꜀ŋæ̃
按		næ꜄	næ꜄/æ꜄	næ꜄	ŋæ꜄	ŋiæ꜄	ʌŋ꜄	ŋie꜄/ŋæ꜄	ŋẽn꜄	ŋɛ꜄	ŋæ꜄	ŋie꜄/ŋæ̃꜄	ŋɛ꜄	ŋæ̃꜄	ŋæ̃꜄	ŋɛ̃꜄	ŋæ꜄	ŋɛ꜄	ŋæ̃꜄
鼾		꜀xæ	꜀xæ	꜀xæ	꜀xæ	꜀xæ	꜀xʌŋ	꜀xæ	꜀xẽn	xɛ꜄	xæ꜄	꜀xie	꜀xɛ	꜀xæ̃	꜀xæ̃	꜀xɛ̃	꜀xæ	꜀xɛ	꜀xæ̃
汉		xæ꜄	xæ꜄	xæ꜄	xæ꜄	xæ꜄	xʌŋ꜄	xæ꜄	xẽn꜄	xɛ꜄	xæ꜄	xie꜄/xæ̃꜄	xɛ꜄	xæ̃꜄	xæ̃꜄	xɛ̃꜄	xæ꜄	xɛ꜄	xæ̃꜄
韩		꜁xæ	꜁xæ	꜁xæ	꜁xæ	꜁xæ	꜁xʌŋ	꜁xæ	꜁xẽn	꜁xɛ	꜁xæ	꜁xie	꜁xɛ	꜁xæ̃	꜁xæ̃	꜁xɛ̃	꜁xæ	꜁xɛ	꜁xæ̃
旱		xæ꜄	xæ꜄	xæ꜄	xæ꜄	xæ꜄	xʌŋ꜄	xæ꜄	xẽn꜄	xɛ꜄	xæ꜄	xie꜄	xɛ꜄	xæ̃꜄	xæ̃꜄	xɛ̃꜄	xæ꜄	xɛ꜄	xæ̃꜄
擦		ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	꜁ʦʰa	꜁ʦʰᴀ	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰɑʔ꜆	ʦʰᴀʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰʌʔ꜆	ʦʰʌʔ꜆
辣		la꜄	laʔ꜆/la꜄	lʌʔ꜆	laʔ꜆	la꜄	꜁lᴀ	laʔ꜇	laʔ꜇	laʔ꜆	lɑʔ꜆	lᴀʔ꜇	laʔ꜆	lʌʔ꜆	la꜄	lɑ꜄	lʌʔ꜆	lʌʔ꜆	lʌʔ꜆
割		kaʔ꜆	kaʔ꜆/꜀kɤ	kʌʔ꜆	kaʔ꜆	kᴀʔ꜆	꜁kɤ	kəʔ꜆	kəʔ꜆	kəʔ꜆	kəʔ꜆	kəʔ꜆	kaʔ꜆	kʌʔ꜆	kaʔ꜆	kaʔ꜆	kɤʔ꜆	kəʔ꜆	kʌʔ꜆
盼		pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰʌŋ꜄	pʰæ꜄	pʰæ̃꜄	pʰɛ꜄	pʰæ꜄	pʰæ̃꜄	pʰɛ꜄	pʰæ̃꜄	pʰæ̃꜄	pʰɛ̃꜄	pʰæ꜄	pʰɛ꜄	pʰæ̃꜄
瓣		pæ꜄	pæ꜄	pæ꜄	pæ꜄	pæ꜄	pʌŋ꜄	pæ꜄	pæ̃꜄	pɛ꜄	pæ꜄	pæ̃꜄	pɛ꜄	pæ̃꜄	pæ̃꜄	pɛ̃꜄	pæ꜄	pɛ꜄	pæ̃꜄
铲		꜂ʦʰæ	꜂tʂʰæ	꜀ʦʰæ	꜀ʦʰæ	꜂ʦʰæ	꜀ʦʰʌŋ	꜂ʦʰæ	꜀ʦʰæ̃	꜀ʦʰɛ	꜀ʦʰæ	꜂ʦʰæ̃	꜂ʦʰɛ	꜂ʦʰæ̃	꜂ʦʰæ̃	꜂ʦʰɛ̃	꜂ʦʰæ	꜂ʦʰɛ	꜂ʦʰæ̃
