"繁體"	"简体"	"拼音"	"音标"	"注释"	"声"	"韵"	"调"
"剮"	"剐"	"gua2"	"ɟ̊uᴀ˨˩"	""	"ɟ̊"	"uᴀ"	"˨˩"
"剮"	"剐"	"gua3"	"ɟ̊uᴀ˦˧"	"扒衣服"	"ɟ̊"	"uᴀ"	"˦˧"
"寡"	"寡"	"gua3"	"ɟ̊uᴀ˦˧"	""	"ɟ̊"	"uᴀ"	"˦˧"
"拐"	"拐"	"gua3"	"ɟ̊uᴀ˦˧"	"~走"	"ɟ̊"	"uᴀ"	"˦˧"
"卦"	"卦"	"gua4"	"ɟ̊uᴀ˨˦"	""	"ɟ̊"	"uᴀ"	"˨˦"
"掛"	"挂"	"gua4"	"ɟ̊uᴀ˨˦"	""	"ɟ̊"	"uᴀ"	"˨˦"
"褂"	"褂"	"gua4"	"ɟ̊uᴀ˨˦"	""	"ɟ̊"	"uᴀ"	"˨˦"
"啩"	"啩"	"gua4"	"ɟ̊uᴀ˨˦"	""	"ɟ̊"	"uᴀ"	"˨˦"
"誇"	"夸"	"kua1"	"cʰuᴀ˦˥"	""	"cʰ"	"uᴀ"	"˦˥"
"垮"	"垮"	"kua3"	"cʰuᴀ˦˧"	""	"cʰ"	"uᴀ"	"˦˧"
"掛"	"挂"	"kua3"	"cʰuᴀ˦˧"	"丧眉~脸；衣裳~起；~裤子"	"cʰ"	"uᴀ"	"˦˧"
"跨"	"跨"	"kua4"	"cʰuᴀ˨˦"	""	"cʰ"	"uᴀ"	"˨˦"
"胯"	"胯"	"kua4"	"cʰuᴀ˨˦"	"文读"	"cʰ"	"uᴀ"	"˨˦"
"绔"	"绔"	"kua4"	"cʰuᴀ˨˦"	""	"cʰ"	"uᴀ"	"˨˦"
"袴"	"袴"	"kua4"	"cʰuᴀ˨˦"	""	"cʰ"	"uᴀ"	"˨˦"
"花"	"花"	"hua1"	"çuᴀ˦˥"	""	"ç"	"uᴀ"	"˦˥"
"化"	"化"	"hua1"	"çuᴀ˦˥"	"怀~"	"ç"	"uᴀ"	"˦˥"
"華"	"华"	"hua2"	"çuᴀ˨˩"	""	"ç"	"uᴀ"	"˨˩"
"劃"	"划"	"hua2"	"çuᴀ˨˩"	"~船"	"ç"	"uᴀ"	"˨˩"
"搳"	"搳"	"hua2"	"çuᴀ˨˩"	""	"ç"	"uᴀ"	"˨˩"
"滑"	"滑"	"hua2"	"çuᴀ˨˩"	""	"ç"	"uᴀ"	"˨˩"
"猾"	"猾"	"hua2"	"çuᴀ˨˩"	""	"ç"	"uᴀ"	"˨˩"
"嘩"	"哗"	"hua3"	"çuᴀ˦˧"	""	"ç"	"uᴀ"	"˦˧"
"華"	"华"	"hua4"	"çuᴀ˨˦"	"姓；~山"	"ç"	"uᴀ"	"˨˦"
"畫"	"画"	"hua4"	"çuᴀ˨˦"	""	"ç"	"uᴀ"	"˨˦"
"劃"	"划"	"hua4"	"çuᴀ˨˦"	"笔~；~分；~钱"	"ç"	"uᴀ"	"˨˦"
"話"	"话"	"hua4"	"çuᴀ˨˦"	""	"ç"	"uᴀ"	"˨˦"
"化"	"化"	"hua4"	"çuᴀ˨˦"	""	"ç"	"uᴀ"	"˨˦"
"蛙"	"蛙"	"ua1"	"ɦuᴀ˦˥"	""	"ɦ"	"uᴀ"	"˦˥"
"哇"	"哇"	"ua1"	"ɦuᴀ˦˥"	"文读"	"ɦ"	"uᴀ"	"˦˥"
"媧"	"娲"	"ua1"	"ɦuᴀ˦˥"	""	"ɦ"	"uᴀ"	"˦˥"
"挖"	"挖"	"ua1"	"ɦuᴀ˦˥"	""	"ɦ"	"uᴀ"	"˦˥"
"𢰸"	"𢰸"	"ua1"	"ɦuᴀ˦˥"	"~亡，指做事过分，毫无底线"	"ɦ"	"uᴀ"	"˦˥"
"腌"	"腌"	"ua1"	"ɦuᴀ˦˥"	"文读"	"ɦ"	"uᴀ"	"˦˥"
"娃"	"娃"	"ua2"	"ɦuᴀ˨˩"	""	"ɦ"	"uᴀ"	"˨˩"
"襪"	"袜"	"ua2"	"ɦuᴀ˨˩"	""	"ɦ"	"uᴀ"	"˨˩"
"瓦"	"瓦"	"ua3"	"ɦuᴀ˦˧"	""	"ɦ"	"uᴀ"	"˦˧"
"挖"	"挖"	"ua3"	"ɦuᴀ˦˧"	"用瓢~"	"ɦ"	"uᴀ"	"˦˧"
"碗"	"碗"	"ua3"	"ɦuᴀ˦˧"	"~儿糕"	"ɦ"	"uᴀ"	"˦˧"
"哇"	"哇"	"ua3"	"ɦuᴀ˦˧"	"语气词，表示惊讶"	"ɦ"	"uᴀ"	"˦˧"
"窪"	"洼"	"ua4"	"ɦuᴀ˨˦"	""	"ɦ"	"uᴀ"	"˨˦"
"鴰"	"鸹"	"ua4"	"ɦuᴀ˨˦"	""	"ɦ"	"uᴀ"	"˨˦"
"凹"	"凹"	"ua4"	"ɦuᴀ˨˦"	""	"ɦ"	"uᴀ"	"˨˦"
"波"	"波"	"bo1"	"b̥ɔ˦˥"	""	"b̥"	"ɔ"	"˦˥"
"玻"	"玻"	"bo1"	"b̥ɔ˦˥"	""	"b̥"	"ɔ"	"˦˥"
"菠"	"菠"	"bo1"	"b̥ɔ˦˥"	""	"b̥"	"ɔ"	"˦˥"
"鉢"	"钵"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"撥"	"拨"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"鈸"	"钹"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"脖"	"脖"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"博"	"博"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"膊"	"膊"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"縛"	"缚"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"薄"	"薄"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"剝"	"剥"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"駁"	"驳"	"bo2"	"b̥ɔ˨˩"	""	"b̥"	"ɔ"	"˨˩"
"雹"	"雹"	"bo2"	"b̥ɔ˨˩"	"~子"	"b̥"	"ɔ"	"˨˩"
"簸"	"簸"	"bo3"	"b̥ɔ˦˧"	""	"b̥"	"ɔ"	"˦˧"
"跛"	"跛"	"bo3"	"b̥ɔ˦˧"	"文读"	"b̥"	"ɔ"	"˦˧"
"播"	"播"	"bo4"	"b̥ɔ˨˦"	""	"b̥"	"ɔ"	"˨˦"
"薄"	"薄"	"bo4"	"b̥ɔ˨˦"	"~荷"	"b̥"	"ɔ"	"˨˦"
"撥"	"拨"	"bo4"	"b̥ɔ˨˦"	"~款"	"b̥"	"ɔ"	"˨˦"
"坡"	"坡"	"po1"	"pʰɔ˦˥"	""	"pʰ"	"ɔ"	"˦˥"
"潑"	"泼"	"po2"	"pʰɔ˨˩"	""	"pʰ"	"ɔ"	"˨˩"
"撥"	"拨"	"po2"	"pʰɔ˨˩"	"挑~"	"pʰ"	"ɔ"	"˨˩"
"婆"	"婆"	"po2"	"pʰɔ˨˩"	""	"pʰ"	"ɔ"	"˨˩"
"颇"	"颇"	"po3"	"pʰɔ˦˧"	""	"pʰ"	"ɔ"	"˦˧"
"剖"	"剖"	"po3"	"pʰɔ˦˧"	""	"pʰ"	"ɔ"	"˦˧"
"破"	"破"	"po4"	"pʰɔ˨˦"	""	"pʰ"	"ɔ"	"˨˦"
"剖"	"剖"	"po4"	"pʰɔ˨˦"	"~开；~鱼"	"pʰ"	"ɔ"	"˨˦"
"磨"	"磨"	"mo1"	"mᵇɔ˦˥"	"~时间"	"mᵇ"	"ɔ"	"˦˥"
"摩"	"摩"	"mo1"	"mᵇɔ˦˥"	""	"mᵇ"	"ɔ"	"˦˥"
"摹"	"摹"	"mo1"	"mᵇɔ˦˥"	""	"mᵇ"	"ɔ"	"˦˥"
"摸"	"摸"	"mo1"	"mᵇɔ˦˥"	""	"mᵇ"	"ɔ"	"˦˥"
"模"	"模"	"mo1"	"mᵇɔ˦˥"	"~仿；~拟；~糊；楷~；字~；~特"	"mᵇ"	"ɔ"	"˦˥"
"麼"	"么"	"mo1"	"mᵇɔ˦˥"	"什~；这~；那~"	"mᵇ"	"ɔ"	"˦˥"
"磨"	"磨"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"蘑"	"蘑"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"魔"	"魔"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"末"	"末"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"沫"	"沫"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"茉"	"茉"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"莫"	"莫"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"膜"	"膜"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"寞"	"寞"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"牟"	"牟"	"mo2"	"mᵇɔ˨˩"	"释迦~尼"	"mᵇ"	"ɔ"	"˨˩"
"無"	"无"	"mo2"	"mᵇɔ˨˩"	"南~，佛教用语"	"mᵇ"	"ɔ"	"˨˩"
"麼"	"么"	"mo2"	"mᵇɔ˨˩"	"文读"	"mᵇ"	"ɔ"	"˨˩"
"麼"	"麽"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"麼"	"庅"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"么"	"么"	"mo2"	"mᵇɔ˨˩"	""	"mᵇ"	"ɔ"	"˨˩"
"嚒"	"嚒"	"mo2"	"mᵇɔ˨˩"	"文读"	"mᵇ"	"ɔ"	"˨˩"
"抹"	"抹"	"mo3"	"mᵇɔ˦˧"	""	"mᵇ"	"ɔ"	"˦˧"
"磨"	"磨"	"mo4"	"mᵇɔ˨˦"	"推~杠"	"mᵇ"	"ɔ"	"˨˦"
"多"	"多"	"do1"	"d̥ɔ˦˥"	""	"d̥"	"ɔ"	"˦˥"
"哆"	"哆"	"do1"	"d̥ɔ˦˥"	""	"d̥"	"ɔ"	"˦˥"
"朵"	"朵"	"do1"	"d̥ɔ˦˥"	"耳~"	"d̥"	"ɔ"	"˦˥"
"奪"	"夺"	"do2"	"d̥ɔ˨˩"	""	"d̥"	"ɔ"	"˨˩"
"鐸"	"铎"	"do2"	"d̥ɔ˨˩"	""	"d̥"	"ɔ"	"˨˩"
"戳"	"戳"	"do2"	"d̥ɔ˨˩"	"白读"	"d̥"	"ɔ"	"˨˩"
"篤"	"笃"	"do2"	"d̥ɔ˨˩"	"白读"	"d̥"	"ɔ"	"˨˩"
"朵"	"朵"	"do3"	"d̥ɔ˦˧"	"量词"	"d̥"	"ɔ"	"˦˧"
"躲"	"躲"	"do3"	"d̥ɔ˦˧"	""	"d̥"	"ɔ"	"˦˧"
"舵"	"舵"	"do4"	"d̥ɔ˨˦"	""	"d̥"	"ɔ"	"˨˦"
"馱"	"驮"	"do4"	"d̥ɔ˨˦"	"~起，指安放；一~，量词"	"d̥"	"ɔ"	"˨˦"
"惰"	"惰"	"do4"	"d̥ɔ˨˦"	""	"d̥"	"ɔ"	"˨˦"
"墮"	"堕"	"do4"	"d̥ɔ˨˦"	""	"d̥"	"ɔ"	"˨˦"
"剁"	"剁"	"do4"	"d̥ɔ˨˦"	""	"d̥"	"ɔ"	"˨˦"
"跺"	"跺"	"do4"	"d̥ɔ˨˦"	""	"d̥"	"ɔ"	"˨˦"
"拖"	"拖"	"to1"	"tʰɔ˦˥"	""	"tʰ"	"ɔ"	"˦˥"
"雀"	"雀"	"to1"	"tʰɔ˦˥"	"~巴，指最后一名"	"tʰ"	"ɔ"	"˦˥"
"馱"	"驮"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"托"	"托"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"託"	"讬"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"砣"	"砣"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"陀"	"陀"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"駝"	"驼"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"坨"	"坨"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"佗"	"佗"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"它"	"它"	"to2"	"tʰɔ˨˩"	"~~，泛指团状物或特指拳头"	"tʰ"	"ɔ"	"˨˩"
"脫"	"脱"	"to2"	"tʰɔ˨˩"	""	"tʰ"	"ɔ"	"˨˩"
"妥"	"妥"	"to3"	"tʰɔ˦˧"	""	"tʰ"	"ɔ"	"˦˧"
"唾"	"唾"	"to3"	"tʰɔ˦˧"	""	"tʰ"	"ɔ"	"˦˧"
"脫"	"脱"	"to3"	"tʰɔ˦˧"	"~肛"	"tʰ"	"ɔ"	"˦˧"
"囉"	"啰"	"lo1"	"l̃ɔ˦˥"	""	"l̃"	"ɔ"	"˦˥"
"籮"	"箩"	"lo1"	"l̃ɔ˦˥"	"一挝~，指一大堆"	"l̃"	"ɔ"	"˦˥"
"咯"	"咯"	"lo1"	"l̃ɔ˦˥"	"白读2"	"l̃"	"ɔ"	"˦˥"
"了"	"了"	"lo1"	"l̃ɔ˦˥"	"白读3"	"l̃"	"ɔ"	"˦˥"
"搙"	"搙"	"lo1"	"l̃ɔ˦˥"	""	"l̃"	"ɔ"	"˦˥"
"雀"	"雀"	"lo1"	"l̃ɔ˦˥"	"~巴，指最后一名"	"l̃"	"ɔ"	"˦˥"
"挪"	"挪"	"lo1"	"l̃ɔ˦˥"	"~动"	"l̃"	"ɔ"	"˦˥"
"羅"	"罗"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"鑼"	"锣"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"籮"	"箩"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"蘿"	"萝"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"騾"	"骡"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"螺"	"螺"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"腡"	"脶"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"洛"	"洛"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"落"	"落"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"駱"	"骆"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"酪"	"酪"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"絡"	"络"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"烙"	"烙"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"咯"	"咯"	"lo2"	"l̃ɔ˨˩"	"文读"	"l̃"	"ɔ"	"˨˩"
"樂"	"乐"	"lo2"	"l̃ɔ˨˩"	"快~"	"l̃"	"ɔ"	"˨˩"
"諾"	"诺"	"lo2"	"l̃ɔ˨˩"	"~言"	"l̃"	"ɔ"	"˨˩"
"挪"	"挪"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"儺"	"傩"	"lo2"	"l̃ɔ˨˩"	""	"l̃"	"ɔ"	"˨˩"
"難"	"难"	"lo2"	"l̃ɔ˨˩"	"阿~"	"l̃"	"ɔ"	"˨˩"
"裸"	"裸"	"lo3"	"l̃ɔ˦˧"	""	"l̃"	"ɔ"	"˦˧"
"諾"	"诺"	"lo3"	"l̃ɔ˦˧"	"唯唯~~"	"l̃"	"ɔ"	"˦˧"
"謱"	"謱"	"lo3"	"l̃ɔ˦˧"	""	"l̃"	"ɔ"	"˦˧"
"了"	"了"	"lo3"	"l̃ɔ˦˧"	"白读2"	"l̃"	"ɔ"	"˦˧"
"咯"	"咯"	"lo3"	"l̃ɔ˦˧"	"白读1"	"l̃"	"ɔ"	"˦˧"
"糯"	"糯"	"lo4"	"l̃ɔ˨˦"	""	"l̃"	"ɔ"	"˨˦"
"摞"	"摞"	"lo4"	"l̃ɔ˨˦"	""	"l̃"	"ɔ"	"˨˦"
"諾"	"诺"	"lo4"	"l̃ɔ˨˦"	""	"l̃"	"ɔ"	"˨˦"
"作"	"作"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"昨"	"昨"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"著"	"着"	"zo2"	"tsɔ˨˩"	"文读"	"ts"	"ɔ"	"˨˩"
"桌"	"桌"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"卓"	"卓"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"茁"	"茁"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"琢"	"琢"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"捉"	"捉"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"鐲"	"镯"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"酌"	"酌"	"zo2"	"tsɔ˨˩"	""	"ts"	"ɔ"	"˨˩"
"撮"	"撮"	"zo2"	"tsɔ˨˩"	"白读1"	"ts"	"ɔ"	"˨˩"
"佐"	"佐"	"zo2"	"tsɔ˨˩"	"~料"	"ts"	"ɔ"	"˨˩"
"左"	"左"	"zo3"	"tsɔ˦˧"	""	"ts"	"ɔ"	"˦˧"
"佐"	"佐"	"zo3"	"tsɔ˦˧"	""	"ts"	"ɔ"	"˦˧"
"這"	"这"	"zo3"	"tsɔ˦˧"	"“这个”合音"	"ts"	"ɔ"	"˦˧"
"坐"	"坐"	"zo4"	"tsɔ˨˦"	""	"ts"	"ɔ"	"˨˦"
"座"	"座"	"zo4"	"tsɔ˨˦"	""	"ts"	"ɔ"	"˨˦"
"佐"	"佐"	"zo4"	"tsɔ˨˦"	"扎~"	"ts"	"ɔ"	"˨˦"
"搓"	"搓"	"co1"	"tsʰɔ˦˥"	""	"tsʰ"	"ɔ"	"˦˥"
"蹉"	"蹉"	"co1"	"tsʰɔ˦˥"	""	"tsʰ"	"ɔ"	"˦˥"
"撮"	"撮"	"co2"	"tsʰɔ˨˩"	"文读"	"tsʰ"	"ɔ"	"˨˩"
"拙"	"拙"	"co2"	"tsʰɔ˨˩"	""	"tsʰ"	"ɔ"	"˨˩"
"輟"	"辍"	"co2"	"tsʰɔ˨˩"	""	"tsʰ"	"ɔ"	"˨˩"
"戳"	"戳"	"co2"	"tsʰɔ˨˩"	"文读"	"tsʰ"	"ɔ"	"˨˩"
"綽"	"绰"	"co2"	"tsʰɔ˨˩"	""	"tsʰ"	"ɔ"	"˨˩"
"促"	"促"	"co2"	"tsʰɔ˨˩"	"短~；急~"	"tsʰ"	"ɔ"	"˨˩"
"齪"	"龊"	"co2"	"tsʰɔ˨˩"	""	"tsʰ"	"ɔ"	"˨˩"
"濁"	"浊"	"co2"	"tsʰɔ˨˩"	"白读"	"tsʰ"	"ɔ"	"˨˩"
"作"	"作"	"co2"	"tsʰɔ˨˩"	"~业"	"tsʰ"	"ɔ"	"˨˩"
"昨"	"昨"	"co2"	"tsʰɔ˨˩"	"~天"	"tsʰ"	"ɔ"	"˨˩"
"鑿"	"凿"	"co2"	"tsʰɔ˨˩"	""	"tsʰ"	"ɔ"	"˨˩"
"挫"	"挫"	"co4"	"tsʰɔ˨˦"	""	"tsʰ"	"ɔ"	"˨˦"
"銼"	"锉"	"co4"	"tsʰɔ˨˦"	""	"tsʰ"	"ɔ"	"˨˦"
"唑"	"唑"	"co4"	"tsʰɔ˨˦"	""	"tsʰ"	"ɔ"	"˨˦"
"錯"	"错"	"co4"	"tsʰɔ˨˦"	""	"tsʰ"	"ɔ"	"˨˦"
"措"	"措"	"co4"	"tsʰɔ˨˦"	""	"tsʰ"	"ɔ"	"˨˦"
"鑿"	"凿"	"co4"	"tsʰɔ˨˦"	"~子"	"tsʰ"	"ɔ"	"˨˦"
"娑"	"娑"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"蓑"	"蓑"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"簑"	"簑"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"梭"	"梭"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"唆"	"唆"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"嗦"	"嗦"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"趖"	"趖"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"桫"	"桫"	"so1"	"sɔ˦˥"	""	"s"	"ɔ"	"˦˥"
"說"	"说"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"率"	"率"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"蟀"	"蟀"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"索"	"索"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"朔"	"朔"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"碩"	"硕"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"勺"	"勺"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"芍"	"芍"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"縮"	"缩"	"so2"	"sɔ˨˩"	""	"s"	"ɔ"	"˨˩"
"鎖"	"锁"	"so3"	"sɔ˦˧"	""	"s"	"ɔ"	"˦˧"
"瑣"	"琐"	"so3"	"sɔ˦˧"	""	"s"	"ɔ"	"˦˧"
"朔"	"朔"	"so3"	"sɔ˦˧"	"阳~"	"s"	"ɔ"	"˦˧"
"碩"	"硕"	"so3"	"sɔ˦˧"	"~大；肥~；丰~"	"s"	"ɔ"	"˦˧"
"若"	"若"	"ro2"	"zɔ˨˩"	""	"z"	"ɔ"	"˨˩"
"弱"	"弱"	"ro2"	"zɔ˨˩"	""	"z"	"ɔ"	"˨˩"
"歌"	"歌"	"go1"	"ɟ̊ɔ˦˥"	""	"ɟ̊"	"ɔ"	"˦˥"
"哥"	"哥"	"go1"	"ɟ̊ɔ˦˥"	""	"ɟ̊"	"ɔ"	"˦˥"
"鍋"	"锅"	"go1"	"ɟ̊ɔ˦˥"	""	"ɟ̊"	"ɔ"	"˦˥"
"戈"	"戈"	"go1"	"ɟ̊ɔ˦˥"	""	"ɟ̊"	"ɔ"	"˦˥"
"鴿"	"鸽"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"割"	"割"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"葛"	"葛"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"各"	"各"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"閣"	"阁"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"擱"	"搁"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"咯"	"咯"	"go2"	"ɟ̊ɔ˨˩"	"~~叫"	"ɟ̊"	"ɔ"	"˨˩"
"郭"	"郭"	"go2"	"ɟ̊ɔ˨˩"	""	"ɟ̊"	"ɔ"	"˨˩"
"個"	"个"	"go2"	"ɟ̊ɔ˨˩"	"~人"	"ɟ̊"	"ɔ"	"˨˩"
"角"	"角"	"go2"	"ɟ̊ɔ˨˩"	"㮟㮟~~；三~形；牛~"	"ɟ̊"	"ɔ"	"˨˩"
"覺"	"觉"	"go2"	"ɟ̊ɔ˨˩"	"不警不~"	"ɟ̊"	"ɔ"	"˨˩"
"過"	"过"	"go2"	"ɟ̊ɔ˨˩"	"用……方式"	"ɟ̊"	"ɔ"	"˨˩"
"果"	"果"	"go3"	"ɟ̊ɔ˦˧"	""	"ɟ̊"	"ɔ"	"˦˧"
"裹"	"裹"	"go3"	"ɟ̊ɔ˦˧"	""	"ɟ̊"	"ɔ"	"˦˧"
"個"	"个"	"go4"	"ɟ̊ɔ˨˦"	""	"ɟ̊"	"ɔ"	"˨˦"
"箇"	"个"	"go4"	"ɟ̊ɔ˨˦"	""	"ɟ̊"	"ɔ"	"˨˦"
"過"	"过"	"go4"	"ɟ̊ɔ˨˦"	""	"ɟ̊"	"ɔ"	"˨˦"
"咯"	"咯"	"go4"	"ɟ̊ɔ˨˦"	"鸡~~"	"ɟ̊"	"ɔ"	"˨˦"
"軻"	"轲"	"ko1"	"cʰɔ˦˥"	""	"cʰ"	"ɔ"	"˦˥"
"柯"	"柯"	"ko1"	"cʰɔ˦˥"	""	"cʰ"	"ɔ"	"˦˥"
"苛"	"苛"	"ko1"	"cʰɔ˦˥"	""	"cʰ"	"ɔ"	"˦˥"
"科"	"科"	"ko1"	"cʰɔ˦˥"	""	"cʰ"	"ɔ"	"˦˥"
"棵"	"棵"	"ko1"	"cʰɔ˦˥"	""	"cʰ"	"ɔ"	"˦˥"
"顆"	"颗"	"ko1"	"cʰɔ˦˥"	"一~路；一~线"	"cʰ"	"ɔ"	"˦˥"
"敲"	"敲"	"ko1"	"cʰɔ˦˥"	"白读"	"cʰ"	"ɔ"	"˦˥"
"磕"	"磕"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"瞌"	"瞌"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"渴"	"渴"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"殼"	"壳"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"廓"	"廓"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"榷"	"榷"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"搉"	"搉"	"ko2"	"cʰɔ˨˩"	""	"cʰ"	"ɔ"	"˨˩"
"可"	"可"	"ko3"	"cʰɔ˦˧"	""	"cʰ"	"ɔ"	"˦˧"
"坷"	"坷"	"ko3"	"cʰɔ˦˧"	""	"cʰ"	"ɔ"	"˦˧"
"顆"	"颗"	"ko3"	"cʰɔ˦˧"	""	"cʰ"	"ɔ"	"˦˧"
"課"	"课"	"ko4"	"cʰɔ˨˦"	""	"cʰ"	"ɔ"	"˨˦"
"騍"	"骒"	"ko4"	"cʰɔ˨˦"	""	"cʰ"	"ɔ"	"˨˦"
"擱"	"搁"	"ko4"	"cʰɔ˨˦"	"放置"	"cʰ"	"ɔ"	"˨˦"
