漢字	聲部	韻部	聲	韻	調類
䵥	鶯亦	春公入		uʔ	4
文	鶯亦	春公		uŋ	5
玟	鶯亦	春公		uŋ	5
雯	鶯亦	春公		uŋ	5
紋	鶯亦	春公		uŋ	5
蚊	鶯亦	春公		uŋ	5
紜	鶯亦	春公		uŋ	5
芸	鶯亦	春公		uŋ	5
耘	鶯亦	春公		uŋ	5
云	鶯亦	春公		uŋ	5
聞	鶯亦	春公		uŋ	5
䎹	鶯亦	春公		uŋ	5
炆	鶯亦	春公		uŋ	5
沄	鶯亦	春公		uŋ	5
忶	鶯亦	春公		uŋ	5
运	鶯亦	春公		uŋ	5
鼤	鶯亦	春公		uŋ	5
魰	鶯亦	春公		uŋ	5
螡	鶯亦	春公		uŋ	5
蟁	鶯亦	春公		uŋ	5
問	鶯亦	春公		uŋ	7
韻	鶯亦	春公		uŋ	7
韵	鶯亦	春公		uŋ	7
紊	鶯亦	春公		uŋ	7
汶	鶯亦	春公		uŋ	7
運	鶯亦	春公		uŋ	7
𤸫	鶯亦	春公		uŋ	7
妏	鶯亦	春公		uŋ	7
抆	鶯亦	春公		uŋ	7
暈	鶯亦	春公		uŋ	7
勿	鶯亦	春公入		uʔ	8
物	鶯亦	春公入		uʔ	8
岉	鶯亦	春公入		uʔ	8
𣃦	鶯亦	春公入		uʔ	8
昒	鶯亦	春公入		uʔ	8
㫚	鶯亦	春公入		uʔ	8
沕	鶯亦	春公入		uʔ	8
芴	鶯亦	春公入		uʔ	8
暈	鶯亦	光		uoŋ	7
翁	非風	春公	h	uŋ	1
塕	鶯亦	東江		øŋ	3
繆	蒙美	秋周	m	iu	5
繆	蒙美	秋周	m	iu	7
万	鶯亦	歡官		uaŋ	7
鶩	鶯亦	孤姑		u	7
儚	蒙美	春公	m	uŋ	1
懵	蒙美	春公	m	uŋ	2
懞	蒙美	春公	m	uŋ	2
夢	蒙美	春公	m	uŋ	3
梦	蒙美	春公	m	uŋ	3
㝱	蒙美	春公	m	uŋ	3
𪇓	蒙美	春公	m	uŋ	3
懜	蒙美	春公	m	uŋ	3
没	蒙美	春公入	m	uʔ	4
蒙	蒙美	春公	m	uŋ	5
幪	蒙美	春公	m	uŋ	5
濛	蒙美	春公	m	uŋ	5
朦	蒙美	春公	m	uŋ	5
矇	蒙美	春公	m	uŋ	5
瞢	蒙美	春公	m	uŋ	5
艨	蒙美	春公	m	uŋ	5
䙩	蒙美	春公	m	uŋ	5
曚	蒙美	春公	m	uŋ	5
饛	蒙美	春公	m	uŋ	5
𨱨	蒙美	春公	m	uŋ	5
𩴲	蒙美	春公	m	uŋ	5
𪇓	蒙美	春公	m	uŋ	5
㩚	蒙美	春公	m	uŋ	5
𨞫	蒙美	春公	m	uŋ	5
𨮵	蒙美	春公	m	uŋ	5
靀	蒙美	春公	m	uŋ	5
𩦺	蒙美	春公	m	uŋ	5
悶	蒙美	春公	m	uŋ	7
㥃	蒙美	春公	m	uŋ	7
懣	蒙美	春公	m	uŋ	7
木	蒙美	春公入	m	uʔ	8
沐	蒙美	春公入	m	uʔ	8
没	蒙美	春公入	m	uʔ	8
殁	蒙美	春公入	m	uʔ	8
歾	蒙美	春公入	m	uʔ	8
穆	蒙美	春公入	m	uʔ	8
繆	蒙美	春公入	m	uʔ	8
睦	蒙美	春公入	m	uʔ	8
牧	蒙美	春公入	m	uʔ	8
𩵦	蒙美	春公入	m	uʔ	8
炑	蒙美	春公入	m	uʔ	8
䊾	蒙美	春公入	m	uʔ	8
毣	蒙美	春公入	m	uʔ	8
万	蒙美	春公入	m	uʔ	8
目	蒙美	春公入	m	uʔ	8
苜	蒙美	春公入	m	uʔ	8
㾇	蒙美	春公入	m	uʔ	8
霂	蒙美	春公入	m	uʔ	8
莯	蒙美	春公入	m	uʔ	8
坶	蒙美	春公入	m	uʔ	8
蚞	蒙美	春公入	m	uʔ	8
楘	蒙美	春公入	m	uʔ	8
𨍎	蒙美	春公入	m	uʔ	8
鶩	蒙美	春公入	m	uʔ	8
㥃	蒙美	釭綱	m	ouŋ	3
夢	蒙美	東江	m	øŋ	3
梦	蒙美	東江	m	øŋ	3
目	蒙美	東江入	m	øʔ	8
木	蒙美	東江入	m	øʔ	8
椿	曾之	歡官	ts	uaŋ	1
春	出	春公	tsʰ	uŋ	1
萅	出	春公	tsʰ	uŋ	1
椿	出	春公	tsʰ	uŋ	1
聰	出	春公	tsʰ	uŋ	1
驄	出	春公	tsʰ	uŋ	1
騘	出	春公	tsʰ	uŋ	1
炪	曾之	光入	ts	uoʔ	4
𪂹	出	春公	tsʰ	uŋ	1
㷓	出	春公	tsʰ	uŋ	1
葱	出	春公	tsʰ	uŋ	1
𨡮	出	春公	tsʰ	uŋ	1
𩬼	出	春公	tsʰ	uŋ	1
䐋	出	春公	tsʰ	uŋ	1
暰	出	春公	tsʰ	uŋ	1
鰆	出	春公	tsʰ	uŋ	1
橁	出	春公	tsʰ	uŋ	1
鶞	出	春公	tsʰ	uŋ	1
㮔	出	春公	tsʰ	uŋ	1
杶	出	春公	tsʰ	uŋ	1
蠢	出	春公	tsʰ	uŋ	2
惷	出	春公	tsʰ	uŋ	2
睶	出	春公	tsʰ	uŋ	2
𨙔	出	春公	tsʰ	uŋ	2
𢾜	出	春公	tsʰ	uŋ	2
踳	出	春公	tsʰ	uŋ	2
㿤	出	春公	tsʰ	uŋ	2
萶	出	春公	tsʰ	uŋ	2
䮞	出	春公	tsʰ	uŋ	2
賰	出	春公	tsʰ	uŋ	2
䦮	出	春公	tsʰ	uŋ	2
𢧔	出	春公	tsʰ	uŋ	2
春	出	春公	tsʰ	uŋ	2
䐏	出	春公	tsʰ	uŋ	2
出	出	春公入	tsʰ	uʔ	4
炪	出	春公入	tsʰ	uʔ	4
椿	曾之	釭綱	ts	ouŋ	1
葱	出	東江	tsʰ	øŋ	1
芾	非風	雞圭	h	ie	3
茇	邊	山干入	p	aʔ	8
馮	邊	賓京	p	iŋ	5
渢	非風	歡官	h	uaŋ	5
艴	邊	光入	p	uoʔ	8
風	非風	春公	h	uŋ	1
楓	非風	春公	h	uŋ	1
瘋	非風	春公	h	uŋ	1
丰	非風	春公	h	uŋ	1
峯	非風	春公	h	uŋ	1
峰	非風	春公	h	uŋ	1
鋒	非風	春公	h	uŋ	1
烽	非風	春公	h	uŋ	1
㷭	非風	春公	h	uŋ	1
吩	非風	春公	h	uŋ	1
分	非風	春公	h	uŋ	1
芬	非風	春公	h	uŋ	1
紛	非風	春公	h	uŋ	1
氛	非風	春公	h	uŋ	1
封	非風	春公	h	uŋ	1
葑	非風	春公	h	uŋ	1
葷	非風	春公	h	uŋ	1
豊	非風	春公	h	uŋ	1
酆	非風	春公	h	uŋ	1
昐	非風	春公	h	uŋ	1
棼	非風	春公	h	uŋ	1
肦	非風	春公	h	uŋ	1
猦	非風	春公	h	uŋ	1
蘴	非風	春公	h	uŋ	1
犎	非風	春公	h	uŋ	1
栙	非風	春公	h	uŋ	1
麷	非風	春公	h	uŋ	1
灃	非風	春公	h	uŋ	1
帉	非風	春公	h	uŋ	1
𣬩	非風	春公	h	uŋ	1
𩃼	非風	春公	h	uŋ	1
靊	非風	春公	h	uŋ	1
粉	非風	春公	h	uŋ	2
憤	非風	春公	h	uŋ	2
忿	非風	春公	h	uŋ	2
坌	非風	春公	h	uŋ	2
坋	非風	春公	h	uŋ	2
哄	非風	春公	h	uŋ	2
閧	非風	春公	h	uŋ	2
嗊	非風	春公	h	uŋ	2
𩒓	非風	春公	h	uŋ	2
𩡱	非風	春公	h	uŋ	2
鱝	非風	春公	h	uŋ	2
㱵	非風	春公	h	uŋ	2
訓	非風	春公	h	uŋ	3
𡏰	非風	春公	h	uŋ	3
𢷥	非風	春公	h	uŋ	3
瀵	非風	春公	h	uŋ	3
煈	非風	春公	h	uŋ	3
俸	非風	春公	h	uŋ	3
奮	非風	春公	h	uŋ	3
諷	非風	春公	h	uŋ	3
賵	非風	春公	h	uŋ	3
𠙒	非風	春公	h	uŋ	3
僨	非風	春公	h	uŋ	3
𪇑	非風	春公	h	uŋ	3
福	非風	春公入	h	uʔ	4
笰	非風	春公入	h	uʔ	4
翇	非風	春公入	h	uʔ	4
茇	非風	春公入	h	uʔ	4
帗	非風	春公入	h	uʔ	4
黻	非風	春公入	h	uʔ	4
紱	非風	春公入	h	uʔ	4
冹	非風	春公入	h	uʔ	4
幅	非風	春公入	h	uʔ	4
輻	非風	春公入	h	uʔ	4
蝠	非風	春公入	h	uʔ	4
馥	非風	春公入	h	uʔ	4
弗	非風	春公入	h	uʔ	4
艴	非風	春公入	h	uʔ	4
彿	非風	春公入	h	uʔ	4
怫	非風	春公入	h	uʔ	4
𢘍	非風	春公入	h	uʔ	4
髴	非風	春公入	h	uʔ	4
韍	非風	春公入	h	uʔ	4
祓	非風	春公入	h	uʔ	4
刜	非風	春公入	h	uʔ	4
茀	非風	春公入	h	uʔ	4
芾	非風	春公入	h	uʔ	4
蝮	非風	春公入	h	uʔ	4
𩮘	非風	春公入	h	uʔ	4
䀟	非風	春公入	h	uʔ	4
𩋨	非風	春公入	h	uʔ	4
䞞	非風	春公入	h	uʔ	4
復	非風	春公入	h	uʔ	4
拂	非風	春公入	h	uʔ	4
雲	非風	春公	h	uŋ	5
紅	非風	春公	h	uŋ	5
灴	非風	春公	h	uŋ	5
鴻	非風	春公	h	uŋ	5
虹	非風	春公	h	uŋ	5
焚	非風	春公	h	uŋ	5
燌	非風	春公	h	uŋ	5
炃	非風	春公	h	uŋ	5
墳	非風	春公	h	uŋ	5
洪	非風	春公	h	uŋ	5
𢊱	非風	春公	h	uŋ	5
逢	非風	春公	h	uŋ	5
馮	非風	春公	h	uŋ	5
䰟	非風	春公	h	uŋ	5
魂	非風	春公	h	uŋ	5
渾	非風	春公	h	uŋ	5
洚	非風	春公	h	uŋ	5
渢	非風	春公	h	uŋ	5
𧡡	非風	春公	h	uŋ	5
瘒	非風	春公	h	uŋ	5
㿎	非風	春公	h	uŋ	5
䮝	非風	春公	h	uŋ	5
𢴢	非風	春公	h	uŋ	5
䫹	非風	春公	h	uŋ	5
羵	非風	春公	h	uŋ	5
渱	非風	春公	h	uŋ	5
饙	非風	春公	h	uŋ	5
餴	非風	春公	h	uŋ	5
霟	非風	春公	h	uŋ	5
訌	非風	春公	h	uŋ	5
轒	非風	春公	h	uŋ	5
䪦	非風	春公	h	uŋ	5
䡣	非風	春公	h	uŋ	5
浲	非風	春公	h	uŋ	5
鳳	非風	春公	h	uŋ	7
混	非風	春公	h	uŋ	7
溷	非風	春公	h	uŋ	7
䛰	非風	春公	h	uŋ	7
餛	非風	春公	h	uŋ	7
奉	非風	春公	h	uŋ	7
分	非風	春公	h	uŋ	7
𦞢	非風	春公	h	uŋ	7
𦡵	非風	春公	h	uŋ	7
佛	非風	春公入	h	uʔ	8
𠏹	非風	春公入	h	uʔ	8
岪	非風	春公入	h	uʔ	8
坲	非風	春公入	h	uʔ	8
咈	非風	春公入	h	uʔ	8
伏	非風	春公入	h	uʔ	8
茯	非風	春公入	h	uʔ	8
袱	非風	春公入	h	uʔ	8
栿	非風	春公入	h	uʔ	8
服	非風	春公入	h	uʔ	8
鵩	非風	春公入	h	uʔ	8
箙	非風	春公入	h	uʔ	8
𦩟	非風	春公入	h	uʔ	8
菔	非風	春公入	h	uʔ	8
洚	非風	釭綱	h	ouŋ	5
鮄	非風	春公入	h	uʔ	8
㚕	非風	春公入	h	uʔ	8
㪄	非風	春公入	h	uʔ	8
𧼗	非風	春公入	h	uʔ	8
𧳂	非風	春公入	h	uʔ	8
澓	非風	春公入	h	uʔ	8
𪀢	非風	春公入	h	uʔ	8
𩢰	非風	春公入	h	uʔ	8
𥪚	非風	春公入	h	uʔ	8
𩎧	非風	春公入	h	uʔ	8
紅	鶯亦	東江		øŋ	5
瓜	求	花瓜	k	ua	1
𱞌	求	花瓜	k	ua	1
苽	求	花瓜	k	ua	1
𠛒	求	花瓜	k	ua	1
𥄼	求	花瓜	k	ua	1
㧓	求	花瓜	k	ua	1
媧	求	花瓜	k	ua	1
寡	求	花瓜	k	ua	2
剮	求	花瓜	k	ua	2
叧	求	花瓜	k	ua	2
卦	求	花瓜	k	ua	3
掛	求	花瓜	k	ua	3
挂	求	花瓜	k	ua	3
罣	求	花瓜	k	ua	3
詿	求	花瓜	k	ua	3
褂	求	花瓜	k	ua	3
㡁	求	花瓜	k	ua	3
絓	求	花瓜	k	ua	3
𠛒	鶯亦	花瓜		ua	1
媧	鶯亦	過朱		uo	1
袴	氣悉	孤姑	kʰ	u	3
誇	氣悉	花瓜	kʰ	ua	1
侉	氣悉	花瓜	kʰ	ua	1
姱	氣悉	花瓜	kʰ	ua	1
恗	氣悉	花瓜	kʰ	ua	1
𠇗	氣悉	花瓜	kʰ	ua	1
䠸	氣悉	花瓜	kʰ	ua	1
荂	氣悉	花瓜	kʰ	ua	1
髁	氣悉	花瓜	kʰ	ua	2
跨	氣悉	花瓜	kʰ	ua	3
胯	氣悉	花瓜	kʰ	ua	3
袴	氣悉	花瓜	kʰ	ua	3
咵	氣悉	花瓜	kʰ	ua	3
𡕒	氣悉	花瓜	kʰ	ua	3
夸	氣悉	花瓜	kʰ	ua	3
骻	氣悉	花瓜	kʰ	ua	3
姱	氣悉	花瓜	kʰ	ua	3
摣	蒙美	嘉佳	m	a	1
抓	曾之	花瓜	ts	ua	1
摣	曾之	花瓜	ts	ua	1
掃	時授	歌高	s	ɔ	2
耍	時授	花瓜	s	ua	2
洒	時授	花瓜	s	ua	2
灑	時授	花瓜	s	ua	2
葰	時授	花瓜	s	ua	2
𣳳	時授	花瓜	s	ua	2
𥸗	時授	花瓜	s	ua	2
躧	時授	花瓜	s	ua	2
掃	時授	花瓜	s	ua	2
埽	時授	花瓜	s	ua	2
掃	時授	郊交	s	au	3
埽	時授	郊交	s	au	3
踝	求	歪乖	k	uai	2
鴉	鶯亦	嘉佳		a	1
鵶	鶯亦	嘉佳		a	1
啞	鶯亦	嘉佳		a	2
洿	鶯亦	孤姑		u	1
汙	鶯亦	孤姑		u	1
畫	非風	燈庚入	h	eiʔ	8
劃	非風	燈庚入	h	eiʔ	8
騧	鶯亦	花瓜		ua	1
𩢍	鶯亦	花瓜		ua	1
蛙	鶯亦	花瓜		ua	1
鼃	鶯亦	花瓜		ua	1
䵷	鶯亦	花瓜		ua	1
娃	鶯亦	花瓜		ua	1
哇	鶯亦	花瓜		ua	1
洼	鶯亦	花瓜		ua	1
劃	鶯亦	花瓜		ua	1
呱	鶯亦	花瓜		ua	1
𠹁	鶯亦	花瓜		ua	1
窊	鶯亦	花瓜		ua	1
溛	鶯亦	花瓜		ua	1
汙	鶯亦	花瓜		ua	1
洿	鶯亦	花瓜		ua	1
鴉	鶯亦	花瓜		ua	1
鵶	鶯亦	花瓜		ua	1
蝸	鶯亦	花瓜		ua	1
䫚	鶯亦	花瓜		ua	1
搲	鶯亦	花瓜		ua	1
窪	鶯亦	花瓜		ua	1
𡗷	鶯亦	花瓜		ua	1
𥧰	鶯亦	花瓜		ua	1
啞	鶯亦	花瓜		ua	1
踝	鶯亦	花瓜		ua	2
𩸄	鶯亦	花瓜		ua	2
輠	鶯亦	花瓜		ua	2
倮	鶯亦	花瓜		ua	2
撾	鶯亦	花瓜		ua	3
攨	鶯亦	花瓜		ua	3
𧲇	鶯亦	花瓜入		uak	4
划	鶯亦	花瓜		ua	5
畫	鶯亦	花瓜		ua	7
画	鶯亦	花瓜		ua	7
𠚇	鶯亦	花瓜		ua	7
話	鶯亦	花瓜		ua	7
擭	鶯亦	花瓜		ua	7
鱯	鶯亦	花瓜		ua	7
畫	鶯亦	花瓜入		uak	8
蝸	鶯亦	過朱		uo	1
撾	鶯亦	過朱		uo	1
𦧉	鶯亦	花瓜入		uak	8
划	非風	花瓜	h	ua	5
瓦	語鳥	花瓜	ŋ	ua	2
㼘	語鳥	花瓜	ŋ	ua	2
𡧗	語鳥	花瓜	ŋ	ua	3
尳	語鳥	花瓜入	ŋ	uak	4
瓦	語鳥	花瓜	ŋ	ua	7
尳	語鳥	花瓜入	ŋ	uak	8
𤆬	出	花瓜	tsʰ	ua	3
華	非風	花瓜	h	ua	5
皣	鶯亦	天堅入		ieʔ	4
花	非風	花瓜	h	ua	1
華	非風	花瓜	h	ua	1
𨶱	非風	花瓜	h	ua	1
𨣄	非風	花瓜	h	ua	1
樺	非風	花瓜	h	ua	1
觟	非風	花瓜	h	ua	2
化	非風	花瓜	h	ua	3
叱	非風	花瓜	h	ua	3
𠯒	非風	花瓜	h	ua	3
𩵏	非風	花瓜	h	ua	3
𩲏	非風	花瓜	h	ua	3
𦰗	非風	花瓜	h	ua	5
蕐	非風	花瓜	h	ua	5
𡼀	非風	花瓜	h	ua	5
皣	非風	花瓜	h	ua	5
驊	非風	花瓜	h	ua	5
譁	非風	花瓜	h	ua	5
𧑍	非風	花瓜	h	ua	5
鷨	非風	花瓜	h	ua	5
鏵	非風	花瓜	h	ua	5
撶	非風	花瓜	h	ua	5
兩	柳	香姜	l	ioŋ	2
倆	柳	香姜	l	ioŋ	2
魎	柳	香姜	l	ioŋ	2
蜽	柳	香姜	l	ioŋ	2
梁	柳	香姜	l	ioŋ	5
樑	柳	香姜	l	ioŋ	5
粱	柳	香姜	l	ioŋ	5
糧	柳	香姜	l	ioŋ	5
粮	柳	香姜	l	ioŋ	5
量	柳	香姜	l	ioŋ	5
良	柳	香姜	l	ioŋ	5
俍	柳	香姜	l	ioŋ	5
踉	柳	香姜	l	ioŋ	5
凉	柳	香姜	l	ioŋ	5
㹁	柳	香姜	l	ioŋ	5
䝶	柳	香姜	l	ioŋ	5
𨄈	柳	香姜	l	ioŋ	5
輬	柳	香姜	l	ioŋ	5
惊	柳	香姜	l	ioŋ	5
椋	柳	香姜	l	ioŋ	5
蜋	柳	香姜	l	ioŋ	5
𩗬	柳	香姜	l	ioŋ	5
亮	柳	香姜	l	ioŋ	7
諒	柳	香姜	l	ioŋ	7
喨	柳	香姜	l	ioŋ	7
兩	柳	香姜	l	ioŋ	7
輛	柳	香姜	l	ioŋ	7
痕	柳	香姜	l	ioŋ	7
緉	柳	香姜	l	ioŋ	7
倞	柳	香姜	l	ioŋ	7
涼	柳	香姜	l	ioŋ	7
㾗	柳	香姜	l	ioŋ	7
畧	柳	香姜入	l	ioʔ	8
略	柳	香姜入	l	ioʔ	8
掠	柳	香姜入	l	ioʔ	8
𪅅	柳	香姜入	l	ioʔ	8
䂮	柳	香姜入	l	ioʔ	8
惊	求	賓京	k	iŋ	1
倞	求	賓京	k	iŋ	7
痕	非風	釭綱	h	ouŋ	5
楗	求	聲正入	k	iaʔ	8
揵	求	聲正入	k	iaʔ	8
姜	求	香姜	k	ioŋ	1
羗	求	香姜	k	ioŋ	1
薑	求	香姜	k	ioŋ	1
疆	求	香姜	k	ioŋ	1
韁	求	香姜	k	ioŋ	1
涓	求	香姜	k	ioŋ	1
捐	求	香姜	k	ioŋ	1
娟	求	香姜	k	ioŋ	1
搴	氣悉	天堅	kʰ	ieŋ	1
褰	氣悉	天堅	kʰ	ieŋ	1
鵑	求	香姜	k	ioŋ	1
蠲	求	香姜	k	ioŋ	1
橿	求	香姜	k	ioŋ	1
麠	求	香姜	k	ioŋ	1
礓	求	香姜	k	ioŋ	1
裐	求	香姜	k	ioŋ	1
彊	求	香姜	k	ioŋ	1
𪁸	求	香姜	k	ioŋ	1
殭	求	香姜	k	ioŋ	1
𤀌	求	香姜	k	ioŋ	1
僵	求	香姜	k	ioŋ	1
蜣	求	香姜	k	ioŋ	1
睊	求	香姜	k	ioŋ	1
鷁	求	香姜	k	ioŋ	1
蹇	求	香姜	k	ioŋ	2
襁	求	香姜	k	ioŋ	2
强	求	香姜	k	ioŋ	2
謇	求	香姜	k	ioŋ	2
搴	求	香姜	k	ioŋ	2
褰	求	香姜	k	ioŋ	2
罥	求	香姜	k	ioŋ	2
𤠔	求	香姜	k	ioŋ	2
獧	求	香姜	k	ioŋ	2
𩝽	求	香姜	k	ioŋ	2
䞿	求	香姜	k	ioŋ	2
𠐻	求	香姜	k	ioŋ	2
𡾰	求	香姜	k	ioŋ	2
𨇥	求	香姜	k	ioŋ	2
鏹	求	香姜	k	ioŋ	2
儇	求	香姜	k	ioŋ	2
蠉	求	香姜	k	ioŋ	2
懁	求	香姜	k	ioŋ	2
譞	求	香姜	k	ioŋ	2
狷	求	香姜	k	ioŋ	2
建	求	香姜	k	ioŋ	3
絭	求	香姜	k	ioŋ	3
䭈	求	香姜	k	ioŋ	3
犍	求	香姜	k	ioŋ	3
絹	求	香姜	k	ioŋ	3
决	求	香姜入	k	ioʔ	4
訣	求	香姜入	k	ioʔ	4
抉	求	香姜入	k	ioʔ	4
決	求	香姜入	k	ioʔ	4
鴃	求	香姜入	k	ioʔ	4
鵙	求	香姜入	k	ioʔ	4
譎	求	香姜入	k	ioʔ	4
醵	求	香姜入	k	ioʔ	4
𤿩	求	香姜入	k	ioʔ	4
𪈴	求	香姜入	k	ioʔ	4
戄	求	香姜入	k	ioʔ	4
玃	求	香姜入	k	ioʔ	4
訐	求	香姜入	k	ioʔ	4
躩	求	香姜入	k	ioʔ	4
脚	求	香姜入	k	ioʔ	4
孑	求	香姜入	k	ioʔ	4
赽	求	香姜入	k	ioʔ	4
𧝃	求	香姜入	k	ioʔ	4
芵	求	香姜入	k	ioʔ	4
𧢭	求	香姜入	k	ioʔ	4
强	求	香姜	k	ioŋ	5
蔃	求	香姜	k	ioŋ	5
㩖	求	香姜	k	ioŋ	5
健	求	香姜	k	ioŋ	7
謽	求	香姜	k	ioŋ	7
件	求	香姜	k	ioŋ	7
鍵	求	香姜	k	ioŋ	7
踺	求	香姜	k	ioŋ	7
揵	求	香姜	k	ioŋ	7
鞬	求	香姜	k	ioŋ	7
楗	求	香姜	k	ioŋ	7
躩	氣悉	香姜入	kʰ	ioʔ	4
孑	氣悉	香姜入	kʰ	ioʔ	4
醵	氣悉	香姜入	kʰ	ioʔ	8
絹	求	賓京	k	iŋ	3
鷁	鶯亦	賓京入		iʔ	4
褰	氣悉	燈庚	kʰ	eiŋ	1
搴	氣悉	燈庚	kʰ	eiŋ	1
決	氣悉	光入	kʰ	uoʔ	4
戄	非風	光入	h	uoʔ	8
躩	非風	光入	h	uoʔ	8
韁	求	釭綱	k	ouŋ	1
脚	求	橋嬝入	k	iok	4
劇	求	奇迦入	k	iak	8
噱	求	奇迦入	k	iak	8
腔	氣悉	香姜	kʰ	ioŋ	1
𩣼	氣悉	香姜	kʰ	ioŋ	1
𥇉	氣悉	香姜	kʰ	ioŋ	3
唴	氣悉	香姜	kʰ	ioŋ	3
却	氣悉	香姜入	kʰ	ioʔ	4
卻	氣悉	香姜入	kʰ	ioʔ	4
郄	氣悉	香姜入	kʰ	ioʔ	4
钁	氣悉	香姜入	kʰ	ioʔ	4
劇	氣悉	香姜入	kʰ	ioʔ	8
噱	氣悉	香姜入	kʰ	ioʔ	8
臄	氣悉	香姜入	kʰ	ioʔ	8
钁	非風	光入	h	uoʔ	8
張	低聲	香姜	t	ioŋ	1
粻	低聲	香姜	t	ioŋ	1
倀	低聲	香姜	t	ioŋ	1
長	低聲	香姜	t	ioŋ	2
漲	低聲	香姜	t	ioŋ	2
帳	低聲	香姜	t	ioŋ	3
賬	低聲	香姜	t	ioŋ	3
漲	低聲	香姜	t	ioŋ	3
脹	低聲	香姜	t	ioŋ	3
長	低聲	香姜	t	ioŋ	5
萇	低聲	香姜	t	ioŋ	5
腸	低聲	香姜	t	ioŋ	5
䠆	低聲	香姜	t	ioŋ	5
塲	低聲	香姜	t	ioŋ	5
場	低聲	香姜	t	ioŋ	5
瓺	低聲	香姜	t	ioŋ	5
瘍	低聲	香姜	t	ioŋ	5
㙊	低聲	香姜	t	ioŋ	5
丈	低聲	香姜	t	ioŋ	7
仗	低聲	香姜	t	ioŋ	7
漲	他皆	香姜	tʰ	ioŋ	3
瘍	鶯亦	香姜		ioŋ	5
腸	低聲	釭綱	t	ouŋ	5
長	低聲	釭綱	t	ouŋ	5
丈	低聲	釭綱	t	ouŋ	7
暢	他皆	香姜	tʰ	ioŋ	3
𥠴	他皆	香姜	tʰ	ioŋ	3
𦿄	他皆	香姜	tʰ	ioŋ	3
瘬	他皆	香姜	tʰ	ioŋ	3
悵	他皆	香姜	tʰ	ioŋ	3
韔	他皆	香姜	tʰ	ioŋ	3
鬯	他皆	香姜	tʰ	ioŋ	3
杖	他皆	香姜	tʰ	ioŋ	7
章	曾之	香姜	ts	ioŋ	1
璋	曾之	香姜	ts	ioŋ	1
彰	曾之	香姜	ts	ioŋ	1
嫜	曾之	香姜	ts	ioŋ	1
獐	曾之	香姜	ts	ioŋ	1
樟	曾之	香姜	ts	ioŋ	1
漳	曾之	香姜	ts	ioŋ	1
瞕	曾之	香姜	ts	ioŋ	1
將	曾之	香姜	ts	ioŋ	1
漿	曾之	香姜	ts	ioŋ	1
䊢	曾之	香姜	ts	ioŋ	1
斨	曾之	香姜	ts	ioŋ	1
螿	曾之	香姜	ts	ioŋ	1
𢕔	曾之	香姜	ts	ioŋ	1
暲	曾之	香姜	ts	ioŋ	1
麞	曾之	香姜	ts	ioŋ	1
𧽣	曾之	香姜	ts	ioŋ	1
鱂	曾之	香姜	ts	ioŋ	1
𪅂	曾之	香姜	ts	ioŋ	1
騿	曾之	香姜	ts	ioŋ	1
摪	曾之	香姜	ts	ioŋ	1
慞	曾之	香姜	ts	ioŋ	1
鏘	曾之	香姜	ts	ioŋ	1
蔣	曾之	香姜	ts	ioŋ	2
獎	曾之	香姜	ts	ioŋ	2
槳	曾之	香姜	ts	ioŋ	2
掌	曾之	香姜	ts	ioŋ	2
仉	曾之	香姜	ts	ioŋ	2
𤓯	曾之	香姜	ts	ioŋ	2
𦺡	曾之	香姜	ts	ioŋ	2
鞝	曾之	香姜	ts	ioŋ	2
醬	曾之	香姜	ts	ioŋ	3
將	曾之	香姜	ts	ioŋ	3
嶂	曾之	香姜	ts	ioŋ	3
障	曾之	香姜	ts	ioŋ	3
瘴	曾之	香姜	ts	ioŋ	3
爵	曾之	香姜入	ts	ioʔ	4
嚼	曾之	香姜入	ts	ioʔ	4
爝	曾之	香姜入	ts	ioʔ	4
酌	曾之	香姜入	ts	ioʔ	4
灼	曾之	香姜入	ts	ioʔ	4
⿰木爵	曾之	香姜入	ts	ioʔ	4
𨰜	曾之	香姜入	ts	ioʔ	4
着	曾之	香姜入	ts	ioʔ	8
著	曾之	香姜入	ts	ioʔ	8
鏘	出	香姜	tsʰ	ioŋ	1
灼	出	香姜入	tsʰ	ioʔ	4
爝	出	香姜入	tsʰ	ioʔ	4
爵	出	香姜入	tsʰ	ioʔ	4
鞝	出	香姜	tsʰ	ioŋ	7
著	低聲	須車	t	y	3
灼	低聲	橋嬝入	t	iok	8
爝	低聲	橋嬝入	t	iok	8
嚼	曾之	橋嬝入	ts	iok	8
娘	日女	香姜	n	ioŋ	5
釀	日女	香姜	n	ioŋ	5
漾	日女	香姜	n	ioŋ	7
讓	日女	香姜	n	ioŋ	7
𥽬	日女	香姜	n	ioŋ	7
讓	鶯亦	香姜		ioŋ	7
漾	鶯亦	香姜		ioŋ	7
釀	日女	釭綱	n	ouŋ	7
商	時授	香姜	s	ioŋ	1
蔏	時授	香姜	s	ioŋ	1
襄	時授	香姜	s	ioŋ	1
勷	時授	香姜	s	ioŋ	1
鑲	時授	香姜	s	ioŋ	1
驤	時授	香姜	s	ioŋ	1
觴	時授	香姜	s	ioŋ	1
湯	時授	香姜	s	ioŋ	1
相	時授	香姜	s	ioŋ	1
鬺	時授	香姜	s	ioŋ	1
𪄲	時授	香姜	s	ioŋ	1
箱	時授	香姜	s	ioŋ	1
厢	時授	香姜	s	ioŋ	1
