num	單字	字注	IPA	IPA	声	韵	调	调值
993	叫	叫	kiɛu52	kʰiɛu52	k	iɛu	4	52
994	藠	藠	kʰiɛu35	kʰiɛu35	kʰ	iɛu	1	35
995	橋	橋	kʰiɛu21	kʰiɛu21	kʰ	iɛu	2	21
996	喬	喬	kʰiɛu21	kʰiɛu21	kʰ	iɛu	2	21
997	矯	矯	kʰiɛu32	kʰiɛu32	kʰ	iɛu	3	32
998	喬	喬	kʰiɛu32	kʰiɛu32	kʰ	iɛu	3	32
999	僑	僑	kʰiɛu32	kʰiɛu32	kʰ	iɛu	3	32
1000	橋	橋	kʰiɛu32	kʰiɛu32	kʰ	iɛu	3	32
1001	蕎	蕎	kʰiɛu32	kʰiɛu32	kʰ	iɛu	3	32
1002	翘	翘	kʰiɛu32	hiɛu32	kʰ	iɛu	3	32
1003	翘	翘	kʰiɛu52	hiɛu52	kʰ	iɛu	4	52
1004	竅	竅	kʰiɛu52	ʦiɛu52	kʰ	iɛu	4	52
1005	僥	僥	hiɛu35	ʦiɛu35	h	iɛu	1	35
1006	晓	晓	hiɛu32	ʦiɛu32	h	iɛu	3	32
1007	蕉	蕉	ʦiɛu35	ʦiɛu35	ʦ	iɛu	1	35
1008	椒	椒	ʦiɛu35	ʦiɛu35	ʦ	iɛu	1	35
1009	焦	焦	ʦiɛu35	ʦʰiɛu35	ʦ	iɛu	1	35
1010	剿	剿	ʦiɛu32	ʦʰiɛu32	ʦ	iɛu	3	32
1011	醮	醮	ʦiɛu52	ʦʰiɛu52	ʦ	iɛu	4	52
1012	悄	悄	ʦʰiɛu35	ʦʰiɛu35	ʦʰ	iɛu	1	35
1013	鍬	鍬	ʦʰiɛu35	ʦʰiɛu35	ʦʰ	iɛu	1	35
1014	俏	俏	ʦʰiɛu52	siɛu52	ʦʰ	iɛu	4	52
1015	肖	肖	ʦʰiɛu52	siɛu52	ʦʰ	iɛu	4	52
1016	鞘	鞘	ʦʰiɛu52	siɛu52	ʦʰ	iɛu	4	52
1017	消	消	siɛu35	siɛu35	s	iɛu	1	35
1018	宵	宵	siɛu35	siɛu35	s	iɛu	1	35
1019	硝	硝	siɛu35	siɛu35	s	iɛu	1	35
1020	銷	銷	siɛu35	siɛu35	s	iɛu	1	35
1021	肖	肖	siɛu35	siɛu35	s	iɛu	1	35
1022	囂	囂	siɛu35	siɛu35	s	iɛu	1	35
1023	蕭	蕭	siɛu35	siɛu35	s	iɛu	1	35
1024	簫	簫	siɛu35	tiɛu35	s	iɛu	1	35
1025	小	小	siɛu32	tiɛu32	s	iɛu	3	32
1026	笑	笑	siɛu52	tiɛu52	s	iɛu	4	52
1027	踮	踮	tiɛm35	tiɛm35	t	iɛm	1	35
1028	點	點	tiɛm32	tʰiɛm32	t	iɛm	3	32
1029	店	店	tiɛm52	tʰiɛm52	t	iɛm	4	52
1030	墊	墊	tiɛm52	niɛm52	t	iɛm	4	52
1031	添	添	tʰiɛm35	liɛm35	tʰ	iɛm	1	35
1032	甜	甜	tʰiɛm21	liɛm21	tʰ	iɛm	2	21
1033	黏	黏	niɛm35	liɛm35	n	iɛm	1	35
1034	廉	廉	liɛm21	kiɛm21	l	iɛm	2	21
1035	鐮	鐮	liɛm21	kiɛm21	l	iɛm	2	21
1036	簾	簾	liɛm21	kiɛm21	l	iɛm	2	21
1037	臉	臉	liɛm32	kiɛm32	l	iɛm	3	32
1038	斂	斂	liɛm32	kiɛm32	l	iɛm	3	32
1039	兼	兼	kiɛm35	kiɛm35	k	iɛm	1	35
1040	檢	檢	kiɛm32	kʰiɛm32	k	iɛm	3	32
1041	撿	撿	kiɛm32	kʰiɛm32	k	iɛm	3	32
1042	劍	劍	kiɛm52	kʰiɛm52	k	iɛm	4	52
1043	謙	謙	kʰiɛm35	kʰiɛm35	kʰ	iɛm	1	35
1044	鉗	鉗	kʰiɛm21	ʦiɛm21	kʰ	iɛm	2	21
1045	欠	欠	kʰiɛm52	ʦʰiɛm52	kʰ	iɛm	4	52
1046	歉	歉	kʰiɛm52	ʦʰiɛm52	kʰ	iɛm	4	52
1047	尖	尖	ʦiɛm35	ʦʰiɛm35	ʦ	iɛm	1	35
1048	殲	殲	ʦʰiɛm35	ʦʰiɛm35	ʦʰ	iɛm	1	35
1049	籤	籤	ʦʰiɛm35	ʦʰiɛm35	ʦʰ	iɛm	1	35
1050	簽	簽	ʦʰiɛm35	ʦʰiɛm35	ʦʰ	iɛm	1	35
1051	遷	遷	ʦʰiɛm35	piɛm35	ʦʰ	iɛm	1	35
1052	暫	暫	ʦʰiɛm32	piɛm32	ʦʰ	iɛm	3	32
1053	漸	漸	ʦʰiɛm32	piɛm32	ʦʰ	iɛm	3	32
1054	邊	邊	piɛn35	piɛn35	p	iɛn	1	35
1055	蝙	蝙	piɛn35	piɛn35	p	iɛn	1	35
1056	鞭	鞭	piɛn35	piɛn35	p	iɛn	1	35
1057	編	編	piɛn35	piɛn35	p	iɛn	1	35
1058	貶	貶	piɛn32	piɛn32	p	iɛn	3	32
1059	扁	扁	piɛn32	pʰiɛn32	p	iɛn	3	32
1060	匾	匾	piɛn32	pʰiɛn32	p	iɛn	3	32
1061	變	變	piɛn52	pʰiɛn52	p	iɛn	4	52
1062	偏	偏	pʰiɛn35	pʰiɛn35	pʰ	iɛn	1	35
1063	編	編	pʰiɛn35	pʰiɛn35	pʰ	iɛn	1	35
1064	篇	篇	pʰiɛn35	pʰiɛn35	pʰ	iɛn	1	35
1065	便	便	pʰiɛn21	pʰiɛn21	pʰ	iɛn	2	21
1066	便	便	pʰiɛn32	pʰiɛn32	pʰ	iɛn	3	32
1067	辨	辨	pʰiɛn32	pʰiɛn32	pʰ	iɛn	3	32
1068	辯	辯	pʰiɛn32	pʰiɛn32	pʰ	iɛn	3	32
1069	遍	遍	pʰiɛn52	miɛn52	pʰ	iɛn	4	52
1070	騙	騙	pʰiɛn52	miɛn52	pʰ	iɛn	4	52
1071	片	片	pʰiɛn52	miɛn52	pʰ	iɛn	4	52
1072	免	免	miɛn35	miɛn35	m	iɛn	1	35
1073	棉	棉	miɛn21	miɛn21	m	iɛn	2	21
1074	綿	綿	miɛn21	miɛn21	m	iɛn	2	21
1075	麵	麵	miɛn32	miɛn32	m	iɛn	3	32
1076	緬	緬	miɛn32	tiɛn32	m	iɛn	3	32
1077	勉	勉	miɛn32	tiɛn32	m	iɛn	3	32
1078	面	面	miɛn52	tiɛn52	m	iɛn	4	52
1079	癲	癲	tiɛn35	tiɛn35	t	iɛn	1	35
1080	顛	顛	tiɛn35	tʰiɛn35	t	iɛn	1	35
1081	典	典	tiɛn32	tʰiɛn32	t	iɛn	3	32
1082	奠	奠	tiɛn52	tʰiɛn52	t	iɛn	4	52
1083	天	天	tʰiɛn35	tʰiɛn35	tʰ	iɛn	1	35
1084	田	田	tʰiɛn21	tʰiɛn21	tʰ	iɛn	2	21
1085	填	填	tʰiɛn21	tʰiɛn21	tʰ	iɛn	2	21
1086	電	電	tʰiɛn32	niɛn32	tʰ	iɛn	3	32
1087	腆	腆	tʰiɛn32	liɛn32	tʰ	iɛn	3	32
1088	殿	殿	tʰiɛn32	liɛn32	tʰ	iɛn	3	32
1089	撚	撚	niɛn32	liɛn32	n	iɛn	3	32
1090	蓮	蓮	liɛn21	liɛn21	l	iɛn	2	21
1091	連	連	liɛn21	liɛn21	l	iɛn	2	21
1092	憐	憐	liɛn21	liɛn21	l	iɛn	2	21
1093	練	練	liɛn32	liɛn32	l	iɛn	3	32
1094	鏈	鏈	liɛn32	kiɛn32	l	iɛn	3	32
1095	戀	戀	liɛn32	kiɛn32	l	iɛn	3	32
1096	練	練	liɛn32	kiɛn32	l	iɛn	3	32
1097	堅	堅	kiɛn35	kiɛn35	k	iɛn	1	35
1098	肩	肩	kiɛn35	kiɛn35	k	iɛn	1	35
1099	絹	絹	kiɛn35	kiɛn35	k	iɛn	1	35
1100	捐	捐	kiɛn35	kiɛn35	k	iɛn	1	35
1101	卷	卷	kiɛn32	kiɛn32	k	iɛn	3	32
1102	捲	捲	kiɛn32	kʰiɛn32	k	iɛn	3	32
1103	建	建	kiɛn52	kʰiɛn52	k	iɛn	4	52
1104	見	見	kiɛn52	kʰiɛn52	k	iɛn	4	52
1105	牽	牽	kʰiɛn35	kʰiɛn35	kʰ	iɛn	1	35
1106	圈	圈	kʰiɛn35	kʰiɛn35	kʰ	iɛn	1	35
1107	拳	拳	kʰiɛn21	kʰiɛn21	kʰ	iɛn	2	21
1108	乾	乾	kʰiɛn21	kʰiɛn21	kʰ	iɛn	2	21
1109	虔	虔	kʰiɛn21	kʰiɛn21	kʰ	iɛn	2	21
1110	權	權	kʰiɛn21	kʰiɛn21	kʰ	iɛn	2	21
1111	健	健	kʰiɛn32	kʰiɛn32	kʰ	iɛn	3	32
1112	件	件	kʰiɛn32	kʰiɛn32	kʰ	iɛn	3	32
1113	鍵	鍵	kʰiɛn32	kʰiɛn32	kʰ	iɛn	3	32
1114	腱	腱	kʰiɛn32	kʰiɛn32	kʰ	iɛn	3	32
1115	勸	勸	kʰiɛn52	ʦiɛn52	kʰ	iɛn	4	52
1116	犬	犬	kʰiɛn52	ʦiɛn52	kʰ	iɛn	4	52
1117	券	券	kʰiɛn52	ʦiɛn52	kʰ	iɛn	4	52
1118	煎	煎	ʦiɛn35	ʦiɛn35	ʦ	iɛn	1	35
1119	箋	箋	ʦiɛn35	ʦiɛn35	ʦ	iɛn	1	35
1120	剪	剪	ʦiɛn32	ʦʰiɛn32	ʦ	iɛn	3	32
1121	箭	箭	ʦiɛn52	ʦʰiɛn52	ʦ	iɛn	4	52
1122	薦	薦	ʦiɛn52	ʦʰiɛn52	ʦ	iɛn	4	52
1123	千	千	ʦʰiɛn35	ʦʰiɛn35	ʦʰ	iɛn	1	35
1124	錢	錢	ʦʰiɛn21	ʦʰiɛn21	ʦʰ	iɛn	2	21
1125	潛	潛	ʦʰiɛn21	ʦʰiɛn21	ʦʰ	iɛn	2	21
1126	前	前	ʦʰiɛn21	ʦʰiɛn21	ʦʰ	iɛn	2	21
1127	淺	淺	ʦʰiɛn32	ʦʰiɛn32	ʦʰ	iɛn	3	32
1128	賤	賤	ʦʰiɛn32	siɛn32	ʦʰ	iɛn	3	32
1129	踐	踐	ʦʰiɛn32	siɛn32	ʦʰ	iɛn	3	32
1130	倩	倩	ʦʰiɛn52	siɛn52	ʦʰ	iɛn	4	52
1131	先	先	siɛn35	siɛn35	s	iɛn	1	35
1132	鮮	鮮	siɛn35	siɛn35	s	iɛn	1	35
1133	仙	仙	siɛn35	siɛn35	s	iɛn	1	35
1134	宣	宣	siɛn35	siɛn35	s	iɛn	1	35
1135	旋	旋	siɛn21	siɛn21	s	iɛn	2	21
1136	癬	癬	siɛn32	ȵiɛn32	s	iɛn	3	32
1137	選	選	siɛn32	ȵiɛn32	s	iɛn	3	32
1138	線	線	siɛn52	ȵiɛn52	s	iɛn	4	52
1139	年	年	ȵiɛn21	ȵiɛn21	ȵ	iɛn	2	21
1140	言	言	ȵiɛn21	ȵiɛn21	ȵ	iɛn	2	21
1141	原	原	ȵiɛn21	piɛn21	ȵ	iɛn	2	21
1142	源	源	ȵiɛn21	piɛn21	ȵ	iɛn	2	21
1143	願	願	ȵiɛn32	piɛn32	ȵ	iɛn	3	32
1144	餅	餅	piɛŋ32	pʰiɛŋ32	p	iɛŋ	3	32
1145	丙	丙	piɛŋ32	pʰiɛŋ32	p	iɛŋ	3	32
1146	柄	柄	piɛŋ52	pʰiɛŋ52	p	iɛŋ	4	52
1147	平	平	pʰiɛŋ21	pʰiɛŋ21	pʰ	iɛŋ	2	21
1148	評	評	pʰiɛŋ21	miɛŋ21	pʰ	iɛŋ	2	21
1149	坪	坪	pʰiɛŋ21	miɛŋ21	pʰ	iɛŋ	2	21
1150	病	病	pʰiɛŋ32	tiɛŋ32	pʰ	iɛŋ	3	32
1151	名	名	miɛŋ21	tʰiɛŋ21	m	iɛŋ	2	21
1152	命	命	miɛŋ32	liɛŋ32	m	iɛŋ	3	32
1153	頂	頂	tiɛŋ32	liɛŋ32	t	iɛŋ	3	32
1154	艇	艇	tʰiɛŋ52	liɛŋ52	tʰ	iɛŋ	4	52
1155	嶺	嶺	liɛŋ35	liɛŋ35	l	iɛŋ	1	35
1156	領	領	liɛŋ35	kiɛŋ35	l	iɛŋ	1	35
1157	零	零	liɛŋ21	kiɛŋ21	l	iɛŋ	2	21
1158	靓	靓	liɛŋ52	kiɛŋ52	l	iɛŋ	4	52
1159	驚	驚	kiɛŋ35	kʰiɛŋ35	k	iɛŋ	1	35
1160	頸	頸	kiɛŋ32	ʦiɛŋ32	k	iɛŋ	3	32
1161	鏡	鏡	kiɛŋ52	ʦʰiɛŋ52	k	iɛŋ	4	52
1162	輕	輕	kʰiɛŋ35	ʦʰiɛŋ35	kʰ	iɛŋ	1	35
1163	井	井	ʦiɛŋ32	ʦʰiɛŋ32	ʦ	iɛŋ	3	32
1164	青	青	ʦʰiɛŋ35	ʦʰiɛŋ35	ʦʰ	iɛŋ	1	35
1165	蜻	蜻	ʦʰiɛŋ35	ʦʰiɛŋ35	ʦʰ	iɛŋ	1	35
1166	晴	晴	ʦʰiɛŋ21	siɛŋ21	ʦʰ	iɛŋ	2	21
1167	净	净	ʦʰiɛŋ32	siɛŋ32	ʦʰ	iɛŋ	3	32
1168	請	請	ʦʰiɛŋ32	tʰiɛŋ32	ʦʰ	iɛŋ	3	32
1169	醒	醒	siɛŋ32	tʰiɛŋ32	s	iɛŋ	3	32
1170	姓	姓	siɛŋ52	tʰiɛŋ52	s	iɛŋ	4	52
1171	貼	貼	tʰiɛp32	tʰiɛp32	tʰ	iɛp	5	32
1172	帖	帖	tʰiɛp32	tʰiɛp32	tʰ	iɛp	5	32
1173	疊	疊	tʰiɛp54	tʰiɛp54	tʰ	iɛp	6	54
1174	碟	碟	tʰiɛp54	tʰiɛp54	tʰ	iɛp	6	54
1175	牒	牒	tʰiɛp54	liɛp54	tʰ	iɛp	6	54
1176	蝶	蝶	tʰiɛp54	kiɛp54	tʰ	iɛp	6	54
1177	諜	諜	tʰiɛp54	kiɛp54	tʰ	iɛp	6	54
1178	獵	獵	liɛp54	kʰiɛp54	l	iɛp	6	54
1179	挾	挾	kiɛp32	kʰiɛp32	k	iɛp	5	32
1180	劫	劫	kiɛp32	kʰiɛp32	k	iɛp	5	32
1181	夾	夾	kʰiɛp32	ʦiɛp32	kʰ	iɛp	5	32
1182	裌	裌	kʰiɛp32	ʦʰiɛp32	kʰ	iɛp	5	32
1183	峽	峽	kʰiɛp32	siɛp32	kʰ	iɛp	5	32
1184	接	接	ʦiɛp32	pʰiɛp32	ʦ	iɛp	5	32
1185	捷	捷	ʦʰiɛp54	miɛp54	ʦʰ	iɛp	6	54
1186	楔	楔	siɛp32	miɛp32	s	iɛp	5	32
1187	撇	撇	pʰiɛt32	tiɛt32	pʰ	iɛt	5	32
1188	蔑	蔑	miɛt54	tʰiɛt54	m	iɛt	6	54
1189	篾	篾	miɛt54	tʰiɛt54	m	iɛt	6	54
1190	跌	跌	tiɛt32	liɛt32	t	iɛt	5	32
1191	鐵	鐵	tʰiɛt32	liɛt32	tʰ	iɛt	5	32
1192	秩	秩	tʰiɛt32	liɛt32	tʰ	iɛt	5	32
1193	獵	獵	liɛt54	liɛt54	l	iɛt	6	54
1194	列	列	liɛt54	liɛt54	l	iɛt	6	54
1195	烈	烈	liɛt54	kiɛt54	l	iɛt	6	54
1196	裂	裂	liɛt54	kiɛt54	l	iɛt	6	54
1197	劣	劣	liɛt54	kiɛt54	l	iɛt	6	54
1198	結	結	kiɛt32	kʰiɛt32	k	iɛt	5	32
1199	潔	潔	kiɛt32	kʰiɛt32	k	iɛt	5	32
1200	蕨	蕨	kiɛt32	kʰiɛt32	k	iɛt	5	32
1201	揭	揭	kʰiɛt32	kʰiɛt32	kʰ	iɛt	5	32
1202	蠍	蠍	kʰiɛt32	kʰiɛt32	kʰ	iɛt	5	32
1203	決	決	kʰiɛt32	kʰiɛt32	kʰ	iɛt	5	32
1204	訣	訣	kʰiɛt32	ʦiɛt32	kʰ	iɛt	5	32
1205	缺	缺	kʰiɛt32	ʦiɛt32	kʰ	iɛt	5	32
1206	傑	傑	kʰiɛt54	ʦʰiɛt54	kʰ	iɛt	6	54
1207	節	節	ʦiɛt32	ʦʰiɛt32	ʦ	iɛt	5	32
1208	截	截	ʦiɛt32	siɛt32	ʦ	iɛt	5	32
1209	切	切	ʦʰiɛt32	siɛt32	ʦʰ	iɛt	5	32
1210	絕	絕	ʦʰiɛt54	siɛt54	ʦʰ	iɛt	6	54
1211	雪	雪	siɛt32	ȵiɛt32	s	iɛt	5	32
1212	泄	泄	siɛt32	ȵiɛt32	s	iɛt	5	32
1213	薛	薛	siɛt32	piɛt32	s	iɛt	5	32
1214	月	月	ȵiɛt54	piɛt54	ȵ	iɛt	6	54
1215	熱	熱	ȵiɛt54	piɛt54	ȵ	iɛt	6	54
1216	碧	碧	piɛk32	pʰiɛk32	p	iɛk	5	32
1217	壁	壁	piɛk32	tʰiɛk32	p	iɛk	5	32
1218	璧	璧	piɛk32	liɛk32	p	iɛk	5	32
1219	劈	劈	pʰiɛk32	kʰiɛk32	pʰ	iɛk	5	32
1220	踢	踢	tʰiɛk32	kʰiɛk32	tʰ	iɛk	5	32
1221	叻	叻	liɛk54	ʦiɛk54	l	iɛk	6	54
1222	劇	劇	kʰiɛk54	ʦiɛk54	kʰ	iɛk	6	54
1223	屐	屐	kʰiɛk54	ʦiɛk54	kʰ	iɛk	6	54
1224	跡	跡	ʦiɛk32	ʦiɛk32	ʦ	iɛk	5	32
1225	跡	跡	ʦiɛk32	ʦʰiɛk32	ʦ	iɛk	5	32
1226	脊	脊	ʦiɛk32	siɛk32	ʦ	iɛk	5	32
1227	績	績	ʦiɛk32	siɛk32	ʦ	iɛk	5	32
1228	蓆	蓆	ʦʰiɛk54	hiɛk54	ʦʰ	iɛk	6	54
1229	錫	錫	siɛk32	liɛk32	s	iɛk	5	32
1230	惜	惜	siɛk32	liɛk32	s	iɛk	5	32
1231	靴	靴	hœ35	lœ35	h	œ	1	35
1232	两	两	lyœŋ35	lyœŋ35	l	yœŋ	1	35
1233	辆	辆	lyœŋ35	lyœŋ35	l	yœŋ	1	35
1234	良	良	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1235	凉	凉	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1236	量	量	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1237	糧	糧	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1238	樑	樑	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1239	梁	梁	lyœŋ21	lyœŋ21	l	yœŋ	2	21
1240	量	量	lyœŋ32	lyœŋ32	l	yœŋ	3	32
1241	兩	兩	lyœŋ32	kyœŋ32	l	yœŋ	3	32
1242	亮	亮	lyœŋ32	kyœŋ32	l	yœŋ	3	32
1243	諒	諒	lyœŋ32	kyœŋ32	l	yœŋ	3	32
1244	僵	僵	kyœŋ35	kyœŋ35	k	yœŋ	1	35
1245	疆	疆	kyœŋ35	kyœŋ35	k	yœŋ	1	35
1246	薑	薑	kyœŋ35	kyœŋ35	k	yœŋ	1	35
1247	繮	繮	kyœŋ35	kʰyœŋ35	k	yœŋ	1	35
1248	姜	姜	kyœŋ35	kʰyœŋ35	k	yœŋ	1	35
1249	犟	犟	kyœŋ52	hyœŋ52	k	yœŋ	4	52
1250	強	強	kʰyœŋ21	hyœŋ21	kʰ	yœŋ	2	21
1251	強	強	kʰyœŋ32	hyœŋ32	kʰ	yœŋ	3	32
1252	香	香	hyœŋ35	hyœŋ35	h	yœŋ	1	35
1253	鄉	鄉	hyœŋ35	hyœŋ35	h	yœŋ	1	35
1254	享	享	hyœŋ32	ʦyœŋ32	h	yœŋ	3	32
1255	響	響	hyœŋ32	ʦyœŋ32	h	yœŋ	3	32
1256	向	向	hyœŋ52	ʦyœŋ52	h	yœŋ	4	52
1257	將	將	ʦyœŋ35	ʦyœŋ35	ʦ	yœŋ	1	35
1258	漿	漿	ʦyœŋ35	ʦyœŋ35	ʦ	yœŋ	1	35
1259	槳	槳	ʦyœŋ35	ʦyœŋ35	ʦ	yœŋ	1	35
1260	蔣	蔣	ʦyœŋ32	ʦyœŋ32	ʦ	yœŋ	3	32
1261	獎	獎	ʦyœŋ32	ʦyœŋ32	ʦ	yœŋ	3	32
1262	匠	匠	ʦyœŋ32	ʦʰyœŋ32	ʦ	yœŋ	3	32
1263	醬	醬	ʦyœŋ52	ʦʰyœŋ52	ʦ	yœŋ	4	52
1264	將	將	ʦyœŋ52	ʦʰyœŋ52	ʦ	yœŋ	4	52
1265	槍	槍	ʦʰyœŋ35	ʦʰyœŋ35	ʦʰ	yœŋ	1	35
1266	詳	詳	ʦʰyœŋ21	ʦʰyœŋ21	ʦʰ	yœŋ	2	21
1267	祥	祥	ʦʰyœŋ21	syœŋ21	ʦʰ	yœŋ	2	21
1268	牆	牆	ʦʰyœŋ21	syœŋ21	ʦʰ	yœŋ	2	21
1269	搶	搶	ʦʰyœŋ32	syœŋ32	ʦʰ	yœŋ	3	32
1270	相	相	syœŋ35	syœŋ35	s	yœŋ	1	35
1271	箱	箱	syœŋ35	syœŋ35	s	yœŋ	1	35
1272	廂	廂	syœŋ35	syœŋ35	s	yœŋ	1	35
1273	湘	湘	syœŋ35	syœŋ35	s	yœŋ	1	35
1274	襄	襄	syœŋ35	syœŋ35	s	yœŋ	1	35
1275	鑲	鑲	syœŋ35	syœŋ35	s	yœŋ	1	35
1276	想	想	syœŋ32	syœŋ32	s	yœŋ	3	32
1277	象	象	syœŋ32	syœŋ32	s	yœŋ	3	32
1278	像	像	syœŋ32	lyœŋ32	s	yœŋ	3	32
1279	橡	橡	syœŋ32	kyœŋ32	s	yœŋ	3	32
1280	相	相	syœŋ52	kʰyœŋ52	s	yœŋ	4	52
1281	略	略	lyœk32	ʦyœk32	l	yœk	5	32
1282	腳	腳	kyœk32	ʦyœk32	k	yœk	5	32
1283	卻	卻	kʰyœk32	ʦyœk32	kʰ	yœk	5	32
1284	爵	爵	ʦyœk32	syœk32	ʦ	yœk	5	32
1285	雀	雀	ʦyœk32	pyœk32	ʦ	yœk	5	32
1286	鵲	鵲	ʦyœk32	pʰyœk32	ʦ	yœk	5	32
1287	削	削	syœk32	myœk32	s	yœk	5	32
1288	踎	踎	pəu35	məu35	p	əu	1	35
1289	剖	剖	pʰəu32	məu32	pʰ	əu	3	32
1290	謀	謀	məu21	məu21	m	əu	2	21
1291	謬	謬	məu32	məu32	m	əu	3	32
1292	牡	牡	məu32	fəu32	m	əu	3	32
1293	茂	茂	məu32	fəu32	m	əu	3	32
1294	貿	貿	məu32	təu32	m	əu	3	32
1295	浮	浮	fəu21	təu21	f	əu	2	21
1296	否	否	fəu32	təu32	f	əu	3	32
1297	兜	兜	təu35	təu35	t	əu	1	35
1298	糾	糾	təu32	təu32	t	əu	3	32
1299	陡	陡	təu32	təu32	t	əu	3	32
1300	抖	抖	təu32	təu32	t	əu	3	32
1301	斗	斗	təu32	tʰəu32	t	əu	3	32
1302	鬥	鬥	təu52	tʰəu52	t	əu	4	52
1303	竇	竇	təu52	tʰəu52	t	əu	4	52
1304	偷	偷	tʰəu35	tʰəu35	tʰ	əu	1	35
1305	投	投	tʰəu21	tʰəu21	tʰ	əu	2	21
1306	頭	頭	tʰəu21	tʰəu21	tʰ	əu	2	21
1307	豆	豆	tʰəu32	tʰəu32	tʰ	əu	3	32
1308	敨	敨	tʰəu32	nəu32	tʰ	əu	3	32
1309	痘	痘	tʰəu32	nəu32	tʰ	əu	3	32
1310	透	透	tʰəu52	ləu52	tʰ	əu	4	52
1311	惱	惱	nəu35	ləu35	n	əu	1	35
1312	紐	紐	nəu32	ləu32	n	əu	3	32
1313	褛	褛	ləu35	ləu35	l	əu	1	35
1314	摟	摟	ləu35	ləu35	l	əu	1	35
1315	樓	樓	ləu21	ləu21	l	əu	2	21
1316	簍	簍	ləu21	kəu21	l	əu	2	21
1317	漏	漏	ləu32	kəu32	l	əu	3	32
1318	陋	陋	ləu32	kəu32	l	əu	3	32
1319	溝	溝	kəu35	kəu35	k	əu	1	35
1320	狗	狗	kəu32	kʰəu32	k	əu	3	32
1321	夠	夠	kəu52	kʰəu52	k	əu	4	52
1322	垢	垢	kəu52	kʰəu52	k	əu	4	52
1323	沟	沟	kʰəu35	kʰəu35	kʰ	əu	1	35
1324	块	块	kʰəu32	kʰəu32	kʰ	əu	3	32
1325	叩	叩	kʰəu52	kʰəu52	kʰ	əu	4	52
1326	扣	扣	kʰəu52	kʰəu52	kʰ	əu	4	52
1327	寇	寇	kʰəu52	həu52	kʰ	əu	4	52
1328	構	構	kʰəu52	həu52	kʰ	əu	4	52
1329	購	購	kʰəu52	həu52	kʰ	əu	4	52
1330	厚	厚	həu35	həu35	h	əu	1	35
1331	後	後	həu35	həu35	h	əu	1	35
1332	喉	喉	həu21	həu21	h	əu	2	21
1333	猴	猴	həu21	həu21	h	əu	2	21
1334	侯	侯	həu21	həu21	h	əu	2	21
1335	候	候	həu32	ŋəu32	h	əu	3	32
1336	后	后	həu32	ŋəu32	h	əu	3	32
1337	口	口	həu32	ŋəu32	h	əu	3	32
1338	摳	摳	ŋəu35	ŋəu35	ŋ	əu	1	35
1339	勾	勾	ŋəu35	ŋəu35	ŋ	əu	1	35
1340	鉤	鉤	ŋəu35	ŋəu35	ŋ	əu	1	35
1341	牛	牛	ŋəu21	ʦəu21	ŋ	əu	2	21
1342	偶	偶	ŋəu32	ʦəu32	ŋ	əu	3	32
1343	藕	藕	ŋəu32	ʦʰəu32	ŋ	əu	3	32
1344	走	走	ʦəu32	ʦʰəu32	ʦ	əu	3	32
1345	奏	奏	ʦəu52	səu52	ʦ	əu	4	52
1346	驟	驟	ʦʰəu32	səu32	ʦʰ	əu	3	32
1347	湊	湊	ʦʰəu52	səu52	ʦʰ	əu	4	52
1348	搜	搜	səu35	səu35	s	əu	1	35
1349	餿	餿	səu35	səu35	s	əu	1	35
1350	蒐	蒐	səu35	səu35	s	əu	1	35
1351	愁	愁	səu21	əu21	s	əu	2	21
1352	擞	擞	səu32	əu32	s	əu	3	32
1353	瘦	瘦	səu52	əu52	s	əu	4	52
1354	歐	歐	əu35	əu35	∅	əu	1	35
1355	区	区	əu35	əu35	∅	əu	1	35
1356	甌	甌	əu35	əu35	∅	əu	1	35
1357	毆	毆	əu35	əu35	∅	əu	1	35
1358	嘔	嘔	əu32	nəu32	∅	əu	3	32
1359	漚	漚	əu52	nəu52	∅	əu	4	52
1360	慪	慪	əu52	kʰəu52	∅	əu	4	52
1361	腍	腍	nəm21	kʰəm21	n	əm	2	21
1362	諗	諗	nəm32	həm32	n	əm	3	32
1363	冚	冚	kʰəm21	ʦəm21	kʰ	əm	2	21
1364	咳	咳	kʰəm32	səm32	kʰ	əm	3	32
1365	含	含	həm21	səm21	h	əm	2	21
1366	砧	砧	ʦəm35	əm35	ʦ	əm	1	35
1367	參	參	səm35	pəm35	s	əm	1	35
1368	滲	滲	səm52	pəm52	s	əm	4	52
1369	揞	揞	əm35	pəm35	∅	əm	1	35
1370	奔	奔	pən35	pən35	p	ən	1	35
1371	崩	崩	pən35	pʰən35	p	ən	1	35
1372	冰	冰	pən35	pʰən35	p	ən	1	35
1373	逩	逩	pən35	pʰən35	p	ən	1	35
1374	朋	朋	pʰən21	mən21	pʰ	ən	2	21
1375	憑	憑	pʰən21	mən21	pʰ	ən	2	21
1376	憑	憑	pʰən32	mən32	pʰ	ən	3	32
1377	燜	燜	mən35	mən35	m	ən	1	35
1378	眠	眠	mən21	mən21	m	ən	2	21
1379	萌	萌	mən21	fən21	m	ən	2	21
