jian ti	trad	detail	调类	
艹	艹	艸隷變作艹	tsʰɔ1	
钞	鈔		tsʰɔ1	
炒	炒		tsʰɔ1	
吵	吵		tsʰɔ1	
躁	躁		tsʰɔ5	
嘲	嘲		dʐɔ2	
朝	朝	～代	dʐɔ2	
潮	潮		dʐɔ2	
赵	趙		dʐɔ2	
兆	兆		dʐɔ6	
骚	騷		sɔ1	
臊	臊		sɔ1	
搔	搔		sɔ1	
肖	肖	（白）生～	ʂɔ5	
肖	肖	（文）不～	siɔ5	
肖	肖	姓（二簡字改蕭姓爲肖，多數人未改回）	siɔ1	
稍	稍		sɔ1	
梢	梢		sɔ1	
捎	捎		sɔ1	
筲	筲	～箕:淘米用的竹器	sɔ1	
鞘	鞘		sɔ1	
烧	燒		ʂɔ1	
扫	掃	～地	sɔ1	
嫂	嫂		sɔ1	
少	少	多～	ʂɔ1	
扫	掃	～帚	sɔ5	
哨	哨		sɔ5	
燥	燥	乾～	tsʰɔ5	
少	少	老～	ʂɔ5	
曹	曹		dzɔ2	
嘈	嘈		dzɔ2	
槽	槽		dzɔ2	
巢	巢		zɔ2	
肇	肇		dʐɔ6	
韶	韶		ʐɔ2	
皂	皂		zɔ6	
造	造		zɔ6	
召	召		ʐɔ6	
绍	紹		ʐɔ6	
邵	邵		ʐɔ6	
绕	繞	圍～	ʐɔ6	
高	高		kɔ1	
高	髙		kɔ1	
膏	膏		kɔ1	
篙	篙		kɔ1	
羔	羔		kɔ1	
糕	糕		kɔ1	
交	交		kɔ1	
缴	繳	～費	kɔ1	
胶	膠	～水	kɔ1	
教	教	～書	kɔ1	
茭	茭	～白	kɔ1	
皋	皋		kɔ1	
皋	臯		kɔ1	
睾	睾		kɔ1	
稿	稿		kɔ1	
绞	絞	毛巾～乾	kɔ1	
搅	攪		kɔ1	
告	告		kɔ5	
告	吿		kɔ5	
教	教		kɔ5	
校	校		kɔ5	
觉	覺	睏～	kɔ5	
窖	窖		kɔ5	
敲	敲		kʰɔ1	
考	考		kʰɔ1	
烤	烤		kʰɔ1	
拷	拷		kʰɔ1	
靠	靠		kʰɔ5	
犒	犒		kʰɔ5	
搞	搞		ɡɔ6	
搅	攪		ɡɔ6	
螯	螯	蟛蜞～	ɡɔ2	
鳌	鰲		ŋɔ2	
熬	熬		ŋɔ2	
咬	咬		ŋɔ1	
傲	傲		ŋɔ6	
蒿	蒿		hɔ1	
薅	薅		hɔ1	
好	好		hɔ1	
耗	耗		hɔ5	
孝	孝	戴～	hɔ5	
哮	哮		hɔ5	
蠔	蠔		ɦɔ2	
濠	濠		ɦɔ2	
豪	豪		ɦɔ2	
壕	壕		ɦɔ2	
毫	毫		ɦɔ2	
号	號	～叫	ɦɔ2	
浩	浩		ɦɔ6	
皓	皓		ɦɔ6	
号	號	～碼	ɦɔ6	
号	号		ɦɔ6	
鎬	鎬		ɦɔ6	
顥	顥		ɦɔ6	
灝	灝		ɦɔ6	
昊	昊		ɦɔ6	
皥	皥		ɦɔ6	
凹	凹		ɔ1	
袄	襖		ɔ1	
奥	奥		ɔ5	
奥	奧		ɔ5	
澳	澳	～門	ɔ5	
懊	懊	～憦：後悔	ɔ5	
𫺘	憦	懊～：後悔	lɔ6	
坳	坳		ɔ5	
膘	膘		piɔ1	
标	標		piɔ1	
彪	彪		piɔ1	
表	表		piɔ1	
飘	飄		pʰiɔ1	
漂	漂	～流，～浮	pʰiɔ1	
漂	漂	～白	pʰiɔ1	
票	票		pʰiɔ5	
漂	漂	～亮	pʰiɔ5	
瓢	瓢		biɔ2	
嫖	嫖		biɔ2	
鳔	鰾		biɔ6	
朴	朴	姓	biɔ6	
苗	苗		miɔ2	
描	描		miɔ2	
渺	渺		miɔ1	
秒	秒		miɔ1	
妙	妙	又	miɔ1	
庙	廟		miɔ6	
妙	妙	又	miɔ6	
谬	謬		miɔ6	
缪	繆		miɔ6	
覅	覅	方言字，不要	fiɔ5	
覅	覅	表強烈語氣時使用	viɔ5	
刁	刁		tiɔ1	
貂	貂		tiɔ1	
雕	雕	金～，～刻，姓	tiɔ1	
雕	鵰	金～	tiɔ1	
雕	彫	～刻	tiɔ1	
雕	琱	～刻	tiɔ1	
凋	凋	～謝	tiɔ1	
凋	彫	～謝	tiɔ1	
屌	屌		tiɔ1	
钓	釣		tiɔ5	
吊	弔		tiɔ5	
吊	吊	俗弔字	tiɔ5	
挑	挑		tʰiɔ1	
跳	跳		tʰiɔ5	
条	條		diɔ2	
调	調	協～	diɔ2	
掉	掉		diɔ6	
调	調	～查	diɔ6	
燎	燎		liɔ2	
疗	療		liɔ2	
聊	聊		liɔ2	
辽	遼		liɔ2	
撩	撩	用手探物	liɔ2	
僚	僚		liɔ2	
嘹	嘹		liɔ2	
了	了	～結	liɔ1	
了	瞭	～解	liɔ1	
瞭	瞭	～望	liɔ6	
料	料		liɔ6	
廖	廖		liɔ6	
镣	鐐		liɔ6	
焦	焦		tsiɔ1	
蕉	蕉		tsiɔ1	
椒	椒		tsiɔ1	
醮	醮	指再嫁	tsiɔ1	
剿	剿		tsiɔ1	
锹	鍬		tsʰiɔ1	
缲	繰	～邊	tsʰiɔ1	
悄	悄		tsʰiɔ1	
俏	俏		tsʰiɔ5	
峭	峭		tsʰiɔ5	
瞧	瞧		dziɔ2	
峭	峭	～岐（原爲蕭岐，今改爲峭岐，仍念蕭岐）	siɔ1	
消	消		siɔ1	
霄	霄		siɔ1	
宵	宵		siɔ1	
硝	硝		siɔ1	
销	銷		siɔ1	
逍	逍		siɔ1	
鞘	鞘		siɔ1	
萧	蕭		siɔ1	
箫	簫		siɔ1	
潇	瀟		siɔ1	
小	小		siɔ1	
筱	筱		siɔ1	
筱	篠		siɔ1	
啸	嘯		siɔ5	
笑	笑		siɔ5	
笑	咲		siɔ5	
缫	繅		ziɔ2	
交	交		tɕiɔ1	
缴	繳		tɕiɔ1	
郊	郊		tɕiɔ1	
胶	膠		tɕiɔ1	
教	教		tɕiɔ1	
骄	驕		tɕiɔ1	
娇	嬌		tɕiɔ1	
浇	澆		tɕiɔ1	
绞	絞		tɕiɔ1	
狡	狡		tɕiɔ1	
铰	鉸		tɕiɔ1	
搅	攪		tɕiɔ1	
饺	餃		tɕiɔ1	
教	教	～訓	tɕiɔ5	
校	校	～對	tɕiɔ5	
较	較		tɕiɔ5	
叫	叫		tɕiɔ5	
撬	撬		tɕʰiɔ1	
巧	巧		tɕʰiɔ1	
翘	翹		tɕʰiɔ5	
撬	撬		tɕʰiɔ5	
窍	竅		tɕʰiɔ5	
翘	翹	連～	dʑiɔ2	
乔	喬		dʑiɔ2	
侨	僑		dʑiɔ2	
桥	橋		dʑiɔ2	
荞	蕎		dʑiɔ2	
轿	轎		dʑiɔ6	
饶	饒		ȵiɔ2	
鸟	鳥	（白）	tiɔ1	
鸟	鳥	（文）	ȵiɔ1	
嬲	嬲		ȵiɔ1	
绕	繞	～圈	ȵiɔ6	
尿	尿	～素	ȵiɔ6	
嚣	囂		ʂɔ1	
枵	枵	掀開	ʂɔ1	
枭	梟		ʂɔ1	
骁	驍		ʂɔ1	
鸮	鴞		ʂɔ1	
晓	曉		ʂɔ1	
酵	酵		ʂɔ5	
孝	孝		ʂɔ5	
哮	哮		ʂɔ5	
肴	肴		ɦiɔ2	
肴	餚		ɦiɔ2	
淆	淆		ɦiɔ2	
摇	揺	飄～，～手	ɦiɔ2	
摇	摇	飄～，～手	ɦiɔ2	
摇	搖	飄～，～手	ɦiɔ2	
飖	颻	飄～	ɦiɔ2	
飖	䬙	飄～	ɦiɔ2	
谣	謠		ɦiɔ2	
瑶	瑤		ɦiɔ2	
徭	徭		ɦiɔ2	
傜	傜		ɦiɔ2	
窑	窑	俗窯字	ɦiɔ2	
窑	窯		ɦiɔ2	
窑	窰	同窯	ɦiɔ2	
姚	姚		ɦiɔ2	
遥	遥	逍～	ɦiɔ2	
遥	遙	逍～	ɦiɔ2	
尧	堯		ɦiɔ2	
效	效		ɦiɔ6	
校	校	～長	ɦiɔ6	
耀	耀		ɦiɔ6	
曜	曜		ɦiɔ6	
鹞	鷂		ɦiɔ6	
妖	妖		iɔ1	
邀	邀		iɔ1	
腰	腰		iɔ1	
要	要	～求	iɔ1	
吆	吆		iɔ1	
幺	幺		iɔ1	
幺	么	俗幺字	iɔ1	
杳	杳		iɔ1	
要	要	想～	iɔ5	
蹦	蹦		poŋ5	
捧	捧		phoŋ1	
蓬	蓬		boŋ2	
篷	篷		boŋ2	
蒙	蒙	～古	moŋ2	
蒙	濛	煙雨～～	moŋ2	
蒙	矇	～矓	moŋ2	
蒙	懞	《管子》敦～純固	moŋ2	
曚	曚	～曨	moŋ2	
朦	朦	～朧	moŋ2	
檬	檬	檸～	moŋ2	
柠	檸	～檬	ȵiŋ2	
懵	懵		moŋ1	
懵	懜		moŋ1	
蠓	蠓		moŋ1	
梦	夢	（白）做～	mɑ̃6	
梦	夢	（文）～想	moŋ6	
风	風		foŋ1	
枫	楓		foŋ1	
疯	瘋		foŋ1	
酆	酆	～都（地名）	foŋ1	
丰	丰	～采，張三～	foŋ1	
丰	豐	～富	foŋ1	
封	封		foŋ1	
峰	峰		foŋ1	
峰	峯		foŋ1	
蜂	蜂		foŋ1	
锋	鋒		foŋ1	
讽	諷		foŋ1	
冯	馮		voŋ2	
逢	逢		voŋ2	
缝	縫	動詞，～衣裳	voŋ2	
凤	鳳		voŋ6	
奉	奉	～獻	voŋ6	
奉	奉	～賢（上海地名）	boŋ6	
俸	俸		voŋ6	
缝	縫	名詞，一條～	voŋ6	
东	東		toŋ1	
冬	冬		toŋ1	
董	董		toŋ1	
懂	懂		toŋ1	
冻	凍		toŋ5	
栋	棟		toŋ5	
通	通		tʰoŋ1	
捅	捅		tʰoŋ1	
筒	筒		doŋ6	
统	統		tʰoŋ1	
桶	桶		doŋ6	
痛	痛		tʰoŋ5	
同	同		doŋ2	
同	衕	衚～	doŋ2	
铜	銅		doŋ2	
桐	桐		doŋ2	
峒	峒	崆～（山名）	doŋ2	
僮	僮		doŋ2	
童	童		doŋ2	
瞳	瞳		doŋ2	
动	動		doŋ6	
洞	洞		doŋ6	
农	農		noŋ2	
脓	膿		noŋ2	
浓	濃		ȵioŋ2	
笼	籠		loŋ2	
聋	聾		loŋ2	
眬	矓		loŋ2	
昽	曨		loŋ2	
珑	瓏		loŋ2	
泷	瀧		loŋ2	
胧	朧		loŋ2	
隆	隆		loŋ2	
窿	窿		loŋ2	
龙	龍		loŋ2	
拢	攏		loŋ1	
陇	隴		loŋ1	
垄	壟		loŋ1	
弄	弄	～堂	loŋ6	
棕	棕	俗椶字	tsoŋ1	
棕	椶		tsoŋ1	
棕	㯶	俗椶字	tsoŋ1	
鬃	鬃	俗鬉字	tsoŋ1	
鬃	鬉		tsoŋ1	
鬃	騣	俗鬉字	tsoŋ1	
宗	宗		tsoŋ1	
综	綜		tsoŋ1	
中	中	當～	tʂoŋ1	
忠	忠		tʂoŋ1	
衷	衷		tʂoŋ1	
终	終		tʂoŋ1	
踪	蹤		tsoŋ1	
纵	縱	跳	tsoŋ1	
纵	縱	放～	tsoŋ5	
钟	鍾	～情	tʂoŋ1	
钟	鐘	～樓	tʂoŋ1	
盅	盅		tʂoŋ1	
总	總		tsoŋ1	
总	緫		tsoŋ1	
总	縂	同總	tsoŋ1	
总	揔		tsoŋ1	
总	摠		tsoŋ1	
总	搃		tsoŋ1	
种	種	品～	tʂoŋ1	
肿	腫		tʂoŋ1	
冢	冢		tʂoŋ1	
冢	塚		tʂoŋ1	
粽	糉		tsoŋ5	
中	中		tʂoŋ5	
种	種	～地	tʂoŋ5	
众	衆	眾訛字	tʂoŋ5	
众	眾	衆本字	tʂoŋ5	
众	众	俗書爲衆字	tʂoŋ5	
众	㐺	衆本字	tʂoŋ5	
聪	聰		tsʰoŋ1	
匆	匆	俗悤字	tsʰoŋ1	
悤	忩	同悤	tsʰoŋ1	
悤	悤		tsʰoŋ1	
悤	怱	俗悤字	tsʰoŋ1	
葱	蔥		tsʰoŋ1	
葱	葱		tsʰoŋ1	
囱	囱		tsʰoŋ1	
囱	囪		tsʰoŋ1	
冲	沖	～浪	tʂʰoŋ1	
冲	衝	～動	tʂʰoŋ1	
充	充		tʂʰoŋ1	
从	從	～容	tsʰoŋ1	
舂	舂		tʂʰoŋ1	
宠	寵		tʂʰoŋ1	
铳	銃		tʂʰoŋ5	
丛	叢		dzoŋ2	
种	种	姓	dʐoŋ2	
虫	蟲		dʐoŋ2	
崇	崇		dzoŋ2	
从	從	跟～	dzoŋ2	
重	重	～來	dʐoŋ2	
仲	仲		dʐoŋ6	
重	重	輕～	dʐoŋ6	
淞	淞	吴～江（河名）	soŋ1	
凇	凇	霧～	soŋ1	
松	松	～樹	soŋ1	
松	鬆	輕～	soŋ1	
嵩	嵩		soŋ1	
耸	聳		soŋ1	
讼	訟		zoŋ6	
送	送		soŋ5	
宋	宋		soŋ5	
诵	誦		zoŋ6	
颂	頌		zoŋ6	
公	公		koŋ1	
蚣	蚣		koŋ1	
工	工		koŋ1	
功	功		koŋ1	
攻	攻		koŋ1	
弓	弓		koŋ1	
躬	躬		koŋ1	
宫	宮		koŋ1	
恭	恭		koŋ1	
龚	龔	又	koŋ1	
拱	拱		koŋ1	
巩	鞏		koŋ1	
贡	貢		koŋ5	
汞	汞		koŋ5	
供	供	上～	koŋ5	
空	空	～氣	kʰoŋ1	
崆	崆	～峒（山名）	kʰoŋ1	
孔	孔		kʰoŋ1	
恐	恐		kʰoŋ1	
控	控		kʰoŋ5	
空	空	房間～	kʰoŋ5	
共	共		ɡoŋ6	
轰	轟	～出去	hoŋ1	
轰	揈	～出去	hoŋ1	
訇	訇		hoŋ1	
哄	哄	～搶	hoŋ1	
烘	烘		hoŋ1	
哄	哄	～騙	hoŋ1	
哄	哄	起～	hoŋ5	
哄	鬨	起～	hoŋ5	
哄	閧	起～	hoŋ5	
弘	弘		ɦoŋ2	
宏	宏		ɦoŋ2	
红	紅		ɦoŋ2	
洪	洪		ɦoŋ2	
鸿	鴻		ɦoŋ2	
虹	虹	霓～燈	ɦoŋ2	
翁	翁		oŋ1	
瓮	瓮		oŋ5	
瓮	甕		oŋ5	
齆	齆	鼻子不通氣	oŋ5	
均	均		tɕioŋ1	
钧	鈞		tɕioŋ1	
菌	菌		tɕioŋ1	
君	君		tɕioŋ1	
龚	龔	姓	tɕioŋ1	
军	軍		tɕioŋ1	
准	准	批～	tʂəŋ1	
准	準	標～	tʂəŋ1	
窘	窘		tɕioŋ1	
迥	迥		tɕioŋ1	
扃	扃		tɕioŋ1	
炅	炅		tɕioŋ1	
囧	囧		tɕioŋ1	
冏	冏		tɕioŋ1	
颎	熲		tɕioŋ1	
顈	顈		tɕioŋ1	
炯	烱		tɕioŋ1	
炯	炯		tɕioŋ1	
椿	椿	香～	tʂʰəŋ1	
春	春		tʂʰəŋ1	
蠢	蠢		tʂʰəŋ1	
群	羣	群本字	dʑioŋ2	
裙	裙		dʑiŋ2	
裙	帬	裙本字	dʑiŋ2	
裙	裠	同裙	dʑiŋ2	
琼	瓊	人名	dʑiŋ2	
琼	瓊		dʑioŋ2	
穷	窮		dʑioŋ2	
煢	煢		dʑioŋ2	
嬛	嬛	同惸	dʑioŋ2	
惸	惸		dʑioŋ2	
睘	睘	俗瞏字	dʑioŋ2	
睘	瞏		dʑioŋ2	
绒	絨		ȵioŋ2	
茸	茸		ȵioŋ2	
戎	戎		ȵioŋ2	
熏	熏		ɕioŋ1	
勋	勛		ɕioŋ1	
勋	勳		ɕioŋ1	
兄	兄		ɕioŋ1	
胸	胸		ɕioŋ1	
胸	胷		ɕioŋ1	
匈	匈		ɕioŋ1	
凶	凶	吉～	ɕioŋ1	
凶	兇	～手	ɕioŋ1	
驯	馴		ɕioŋ5	
训	訓		ɕioŋ5	
顺	順		ʐəŋ6	
润	潤		ʐəŋ6	
闰	閏		ʐəŋ6	
匀	勻		ɦioŋ2	
云	云	說	ɦiŋ2	
云	雲		ɦiŋ2	
芸	芸	～～眾生，～香	ɦiŋ2	
芸	蕓	～薹	ɦiŋ2	
耘	耘		ɦiŋ2	
秐	秐	同耘	ɦiŋ2	
赢	贏		ɦiŋ2	
荣	榮		ɦioŋ2	
茸	茸		ʐoŋ2	
戎	戎		ʐoŋ2	
熊	熊		ɦioŋ2	
雄	雄		ɦioŋ2	
融	融		ɦioŋ2	
容	容		ɦioŋ2	
蓉	蓉		ɦioŋ2	
镕	鎔		ɦioŋ2	
溶	溶		ɦioŋ2	
榕	榕		ɦioŋ2	
熔	熔		ɦioŋ2	
庸	庸		ɦiŋ2	
熨	熨		ɦiŋ6	
韵	韵		ɦiŋ6	
韵	韻		ɦiŋ6	
运	運	～道	ɦiŋ6	
运	運	～氣，～動	ɦioŋ6	
晕	暈		ɦiŋ6	
孕	孕		ɦiŋ6	
用	用		ɦioŋ6	
佣	佣	～金	ɦioŋ6	
佣	傭	～人	ɦioŋ6	
雍	雍		ioŋ1	
允	允		ioŋ1	
永	永		ioŋ1	
泳	泳		ioŋ1	
咏	咏		ioŋ1	
咏	詠		ioŋ1	
甬	甬		ioŋ1	
勇	勇		ioŋ1	
涌	湧		ioŋ1	
涌	涌		ioŋ1	
恿	恿		ioŋ1	
踊	踴		ioŋ1	
踊	踊		ioŋ1	
酝	醖		ioŋ5	
酝	醞		ioŋ5	
奔	犇		pəŋ1	
奔	奔		pəŋ1	
锛	錛	斧～	pəŋ1	
崩	崩	～開	pã1	
崩	崩	（文）	pəŋ1	
绷	綳	～帶	pã1	
绷	繃	～帶	pã1	
本	本		pəŋ1	
喷	噴		pʰəŋ1	
抨	抨		pʰəŋ1	
烹	烹		pʰəŋ1	
盆	盆		bəŋ2	
畚	畚	動詞：～田（用釘耙在水田裏翻土），～地（用釘耙在旱地上翻土）	bəŋ6	
笨	笨		bəŋ6	
闷	悶		məŋ1	
亹	亹	～源（地名）	məŋ2	
门	門		məŋ2	
蚊	蚊		məŋ2	
闻	聞		məŋ2	
萌	萌		məŋ2	
明	明	～朝（明天）	məŋ2	
明	朙	～朝（明天）	məŋ2	
盟	盟		məŋ2	
问	問		məŋ6	
分	分		fəŋ1	
朆	朆	方言字，不曾，沒有	fiŋ1	
朆	朆	（又）	fəŋ1	
吩	吩		fəŋ1	
芬	芬		fəŋ1	
纷	紛		fəŋ1	
粉	粉		fəŋ1	
粪	糞		fəŋ5	
奋	奮		fəŋ5	
愤	憤		fəŋ5	
忿	忿	氣～	fəŋ5	
焚	焚		vəŋ2	
坟	墳		vəŋ2	
文	文		vəŋ2	
雯	雯		vəŋ2	
纹	紋		vəŋ2	
蚊	蚊		vəŋ2	
闻	聞		vəŋ2	
份	份		vəŋ6	
分	分	本～	vəŋ6	
刎	刎		vəŋ6	
吻	吻		vəŋ6	
问	問		vəŋ6	
敦	敦		təŋ1	
墩	墩		təŋ1	
蹲	蹲		təŋ1	
登	登		təŋ1	
灯	燈		təŋ1	
等	等		təŋ1	
戥	戥		təŋ1	
顿	頓		təŋ5	
炖	燉		təŋ5	
凳	凳		təŋ5	
瞪	瞪		təŋ5	
吞	吞		tʰəŋ1	
氽	氽	漂浮：~勒水面上，用油炸：放勒油裏~一~	tʰəŋ1	
豚	豚		dəŋ2	
饨	飩		dəŋ2	
臀	臀		dəŋ2	
囤	囤		dəŋ2	
滕	滕		dəŋ2	
腾	騰		dəŋ2	
誊	謄		dəŋ2	
藤	藤		dəŋ2	
沌	沌		dəŋ6	
盾	盾		dəŋ6	
钝	鈍		dəŋ6	
遁	遁		dəŋ6	
邓	鄧		dəŋ6	
能	能		nəŋ2	
恁	恁	（口）第二人稱	nəŋ1	
嫩	嫩		nəŋ6	
论	論	～語	ləŋ2	
仑	侖		ləŋ2	
仑	崙	崑～（山名）	ləŋ2	
囵	圇	囫～	ləŋ2	
伦	倫		ləŋ2	
轮	輪		ləŋ2	
楞	楞	～角	ləŋ2	
论	論	討～	ləŋ6	
砧	砧		tʂəŋ1	
砧	碪	同砧	tʂəŋ1	
椹	椹		tʂəŋ1	
针	針		tʂəŋ1	
斟	斟		tʂəŋ1	
珍	珍		tʂəŋ1	
甄	甄		tʂəŋ1	
真	真		tʂəŋ1	
真	眞		tʂəŋ1	
禛	禛		tʂəŋ1	
尊	尊		tsəŋ1	
遵	遵		tsəŋ1	
臻	臻		tsəŋ1	
蓁	蓁		tsəŋ1	
榛	榛		tsəŋ1	
肫	肫	鴨～，雞～	tʂəŋ1	
曾	曾	姓	tsəŋ1	
增	增		tsəŋ1	
憎	憎		tsəŋ1	
罾	罾	扳～（一種漁網）	tsəŋ1	
征	征	～服	tʂəŋ1	
征	徵	～求	tʂəŋ1	
蒸	蒸		tʂəŋ1	
争	爭	（文）戰～	tʂəŋ1	
筝	箏		tʂəŋ1	
睁	睜	（文）	tʂəŋ1	
贞	貞		tʂəŋ1	
侦	偵		tʂəŋ1	
祯	禎		tʂəŋ1	
媜	媜		tʂəŋ1	
桢	楨		tʂəŋ1	
帧	幀		tʂəŋ1	
怔	怔		tʂəŋ1	
正	正	～月	tʂəŋ1	
症	癥	～結	tʂəŋ1	
枕	枕		tʂəŋ1	
姫	姫	謹愼	tʂəŋ1	
轸	軫		tʂəŋ1	
轸	䡩		tʂəŋ1	
诊	診		tʂəŋ1	
疹	疹		tʂəŋ1	
拯	拯		tʂəŋ1	
整	整		tʂəŋ1	
缜	縝		tʂəŋ1	
稹	稹		tʂəŋ1	
镇	鎮		tʂəŋ5	
镇	鎭		tʂəŋ5	
振	振		tʂəŋ5	
震	震		tʂəŋ5	
证	證	～據；同症，～狀	tʂəŋ5	
证	証	～諫	tʂəŋ5	
症	症	～狀	tʂəŋ5	
甑	甑	飯～	tsəŋ5	
正	正		tʂəŋ5	
政	政		tʂəŋ5	
村	村		tsʰəŋ1	
蹭	蹭		tsʰəŋ5	
称	稱		tʂʰəŋ1	
琛	琛		tʂʰəŋ1	
郴	郴		tʂʰəŋ1	
嗔	嗔		tʂʰəŋ1	
瞋	瞋		tʂʰəŋ1	
謓	謓		tʂʰəŋ1	
趁	趁		tʂʰəŋ5	
谶	讖		tsʰəŋ5	
榇	櫬		tsʰəŋ5	
衬	襯		tsʰəŋ5	
儭	儭		tsʰəŋ5	
寸	寸		tsʰəŋ5	
秤	秤		tʂʰəŋ5	
乘	乘	動詞，～汽車	tʂʰəŋ5	
乘	椉	動詞，～汽車	tʂʰəŋ5	
乘	乗	動詞，～汽車	tʂʰəŋ5	
沉	沉	～默	dʐəŋ2	
沈	沈	～默	dʐəŋ2	
岑	岑		dzəŋ2	
陈	陳		dʐəŋ2	
塍	塍	后～（地名）	dʐəŋ2	
尘	塵		dʐəŋ2	
臣	臣		dʐəŋ2	
存	存		dzəŋ2	
澄	澄		dʐəŋ2	
澄	澂		dʐəŋ2	
惩	懲		dʐəŋ2	
橙	橙		dʐəŋ2	
谌	諶		dʐəŋ2	
湛	湛		dʐəŋ2	
忱	忱		dʐəŋ2	
訦	訦		dʐəŋ2	
乘	乘	加減～除	dʐəŋ2	
乘	椉	加減～除	dʐəŋ2	
乘	乗	加減～除	dʐəŋ2	
承	承		dʐəŋ2	
丞	丞		dʐəŋ2	
仍	仍		dʐəŋ2	
呈	呈		dʐəŋ2	
程	程		dʐəŋ2	
成	成		dʐəŋ2	
城	城		dʐəŋ2	
诚	誠		dʐəŋ2	
阵	陣		dʐəŋ6	
嵊	嵊	～泗列島	dʐəŋ6	
剩	剩		dʐəŋ6	
剩	賸		dʐəŋ6	
逞	逞		tʂʰəŋ1	
骋	騁		tʂʰəŋ1	
郑	鄭		dʐəŋ6	
鸩	鴆		dʐəŋ6	
参	參	人～	səŋ1	
深	深		ʂəŋ1	
身	身		ʂəŋ1	
申	申		ʂəŋ1	
伸	伸		ʂəŋ1	
孙	孫		səŋ1	
僧	僧		səŋ1	
升	升	容量單位；上～，～級	ʂəŋ1	
升	昇	上～，～級	ʂəŋ1	
升	陞	～級	ʂəŋ1	
昇	昇	畢～	ʂəŋ1	
陞	陞	姓	ʂəŋ1	
生	生	（文）	səŋ1	
牲	牲		səŋ1	
笙	笙		səŋ1	
森	森		səŋ1	
声	聲	～音	ʂəŋ1	
沈	沈	姓	ʂəŋ1	
沈	瀋	～陽（地名）	ʂəŋ1	
审	審		ʂəŋ1	
婶	嬸		ʂəŋ1	
损	損		səŋ1	
笋	笋	同筍	səŋ1	
笋	筍	～乾	səŋ1	
榫	榫		səŋ1	
渗	滲		ʂəŋ5	
舜	舜	～過山（常州地名）	ʂəŋ5	
瞬	瞬		ʂəŋ5	
胜	勝		ʂəŋ5	
圣	聖		ʂəŋ5	
逊	遜		səŋ5	
壬	壬		ʐəŋ2	
神	神		ʐəŋ2	
辰	辰		dʐəŋ2	
晨	晨		dʐəŋ2	
人	人	～民	ʐəŋ2	
仁	仁		ʐəŋ2	
唇	唇		ʐəŋ2	
纯	純		dʐəŋ2	
醇	醇		dʐəŋ2	
鹑	鶉		dʐəŋ2	
曾	曾		dzəŋ2	
层	層		zəŋ2	
绳	繩		ʐəŋ2	
渑	澠	～水（河名）	ʐəŋ2	
盛	盛	～飯	ʐəŋ2	
甚	甚		ʐəŋ6	
椹	椹		ʐəŋ6	
葚	葚		ʐəŋ6	
任	任	責～	ʐəŋ6	
荏	荏		ʐəŋ6	
娠	娠		ʂəŋ1	
妊	妊		ʐəŋ6	
肾	腎		ʐəŋ6	
蜃	蜃		ʐəŋ6	
慎	慎		ʐəŋ6	
慎	愼		ʐəŋ6	
慎	昚	古文愼字	ʐəŋ6	
忍	忍	（文）	ʐəŋ6	
韧	韌	（文）	ʐəŋ6	
润	潤		ʐəŋ6	
闰	閏		ʐəŋ6	
赠	贈		dzəŋ6	
盛	盛	旺～	ʐəŋ6	
跟	跟		kəŋ1	
根	根		kəŋ1	
更	更	（文）～換	kəŋ1	
羹	羹	（文）	kəŋ1	
庚	庚	（文）	kəŋ1	
耕	耕	（文）	kəŋ1	
耕	畊	（文）	kəŋ1	
哽	哽	（文）	kəŋ1	
耿	耿	（文）	kəŋ1	
更	更	（文）～好	kəŋ5	
亘	亙		kəŋ5	
亘	亘	俗亙字	kəŋ5	
艮	艮		kəŋ5	
坑	坑	（文）	kʰəŋ1	
恳	懇		kʰəŋ1	
垦	墾		kʰəŋ1	
啃	啃		kʰəŋ1	
肯	肯		kʰəŋ1	
啃	啃	～骨頭	ɡəŋ6	
艮	艮	性格倔強偏執	ɡəŋ6	
亨	亨	（文）	həŋ1	
哼	哼		həŋ1	
擤	擤	～鼻涕	həŋ1	
狠	狠		həŋ1	
痕	痕		ɦəŋ2	
恒	恆		ɦəŋ2	
衡	衡		ɦəŋ2	
恨	恨		ɦəŋ6	
恩	恩		əŋ1	
斌	斌		piŋ1	
彬	彬		piŋ1	
豳	豳		piŋ1	
邠	邠		piŋ1	
玢	玢		piŋ1	
缤	繽		piŋ1	
濒	瀕		piŋ1	
宾	賓		piŋ1	
槟	檳		piŋ1	
殡	殯		piŋ1	
鬓	鬢		piŋ1	
冰	冰		piŋ1	
冰	氷		piŋ1	
仌	仌	冰本字	piŋ1	
兵	兵		piŋ1	
并	并	～州	piŋ1	
并	幷	～州	piŋ1	
禀	禀		piŋ1	
丙	丙		piŋ1	
秉	秉		piŋ1	
饼	餅		piŋ1	
柄	柄		piŋ5	
摒	摒	動詞，指不能放鬆，堅持：～住，～氣	piŋ5	
并	併	合～	piŋ5	
并	倂	合～	piŋ5	
拼	拼		pʰiŋ1	
姘	姘	～頭	pʰiŋ1	
乒	乒		pʰiŋ1	
品	品		pʰiŋ1	
聘	聘		pʰiŋ5	
娉	娉		pʰiŋ5	
贫	貧		biŋ2	
频	頻		biŋ2	
冯	馮	暴虎～河	biŋ2	
凭	憑		biŋ2	
凭	凭		biŋ2	
平	平		biŋ2	
