			编号	字头	低坡	西坡	白龙	白木	屯车	那勉	渌一	伯劳街	竹木排
			876	程	tʃʰɐn44	tʃʰɐn44	tʃʰeŋ44	tʃʰɐn44	tʃʰeŋ42	tʃʰeŋ32	tʃʰeŋ31	tsʰeŋ31	tʃʰəi35
			877	整	tʃɐn24	tʃɐn13	tʃɐn11	tʃɐn13	tʃeŋ24	tʃeŋ55	tʃeŋ55	tseŋ55	tʃiəi33
			878	正	tʃɐn44	tʃɐn44	tʃɐn11	tʃɐn44	tʃeŋ21	tʃeŋ113	tʃeŋ24	tseŋ24	tʃiəi51
			879	声	ʃɐn45	ʃɐn45	ʃɐn25	ʃɐn45	ʃeŋ55	ʃeŋ33	ʃeŋ11	seŋ11	ʃiəi45
			880	城	ʃɐn44	ʃɐn44	ʃɐn44	ʃɐn44	ʃeŋ42	ʃeŋ32	ʃeŋ31	seŋ31	ʃiəi35
			881	轻{2}	hɐn45	hɐn45	hɐŋ25	hɐn45	heŋ55	heŋ33	heŋ11	heŋ11	həi45
			882	赢	iɐn44	iɐn44	iɐn44	iɐn44	heŋ42	ieŋ32	ieŋ31	ieŋ31	iəi35
			883	积	tʃɐt4	tʃɐt4	tʃɐt4	tʃɐt4	tʃek4	tʃek5	tʃek5	tsek5	tʃiəi33
			884	惜	ɬɐt4	ɬɐt4	ɬɐt4	ɬɐt4	ɬek4	ɬek5	ɬek5	ɬek5	ɬəi33
			885	席	tʃʰɐt2	tʃʰɐt2	tʃʰɐt3	tʃʰɐt2	tʃʰek3	tʃʰek3	tʃʰek3	tsʰek3	tʃʰəi13
			886	尺	tʃʰɐt4	tʃʰɐt4	tʃʰɐt4	tʃʰɐt4	tʃʰek4	tʃʰek5	tʃʰek5	tsʰek5	tʃʰəi33
			887	石	ʃɐt2	ʃɐt2	ʃɐt3	ʃɐt2	ʃek3	ʃek3	ʃek3	sek3	ʃiəi13
			888	益	ʔɐt4	ʔɐt4	ʔɐt4	ʔɐt4	ʔek4	iek5	iek5	iek5	ʔəi33
			889	瓶	pʰɐn44	pʰɐn44	pʰɐn44	pʰɐn44	pʰeŋ42	pʰeŋ32	pʰeŋ31	pʰeŋ31	pʰəi35
			890	钉{铁～}	tɐn45	tɐn45	tɐn25	tɐn45	teŋ55	teŋ33	teŋ11	teŋ11	təi45
			891	顶	tɐn24	tɐn13	tɐn11	tɐn13	teŋ24	teŋ55	teŋ55	teŋ55	təi33
			892	厅	tʰɐn45	tʰɐn45	tʰɐn25	tʰɐn45	tʰeŋ55	tʰeŋ33	tʰeŋ11	tʰeŋ11	tʰəi45
			893	听{～见，～话}	tʰɐn45	tʰɐn45	tʰɐn25	tʰɐn45	tʰeŋ21	tʰeŋ113	tʰeŋ24	tʰeŋ24	tʰəi51
			894	停	tʰɐn44	tʰɐn44	tʰɐn44	tʰɐn44	tʰeŋ42	tʰeŋ32	tʰeŋ31	tʰeŋ31	tʰəi35
			895	挺	tʰɐn44	tʰɐn13	tʰɐn11	tʰɐn13	tʰeŋ24	tʰeŋ55	tʰeŋ33	tʰeŋ55	tʰəi33
			896	定	tʰɐn22	tʰɐn22	tʰɐn33	tʰɐn22	tʰeŋ21	tʰeŋ221	tʰeŋ44	tʰeŋ33	tʰəi22
			897	零	lɐn44	lɐn44	lɐn44	lɐn44	leŋ42	leŋ32	leŋ31	leŋ31	ləi35
			898	青{2}	tʃʰɐn45	tʃʰɐn45	tʃʰɐn25	tʃʰɐn45	tʃʰeŋ55	tʃʰeŋ33	tʃʰeŋ11	tsʰeŋ11	tʃʰəi45
			899	星	ɬɐn45	ɬɐn45	ɬɐn25	ɬɐn45	ɬeŋ55	ɬeŋ33	ɬeŋ11	ɬeŋ11	ɬəi45
			900	经{～过}	kɐn45	kɐn45	kɐn25	kɐn45	keŋ55	keŋ33	keŋ11	keŋ11	kəi45
			901	形	iɐn44	iɐn44	iɐn44	hɐn44	heŋ42	ieŋ32	ieŋ31	ieŋ31	iəi35
			902	壁	pɐt4	pɐt4	pɐt4	pɐt4	pek4	pek5	pek5	pek5	pəi33
			903	劈	pʰɐt4	pʰɐt4	pʰɐt4	pʰɐt4	pʰek4	pʰek5	pʰek5	pʰek5	pʰəi33
			904	踢	tʰɐt4	tʰɐt4	tʰɐt4	tʰɐt4	tʰek4	tʰek5	tʰek5	tʰek5	tʰəi33
			905	笛	tʰɐt2	tʰɐt2	tit3	tʰɐt2	tʰek3	tʰek3	tʰek3	tʰek3	tʰəi13
			906	历{农～}	lɐt4	lɐt4	lɐt4	lɐt4	lek3	lek3	lek3	lek3	ləi33
			907	锡	ɬɐt4	ɬɐt4	ɬɐt4	ɬɐt4	ɬek4	ɬek5	ɬek5	ɬek5	ɬəi33
			908	击	kɐt4	kɐt4	kɐt4	kɐt4	kek4	kek5	kek5	kek5	kɐt3
			909	吃	hɐk4	hɐt4	hɐt4	hɐt4	hek4	hɐt5	hek5	hɐt5	hai33
			910	横{～直}	viaŋ44	viaŋ44	viaŋ44	viaŋ44	viaŋ42	viaŋ32	viaŋ31	viaŋ31	vɛeŋ35
			911	划{～破}	væᵃk2	væᵃk2	viak3	viak2	vak3	vak3	væᵃk3	vak3	vɛek2
			912	兄	fɐn45	fɐn45	hɐn25	fɐn45	heŋ55	veŋ33	heŋ11	veŋ11	fəi45
			913	荣	ioŋ44	iɔᵘŋ44	ioŋ44	iɔŋ44	ioŋ42	ioŋ32	ioŋ31	veŋ31	ioŋ35
			914	永	ioŋ24	iɔᵘŋ13	ioŋ11	iɔŋ13	veŋ33	veŋ33	veŋ33	veŋ33	vəi13
			915	营	iɐn44	iɐn44	iɐn44	iɐn44	ieŋ42	ieŋ32	ieŋ31	ieŋ31	iəi35
			916	蓬	pʰoŋ44	pʰɔᵘŋ44	pʰɔᵘŋ33	pʰɔŋ44	pʰoŋ42	foŋ32	pʰoŋ31	pʰoŋ31	pʰoŋ35
			917	东	toŋ45	tɔᵘŋ45	toŋ25	tɔŋ45	toŋ55	toŋ33	toŋ11	toŋ11	toŋ45
			918	懂	toŋ24	tɔᵘŋ13	toŋ11	tɔŋ13	toŋ24	toŋ55	toŋ55	toŋ55	toŋ33
			919	冻	toŋ44	tɔᵘŋ44	toŋ11	tɔŋ44	toŋ21	toŋ113	toŋ24	toŋ24	toŋ51
			920	通	tʰoŋ45	tʰɔᵘŋ45	tʰoŋ25	tʰɔŋ45	tʰoŋ55	tʰoŋ33	tʰoŋ11	tʰoŋ11	tʰoŋ45
			921	桶	tʰoŋ24	tʰɔᵘŋ13	tʰoŋ11	tʰɔŋ13	tʰoŋ24	tʰoŋ55	tʰoŋ55	tʰoŋ55	tʰoŋ33
			922	痛	tʰoŋ44	tʰɔᵘŋ44	tʰoŋ11	tʰɔŋ44	tʰoŋ21	tʰoŋ113	tʰoŋ24	tʰoŋ24	tʰoŋ51
			923	铜	tʰoŋ44	tʰɔᵘŋ44	tʰoŋ44	tʰɔŋ44	tʰoŋ42	tʰoŋ32	tʰoŋ31	tʰoŋ31	tʰoŋ35
			924	动	tʰoŋ22	tʰɔᵘŋ22	tʰoŋ33	tʰɔŋ22	tʰoŋ33	tʰoŋ221	tʰoŋ44	tʰoŋ33	tʰoŋ13
			925	洞	tʰoŋ22	tʰɔᵘŋ22	tʰoŋ33	tʰɔŋ22	tʰoŋ21	tʰoŋ221	tʰoŋ44	tʰoŋ33	tʰoŋ22
			926	聋	loŋ44	lɔᵘŋ44	loŋ44	lɔŋ44	loŋ42	loŋ32	loŋ31	loŋ31	loŋ35
			927	弄	loŋ22	lɔᵘŋ22	loŋ33	lɔŋ22	loŋ21	loŋ221	loŋ44	loŋ33	loŋ22
			928	粽	tʃoŋ44	tʃɔᵘŋ44	tʃoŋ11	tʃɔŋ44	tʃoŋ21	tʃoŋ113	tʃoŋ24	tsoŋ24	tʃoŋ51
			929	葱	tʃʰoŋ45	tʃʰɔᵘŋ45	tʃʰoŋ25	tʃʰɔŋ45	tʃʰoŋ55	tʃʰoŋ33	tʃʰoŋ11	tsʰoŋ11	tʃʰoŋ45
			930	送	ɬoŋ44	ɬɔᵘŋ44	ɬoŋ11	ɬɔŋ44	ɬoŋ21	ɬoŋ113	ɬoŋ24	ɬoŋ24	ɬoŋ51
			931	公	koŋ45	kɔᵘŋ45	koŋ25	kɔŋ45	koŋ55	koŋ33	koŋ11	koŋ11	koŋ45
			932	孔	kʰoŋ24	kʰɔᵘŋ13	kʰoŋ11	kʰɔŋ13	hoŋ24	hoŋ55	hoŋ55	hoŋ55	hoŋ33
			933	烘	hoŋ44	hɔᵘŋ44	hoŋ11	hɔŋ22	hoŋ21	haŋ113	hoŋ24	hoŋ24	hɛeŋ51
			934	红	hoŋ44	hɔᵘŋ44	hoŋ44	hɔŋ44	hoŋ42	hoŋ32	hoŋ31	hoŋ31	hoŋ35
			935	翁	ʔoŋ45	iɔᵘŋ45	ioŋ25	iɔŋ45	ioŋ55	ioŋ33	ioŋ11	ioŋ11	ioŋ45
			936	木	muɔk4	mɔᵘk4	mɔᵘk4	mɔɒk4	mok3	mok3	mok3	mok3	mɔk2
			937	读	tʰuɔk2	tʰɔᵘk2	tʰok3	tʰɔɒk2	tʰuɔk3	tʰok3	tʰok3	tʰok3	tʰɔk2
			938	鹿	luɔk4	lɔᵘk4	lok4	lɔk4	lok3	lok3	lok3	lok3	lɔk2
			939	族	tʃʰuɔk2	tʃʰɔᵘk2	tʃʰok4	tʃʰɔk2	tʃʰok3	tʃʰok3	tʃʰok3	tsʰok3	tʃʰɔk2
			940	谷{稻～}	kuɔk4	kɔᵘk4	kok4	kɔɒk4	kuɔk24	kuɔk5	kok5	kok5	kɔk3
			941	哭	huɔk4	hɔᵘk4	hok4	hɔɒk4	huɔk24	huɔk5	hok5	hok5	hɔk3
			942	屋	ʔuɔk4	ʔɔᵘk4	ʔok4	ʔɔɒk4	ʔuɔk24	ʔuɔk5	ʔok5	ʔok5	ʔɔk3
			943	冬{～至}	toŋ45	tɔᵘŋ45	toŋ25	tɔŋ45	toŋ55	toŋ33	toŋ11	toŋ11	toŋ45
			944	统	tʰoŋ24	tʰɔᵘŋ13	tʰoŋ11	tʰɔŋ13	tʰoŋ24	tʰoŋ55	tʰoŋ55	tʰoŋ55	tʰoŋ33
			945	脓	noŋ45	nɔᵘŋ45	noŋ25	nɔŋ45	noŋ42	noŋ33	noŋ11	noŋ11	noŋ45
			946	松{～散}	ɬoŋ45	ɬɔᵘŋ45	ɬoŋ25	ɬɔŋ45	ɬoŋ55	ɬoŋ33	ɬoŋ11	ɬoŋ11	ɬoŋ45
			947	宋	ɬoŋ44	ɬɔᵘŋ44	ɬoŋ11	ɬɔŋ44	ɬoŋ21	ɬoŋ113	ɬoŋ24	ɬoŋ24	ɬoŋ51
			948	毒	tʰuɔk2	tʰɔᵘk2	tʰok3	tʰɔɒk2	tʰok3	tʰok3	tʰok3	tʰok3	tʰɔk2
			949	风	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	foŋ11	foŋ11	foŋ45
			950	丰	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	foŋ11	foŋ11	foŋ45
			951	凤	foŋ22	fɔᵘŋ22	foŋ33	fɔŋ22	foŋ21	foŋ221	foŋ44	foŋ33	foŋ22
			952	梦	moŋ22	mɔᵘŋ22	moŋ33	mɔŋ22	moŋ21	moŋ221	moŋ44	moŋ33	moŋ22
			953	中{当～}	tʃoŋ45	tʃɔᵘŋ45	tʃoŋ25	tʃɔŋ45	tʃoŋ55	tʃoŋ33	tʃoŋ11	tsoŋ11	tʃoŋ45
			954	虫	tʃʰoŋ44	tʃʰɔᵘŋ44	tʃʰoŋ44	tʃʰɔŋ44	tʃʰoŋ42	tʃʰoŋ32	tʰoŋ31	tsʰoŋ31	tʃʰoŋ35
			955	终	tʃoŋ45	tʃɔᵘŋ45	tʃoŋ25	tʃɔŋ45	tʃoŋ55	tʃoŋ33	tʃoŋ11	tsoŋ11	tʃoŋ45
			956	充	tʃʰoŋ45	tʃʰɔᵘŋ45	tʃʰoŋ25	tʃʰɔŋ45	tʃʰoŋ55	tʃʰoŋ33	tʃʰoŋ11	tsʰoŋ11	tʃʰoŋ45
			957	宫	koŋ45	kɔᵘŋ45	koŋ25	kɔŋ45	koŋ55	koŋ33	koŋ11	koŋ11	koŋ45
			958	穷	kʰoŋ44	kʰɔᵘŋ44	kʰoŋ44	kʰɔŋ44	kʰoŋ42	kʰoŋ32	kʰoŋ31	kʰoŋ31	kʰoŋ35
			959	熊	hoŋ44	hɔᵘŋ44	hoŋ44	hɔŋ44	ioŋ42	hoŋ32	ioŋ31	ioŋ31	hoŋ35
			960	雄	hoŋ44	hɔᵘŋ44	hoŋ44	hɔŋ44	hoŋ42	hoŋ32	hoŋ31	hoŋ31	hoŋ35
			961	福	fuɔk4	fɔᵘk4	fok4	fɔk4	fok4	fok5	fok5	fok5	fɔk3
			962	服	fuɔk2	fɔᵘk2	fok3	fɔk2	fok3	fok3	fok3	fok3	fɔk2
			963	目	muɔk4	mɔᵘk4	mok4	mɔɒk4	mok3	mok3	mok3	mok3	mɔk3
			964	六	luɔk4	lɔᵘk4	lok4	lɔɒk4	lok3	lok3	lok3	lok3	lɔk3
			965	宿{～舍}	ɬuɔk4	ɬɔᵘk4	ɬok4	ɬɔɒk4	ɬok4	ɬok5	ɬok5	ɬok5	ɬɔk3
			966	竹	tʃuɔk4	tʃɔᵘk4	tʃok4	tʃɔɒk4	tʃok4	tʃok5	tʃok5	tsok5	tʃɔk3
			967	畜{～牲}	tʃʰuɔk4	tʃʰɔᵘk4	tʃʰok4	tʃʰɔɒk4	tʃʰok4	tʃʰok5	tʃʰok5	tsʰok5	tʃʰɔk3
			968	缩	ɬuɔk4	ɬɔᵘk4	ɬok4	ɬɔk4	ɬok4	ɬok5	ɬok5	ɬok5	ɬɔk3
			969	粥	tʃuɔk4	tʃɔᵘk4	tʃok4	tʃɔk4	tʃok4	tʃok5	tʃok5	tsok5	tʃɔk3
			970	叔	ʃuɔk4	ʃɔᵘk4	ʃok4	ʃɔk4	ʃok4	ʃok5	ʃok5	sok5	ʃiɔk3
			971	熟	ʃuɔk2	ʃɔᵘk2	ʃok3	ʃɔk2	ʃok3	ʃok3	ʃok3	sok3	ʃiɔk2
			972	肉	ȵiɔk4	ȵiɔᵘk4	ȵiok4	ȵiɔk4	ȵiok3	ȵiok3	ȵiok3	ȵiok3	ȵiɔk2
			973	菊	kuɔk4	kɔᵘk4	kok4	kɔk4	kuɔk24	kok5	kok5	kok5	kɔk3
			974	育	iɔk4	iɔᵘk4	iok4	iɔk4	iok3	iok3	iok3	iok3	iɔk3
			975	封	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	foŋ11	foŋ11	foŋ45
			976	蜂	foŋ45	fɔᵘŋ45	foŋ25	fɔŋ45	foŋ55	foŋ33	foŋ11	foŋ11	foŋ45
			977	缝{一条～}	foŋ44	fɔᵘŋ44	foŋ33	fɔŋ22	foŋ42	—	foŋ44	foŋ31	foŋ22
			978	浓	noŋ44	nɔᵘŋ44	noŋ44	nɔŋ44	noŋ42	noŋ32	noŋ31	noŋ31	noŋ35
			979	龙	loŋ44	lɔᵘŋ44	loŋ44	lɔŋ44	loŋ42	loŋ32	loŋ31	loŋ31	loŋ35
			980	松{～树}	tʃʰoŋ44	tʃʰɔᵘŋ44	tʃʰoŋ44	tʃʰɔŋ44	tʃʰoŋ42	tʃʰoŋ32	ɬoŋ11	tsʰoŋ31	tʃʰoŋ35
			981	重{轻～}	tʃʰoŋ22	tʃʰɔᵘŋ22	tʃʰoŋ33	tʃʰɔŋ22	tʃʰoŋ33	tʃʰoŋ33	tʃʰoŋ33	tsʰoŋ33	tʃʰoŋ13
			982	肿	tʃoŋ24	tʃɔᵘŋ13	tʃoŋ11	tʃɔŋ13	tʃoŋ24	tʃoŋ55	tʃoŋ55	tsoŋ55	tʃoŋ33
			983	种{～树}	tʃoŋ44	tʃɔᵘŋ44	tʃoŋ11	tʃɔŋ44	tʃoŋ21	tʃoŋ113	tʃoŋ24	tsoŋ24	tʃoŋ51
			984	冲	tʃʰoŋ45	tʃʰɔᵘŋ45	tʃʰoŋ25	tʃʰɔŋ45	tʃʰoŋ55	tʃʰoŋ33	tʃʰoŋ11	tsʰoŋ11	tʃʰoŋ45
			985	恭	koŋ45	kɔᵘŋ45	koŋ25	kɔŋ45	koŋ55	koŋ33	koŋ11	koŋ11	koŋ45
			986	共	kʰoŋ22	kʰɔᵘŋ22	kʰoŋ33	kʰɔŋ22	kʰoŋ21	kʰoŋ221	kʰoŋ44	kʰoŋ33	kʰoŋ22
			987	凶{吉～}	hoŋ45	hɔᵘŋ45	hoŋ25	hɔŋ45	hoŋ55	hoŋ33	hoŋ11	hoŋ11	hoŋ45
			988	拥{2}	ioŋ24	iɔᵘŋ13	ioŋ11	iɔŋ13	ioŋ24	ioŋ55	ioŋ55	ioŋ55	ʔoŋ45
			989	容	ioŋ44	iɔᵘŋ44	ioŋ44	iɔŋ44	ioŋ42	ioŋ32	ioŋ31	ioŋ31	ioŋ35
			990	用	ioŋ22	iɔᵘŋ22	ioŋ33	iɔŋ22	ioŋ21	ioŋ221	ioŋ44	ioŋ33	ioŋ22
			991	绿	lɔk4	lɔᵘk4	lok4	lɔk4	lok3	lok3	lok3	lok3	lɔk2
			992	足	tʃɔk4	tʃɔᵘk4	tʃok4	tʃɔɒk4	tʃok4	tʃok5	tʃok5	tsok5	tʃɔk3
			993	烛	tʃuɔk4	tʃɔᵘk4	tʃok4	tʃɔk4	tʃok4	tʃok5	tʃok5	tsok5	tʃɔk3
			994	赎	ʃuɔk2	ʃɔᵘk2	ʃok3	ʃɔk2	ʃok3	ʃok3	ʃok3	sok3	ʃiɔk2
			995	属	ʃuɔk2	ʃɔᵘk2	ʃok4	ʃɔk2	ʃok3	ʃok3	ʃok3	sok3	ʃiɔk2
			996	褥	iɔk4	iɔᵘk4	iok4	iɔk4	iok3	—	iok3	iok3	iɔk2
			997	曲{歌～}	kʰuɔk4	kʰɔᵘk4	kʰok4	kʰɔɒk4	kʰok4	kʰok5	kʰok5	kʰok5	kʰɔk3
			998	局	kʰuɔk2	kʰɔᵘk2	kʰok4	kʰɔɒk2	kʰok3	kʰok3	kʰok3	kʰok3	kʰɔk2
			999	玉	ȵiɔk4	ȵiɔᵘk4	ȵiok4	ȵiɔk4	ȵiok3	ȵiok3	ȵiok3	ȵiok3	ȵiɔk2
			1000	浴	iɔk4	iɔᵘk4	iok4	iɔk4	iok3	iok3	iok3	iok3	iɔk2
