simp	trad	detail	调类
瞳	瞳		doŋ2
动	動		doŋ6
洞	洞		doŋ6
农	農	又	ȵioŋ2
农	農	又	noŋ2
脓	膿		noŋ2
浓	濃		ȵioŋ2
弄	弄	動詞	noŋ6
笼	籠		loŋ2
聋	聾		loŋ2
眬	矓	矇～	loŋ2
昽	曨	曚～	loŋ2
珑	瓏		loŋ2
泷	瀧		loŋ2
胧	朧	朦～	loŋ2
隆	隆		loŋ2
窿	窿		loŋ2
龙	龍		loŋ2
拢	攏		loŋ3
陇	隴		loŋ3
垄	壟		loŋ3
弄	弄	～堂	loŋ6
棕	棕	俗椶字	tsoŋ1
棕	椶		tsoŋ1
棕	㯶	俗椶字	tsoŋ1
鬃	鬃	俗鬉字	tsoŋ1
鬃	鬉		tsoŋ1
鬃	騣	俗鬉字	tsoŋ1
宗	宗		tsoŋ1
综	綜		tsoŋ1
中	中	當～	tsoŋ1
忠	忠		tsoŋ1
衷	衷		tsoŋ1
终	終		tsoŋ1
踪	蹤		tsoŋ1
纵	縱	跳	tsoŋ3
纵	縱	放～	tsoŋ5A
钟	鍾	～情	tsoŋ1
钟	鐘	～樓	tsoŋ1
盅	盅		tsoŋ1
总	總		tsoŋ3
总	緫		tsoŋ3
总	縂	同總	tsoŋ3
总	揔		tsoŋ3
总	摠		tsoŋ3
总	搃		tsoŋ3
种	種	品～	tsoŋ3
肿	腫		tsoŋ3
冢	冢		tsoŋ3
冢	塚		tsoŋ3
粽	糉		tsoŋ5A
中	中		tsoŋ5A
种	種	～地	tsoŋ5A
众	衆	眾訛字	tsoŋ5A
众	眾	衆本字	tsoŋ5A
众	众	俗書爲衆字	tsoŋ5A
众	㐺	衆本字	tsoŋ5A
聪	聰		tsʰoŋ1
匆	匆	俗悤字	tsʰoŋ1
悤	忩	同悤	tsʰoŋ1
悤	悤		tsʰoŋ1
悤	怱	俗悤字	tsʰoŋ1
葱	蔥		tsʰoŋ1
葱	葱		tsʰoŋ1
囱	囱		tsʰoŋ1
囱	囪		tsʰoŋ1
冲	沖	～浪	tsʰoŋ1
冲	衝	～動	tsʰoŋ1
充	充		tsʰoŋ1
从	從	～容	tsʰoŋ1
舂	舂		tsʰoŋ1
宠	寵		tsʰoŋ3
铳	銃		tsʰoŋ5B
丛	叢		dzoŋ2
种	种	姓	dzoŋ2
虫	蟲		dzoŋ2
崇	崇		zoŋ2
从	從	跟～	dzoŋ2
重	重	～來	dzoŋ2
仲	仲		zoŋ6
重	重	輕～	dzoŋ6
淞	淞	吴～江（河名）	soŋ1
凇	凇	霧～	soŋ1
松	松	～樹	soŋ1
松	鬆	輕～	soŋ1
嵩	嵩		soŋ1
耸	聳		soŋ3
讼	訟		zoŋ6
送	送		soŋ5A
宋	宋		soŋ5A
诵	誦		zoŋ6
颂	頌		zoŋ6
公	公		koŋ1
蚣	蚣		koŋ1
工	工		koŋ1
功	功		koŋ1
攻	攻		koŋ1
弓	弓		koŋ1
躬	躬		koŋ1
宫	宮		koŋ1
恭	恭		koŋ1
龚	龔	又	koŋ3
拱	拱		koŋ3
巩	鞏		koŋ3
贡	貢		koŋ5A
汞	汞		koŋ5A
供	供	上～	koŋ5A
空	空	～氣	kʰoŋ1
崆	崆	～峒（山名）	kʰoŋ1
孔	孔		kʰoŋ3
恐	恐		kʰoŋ3
控	控		kʰoŋ5B
空	空	房間～	kʰoŋ5B
共	共		ɡoŋ6
轰	轟	～出去	hoŋ1
轰	揈	～出去	hoŋ1
訇	訇		hoŋ1
哄	哄	～搶	hoŋ1
烘	烘		hoŋ1
哄	哄	～騙	hoŋ3
哄	哄	起～	hoŋ5A
哄	鬨	起～	hoŋ5A
哄	閧	起～	hoŋ5A
弘	弘		ɦʰoŋ2
宏	宏		ɦʰoŋ2
红	紅		ɦʰoŋ2
黉	黌		ɦʰoŋ2
洪	洪		ɦʰoŋ2
鸿	鴻		ɦʰoŋ2
虹	虹	霓～燈	ɦʰoŋ2
翁	翁		oŋ1
瓮	瓮		oŋ5A
瓮	甕		oŋ5A
䐥	䐥	～爛	oŋ5A
齆	齆	鼻子不通氣	oŋ5A
均	均		tɕyiŋ1
钧	鈞		tɕyiŋ1
菌	菌		tɕyiŋ1
君	君		tɕyiŋ1
龚	龔	又	tɕioŋ1
军	軍		tɕyiŋ1
准	准	批～	tɕyiŋ3
准	准	（文）	tsəŋ3
准	準	標～	tɕyiŋ3
准	準	（文）	tsəŋ3
窘	窘		tɕioŋ3
迥	迥		tɕioŋ3
扃	扃		tɕioŋ1
炅	炅		tɕioŋ3
囧	囧		tɕioŋ3
冏	冏		tɕioŋ3
颎	熲		tɕioŋ3
顈	顈		tɕioŋ3
炯	烱		tɕioŋ3
炯	炯		tɕioŋ3
椿	椿	香～	tɕʰyiŋ1
椿	椿	（文）	tsʰəŋ1
春	春	～山頭：春天	tɕʰyiŋ1
春	春	（文）	tsʰəŋ1
蠢	蠢		tɕʰyiŋ3
蠢	蠢	（文）	tsʰəŋ3
群	羣	群本字	dʑyiŋ2
裙	裙		dʑyiŋ2
裙	帬	裙本字	dʑyiŋ2
裙	裠	同裙	dʑyiŋ2
琼	瓊		dʑioŋ2
穷	窮		dʑioŋ2
煢	煢		dʑioŋ2
嬛	嬛	同惸	dʑioŋ2
惸	惸		dʑioŋ2
睘	睘	俗瞏字	dʑioŋ2
睘	瞏		dʑioŋ2
绒	絨		ȵioŋ2
茸	茸		ȵioŋ2
戎	戎		ȵioŋ2
熏	熏		ɕyiŋ1
勋	勛		ɕyiŋ1
勋	勳		ɕyiŋ1
兄	兄		ɕioŋ1
胸	胸		ɕioŋ1
胸	胷		ɕioŋ1
匈	匈		ɕioŋ1
凶	凶	吉～	ɕioŋ1
凶	兇	～手	ɕioŋ1
驯	馴		ɕyiŋ5A
训	訓		ɕyiŋ5A
顺	順		ʑyiŋ6
顺	順	（文）	zəŋ6
润	潤		ʑyiŋ6
润	潤	（文）	zəŋ6
闰	閏		ʑyiŋ6
闰	閏	（文）	zəŋ6
匀	勻		ɦyiŋ2
云	云	說	ɦyiŋ2
云	雲		ɦyiŋ2
芸	芸	～～眾生，～香	ɦyiŋ2
芸	蕓	～薹	ɦyiŋ2
耘	耘		ɦyiŋ2
秐	秐	同耘	ɦyiŋ2
赢	贏		ɦyiŋ2
赢	贏	（文）	ɦiŋ2
荣	榮		ɦioŋ2
茸	茸		zoŋ2
戎	戎		zoŋ2
熊	熊		ɦioŋ2
雄	雄		ɦioŋ2
融	融		ɦioŋ2
容	容		ɦioŋ2
蓉	蓉		ɦioŋ2
镕	鎔		ɦioŋ2
溶	溶		ɦioŋ2
榕	榕		ɦioŋ2
熔	熔		ɦioŋ2
庸	庸		ɦioŋ2
熨	熨		ɦioŋ6
韵	韻		ɦyiŋ6
运	運		ɦyiŋ6
晕	暈		ɦyiŋ6
孕	孕		ɦyiŋ6
用	用		ɦioŋ6
佣	佣	～金	ɦioŋ6
佣	傭	～人	ɦioŋ6
雍	雍		ioŋ1
允	允		ioŋ3
永	永		ioŋ3
泳	泳		ioŋ3
咏	咏		ioŋ3
咏	詠		ioŋ3
甬	甬		ioŋ3
勇	勇		ioŋ3
涌	湧		ioŋ3
涌	涌		ioŋ3
恿	恿		ioŋ3
踊	踴		ioŋ3
踊	踊		ioŋ3
酝	醖		yiŋ5A
酝	醞		yiŋ5A
奔	奔		pəŋ1
锛	錛	斧～	pəŋ1
崩	崩	～開	paŋ1
崩	崩	（文）	pəŋ1
绷	綳	～帶	paŋ3
绷	繃	～帶	paŋ3
本	本		pəŋ3
喷	噴		pʰəŋ1
抨	抨		pʰəŋ1
烹	烹		pʰəŋ1
盆	盆		bəŋ2
畚	畚	動詞：～田（用釘耙在水田裏翻土），～地（用釘耙在旱地上翻土）	bəŋ6
笨	笨		bəŋ6
闷	悶		məŋ1
亹	亹	～源（地名）	məŋ2
门	門		məŋ2
蚊	蚊		məŋ2
闻	聞		məŋ2
萌	萌		məŋ2
明	明	～朝（明天）	məŋ2
明	朙	～朝（明天）	məŋ2
盟	盟		məŋ2
问	問		məŋ6
分	分		fəŋ1
朆	朆	方言字，不曾，沒有	fəŋ1
吩	吩		fəŋ1
芬	芬		fəŋ1
纷	紛		fəŋ1
粉	粉		fəŋ3
粪	糞		fəŋ5A
奋	奮		fəŋ5A
愤	憤		fəŋ5A
忿	忿	氣～	fəŋ5A
焚	焚		vəŋ2
坟	墳		vəŋ2
文	文		vəŋ2
雯	雯		vəŋ2
纹	紋		vəŋ2
蚊	蚊		vəŋ2
闻	聞		vəŋ2
份	份		vəŋ6
分	分	本～	vəŋ6
刎	刎		vəŋ6
吻	吻		vəŋ6
问	問		vəŋ6
敦	敦		təŋ1
墩	墩		təŋ1
蹲	蹲		təŋ1
登	登		təŋ1
灯	燈		təŋ1
等	等		təŋ3
戥	戥		təŋ3
顿	頓		təŋ5A
炖	燉		təŋ5A
凳	凳		təŋ5A
瞪	瞪		təŋ5A
吞	吞		tʰəŋ1
氽	氽	漂浮：~勒水面上，用油炸：放勒油裏~一~	tʰəŋ3
豚	豚		dəŋ2
饨	飩		dəŋ2
臀	臀		dəŋ2
囤	囤		dəŋ2
滕	滕		dəŋ2
腾	騰		dəŋ2
誊	謄		dəŋ2
藤	藤		dəŋ2
沌	沌		dəŋ6
盾	盾		dəŋ6
钝	鈍		dəŋ6
遁	遁		dəŋ6
邓	鄧		dəŋ6
能	能		nəŋ2
嫩	嫩		nəŋ6
论	論	～語	ləŋ2
仑	侖		ləŋ2
仑	崙	崑～（山名）	ləŋ2
囵	圇	囫～	ləŋ2
伦	倫		ləŋ2
轮	輪		ləŋ2
楞	楞	～角	ləŋ2
论	論	討～	ləŋ6
砧	砧		tsəŋ1
砧	碪	同砧	tsəŋ1
椹	椹		tsəŋ1
针	針		tsəŋ1
斟	斟		tsəŋ1
珍	珍		tsəŋ1
甄	甄		tsəŋ1
真	真		tsəŋ1
真	眞		tsəŋ1
禛	禛		tsəŋ1
尊	尊		tsəŋ1
遵	遵		tsəŋ1
臻	臻		tsəŋ1
蓁	蓁		tsəŋ1
榛	榛		tsəŋ1
肫	肫	鴨～，雞～	tsəŋ1
曾	曾	姓	tsəŋ1
增	增		tsəŋ1
憎	憎		tsəŋ1
罾	罾	扳～（一種漁網）	tsəŋ1
征	征	～服	tsəŋ1
征	徵	～求	tsəŋ1
蒸	蒸		tsəŋ1
争	爭	（文）戰～	tsəŋ1
筝	箏		tsəŋ1
睁	睜	（文）	tsəŋ1
贞	貞		tsəŋ1
侦	偵		tsəŋ1
祯	禎		tsəŋ1
媜	媜		tsəŋ1
桢	楨		tsəŋ1
帧	幀		tsəŋ1
正	正	～月	tsəŋ1
症	癥	～結	tsəŋ1
枕	枕		tsəŋ3
姫	姫	謹愼	tsəŋ3
轸	軫		tsəŋ3
轸	䡩		tsəŋ3
诊	診		tsəŋ3
疹	疹		tsəŋ3
拯	拯		tsəŋ3
整	整		tsəŋ3
缜	縝		tsəŋ3
稹	稹		tsəŋ3
镇	鎮		tsəŋ5A
镇	鎭		tsəŋ5A
振	振		tsəŋ5A
震	震		tsəŋ5A
证	證	～據；同症，～狀	tsəŋ5A
证	証	～諫	tsəŋ5A
症	症	～狀	tsəŋ5A
甑	甑	飯～	tsəŋ5A
正	正		tsəŋ5A
政	政		tsəŋ5A
村	村		tsʰəŋ1
蹭	蹭		tsʰəŋ5B
称	稱		tsʰəŋ1
嗔	嗔		tsʰəŋ1
瞋	瞋		tsʰəŋ1
謓	謓		tsʰəŋ1
参	參	～差	tsʰəŋ1
趁	趁		tsʰəŋ5B
谶	讖		tsʰəŋ5B
寸	寸		tsʰəŋ5B
秤	秤		tsʰəŋ5B
乘	乘	動詞，～汽車	tsʰəŋ5B
乘	椉	動詞，～汽車	tsʰəŋ5B
乘	乗	動詞，～汽車	tsʰəŋ5B
沉	沉	～默	dzəŋ2
沈	沈	～默	dzəŋ2
岑	岑		dzəŋ2
陈	陳		dzəŋ2
塍	塍	后～（地名）	dzəŋ2
尘	塵		dzəŋ2
臣	臣		dzəŋ2
存	存		zəŋ2
澄	澄		dzəŋ2
澄	澂		dzəŋ2
惩	懲		dzəŋ2
橙	橙		dzəŋ2
谌	諶		dzəŋ2
湛	湛		dzəŋ2
忱	忱		dzəŋ2
訦	訦		dzəŋ2
乘	乘	加減～除	dzəŋ2
乘	椉	加減～除	dzəŋ2
乘	乗	加減～除	dzəŋ2
承	承		dzəŋ2
丞	丞		dzəŋ2
仍	仍		dzəŋ2
呈	呈		dzəŋ2
程	程		dzəŋ2
成	成		dzəŋ2
城	城		dzəŋ2
诚	誠		dzəŋ2
阵	陣		dzəŋ6
嵊	嵊	～泗列島	dzəŋ6
剩	剩		dzəŋ6
剩	賸		dzəŋ6
逞	逞		tsʰəŋ3
郑	鄭		dzəŋ6
鸩	鴆		dzəŋ6
参	參	人～	səŋ1
深	深		səŋ1
身	身		səŋ1
申	申		səŋ1
伸	伸		səŋ1
孙	孫		səŋ1
僧	僧		səŋ1
升	升	容量單位；上～，～級	səŋ1
升	昇	上～，～級	səŋ1
升	陞	～級	səŋ1
昇	昇	畢～	səŋ1
陞	陞	姓	səŋ1
生	生	（文）	səŋ1
牲	牲		səŋ1
笙	笙		səŋ1
森	森		səŋ1
声	聲	～音	səŋ1
沈	沈	姓	səŋ3
沈	瀋	～陽（地名）	səŋ3
审	審		səŋ3
婶	嬸		səŋ3
损	損		səŋ3
笋	笋	同筍	siŋ3
笋	筍	～乾	siŋ3
榫	榫		səŋ3
渗	滲		səŋ5A
舜	舜	～過山（常州地名）	səŋ5A
瞬	瞬		səŋ5A
胜	勝		səŋ5A
圣	聖		səŋ5A
逊	遜		səŋ5A
壬	壬		zəŋ2
神	神		zəŋ2
辰	辰		zəŋ2
晨	晨		zəŋ2
人	人	～民	zəŋ2
仁	仁		zəŋ2
唇	唇		zəŋ2
纯	純		zəŋ2
醇	醇		zəŋ2
鹑	鶉		zəŋ2
曾	曾		zəŋ2
层	層		zəŋ2
绳	繩		zəŋ2
渑	澠	～水（河名）	zəŋ2
盛	盛	～飯	zəŋ2
甚	甚		zəŋ6
椹	椹		zəŋ6
葚	葚		zəŋ6
任	任	責～	zəŋ6
娠	娠		səŋ1
妊	妊		zəŋ6
肾	腎		zəŋ6
蜃	蜃		zəŋ6
慎	慎		zəŋ6
慎	愼		zəŋ6
慎	昚	古文愼字	zəŋ6
忍	忍		zəŋ6
韧	韌	（文）	zəŋ6
润	潤		zəŋ6
闰	閏		zəŋ6
赠	贈		zəŋ6
盛	盛	旺～	zəŋ6
跟	跟		kəŋ1
根	根		kəŋ1
更	更	（文）～換	kəŋ1
羹	羹	（文）	kəŋ1
庚	庚	（文）	kəŋ1
耕	耕	（文）	kəŋ1
耕	畊	（文）	kəŋ1
哽	哽	（文）	kəŋ3
耿	耿	（文）	kəŋ3
更	更	（文）～好	kəŋ5A
亘	亙		kəŋ5A
亘	亘	俗亙字	kəŋ5A
艮	艮		kəŋ5A
坑	坑	（文）	kʰəŋ1
恳	懇		kʰəŋ3
垦	墾		kʰəŋ3
啃	啃		kʰəŋ3
肯	肯		kʰəŋ3
啃	啃	～骨頭	ɡəŋ6
艮	艮	～頭：性格倔強偏執的人	ɡəŋ6
亨	亨	（文）	həŋ1
哼	哼		həŋ1
擤	擤	～鼻涕	həŋ3
狠	狠		həŋ3
痕	痕		ɦʰəŋ2
恒	恆		ɦʰəŋ2
衡	衡		ɦʰəŋ2
恨	恨		ɦʰəŋ6
恩	恩		əŋ1
宾	賓		piŋ1
槟	檳		piŋ1
殡	殯		piŋ1
鬓	鬢		piŋ1
冰	冰		piŋ1
冰	氷		piŋ1
仌	仌	冰本字	piŋ1
兵	兵		piŋ1
并	并	～州	piŋ1
并	幷	～州	piŋ1
禀	禀		piŋ3
丙	丙		piŋ3
秉	秉		piŋ3
饼	餅		piŋ3
柄	柄		piŋ5A
摒	摒	動詞，指不能放鬆，堅持：～住，～氣	piŋ5A
并	併	合～	piŋ5A
并	倂	合～	piŋ5A
拼	拼		pʰiŋ1
姘	姘	～頭	pʰiŋ1
乒	乒		pʰiŋ1
品	品		pʰiŋ3
聘	聘		pʰiŋ5B
娉	娉		pʰiŋ5B
贫	貧		biŋ2
频	頻		biŋ2
冯	馮	暴虎～河	biŋ2
凭	憑		biŋ2
凭	凭		biŋ2
平	平		biŋ2
坪	坪		biŋ2
评	評		biŋ2
苹	苹	《詩經》食野之～	biŋ2
苹	蘋	～果	biŋ2
瓶	瓶		biŋ2
瓶	甁		biŋ2
屏	屏		biŋ2
屏	屛		biŋ2
萍	萍		biŋ2
病	病		biŋ6
并	並	～且	biŋ6
并	竝	～且	biŋ6
并	𠀤	～且	biŋ6
民	民		miŋ2
悯	憫		miŋ3
抿	抿	合上雙唇	miŋ3
敏	敏		miŋ3
渑	澠	～池（或音miɪ）	miŋ3
明	明	聰～	miŋ2
明	朙	聰～	miŋ2
名	名		miŋ2
铭	銘		miŋ2
闽	閩		miŋ3
闵	閔		miŋ3
鸣	鳴		miŋ2
皿	皿		miŋ3
冥	冥		miŋ3
暝	暝		miŋ3
瞑	瞑		miŋ3
螟	螟		miŋ3
命	命		miŋ6
丁	丁		tiŋ1
仃	仃	伶～	tiŋ1
钉	釘	名詞	tiŋ1
疔	疔		tiŋ1
蜓	蜓	蜻～	tiŋ1
盯	盯		tiŋ1
顶	頂		tiŋ3
鼎	鼎		tiŋ3
澄	澄	動詞，讓液體裏的雜質沈澱，使之淸澈：～水	tiŋ5A
钉	釘	動詞	tiŋ5A
订	訂		tiŋ5A
厅	廳		tʰiŋ1
汀	汀		tʰiŋ1
艇	艇		tʰiŋ3
挺	挺		tʰiŋ3
铤	鋌		tʰiŋ3
町	町		tʰiŋ3
町	町		tiŋ1
听	聽		tʰiŋ5B
亭	亭		diŋ2
停	停		diŋ2
廷	廷		diŋ2
庭	庭		diŋ2
霆	霆		diŋ2
婷	婷		diŋ2
渟	渟		diŋ2
筳	筳		diŋ2
锭	錠		diŋ6
定	定		diŋ6
拎	拎		liŋ1
琳	琳		liŋ2
林	林		liŋ2
淋	淋		liŋ2
泠	泠		liŋ2
羚	羚		liŋ2
苓	苓		liŋ2
临	臨		liŋ2
邻	鄰		liŋ2
鳞	鱗		liŋ2
燐	燐	～火	liŋ2
磷	磷		liŋ2
麟	麟		liŋ2
陵	陵		liŋ2
凌	凌		liŋ2
淩	淩		liŋ2
菱	菱		liŋ2
绫	綾		liŋ2
岭	嶺		liŋ2
灵	靈		liŋ2
零	零		liŋ2
铃	鈴		liŋ2
伶	伶	～仃，～俐	liŋ2
玲	玲		liŋ2
翎	翎		liŋ2
龄	齡		liŋ2
领	領		liŋ3
赁	賃		ȵiŋ6
吝	吝		liŋ6
令	令		liŋ6
另	另		liŋ6
津	津		tsiŋ1
晶	晶		tsiŋ1
精	精		tsiŋ1
菁	菁	～華	tsiŋ1
菁	菁	南～中學（江陰校名）	tsʰiŋ1
睛	睛		tsiŋ1
井	井		tsiŋ3
尽	儘	～管	tsiŋ3
浸	浸		tsiŋ5A
进	進		tsiŋ5A
晋	晉		tsiŋ5A
浚	濬		tsiŋ5A
浚	浚		tsiŋ5A
俊	俊		tsiŋ5A
峻	峻		tsiŋ5A
竣	竣		tsiŋ5A
骏	駿		tsiŋ5A
俊	儁	同俊	tsiŋ5A
隽	雋		tsiŋ5A
隽	隽	同雋	tsiŋ5A
侵	侵		tsʰiŋ1
亲	親		tsʰiŋ1
清	清		tsʰiŋ1
清	淸		tsʰiŋ1
青	靑		tsʰiŋ1
青	青		tsʰiŋ1
请	請		tsʰiŋ3
亲	親	～家母	tsʰiŋ5B
秦	秦		ziŋ2
情	情		ziŋ2
氰	氰		ziŋ2
晴	晴		ziŋ2
尽	盡		ziŋ6
静	靜		ziŋ6
靓	靚		ziŋ6
靖	靖		ziŋ6
净	凈		ziŋ6
净	浄		ziŋ6
净	淨		ziŋ6
婧	婧		ziŋ6
心	心		siŋ1
辛	辛		siŋ1
新	新		siŋ1
薪	薪		siŋ1
迅	迅		siŋ5A
蜻	蜻	不念“青”	siŋ1
星	星		siŋ1
腥	腥		siŋ1
胜	胜	腥本字	siŋ1
猩	猩		siŋ1
省	省	反～	siŋ3
醒	醒		siŋ3
浚	濬		siŋ5A
浚	浚		siŋ5A
信	信		siŋ5A
讯	訊		siŋ5A
殉	殉		siŋ5A
性	性		siŋ5A
姓	姓		siŋ5A
寻	尋		ziŋ2
荀	荀		ziŋ2
旬	旬		ziŋ2
循	循		ziŋ2
巡	巡		ziŋ2
兢	兢		tɕiŋ1
今	今		tɕiŋ1
金	金		tɕiŋ1
禁	禁	～弗住	tɕiŋ1
襟	襟		tɕiŋ1
巾	巾		tɕiŋ1
斤	斤		tɕiŋ1
筋	筋		tɕiŋ1
茎	莖		tɕiŋ1
京	京		tɕiŋ1
荆	荊		tɕiŋ1
荆	荆		tɕiŋ1
惊	驚		tɕiŋ1
经	經		tɕiŋ1
泾	涇	長～（江陰地名）	tɕiŋ1
旌	旌		tɕiŋ1
迳	逕		tɕiŋ5A
径	徑		tɕiŋ5A
胫	脛		tɕiŋ5A
璟	璟		tɕiŋ3
暻	暻		tɕiŋ3
憬	憬		tɕiŋ3
锦	錦		tɕiŋ3
紧	緊		tɕiŋ3
谨	謹		tɕiŋ3
景	景		tɕiŋ3
警	警		tɕiŋ3
颈	頸		tɕiŋ3
禁	禁	～止	tɕiŋ5A
劲	勁		tɕiŋ5A
境	境		tɕiŋ5A
敬	敬		tɕiŋ5A
竟	竟		tɕiŋ5A
镜	鏡		tɕiŋ5A
钦	欽		tɕʰiŋ1
卿	卿		tɕʰiŋ1
轻	輕		tɕʰiŋ1
氢	氫		tɕʰiŋ1
倾	傾		tɕʰiŋ1
顷	頃		tɕʰiŋ3
揿	撳	按壓	tɕʰiŋ5B
庆	慶		tɕʰiŋ5B
罄	罄		tɕʰiŋ5B
磬	磬		tɕʰiŋ5B
琴	琴		dʑiŋ2
禽	禽		dʑiŋ2
擒	擒		dʑiŋ2
痉	痙		dʑiŋ6
堇	堇		dʑiŋ6
堇	菫		dʑiŋ6
堇	蓳		dʑiŋ6
瑾	瑾		dʑiŋ6
觐	覲		dʑiŋ6
槿	槿		dʑiŋ6
馑	饉	饑～	dʑiŋ6
仅	僅		dʑiŋ6
勤	勤	～勞，殷～	dʑiŋ2
勤	懃	慇～	dʑiŋ2
芹	芹		dʑiŋ2
擎	擎		dʑiŋ2
鲸	鯨		dʑiŋ2
近	近		dʑiŋ6
竞	競		dʑiŋ6
任	任	姓～	ȵiŋ2
人	人	一個～	ȵiŋ2
仁	仁	蝦～	ȵiŋ2
凝	凝		ȵiŋ2
迎	迎		ȵiŋ2
宁	寧	姓；安～	ȵiŋ2
宁	寍	古文寧字	ȵiŋ2
宁	寕	俗寧字	ȵiŋ2
宁	寜	俗寧字	ȵiŋ2
宁	寗	同寧	ȵiŋ2
宁	甯	同寧	ȵiŋ2
认	認		ȵiŋ6
韧	韌	（白）食物受潮而不脆	ȵiŋ6
宁	寧	～可	ȵiŋ6
宁	寍		ȵiŋ6
宁	寕		ȵiŋ6
宁	寜		ȵiŋ6
宁	寗	姓；同寧	ȵiŋ6
宁	甯	姓；同寧	ȵiŋ6
佞	佞		ȵiŋ6
欣	欣		ɕiŋ1
馨	馨		ɕiŋ1
鑫	鑫		ɕiŋ1
昕	昕		ɕiŋ1
歆	歆		ɕiŋ1
忻	忻		ɕiŋ1
訢	訢		ɕiŋ1
炘	炘		ɕiŋ1
焮	焮		ɕiŋ1
兴	興	時～	ɕiŋ1
衅	衅		ɕiŋ5A
衅	釁		ɕiŋ5A
兴	興	高～	ɕiŋ5A
吟	吟		ɦiŋ2
淫	淫	～雨，～亂	ɦiŋ2
淫	滛	淫訛字	ɦiŋ2
淫	婬	～亂	ɦiŋ2
霪	霪	～雨	ɦiŋ2
银	銀		ɦiŋ2
寅	寅		ɦiŋ2
行	行		ɦiŋ2
盈	盈		ɦiŋ2
形	形		ɦiŋ2
型	型		ɦiŋ2
刑	刑		ɦiŋ2
刑	𠛬		ɦiŋ2
邢	邢		ɦiŋ2
邢	郉		ɦiŋ2
莹	瑩		ɦiŋ2
营	營		ɦiŋ2
茔	塋		ɦiŋ2
萤	螢		ɦiŋ2
幸	幸	～福	ɦiŋ6
幸	倖	～免	ɦiŋ6
尹	尹		ɦiŋ6
胤	胤		ɦiŋ6
音	音		iŋ1
阴	陰		iŋ1
阴	隂	俗陰字	iŋ1
荫	蔭		iŋ1
因	因		iŋ1
因	囙	俗因字	iŋ1
姻	姻		iŋ1
姻	婣	同姻	iŋ1
殷	殷	～切，～勤	iŋ1
殷	慇	～懃	iŋ1
应	應	～當	iŋ1
鹰	鷹		iŋ1
蝇	蠅		iŋ1
莺	鶯		iŋ1
鹦	鸚	～鵡	iŋ1
鹦	鸚	～哥	aŋ1
樱	櫻	～花	iŋ1
樱	櫻	～桃	aŋ1
英	英		iŋ1
婴	嬰		iŋ1
缨	纓		iŋ1
引	引		iŋ3
蚓	蚓		iŋ3
隐	隱		iŋ3
影	影		iŋ3
颖	穎		iŋ3
印	印		iŋ5A
币	币	同印	iŋ5A
应	應	答～	iŋ5A
瀴	瀴	水或者天氣冷	iŋ5A
映	映		iŋ5A
滚	滾		kuəŋ3
衮	衮	俗袞字	kuəŋ3
衮	袞		kuəŋ3
棍	棍		kuəŋ5A
昆	崑	～崙（山名），～山（江蘇地名）	kʰuəŋ1
昆	昆		kʰuəŋ1
坤	坤		kʰuəŋ1
坤	堃		kʰuəŋ1
捆	捆		kʰuəŋ3
壸	壼		kʰuəŋ3
困	困	～難	kʰuəŋ5B
困	睏	～覺	kʰuəŋ5B
昏	昏		huəŋ1
婚	婚		huəŋ1
荤	葷		huəŋ1
魂	魂		ɦuəŋ2
馄	餛		ɦuəŋ2
浑	渾		ɦuəŋ2
混	混		ɦuəŋ6
温	温		uəŋ1
温	溫		uəŋ1
瘟	瘟		uəŋ1
稳	穩		uəŋ3
浜	浜		paŋ1
乓	乓		pʰaŋ1
碰	碰		pʰaŋ3
閛	閛		pʰaŋ3
碰	碰	～杯	pʰaŋ5B
朋	朋		baŋ2
鹏	鵬		baŋ2
膨	膨		baŋ2
棚	棚		baŋ2
蚌	蚌		baŋ6
碰	碰	～著	baŋ6
猛	猛	密	maŋ3
孟	孟		maŋ6
冷	冷		laŋ3
张	張		tsaŋ1
章	章		tsaŋ1
瘴	瘴		tsaŋ1
争	爭		tsaŋ1
长	長		tsaŋ3
涨	漲		tsaŋ3
掌	掌		tsaŋ3
帐	帳		tsaŋ5A
账	賬		tsaŋ5A
胀	脹		tsaŋ5A
仗	仗	打～	tsaŋ5A
障	障		tsaŋ5A
昌	昌		tsʰaŋ1
菖	菖		tsʰaŋ1
撑	撑	俗撐字	tsʰaŋ1
撑	撐		tsʰaŋ1
厂	廠		tsʰaŋ3
厂	厰	俗廠字	tsʰaŋ3
敞	敞		tsʰaŋ3
畅	暢		tsʰaŋ5B
唱	唱		tsʰaŋ5B
倡	倡		tsʰaŋ5B
牚	牚		tsʰaŋ5B
长	長		dzaŋ2
肠	腸		dzaŋ2
场	場		dzaŋ2
常	常		dzaŋ2
常	常	僅“常州”一詞	zaŋ2
丈	丈		dzaŋ6
杖	杖		dzaŋ6
仗	仗	炮～	dzaŋ6
剩	剩	（俗）～下來（正字應爲長）	dzaŋ6
长	長	剩：身無～物	dzaŋ6
商	商		saŋ1
伤	傷		saŋ1
生	生	先～（老师）	saŋ1
甥	甥	外～	saŋ1
孙	孫	外～	saŋ1
声	聲	喊他一～	saŋ1
赏	賞		saŋ3
省	省		saŋ3
尝	嘗		zaŋ2
尝	嚐	俗嘗字	zaŋ2
尝	甞	俗嘗字	zaŋ2
裳	裳		zaŋ2
偿	償		zaŋ2
上	上		zaŋ6
