繁體	简体	吳拼	備注
雖	虽	sai⁵¹	
綏	绥	sai⁵¹	
髓	髓	sai³⁴	
水	水	sai³⁴	文讀
碎	碎	sai⁴⁴	
歲	岁	sai⁴⁴	文讀
稅	税	sai⁴⁴	
粹	粹	sai⁴⁴	
隨	随	zai²²	
垂	垂	zai²²	
罪	罪	zai¹³	
芮	芮	zai¹³	
銳	锐	zai¹³	
睡	睡	zai¹³	
瑞	瑞	zai¹³	
蕊	蕊	zai¹³	文讀
遂	遂	zai¹³	
隧	隧	zai¹³	
穗	穗	zai¹³	
誰	谁	zai¹³	
蠶	蚕	zai¹³	
蚶	蚶	hai⁵¹	蚶子
憨	憨	hai⁵¹	癡；戇憨憨：傻乎乎
鼾	鼾	hai⁵¹	
罕	罕	hai³⁴	
許	许	hai³⁴	白讀，如：許配
漢	汉	hai⁴⁴	
含	含	ɦai²²	
函	函	ɦai²²	
寒	寒	ɦai²²	
韓	韩	ɦai²²	
撼	撼	ɦai¹³	
憾	憾	ɦai¹³	
旱	旱	ɦai¹³	
汗	汗	ɦai¹³	
焊	焊	ɦai¹³	
翰	翰	ɦai¹³	
庵	庵	ai⁵¹	
安	安	ai⁵¹	
鞍	鞍	ai⁵¹	
暗	暗	ai⁴⁴	
按	按	ai⁴⁴	
案	案	ai⁴⁴	
圭	圭	kuai⁵¹	
閨	闺	kuai⁵¹	
規	规	kuai⁵¹	
龜	龟	kuai⁵¹	文讀
歸	归	kuai⁵¹	
詭	诡	kuai³⁴	
軌	轨	kuai³⁴	
癸	癸	kuai³⁴	
鬼	鬼	kuai³⁴	文讀
鱖	鳜	kuai⁴⁴	
桂	桂	kuai⁴⁴	
葵	葵	kuai⁴⁴	又音
貴	贵	kuai⁴⁴	文讀
盔	盔	kʰuai⁵¹	
魁	魁	kʰuai⁵¹	
奎	奎	kʰuai⁵¹	
虧	亏	kʰuai⁵¹	
窺	窥	kʰuai⁵¹	
傀	傀	kʰuai³⁴	
蒯	蒯	kʰuai⁴⁴	
塊	块	kʰuai⁴⁴	
愧	愧	kʰuai⁴⁴	
逵	逵	ɡuai²²	
葵	葵	ɡuai²²	
潰	溃	ɡuai¹³	
跪	跪	ɡuai¹³	文讀
櫃	柜	ɡuai¹³	文讀
恢	恢	huai⁵¹	
灰	灰	huai⁵¹	
麾	麾	huai⁵¹	
揮	挥	huai⁵¹	
輝	辉	huai⁵¹	
徽	徽	huai⁵¹	
賄	贿	huai³⁴	
悔	悔	huai³⁴	
毀	毁	huai³⁴	
晦	晦	huai⁴⁴	
諱	讳	huai⁴⁴	
桅	桅	ɦuai²²	
回	回	ɦuai²²	
茴	茴	ɦuai²²	
危	危	ɦuai²²	
爲	为	ɦuai²²	作爲
為	为	ɦuai²²	作爲
違	违	ɦuai²²	
圍	围	ɦuai²²	
匯	汇	ɦuai¹³	
會	会	ɦuai¹³	
繪	绘	ɦuai¹³	
惠	惠	ɦuai¹³	
慧	慧	ɦuai¹³	
衛	卫	ɦuai¹³	
穢	秽	ɦuai¹³	
僞	伪	ɦuai¹³	
偽	伪	ɦuai¹³	
爲	为	ɦuai¹³	
為	为	ɦuai¹³	
位	位	ɦuai¹³	
魏	魏	ɦuai¹³	
偉	伟	ɦuai¹³	
葦	苇	ɦuai¹³	
緯	纬	ɦuai¹³	
胃	胃	ɦuai¹³	
謂	谓	ɦuai¹³	
蝟	蝟	ɦuai¹³	
彙	彙	ɦuai¹³	
煨	煨	uai⁵¹	
萎	萎	uai⁵¹	
威	威	uai⁵¹	
委	委	uai³⁴	
喂	喂	uai⁴⁴	文讀
畏	畏	uai⁴⁴	
慰	慰	uai⁴⁴	
波	波	pau⁵¹	
菠	菠	pau⁵¹	
玻	玻	pau⁵¹	
簸	簸	pau⁴⁴	
頗	颇	pʰau⁵¹	
坡	坡	pʰau⁵¹	
破	破	pʰau⁴⁴	
剖	剖	pʰau⁴⁴	
婆	婆	bau²²	
薄	薄	bau¹³	薄荷
縛	缚	bau¹³	捆綁
魔	魔	mau²²	
磨	磨	mau²²	動詞
摩	摩	mau²²	
饃	馍	mau²²	
模	模	mau²²	
摹	摹	mau²²	
磨	磨	mau¹³	名詞
暮	暮	mau¹³	
慕	慕	mau¹³	
墓	墓	mau¹³	
募	募	mau¹³	
某	某	mau¹³	
膜	膜	mau¹³	又音
幕	幕	mau¹³	又音
多	多	tau⁵¹	
拖	拖	tʰau⁵¹	
妥	妥	tʰau³⁴	
橢	椭	tʰau³⁴	
唾	唾	tʰau⁴⁴	
駝	驼	dau²²	
馱	驮	dau²²	拿
舵	舵	dau¹³	
大	大	dau¹³	白
惰	惰	dau¹³	
垛	垛	dau¹³	
囉	啰	ʔlau⁴⁴	囉嗦
羅	罗	lau²²	
鑼	锣	lau²²	
籮	箩	lau²²	
騾	骡	lau²²	
螺	螺	lau²²	螺螄
腡	脶	lau²²	手指文
裸	裸	lau¹³	
摞	摞	lau¹³	
虜	虏	lau¹³	
擄	掳	lau¹³	
左	左	tsau³⁴	
佐	佐	tsau³⁴	
做	做	tsau⁴⁴	
搓	搓	tsʰau⁵¹	
銼	锉	tsʰau⁴⁴	
錯	错	tsʰau⁴⁴	
挪	挪	nau²²	
糯	糯	nau¹³	
梭	梭	sau⁵¹	
唆	唆	sau⁵¹	囉唆
鎖	锁	sau³⁴	
瑣	琐	sau³⁴	
啥	啥	sau⁴⁴	什麼；啥人：誰
坐	坐	zau¹³	
座	座	zau¹³	
歌	歌	kau⁵¹	
哥	哥	kau⁵¹	
鍋	锅	kau⁵¹	
戈	戈	kau⁵¹	
蝸	蜗	kau⁵¹	
果	果	kau³⁴	
裹	裹	kau³⁴	
餜	馃	kau³⁴	
個	个	kau⁴⁴	個人，一個
過	过	kau⁴⁴	
科	科	kʰau⁵¹	
窠	窠	kʰau⁵¹	
棵	棵	kʰau⁵¹	
可	可	kʰau³⁴	
顆	颗	kʰau³⁴	
課	课	kʰau⁴⁴	
俄	俄	ŋau²²	
訛	讹	ŋau²²	
蛾	蛾	ŋau¹³	
鵝	鹅	ŋau¹³	
我	我	ŋau¹³	柴橋等地讀音
餓	饿	ŋau¹³	
臥	卧	ŋau¹³	
火	火	hau⁵¹	動詞，發火
火	火	hau³⁴	
夥	夥	hau³⁴	
荷	荷	hau⁴⁴	薄荷
貨	货	hau⁴⁴	
河	河	ɦau²²	
何	何	ɦau²²	
荷	荷	ɦau²²	荷花
和	和	ɦau²²	和氣
禾	禾	ɦau²²	
賀	贺	ɦau¹³	
禍	祸	ɦau¹³	
和	和	ɦau¹³	和麪
阿	阿	au⁵¹	阿膠
倭	倭	au⁵¹	
窩	窝	au⁵¹	
捼	捼	au³⁴	抱
涴	涴	au⁴⁴	
屙	屙	au⁴⁴	糞便
搬	搬	pøy⁵¹	
半	半	pøy⁴⁴	
巴	巴	pøy⁴⁴	兒化音，如：尾巴
潘	潘	pʰøy⁵¹	
判	判	pʰøy⁴⁴	
盤	盘	bøy²²	
婆	婆	bøy²²	兒化，如：老太婆
伴	伴	bøy¹³	
拌	拌	bøy¹³	
叛	叛	bøy¹³	
謀	谋	møy²²	
矛	矛	møy²²	
瞞	瞒	møy²²	
饅	馒	møy²²	
畝	亩	møy¹³	文讀
牡	牡	møy¹³	
母	母	møy¹³	文讀
拇	拇	møy¹³	
茂	茂	møy¹³	
貿	贸	møy¹³	
滿	满	møy¹³	
漫	漫	møy¹³	
幔	幔	møy¹³	
否	否	føy³⁴	
負	负	vøy¹³	
兜	兜	tøy⁵¹	
端	端	tøy⁵¹	
斗	斗	tøy³⁴	
抖	抖	tøy³⁴	
陡	陡	tøy³⁴	
短	短	tøy³⁴	
鬥	斗	tøy⁴⁴	鬥爭
逗	逗	tøy⁴⁴	
斷	断	tøy⁴⁴	判斷
鍛	锻	tøy⁴⁴	鍛鍊
偷	偷	tʰøy⁵¹	
敨	敨	tʰøy³⁴	展開，敨氣
疃	疃	tʰøy³⁴	
透	透	tʰøy⁴⁴	
頭	头	døy²²	
投	投	døy²²	
團	团	døy²²	
糰	糰	døy²²	
豆	豆	døy¹³	
斷	断	døy¹³	斷絕
段	段	døy¹³	
緞	缎	døy¹³	
椴	椴	døy¹³	
鏤	镂	ʔløy⁵¹	摳、挖
樓	楼	løy²²	
鸞	鸾	løy²²	
簍	篓	løy¹³	
漏	漏	løy¹³	
陋	陋	løy¹³	
卵	卵	løy¹³	
亂	乱	løy¹³	
鄒	邹	tsøy⁵¹	
鑽	钻	tsøy⁵¹	動詞
專	专	tsøy⁵¹	
磚	砖	tsøy⁵¹	
走	走	tsøy³⁴	
纂	纂	tsøy³⁴	
轉	转	tsøy³⁴	
奏	奏	tsøy⁴⁴	
皺	皱	tsøy⁴⁴	
縐	绉	tsøy⁴⁴	
驟	骤	tsøy⁴⁴	
戰	战	tsøy⁴⁴	
顫	颤	tsøy⁴⁴	
鑽	钻	tsøy⁴⁴	名詞
川	川	tsʰøy⁵¹	
穿	穿	tsʰøy⁵¹	
喘	喘	tsʰøy³⁴	
湊	凑	tsʰøy⁴⁴	
汆	汆	tsʰøy⁴⁴	
竄	窜	tsʰøy⁴⁴	
篡	篡	tsʰøy⁴⁴	
串	串	tsʰøy⁴⁴	
蟬	蝉	dzøy²²	
禪	禅	dzøy²²	禪宗
全	全	dzøy²²	
泉	泉	dzøy²²	
賺	赚	dzøy¹³	又音，舊
撰	撰	dzøy¹³	
傳	传	dzøy¹³	
椽	椽	dzøy¹³	
篆	篆	dzøy¹³	
囡	囡	ʔnøy⁴⁴	暱稱嬰幼兒，“女”的兒化
囡	囡	nøy²²	女兒，“女”的兒化音
暖	暖	nøy¹³	
搜	搜	søy⁵¹	
颼	飕	søy⁵¹	
餿	馊	søy⁵¹	
酸	酸	søy⁵¹	
閂	闩	søy⁵¹	
拴	拴	søy⁵¹	
宣	宣	søy⁵¹	
叟	叟	søy³⁴	
陝	陕	søy³⁴	
選	选	søy³⁴	
嗽	嗽	søy⁴⁴	
瘦	瘦	søy⁴⁴	
算	算	søy⁴⁴	
蒜	蒜	søy⁴⁴	
涮	涮	søy⁴⁴	
愁	愁	zøy²²	
柔	柔	zøy²²	文讀
船	船	zøy²²	
羨	羡	zøy¹³	
善	善	zøy¹³	
膳	膳	zøy¹³	
單	单	zøy¹³	姓
禪	禅	zøy¹³	禪讓
然	然	zøy¹³	
燃	燃	zøy¹³	
旋	旋	zøy¹³	
勾	勾	køy⁵¹	
鉤	钩	køy⁵¹	
溝	沟	køy⁵¹	
狗	狗	køy³⁴	
苟	苟	køy³⁴	
夠	够	køy⁴⁴	
構	构	køy⁴⁴	
購	购	køy⁴⁴	
勾	勾	køy⁴⁴	勾當
摳	抠	kʰøy⁵¹	
瞘	眍	kʰøy⁵¹	
口	口	kʰøy³⁴	
叩	叩	kʰøy⁴⁴	
扣	扣	kʰøy⁴⁴	
寇	寇	kʰøy⁴⁴	
跔	跔	ɡøy²²	蜷縮；如：跔頭縮頸
牛	牛	ŋøy²²	白讀
藕	藕	ŋøy¹³	
偶	偶	ŋøy¹³	
吼	吼	høy⁵¹	急；發急、發火
吼	吼	høy³⁴	
鱟	鲎	høy⁴⁴	彩虹；一種海魚
侯	侯	ɦøy²²	
喉	喉	ɦøy²²	
猴	猴	ɦøy²²	
瘊	瘊	ɦøy²²	
后	后	ɦøy¹³	
後	后	ɦøy¹³	
厚	厚	ɦøy¹³	
候	候	ɦøy¹³	
歐	欧	øy⁵¹	
甌	瓯	øy⁵¹	
嘔	呕	øy⁵¹	叫、喊
嘔	呕	øy³⁴	
毆	殴	øy³⁴	
漚	沤	øy⁴⁴	
慪	怄	øy⁴⁴	
官	官	kuøy⁵¹	
棺	棺	kuøy⁵¹	
觀	观	kuøy⁵¹	
冠	冠	kuøy⁵¹	衣冠
管	管	kuøy³⁴	
館	馆	kuøy³⁴	
貫	贯	kuøy⁴⁴	
灌	灌	kuøy⁴⁴	
罐	罐	kuøy⁴⁴	
冠	冠	kuøy⁴⁴	冠軍
果	果	kuøy⁴⁴	兒化音，如：祭竈果
寬	宽	kʰuøy⁵¹	
款	款	kʰuøy³⁴	
歡	欢	huøy⁵¹	
蝦	虾	huøy³⁴	兒化
喚	唤	huøy⁴⁴	
煥	焕	huøy⁴⁴	
花	花	huøy⁴⁴	兒化音，如：奶花（嬰兒）
玩	玩	ɦuøy²²	
桓	桓	ɦuøy²²	
完	完	ɦuøy²²	
丸	丸	ɦuøy¹³	
緩	缓	ɦuøy¹³	
換	换	ɦuøy¹³	
幻	幻	ɦuøy¹³	又音
皖	皖	uøy³⁴	
豌	豌	uøy³⁴	
碗	碗	uøy³⁴	
腕	腕	uøy³⁴	
謬	谬	miu¹³	
丟	丢	tiu⁵¹	
溜	溜	ʔliu⁵¹	溜冰，新
流	流	liu²²	
劉	刘	liu²²	
留	留	liu²²	
榴	榴	liu²²	
硫	硫	liu²²	
琉	琉	liu²²	
柳	柳	liu¹³	
溜	溜	liu¹³	地滑
餾	馏	liu¹³	
揪	揪	tɕiu⁵¹	
鬏	鬏	tɕiu⁵¹	
鳩	鸠	tɕiu⁵¹	
鬮	阄	tɕiu⁵¹	
糾	纠	tɕiu⁵¹	
酒	酒	tɕiu³⁴	
肘	肘	tɕiu³⁴	
九	九	tɕiu³⁴	
久	久	tɕiu³⁴	
韭	韭	tɕiu³⁴	
灸	灸	tɕiu³⁴	
晝	昼	tɕiu⁴⁴	
救	救	tɕiu⁴⁴	
究	究	tɕiu⁴⁴	
箍	箍	tɕʰiu⁵¹	白讀
秋	秋	tɕʰiu⁵¹	
抽	抽	tɕʰiu⁵¹	
丘	丘	tɕʰiu⁵¹	
醜	丑	tɕʰiu³⁴	
臭	臭	tɕʰiu⁴⁴	
囚	囚	dʑiu²²	
泅	泅	dʑiu²²	打泅：游泳
綢	绸	dʑiu²²	
稠	稠	dʑiu²²	
籌	筹	dʑiu²²	
求	求	dʑiu²²	
球	球	dʑiu²²	
仇	仇	dʑiu²²	姓
就	就	dʑiu¹³	
紂	纣	dʑiu¹³	
宙	宙	dʑiu¹³	
臼	臼	dʑiu¹³	
舅	舅	dʑiu¹³	
咎	咎	dʑiu¹³	
舊	旧	dʑiu¹³	
柩	柩	dʑiu¹³	
牛	牛	ȵiu²²	文讀
柔	柔	ȵiu²²	白讀
紐	纽	ȵiu¹³	
扭	扭	ȵiu¹³	
修	修	ɕiu⁵¹	
羞	羞	ɕiu⁵¹	
休	休	ɕiu⁵¹	
朽	朽	ɕiu³⁴	
秀	秀	ɕiu⁴⁴	
繡	绣	ɕiu⁴⁴	
綉	绣	ɕiu⁴⁴	
鏽	锈	ɕiu⁴⁴	
銹	锈	ɕiu⁴⁴	
嗅	嗅	ɕiu⁴⁴	嗅覺，文讀
袖	袖	ʑiu¹³	
尤	尤	ɦiu²²	
郵	邮	ɦiu²²	
由	由	ɦiu²²	
油	油	ɦiu²²	
遊	游	ɦiu²²	
游	游	ɦiu²²	
猶	犹	ɦiu²²	
悠	悠	ɦiu²²	
有	有	ɦiu¹³	
友	友	ɦiu¹³	
又	又	ɦiu¹³	
右	右	ɦiu¹³	
佑	佑	ɦiu¹³	
酉	酉	ɦiu¹³	
莠	莠	ɦiu¹³	
誘	诱	ɦiu¹³	
柚	柚	ɦiu¹³	
釉	釉	ɦiu¹³	
憂	忧	iu⁵¹	
優	优	iu⁵¹	
幽	幽	iu⁵¹	
幼	幼	iu⁴⁴	
崩	崩	pã⁵¹	
浜	浜	pã⁵¹	
伯	伯	pã³⁴	兒化音
迸	迸	pã⁴⁴	迸裂
烹	烹	pʰã⁵¹	
碰	碰	pʰã⁴⁴	白讀，又音
朋	朋	bã²²	
彭	彭	bã²²	
膨	膨	bã²²	
棚	棚	bã²²	
蚌	蚌	bã¹³	
碰	碰	bã¹³	白讀
☐	☐	ʔmã⁴⁴	☐☐：飯；兒童語
虻	虻	mã²²	黃虻：牛虻
猛	猛	mã¹³	
孟	孟	mã¹³	
打	打	tã³⁴	
☐	☐	tʰã⁵¹	☐鑼：一種銅鑼
蕩	荡	dã¹³	遊蕩
冷	冷	lã¹³	
爭	争	tsã⁵¹	白讀
睜	睁	tsã⁵¹	白讀
掙	挣	tsã⁵¹	
撐	撑	tsʰã⁴⁴	
錚	铮	dzã¹³	錚亮
䂻	䂻	dzã¹³	塞
生	生	sã⁵¹	白讀
牲	牲	sã⁵¹	
甥	甥	sã⁵¹	
省	省	sã³⁴	
更	更	kã⁵¹	五更；白讀
粳	粳	kã⁵¹	粳米
庚	庚	kã⁵¹	
羹	羹	kã⁵¹	
耕	耕	kã⁵¹	
埂	埂	kã³⁴	田埂
耿	耿	kã³⁴	白讀
䢚	䢚	kã⁴⁴	（小動物）鑽入（洞中）
坑	坑	kʰã⁵¹	白讀，如：溪坑
揞	揞	kʰã⁴⁴	扔，又音
鯁	鲠	ɡã¹³	骨鯁在喉
硬	硬	ŋã¹³	
亨	亨	hã⁵¹	
夯	夯	hã⁴⁴	打夯
行	行	ɦã²²	行爲，白讀
杏	杏	ɦã²²	
行	行	ɦã¹³	品行，白讀
鶯	莺	ã⁵¹	白讀
櫻	樱	ã⁵¹	白讀
㹙	㹙	ã³⁴	牛犢
揞	揞	ã⁴⁴	扔
良	良	liã²²	
涼	凉	liã²²	
量	量	liã²²	量長短
糧	粮	liã²²	
梁	梁	liã²²	
樑	梁	liã²²	
粱	粱	liã²²	
兩	两	liã¹³	
亮	亮	liã¹³	
諒	谅	liã¹³	
輛	辆	liã¹³	
量	量	liã¹³	數量
將	将	tɕiã⁵¹	將來
張	张	tɕiã⁵¹	
疆	疆	tɕiã⁵¹	
僵	僵	tɕiã⁵¹	
姜	姜	tɕiã⁵¹	
礓	礓	tɕiã⁵¹	
繮	缰	tɕiã⁵¹	
雀	雀	tɕiã⁵¹	麻雀；兒化音
漿	浆	tɕiã³⁴	
蔣	蒋	tɕiã³⁴	
獎	奖	tɕiã³⁴	
槳	桨	tɕiã³⁴	
長	长	tɕiã³⁴	生長
漲	涨	tɕiã³⁴	
醬	酱	tɕiã⁴⁴	
將	将	tɕiã⁴⁴	大將
帳	帐	tɕiã⁴⁴	
賬	账	tɕiã⁴⁴	
脹	胀	tɕiã⁴⁴	
腳	脚	tɕiã⁴⁴	兒化音，如：拐腳（瘸子）
槍	枪	tɕʰiã⁵¹	
羌	羌	tɕʰiã⁵¹	
搶	抢	tɕʰiã³⁴	
廠	厂	tɕʰiã³⁴	
暢	畅	tɕʰiã⁴⁴	
詳	详	dʑiã²²	
長	长	dʑiã²²	長短
腸	肠	dʑiã²²	
場	场	dʑiã²²	
強	强	dʑiã²²	
强	强	dʑiã²²	
丈	丈	dʑiã¹³	
仗	仗	dʑiã¹³	
杖	杖	dʑiã¹³	
𤃀	𤃀	dʑiã¹³	洗，白讀
鮎	鲇	ȵiã²²	鮎魚，兒化
娘	娘	ȵiã²²	
孃	娘	ȵiã²²	
瓤	瓤	ȵiã²²	
釀	酿	ȵiã¹³	
壤	壤	ȵiã¹³	
攘	攘	ȵiã¹³	
嚷	嚷	ȵiã¹³	
讓	让	ȵiã¹³	
仰	仰	ȵiã¹³	
相	相	ɕiã⁵¹	互相
箱	箱	ɕiã⁵¹	
廂	厢	ɕiã⁵¹	
湘	湘	ɕiã⁵¹	
襄	襄	ɕiã⁵¹	
鑲	镶	ɕiã⁵¹	
香	香	ɕiã⁵¹	
鄉	乡	ɕiã⁵¹	
想	想	ɕiã³⁴	
鯗	鲞	ɕiã³⁴	
餉	饷	ɕiã³⁴	
享	享	ɕiã³⁴	
響	响	ɕiã³⁴	
相	相	ɕiã⁴⁴	相貌
向	向	ɕiã⁴⁴	
牆	墙	ʑiã²²	
祥	祥	ʑiã²²	
匠	匠	ʑiã¹³	
象	象	ʑiã¹³	
像	像	ʑiã¹³	
橡	橡	ʑiã¹³	
洋	洋	ɦiã²²	
烊	烊	ɦiã²²	融化
楊	杨	ɦiã²²	
陽	阳	ɦiã²²	
揚	扬	ɦiã²²	
瘍	疡	ɦiã²²	潰瘍
羊	羊	ɦiã¹³	
癢	痒	ɦiã¹³	
樣	样	ɦiã¹³	
央	央	iã⁵¹	
秧	秧	iã⁵¹	
殃	殃	iã⁵¹	
養	养	iã³⁴	
梗	梗	kuã³⁴	莖；量詞：根，條
挭	挭	kuã⁴⁴	塗抹（水泥、膠水等糊狀物）
☐	☐	ɡuã¹³	象聲詞，形容匆忙，如：☐☐奔
橫	横	huã⁴⁴	橫記橫記：走路搖晃、吊兒郎當的樣子
橫	横	ɦuã²²	橫直
橫	横	ɦuã¹³	蠻橫
橫	横	ɦuã¹³	順便拐到另一處；打橫：順便去辦另一件事情，也指趁機開小差
橫	横	uã⁵¹	橫對：蠻橫、不講理
幫	帮	pɔ̃⁵¹	
邦	邦	pɔ̃⁵¹	
榜	榜	pɔ̃³⁴	
綁	绑	pɔ̃³⁴	
謗	谤	pɔ̃⁴⁴	
胖	胖	pʰɔ̃⁴⁴	
滂	滂	bɔ̃²²	
旁	旁	bɔ̃²²	
螃	螃	bɔ̃²²	
龐	庞	bɔ̃²²	
傍	傍	bɔ̃¹³	
防	防	bɔ̃¹³	白讀
棒	棒	bɔ̃¹³	
忙	忙	mɔ̃²²	
芒	芒	mɔ̃²²	
茫	茫	mɔ̃²²	
盲	盲	mɔ̃²²	
莽	莽	mɔ̃¹³	
蟒	蟒	mɔ̃¹³	
網	网	mɔ̃¹³	
忘	忘	mɔ̃¹³	白讀
妄	妄	mɔ̃¹³	白讀
望	望	mɔ̃¹³	白讀
夢	梦	mɔ̃¹³	白讀
方	方	fɔ̃⁵¹	
肪	肪	fɔ̃⁵¹	
芳	芳	fɔ̃⁵¹	
仿	仿	fɔ̃³⁴	
妨	妨	fɔ̃³⁴	
紡	纺	fɔ̃³⁴	
仿	仿	fɔ̃³⁴	
放	放	fɔ̃⁴⁴	
訪	访	fɔ̃⁴⁴	
房	房	vɔ̃²²	
亡	亡	vɔ̃²²	
防	防	vɔ̃¹³	文讀
忘	忘	vɔ̃¹³	文讀
妄	妄	vɔ̃¹³	文讀
望	望	vɔ̃¹³	文讀
當	当	tɔ̃⁵¹	當時，應當
黨	党	tɔ̃³⁴	
擋	挡	tɔ̃³⁴	
當	当	tɔ̃⁴⁴	當作，典當
湯	汤	tʰɔ̃⁵¹	
倘	倘	tʰɔ̃³⁴	
躺	躺	tʰɔ̃³⁴	
燙	烫	tʰɔ̃⁴⁴	
趟	趟	tʰɔ̃⁴⁴	
堂	堂	dɔ̃²²	
棠	棠	dɔ̃²²	
螳	螳	dɔ̃²²	
唐	唐	dɔ̃²²	
糖	糖	dɔ̃²²	
塘	塘	dɔ̃²²	
蕩	荡	dɔ̃¹³	
宕	宕	dɔ̃¹³	
郎	郎	lɔ̃²²	
廊	廊	lɔ̃²²	
狼	狼	lɔ̃²²	
螂	螂	lɔ̃²²	
朗	朗	lɔ̃¹³	
浪	浪	lɔ̃¹³	
贓	赃	tsɔ̃⁵¹	
髒	脏	tsɔ̃⁵¹	
莊	庄	tsɔ̃⁵¹	
裝	装	tsɔ̃⁵¹	
章	章	tsɔ̃⁵¹	
樟	樟	tsɔ̃⁵¹	
樁	桩	tsɔ̃⁵¹	
掌	掌	tsɔ̃³⁴	
葬	葬	tsɔ̃⁴⁴	
壯	壮	tsɔ̃⁴⁴	
障	障	tsɔ̃⁴⁴	保障
瘴	瘴	tsɔ̃⁴⁴	
降	降	tsɔ̃⁴⁴	又音
倉	仓	tsʰɔ̃⁵¹	
蒼	苍	tsʰɔ̃⁵¹	
瘡	疮	tsʰɔ̃⁵¹	
昌	昌	tsʰɔ̃⁵¹	
菖	菖	tsʰɔ̃⁵¹	
窗	窗	tsʰɔ̃⁵¹	
闖	闯	tsʰɔ̃³⁴	
創	创	tsʰɔ̃⁴⁴	
唱	唱	tsʰɔ̃⁴⁴	
倡	倡	tsʰɔ̃⁴⁴	
藏	藏	dzɔ̃²²	隱藏
常	常	dzɔ̃²²	
嘗	尝	dzɔ̃²²	
償	偿	dzɔ̃²²	
藏	藏	dzɔ̃¹³	西藏
臟	脏	dzɔ̃¹³	
撞	撞	dzɔ̃¹³	
幢	幢	dzɔ̃¹³	
囊	囊	nɔ̃²²	
桑	桑	sɔ̃⁵¹	
霜	霜	sɔ̃⁵¹	
孀	孀	sɔ̃⁵¹	
商	商	sɔ̃⁵¹	
傷	伤	sɔ̃⁵¹	
雙	双	sɔ̃⁵¹	
嗓	嗓	sɔ̃³⁴	
搡	搡	sɔ̃³⁴	
爽	爽	sɔ̃³⁴	
賞	赏	sɔ̃³⁴	
喪	丧	sɔ̃⁴⁴	
牀	床	zɔ̃²²	
裳	裳	zɔ̃²²	衣裳
狀	状	zɔ̃¹³	
上	上	zɔ̃¹³	
尚	尚	zɔ̃¹³	
岡	冈	kɔ̃⁵¹	
崗	岗	kɔ̃⁵¹	
剛	刚	kɔ̃⁵¹	
綱	纲	kɔ̃⁵¹	
鋼	钢	kɔ̃⁵¹	
缸	缸	kɔ̃⁵¹	
槓	杠	kɔ̃⁵¹	
江	江	kɔ̃⁵¹	
豇	豇	kɔ̃⁵¹	
講	讲	kɔ̃³⁴	
港	港	kɔ̃³⁴	
降	降	kɔ̃⁴⁴	
康	康	kʰɔ̃⁵¹	
糠	糠	kʰɔ̃⁵¹	
慷	慷	kʰɔ̃⁵¹	
抗	抗	kʰɔ̃⁴⁴	
炕	炕	kʰɔ̃⁴⁴	
囥	囥	kʰɔ̃⁴⁴	藏
㽘	㽘	ɡɔ̃²²	農地兩畦之間凹下去的通道
扛	扛	ɡɔ̃²²	
戇	戆	ɡɔ̃¹³	傻
昂	昂	ŋɔ̃²²	
☐	☐	hɔ̃⁴⁴	朗☐：（雨水）稀疏
行	行	ɦɔ̃²²	行列，銀行
航	航	ɦɔ̃²²	
杭	杭	ɦɔ̃²²	
降	降	ɦɔ̃²²	降服，投降
項	项	ɦɔ̃¹³	
巷	巷	ɦɔ̃¹³	
盎	盎	ɔ̃⁵¹	
骯	肮	ɔ̃⁵¹	
䱀	䱀	ɔ̃⁵¹	
光	光	kuɔ̃⁵¹	
廣	广	kuɔ̃³⁴	
逛	逛	kuɔ̃⁴⁴	
匡	匡	kʰuɔ̃⁵¹	
筐	筐	kʰuɔ̃⁵¹	
眶	眶	kʰuɔ̃⁵¹	
礦	矿	kʰuɔ̃⁴⁴	
況	况	kʰuɔ̃⁴⁴	
礦	矿	kʰuɔ̃⁴⁴	
狂	狂	ɡuɔ̃²²	
荒	荒	huɔ̃⁵¹	
慌	慌	huɔ̃⁵¹	
謊	谎	huɔ̃³⁴	
晃	晃	huɔ̃³⁴	
黃	黄	ɦuɔ̃²²	
簧	簧	ɦuɔ̃²²	
皇	皇	ɦuɔ̃²²	
蝗	蝗	ɦuɔ̃²²	
亡	亡	ɦuɔ̃²²	又音
王	王	ɦuɔ̃²²	
往	往	ɦuɔ̃¹³	
旺	旺	ɦuɔ̃¹³	
汪	汪	uɔ̃⁵¹	
枉	枉	uɔ̃³⁴	
往	往	uɔ̃³⁴	又音
降	降	tɕyɔ̃⁴⁴	又音
崩	崩	pəŋ⁵¹	又音
本	本	pəŋ³⁴	
奔	奔	pəŋ⁴⁴	
錛	锛	pəŋ⁴⁴	
噴	喷	pʰəŋ⁵¹	噴水
烹	烹	pʰəŋ⁵¹	又音
噴	喷	pʰəŋ⁴⁴	噴香，噴嚏
盆	盆	bəŋ²²	
笨	笨	bəŋ¹³	
悶	闷	ʔməŋ⁴⁴	又音
蜈	蜈	məŋ²²	蜈蚣，白讀
門	门	məŋ²²	
蚊	蚊	məŋ²²	白讀
聞	闻	məŋ²²	白讀
萌	萌	məŋ²²	
盟	盟	məŋ²²	
悶	闷	məŋ¹³	
問	问	məŋ¹³	白讀
分	分	fəŋ⁵¹	
芬	芬	fəŋ⁵¹	
紛	纷	fəŋ⁵¹	
