id	ini	fn	pt	單字	ipa调类	ipa调号	注釋						ɔ	184
1946	l	an	213	攔	lan213	lan2	～路							
1947	l	an	213	欄	lan213	lan2	～杆							
1948	l	an	33	懶	lan33	lan1	懒惰，～尸							
1949	l	an	31	爛	lan31	lan3	灿～，腐～							
1950	l	æk	055	辣	læk5	læk8a	～椒							
1952	ts	an	451	贊	tsan451	tsan5	称～，～助							
1953	tsʰ	an	33	餐	tsʰan33	tsʰan1	～车，快～							
1954	tsʰ	an	451	燦	tsʰan451	tsʰan5	～烂							
1955	tsʰ	æk	031	擦	tsʰæk31	tsʰæk7	～车							
1956	tsʰ	an	213	殘	tsʰan213	tsʰan2	～废							
1957	ɬ	an	33	珊	ɬan33	ɬan1	～瑚							
1958	ɬ	an	31	散	ɬan31	ɬan3	药～							
1959	ɬ	an	451	散	ɬan451	ɬan5	分～，解～							
1960	ɬ	æk	031	撒	ɬæk31	ɬæk7	～手，～种							
1961	ɬ	æk	031	薩	ɬæk31	ɬæk7	菩～							
1962	k	ɔn	33	干	kɔŋ33	kɔŋ1	天～地支；～扰							
1963	k	ɔn	33	亁	kɔŋ33	kɔŋ1	烘～，饼～							
1964	k	ɔn	33	肝	kɔŋ33	kɔŋ1	猪～							
1965	k	ɔn	33	竿	kɔŋ33	kɔŋ1	竹～							
1966	k	ɔn	33	桿	kɔŋ33	kɔŋ1	旗～，杠～							
1967	k	ɔn	31	稈	kɔŋ31	kɔŋ3	禾～（稻秆）							
1968	k	ɔn	31	趕	kɔŋ31	kɔŋ3	追～							
1969	k	ɔn	451	幹	kɔŋ451	kɔŋ5	～部，才～							
1970	k	ɔk	031	割	kɔk31	kɔk7	～禾（割稻）							
1971	k	ɔk	031	葛	kɔk31	kɔk7	诸～亮；生～，～薯							
1972	h	ɔn	451	看	hɔŋ451	hɔŋ5	～守所							
1973	kʰ	an	33	刊	kʰan33	kʰan1	报～							
1974	h	ɔn	451	看	hɔŋ451	hɔŋ5	看见							
1975	h	ɔk	031	渴	hɔk31	hɔk7	口渴；～望							
1976	ŋ	ɔn	451	岸	ŋɔŋ451	ŋɔŋ5	口～，两～							
1977	h	ɐn	33	鼾	hɐn33	hɐn1	～睡							
1978	h	ɔn	31	罕	hɔŋ31	hɔŋ3	稀～，～见							
1979	h	ɔn	451	漢	hɔŋ451	hɔŋ5	～人							
1980	h	ɔk	031	喝	hɔk31	hɔk7	吆～，～彩							
1981	h	ɔn	213	寒	hɔŋ213	hɔŋ2	大～，～流							
1982	h	ɔn	213	韓	hɔŋ213	hɔŋ2	～国；姓							
1983	h	ɔn	33	旱	hɔŋ33	hɔŋ1	干旱							
1984	h	ɔn	31	汗	hɔŋ31	hɔŋ3	出～，～马功劳							
1985	h	ɔn	31	銲	hɔŋ31	hɔŋ3	电～，～接							
1986	h	ɔn	213	翰	hɔŋ213	hɔŋ2	～林院；人名用字							
1987	ʔ	ɔn	33	安	ʔɔŋ33	ʔɔŋ1	公～，～全							
1988	ʔ	ɔn	33	鞍	ʔɔŋ33	ʔɔŋ1	马～，～山							
1989	ʔ	ɔn	451	按	ʔɔŋ451	ʔɔŋ5	～照							
1990	ʔ	ɔn	451	案	ʔɔŋ451	ʔɔŋ5	～件，档～							
1991	pʰ	an	31	扮	pʰan31	pʰan3	打～							
1992	p	æk	031	八	pæk31	pæk7	数字							
1993	pʰ	an	451	盼	pʰan451	pʰan5	～望							
1994	pʰ	an	31	瓣	pʰan31	pʰan3	花～							
1995	pʰ	an	31	辦	pʰan31	pʰan3	～事							
1996	pʰ	æk	055	拔	pʰæk5	pʰæk8a	～河，选～							
1997	tʰ	ian	31	綻	tʰian31	tʰian3	破～[文]							
1998	tʰ	ian	31	綻	tʰian31	tʰian3	长出，～笋，～芽[白]							
1999	ts	an	31	盞	tsan31	tsan3	灯～（灯）							
2000	ts	æk	031	紮	tsæk31	tsæk7	～紧，驻～							
2001	tsʰ	an	31	鏟	tsʰan31	tsʰan3	～草							
2002	tsʰ	æk	031	察	tsʰæk31	tsʰæk7	观～							
2003	ɬ	an	33	山	ɬan33	ɬan1	山							
2004	tsʰ	an	31	產	tsʰan31	tsʰan3	生～							
2005	ɬ	æk	031	殺	ɬæk31	ɬæk7	～人，自～							
2006	k	an	33	艱	kan33	kan1	～苦							
2007	k	an	33	間	kan33	kan1	房～，中～							
2008	k	an	31	簡	kan31	kan3	～单							
2009	k	an	31	揀	kan31	kan3	挑选							
2010	k	an	451	間	kan451	kan5	～断，离～[文]							
2011	k	an	451	間	kan451	kan5	隔开[白]							
2012	ŋ	an	31	眼	ŋan31	ŋan3	双～皮							
2013	h	an	213	閑	han213	han2	～事，空～							
2014	h	an	31	限	han31	han3	期～，～制							
2015	h	an	31	莧	han31	han3	～菜							
2016	ts	æk	031	軋	tsæk31	tsæk7	～钢厂							
2017	p	an	33	班	pan33	pan1	上～							
2018	p	an	33	斑	pan33	pan1	～马							
2019	p	ɐn	33	頒	pɐn33	pɐn1	～布，～奖							
2020	p	an	33	扳	pan33	pan1	～手，～开							
2021	p	an	31	板	pan31	pan3	黑～，石～							
2022	p	an	31	版	pan31	pan3	出～							
2023	pʰ	an	33	攀	pʰan33	pʰan1	～登，高～							
2025	m	an	213	蠻	man213	man2	不听话；野～							
2026	m	an	31	慢	man31	man3	～车							
2027	tsʰ	an	31	棧	tsʰan31	tsʰan3	客～；碗橱，碗～							
2028	tsʰ	æk	055	鍘	tsʰæk5	tsʰæk8a	～刀							
2029	ɬ	an	33	刪	ɬan33	ɬan1	～除							
2030	ɬ	ian	31	疝	ɬian31	ɬian3	～气（小肠气）							
2031	k	an	33	奸	kan33	kan1	～诈，～臣							
2032	k	an	31	鐧	kan31	kan3	杀手～							
2033	ŋ	an	213	顏	ŋan213	ŋan2	姓；～色							
2034	ŋ	an	451	雁	ŋan451	ŋan5	大～							
2035	h	æk	055	瞎	hæk5	hæk8a	～目							
2036	h	æk	033	轄	hæk3	hæk8b	管～，直～市							
2037	ʔ	an	451	晏	ʔan451	ʔan5	晚、迟；～子使楚							
2038	p	ian	33	鞭	pian33	pian1	皮～，～策							
2039	pʰ	ian	33	編	pʰian33	pʰian1	主～，～辑[文]							
2040	pʰ	ian	33	編	pʰian33	pʰian1	毛～，～毛编[白]							
2041	p	ian	451	變	pian451	pian5	～化，改～							
2042	pʰ	iɛt	055	别	pʰiɛt5	pʰiɛt8a	区～							
2043	p	iɛt	031	鼈	piɛt31	piɛt7	甲鱼							
2044	pʰ	ian	33	篇	pʰian33	pʰian1	一～文章							
2045	pʰ	ian	33	偏	pʰian33	pʰian1	～～，～僻							
2046	pʰ	ian	451	騙	pʰian451	pʰian5	欺～							
2047	pʰ	ian	213	便	pʰian213	pʰian2	～宜							
2048	pʰ	ian	31	辨	pʰian31	pʰian3	分～，～别							
2049	pʰ	ian	31	辯	pʰian31	pʰian3	～论							
2050	p	ian	33	汴	pian33	pian1	～京（北宋都城）							
2051	p	ian	31	便	pian31	pian3	方～							
2052	pʰ	iɛt	055	別	pʰiɛt5	pʰiɛt8a	离～，分～							
2053	m	ian	213	綿	mian213	mian2	海～，～羊							
2054	m	ian	213	棉	mian213	mian2	～花							
2055	m	ian	33	免	mian33	mian1	难～，～除							
2056	m	ian	33	勉	mian33	mian1	～强，～励							
2057	m	ian	33	娩	mian33	mian1	分～							
2058	m	ian	31	緬	mian31	mian3	～怀；～甸（地名）							
2059	m	ian	451	面	mian451	mian5	～子							
2060	m	ɐt	055	滅	mɐt5	mɐt8a	消～，～亡							
2061	tsʰ	a	33	碾	tsʰa33	tsʰa1	～米							
2062	l	ian	213	連	lian213	lian2	～长；大～（地名）							
2063	l	ian	213	聯	lian213	lian2	～系；对～							
2064	l	iɛt	055	列	liɛt5	liɛt8a	排～；～宁（人名）							
2065	l	iɛt	055	列	liɛt5	liɛt8a	两～（两排）[白，量]							
2066	l	iɛt	055	烈	liɛt5	liɛt8a	～士，热～							
2067	l	iɛt	055	裂	liɛt5	liɛt8a	～开，分～							
2068	ts	ian	33	煎	tsian33	tsian1	～药，～鱼							
2069	ts	ian	31	剪	tsian31	tsian3	～刀							
2070	ts	ian	451	箭	tsian451	tsian5	射～							
2071	ts	ian	451	濺	tsian451	tsian5	～一身水							
2072	tsʰ	ian	33	遷	tsʰian33	tsʰian1	升～，～怒							
2073	tsʰ	ian	31	淺	tsʰian31	tsʰian3	深～							
2074	tsʰ	ian	213	錢	tsʰian213	tsʰian2	～财							
2075	tsʰ	ian	31	踐	tsʰian31	tsʰian3	实～							
2076	tsʰ	ian	31	賤	tsʰian31	tsʰian3	下～，～人							
2077	ɬ	ian	33	仙	ɬian33	ɬian1	神～							
2078	ɬ	ian	33	鮮	ɬian33	ɬian1	新～							
2079	ɬ	ian	31	鮮	ɬian31	ɬian3	朝～（国名）							
2080	ɬ	ian	31	癬	ɬian31	ɬian3	发～（生癣）							
2081	ɬ	ian	451	線	ɬian451	ɬian5	～索							
2082	ɬ	iɛt	031	薛	ɬiɛt31	ɬiɛt7	姓，～宝钗							
2083	ɬ	iɛt	031	泄	ɬiɛt31	ɬiɛt7	～漏，排～							
2084	l	ian	25	羨	lian25	lian9	～慕							
2085	ts	an	31	展	tsan31	tsan3	开～，发～							
2086	ts	æk	031	哲	tsæk31	tsæk7	～学							
2087	tsʰ	æk	031	徹	tsʰæk31	tsʰæk7	～底							
2088	tsʰ	æk	031	撤	tsʰæk31	tsʰæk7	～退							
2089	tsʰ	an	25	纏	tsʰan25	tsʰan9	纠～，～线							
2090	tsʰ	iɛt	031	轍	tsʰiɛt31	tsʰiɛt7	南辕北～；苏～（人名）							
2091	ts	an	33	氈	tsan33	tsan1	羊毛～							
2092	ts	an	451	戰	tsan451	tsan5	～斗							
2093	tʰ	an	25	颤	tʰan25	tʰan9	训读：～抖							
2094	ts	æk	031	折	tsæk31	tsæk7	～断，打～							
2095	ts	æk	031	浙	tsæk31	tsæk7	～江（地名）							
2096	s	æk	055	舌	sæk5	sæk8a	舌头							
2097	s	an	451	搧	san451	san5	扇扇子，扇耳光[动]							
2098	s	an	451	扇	san451	san5	扇子[名]							
2099	s	æk	031	設	sæk31	sæk7	～计，建～							
2100	s	ɐm	213	蟬	sɐm213	sɐm2	蝉							
2101	s	ɐm	213	禪	sɐm213	sɐm2	～宗，～师							
2102	s	an	31	善	san31	san3	～良，心～							
2103	s	an	31	膳	san31	san3	～食，用～							
2104	t	an	33	單	tan33	tan1	姓							
2105	s	ɐm	213	禪	sɐm213	sɐm2	～让，封～							
2106	ts	æk	031	折	tsæk31	tsæk7	～本（赔本）							
2107	j	an	213	然	jan213	jan2	～后，居～							
2108	j	an	213	燃	jan213	jan2	～烧							
2109	ȵ	æk	055	熱	ȵæk5	ȵæk8a	冷～，～情							
2110	tsʰ	ian	31	遣	tsʰian31	tsʰian3	派～							
2111	kʰ	ian	213	乾	kʰian213	kʰian2	～坤，～隆							
2112	kʰ	ian	213	虔	kʰian213	kʰian2	～诚							
2113	kʰ	ian	31	件	kʰian31	kʰian3	事～							
2114	kʰ	iɛt	055	傑	kʰiɛt5	kʰiɛt8a	～出							
2115	ŋ	an	451	諺	ŋan451	ŋan5	农～，～语							
2116	ȵ	æk	031	孽	ȵæk31	ȵæk7	造～							
2117	j	an	213	延	jan213	jan2	～长，～安							
2118	j	an	31	演	jan31	jan3	～员，表～							
2119	k	ian	451	建	kian451	kian5	～设							
2120	kʰ	ian	31	揭	kʰian31	kʰian3	～发，～露							
2121	kʰ	iɛt	031	揭	kʰiɛt31	kʰiɛt7	～阳（地名）							
2122	kʰ	ian	31	鍵	kʰian31	kʰian3	关～，～盘							
2123	kʰ	ian	31	腱	kʰian31	kʰian3	肌～							
2124	ȵ	an	213	言	ȵan213	ȵan2	语～							
2125	h	ian	33	軒	hian33	hian1	人名用字							
2126	h	un	33	掀	hun33	hun1	～起[文]							
2127	j	an	33	掀	jan33	jan1	～被[白]							
2128	h	ian	451	憲	hian451	hian5	～法							
2129	h	ian	451	獻	hian451	hian5	贡～							
2130	h	ɔk	031	歇	hɔk31	hɔk7	～夜（过夜）							
2131	kʰ	iɛt	031	蠍	kʰiɛt31	kʰiɛt7	蝎子，蛇～心肠							
2133	p	ian	33	邊	pian33	pian1	～疆，旁～							
2134	p	ian	31	蝙	pian31	pian3	～蝠							
2135	p	ian	31	扁	pian31	pian3	圆扁							
2136	p	ian	31	匾	pian31	pian3	牌～							
2137	pʰ	ian	451	遍	pʰian451	pʰian5	三～，～地，普～							
2138	pʰ	ian	451	片	pʰian451	pʰian5	一～，～面							
2139	pʰ	iɛt	031	撇	pʰiɛt31	pʰiɛt7	～捺，～开							
2140	pʰ	i	31	蹩	pʰi31	pʰi3	跛，～脚							
2141	m	ɐn	213	眠	mɐn213	mɐn2	～床（床），安～							
2142	m	ian	31	麵	mian31	mian3	～粉							
2143	m	ɐt	031	蔑	mɐt31	mɐt7	～视							
2144	t	ian	33	顛	tian33	tian1	～倒，～簸							
2145	t	ian	31	典	tian31	tian3	～型，词～							
2146	tʰ	ian	33	天	tʰian33	tʰian1	～才							
2147	tʰ	ian	31	腆	tʰian31	tʰian3	腼～							
2148	tʰ	iɛt	031	鐵	tʰiɛt31	tʰiɛt7	～皮							
2149	tʰ	ian	213	田	tʰian213	tʰian2	种～							
2150	tʰ	ian	213	填	tʰian213	tʰian2	～空							
2151	tʰ	ian	31	電	tʰian31	tʰian3	触～，～灯							
2152	tʰ	ian	31	殿	tʰian31	tʰian3	宫～							
2153	t	ian	31	奠	tian31	tian3	～基							
2154	tʰ	iam	31	墊	tʰiam31	tʰiam3	～钱，座～							
2155	ȵ	an	213	年	ȵan213	ȵan2	过～							
2156	n	ian	33	撚	nian33	nian1	以指捻碎							
2157	n	iɛt	031	捏	niɛt31	niɛt7	以指尖捏取小面积							
2158	l	ian	213	憐	lian213	lian2	可～[文]							
2159	l	ian	213	憐	lian213	lian2	可～[白]							
2160	l	ian	213	蓮	lian213	lian2	～花，睡～							
2161	l	ian	31	練	lian31	lian3	～习，熟～							
2162	l	ian	31	鍊	lian31	lian3	～丹，锻～							
2163	l	ian	31	链	lian31	lian3	项～，～条							
2164	l	ian	31	楝	lian31	lian3	苦～树							
2165	ts	an	33	箋	tsan33	tsan1	便～，信～							
2166	ts	ian	451	薦	tsian451	tsian5	推～							
2167	ts	iɛt	031	節	tsiɛt31	tsiɛt7	～约，竹～							
2168	tsʰ	ian	33	千	tsʰian33	tsʰian1	～万							
2169	tsʰ	iɛt	031	切	tsʰiɛt31	tsʰiɛt7	～菜							
2170	tsʰ	ian	213	前	tsʰian213	tsʰian2	从～，～后							
2171	tsʰ	iɛt	055	截	tsʰiɛt5	tsʰiɛt8a	～断							
2172	ɬ	ian	33	先	ɬian33	ɬian1	祖～，～进，～生							
2173	ɬ	iɛu	33	屑	ɬiau33	ɬiau1	锯～[白，名]							
2174	ɬ	iɛu	33	屑	ɬiau33	ɬiau1	不～一顾[文，动]							
2175	ɬ	iɛp	031	楔	ɬiɛp31	ɬiɛp7	～入去（塞进去）[训]							
2176	k	ian	33	肩	kian33	kian1	～头							
2177	k	ian	33	堅	kian33	kian1	～强							
2178	k	an	31	繭	kan31	kan3	蚕～							
2179	k	ian	451	見	kian451	kian5	～人，～识							
2180	k	iɛt	031	結	kiɛt31	kiɛt7	～婚，～疕[文，动]							
2181	k	ian	31	結	kian31	kian3	打～[白]							
2182	k	iɛt	031	潔	kiɛt31	kiɛt7	～白，清～							
2183	kʰ	ian	33	牽	kʰian33	kʰian1	～牛花							
2184	ŋ	an	213	研	ŋan213	ŋan2	～究							
2185	j	an	31	硯	jan31	jan3	～台							
2186	h	ian	31	顯	hian31	hian3	明～							
2187	h	ian	213	賢	hian213	hian2	～惠，圣～							
2188	h	ian	213	弦	hian213	hian2	琴～							
2189	h	ian	31	現	hian31	hian3	～在，出～							
2190	j	an	33	煙	jan33	jan1	冒～							
2191	j	an	451	燕	jan451	jan5	姓；～京，～山（地名）							
2192	j	an	451	燕	jan451	jan5	燕子，～窝							
2193	j	an	33	嚥	jan33	jan1	～喉							
2194	ʔ	an	451	宴	ʔan451	ʔan5	～会							
2195	p	an	33	般	pan33	pan1	～配，一～							
2196	p	an	33	搬	pan33	pan1	～运							
2197	p	an	451	半	pan451	pan5	一～，～日							
2198	pʰ	an	31	绊	pʰan31	pʰan3	～脚石，～马索							
2199	p	æk	031	鉢	pæk31	pæk7	花～（花盆），衣～							
2200	pʰ	æk	031	撥	pʰæk31	pʰæk7	～款							
2201	pʰ	an	33	潘	pʰan33	pʰan1	姓							
2202	pʰ	ɐn	31	拚	pʰɐn31	pʰɐn3	～命							
2203	pʰ	an	31	判	pʰan31	pʰan3	～断，审～							
2204	pʰ	æk	031	潑	pʰæk31	pʰæk7	～水；泼辣							
2205	pʰ	an	213	盤	pʰan213	pʰan2	算～							
2206	pʰ	an	31	伴	pʰan31	pʰan3	～随，伙～[文]							
2207	pʰ	an	31	伴	pʰan31	pʰan3	做～，冇～[白]							
2208	pʰ	an	31	拌	pʰan31	pʰan3	凉～，搅～							
2209	pʰ	an	31	叛	pʰan31	pʰan3	～徒，背～							
2210	m	an	213	瞞	man213	man2	隐～							
2211	m	an	31	饅	man31	man3	～头							
2212	m	an	31	鰻	man31	man3	～鱼							
2213	m	an	33	滿	man33	man1	～意							
2214	m	an	31	漫	man31	man3	～画，～长							
2215	m	æk	055	末	mæk5	mæk8a	～尾							
2216	m	æk	055	沫	mæk5	mæk8a	泡～							
2217	m	æk	031	抹	mæk31	mæk7	～桌，～布							
2218	t	ɔn	33	端	tɔŋ33	tɔŋ1	～正							
2219	t	ɔn	31	短	tɔŋ31	tɔŋ3	长～							
2220	t	ɔn	451	斷	tɔŋ451	tɔŋ5	判～，～案							
2221	tʰ	ɔn	31	鍛	tʰɔŋ31	tʰɔŋ3	～炼							
2222	tʰ	ɔk	031	掇	tʰɔk31	tʰɔk7	端东西，～菜							
2223	tʰ	ɔk	031	脫	tʰɔk31	tʰɔk7	～鞋，摆～							
2224	tʰ	ɔn	213	團	tʰɔŋ213	tʰɔŋ2	～结，～长							
2225	tʰ	ɔn	213	糰	tʰɔŋ213	tʰɔŋ2	饭～，面～							
2226	tʰ	ɔn	33	斷	tʰɔŋ33	tʰɔŋ1	～绝[文]							
2227	tʰ	ɔn	33	斷	tʰɔŋ33	tʰɔŋ1	线断了[白]							
2228	tʰ	ɔn	31	段	tʰɔŋ31	tʰɔŋ3	姓；阶～							
2229	tʰ	ɔn	31	緞	tʰɔŋ31	tʰɔŋ3	绸～							
2230	tsʰ	ɔk	055	奪	tsʰɔk5	tsʰɔk8a	～取							
2231	n	ɔn	33	暖	nɔŋ33	nɔŋ1	冷～							
2232	l	ian	213	鸞	lian213	lian2	～凤							
2233	l	ɔn	31	卵	lɔŋ31	lɔŋ3	鸡～（鸡蛋），～生							
2234	l	un	31	亂	lun31	lun3	混～							
2235	ȵ	æk	031	□	ȵæk31	ȵæk7	捋袖子							
2236	ȵ	ai	451	□	ȵai451	ȵai5	啃骨头							
2237	ts	ɔn	451	鑽	tsɔŋ451	tsɔŋ5	～孔，～山洞[动]							
2238	tsʰ	ɔn	31	纂	tsʰɔŋ31	tsʰɔŋ3	编～							
2239	ts	an	451	攒	tsan451	tsan5	积～							
2240	ts	ɔn	451	鑽	tsɔŋ451	tsɔŋ5	电～[名]，～石							
2241	ts	ɐt	055	撮	tsɐt5	tsɐt8a	一～毛							
2242	ts	y	055	□	tsy5	tsy8a	英语音译：cheat。～人（骗人），～把戏（变魔术）							
2243	ɬ	ɔn	33	酸	ɬɔŋ33	ɬɔŋ1	～甜							
2244	ɬ	ɔn	451	算	ɬɔŋ451	ɬɔŋ5	计～							
2245	ɬ	ɔn	451	蒜	ɬɔŋ451	ɬɔŋ5	大蒜，蒜头							
2246	kʷ	ɔn	33	官	kʷɔŋ33	kʷɔŋ1	～司，当～							
2247	kʷ	ɔn	33	棺	kʷɔŋ33	kʷɔŋ1	～材							
2248	kʷ	ɔn	33	觀	kʷɔŋ33	kʷɔŋ1	参～，～音							
2249	kʷ	ɔn	33	冠	kʷɔŋ33	kʷɔŋ1	衣～，鸡～花							
2250	kʷ	ɔn	31	管	kʷɔŋ31	kʷɔŋ3	～理，气～							
2251	kʷ	ɔn	31	館	kʷɔŋ31	kʷɔŋ3	图书～							
2252	kʷ	ɔn	451	貫	kʷɔŋ451	kʷɔŋ5	一～，～彻							
2253	kʷ	ɔn	451	灌	kʷɔŋ451	kʷɔŋ5	～溉							
2254	kʷ	ɔn	451	罐	kʷɔŋ451	kʷɔŋ5	～头							
2255	kʷ	ɔn	33	觀	kʷɔŋ33	kʷɔŋ1	道～							
2256	kʷ	ɔn	451	冠	kʷɔŋ451	kʷɔŋ5	～军							
2257	kʷ	æk	031	括	kʷæk31	kʷæk7	包～							
2258	kʰ	ɔn	33	寬	kʰɔŋ33	kʰɔŋ1	～松							
2259	kʰ	ɔn	31	款	kʰɔŋ31	kʰɔŋ3	汇～，拨～							
2260	kʷʰ	æk	031	闊	kʷʰæk31	kʷʰæk7	开～							
2261	ŋ	ɔn	31	玩	ŋɔŋ31	ŋɔŋ3	～具，游～							
2262	kʷʰ	ɔn	33	歡	kʷʰɔŋ33	kʷʰɔŋ1	喜～，～喜							
2263	f	ɔn	31	喚	fɔŋ31	fɔŋ3	呼～							
2264	f	ɔn	31	煥	fɔŋ31	fɔŋ3	～然一新							
2265	h	æk	055	豁	hæk5	hæk8a	～免，～然开朗							
2266	h	ɐn	213	桓	hɐn213	hɐn2	齐～公							
2267	v	an	213	完	van213	van2	～全[文]							
2268	v	an	213	完	van213	van2	用～，食～[白]							
2269	j	an	213	丸	jan213	jan2	肉～，药～							
2270	f	ɔn	31	緩	fɔŋ31	fɔŋ3	～慢，迟～							
2271	f	ɔn	31	皖	fɔŋ31	fɔŋ3	安徽简称，～南事变							
2272	v	ɔn	31	換	vɔŋ31	vɔŋ3	交～[文]							
2273	v	ɔn	31	換	vɔŋ31	vɔŋ3	～水[白]							
2274	v	ɔn	31	換	vɔŋ31	vɔŋ3	金不换[白]							
2275	v	æk	055	活	væk5	væk8a	生～							
2276	v	ɔn	31	豌	vɔŋ31	vɔŋ3	～豆							
2277	v	ɔn	31	碗	vɔŋ31	vɔŋ3	饭～							
2278	v	ɔn	31	腕	vɔŋ31	vɔŋ3	手～							
2280	ŋ	an	213	頑	ŋan213	ŋan2	～固，～皮							
2281	v	an	31	幻	van31	van3	科～，～想							
2282	v	æk	055	滑	væk5	væk8a	地～，～稽							
2283	v	æk	055	猾	væk5	væk8a	狡～							
2284	v	æk	031	挖	væk31	væk7	～掘[文]							
2285	v	æk	031	挖	væk31	væk7	穵[白]							
2286	tsʰ	ɔn	31	篡	tsʰɔŋ31	tsʰɔŋ3	～位，～改							
2287	ɬ	ɔn	33	閂	ɬɔŋ33	ɬɔŋ1	～门，门～							
2288	tsʰ	un	213	拴	tsʰun213	tsʰun2	拴住（捆绑）							
2289	ɬ	æk	031	刷	ɬæk31	ɬæk7	～牙，牙～							
2290	kʷ	an	33	關	kʷan33	kʷan1	～门，海～							
2291	kʷ	an	451	慣	kʷan451	kʷan5	习～							
2292	kʷ	æk	031	刮	kʷæk31	kʷæk7	～毛，搜～							
2293	v	an	213	還	van213	van2	～原[文]							
2294	v	an	213	還	van213	van2	～钱[白]							
2295	v	an	213	還	van213	van2	～有[白]							
2296	v	an	213	環	van213	van2	～境							
2297	v	an	31	患	van31	van3	～病，忧～							
2298	tsʰ	ɐn	213	宦	tsʰɐn213	tsʰɐn2	～官							
2299	v	an	33	彎	van33	van1	转～							
2300	v	an	33	灣	van33	van1	台～，海～							
2301	l	ian	213	戀	lian213	lian2	～爱							
2302	l	ɔk	031	劣	lɔk31	lɔk7	～质，恶～							
2303	tsʰ	ɔn	213	全	tsʰɔŋ213	tsʰɔŋ2	～部，安～							
2304	tʰ	ɔn	213	泉	tʰɔŋ213	tʰɔŋ2	～水，喷～							
2305	tsʰ	it	055	絕	tsʰit5	tsʰit8a	～对							
2306	ɬ	ian	33	宣	ɬian33	ɬian1	～布，～传							
2307	ɬ	ian	31	選	ɬian31	ɬian3	～择，挑～							
2308	ɬ	iɛt	031	雪	ɬiɛt31	ɬiɛt7	落～（下雪），～白							
2309	ɬ	un	213	旋	ɬun213	ɬun2	～转							
2310	ts	ɔn	31	轉	tsɔŋ31	tsɔŋ3	～学，～移，翻～							
2311	ts	ɔn	31	轉	tsɔŋ31	tsɔŋ3	～圈							
2312	tsʰ	ɔn	31	篆	tsʰɔŋ31	tsʰɔŋ3	～体，～书，～刻							
2313	tsʰ	ɔn	213	傳	tsʰɔŋ213	tsʰɔŋ2	～达，流～							
2314	tsʰ	ɔn	213	傳	tsʰɔŋ213	tsʰɔŋ2	～记，自～							
2315	ts	ɔn	33	專	tsɔŋ33	tsɔŋ1	～门，大～							
2316	ts	ɔn	33	磚	tsɔŋ33	tsɔŋ1	～头							
2318	tsʰ	ɔn	33	川	tsʰɔŋ33	tsʰɔŋ1	四～							
2319	tsʰ	ɔn	33	穿	tsʰɔŋ33	tsʰɔŋ1	～堂风，揭～							
2320	tsʰ	ɔn	31	喘	tsʰɔŋ31	tsʰɔŋ3	哮～							
2321	tsʰ	ɔn	451	串	tsʰɔŋ451	tsʰɔŋ5	一～，～通							
2322	ɬ	ɔn	213	船	ɬɔŋ213	ɬɔŋ2	轮～							
2323	ɬ	ɔk	031	說	ɬɔk31	ɬɔk7	小～							
2324	ȵ	ɔn	33	軟	ȵɔŋ33	ȵɔŋ1	～弱							
2325	k	ian	31	捲	kian31	kian3	～起来[动]							
2326	kʰ	ian	451	眷	kʰian451	kʰian5	～属							
2327	k	ian	31	卷	kian31	kian3	试～[名]							
2328	k	ian	33	絹	kian33	kian1	绢							
2329	kʰ	ian	33	圈	kʰian33	kʰian1	圆～，～套							
2330	kʰ	ian	213	拳	kʰian213	kʰian2	～头							
2331	kʰ	ian	213	權	kʰian213	kʰian2	～利							
2332	k	ian	31	倦	kian31	kian3	疲～							
2333	j	an	213	圓	jan213	jan2	团～							
2334	j	an	213	員	jan213	jan2	人～，～工							
2335	j	an	31	院	jan31	jan3	医～，～长							
2336	j	an	213	緣	jan213	jan2	～分							
2337	j	an	213	沿	jan213	jan2	边～，～江路							
2338	j	an	213	鉛	jan213	jan2	～笔，～球							
2339	k	ian	33	捐	kian33	kian1	～钱							
2340	j	æk	055	悦	jæk5	jæk8a	愉～							
2341	j	æk	055	閱	jæk5	jæk8a	～读							
2342	f	an	33	藩	fan33	fan1	曾国～							
2343	f	an	31	反	fan31	fan3	～对，造～							
2344	f	an	451	販	fan451	fan5	～毒，小～，～卖							
2345	f	æk	031	髮	fæk31	fæk7	头～							
2346	f	æk	031	發	fæk31	fæk7	～展，～财[文]							
2347	f	æk	031	發	fæk31	fæk7	～虫（长虫）[白]							
2348	f	an	33	翻	fan33	fan1	～书[文]							
2349	f	an	33	翻	fan33	fan1	翻转；呕吐[白]							
2350	f	an	33	番	fan33	fan1	三～两次，～薯							
2351	f	an	33	番	fan33	fan1	一～被（一床被子）							
2352	pʰ	an	33	番	pʰan33	pʰan1	～禺（地名）							
2353	f	an	213	煩	fan213	fan2	麻～							
2354	f	an	213	礬	fan213	fan2	明～							
2355	f	an	213	繁	fan213	fan2	～华							
2356	f	an	31	飯	fan31	fan3	～店[文]							
2357	f	an	31	飯	fan31	fan3	食～（吃饭）[白]							
2358	f	æk	055	伐	fæk5	fæk8a	讨～，～木工人							
2359	f	æk	055	筏	fæk5	fæk8a	竹～（竹排）							
2360	f	æk	055	罰	fæk5	fæk8a	～款，惩～							
2361	m	an	31	晚	man31	man3	～会							
2362	v	an	31	挽	van31	van3	～留，手～手							
2363	m	an	31	萬	man31	man3	～一							
