	注释：-白读，=文读
tsʰ	[1]穿=川[2]全=痊诠栓=[3]闯喘[5]串窜纂篡□{味道冲}
s	[1]霜={冰～}宣渲喧萱[2]旋璇漩[3]爽选[4]潠{喷水，或指男生撒尿}[5]算={算了}渲□{动物产卵}[6]旋
z	[3]□{拧}[4]□{随便，原文作“乱”}
k	[1]光=观{～察}冠关={通～}[3]管广={～场}馆耿[4]□{摇}倦[5]罐鹳冠观{道～}贯惯={习～}眷
kʰ	[1]宽={～阔}圈倾匡框诓[2]权狂[3]款[5]矿旷犷况
ŋ	[2]元原源颜[3]玩顽[4]愿
h	[1]番={～邦}翻方={～法}芳={～香}荒={～凉}谎慌风-{吹～}疯封-[2]还=防妨烦繁垣衡煌环樊簧梵矾皇凰[3]访反={～对}坊仿纺=晃恍返幌[4]患宦[5]放={粗～}换={金不～}幻涣焕唤泛痪贩
∅	[1]弯=湾=冤汪[2]王={国～}缘袁辕员完猿芫[3]婉腕苑宛惋皖鲩阮{我们}枉往[4]旺[5]怨
#uak	
p	[8]拔=跋=脖勃渤
pʰ	[7]撇□{辛勤劳动}
m	[8]末=沫=茉
l	[7]劣阅
tsʰ	[7]茁拙绌辍缀=掇=啜
s	[7]朔塑溯
z	[8]悦=浊蜀
k	[7]诀决括廓
kʰ	[7]括{俗}
h	[7]发法{俗}[8]乏=罚穴伐阀
∅	[7]斡{转弯}[8]越粤获
#oŋ	
p	[1]乓□{掴}[2]泵[4]并-{合并}[5]□{爆炸}[6]磅={～秤}镑
pʰ	[2]鹏缝-蓬[3]捧[4]碰[5]肨{由小涨大}
m	[2]蒙朦濛摸-[3]某{俗}懵[4]茂{俗}
t	[1]东={～西}忠咚中={～国}[2]栋[3]董懂[4]动={～车}重={～要}仲[5]中={～奖}冻={冰～}□{发抖}[6]洞={～察}□{用筷子戳}
tʰ	[1]通[2]同={～仁堂}童桐={梓～}彤佟酮瞳潼[3]统宠[5]痛={去～片}恸[6]□{用棍子戳}
l	[1]□{舞动，～狮：舞狮}□{塞入信箱或灶膛}[2]农浓珑侬=隆窿[3]拢□{蛋变质}[4]弄
ts	[1]宗终综[3]总={～结}[5]纵
tsʰ	[1]匆冲充聪衷囱[2]从淙琮崇[5]□{搞，～事：搞事}
s	[1]鬆={～动}淞[2]松={～树}鳙[3]耸怂悚[4]讼颂诵[5]宋
z	[2]戎绒仍茸[3]冗
k	[1]公功攻[2]戆{晕}[3]㼦{盛物小容器}[5]贡赣杠={～杆}□{掴}
kʰ	[1]空={时～}[3]孔戆{愚笨}[4]囥{藏起来}□{人头～：骷髅头}[5]控椌{敲打}
h	[1]风={～格}封={～面}轰丰锋烽峰哄烘[2]红=洪=虹弘泓宏鸿逢缝=[3]哄[4]凤奉俸[5]讽□{用木棒击打}
∅	[1]翁={不倒～}嗡□{掴}
#ok	
p	[7]卜{～卦}[8]蔔{萝～}□{抽烟动作}
pʰ	[7]扑朴璞□{脱落}[8]仆□{锁中装置}□{拍～：鼓掌}
m	[8]没莫牧疫沐睦穆寞瘼
t	[7]剁督笃=斫筑琢=[8]独犊牍逐椟
tʰ	[7]□{手用力使物体掉下来}
l	[7]□{用棍子戳}摝{把水或沙子装进容器之后摇动它}[8]骆=洛络烙={炮～之刑}禄录碌戮
ts	[7]足祝嘱
tsʰ	[7]触焯促
s	[7]束速肃缩淑菽索={勒～}[8]属续赎孰俗塾
k	[7]国谷{稻～}[8]焗谷{曼～}
kʰ	[7]酷[8]毃{打脑袋}
h	[7]福蝠复{～习}[8]斛或惑伏={～击}袱服覆复{恢～}
∅	[7]屋握幄
#ioŋ	
t	[4]□{生龙活虎，有精神}
ts	[1]□{骚扰别人}
s	[2]□{黏液，～～：黏糊糊的}
z	[3]□{软烂}
k	[1]恭穹躬龚[3]拱={～桥}
kʰ	[2]穹琼=穷={～尽}[3]恐巩
h	[1]凶汹匈={～奴}[2]雄[5]旭郁煜毓
∅	[1]庸慵邕痈=雍佣[2]榕=容溶熔=蓉荣萦萤=盈=融=嵘[3]永勇踊俑=涌={汹～}[4]用[5]泳拥咏[6]用
#iok	
z	[8]□{挤压}
k	[7]鞠掬
kʰ	[7]克曲{～线}
∅	[7]约-{猜}[8]育欲
#eŋ	
p	[1]□{中暑}[3]秉炳[4]并=迸
pʰ	[1]抨拼烹[2]平={和～}评朋硼凭[4]□{比较}
m	[2]明冥螟盟萌暝=盲=鸣名=铭[3]皿孟蜢[4]命=
t	[1]灯丁钉汀叮登征{～婚}[2]亭婷重{～复}[3]等={～待}称{～重}顶[4]邓绽淀锭[5]中-{高～}钉订打{用手肘或者拳头打}
tʰ	[1]窗[2]庭={天～}腾滕霆廷瞠澄={～清}蜓[3]颖挺艇逞[4]停等-[5]听{混淆视～}
l	[1]铃[2]宁龙菱苓灵陵凌绫薐龄零鲮玲[3]陇搑{推}[4]令[5]□{踮起脚尖}[6]另□{宽裕}
ts	[1]钟盅精={～华}曾{～祖}憎僧增贞侦帧狰峥铮筝睁挣蒸={～汽}征{出～}睛舂□{捶打}[2]曾{～经}[3]种{～子}肿[4]靖净□{驱赶}[5]政证症众种{～田}
tsʰ	[1]清称{～呼}[2]情={心～}橙[5]称{～职}倩茜铳蒸-[6]穿-{～衫裤}□{围挡}
s	[1]生={学～}甥牲{牺～}惺猩笙升[2]成={～功}承诚乘{～法}丞松-{～柏}榕{俗}[4]盛={姓，茂～}乘[5]胜圣={大～}
z	[1]扔[2]仍
k	[1]经={～商}荆更={～新}供弓宫[3]景憬竟境拱-{～起}[4]警竞[5]敬更={～加}
kʰ	[1]銎筐卿倾[2]琼-穷-鲸=擎=茎[3]顷肯啃=[4]□{抽打后的痕迹}虹{彩虹}[5]庆罄磬
ŋ	[2]迎凝={～结}
h	[1]匈-亨馨兴{～起}胸[2]王-{姓}刑型形行{五～}恒□{草木长}[4]幸悻行={品～}□{腻}[5]杏兴{高～}
∅	[1]痈=婴缨樱瘿莺英瑛鹰鹦翁-{姓}□{灰尘大}[2]荧-萤-莹榕-霙{小雨貌}[3]涌-{风～}[4]□{液体晃动。此或即“涌”字，俟考}[5]应={答～}蕹{通菜}壅{浇灌}[6]用
#ek	
p	[7]迫逼煏{烤制}
pʰ	[7]辟劈霹魄碧匹
m	[8]陌
t	[7]竹竺德[8]轴迪笛鹿特敌翟狄嫡涤的{目～}蛰值□{追赶}
tʰ	[7]畜-{～生}秃-惕剔搐
n	[7]蹃{用脚去蹬}[8]肉=匿溺
l	[8]勒陆肋绿雳□{清沟}
ts	[7]烛叔积=则[8]一{训}蜀{一}泽
tsʰ	[7]斥粟戚侧测□{慢移}
s	[7]饰析淅晰蜥息熄媳式悉夕硕瑟色蟋适识轼汐释拭=熟{植物果实太熟}[8]熟{～人}
k	[7]革菊棘激戟□{逼仄}[8]局极
kʰ	[7]曲-击刻=
ɡ	[8]玉狱钰
ŋ	[8]逆
h	[7]黑核={～心}[8]乏-{乏力}
∅	[8]易={交～}腋液浴翼亿奕弈译溢缢泆{溢出}
#ɯŋ	
p	[1]方-{姓}[2]□{支持}[3]本苯[4]笨[6]饭
m	[2]门们[3]晚[6]问
t	[1]当-{～时}[2]堂-{课～}塘-长-肠-[3]返{训“转”}转-[4]丈-{长度}断-荡{用水洗涤}[5]顿-{量词}当-{典～}□{摔}[6]缎传{～记}段□{相遇}
tʰ	[1]汤[2]糖[3]□{肘击}[4]□{手肘}□{加热剩饭剩菜}[5]烫褪[6]捅-{肘击}
n	[1]瓤[2]郎-[3]女软[4]卵[5]□{在草丛、树林钻来钻去}
ts	[1]砖妆-庄-赃[2]全-[4]□{吮吸手指}[5]钻葬[6]状-{奖～}□{头上的旋}
tsʰ	[1]村疮-仓舱穿-{～针}[2]床[5]刺-{动词}
s	[1]酸{～甜}霜-{落～}孀桑丧-孙-{姓}栓-[2]床-{笼～：屉子}[3]耍[5]算-蒜
k	[1]斤巾根跟{～从}筋均钧岗-扛缸光-{亮}[2]凝-□{瞪}[3]广-{～州}仅瑾耿卷{试～}劵-管-{电～：电灯}[4]近[5]钢□{用力扯}
kʰ	[1]糠[2]囷{草～}芹勤[3]恳垦[4]囥{藏}[5]劝
ŋ	[2]银龈
h	[1]勋欣轩殷[3]很狠[4]恨
∅	[1]恩[3]隐尹
#ɯk	
k	[8]□{稠}
kʰ	[7]乞[8]□{橛子}
ŋ	[7]吃讫迄
#m̩	
h	[3]哼
∅	[3]姆{伯母}[4]唔{不}毋{不}[6]□{母亲(面称)}
#m̩ʔ	
h	[7]□{打针}[8]□{用棍子打}
#ŋ̍	
h	[1]荒-{开～}方-{药～}昏-{俗，暝～：晚上}欣{俗}[2]园-[4]远-
∅	[1]央-{中～：中间}秧-{～苗}[2]黄{～色}橼{香橼～}[3]䘼{袖子}[5]向{训读，朝着}眏{朝着}
#ŋ̍ʔ	
∅	[8]□{睡觉}
