#詞語	音標	解釋
秤钩	tsʰən5 kou1	秤钩子
秤砣	tsʰən5 tʰo2	秤锤
一角钱	Ǿi7 tɕio7 tɕʰian2	
分子钱	fən1 tsɿ0 tɕʰian2	硬币
三马儿	san1 mar3	拉货的三轮车
麻木儿	mɒ2 mɚ2	载人的三轮车
铁路	tʰie7 lou6	
铁轨	tʰie7 kuei3	
火车	xo3 tʂʰe1	
火车站	xo3 tʂʰe1 tsan6	
公路	koŋ1 lou	
丈爷	tsaŋ2 Ǿie1	岳父
丈娘	tsaŋ2 ȵiaŋ2	岳母
哥哥	ko1 ko5	
弟弟	ti6 ti5	
嫂子	sau3 tsɿ0	
弟媳	ti6 ɕi7	
姐姐	tɕie3 tɕie0	
姐夫	tɕie3 fu1	
妹妹	mi6 mi5	
妹夫	mi6 fu1	
堂兄弟	tʰaŋ2 ɕioŋ1 ti6	
堂弟	tʰaŋ2 ti6	
堂姐	tʰaŋ2 tɕie3	
堂妹	tʰaŋ2 mi6	
表兄弟	piau3 ɕioŋ1 ti6	
表弟	piau3 ti6	
表嫂	piau3 sau3	
表姐	piau3 tɕie3	
表妹	piau3 mi6	
堂哥	tʰaŋ2 ko1	
表哥	piau3 ko1	
夫妻俩个	fu1 tɕʰi1 liaŋ3 ko5	指夫妻两人
弟兄俩个	ti6 ɕioŋ1 liaŋ3 ko5	指弟兄两人
姐妹俩个	tɕie3 mi6 liaŋ3 ko5	指姊妹两人
细老婆	ɕi5 lau3 pʰo1	小老婆
细叔儿	ɕi5 ʂɚ2	小叔子
细姑姑	ɕi5 ku1 ku5	小姑子
子女	tsɿ3 ɳʯ3	
养子	Ǿiaŋ3 tsɿ3	
儿媳妇	Ǿɚ2 ɕi7 fu1	
女儿	ɳʯɚ3	
孙媳妇儿	sən1 ɕi7 fɚ1	
孙女儿	sən1 ɳʯɚ3	
孙女婿	sən1 ɳʯ3 ɕi1	
重孙儿	tsʰoŋ2 sɚ1	
外孙女儿	Ǿuai6 sən1 ɳʯɚ3	
外孙儿	Ǿuai6 sɚ1	
外甥	Ǿuai6 sən1	
外甥女儿	Ǿuai6 sən1 ɳʯɚ3	
侄子	tʂʅ7 tsɿ0	
侄女儿	tʂʅ7 ɳʯɚ3	
大儿	tɒ6 Ǿɚ2	
细儿	ɕi5 Ǿɚ2	小儿子
女婿伢儿	ɳʯ3 ɕi7 ŋar2	女婿
孙儿	sɚ1	
娘屋的	ȵiaŋ2 Ǿu7 ti1	娘家
婆屋的	pʰo2 Ǿu7 ti1	婆家
亲家	tɕʰin5 kɒ1	
亲家母儿	tɕʰin5 kɒ1 mɚ3	
亲家公	tɕʰin5 kɒ1 koŋ1	
亲戚	tɕʰin1 tɕʰi7	
走亲戚	tsou3 tɕʰin1 tɕʰi7	
男方	nan2 faŋ1	
女方	ɳʯ3 faŋ1	
哭	kʰu7	
辣	lɒ7	
密	mi7	
稀	ɕi1	
乖	kuai1	
大方	tɒ6 faŋ1	
凉快	liaŋ2 kʰuai5	
多	to1	
少	ʂau3	
大	tɒ6	
细	ɕi5	小
长	tʂʰaŋ2	
短	tan3	
宽	kʰuan1	
窄	tse7	
深	ʂən1	
浅	tɕʰian3	
厚	xou6	
薄	po6	
高	kau1	
低	ti1	
矮	ŋai3	
胖	pʰaŋ5	
正	tʂən5	
歪	Ǿuai1	
斜	ɕie2	
红	xoŋ2	
蓝	lan2	
黑	xe7	
白	pe6	
绿	lou7	
灰	fei1	
黄	faŋ2	
青	tɕʰin1	
紫	tsɿ3	
怕丑	pʰɒ5 tʂʰou3	腼腆,害羞
要得	Ǿiau5 te7	不错,可以
不么样	pu7 mo3 Ǿiaŋ6	不怎么样
拐	kuai3	坏、不好
要也要得	Ǿiau5 Ǿi3 Ǿiau5 te1	凑
合	,	还可以
腈肉	tɕin1 ʐou7	指瘦肉
快活	kʰuai5 xo1	舒服
不中用	pu7 tʂoŋ1 Ǿioŋ6	不行
不效	pu7 ɕiau6	不行
灵精	lin2 tɕin1	机灵
整个	kən3 ko5	一整个
满	man3	浑身
撑敨	tʂʰən1 tʰou1	整齐
赖色	lai6 se1	脏、不干净
理落	li3 lo7	整洁
子?般?	tsɿ3 pan1	文静
奔?贱	pən5 tɕian3	闹腾
搞作?了	kau3 tso7 lo0	浪费
折?冒?儿	tʂe7 mɚ5	漂亮29
草帽	tsʰau3 mau6	
斗笠	tou3 li7	
靸子	sɒ7 tsɿ0	拖鞋
棉鞋儿	mian2 xɚ1	
靴鞋儿	ɕʯe1 xɚ1	雨鞋
首饰	ʂou3 ʂʅ5	
簪子	tsan1 tsɿ0	
粉	fən3	
耳环儿	Ǿɚ3 far1	耳环
项链儿	xaŋ6 liɚ0	项链
扳指	pan1 tsɿ1	戒指
手箍儿	ʂou3 kʰuɚ1	手镯
手套儿	ʂou3 tʰɚ5	
伞	san3	
雨衣	Ǿʯ3 Ǿi1	
手表	ʂou3 piau3	
眼镜儿	Ǿian3 tɕiɚ5	
尿片儿	ȵiau6 pʰiɚ5	
搭儿绳儿	tar7 ʂɚ1	头绳
卡子	tɕʰiɒ1 tsɿ0	发卡
手袱儿	ʂou3 fɚ2	手绢儿
抹衣儿	mɒ7 Ǿiɚ1	围裙
围兜儿	Ǿuei2 tɚ1	围兜
袖套儿	ɕiou2 tʰɚ1	
吃饭	tɕʰi7 fan6	
早饭	tʂau3 fan6	
点心	tian3 ɕin1	
零食	lin2 ʂʅ6	
吃的	tɕʰi7 ti1	
过晏	ko5 ŋan5	早饭后,午饭前吃的点
过夜	ko5 Ǿie6	吃夜饭
夜饭	Ǿie6 fan6	晚饭
中饭	tʂoŋ1 fan1	午饭
二倒夜	Ǿɚ2 tau5 Ǿie6	夜宵
米饭	mi3 fan6	
剩饭	ʂən6 fan6	
剩菜	ʂən6 tsʰai5	
现饭	ɕian6 fan6	
粥	tʂou7	
米汤	mi3 tʰaŋ1	
粽子	tsoŋ5 tsɿ0	
挂面	kuɒ5 mian6	
饺子	tɕiau3 tsɿ0	
蛋糕	tan6 kau1	
汤圆儿	tʰaŋ1 Ǿʯɚ1	
月饼	Ǿʯe7 pin3	
饼干	pin3 kan1	
切面	tɕʰie mian6	
面	mian6	
面粉儿	mian2 fɚ3	
粑	pɒ1	指没馅的馒头、有馅的包子或烙
烧火	ʂau1 xo3	
做菜	tsou5 tsʰai5	
舞菜	Ǿu3 tsʰai5	做菜
舞饭	Ǿu3 fan2	做饭(总称)
舞柴	Ǿu3 tsʰai2	砍柴
劈柴	pʰi5 tsʰai2	
舞东西	Ǿu3 toŋ1 ɕi1	做东西
舞了	Ǿu3 lo	弄坏了
夹生	kɒ7 sən1	指饭没有完全熟
兜汤	tou1 tʰaŋ1	舀汤
喫饭	tɕʰi7 fan6	吃饭
梗倒在	kən3 to0 tsai1	吃饭、喝水时
喫烟	tɕʰi7 Ǿian1	抽烟
起来	tɕʰi3 lai1	
洗手	ɕi3 ʂou3	
洗脸	ɕi3 lian3	
刷牙	ʂʯɒ7 Ǿiɒ6	
梳头	sou1 tʰou2	
洗澡	ɕi3 tsau3	
晒太阳	sai5 tʰai5 Ǿiaŋ1	
点灯	tian3 tən1	
熄灯	ɕi7 tən1	
困了	kʰuən5 lo1	
铺床	pʰu1 tsʰaŋ2	
抽筋	tʂʰou7 tɕin1	
做梦	tsou5 moŋ6	
说梦话	fe7 moŋ6 fɒ6	
熬夜	ŋau2 Ǿie6	
躺倒	tʰaŋ3 to1	
漱嘴	sou5 tɕi3	漱口
扎搭儿	tsɒ7 tar7	梳髻
抹澡	mɒ7 tsau3	擦澡
解手	kai3 ʂou3	小便或大便
施凉	ʂʅ1 liaŋ1	乘凉
汉?火	xan5 xo3	烤火(取暖)
中?瞌睡	tsoŋ1 kʰo7 fʯ1	打盹儿
打呵汉?	tɒ3 xo7 xan5	打哈欠
打鼾	tɒ3 xan1	打呼
困不着	kʰuən5 pu7 tʂʰo1	睡不着
平倒困	pʰin6 to1 kʰuən5	仰面睡
侧倒困	tsʰe7 to1 kʰuən5	侧着睡
匍倒困	pu6 to1 kʰuən5	趴着睡
着了风	tʂʰo7 lo0 foŋ1	落枕
下地	xiɒ6 ti6	
收工	ʂou1 koŋ1	
出去了	tɕʰʯ7 tɕi5 lo1	
到屋了	tau5 Ǿu7 lo1	到家了
荡街	taŋ2 kai1	逛街
荡路	taŋ2 lou6	散步
打官司	tɒ6 kuan1 sɿ1	
告状	kau5 tsaŋ6	
原告	Ǿʯan2 kau5	
被告	pi6 kau5	
状子	tsaŋ6 tsɿ0	
证人	tʂən5 ʐən	
嘎舌头儿	kɒ7 ʂe6 tʰɚ0	大舌头(口
锯齿儿	tʂʯ5 tʂʰɚ3	虫牙
耳朵儿聋	Ǿɚ3 tɚ3 loŋ1	耳背(听不
挂脸胡子	kuɒ5 lian3 fu2 tsɿ0	络腮
左手	tsou3 ʂou3	
右手	Ǿiou6 ʂou3	
手腕	ʂou3 Ǿuan3	
关节	kuan1 tɕie7	
拳头	tʂʰʯan2 tʰou1	
巴掌	pɒ1 tʂaŋ1	
手心	ʂou3 ɕin1	
手背	ʂou3 pi5	
大腿	tɒ6 tʰi3	
胯骨	kʰuɒ5 ku7	
裆	taŋ1	裆部
屁股	pʰi5 ku1	
尾骨	Ǿuei3 ku7	
赤脚	tʂʰʅ7 tɕio7	
脚掌	tɕio7 tʂaŋ3	
脚心	tɕio7 ɕin1	
脚尖	tɕio7 tɕian1	
脚跟	tɕio7 kən1	
鸡眼	tɕi1 ŋan3	
肚子	tou3 tsɿ0	
肚心儿	tou6 ɕiɚ1	肚脐眼
腰	Ǿiau1	
背	pi5	
嘎?背	kɒ7 pi5	肩膀
手膀子	ʂou3 paŋ3 tsɿ0	胳膊
倒?杵儿	tau5 tʂʰʯɚ3	胳膊肘儿
色?头儿	se7 tʰɚ1	膝盖
腋眼角儿	ɕie7 ŋan1 tɕiɚ2	胳肢窝,
脚指丫头儿	tɕio7 tʂʅ7 ŋɒ1 tʰɚ1	
大指丫头儿	tɒ6 tɕio7 tʂʅ7 ŋɒ1	
二指丫头儿	Ǿɚ6 tʂʅ7 ŋɒ1 tʰɚ1	食
中指丫头儿	tʂoŋ1 tʂʅ7 ŋɒ1 tʰɚ1	
无名指	Ǿu2 min2 tʂʅ3	
指丫头儿	tʂʅ7 ŋɒ1 tʰɚ2	手指
细指丫头儿	ɕi5 tʂʅ7 ŋɒ1 tʰɚ2	小
指丫蓬儿	tʂʅ7 ŋɒ1 pʰoŋ0	指甲
巴掌	pɒ1 tʂaŋ1	手掌
脚	tɕio7	腿(整条腿)
细肚子	ɕi5 tou3 tsɿ0	小腿
胯子	kʰɒ3 tsɿ0	大腿
鸡眼睛	tɕi1 ŋan3 tɕi1	
妈儿	mar5	乳房
奶水	lai3 fʯ3	奶汁
旋	ɕian2	头发旋儿44
东北	toŋ1 pe7	
西南	ɕi1 lan2	
西北	ɕi1 pe7	
路边儿	lou6 piɚ1	
床底下	tsʰaŋ2 tɚ7 xɚ1	
脚底下	tɕio7 tɚ7 xɚ1	
左边	tsou3 pian1	
右边	Ǿiou6 pian1	
高头	kau1 tʰou1	上面
底儿下	tɚ7 xɚ0	下面
里檐	li3 Ǿian1	里
兜?底	tou6 ti1	里
外檐	Ǿuai6 Ǿian1	
手上	ʂou3 xɒ1	
手兜?底	ʂou3 tou6 ti1	手里面
心兜?底	ɕin1 tou6 ti1	心里
外头	Ǿuai6 tʰou1	
门外头	mən2 Ǿuai6 tʰou1	大门外
前头	tɕʰian2 tʰou1	前边
后头	xou6 tʰou1	后边
屋后头	Ǿu7 xou6 tʰou1	屋后
么事场子	mo3 sɿ1 tʂʰaŋ3 tsɿ0	什么
你	ṅ3	
我	ŋo3	
他	tʰɒ1	
我几	ŋo3 tɕi1	我们
你几	ṅ3 tɕi1	你们
他几	tʰɒ7 tɕi1	
哪个	lɒ3 ko5	
勒个	le2 ko1	这个
勒么	le2 mo1	这么(高)
么办	mo3 pan6	怎么办
为么事	Ǿuei6 mo3 sɿ6	为什么
么事	mo3 sɿ6	什么
几多	tɕi3 to1	多少
善	ʂan6	
恶	ŋo7	
丑	tʂʰou3	
健康	tɕian6 kʰaŋ1	
热闹	Ǿʯe7 lau6	
要紧	Ǿiau5 tɕin3	
硬	ŋən6	
软	Ǿʯan3	
凸	tʰou7	
凹	ŋau6	
干净	kan1 tɕin1	
咸	xan2	
淡	tan2	
香	ɕiaŋ1	
臭	tʂʰou5	
酸	san1	
甜	tʰian	
风扇	foŋ1 ʂan5	
扇子	ʂan5 tsɿ0	手持的扇子
煤油灯	mi2 Ǿiou2 tən1	
灯芯	tən1 ɕin1	
灯罩	tən1 tʂau5	
灯笼	tən1 loŋ1	
手提包	ʂou3 tʰi2 pau1	
望远镜	Ǿuaŋ6 Ǿʯan3 tɕin5	
拐杖	kuai3 tʂaŋ5	
顶针儿	tin3 tʂɚ1	
洗衣粉儿	ɕi3 Ǿi1 fɚ3	
脸盆儿	lian3 pʰɚ2	
脚盆儿	tɕio7 pʰɚ2	
手袱儿	ʂou3 fɚ6	
擦脚袱儿	tsʰɒ7 tɕio7 fɚ6	擦脚布
钱包儿	tɕʰian2 pɚ0	
耳屎扒儿	Ǿɚ3 ʂʅ3 pʰar2	耳挖子
搓衣板儿	tsʰo1 Ǿi1 pɚ3	洗衣板
忙槌	maŋ2 tʂʯ1	棒槌
卫生纸	Ǿuei2 sən1 tʂʅ3	
托?子	tʰo6 tsɿ0	锅盖
袋儿	tɚ6	袋子
末什子	mo7 sən1 tsɿ0	很细小的杂质
锅烟子	Ǿo1 Ǿian1 tsɿ0	锅底灰
老头儿	lau3 tʰɚ1	
城里人	tsʰən2 li3 ʐən2	
乡下人	ɕiaŋ1 xɒ1 ʐən2	
外地人	Ǿuai6 ti6 ʐən2	
本地人	pən3 ti6 ʐən2	
外国人	Ǿuai6 kue7 ʐən2	
外人	Ǿuai6 ʐən2	
内行	li6 xaŋ2	
外行	Ǿuai6 xaŋ2	
单身汉	tan1 ʂən1 xan5	
老姑娘	lau3 ku1 ȵiaŋ1	
童养媳	tʰoŋ2 Ǿiaŋ3 ɕi7	
寡妇	kuɒ3 fu1	
私生子	sɿ1 sən1 tsɿ3	
败家子	pai6 tɕiɒ1 tsɿ0	
骗子	pʰian5 tsɿ0	
流氓	liou2 maŋ2	
土匪	tʰou3 fei3	
贼	tse6	
男伢儿	nan2 ŋar2	男孩子
女伢儿	ɳʯ3 ŋar2	女孩子
细伢儿	ɕi5 ŋar2	小孩儿
女老头儿	ɳʯ3 lau3 tʰɚ0	老太婆
年轻伢儿	ȵian2 tɕʰin1 ŋar2	小年轻
一屋人	Ǿi7 Ǿu7 ʐən2	一家子
男的	lan2 ti1	
女的	ɳʯ3 ti1	
奶毛头儿	lai3 mau1 tʰɚ0	
自家人	tsɿ2 kɒ1 ʐən2	
小气鬼	ɕiau3 tɕʰi5 kuei3	
告?婆子	kau5 pʰo1 tsɿ	
生抽	sən1 tsʰou1	
老抽	lau3 tsʰou1	
醋	tsʰou5	
红糖	xoŋ2 tʰaŋ2	
白糖	pe6 tʰaŋ2	
冰糖	pin1 tʰaŋ1	
八角	pɒ7 ko7	
桂皮	kuei5 pʰi2	
花椒	fɒ1 tɕiau1	
胡椒粉儿	fu2 tɕiau1 fɚ3	
味儿	Ǿuɚ6	气味
猪油	tʂʯ2 Ǿiou2	荤油
水油	fʯ3 Ǿiou2	素油
水油	fʯ3 Ǿiou2	菜籽油
烟	Ǿian1	
烟叶儿	Ǿian1 Ǿiɚ7	
烟灰	Ǿian1 fei1	
茶	tsʰɒ2	
茶叶	tsʰɒ2 Ǿie7	
开水	kʰai1 fʯ3	
倒茶	tau5 tsʰɒ2	
白酒	pe6 tɕiou3	
烟盒儿	Ǿian1 xɚ6	
泡茶	pʰau5 tʂʰɒ2	
老米酒	lau3 mi3 tɕiou3	米酒
糖粑	tʰaŋ2 pɒ0	芝麻糖
油麻糖	Ǿiou2 mɒ1 tʰaŋ2	麻糖
菜饼	tsʰai5 pin3	油菜籽榨油后的残渣
油白菜	Ǿiou2 pe6 tsʰai5	本地的一种
油盐饭	Ǿiou2 Ǿian2 fan6	加油烟炒熟
葡萄干儿	pʰu2 tʰau1 kɚ1	
茅针儿	mau2 tʂɚ3	一种吃食,指春天
麻园	mɒ2 Ǿʯan2	以糖为馅用糯米粉做
馓子	san3 tsɿ0	一种油炸小吃,用面粉加
糖馃儿	tʰaŋ2 kɚ3	一种糕点,用糯米粉
亲事	tɕʰin1 sɿ6	
相亲	ɕiaŋ1 tɕʰin1	
相貌儿	ɕiaŋ5 mɚ1	
年龄	ȵian2 lin1	
订婚	tin6 fən1	
定礼	tin6 li3	
喜酒	ɕi3 tɕiou3	
喜糖	ɕi3 tʰaŋ2	
结婚	tɕie7 fən1	
办喜酒	pan6 ɕi3 tɕiou3	
坐席	tso6 ɕi6	坐酒席
结媳妇	tɕie7 ɕi7 fu1	男方结婚43
寻栗子	tɕʰin2 li7 tsɿ0	在板栗都打完后,去山上寻找漏掉的板栗
寻死	tɕʰin2 sɿ3	自杀,找死
呛人	tɕʰiaŋ5 ʐən2	刺激性的气味使鼻子感到不适
熯人	xan5 ʐən2	烤的火太大,使身体太烫
漾?人	Ǿiaŋ5 ʐən2	吃的东西太腻
哄人	xoŋ6 ʐən2	骗人
累人	li6 ʐən2	疲惫
找钱	tsau3 tɕʰian2	甲方给乙方多了钱,乙方将多的钱退还给甲方叫找钱
栽赃	tsai1 tsaŋ1	诬赖人
败东西	pai6 toŋ1 ɕi1	损坏器物
赖账	lai6 tsaŋ5	
放赖	faŋ5 lai6	耍赖
放泼	fan5 pʰo7	耍赖
敞倒吃	tʂʰaŋ3 tau1 tɕʰi7	放开了大吃特吃
敞倒喝	tʂʰaŋ3 tau1 xo7	放开了大喝特喝
散伙	san5 xo3	解散一个团体或组织
挖栗壳	Ǿuɒ7 li7 kʰo7	屈指敲头
受累	ʂou6 li6	
钻学习	tsan1 ɕio6 ɕi6	刻苦努力钻研学习
穿小鞋	tʂʰʯan1 ɕiau3 xai6	故意给人使绊子,为难别人
乱款	lan6 kʰuan3	瞎说
走不脱	tsou3 pu7 tʰo7	离不开
起夜	tɕʰi3 Ǿie6	半夜起来上厕所
要我看	Ǿiau5 ŋo3 kʰan5	依我看
跟你说	kən1 ṅ3 fe7	
镬饭	xo7 fan6	用铁锅蒸饭
鬼把戏	kuei3 pɒ3 ɕi5	耍花招
夹生	tɕiɒ7 sən1	挑食,挑嘴
变脸	pian5 lian3	翻脸
打赤膊儿	tɒ3 tʂʰʅ7 pɚ1	赤裸上身
打乱撺	tɒ3 lan6 tsʰan5	打趔趄
地下	ti6 xɒ1	
地上	ti6 ʂaŋ6	
路上	lou6 ʂaŋ6	
街上	kai1 ʂaŋ6	
墙上	tɕʰiaŋ2 ʂaŋ6	
门上	mən2 ʂaŋ6	
椅子上	Ǿi3 tsɿ1 ʂaŋ6	
山前	san1 tɕʰian2	
山后	san1 xou6	
车前	tʂʰe1 tɕʰian2	
车后	tʂʰe1 xou6	
东	toŋ1	
南	lan2	
西	ɕi1	
北	pe7	
东南	toŋ1 lan	
草稿	tsʰau3 kau3	
起稿子	tɕʰi3 kau3 tsɿ0	
一点	Ǿi7 tian3	
一横	Ǿi7 fən2	
一竖	Ǿi7 fʯ6	
一撇	Ǿi7 pʰie7	
一捺	Ǿi7 lɒ7	
一笔	Ǿi7 pi7	
一画	Ǿi7 fɒ6	
偏旁	pʰian1 pʰaŋ2	
鬥笔字	tou5 pi7 tsɿ6	写鬥字
落了字	lo7 lo0 tsɿ6	掉字
单人旁	tan1 ʐən2 pʰaŋ2	立人儿(亻)
双人旁	ʂuaŋ1 ʐən2 pʰaŋ2	双立人儿(彳)
宝盖头儿	pau3 kai5 tɚ0	宝盖儿(宀)
兽字旁	ʂou5 tsɿ6 pʰaŋ2	反犬旁(犭)
王字旁	Ǿuaŋ6 tsɿ6 pʰaŋ2	斜玉旁
走之底	tsou3 tʂɿ1 ti3	走之儿(辶)
纽丝旁	ȵiou3 sɿ1 pʰaŋ1	绞丝旁(纟)
风筝	foŋ1 tʂən1	
打水漂儿	tɒ3 fʯ3 pʰiɚ1	
跳房子	tʰiau5 faŋ2 tsɿ0	
出谜语	tɕʰʯ7 mi2 Ǿʯ3	
麻将	mɒ2 tɕiaŋ5	
打牌	tɒ3 pʰai2	
踢毽儿	ti7 tɕiɚ5	
抓子	tʂʯɒ1 tsɿ3	
炮子	pʰau5 tsɿ0	爆竹
翻绳儿	fan1 ʂɚ2	
躲咪门儿	to3 mi5 mɚ6	捉迷藏
打珠子	tɒ3 tʂʯ1 tsɿ1	一种游戏,弹
猜谜语	tsʰai2 mi2 Ǿʯ3	
放炮子	faŋ5 pʰau5 tsɿ0	放鞭炮
象棋	ɕiaŋ6 tɕʰi2	
将军	tɕiaŋ1 tɕʯən1	
围棋	Ǿuei2 tɕʰi7	
黑子	xe7 tsɿ3	
白子	pe6 tsɿ3	
拔河	pɒ7 xo2	
游泳	Ǿiou2 Ǿioŋ3	
蛙泳	Ǿuɒ1 Ǿioŋ3	
乒乓球儿	tin6 paŋ6 tɕʰiɚ2	
篮球	lan2 tɕʰiou1	
排球	pʰai2 tɕʰiou1	
足球	tsou7 tɕʰiou1	
羽毛球	Ǿʯ3 mau1 tɕʰiou1	
跳高	tʰiau5 kau1	
跳远	tʰiau5 Ǿʯan3	
打球	tɒ6 tɕʰiou2	
走棋	tsou3 tɕʰi2	下棋
跳舞	tʰiau5 Ǿu	
操?	tsʰau5	搅动(翻动)
搓	tsʰo1	摩挲(用手摩挲猫)
捏拳头	ŋie2 tɕʰʯan6 tʰou1	攥起拳头
蹬脚	tən5 tɕio7	跺脚
跷脚	tɕʰiau1 tɕio7	跷二郎腿
抖脚	tou3 tɕio7	抖腿
翘屁股	tɕʰiau5 pʰi5 ku1	撅屁股
擤鼻子	ɕian3 pi6 tsɿ0	擤鼻涕
嗦鼻子	so7 pi6 tsɿ0	吸溜鼻涕
打喷欠	tɒ3 fən5 tɕʰio7	打喷嚏
撂	liau6	扔
顿?倒	tən5 to0	放(放在桌上)
捡	tɕian3	收拾东西
选	ɕian3	选择
抹了	mɒ7 lo0	擦掉
落了	lo7 lo0	丢失
囥	kʰaŋ5	藏
会了	fei6 lo0	
认得	ʐən6 te7	
不认得	pu7 ʐən6 te7	不认得
怀疑	fai2 Ǿi1	
着急	tʂo7 tɕi7	
放心	faŋ5 ɕin1	
巴不得	pɒ1 pu7 te7	
想起来了	ɕiaŋ3 tɕʰi3 lai1 lo0	
偏心	pʰian1 ɕin1	
恨	xən6	
喜欢	ɕi3 fan1	
感谢	kan3 ɕie6	
想法儿	ɕiaŋ3 far7	想主意
晓得了	ɕiau3 te7 lo0	
晓得	ɕiau3 te7	知道
认字	ʐən6 tsʅ6	识字
想倒	ɕiaŋ3 to0	估量
怨	Ǿʯan5	
怕	pʰɒ5	
信	ɕin5	
嚇倒了	xe7 to1 lo0	吓着了
念倒	ȵian2 to0	挂念
搞忘了	kau3 Ǿuaŋ2 lo0	忘记了
嫌人	ɕian2 ʐən2	讨厌
愤不得	fən6 pu7 te7	眼红/嫉妒
眼馋	ŋan3 tɕʰian1	羡慕
惯实了	kuan5 ʂʅ1 lo0	娇惯
就倒	tɕiou2 to0	迁就
不做声	pu7 tsou5 ʂən1	
告诉	kau5 sou5	
顶嘴	tin3 tɕi3	
嘱咐	tʂou7 fu1	
搭卦儿	tɒ7 kuɚ3	聊天
扯?白	tɕʰe7 pe6	骗
讲嘴	kaŋ3 tɕi3	吵架
杠祸	kaŋ5 xo6	打架
呾	tan5	骂
驼呾	tʰo2 tan5	挨骂
挼	ʐuɒ3	皱25
身体	ʂən1 tʰi3	
身材	ʂən1 tsʰai1	
秃顶	tʰou7 tin3	
头顶	tʰou2 tin3	
颈	tɕin3	
头发	tʰou2 fɒ7	
少白头	ʂau5 pe6 tʰou2	
脸	lian3	
脸蛋儿	lian3 tɚ6	
骨头	ku7 tʰou1	
人中	ʐən2 tʂoŋ1	
腮帮子	sai1 paŋ1 tsɿ0	
眼睛	ŋan3 tɕin1	
眼眶	ŋan3 kʰuaŋ1	
白眼珠儿	pe6 ŋan3 tɕin1 tɕʯɚ1	
黑眼珠儿	xe7 ŋan3 tɕin1 tɕʯɚ1	
眼皮儿	ŋan3 piɚ2	
单眼皮儿	tan1 ŋan3 pʰiɚ2	
双眼皮儿	ʂuaŋ1 ŋan3 pʰiɚ2	
眼睫毛	ŋan3 tɕie7 mau1	
眉毛	mi2 mau1	
皱眉头	tʂou5 mi2 tʰou1	
鼻子	pi6 tsɿ0	
鼻孔	pi6 kʰoŋ3	
鼻毛	pi6 mau1	
嘴	tɕi3	
舌苔	ʂe6 tʰai2	
舌头	ʂe6 tʰɚ1	
牙齿	ŋɒ2 tsʰɿ0	
门牙	mən2 ŋɒ2	
虎牙	fu3 ŋɒ2	
大牙	tɒ6 Ǿiɒ2	
耳朵儿	Ǿɚ3 tɚ1	
耳屎	Ǿɚ3 ʂʅ3	
下巴	ɕiɒ6 pɒ1	
喉咙	xou2 loŋ1	
喉结	xou2 tɕie7	
酒凼	tɕiou3 taŋ6	酒窝
嘴唇	tɕi3 tʂʰʯən2	
鼻梁	pi6 liaŋ1	
酒糟鼻	tɕiou3 tsau1 pi6	
光头儿	kuaŋ5 tʰɚ2	秃头
和尚头	xo2 tʂʰaŋ1 tʰou2	秃头
后脑壳儿	xou2 lau3 kʰɚ7	后脑勺子
后颈弯	xou2 tɕin3 Ǿuan1	后脑窝子(颈后凹处)
落头发	lo7 tʰou7 fɒ7	掉头发,脱发
额骨	ŋe7 ku6	额头
辫儿	piɚ2	
眼睛	ŋan3 tɕin1	
眼睛珠儿	ŋan3 tɕin1 tʂʯɚ1	
眼睛角儿	ŋan3 tɕin1 kɚ2	
鼻弓	pi2 koŋ1	鼻涕
鼻子水	pi2 tsɿ0 fʯ3	清鼻涕
涎	tsʰan2	唾沫星儿
舌头儿	ʂe2 tʰɚ	
翻跟头儿	fan1 kən1 tʰɚ1	
连倒翻跟头儿	lian2 to1 fan1 kən1 tʰɚ0	连续翻跟斗
立杨树桩	li7 Ǿiaŋ2 fʯ6 tsaŋ1	倒立
京剧	tɕin1 tɕʯ5	
话剧	fɒ6 tɕʯ5	
戏剧	ɕi5 tɕʯ5	
戏台	ɕi5 tʰai2	
演员	Ǿian6 Ǿʯan2	
说书	fe7 fʯ1	
花脸	fɒ1 lian3	
影子戏	Ǿin3 tsɿ0 ɕi5	皮影戏
打黑锣鼓儿	tɒ3 xe7 lou2 kuɚ1	一种活动,指在元宵节前后舞狮子,玩彩船等
爬起来	pɒ2 tɕʰi3 lai2	
点头	tian3 tʰou2	
抬头	tʰai2 tʰou2	
低头	ti1 tʰou2	
回头	fei2 tʰou2	
脸转过去	lian3 tɕʯan3 ko5 tɕi5	
流眼泪	liou2 ŋan3 li1	
摆手	pai3 ʂou3	
伸手	ʂən1 ʂou3	
举手	tɕʯ3 ʂou3	
动手	toŋ6 ʂou3	
拍手	pʰe7 ʂou3	
背着手	pi5 to0 ʂou3	
垫脚	tian5 tɕio7	
弯腰	Ǿuan1 Ǿiau1	
伸腰	tʂʰən1 Ǿiau1	
捶背	tɕʰʯ2 pi5	
嫌弃	ɕian2 tɕʰi5	
哭	kʰu7	
说	fe7	
跑	pʰau2	
走	tsou3	
提起来	tʰi2 tɕʰi3 lai1	
码起来	mɒ3 tɕʰi3 lai1	
找倒在	tʂau3 to0 tsai1	找着了
提尿	tʰi2 ȵian6	把尿
提屎	tʰi2 ʂʅ3	把屎
扶倒	fu2 to0	扶着
捂倒	Ǿu3 to0	捂住
张嘴	tʂaŋ1 tɕi3	
闭眼	pi5 ŋan3	
眨眼	tsɒ7 ŋan3	
