#漢字	音標	解釋
㵺	pʰai2	竹排
澀	kiɛt8a	青~
澀	kiɛt8a	柿子~[训]
澄	pʰɐn2	~清[文]
澄	kʰɐn2	水浑，澄一澄[白]
澄	tsʰɐn2	~海(地名)[白]
澆	ȵau2	~水
澇	lu2	洪~，旱~
澤	tsʰæk8b	毛~东(人名)
澳	ʔɔ5	~门
激	kiɐt8a	~动
濁	vɐn2	浑~
濃	noŋ2	~厚[文]
濃	noŋ2	~淡;稠密[白]
濕	sɐp8a	潮~
濟	tsɛ5	~公，经~
濤	tʰɔ2	波~
濫	lam3	泛~
濺	tsʰian3	~一身水
濾	lui3	过~
瀉	ɬɛ5	腹~，一~千里
瀑	pʰu3	~布
瀝	vɔ1b	坑
灌	kɔn5	~溉
灑	ɬɐm2	~水
灑	sa3	潇~，~水
灘	tʰan1a	沙~
灣	van1a	台~，海~
火	fɔ3	着~，~车
灰	fɔi1a	石~，~色
灸	kiu5	针~
災	tsɔi1a	水~
炊	tsʰui1a	野~
炎	ȵam2	消~，~热
炒	tsʰau3	~股，~菜
炙	tsiɐt8a	烤火，~火
炭	tʰan5	烧~
炮	pʰau5	枪~
炸	tsa5	~药
爲	vɐi2	作~，行~，~人
爲	vɐi2	~什么
烈	liɛt8a	~士，热~
烊	jioŋ2	融化
烏	vu1a	黑
烘	hoŋ5	~干
烙	lɔk8a	~印
烤	hau1b	烧~
烹	pʰɐŋ1a	~调
焗	kʰok8a	盐~鸡
焙	pʰɔi3	~火
焚	fɐn2	~烧
無	mɔ2	没有，~中生有[文]
無	mɔ2	没有，~事[白]
焦	tsiau1a	姓
焰	ȵam3	火~
然	jam2	~后，居~
煎	tsian1a	~药，~鱼
煙	jan1a	冒~
煞	ɬæk8b	凶神恶~
煠	tsa5	~番薯(水煮地瓜)
煤	mɔi2	烧~，~矿
煥	vɔn3	~然一新
照	tsau5	~明，~顾
煨	vɔi1a	~番薯
煩	fan2	麻~
煮	tsy3	~饭
煲	pɔ1a	煲
熄	ɬɐt8a	~火
熊	joŋ2	~猫
熏	fɐn1a	~陶，烟~人[文]
熏	fɐn1a	烟~人,~蚊[白]
煕	hi1a	康~
熝	næk8a	烫，~人
熟	sok8a	煮~，~悉
熨	tʰɔn5	~斗[训]
熬	ŋɔ2	~汤，~夜
熱	jæk8a	冷~，~情
燃	jan2	~烧
燈	tɐn1a	~光
燎	liau2	星星之火，可以~原
燐	lɐn2	~肥
燒	sau1a	~水，发~
燕	jan5	姓;~京，~山(地名)
燕	jan5	燕子，~窝
燙	tʰɔn5	~手
營	jɐn2	国~，~养[文]
營	jɐn2	~长[白]
燦	tsʰan5	~烂
燭	tsok8a	蜡~
爆	pau5	~炸
爐	lu2	火~
爛	lan3	灿~，腐~
爪	tsau3	鸡~
爬	pʰa2	~树
爭	tsɐn1a	~取，斗~[文]
爭	tsɐn1a	相~，~唔多(差不多)[白]
爵	tsʰiœt8a	官~，~位
父	fu3	~亲
爸	pa1a	爸爸
爹	tɛ1a	~娘
爺	ja2	父亲;爷爷[文]
爽	ɬɔŋ3	~快，直~
爾	ȵi2	~虞我诈;保~(人名)
牀	tsʰɔŋ2	眠~
牆	tsʰiœŋ2	~壁
片	pʰian5	一~，~面
版	pan3	出~
牌	pʰai2	~坊，~匾[文]
牌	pʰai2	打~[白，训]
牒	tʰiɛp8a	通~，文~
牙	ŋa2	~齿，刷~
牛	ŋɐi2	~牯
牡	mau1a	~丹
牢	lu2	~房，坐~
牧	mok8a	放~，畜~局
物	mɐt8a	~理[文]
物	mɐt8a	~件[白]
牯	ku3	牛~
牲	ɬɐn1a	牺~[文]
牲	ɬɐn1a	头~[白]
特	tʰɐp8a	~别
牽	hian1a	~牛花
犀	ɬi1a	~牛
犁	lɛ2	耕田用具
犒	hau5	~劳，~赏
犧	hi1a	~牲
犬	hian3	狂~病
犯	fan3	~法[文]
犯	fan3	触犯[白]
狀	tsʰɔŋ3	告~，~元，~态
狂	kʰɔŋ2	发~
狄	tʰɐt8a	姓，~青
狐	fu2	~狸
狗	kɐi3	狗
狡	kau3	~猾
狸	li2	狐~
狹	kʰiɛp8a	~窄[文]
狹	kʰiɛp8a	空间小[白]
狼	lɔŋ2	~狈，豺~
猋	piau1a	跳，快走
猛	mɐŋ3	~烈，凶~
猜	tsʰai1a	~谜
猝	tsui5	仓~，~死
猩	ɬɐn1a	大~~
猴	hɐi2	猴子
猶	jiu2	~豫
猾	væk8a	狡~
獃	ŋɔn5	书~子，发~[文]
獃	ŋɔn5	发~[白]
獄	jok8a	监~
獅	sa1a	狮子
獎	tsiœŋ3	~金，得~
獨	tʰok8a	单~，~立
獲	væk7	收~
獲	væk7	~奖
獵	liœp8a	打~，~人
獸	ɬɐi5	野~
獻	hian5	贡~
玄	hian2	~妙
率	luk8a	效~
率	ɬɐt7	~领
玉	ȵok8a	白~
王	vɔŋ2	姓;大~
玩	van3	~具，游~
玫	mɔi2	~瑰
玻	pɔ1a	~璃
珀	pʰæk8a	琥~
珊	ɬam1a	~瑚
珍	tsɐn1a	~珠
珓	kau5	圣~
珠	tsy1a	珍~
班	pan1a	上~
現	jan3	~在，出~
球	kʰiu2	足~
理	li1a	道~，~由
琉	liu2	~璃
琢	tœt8a	~磨，雕~
琴	kʰɐm2	弹~
琵	pʰi5	~琶
琶	pʰa2	琵~
瑕	pʰa3	~疵
瑞	ɬui3	~金;董存~
瑣	ɬɔ3	~碎，烦~
璃	li2	玻~
璧	piɐt8a	美玉，珠联~合
環	van2	~境
璽	sai3	玉~
瓊	kʰiɐn2	~楼;人名用字
瓜	ka1a	西~，~分
瓠	pʰu2	瓠卢，同葫芦
瓠	fu2	瓠瓜(味似葫芦而长)
瓣	pʰan3	花~
瓤	nɔŋ1b	瓜~
瓦	ŋa3	~片
甁	pʰɐn2	热水~
瓷	tsʰi5	~砖，陶~
甌	ʔɐi1a	瓦器;建~(地名)
甕	ʔɐn1a	小口大肚陶器
甘	kiɐm1a	甜;~心
甚	sɐp8a	~至
甜	tʰiam2	甜
生	ɬɐn1a	学~，~活[文]
生	ɬɐn1a	与“死”相对[白]
產	tsʰan3	生~
甥	ɬɐn1a	外~
用	jioŋ3	~处
用	jioŋ3	有~
甫	pʰu3	杜~
田	tʰian2	种~
由	jiu2	~于，理~
甲	kæp8a	天干，甲乙丙丁
申	sɐn1a	~请;地支，申酉戌亥
男	nam2	男女
界	kai5	世~
畏	vɐi5	不喜欢;怕，~热
留	liu2	~级，停~
畜	tsʰok7	牲~，~牲
畜	tsʰok7	~牧局
畝	mɐi1a	一~田
畢	pɐt8a	~业
略	lœk8a	省~
番	fan1a	三~两次，~薯
番	fan1a	一~被(一床被子)
番	pʰan1a	~禺(地名)
畫	væk8a	~图，图~
異	jy5	~同
當	tɔn1a	~时，应~，~官
當	tɔn1a	~铺，恰~;唔~(不如)
疆	kiœŋ1a	新~(地名)
疊	tʰiɛp8a	~起来，折~
疏	ɬɔ1a	~远;稀疏
疏	ɬɔ1a	生~
疏	ɬɔ1a	注~
疑	ȵi2	怀~
疝	tsan5	~气(小肠气)
疤	pa1a	伤~
疥	kai5	~疮
疫	jiɐt8a	~苗，防~站
疲	pʰi2	~劳
疵	tsʰi1a	瑕~，吹毛求~
疸	tam3	黄~
疹	tsʰɐn3	麻~
疼	tʰɐn2	疼痛
疾	tsʰɐt8a	残~
痂	pa1a	结~
病	pʰian3	~人
症	tsɐn5	~状
痔	tsi5	~疮
痕	hɐn2	~迹
痛	tʰoŋ5	~苦
痢	li1a	~疾
痢	li1a	癞~(头屑)
痣	tsi5	乌~
痧	ɬa1a	发~，刮~
痰	tʰam2	吐~
痱	mɐi1b	痱子，热~
痲	ma2	出~(得痳疹)，~风
痹	pi5	麻~
瘋	foŋ1a	~狂
瘌	lai5	结~(结痂)，~痢(头屑)
瘍	jiɔŋ2	溃~
瘟	vɐn1a	鸡~
瘡	tsʰɔŋ1a	痔~
瘦	ɬɐi5	肥瘦
瘧	ȵɔk8a	~疾
癱	tʰan1a	~痪
瘴	tsɔŋ5	~气
癮	jɐn3	喜欢;烟~
療	liau2	治~，~养
癐	kʰɔi3	累，疲乏
癡	tsʰi1a	白~，~呆
癢	jiɔŋ1a	皮肤痒
癩	lai3	~蛤蟆[文]
癩	lai5	~哥(癞疮)[白]
癲	tian1a	~鬼
癬	ɬian3	发~(生癣)
癸	kʰuɐi2	天干
登	tɐn1a	~山，攀~
發	fæk8a	~展，~财[文]
發	fæk8a	~虫(长虫)[白]
白	pʰæk8b	~色
百	pæk8a	~姓
皂	tsɔ5	肥~
的	tɐt7	目~，~确
皆	kai1a	~大欢喜
皇	vɔŋ2	~帝
皖	jan3	安徽简称，~南事变
皮	pʰi2	调~，~肤
皺	ȵiu5	~纹
皿	mɐn3	器~
盅	tsoŋ1b	酒~，两~酒
盆	pʰɐn2	面~(脸盆)，~地
盈	ȵɐn2	~利，~亏
益	jiɐt7	得~，有~
盒	hæp8a	铁~
盔	kʰui1a	头~，~甲
盛	siɐn5	兴~，茂~
盜	tʰu3	强~，~窃
盞	tan3	灯~(灯)
盟	mɐn2	同~，~友
盡	tsʰɐn3	~量，~力，~头
監	kɐm1a	~狱，~视，~督
監	kɐm5	太~
盤	pʰan2	算~
盧	lu2	姓
盪	tʰɔn3	过水，~嘴，~碗[白]
目	mok8a	~的;节~
盲	mɐŋ2	文~，~目
直	tsʰɐt8a	~接
相	ɬiœŋ1a	互~，~打(打架)
相	ɬiœŋ5	宰~，看~，~貌
盼	pʰam5	~望
盾	tʰun3	矛~
省	ɬɐn3	~长，节~[文]
省	ɬɐn3	节省，~钱[白]
省	ɬɐn3	反~
眉	mi2	眉毛，画~
看	tʰɛ3	~守所
看	tʰɛ3	看见
眞	tsɐn1a	认~，~假
眠	mian2	~床(床)，安~
眩	hian2	晕眩，~昏
眶	vɔŋ1b	眼眶
眷	kuan5	~属
眼	ŋan3	双~皮
眾	tsoŋ5	群~
着	tsɔk8a	~衫(穿衣服)
着	tsʰɔk8a	~火
睇	tʰɛ3	看
睛	tsiɐn1a	眼~
睜	tsɐn1a	~眼
睡	sɔi3	睡觉
督	tok8a	~促，监~
睬	tsʰɔi3	理睬
瞎	mɐn2	~目
瞞	man2	隐~
瞪	tɐn1a	瞪眼，目~口呆[文]
瞪	tɐn1a	瞪眼[白]
瞭	liau2	~望台
瞳	tʰoŋ2	~孔
矛	mau2	~盾
知	tsi1a	通~，~道，无~[文]
知	tsi1a	~识[文]
知	tsi1a	知道，唔~[白]
矩	kui3	规~，~形
短	tuɔn3	长~
矮	ʔai3	高矮
矯	kʰiau3	~正
石	sɐt8a	~头，~榴
砂	ɬa1a	朱~，~纸
砌	tʰɛ5	~墙
砍	tsam3	~伤
砑	ŋian2	碾，~平，~碎
硏	ŋian2	~究
破	pʰɔ5	~坏
硝	ɬiau1a	~烟，~酸
硫	liu2	~磺
硬	ŋɐn3	软~
硯	han3	~台
碎	ɬui5	~布，破~
碑	pi1a	石~，~文
碓	tɔi5	舂米工具，踏~
碗	vɔn3	饭~
碟	tʰiɛp8a	盛具，碟子
碧	piɐt8a	~玉，~绿
確	hɔk8a	~定，的~
碼	ma1a	~头，大~
碾	ŋian1b	~米
磁	tsʰi2	~铁，~场
磕	kʰɐi5	~头
磚	tsɔn1a	~头
磨	mɔ2	~刀，水~[动]
磨	mɔ2	~豆浆[动]
磨	mɔ2	石~[名]
礎	tsʰɔ3	基~
礙	ŋɔi3	妨~
礦	kʰɔŋ5	煤~，~工
礬	fan2	明~
示	si5	表~
社	sa1a	~会，公~
祀	ki5	祭~
祁	kʰi2	~连山
祈	kʰi2	~祷
祐	jiu5	保~
祕	pi5	~书，~密
祖	tsu3	~宗，~国
祝	tsok8a	~贺，庆~
神	sɐn2	~仙，精~
祠	tsʰi2	~堂
祥	tsʰian2	慈~，吉~
票	pʰiau5	车~
祭	tsɛ5	~祀
稟	pien3	~报
禁	kɐm5	不~
禁	kɐm5	~止
禍	vɔ3	大~临头，~害
福	fok8a	~气，享~
禦	jy3	防~
禪	sam2	~宗，~师
禪	sam3	~让，封~
禮	li1a	~貌
禱	pʰu2	祈~，~告
禽	kʰɐm2	家~
禾	vɔ2	割~，~苗
禿	tʰok7	~头
秀	ɬiu5	清~，~才
私	sia1a	自~
秉	pʰɐn3	~持，~公办事
秋	tsʰiu1a	~天;~千
科	fɔ1a	~学，文~
秒	miau3	~针
租	tsu1a	~金，出~
秤	tsʰɐn5	用以称物，~砣
秦	tsʰɐn2	姓;~国
秧	jiɔŋ1a	插~，~苗
秩	tʰiɛt8a	~序
移	ji2	~动
稀	hi1a	~少
稅	sɔi5	交~，~收
稈	kɔn3	禾~(稻秆)
程	tsʰɐn2	~度，路~[文]
程	tsʰɐn2	姓[白]
稍	sau3	~等;~息
稗	pʰai3	~草
稚	tsi5	幼~
稠	tsʰiu2	~密
種	tsoŋ3	~类，树~[名，量]
種	tsoŋ5	~田[动]
稱	tsʰɐn5	~心如意，对~
稱	tsʰɐn1a	~呼
稻	tʰɔ3	水~
稼	ka5	庄~，邓~先
稽	kʰɛ1b	~查，滑~
稿	kɔ3	草~，~纸
穀	kok8a	五~
穆	mok8a	姓，~桂英
積	tsiɛt8a	~极，累~
穎	viɐn3	新~;邓~超(人名)
穗	vɐi3	谷~
穢	ji2	淫~，污~
穩	vɐn3	~定，求~
穴	jæk8a	~位
究	kiu5	~竟，研~
空	koŋ1a	~虚，天~
空	hoŋ1a	~缺
穿	tsʰɔn1a	~堂风，揭~
突	tʰuk8a	~然
突	tʰuk8a	~出
窄	tsæk8a	狭~
窖	kau5	地~，番薯~
窗	tsʰɔŋ1a	门~，~帘
窟	kʰɐt7	~窿[文]
窟	kʰuɐt7	小坑[白]
竇	tɐi5	鸟~
竇	tɐi5	鼻~炎;姓
窩	vɔ1a	~囊废，~藏
窮	kʰoŋ2	~人，无~
窯	nau2	~洞，烧~
窺	kʰuɐi1a	偷~
窿	loŋ1b	穿~(破洞)
竂	liau1b	茅~，鸡~
竅	hau3	~门
竈	tsu5	~头，~神
立	lɐp8a	~足
站	tsʰam3	站立
站	tsam3	车~
竟	kiɐn3	~然
章	tsɔŋ1a	姓;文~
童	tʰoŋ2	~年，儿~
端	tuɔn1a	~正
競	kiɐn5	~争，~赛
竹	tsok8a	~叶
竿	kɔn1a	竹~
笊	tsau5	~捞(笊篱)
笑	ɬiau5	~话，玩~
笛	tʰɐt8a	笛子
笠	lɐp7	~嫲，斗~
笡	tsʰia5	斜，~~(歪斜的样子)
符	fu2	~合，鬼画~
笨	pɐn5	~蛋[文]
笨	pɐn5	厚[白]
第	tʰi3	~一，门~
筆	pɐt8a	毛~，~记
等	tɐn3	~人，高~
筋	kɐn1a	牛~丸
筍	ɬun2	竹~
筏	fæk8a	竹~(竹排)
筐	kʰɔn1b	箩~，两~[文]
筐	kʰɔn1b	两~[白]
筒	tʰoŋ2	电~，话~
答	tæp8a	回~
策	tsʰɐt8a	~划，政~
筷	fai5	公~
箅	miɛt1a	蒸笼中的竹屉
箋	tsian1a	便~，信~
箍	kʰu1a	紧~咒[文]
箍	fɔk8a	围束，~桶[白]
箏	tsɐn1a	风~
箕	ki1a	畚~
算	ɬɔn5	计~
管	kɔn3	~理，气~
籮	lɔ2	~筐
箭	tsian5	射~
箱	ɬiœŋ1a	皮~
箸	tsʰy3	筷子
節	tsiɛt8a	~约，竹~
範	fan5	模~，~围
篇	pʰian1a	一~文章
築	tsʰok8a	建~
篙	kɔ1a	竹~
篦	kɛ5	篦子(很密的梳子)
篩	sia1a	~选，~米
篩	ɬi1a	谷~，米~
篷	pʰoŋ2	帐~
簍	lɔ1a	竹~，字纸~
簕	lɐt8a	刺
簡	kan3	~单
簧	vɔŋ2	弹~
簪	tsɐm1a	绾住发髻的条状物
簫	ɬiau1a	吹~
簷	jam2	屋~下
簸	pɔi5	~箕甲(蛇)，~谷
簸	pʰɔ1a	颠~
簽	tsʰiam1a	~字，~名
簾	liam2	窗~
簿	pʰu3	练习~，帐~
籃	lam2	菜~
籌	tsʰiu2	~码，~备
籍	tsʰiɐt8a	祖~，~贯
籠	loŋ2	鸟~，~罩
籤	tsʰiam1a	竹~，求~
籬	li2	~笆
米	mi3	大米
粉	fɐn3	~笔，面~[文]
粉	fɐn3	~松[白]
粒	nɐp7	三~，颗~
粗	tsʰu1a	~心
粘	nian1a	~贴
粟	ɬok7	包~，~米，~子粄
粥	tsok8a	煮~
粱	liœŋ2	高~，黄~美梦
粵	jæk8a	~东
粹	ɬui5	纯~
精	tsiɐn1a	~神
糝	hɔn2	饭~(饭粒)
糉	tsoŋ5	粽子
糊	fu2	浆~，~涂
糕	kɔ1a	蛋~，糟~
糖	tʰɔn2	白~
糙	tsʰɔ5	~米，粗~
糜	fu2	~烂;粥
糞	fɐn5	粪便
糟	tsɔ1a	酒~，~糕
糠	hɔn1a	谷~
糧	liœŋ2	~食
糯	nɔ3	~米
糰	tʰɔn2	饭~，面~
糴	tʰɐt8a	~米(买米)
糶	tʰiau5	~米(卖米)
系	hɐi5	中文~，~统
糾	tɐi3	~缠
糾	tɐi3	~正
紀	ki3	~律
紂	tsiu5	商~王
約	jiɔk8a	大~，~会
紅	hoŋ2	~色
紋	mɐn2	花~
納	næp8a	归~
紐	niu3	纽扣;~约(地名)
純	sɐn2	单~，~粹
紗	ɬa1a	~布
紙	tsi3	白~
級	kʰɐp7	~别，年~
級	kʰɐp7	三年~
紛	fɐn1a	纠~
紝	ȵɐm3	缝~
素	ɬu5	~菜，朴~
紡	fɔn3	~织
索	ɬɔk8a	绳子，线~
紫	tsi3	~色
紮	tsæk8a	~紧，驻~
累	lui3	劳~
累	lui3	积~
累	lui3	连~
細	ɬɛ5	粗细，大小
紹	sau2	介~;~兴(地名)
終	tsoŋ1a	~于，始~
組	tsu3	~织，小~
結	kiɛt8a	~婚，~疕[文，动]
結	kiɛt8a	打~[白]
絕	tsʰiɛt8a	~对
絞	kau3	~刑，~肉机
絡	lɔk8a	联~
絨	jioŋ2	灯芯~，~毛
絮	ɬui5	棉~
統	tʰoŋ3	~一，总~
絲	ɬia1a	~绸
絹	kuan1a	绢
綁	pɔŋ3	捆~
綑	kʰɐn3	~绑
經	kiɐn1a	念~，~济[文]
經	kiɐn1a	~纬，~线[文]
經	kiɐn1a	~丝(蜘蛛织网)[白]
經	kiɐn1a	~开;绊倒[白]
綜	tsoŋ1a	~合;织布机上的综
綠	lok8a	~色
綢	tsʰiu2	~缎，丝~
維	vɐi2	~生素，~持，纤~
綱	kɔn1a	~常，大~
網	mɔn3	鱼~，~络
綴	tsʰui3	点~
綻	tʰien3	破~[文]
綻	tʰien3	长出，~笋，~芽[白]
綽	tsʰɔk8a	~~有余，~号
綿	mian2	海~，~羊
緊	kɐn3	~张
緖	sui5	情~;光~
線	ɬian5	~索
緝	tsʰɐp7	~私，通~
緞	tʰɔn3	绸~
緣	jan2	~分
編	pʰian1a	主~，~辑[文]
編	pʰian1a	毛~，~毛编[白]
緩	vɔn3	~慢，迟~
緬	mian5	~怀;~甸(地名)
緯	vɐi3	经~
練	lian3	~习，熟~
縐	ȵiu5	文~~
縛	fɔk8a	束~
縣	jan3	~长
縫	foŋ2	裁~
縫	foŋ2	一条~，裂线~
縮	ɬok7	压~，~小
縱	tsoŋ1a	~横，放~
縷	lɐi2	千丝万~
總	tsoŋ3	~共，汇~
績	tsɐt8a	成~
繁	fan2	~华
織	tsɐn3	纺~，~布
繞	ȵau3	围~，~线
繡	ɬiu5	~花
繩	sɐn2	~之以法
繪	væk8a	~图，测~
繫	kɛ1a	~皮带
繫	hɐi5	联~
繭	kan3	蚕~
繮	kiau1b	~绳
繳	kiau3	~枪，~费
繼	kɛ5	~续，~承
續	tsʰok8a	连~，继~
續	tsʰok8a	继~，~集
纏	tsʰian2	纠~，~线
纓	jin1a	红~枪
纔	tʰɔi2	刚~
纜	lam3	~车
絆	pan5	~脚石，~马索
給	kʰɐp7	供~，~予
缸	kɔn1a	水~
缺	kʰiɛt8a	~点
罅	kʰia5	缝，手指~
罌	ʔɐn1a	小口大肚的瓶子
罐	kɔn5	~头
罕	ʔɔn3	稀~，~见
罩	tsau5	灯~，床~
罪	tʰui3	得~，犯~[文]
罪	tʰui3	~过(可怜、难受)[白]
置	tsi5	布~
罰	fæk8a	~款，惩~
署	sy3	~名
罵	ma5	~人
羅	lɔ2	姓
羊	jiɔŋ2	羊
美	mi1a	~丽，~化
羔	kɔ1a	羊~
羞	tʰiu3	~愧
羣	kʰuɐn2	~众
羨	ɬian3	~慕
義	ȵi5	情~，~气
羹	kɐn1b	调~;米糊
羽	jy3	~毛球
翁	jioŋ1b	白头~;姓
翅	tsʰi5	鱼~
習	tsʰɐp8a	学~，练~
翹	kʰiau2	银~片
翹	kʰiau5	~起来
翠	tsʰui5	翡~
翡	fɐi3	~翠
翰	hɔn5	~林院;人名用字
翻	fan1a	~书[文]
翻	fan1a	翻转;呕吐[白]
翼	jɐt7	鸡~，机~
耀	jau3	~眼，荣~
老	lɔ3	~爷，~实
考	hau3	~试，大~
者	tsia3	记~，作~
而	ȵi2	~且，反~
耐	nai3	~力，~心，忍~
耕	kɐn1a	~田
耗	hɔ5	消~
耙	pʰa2	犁耙
耳	ȵi3	耳朵，中~炎
耶	jai2	~稣
耽	tam1a	~误
耿	kɐn3	忠心~~;姓，~精忠
聊	liau2	无~，~天
聖	siɐn2	神~，~水
聘	pʰɐn5	~请，特~
聚	tsʰui3	~会
聚	tsʰui3	捡~(收拢)[白]
聞	mɐn2	新~
聯	lian2	~系;对~
聰	tsoŋ1a	~明
聲	sɐn1a	~音，笑~
聶	niɛp8a	姓，~耳
職	tsɐn3	~位，称~
聽	tʰɐn1a	~话
聽	tʰɐn1a	听任，~佢(随他)
聾	loŋ2	耳~
肄	hi5	~业
肅	lok7	严~
肆	ɬi5	放~
肉	ȵok8a	猪~
肋	lɐp8a	~骨
肌	ki1a	~肉
肖	ɬiau1a	姓
肖	ɬiau1a	生~
肘	tsɐn1a	手~
肚	tu3	猪~，鱼~
肚	tʰu3	肚子
肝	kɔn1a	猪~
股	ku3	~票
肢	tsi1a	四~，~体
肥	pʰɐi2	化~，~肉
肩	kian1a	~头
肪	fɔn1a	脂~
肯	hɐn3	~定，中~[文]
肯	hɐn3	愿意，~去[白]
育	jok8a	教~
肴	ŋau2	美味佳~
肺	fei5	猪~
胃	vɐi5	肠~
背	pei5	违~，后~
背	pɔi5	~书
胎	tʰɔi1a	双胞~，~盘
胖	pʰɐn5	~子，肥~
胚	pʰi1a	~胎
胛	kæp8a	肩~
胞	pau1a	同~
胡	fu2	二~ ;姓
胸	hoŋ1a	心~
能	nɐŋ2	才~，~够
脂	tsi1a	~肪，胭~
脅	sæp8a	威~
脆	tsʰui5	干~[文]
脆	tsʰui5	易断[白]
脈	mɐt8a	~搏，把~
脊	tsiɛt8a	~椎，背~
脢	mɔi2	背~(背部)，~肉(背脊肉)
脣	sun2	嘴~[文]
脣	sun2	嘴~[训，舷]
脫	tʰɔk8a	~鞋，摆~
脯	pʰu2	菜~(萝卜干)
脹	tsɔn5	~肚，膨~
脾	pʰi2	~胃，~气
腆	tian3	腼~
腋	jiɐt8a	~下
腎	sɐn3	~病
腎	sɐn3	鸡~(鸡肫)[白]
腐	fu3	~败
腐	fu3	豆~
腑	fu3	五脏六~
腔	hoŋ1a	口~
腕	vɔn3	手~
腡	lɔ2	手指纹
腥	ɬɐn1a	~味[文]
腥	ɬɐn1a	菜腥味，臭~[白]
腥	ɬɐn1a	~味，臭镬~[白]
腦	nɔ3	猪~，~屎(脑子)
腩	nam1a	肚~
腫	tsoŋ3	~起来，水~
腮	ɬɔi1a	~腺炎，~红
腰	jiau1a	猪~
腱	kian5	肌~
腳	kœt8a	赤~
腸	tʰɔŋ2	猪~，~胃
腹	fok8a	心~，收~
腿	tʰui3	~部，火~
膏	kɔ1a	牙~;狗皮~药
膚	fu1a	皮~
膜	mɔk8a	薄~
膝	ɬɐt7	~头(膝盖)
膠	kau1a	~水，橡~
膨	pʰɐŋ2	~胀
膩	nɛ3	油~，细~
膳	sian3	~食，用~
膽	tam3	大~
膿	noŋ1b	化~
臂	pi5	手~，~力
臉	liam3	红~白~[文]
臊	ɬɔ1a	臭~
臍	tsʰi1b	肚~，~带
臕	pʰiau1a	肥~
臘	læp8a	~肉，~肠
臟	tsʰɔn3	内~
臣	sɐn2	大~
臥	ŋɔ3	~室，~铺
臨	lɐm2	~时，面~
自	tsʰia3	~私
臭	pʰiu5	~味
至	tsi5	~少
致	tsi5	导~
臺	tʰɔi2	~湾
臻	tsɐn1a	聂荣~
臼	kiu5	石~，脱~
舀	jau3	~水
舂	tʰun1a	~米
舅	kʰiu5	~公
與	jy3	参~，给~，~众不同
興	hɐn1a	~旺;绍~(地名)
興	hɐn5	高~，~趣[文]
興	hɐŋ5	高兴[白]
舉	ky3	~报，~重
舊	kʰiu3	新~
舌	sæk8a	舌头
舍	sa5	宿~
舐	sai3	舔
舒	sy1a	~服
舜	sun5	尧~
舞	mu3	跳~
舞	mu3	拨弄，摆弄[白，动]
舟	tsiu1a	~山
航	hɔŋ2	~行，~线
般	pan1a	~配，一~
船	tsʰɔn2	轮~
艇	tʰɐn3	快~，潜~
艦	lam3	军~
良	liœŋ2	~好，优~
艱	kan1a	~苦
色	sɐt8a	颜~，~彩
艾	ʔai5	姓;~滋病
艾	ŋɛ5	艾草
芋	vu5	芋头
芍	tsʰœt8a	~药;白~(中药)
芒	mɔn1b	~种[节气]
芒	mɔn1b	~果
芒	mɔn1b	~花草(可制扫帚)
芙	fu2	~蓉
芝	tsia1a	灵~，~麻
芥	kai5	~菜
芬	fɐn1b	~芳
芭	pa1a	~蕉，~蕾
花	fa1a	开~
芳	fɔn1a	~香
芹	kʰɐn2	~菜
芽	ŋa2	豆~
苔	tʰɔi2	青~，舌~
苗	miau2	鱼~，~族
苟	kɐi3	~且偷生
若	ȵɔk8a	~干，~无其事
苦	fu3	辛~，食~(吃苦)
苦	fu3	~味
英	jin1a	~雄;~国(国名)
茂	mɐi3	~盛;~名(地名)
范	fan5	姓
茄	kʰɛ2	茄子;番~
茄	ka1a	雪~
茅	mau2	~庐
茫	mɔn2	白~~，~然
茴	fɐi2	~香
茶	tsʰa2	~叶
茸	joŋ1b	鹿~
草	tsʰɔ3	青~，~稿
荊	kiɐn1a	~州(地名)[文]
荊	kiɐt7	布~子(中药)[白]
荒	fɔŋ1a	开~，~唐
荔	li2	~枝
荷	hɔ2	~花;薄~
荷	hɔ2	挑，~担，~东西[白]
莊	tsɔŋ1a	~园;姓
莓	mɔi2	草~
莖	kiɐn5	根;莲~
莧	han3	~菜
莫	mɔk8a	不要，~非
莽	mɔn3	鲁~
菊	kok8a	~花
菌	kʰuɐn3	细~
菖	tsʰɔŋ1a	~蒲
菜	tsʰɔi5	煮~，青~
菜	tsʰɔi5	菜肴
菠	pɔ1b	~菜
菩	pʰɔ2	~萨
華	fa2	中~
華	fa2	~山;姓
菱	lɐŋ2	~角
萄	tʰu2	葡~
萌	mɐŋ2	~芽
萍	pʰɐn2	薸[训]
萍	pʰɐn2	~水相逢;人名用字
萎	vei3	枯~
縈	kiau1b	~线(绕线)
萬	man3	~一
落	lɔk8a	下落
葉	jæp8a	树~;姓
著	tsy5	~名，显~
葛	kɔk8a	诸~亮;生~，~薯
董	toŋ3	古~;姓，~存瑞
葦	vɐi3	芦~
葬	tsɔn5	埋~，落~
葵	kʰuɐi2	向日~，~花籽
蒂	ti5	花~，并~莲
蒐	ɬɐi3	~集
蒙	moŋ2	~蔽，天~~，~古(地名)
蒜	ɬɔn5	大蒜，蒜头
蒲	fok8a	(石)菖~
蒸	tsɐn1a	清~，~发
蒼	tsʰɔn1a	~白
蒿	kɔ1a	蓬~，青~，茼~
