#漢字	音標	解釋
苜	mok9	
苝	ɓak7	
苞	ɓɔu1	「～粟」[bbou1-2 sluk7]玉米
苟	kau2	
苠	man4	
苡	ji5	
苣	ky5	
苤	pʰi1	
若	ȵa6	
苦	wu2	白讀
苦	kʰu2	文讀
苧	tʃy5	
苯	ɓun2	
英	eŋ1	
苴	tʰy1	
苴	tɛ4	羊～咩城
苴	tʃɔ4	浮草
苷	kɔm1	
苻	fu4	
茁	tʃyt7	
茂	mɔu6	又讀
茂	mau6	
范	fɔm6	姓
茄	kɛ4	
茄	kɛt10	
茅	mɔu4	
茅	mau4	又讀
茆	mɔu5	
茇	pɔt10	
茈	ɗi2	～草：即「紫草」
茈	ʃɔi4	～胡：即「柴胡」，一味藥材
茈	ti4	鳧～：即「荸薺」；～菰：即「茨菰」
茉	mɔt10	
茌	tʃi4	
茗	meŋ4	
茚	jan3	
茛	kan3	
茜	ɬai1	
茨	ti4	
茫	mɔŋ4	
茭	kɔu1	
茯	fok9	
茱	tʃy1	
茲	ɗi1	
茳	kaŋ1	
茴	wui4	
茵	an1	
茶	tʃɔ4	
茸	joŋ4	
茹	ʃy4	
茺	tʃʰoŋ1	
茼	toŋ4	
荀	tan4	
荃	tyn4	
荇	a6	
草	tʰəu2	
荊	keŋ1	
荏	ȵam5	
荐	ɗin3	
荑	tai4	
荑	ji4	除去田間野草
荒	wɔŋ1	
荳	tau6	
荷	o4	～花
荷	o6	負～
荸	pɔt10	
荻	tek9	
荼	tu4	
荽	ɬui1	
荽	ɬai1	俗
莅	li6	
莉	li6	
莊	tʃɔŋ1	
莎	ʃɔ1	
莒	ky2	
莓	mui4	
莖	keŋ2	
莘	ʃan1	
莛	teŋ4	
莞	kun2	
莠	jau2	
莢	kɔp8	
莧	ɔn6	
莨	lɔŋ4	
莩	fu1	「葭～」蘆葦秆裏的薄膜
莩	piu5	同「殍」
莪	ŋo4	
莫	mɔk10	
莰	hɔm2	
莽	mɔŋ5	
菀	jyn5	紫～：一種常綠草本植物；草木盛貌。
菀	wun2	通「苑」
菀	wat7	通「鬱」
菁	ɗeŋ1	
菅	kɔn1	
菇	ku1	
菊	kok7	
菌	kʷan5	
菏	o4	
菔	fok9	
菖	tʃʰa1	
菘	toŋ4	
菜	tʰɔi3	
菝	pɔt10	
菟	tu4	於～：虎
菟	tʰu3	～絲子：一種寄生植物
菠	ɓo1	
菡	ɔm6	
菥	ɬek7	～蓂
菥	ɬi1	蒧～
菩	po4	
菪	tɔŋ6	
菫	kan2	
華	wɔ4	
菰	ku1	
菱	leŋ4	
菲	fi1	
菸	jin1	
菹	tʃu1	
菽	ʃok7	
萁	ky1	狼～：一种蕨類植物，常被用于佐料
萁	ki4	豆莖
萃	ɬui2	
萄	təu4	
萆	ɓi1	草名
萆	pi6	通「蔽」
萇	tʃa4	
萊	lɔi4	
萋	tʰai1	
萌	maŋ4	
萍	peŋ4	
萎	wai2	
萏	tɔm6	
萑	wun4	一種蘆葦一類的植物
萑	tʃui1	指益母草；草多的樣子
萘	nɔi6	
萜	tʰip7	
萬	mɔn6	
萱	jyn1	
萵	wo1	
萸	jy4	
萼	ŋɔk10	
落	lɔk10	
葆	ɓəu2	
葉	jɛp10	
葑	foŋ1	蔓菁、蕪菁
葑	foŋ3	白茭根
葒	oŋ4	
著	tʃy3	～作、編～；土～
葙	ɬa1	
葚	ʃam5	
葛	kɔt8	
葜	hɔp8	
葡	pu4	
董	ɗoŋ2	
葤	tʃau5	
葦	wai4	
葩	pʰɔ1	
葫	wu4	文讀
葫	ku4	白讀
葬	ɗɔŋ3	
葭	kɔ1	
葵	kʷai4	
葶	teŋ4	
葷	wan1	
葸	ɬi2	
葺	tʰap7	
蒂	ɗai3	
蒄	kun1	
蒈	kʰɔi2	
蒍	wai5	
蒎	pʰɔi2	
蒐	ɬau1	
蒓	ʃan4	
蒔	ʃi6	
蒗	lɔŋ6	
蒙	moŋ1	動詞
蒙	moŋ4	～古
蒜	ɬyn3	
蒝	tʰyn3	長出，生長出
蒞	li6	
蒡	ɓɔŋ2	
蒯	kʷʰɔi2	
蒲	pu4	
蒴	ʃɔk8	
蒸	tʃeŋ1	
蒸	tʃœŋ1	又讀
蒹	kim1	
蒺	tat9	
蒼	tʰɔŋ1	
蒽	an1	
蒿	hɔu1	
蓀	ɬyn1	
蓁	ɗan1	
蓄	tʃʰok7	
蓆	tek9	
蓉	joŋ4	
蓊	oŋ3	見《玉林话研究》
蓋	kɔi3	
蓍	ʃi1	
蓐	ȵok9	
蓑	ɬœ1	
蓓	ɓui3	
蓧	tiu6	
蓬	poŋ4	～草
蓬	pʰoŋ1	～鬆
蓮	lin4	
蓯	tʰoŋ1	
蓰	ɗoŋ2	
蓼	liu5	～藍
蓼	lok7	長而大貌
蓽	ɓat7	
蓿	ɬok7	
蔌	ɬok7	
蔑	mɛt10	
蔓	mɔn6	
蔔	pak9	
蔗	tʃɛ3	
蔚	wai3	
蔞	lau4	
蔟	tʰok7	
蔡	tʰɔi3	
蔣	ɗa2	
蔥	tʰoŋ1	
蔦	niu5	
蔬	ʃo1	
蔭	jam3	
蔸	ɗau1	
蔻	kʰau3	
蔽	pi6	
蔿	wai5	
蕁	tɔm4	
蕃	fɔn4	
蕆	tʃʰin2	
蕈	ɬan3	
蕉	ɗiu1	
蕊	ȵui2	
蕎	kiu4	
蕒	mak7	
蕕	jau4	
蕖	ky4	
蕘	ȵiu4	
蕙	jui6	
蕞	tui6	
蕢	kʷai6	
蕤	ȵui4	
蕨	kyt7	
蕩	tɔŋ6	
蕪	fu4	
蕭	ɬiu1	
蕷	jy6	
蕹	oŋ3	～菜：空心菜
蕺	tʰap7	
蕻	oŋ4	雪裏～
蕻	oŋ6	
蕾	lui5	
薄	po6	～荷
薄	pɔk10	
薅	ŋəu1	
薅	həu1	
薇	mi4	
薈	wui3	
薌	ja1	
薏	ji3	
薑	tʃa1	
薔	ta4	
薛	ɬit7	
薜	pai6	～荔
薜	ɓek7	山～：當歸，一説野麻。
薟	lim5	葡萄科藤本植物的泛稱，有白～、赤～等多個品種。
薟	jim1	豨～
薤	ɔi5	
薦	ɗin3	
薨	wɔŋ1	
薩	ɬɔt8	
薪	ɬan1	
薯	ʃy4	
薰	wan1	
薷	ʃy4	
薹	tɔi4	
薺	tai4	荸～
薺	tai5	甘菜
藉	tek9	
藍	lɔm4	
藎	tan6	
藏	tɔŋ4	～匿
藏	tɔŋ6	西～，寳～，～經閣
藕	ŋau5	
藕	ŋau2	又讀
藕	ȵɔu2	又讀
藜	lai4	
藝	ŋai6	
藠	kiu6	～子：蒜頭
藤	taŋ4	
藥	ja6	
藩	fɔn4	
藪	ɬau2	
藶	lek9	
藷	ʃy4	
藹	ɔi2	
藺	lan5	
藻	ɗəu2	
藿	kʰɔk8	
蘄	ki4	
蘅	a4	
蘆	lu4	
蘇	ɬu1	
蘊	wan1	
蘋	peŋ4	
蘖	nɛt10	
蘖	nɛp10	又讀
蘚	ɬin2	
蘞	lim6	
蘢	loŋ4	
蘧	ky4	
蘩	fɔn4	
蘭	lɔn4	～花，～草
蘭	lɔn1	荷～，～豆（荷蘭豆的省稱）
蘸	tim6	
蘺	li4	
蘼	mi4	
蘿	lo4	
虍	u1	
虎	wu2	
虐	ȵa6	
虔	kin4	
處	tʃʰy2	～理
處	tʃʰy3	～所
虛	hy1	
虜	lu5	
虞	ȵy4	
號	əu6	
虢	kʷak9	用手抓劃、扒拉
虧	kʷʰai1	
虧	wai1	又讀：喫～
虬	tʃau4	
虹	kaŋ3	龐～：（彩虹）
虹	oŋ4	文讀：彩～
虺	ui1	～隤
虺	wai2	雷聲
虻	ma4	
虼	kat7	
蚊	man1	白讀
蚊	man4	
蚋	ȵui6	
蚌	paŋ5	
蚍	pi4	
蚓	jan5	
蚜	ȵɔ4	
蚝	əu4	
蚣	koŋ1	
蚤	ɗəu2	
蚧	kɔi3	
蚨	fu4	
蚩	tʃʰi1	
蚪	ɗau2	
蚯	jau1	
蚰	jau4	
蚱	tʃok7	
蚴	jau2	龍、蛇盤結蜷曲的樣子
蚴	jau3	某些寄生蠕蟲的幼蟲
蚵	o4	閩語謂「蠔」
蚶	hɔm1	
蚺	nɔm4	
蛀	tʃy3	
蛀	ɗy3	白讀：螫，蠹
蛄	ku1	
蛆	tʰy1	
蛇	ʃɛ4	毒～
蛇	ji4	委～
蛉	leŋ4	
蛋	tɔn6	
蛐	kʰok7	
蛑	mau4	
蛘	ja4	
蛙	wɔ1	
蛛	tʃy1	「蜘蛛」玉林的固有詞彙爲[leru zou/lou zou/lo zo/lau zau]（讀音因地區而異），後字疑是「蛛」。
蛞	kʰut7	
蛟	kɔu1	
蛤	kɔp8	
蛩	koŋ4	
蛭	tʃat7	
蛸	ʃɔu1	蠨～：蟢子
蛸	ɬiu1	螳螂卵
蛹	ȵoŋ2	
蛺	kip7	
蛻	tʰui3	
蛾	ŋo4	
蜀	tʃok7	
蜂	foŋ1	
蜆	jin2	
蜇	tʃek9	
蜈	ŋ̍4	
蜉	fau4	
蜊	li4	
蜋	la4	
蜍	ʃy4	
蜒	jin4	
蜓	teŋ4	
蜘	tʃi1	
蜚	fi1	
蜜	mat9	
蜞	ki4	
蜢	ma2	
蜣	kʰa1	
蜥	ɬek7	
蜩	tiu4	
蜮	wek9	
蜱	pi4	
蜴	ek9	
蜷	kʰyn2	
蜻	tʰeŋ1	
蜾	kʷo2	
蜿	wun2	
蝌	wo1	
蝓	jy4	
蝕	ʃek9	
蝙	pʰin1	
蝚	mɛu4	～蟥、～囔：水蛭
蝟	wai6	
蝠	fok7	
蝣	jau4	
蝤	tau4	
蝥	mɔu4	
蝦	hɔ1	
蝨	ʃat7	
蝮	fok7	
蝰	kʷʰai1	
蝴	wu4	
蝶	tɛp10	
蝸	wo1	
蝻	nɔm5	
蝽	tʃʰan1	
螂	lɔŋ4	
螃	paŋ4	
螄	ʃi1	
螅	ɬek7	
螈	ȵyn4	
螋	ɬau1	
融	joŋ4	
螓	tan4	
螗	tɔŋ4	
螞	mɔ5	
螟	meŋ5	
螢	weŋ4	
螫	ʃek7	
螬	təu4	
螭	tʃʰi1	
螯	ŋəu4	
螳	tɔŋ4	
螵	pʰiu1	
螺	lœ4	又讀
螺	lo4	
螻	lau4	
螽	tʃoŋ1	
蟀	ɬat7	
蟄	tʃek9	
蟆	mɔ4	
蟈	kʷak7	～𧊅：小蛙
蟊	mau4	
蟋	ɬat7	
蟎	mun5	
蟑	tʃʰa1	
蟒	mɔŋ5	
蟓	ta5	
蟛	pa4	
蟠	pun4	
蟣	ki2	
蟥	wɔŋ4	
蟪	jui6	
蟬	ʃim4	
蟮	ʃin5	
蟯	ȵiu4	
蟲	tʃoŋ4	
蟶	tʃʰeŋ1	
蟹	ɔi5	
蟻	ŋai5	白讀：～子
蟻	ȵi5	文讀：螞～
蟾	ʃim4	
蠃	lœ5	
蠅	leŋ4	
蠅	neŋ4	又讀
蠅	nœŋ4	又讀
蠆	tʃʰɔi3	
蠊	lim4	
蠐	tai4	
蠑	weŋ4	
蠓	moŋ5	
蠔	əu4	
蠕	ʃy4	
蠖	wɔk8	
蠛	mak7	
蠟	lɔp10	
蠡	lai5	人名、地名用
蠡	li4	瓢
蠢	tʃʰan2	
蠣	lai6	
蠱	ku2	
蠲	kyn1	
蠵	kʷai4	
蠶	tɔm4	
蠹	ɗu3	
蠻	mɔn4	
蠼	kʷak7	
血	jyt7	
衄	nok9	
衆	tʃoŋ3	
行	ɔŋ4	銀～，～列
行	a4	出～，～走
行	a6	品～
衍	jin5	
術	ʃat9	
街	kɔi1	
衙	ȵɔ4	
衛	wai6	
衝	tʃʰoŋ1	
衡	ha1	
衢	ky4	
衣	ji1	
衤	ji1	
表	ɓiu2	
衩	tʃʰɔ3	
衫	ʃɔm1	
衰	ʃui1	
衲	nɔp10	僧衣
衲	nap7	縫補
衷	tʃoŋ1	
衷	tʃʰoŋ1	
衽	ȵam6	
衾	kʰam1	
衿	tʃam1	
袁	jyn4	
袂	mai6	
袈	kɔ1	
袋	tɔi6	
袍	pəu4	
袒	tʰɔn3	見《玉林话研究》
袖	tau6	
袞	kʷan2	
袢	fɔn4	
袤	mau6	
被	pi5	～褥
被	pi6	～動
袱	fok9	
袷	kɔp8	
袷	kip7	曲領
袼	kɔk8	
裁	tɔi4	
裂	lɛt10	
裊	niu5	本字爲「嫋」
裎	tʃeŋ4	
裏	ly5	
裒	pau4	
裔	ji6	
裕	jy6	
裘	tʃau4	
裙	kʷan4	
補	ɓu2	
裝	tʃɔŋ1	
裟	ʃɔ1	
裡	ly5	
裨	ɓai3	～手
裨	pi4	
裰	ɗyt7	
裱	ɓiu2	
裳	ʃa4	
裸	lœ5	
裹	kʷo2	
裼	ɬek7	
製	tʃai3	
裾	ky1	
褂	kʷɔ3	
複	fok7	
褊	ɓin2	
褐	kɔt8	
褒	ɓəu1	
褓	ɓɔn2	
褚	tʃy2	
褚	tʃʰy2	姓
褡	ɗɔp8	
褥	ȵok9	
褪	tʰui3	～色
褪	tʰan3	挪開
褫	tʃʰi2	
褰	jin1	
褲	wu3	
褶	tʃip7	
褸	lau1	大衣
褸	ly5	襤～
褻	ɬit7	
襁	ka2	
襄	ɬa1	
襆	ɓok7	
襇	kɔn3	
襖	əu3	
襝	lim4	
襞	ɓek7	
襟	tʃʰam1	
襟	kʰam1	又讀。～章：佩帶於胸口，用於識别身份､職位等的徽章。
襠	nɔŋ3	
襤	lɔm4	
襦	ʃy4	
襪	mɔt10	
襬	ɓɔi2	
襯	tʰan3	
襯	tʃʰan3	又讀
襲	tap9	
襻	pʰɔn3	
西	ɬai1	
要	jiu1	～求
要	jiu3	須～
覃	tam4	
覆	fok7	
覈	wat9	
見	kin3	
規	kʷʰai1	
覓	mek9	
視	ʃi6	
覘	tʃʰim1	
覡	ek9	
覦	jy6	
親	tʰan1	
覬	ki3	
覯	kau3	
覲	kan6	
覷	tʰy3	
覺	kak7	
覺	kɔu3	
覽	lɔm2	
覿	tek9	
觀	kun1	
角	kak7	
觔	tʃan1	
觖	kʰyt7	
觚	ku1	
觜	ɗui2	
解	kɔi2	
觥	kʷaŋ1	
觫	ɬok7	
觳	kok7	
觴	ʃa1	
觶	tʃi3	
觸	tʃʰok7	
言	ȵin4	
訁	ȵin4	
訂	ɗeŋ3	
訃	fu3	
訇	hoŋ1	
計	kai3	動詞
計	kai6	名詞：冇～
訊	ɬan3	
訌	oŋ4	
討	tʰəu2	
訐	kʰit7	
訓	wan3	
訕	ʃɔn3	
訖	at9	
託	tʰɔk8	
記	ki3	
訛	ŋo4	
訝	ȵɔ6	
訟	toŋ6	
訣	kʰyt7	
訥	nat7	
訪	fɔŋ2	
設	tʃʰit7	又讀
設	ʃyt7	
許	hy2	
訴	ɬu3	
診	tʃʰan2	
註	tʃy3	
訾	ɗi1	
詁	ku2	
詆	ɗai2	
詈	lai3	痛罵
詎	ky5	
詐	tʃɔ3	騙
詐	tʃʰɔ3	假装
詒	tɔi5	騙
詔	tʃiu3	
評	peŋ4	
詘	kʷʰat7	
詞	ti4	
詠	weŋ5	
詡	hy2	
詢	tan4	
詣	ŋai6	
試	ʃi3	
詩	ʃi1	
詫	tʃʰɔ3	
詬	kau3	
詭	kʷai2	
詮	tyn4	
詰	kʰit7	
話	wɔ6	
該	kɔi1	
詳	ta4	
詵	ʃan1	
詹	tʃim1	
詼	wui1	
詿	kʷɔ3	
誄	lui5	
誇	kʷʰɔ1	
誌	tʃi3	
認	ȵan6	
誑	kʷɔŋ4	
誒	ji1	
誓	ʃi6	
誕	ɗɔn3	廟～
誘	jau2	
誚	tiu6	
語	ȵy5	
誠	ʃeŋ4	
誡	kɔi3	
誣	mu1	
誤	ŋ̍6	
誥	kəu3	
誦	toŋ6	
誨	wui2	見《玉林话研究》
說	ʃyt7	～話
誰	ʃui4	
課	wo3	
誶	ɬui3	
誼	ȵi4	
調	tiu4	
調	tiu6	
諂	tʃʰim2	
諄	tʃan1	
談	tɔm4	
諉	wai2	
請	tʰeŋ2	
諍	tʃa3	
諏	ɗau1	
諑	tʃɔk8	
諒	la6	
論	lan6	文：議～
論	lan1	白讀，單用。意爲：討論，順便談及。
諗	nam2	
諛	jy4	
諜	tɛp10	
諞	pin5	
諡	ʃi6	
諢	wan6	
諤	ŋɔk10	
諦	ɗai3	
諧	ɔi4	
諫	kɔn3	
諭	jy6	
諮	ɗi1	
諱	wai3	
諳	ɔm3	
諶	ʃam4	
諷	foŋ2	
諸	tʃy1	
諺	ȵim6	
諼	jyn1	
諾	nɔk10	
謀	mau4	
謁	jit7	
謂	wai6	
謇	kin2	
謊	wɔŋ1	
謎	mai6	
謐	mat9	
謔	ja2	
謖	ʃok7	
謙	jim1	
謚	ek7	笑聲。關於「人死追號」之義見「諡」。
講	kaŋ2	
謝	tɛ6	
謠	jiu4	
謦	kʰeŋ1	
謨	mu1	來自《第六屆國際粵方言硏討會論文集》中的論文《廣西玉林話音系》（周成松 著）。
謫	ɗek7	
謬	mau3	
謳	au1	
謹	tʃan2	
譁	wɔ4	
證	tʃeŋ3	
譎	kyt7	
譏	ki1	
譖	tʃam3	
識	ʃek7	
識	ʃœk7	
譙	tiu4	
譚	tɔm4	
譜	pʰu2	
警	keŋ2	
譫	tʃim1	
譬	pʰi3	
譭	wai2	
譯	ek9	
議	ȵi5	
譴	jin2	
護	wu6	
譽	jy6	
譾	ɗin2	
讀	tok9	
變	ɓin3	
讎	ʃau4	～恨，报～
讓	ȵa6	
讖	tʃʰam3	
讚	ɗɔn3	
讜	ɗɔŋ2	
讞	ȵin5	
訁	ȵin4	
谷	kok7	
谿	kʰai1	
豁	wut7	
豆	tau6	
豇	kaŋ1	
豈	hi2	
豉	ʃi6	
豊	lai5	
豌	wun2	
豎	ʃy6	
豎	ʃy5	白讀：～～睡
豐	foŋ1	
豔	jim6	
豕	ʃi2	
豚	jyn4	
象	ta5	
象	ta6	印～
豪	əu4	
豫	jy6	
豬	tʃy1	
豳	ɓan1	
豸	tʃi5	蟲～
豸	ʃɔi6	地名用字
豹	ɓɔu3	
貂	ɗiu1	
貅	jau1	
貊	ma6	
貌	mau6	
貌	mɔu6	又讀
貍	li4	
貓	mɛu1	
貔	pi4	
貘	ma6	
貝	ɓui3	
貞	tʃeŋ1	
負	fu6	
財	tɔi4	
貢	koŋ3	
貧	pan4	
貨	wo3	
販	fɔn3	
販	mɛn1	白讀，指攤販：菜～、果～
貪	tʰɔm1	
貫	kun3	文讀
貫	kʷɔn3	白讀
責	tʃa2	
貯	tʃy5	
貰	ʃi3	
貳	ȵi6	
貴	kʷai3	
貶	ɓɛn2	白讀
貶	ɓin2	
買	mɔi5	
貸	tɔi6	
貺	kʷʰɔŋ3	
費	ɓai3	白讀
費	fi3	
貼	tʰip7	
貽	ji4	
貿	mau6	
貿	mɔu6	又讀
賀	o6	
賁	fan4	大；三足龜；簡策
賁	ɓan1	～門：同「奔」；姓
賁	fan6	通「忿」「奮」
賁	fan3	通「僨」
賁	ɓi3	文飾；華美；六十四卦之一
賂	lɔk8	
賃	ȵam6	
賄	wui2	《广西通志·汉语方言志》及1959年資料中的記音
賅	kɔi1	
資	ɗi1	
賈	kɔ2	姓
賈	ku2	商～
賊	tak9	
賊	tʰak9	又讀
賑	tʃan3	
賓	ɓan1	
賕	tʃau4	
賚	lɔi6	
賜	ɬy3	白讀：天官～福
賞	ʃa2	
賠	pui4	
賡	ka1	
賢	jin4	
賣	mɔi6	
賤	tin6	
賦	fu3	
賧	ɗɔm2	
質	tʃat7	
賫	ɗai1	
賬	tʃa3	
賭	ɗu2	
賴	lɔi6	
賺	tʃɔn6	
賻	fu6	
購	kau3	
賽	ɬɔi3	
賾	tʃa6	
贄	tʃi3	
贅	tʃui3	
贈	taŋ6	
贊	ɗɔn3	
贗	ȵɔn6	
贏	eŋ4	
贐	tan6	
贓	ɗɔŋ1	
贖	ʃok9	
贛	kɔm3	
赤	tʃʰek7	
赤	tʰek7	～腳
赦	ʃɛ3	
赧	nyn2	蚊子叮咬皮膚後形成的紅色的包
赫	ha2	
赭	tʃɛ2	
走	ɗau2	
赳	tʃau2	
赴	fu3	
起	hi2	
趁	tʃʰan3	
趄	ɗy1	趑～
趄	tʰɛ3	歪斜；～趔
超	tʃʰiu1	
越	jœt10	
趑	ɗi1	
趔	lai3	
趕	kɔn1	
趙	tʃiu5	
趟	tʰɔŋ3	
趣	tʰy3	
趨	tʰy1	
趲	ɗɔn2	移動，搬移
足	ɗok7	
趴	pʰɔ1	
趾	tʃi2	
跋	pɔt10	
跌	ɗit7	
跎	to4	
跑	pʰɔu2	
跕	tʰɛp8	趿拉；拖～、～鞋：都指拖鞋
跚	ʃɔn1	
跛	ɓai1	
跛	ɓo2	
距	ky2	
跟	kan1	
跡	ɗek7	
跤	kɔu1	
跨	kʷʰɔ1	
跪	kʷai6	
路	lu6	
跳	tiu4	白讀：～上～落
跳	tʰiu3	文讀：～繩、～髙、～遠、～躍
跺	ɗœ3	
踊	ȵoŋ5	
踏	tɔp10	
踐	ɗin2	
踐	tɛn6	白讀
踝	wɔ5	
踞	ky2	
踢	tʰek7	
踩	tʃʰɔi2	
踩	ȵɔi2	白讀
踮	ɗim3	
踱	tɔk10	嫌天～地
踴	ȵoŋ5	
踵	tʃoŋ2	
踽	ky2	
蹀	tɛp10	
蹄	tai4	
蹇	kin2	
蹈	təu6	
蹉	tʰo1	
蹋	tʰɔp8	
蹌	tʰa1	
蹙	tʰok7	
蹟	ɗek7	
蹣	pɔn4	
蹤	ɗoŋ1	
蹦	ɓaŋ3	
蹧	ɗəu1	
蹬	ɗaŋ1	
蹲	ɗyn1	
蹴	tʰok7	
蹺	kʰɛu3	玉林有疊韻詞[kʰɐt7kʰeu3]與「蹊蹺」同義。
蹼	ɓok7	
蹽	liu1	跑
躁	tʰəu3	
躇	tʃy4	
躈	kʰɛu3	屁股
躊	tʃau4	
躍	ȵa6	
躞	ɬɛp8	
躡	nɛp10	
身	ʃan1	
躬	koŋ1	
躲	ɗœ2	
躺	tʰɔŋ2	
軀	kʰy1	
車	tʃʰɛ1	单～
車	ky1	象棋
軋	ɔt8	
軌	kʷai2	
軍	kʷan1	
軎	wai6	
軒	jin1	
軔	ȵan6	
軛	a2	
軟	ȵyn5	
軤	wu1	
軫	tʃan2	
軲	ku1	
軸	tʃok9	
軹	tʃy1	
軺	jiu4	
軻	kʰo1	
軼	jat9	
軾	ʃek7	
較	kɔu2	
輅	lu6	
輇	tyn4	
載	ɗɔi2	年
載	ɗɔi3	裝～，記～
輊	tʃi3	
輒	tʃip7	
輓	wɔn2	
輔	pʰu2	
輕	heŋ1	
輛	la2	
輜	ɗi1	
輝	kʷʰai1	
輞	mɔŋ5	
輟	tʃyt7	
輦	lin2	
輩	ɓui3	
輪	lan4	
輯	tʰap7	
輳	tʰau3	
輸	ʃy1	
輺	ɗi1	
輻	fok7	
輾	lin2	白讀
輾	tʃin2	文讀
輿	jy5	
轂	kok7	
轄	kɔt8	
轄	ɔt8	
轅	jyn4	
轆	lok7	車～：車輪
轉	tʃyn2	
轉	tʃyn3	
轍	tʃit7	
轎	kiu6	
轔	lan4	
轔	lin2	
轟	pʰa1	「抨」之訓讀
轡	ɓi3	
轢	lek9	
轤	lu4	
辛	ɬan1	
辜	ku1	
辣	lɔt10	
辦	pɔn6	
辨	pin6	
辭	ti4	
辮	pin5	
辯	pin6	
辰	ʃan4	
辱	ȵok9	
農	noŋ4	
辵	tʃʰɔk8	
辶	tʃʰɔk8	
迂	jy1	
迄	at9	
迅	ɬan3	
迎	ŋeŋ4	
近	kan5	
迓	ȵɔ6	
返	fɔn1	口語
返	fɔn2	
迕	ŋ̍5	
迢	tiu4	
迤	ji4	
迥	kʷeŋ2	
迦	kɔ1	
迨	tɔi5	
迪	tek9	
迫	ɓek7	
迭	tɛp10	
迮	tʃɔ3	
述	ʃat9	
迴	wui4	
迷	mai4	
迸	ɓa3	
迺	nɔi5	
追	tʃui1	
退	tʰui3	
送	ɬoŋ3	
逃	təu4	
逄	paŋ4	
逅	au6	
逆	ŋek9	
逋	ɓu1	
逍	ɬiu1	
透	tʰau3	
逐	ɗok7	白讀：～誃（赶走）
逐	tʃok9	文讀：驅～
逑	tʃau4	
途	tu4	
逕	keŋ3	
逖	tʰek7	
逗	ɗau3	逗小孩
逗	tau6	～號
這	tʃɛ3	
通	tʰoŋ1	
逛	kʷɔŋ6	
逛	kʷeŋ6	
逝	ʃai6	
逞	tʃʰeŋ2	
速	ɬok7	文讀
速	tʰok7	白讀
造	tʰəu3	～詣，～訪，～次，登峰～極
造	təu5	創～
逡	tʰan1	
逢	foŋ4	
連	lin4	
逭	kun6	
逮	tɔi6	
逯	lok9	
週	tʃau1	
進	ɗan3	
逵	kʷai4	
逶	wai1	
逸	jat9	
逼	ɓek7	
逾	jy6	
遁	tan6	
遂	tʃui6	半邊～：半身不遂
遄	ʃyn4	
遇	ȵy6	
遊	jau4	
運	wan6	
遍	pʰin3	
過	kʷo3	
遏	ɔt8	
遐	ɔ4	
遑	wɔŋ4	
遒	tau4	
道	təu6	
達	tɔt10	
違	wai4	
遘	kau3	
遥	jiu4	
遛	lau3	
遜	ɬyn3	
遞	tai6	
遠	jyn5	
遢	tʰɔt8	
遣	jin2	
遨	ŋəu4	
適	ʃek7	
遭	ɗəu1	
遮	tʃɛ1	
遰	ɗai2	去
遲	tʃi4	
遴	lan4	
遵	ɗyn1	
遷	tʰim1	
選	ɬyn2	
遺	ji4	
遺	jui6	送
遼	liu4	
遽	ky6	
避	pi6	
邀	jiu1	
邁	mɔi6	
邁	mɔn6	見1959年資料
邂	ɔi6	
邃	ɬui3	
還	wɔn4	
邇	ni5	
邈	miu5	
邊	ɓin1	
邋	lɔt10	
邏	lo4	
邐	li5	
邑	jap7	
邕	joŋ1	
邗	ɔn4	
邙	mɔŋ4	
邛	koŋ4	
邡	fɔŋ1	
那	nɔ6	
邦	ɓaŋ1	白讀
邦	ɓɔŋ1	文讀
邪	jɛ4	莫～，～馬臺
邪	tɛ4	
邰	tʰɔi1	
邱	jau1	
邳	pi4	
邴	ɓeŋ2	
邵	ʃiu6	
邶	pui6	
邸	ɗai2	㕔～
邾	tʃy1	
郁	jok7	
郅	tʃat7	
郇	ɬyn1	
郊	kɔu1	
郎	lɔŋ4	
郗	tʃʰi1	
郛	fu1	
郜	kəu3	
郝	əu6	
郟	kɔp8	
郡	kʷan6	
郢	eŋ5	
郤	kʷʰek7	
部	pu6	
郫	pi4	
郭	kʷʰɔk8	
郯	tɔm4	
郵	jau4	
都	ɗu1	
郾	jin2	
鄂	ŋɔk10	
鄄	kyn3	
鄆	wan6	
鄉	ja1	
鄒	ɗau1	
鄔	wu1	
鄙	pʰi2	
鄞	ŋan4	
鄢	jin1	
鄣	tʃa1	
鄧	taŋ6	
鄭	tʃeŋ6	
鄯	ʃin6	
鄰	lan4	
鄱	po4	
鄴	ȵɛp10	
鄶	kʷɔi3	
鄹	tʃau1	
鄺	kʷʰɔŋ3	
酃	leŋ4	
酆	foŋ1	
酈	li4	
酉	jau5	
酋	tau4	
酌	tʃa2	
配	pʰui3	
酏	ji4	
酒	ɗau2	
酚	fan1	
酞	tʰɔi3	
酣	ham1	
酥	ɬu1	
酪	lɔk8	
酬	ʃau4	
酮	toŋ4	
酯	tʃi2	
酰	ɬin1	
酵	hɔu1	
酷	əu6	
酸	ɬyn1	
醃	jip7	
醇	ʃan4	
醉	ɗui3	
醋	tʰu3	
醌	kʷʰan1	
醍	tai4	
醐	wu4	
醒	ɬeŋ2	
醚	mai4	
醛	tyn4	
醜	tʃʰau2	
醞	wan2	
醣	tɔŋ4	
醫	ji1	
醬	ɗa3	
醮	ɗiu3	
醺	wan1	
釀	ȵa6	
