#漢字	音標	解釋
㵺	pʰai2	竹排
稱	tsʰɐŋ1	~呼
稻	tɐu6	水~
稼	ka1	庄~,邓~先
稽	kʰɔi1	~查,滑~
稿	kɐu3	草~,~纸
穗	sui5	谷~
穢	vɔi3	淫~,污~
穩	vɐn3	~定,求~
穴	jit8b	~位
究	kɐu5	~竟,研~
穿	tsʰin1	~堂风,揭~
突	tɐt8a	~然
突	tɐt8a	~出
窖	kau5	地~,番薯~
窗	tsʰiøŋ7a	门~,~帘
窟	fɐt8a	~窿[文]
窟	fɐt7a	小坑[白]
窩	vu1	~囊废,~藏
窯	jiu2	~洞,烧~
窺	kʰuɔi1	偷~
竅	kʰiu5	~门
竈	tsɐu5	~头,~神
立	lɐʔ8a	~足
站	kʰɐi5	站立
站	tsæŋ6	车~
章	tsiøŋ1	姓;文~
端	tin1	~正
笊	tsau5	~捞(笊篱)
笑	siu5	~话,玩~
笠	lɐʔ7a	~嫲,斗~
笡	tsʰiɛ5	斜,~~(歪斜的样子)
符	fu2	~合,鬼画~
笨	pɐn6	~蛋[文]
笨	pʰɐn5	厚[白]
第	tɔi6	~一,门~
筆	pɐt7a	毛~,~记
等	tɒŋ3	~人,高~
筋	kɐn1	牛~丸
筍	sɐn3	竹~
筏	faʔ8a	竹~(竹排)
筐	hoŋ1	箩~,两~[文]
筐	hoŋ1	两~[白]
答	tæʔ7b	回~
筷	fai5	公~
箍	kʰu1	紧~咒[文]
箍	kʰu1	围束,~桶[白]
箕	kɐi1	畚~
算	sin5	计~
管	kuəŋ3	~理,气~
籮	lu2	~筐
箭	tsin5	射~
箱	siøŋ7a	皮~
箸	tsy3	筷子
節	tsit7b	~约,竹~
範	fæŋ6	模~,~围
篆	sin6	~体,~书,~刻
篇	pʰin1	一~文章
篙	kɐu1	竹~
篡	sæŋ5	~位,~改
篦	pɐi7a	篦子(很密的梳子)
篩	sɔi1	~选,~米
篩	sɔi1	谷~,米~
簍	lap8a	竹~,字纸~
簡	kæŋ3	~单
簧	voŋ2	弹~
簪	tsæŋ1	绾住发髻的条状物
簫	siu7a	吹~
簷	jiam2	屋~下
簽	tsʰin1	~字,~名
簾	lin7a	窗~
簿	pɐu6	练习~,帐~
籃	læŋ2	菜~
籌	tsʰɐu2	~码,~备
籤	tsʰin1	竹~,求~
籬	lɐi2	~笆
米	mɔi5	大米
粉	fɐn3	~笔,面~[文]
粉	fɐn3	~松[白]
粒	lak7a	一~珍珠,~粒
粒	lɐʔ7a	三~,颗~
粗	tsʰɐu1	~心
粘	lin1	~贴
粱	liøŋ2	高~,黄~美梦
粤	jit8b	~东
粹	sui5	纯~
糊	fu2	浆~,~涂
糕	kɐu7a	蛋~,糟~
糖	tʰoŋ2	白~
糙	tsʰɐu5	~米,粗~
糜	bɐi2	~烂;粥
糞	fɐn5	粪便
糟	tsɐu1	酒~,~糕
糠	hoŋ7a	谷~
糧	liøŋ2	~食
糯	nu6	~米
糰	tʰin2	饭~,面~
糶	tʰiu5	~米(卖米)
系	hɔi6	中文~,~统
糾	tɐu3	~缠
糾	tɐu3	~正
紀	kɐi3	~律
紂	tsɐu6	商~王
約	jiak8a	大~,~会
紋	mɐn2	花~
納	næʔ8a	归~
紐	niu7a	纽扣;~约(地名)
純	sɐn2	单~,~粹
紗	sa1	~布
紙	tsi3	白~
級	kʰɒʔ7a	~别,年~
級	kʰɒʔ7a	三年~
紛	fɐn1	纠~
素	sɐu5	~菜,朴~
紡	foŋ3	~织
索	sok7b	绳子,线~
紫	tsɐi3	~色
紮	tsaʔ7b	~紧,驻~
累	lui6	劳~
累	lui6	积~
累	lui6	连~
細	sɔi5	粗细,大小
紹	siu5	介~;~兴(地名)
組	tsɐu3	~织,小~
結	kit7b	~婚,~疕[文,动]
結	kʰat7a	打~[白]
絶	tsit8a	~对
絞	kau3	~刑,~肉机
絡	lok7b	联~
絮	sui5	棉~
絲	sɐi1	~绸
絹	kin7a	
綁	poŋ3	捆~
綑	kʰuan3	~绑
綢	tsʰɐu2	~缎,丝~
維	vɔi2	~生素,~持,纤~
綱	koŋ1	~常,大~
網	boŋ5	鱼~,~络
綻	tsæŋ6	破~[文]
綽	tsʰiak7b	~~有余,~号
綿	bin2	海~,~羊
緊	kɐn3	~张
緒	sui6	情~;光~
線	sin5	~索
緝	tsʰɐʔ7a	~私,通~
緞	tin6	绸~
緣	jin2	~分
編	pʰin1	主~,~辑[文]
編	pʰin1	毛~,~毛编[白]
緬	bin5	~怀;~甸(地名)
緯	vɔi5	经~
練	lin6	~习,熟~
縐	tsɐu6	文~~
縛	pok8a	束~
縣	jin3	~长
縷	lɐu3	千丝万~
繁	fæŋ2	~华
織	tsɐk7a	纺~,~布
繞	jiu3	围~,~线
繡	sɐu5	~花
繩	sɐŋ2	~之以法
繪	kʰui3	~图,测~
繫	hɔi6	~皮带
繫	hɔi6	联~
繭	kæŋ3	蚕~
繮	kiøŋ1	~绳
繳	kiu3	~枪,~费
繼	kɔi5	~续,~承
續	tsʰək8b	连~,继~
纏	tsʰin2	纠~,~线
纔	tsʰui2	刚~
纜	læŋ6	~车
絆	kæŋ1	~脚石,~马索
給	kʰɒʔ7a	供~,~予
缸	koŋ1	水~
缺	kʰit7b	~点
罐	kuəŋ5	~头
罕	fəŋ3	稀~,~见
罩	tsau5	灯~,床~
罪	tsui6	得~,犯~[文]
罪	tsui6	~过(可怜、难受)[白]
置	tsi5	布~
罰	faʔ8a	~款,惩~
署	tsi5	~名
罵	ma6	~人
罷	bɐk8a	~工
羈	kɐi6	~押,放荡不~
羅	lu2	姓
羊	jiøŋ2	
美	bɐi5	~丽,~化
羔	kɐu7a	羊~
羞	sɐu1	~愧
群	kʰɐn2	~众
羨	sin6	~慕
義	ji5	情~,~气
羽	ji5	~毛球
翅	tsʰi5	鱼~
習	tsɐʔ8a	学~,练~
翹	kʰiu2	银~片
翹	hiu1	~起来
翠	tsʰui5	翡~
翡	fɐi3	~翠
翰	fəŋ5	~林院;人名用字
翻	fæŋ1	~书[文]
翻	fæŋ1	翻转;呕吐[白]
翼	jiɐk8a	鸡~,机~
耀	jiu6	~眼,荣~
老	lɐu5	~爷,~实
考	hau3	~试,大~
者	tsiɛ3	记~,作~
而	ji2	~且,反~
耐	nai6	~心
耗	hɐu6	消~
耙	pʰa2	犁耙
耳	ɡɐi5	耳朵,中~炎
耶	jiɛ2	~稣
耽	tæŋ1	~误
聊	liu2	无~,~天
聚	tsui6	~会
聚	tsui6	捡~(收拢)[白]
聞	mɐn2	新~
聯	lin2	~系;对~
聶	nit8a	姓,~耳
職	tsɐk7a	~位,称~
肄	ji6	~业
肆	sɐi5	放~
肋	lɒʔ8a	~骨
肌	kɐi1	~肉
肖	siu1	姓
肖	tsʰiu5	生~
肘	tsɐu6	手~
肚	tʰɐu5	猪~,鱼~
肚	tɐu3	肚子
肝	kəŋ1	猪~
股	ku3	~票
肢	tsi1	四~,~体
肥	fɐi2	化~,~肉
肩	kin1	~头
肪	foŋ1	脂~
肯	hɒŋ3	~定,中~[文]
肯	hɒŋ3	愿意,~去[白]
肴	ɡau2	美味佳~
肺	fɔi5	猪~
胃	vɔi6	肠~
背	pui5	违~,后~
背	pui6	~书
胎	tʰui1	双胞~,~盘
胖	pʰəŋ2	~子,肥~
胚	pʰui7a	~胎
胛	kaʔ8b	肩~
胞	pau7a	同~
胡	fu2	二~ ;姓
能	nɒŋ2	才~,~够
脂	tsi1	~肪,胭~
脅	hit7b	威~
脆	tsʰui5	干~[文]
脆	tsʰui5	易断[白]
脣	sɐn2	嘴~[文]
脣	sɐn2	嘴~[训,舷]
脱	tʰit7b	~鞋,摆~
脯	pɐu3	菜~(萝卜干)
脹	tsiøŋ5	~肚,膨~
脾	pʰɐi2	~胃,~气
腆	tin3	腼~
腎	sɐn5	~病
腎	kʰɐn5	鸡~(鸡肫)[白]
腐	fu6	~败
腐	fu6	豆~
腑	fu3	五脏六~
腔	hoŋ1	口~
腕	uəŋ3	手~
腡	lie7a	手指纹
腦	nɐu5	猪~,~屎(脑子)
腮	sui1	~腺炎,~红
腰	jiu7a	猪~
腱	kin5	肌~
脚	kiak7b	赤~
腸	tsʰiøŋ7a	猪~,~胃
腿	tʰui3	~部,火~
膏	kɐu1	牙~;狗皮~药
膚	fu1	皮~
膜	bok8a	薄~
膝	sɐt7a	~头(膝盖)
膠	kau1	~水,橡~
膨	pʰæŋ2	~胀
膩	nɐi6	油~,细~
膳	sin6	~食,用~
膽	tæŋ3	大~
臂	pai5	手~,~力
臉	min6	红~白~[文]
臊	sɐu1	臭~
臍	tsʰɐi2	肚~,~带
臘	læʔ8a	~肉,~肠
臟	tsioŋ6	内~
臣	sɐn2	大~
臥	ŋo6	~室,~铺
臨	lɐŋ2	~时,面~
自	tsɐi6	~私
臭	tsʰɐu5	~味
至	tsi5	~少
致	tsi5	导~
臺	tʰui2	~湾
臻	tsɐn1	聂荣~
臼	kau5	石~,脱~
舀	jiu5	~水
舅	kʰɐu5	~公
與	ji5	参~,给~,~众不同
興	hɐŋ6	~旺;绍~(地名)
興	hɐŋ5	高~,~趣[文]
興	hɐŋ5	高兴[白]
舉	kui3	~报,~重
舊	kɐu6	新~
舌	sit7b	舌头
舍	siɛ5	宿~
舐	sai3	舔
舒	sy1	~服
舜	sɐn5	尧~
舞	mɐu5	跳~
舞	mɐu5	拨弄,摆弄[白,动]
舟	tsɐu1	~山
航	hoŋ2	~行,~线
般	pəŋ1	~配,一~
舵	tʰo2	~手
船	sin2	轮~
艦	keiŋ5	军~
良	liøŋ2	~好,优~
艱	kæŋ1	~苦
色	sɐk8b	颜~,~彩
艾	ɡai6	姓;~滋病
艾	ɡai6	艾草
芋	fu6	芋头
芍	tsʰiak7b	~药;白~(中药)
芒	boŋ2	~种[节气]
芒	bɒŋ2	~果
芒	bɒŋ2	~花草(可制扫帚)
芙	fu2	~蓉
芝	tsi1	灵~,~麻
芥	kai5	~菜
芬	fɐn7a	~芳
芭	pa1	~蕉,~蕾
花	fa1	开~
芳	foŋ1	~香
芹	kʰɐn2	~菜
芽	ŋa2	豆~
苔	tʰui2	青~,舌~
苗	biu2	鱼~,~族
苟	kɐu3	~且偷生
若	jiak7b	~干,~无其事
苦	fu3	辛~,食~(吃苦)
苦	fu3	~味
茂	bɐu6	~盛;~名(地名)
范	fæŋ6	姓
茄	kʰiɛ3	茄子;番~
茄	ka7a	雪~
茅	bau2	~庐
茫	boŋ2	白~~,~然
茴	vui2	~香
茶	tsʰa2	~叶
草	tsʰɐu3	青~,~稿
荒	foŋ1	开~,~唐
荔	lai6	~枝
荷	ho2	~花;薄~
荷	ho2	挑,~担,~东西[白]
莊	tsoŋ1	~园;姓
莓	bui7a	草~
莧	hin5	~菜
莫	bok8a	不要,~非
莽	boŋ5	鲁~
菌	kʰuɐn3	细~
菖	tsʰiøŋ1	~蒲
菜	tsʰui5	煮~,青~
菠	po1	~菜
菩	pʰɐu2	~萨
華	va2	中~
華	va2	~山;姓
菱	lɐŋ2	~角
萄	tqʰɐu2	葡~
萎	vɔi3	枯~
萬	mæŋ6	~一
落	lok8a	下落
著	tsy5	~名,显~
葛	kuək7b	诸~亮;生~,~薯
葦	vɔi5	芦~
葬	tsioŋ5	埋~,落~
葵	kʰuɔi2	向日~,~花籽
葷	vɐn1	~素
蒂	tɔi5	花~,并~莲
蒐	sɐu3	~集
蒜	sin7a	大蒜,蒜头
蒲	pʰɐu2	(石)菖~
蒸	tsɐŋ1	清~,~发
蒼	tsʰioŋ1	~白
蒿	hɐu1	蓬~,青~,茼~
蓋	kui5	~被[动];盖子[名]
蓖	pɐi5	~麻
蓮	lin2	~花,睡~
蔓	mæŋ6	~延,瓜~
蔗	tsiɛ5	甘蔗
蔡	tsʰai5	姓
蔣	tsiøŋ3	姓,~介石
蔬	su1	~菜
蔭	jiɒŋ5	福~,树~
蔽	pɔi5	隐~
蕉	tsiu7a	米~;~岭(地名)
蕊	jui5	花~
蕎	kʰiu2	~麦
蕨	kʰit8b	植物
蕩	toŋ6	放~,扫~
蕭	siu1	姓;~山(地名)
薄	pok8a	~荷
薄	pok8a	不厚,~弱
薑	kiøŋ1	~糖
薛	sit7b	姓,~宝钗
薦	tsin6	推~
薩	saʔ7b	菩~
薪	sɐn1	~水
薯	sy1	番~
薰	fɐn1	~衣草
藉	tsak8a	~故,~口
藍	læŋ2	~色;姓
藏	tsʰioŋ2	隐~
藏	tsioŋ6	西~,~族
藐	biu3	~视
藕	ɡɐu5	~断丝连,莲~
藝	ɡɔi6	~术,文~晚会
藤	tʰɒŋ2	~椅
藥	jiak8a	中~,~片
藩	fæŋ1	曾国~
藹	ui3	和~,宋~龄
藿	kʰok7b	~香(中药)
蘆	lɐu2	~苇
蘇	sɐu1	~州;姓
蘭	læŋ2	~花
蘸	tseŋ3	~豉油
虎	fu3	老~
虎	fu7a	马~
虐	jiak8b	~待
虔	kʰin2	~诚
處	tsʰi3	~理
處	tsʰi5	~所
虚	hui1	~心
虜	lɐu5	俘~
虞	ji2	姓,~姬
號	hɐu6	~叫,呼~[动]
號	hɐu6	~码,口~[名]
虧	kʰuɔi1	食~(吃亏)
虹	hŋ̍2	彩~
虻	moŋ7a	牛~
蚊	mɐn6	~香
蚌	pʰoŋ5	~壳
蛀	tsi5	~虫
蛆	tsui3	蛆虫,生~
蛇	siɛ2	毒~
蠱	ku3	养~,~惑
蛋	tæŋ6	皮~
蛙	va1	青~,~泳
蛤	koʔ8b	花~;~蚧
蛾	ŋo2	飞~扑火
蜈	ŋ̍2	~蚣
蜕	tʰui3	~变,~皮,~壳
蜘	tsi1	~蛛
蜜	bɐt8a	~蜂
蝕	sɐk8a	腐~
蝗	voŋ2	~虫
蝙	pʰin1	~蝠
蝦	ha7a	鱼~,~公
虱	sɐt7a	虱子,~嫲
蝴	fu2	~蝶
蝶	tit8a	蝴~
蝸	vu1	~牛
螂	loŋ2	螳~
螃	pʰoŋ2	~蟹
螳	tʰoŋ2	~螂
螺	lie7a	田~
蟀	sɐt7a	蟋~
蟄	tsɐk8a	惊~
蟒	bɒŋ5	~蛇
蟬	sin2	
蟹	hai5	老~
蟻	ɡɔi5	蚂蚁,白~
蠅	jiɐŋ7a	乌~(苍蝇)
蠍	hit7b	蝎子,蛇~心肠
蠟	læʔ8a	~烛
蠢	tsʰɐn3	~才
蠶	tʰsæŋ2	~丝
蠻	mæŋ2	不听话;野~
血	hit7b	流~
行	hoŋ2	银~
術	sɐt8a	技~
街	kai1	~路
衙	ŋa2	~门
衛	vɔi6	~生
衣	ji1	外~;花生皮
表	piu3	图~,~扬
衫	sæŋ7a	衬~,~裤(衣服)
衰	sui1	~弱,~老[文]
衰	sui1	运气不好[白]
袁	jin2	姓,~世凯
袋	tui6	袋子
袍	pʰɐu2	长~,袄~
袖	tsɐu6	领~,衫~(衣袖)
被	pʰɐi5	被子,毛巾~
被	pɐi6	~动,~迫
裁	tsʰui2	裁,~纸,剪~
裂	lit7b	~开,分~
裏	lɐi5	~外,~背(里面)
裕	ji6	富~
裙	kʰuɐn2	裙子
補	pɐu3	~鞋,~充
裝	tsoŋ1	假~
裴	pʰui2	姓
裸	lu3	~体
裹	ku3	包~
製	tsɔi5	~造
褒	pɐu1	~奖,~义词
褪	tʰui5	~色
褲	fu5	裤子
褶	tsit7b	衣裙或皮肤上的皱纹,打~
襄	siøŋ1	~阳(地名)
襟	kʰɒŋ1	衣的前幅、交领,连~
襠	toŋ3	裤~
襠	lɔŋ7a	裤~[白]
襪	baʔ8b	鞋~
襯	tsʰɐn5	~衫
襲	tsɐʔ8a	~击,偷~
襻	pʰæŋ5	扣住扣子的套,纽~
西	sɔi1	东西南北
要	jiu1	~求
要	jiu6	重~
見	kin5	~人,~识
規	kʰuɔi1	~定,圆~
視	si6	近~
親	tsʰɐn1	~生,父~
親	tsʰɐn1	~家
覺	kau5	睡~
覺	kok7b	~得,知~
覽	læŋ6	展~,阅~室
觀	kəŋ1	参~,~音
觀	kuəŋ5	道~
角	kok7b	牛~,~色
解	kai3	~释,讲~[文]
解	kai3	~开[白]
解	kai3	懂了,理~,了~
言	jin2	语~
訃	fu6	~告
計	kɔi5	~算,会~
訊	sɐn5	通~
討	tʰɐu3	~老婆,~厌
訓	fɐn5	教~,~人
訖	kʰit8b	收~
託	tʰok7b	~词,推~
記	kɐi5	笔~,~号
訛	ŋo2	~诈,以~传~
訣	kʰit7b	口~
訪	foŋ3	采~,~问
設	sit7b	~计,建~
許	hui3	允~;姓
訴	sɐu5	上~,倾~
診	tsɐn5	急~
註	tsi5	~释
詐	tsa5	~骗
詔	siu6	~书;~安(地名)
詞	tsʰɐi2	歌~
試	si5	考~[文]
試	si5	试试[白]
詩	si7a	~人
詭	kuɔi3	~计多端
話	va7a	笑~,讲~[文,名]
話	va7a	讲~[白,名]
話	va6	说[白,动]
該	kui1	应~
詳	tsʰiøŋ2	~细
誅	tsi1	天~地灭
誇	kʰua1	~大,~张
誌	tsi5	县~,标~
認	jɐŋ6	承~,~真
誓	sɔi5	发~
誕	tæŋ5	圣~,~生
誘	jiɐu5	~惑,引~
語	ji5	~文
誣	mɐu2	~陷,~告
誤	ŋ̍6	~会,错~
説	sit7b	小~
誰	sui2	疑问代词
課	fu5	上~
誼	ji2	友~
調	tʰiu2	~和,~整
調	tiu6	音~
調	tiu6	~动,~走
談	tʰæŋ2	会~,~论
諒	liøŋ6	原~,~解
論	lɐn2	~语
論	lɐn6	议~,~文
諜	tit8a	间~
諧	hai2	和~
諱	vɔi5	忌~
諸	tsy5	姓;~如此类
諺	jin5	农~,~语
諾	lok8a	承~,~言
謀	mau2	计~,~财害命
謂	vɔi6	称~,所~
謄	tʰɒŋ2	~写,~抄
謊	foŋ1	说~
謎	mɔi2	~语,猜~
謗	poŋ6	诽~
謙	hin1	~虚
講	koŋ3	~话
謝	tsiɛ6	多~;姓
謡	jiu2	歌~,民~
謬	mau6	~论,荒~
謹	kɐn3	~慎,严~
證	tsɐŋ5	~明
譏	kɐi1	~笑
識	sɐk7a	相~,~字
譚	tʰæŋ2	姓,~嗣同
譜	pʰɐu3	族~,歌~
譬	pʰɐi5	~喻,~如
議	ji5	~论,会~
護	fu6	保~,~士
譽	ji5	荣~
變	pin5	~化,改~
讓	jiøŋ6	~位
豆	tɐu6	黄~
豈	hɐi3	~有此理
豉	si6	豆~
豌	uəŋ3	~豆
豎	sʏ6	横~
豔	jin5	鲜~,~丽
豚	tʰin2	海~
象	tsiøŋ6	气~
象	tsiøŋ6	大~
象	tsiøŋ6	印~,想~
豪	hɐu2	~华,~猪
豫	ji2	犹~
豬	tsy7a	~肉
豹	pʰau5	动物,~虎
豺	tsʰai2	~狼
貂	tiu1	~婵,~皮
貌	mau6	礼~
猫	mau7a	大~
貝	pui6	宝~
貝	pui6	川~,~壳
負	fu6	~责,~担
財	tsʰui2	财,发~
貧	pʰɐn2	扶~
貨	fu5	~车,百~
販	fæŋ3	~毒,小~,~卖
貪	tʰæŋ1	~心
貫	kuəŋ5	一~,~彻
貳	ji6	~心
貴	kuɔi5	~重
貶	pin3	~值
買	mai5	~卖
貸	tai5	~款
費	fuɔi5	~用,浪~
貼	tʰit7b	补~
貼	tʰit7b	~纸,~对联[动]
貿	bau6	外~,~易
賀	ho6	祝~,~礼
賂	lɐu5	贿~
賄	kʰui3	受~,~赂
資	tsɐi1	~本
賈	kaⁿ3	姓,~宝玉
賊	tsʰɒʔ8a	做~
賒	siɛ1	~帐
賓	pɐn7a	贵~
賜	sɐi6	赏~
賞	tsiøŋ3	欣~,~金
賠	pʰui2	~钱
賢	ɡin2	~惠,圣~
賣	mai6	买~
賤	tsin6	下~,~人
賦	fu6	天~
質	tsɐt7a	~量,品~
賬	tsiøŋ5	算~,~簿
賭	tɐu3	~博
賴	lai6	依~,无~;姓
賺	tsæŋ6	~钱
購	kɐu5	采~,收~
賽	tsʰui5	比~
贅	tsui6	累~,入~
贈	tsɒŋ6	~送
贊	tsæŋ5	称~,~助
贓	tsioŋ1	~款,贪~枉法
赦	siɛ5	~免
走	tsɐu3	行走
赴	fu6	奔~,~汤蹈火
起	hɐi3	起
趁	tsʰɐn5	~机
超	tsʰiu1	~过
越	jit8b	~来~好
趕	kəŋ3	追~
趙	tsiu6	姓
趣	tsʰui5	兴~
趨	tsʰui1	~势
趾	tsi3	脚~
跌	tit7b	~打
跑	pʰau3	~步
跛	pɔi6	~脚(跛足)[训]
距	kui6	~离
跟	kɐn1	~从
跨	kʰua1	~栏,~度
跪	kuɔi6	下~
路	lɐu6	大~
跳	tʰiu2	~高,起~
跳	tʰiu5	~上跌落(阳平)
踏	tæʔ8b	脚~
踐	tsin6	实~
蹄	tʰɔi2	马~
蹲	təŋ1	蹲下[白]
躁	tsʰɐu5	烦~,暴~
躍	jiak7b	跳~,大~进
身	sɐn1	~体,上~
躱	tu3	~避,~开
躺	tʰoŋ3	平~
車	tsʰiɛ1	火~
車	kui1	象棋,~马炮
軋	tsaʔ7b	~钢厂
軌	kuɔi3	铁~
軍	kuɐn1	~队,参~
軒	hin1	人名用字
軟	jin5	~弱
較	kau5	比~[文]
較	kau5	交换[白]
載	tsui3	一年半~
載	tsui6	~重
載	tsui3	满~而归
輔	fu6	~导,~助
輛	liøŋ3	车~,两~
輝	fuɔi1	光~,~煌
輩	pui5	~分,长~
輪	lɐn2	车~,~流
輯	tsʰɐʔ7a	编~
輸	sy1	~赢
輸	sʏ1	运~
轄	haʔ8a	管~,直~市
轅	jin2	轩~
轉	tsin3	~学,~移,翻~
轉	tsin5	~圈
轍	tsʰit7b	南辕北~;苏~(人名)
轎	kiu7a	坐~,扛~
辛	sɐn1	~苦
辣	læʔ8a	~椒
辦	pæŋ6	~事
辨	pin6	分~,~别
辭	tsʰɐi2	~职,告~
辯	pin6	~论
辰	sɐn2	时~
迂	ji1	~回,~腐
迅	sɐn6	~速
近	kʰɐn5	最~,~来[文]
近	kʰɐn5	远近[白]
迫	pɐk7a	压~,~害[训]
述	sɐt8a	叙~
迷	mɔi2	入~,~路
追	tsui1	~求[文]
追	tsui1	追赶,赶走[白]
退	tʰui5	后~,~步[文]
退	tɐn5	向后退[白]
逃	tʰɐu2	~走
透	tʰɐu5	~明
途	tʰɐu2	前~
逗	tɐu5	~留,~号
逗	tɐu6	水~
逝	sɔi6	~世
造	tsʰɐu5	创~
連	lin2	~长;大~(地名)
逮	tɔi6	~捕
進	tsɐn5	~步,前~
逵	kʰuɔi2	人名用字,李~
逸	jɐt8a	劳~结合
逾	ji2	超过,~期
遁	tʰɐn5	逃~
遂	sui6	杀人未~
遇	ji5	遭~,相~,~到
遊	jiɐu2	~泳,旅~
運	vɐn6	~气,好~
遍	pʰin5	三~,~地,普~
過	ku5	~去,~头
道	tɐu6	~理
達	tæʔ8a	发~,~到
違	vɔi2	~反
遜	sɐn5	~色,谦~
遞	tɔi6	传~,邮~员
遠	jin5	永~
遣	hin3	派~
遥	jiu2	逍~
遭	tsɐu1	~遇,~殃
遮	tsiɛ1	遮挡[动];伞[名]
遲	tsʰi2	~到,推~
遵	tsin1	~守
遷	tsʰin1	升~,~怒
選	sin3	~择,挑~
遺	vɔi2	~失,~憾
遼	liu2	~宁,~国
避	pɐi6	逃~
邀	jiu1	~请
邁	mai6	豪~,~步
還	uæŋ2	~原[文]
還	uæŋ2	~钱[白]
還	uæŋ2	~有[白]
邊	pin1	~疆,旁~
那	na6	~里;姓
邦	poŋ1	~国;刘~(人名)
邪	tsʰiɛ2	~气,~门歪道
邵	siu5	姓
郊	kau1	~区
郎	loŋ2	新~;姓,~平
郡	kuɐn6	~主
部	pɐu1	~队,干~
郭	kuok7b	姓,~靖
郵	jiɐu2	~票,~电局
都	tɐu1	首~,~市
都	tɐu1	都是
鄂	ɡok8a	湖北简称
鄉	hiøŋ1	家~
鄒	tsɐu1	姓,~家华
鄙	pʰɐi3	卑~,~视[文]
鄙	pʰɐi3	差劲[白]
鄧	tɒŋ6	姓,~小平
鄰	lɐn2	~居
酉	jiɐu5	地支,申酉戌亥
酌	tsiak7b	斟~,~情
配	pʰui5	分~,搭~
酒	tsɐu3	~精
酥	sɐu1	脆,杏仁~
酬	tsʰɐu2	应~,~谢
酵	hau6	发~,~母片
酸	sin1	~甜
醃	jit7b	腌制
醇	sɐn2	酒味~
醉	tsui5	~酒
醋	tsʰɐu5	陈~
醜	tsʰɐu3	出~[文]
醜	tsʰɐu3	长得丑[白]
醫	ji1	~生
醬	tsiøŋ5	沙茶~,辣椒~
醮	tsiu6	打~(做法事),再醮(嫁人)
釀	jiøŋ6	~豆腐[训]
釅	jiŋ2	~茶
釉	jiɐu6	上~,~彩
里	lɐi5	公~
野	jiɛ5	~人
量	liøŋ6	衡~,~尺寸
量	liøŋ6	数~
釐	lɐi2	~米
金	kɒŋ1	~银
釜	fu3	破~沉舟
針	tsɐŋ1	~线,~对
釣	tiu5	~鱼
釵	tsʰai1	宝~
鈍	tɐn6	迟~,~角
鈔	tsʰau1	~票
鈞	kuɐn1	千~一发
鉗	kʰin7a	~工,火~
鉛	jin2	~笔,~球
鉢	pək7b	花~(花盆),衣~
鉤	ŋɐu7a	鱼~
鉸	kau5	~剪
銀	ɡɐn2	金~,~行
銜	hɔŋ2	军~;叼在嘴里
銲	fəŋ7a	电~,~接
銷	siu1	供~社,~售
銹	sɐu5	铁~
銼	tsʰu5	~刀
鋤	tsʰo2	~草,~禾日当午
鋪	pʰɐu1	~路,床~
鋪	pʰɐu5	店~,当~
鋭	jui6	尖~,~角
鋸	kui5	电~
鋼	koŋ5	炼~,~笔
錐	tsui7a	圆~
錘	tsʰui2	铁~[名];[动]
錢	tsʰin2	~财
錦	kɒŋ3	~绣,~旗
錨	bau2	抛~
錮	ku5	禁~
錯	tsʰu5	~误
錯	tsʰo5	~开,~杂
錶	piu7a	手~
鍊	lin6	~丹,锻~
鍍	tɐu6	电~
鍘	tsæʔ8b	~刀
鍛	tin6	~炼
鍵	kin5	关~,~盘
鎖	su3	~匙
鎮	tsɐn5	~长,~压
鏟	tsʰæŋ3	~草
鐧	kæŋ3	杀手~
鐮	lin7a	镰刀,禾~
鐲	tsək8a	手~
鐵	tʰit7b	~皮
鑄	tsi5	~铁,~钢
鑊	vok8b	锅
鑑	kæŋ5	~定
鑲	siøŋ1	~牙
鑼	lu2	~鼓
鑽	tsin5	~孔,~山洞[动]
鑽	tsin5	电~[名],~石
鑿	tsiok8a	用凿子凿
链	lin7a	项~,~条
長	tsiøŋ3	生~,省~
長	tsʰiøŋ2	~期,~短
門	bəŋ2	关~
閂	saŋ1	~门,门~
閃	sin3	~开
閉	pɔi5	关~
開	fui1	公~,~门
閏	jɐn6	~月
閑	hæŋ2	~事,空~
間	kæŋ6	房~,中~
間	kæŋ5	~断,离~[文]
間	kæŋ5	隔开[白]
閘	tsaʔ8b	铁~,跳~
閣	kok7b	~楼;~下
閨	kuɔi1	~房
閩	bɐn5	福建简称,~南
閲	jit8a	~读
閹	jin1	~鸡,~猪
閻	jin2	~罗王;姓
闊	fək7b	开~
闖	tsʰoŋ3	~祸,李~王
關	kuæŋ1	~门,海~
阮	jin3	姓,~玲玉
防	foŋ2	~止,国~
阻	tso3	~止,~力
阿	o1	~胶;~弥陀佛
阿	a1	~爸
附	fu6	~近,~带
陋	lɐu6	简~
降	koŋ5	下~,~低
降	hoŋ2	投~
限	hæŋ6	期~,~制
陛	pɐi5	~下
陝	sin3	~西
陡	tɐu3	斜度大,~峭
院	jin3	医~,~长
陣	tsɐn6	~雨
除	tsʰy2	~法
陪	pʰui2	~同
陰	jiɒŋ1	~天
陳	tsʰɐn2	姓;~列,~皮
陵	lɐŋ2	中山~
陶	tqʰɐu2	~瓷;姓
陷	hæŋ6	~害,~井
陽	jiøŋ2	太~;揭~(地名)
