#漢字	音標	解釋
#簡稱	/	淸末蘇州讀書音
#全稱	/	《鄉音字類》所載的淸末蘇州讀書音
#聲母	/	
#韻母	/	
#聲調	/	44 1 1a 陰平 ꜀,223 2 1b 陽平 ꜁,51 3 2a 陰上 ꜂,31 4 2b 陽上 ꜃,523 5 3a 陰去 ꜄,312 6 3b 陽去 ꜅,4 7 4a 陰入 ꜆,23 8 4b 陽入 ꜇
#版本	/	2022-03-25
#錄入人	/	樛木
#參考資料	/	《一百年前的蘇州話》《蘇州同音字匯1892》《鄉音字類》
#說明	/	符號說明：IPA後的“*”表示讀音可能存疑，如聲母z、dz，dʐ、ʐ歸屬存疑，陽上陽去歸屬存疑等。<br><br>聲調：[1]陰平44 [2]陽平223 [3]陰上51 [4]陽上31 [5]陰去523 [6]陽去312 [7]陰入4 [8]陽入23<br>關於調值：Edkins於19世紀五六十年代（早於《蘇州同音字彙》的成書時間）記載的蘇州話單字調分別爲：[1]陰平53 [2]陽平13 [3]陰上55 [4]陽上31 [5]陰去35 [6]陽去113 [7]陰入5 [8]陽入1，僅供參考。<br><br>來源：樛木整理自《蘇州同音常用字彙》（載於《一百年前的蘇州話》）、《蘇州同音字彙1892》、《鄉音字類》<br>	<br>說明1：《蘇州同音字彙1892》聲母w、y不區分清濁，半濁聲母m、n、l缺乏直接資料標明聲調陰陽者本表皆歸入陽調，故本表給出的陰陽調可能與實際有出入。並且韻母uah不區分[uɑʔ][uaʔ]，故該書中除有資料給出明確發音、區分者，其餘全記作[uɑʔ]。<br>此外，《鄉音字彙》聲調不分陰陽，則聲母爲次濁者除有資料支持者外，本人一般作歸入陽調處理。<br><br>說明2：	本表有部分漢字選自陸基《蘇州同音常用字彙》，書中只給出了讀音但是沒有標聲調，故對於沒有明確資料記載漢字的讀音採用今音。對於與各資料記載不一致的讀音，給出的是推測的讀音，並在注釋中標出今音或資料中的標音。<br><br>說明3：	本表多數漢字選自《鄉音字類》，該書主要記載了十九世紀蘇州話文讀音，成書於1877年，作者陸懋修。<br><br>說明4：	本表採用的擬音主要出自蔡佞《19世紀末的蘇州話》，但沒有採用ɒ、iɒ、uɒ，ɒʔ、iɒʔ、uɒʔ，依舊採用ɑ、iɑ、uɑ，ɑʔ、iɑʔ、uɑʔ<br>	<br>說明5：《蘇州同音字彙1892》中in韻分[iən][iɪn]，但分法存疑，一般以讀[iɪn]爲主，只有“人忍㣼認”明確記載讀[ȵiən]。其餘讀[-iən]者以論文《19世紀末的蘇州話》中的記載及韻書推導爲依據；<br>該時期的蘇州話語音特點：<br>① 仍有字分[o][uo]，但也在合併階段；<br>② 今e韻分[-e]和[-æ̃]，ie韻分[-ie]和[-iæ̃]，大部分[əu]讀作[u]，還有少數讀[uo]。<br>③ [yn]都讀[yən]， [øʏ]都讀[əʏ]；<br>④ [iø]有人擬作[yø]，[io]有人擬作[yo]，[ioŋ]有人擬作[yoŋ]，[ioʔ]有人擬作[yoʔ]，[iɑ̃]有人擬作[yɑ̃]（實際可能是[yɒ̃]），這是是因爲介音i受主元音影響而變圓唇。<br><br>說明6：發音盡量以其資料中記載爲准。記音以蔡佞《19世紀末的蘇州話》中的擬音爲基準。但擬聲字的讀音以資料記載爲準，不類推。<br><br>說明7：	部分元音從19世紀末至今的演變路徑（可能）：<br>ʯ→ʮ <br>ɔ→ɒ→o/ɑ→o/a（新派） <br>部分u→ᵊu→əu 部分u→β̩/v̩ 部分u→o <br>大部分uo→o 少部分uo→o→u→ᵊu→əu <br>i→iⱼ→ɨ̻ y→yⱼ <br>e→ᴇ ie→iᴇ→iɪ→i ue→uᴇ <br>ɐɵ→ɐə→ɐ→æ <br>iɐɵ→iɐə→iɐ→iæ <br>əʏ→øʏ→eɪ（新派） iʏ→y <br>æ̃→ɛ→ᴇ iɛ̃→iɛ→iᴇ→iɪ→i uæ̃→uɛ→uᴇ <br>œ̃→ø iœ̃→iø uœ̃→uø <br>iən→iɪn→in iɪn→in yən→yn <br>aŋ→ã iaŋ→iã uaŋ→uã <br>ɔŋ→ɒ̃→ɑ̃→ã（新派） iɔŋ→iɒ̃→iɑ̃→iã（新派） uɔŋ→uɒ̃→uɑ̃→uã（新派） iɔŋ→iɒ̃→iɑ̃→iã（新派） <br>部分iɪʔ→iəʔ yɪʔ→yəʔ uoʔ→oʔ<br>	<br>說明8：在蔡佞的論文《19世紀末的蘇州話》中將翹舌音擬作[tʃ]、[tʃʰ]、[ʃ]、[ʒ]、[dʒ]，爲本表所採用的翹舌音擬音。陸基的翹舌音記爲[tʂ]、[tʂʰ]、[ʂ]、[ʐ]，與傳統意義上的老派蘇州話資料記音相同，不分[dʐ][ʐ]。李軍的論文《蘇州方言字書<鄉音字類>簡介及同音字彙》中把翹舌音擬作[tʂ]、[tʂʰ]、[ʂ]、[ʐ]、[dʐ]。其實在《鄉音字類》時代，[dz][z]、[dʐ][ʐ]就已出現相混的現象了，且之後分別併入[z]、[ʐ]；1877年陸懋修編纂的《鄉音字類》不區分[dz][z]，但1892年傳教士編纂的《蘇州方言字音表》仍區分[dz][z]，[dʐ][ʐ]則兩者都區分，不過該書中指出在當時的口語中[dʐ]位於詞首時讀作[ʐ]，[dz]位於詞首時讀作[z]。
毨	siɛ̃3	羽毛新生，整齊美麗的樣子
毫	ɦɐɵ2	一絲一～
毬	dʑiʏ2	
毯	tʰæ̃3	～子
毳	tsʰe5	
毿	se1	
毹	ɦy2	
毼	əʔ7	
毽	tɕiɛ̃5	踢～子，卽踢絹踢
氂	mɐɵ2	
氄	ʒoŋ4	
氅	tʃʰaŋ3	鶴～
氈	tʃœ̃1	
氉	sɐɵ5	
氏	ʒʯ4	
氏	zɿ6	
氐	ti3	
氐	ti1	
民	miɪn2	～權
氓	mən2	
氓	mɔŋ2	流～
氛	fən1	
氛	vən2	
氣	tɕʰi5	一團和～
氤	iɪn1	
氳	yən1	
水	ʃʯ3	白讀
水	se3	文讀，今一般不用。評彈採用的中州韻讀作[ʂuᴇ⁵¹]
永	ioŋ3	
氽	tʰən3	～辣水面浪
氾	fæ̃5	大水漫溢
氿	kue3	
汀	tiɪn1	水門～：水泥
汀	tʰiɪn1	
汁	tʃəʔ7	
求	dʑiʏ2	～人不如～己
汆	tʰən3	應寫作“氽”
汆	tsʰœ̃1	白讀：～糟魚
汊	tsʰo5	～港
汋	tʃɑʔ7	
汍	ɦuœ̃2	
汎	fæ̃5	同“泛”，漂浮；普遍，廣泛
汏	dɑ6	～衣裳
汐	ziɪʔ8	
汔	ɕiɪʔ7	
汕	sæ̃5	①魚游來游去的樣子。②用竹子編成的捕魚工具
汗	ɦœ̃6	
汙	u1	
汛	siən5	
汜	zɿ4	
汞	ɦoŋ4	
江	tɕiɔŋ1	讀書音
江	kɔŋ1	白讀
池	dʒʯ2	魚～
汧	tɕʰiɛ̃1	～水：今千河的古稱。源出甘肅省，流經陝西省入渭河
汩	kuəʔ7	
汪	uɔŋ1	姓
汭	ze6	
汰	tʰe5	淘～
汲	tɕiɪʔ7	
汳	biɛ̃6	古河名，又稱汴水
汴	biɛ̃6	河南省開封市的別稱
汶	vən6	
汹	ɕioŋ1	
決	tɕyɪʔ7	～計
汽	tɕʰi5	～水
汾	vən2	
沁	siɪn5	
沂	ȵi2	
沃	uoʔ7	～土
沃	oʔ7	
沄	ɦyən2	水波流轉的樣子
沅	ȵiœ̃2	
沆	ɔŋ1	
沈	ʃən1	
沈	ʃən3	姓
沉	dʒən2	～下去
沋	ɦiʏ2	
沌	dən6	
沌	dən4	
沐	moʔ8	
沒	məʔ8	
沓	dɑʔ8	
沓	dəʔ8	
沖	tʃʰoŋ1	～開水
沙	so1	～灘
沚	tʃʯ3	
沛	pʰe5	
沒	məʔ8	沉～
沫	mo2	
沫	me6	
沫	məʔ8	吐～
沭	ʒoʔ8	
沮	tsi1	
沰	toʔ7	滴～
沱	du2	水灣，多用於地名
河	ɦu2	～灘頭：河邊
沴	li6	
沸	fəʔ7	可能爲誤讀
沸	fi5	
油	ɦiʏ2	
沺	diɛ̃2	～～：（水勢）廣闊無邊
治	dʒʯ6	
沼	tʃɐɵ3	
沼	tʃɐɵ5	
沽	ku1	①買；賣。②釣取、謀取
沾	tʃœ̃1	
沿	ɦiɛ̃2	～仔：沿著，一直傍著
況	huɔŋ5	～且
泂	tɕioŋ3	
泄	ɦi6	
泅	zəʏ2	～水
泆	ɦiɪʔ8	
泉	dziɛ̃2	～水
泉	ziɛ̃2	
泊	pʰoʔ7	
泊	boʔ8	
泌	pi5	
泐	ləʔ8	
泓	ɦoŋ2	
泔	kœ̃1	米～水
法	fɑʔ7	
法	faʔ7	
泖	mɐɵ4	
泗	sɿ5	
泚	tsʰɿ3	
泛	fæ̃5	河底～：由於氣溫驟變，河水急劇上下對流的現象
泝	su5	
泠	liɪn2	
泡	pʰɐɵ5	飯～粥
泡	pʰɐɵ1	
波	pu1	
泣	tɕʰiɪʔ7	哭～
泥	ȵi2	爛～
泫	ȵiœ̃4	
泭	fu1	
泮	pʰœ̃5	
泯	miɪn4	
泰	tʰɑ5	～伯廟橋
泰	tʰe5	文讀
泱	iaŋ1	
泲	tsi3	
泲	tsi5	
泳	ioŋ5	游～
洄	ɦue2	
洊	tsiɛ̃5	
洋	ɦiaŋ2	
洌	liɪʔ8	
洎	tɕi5	
洏	əl2	
洑	voʔ8	
洒	sɑ3	
洒	se3	
洗	siɛ̃3	同“冼”
洗	si3	
洙	tʃʯ1	
洚	tɕiɔŋ5	
洛	loʔ8	
洞	doŋ6	
洟	ɦi2	
津	tsiən1	天～
洧	ue3	
洩	siɪʔ7	～漏
洪	ɦoŋ2	姓
洫	ɕyɪʔ7	
洮	tʰɐɵ1	
洲	tʃəʏ1	
洳	ʒʯ2	
洴	biɛ̃4	～澼
洴	biɪn2	
洵	siɪn1	
洶	ɕioŋ1	聲勢～～
洸	kuɔŋ1	
活	ɦuəʔ8	
洼	uo1	
洽	ɦiɪʔ8	接～
派	pʰɑ5	～一個人去
派	pʰe5	
洿	u1	～池：水塘
流	ləʏ2	
淨	ziɪn6	乾～
浙	tʃəʔ7	～江
浚	tsiɪn5	
浜	paŋ1	
浞	tʃoʔ7	
浡	bəʔ8	
浣	ɦuœ̃4	
浣	uœ̃3	
浥	iɪʔ7	
浦	pʰu3	姓
浩	ɦɐɵ4	用途～繁
浩	ɦɐɵ6	據《集韻》：居號切
浪	lɔŋ6	～頭
浮	vəʏ2	～泡泡
浴	ɦioʔ8	
海	hæ̃3	理論上應讀[he⁵¹]
海	he3	～貨
浸	tsiɪn5	～胖：在液體中浸泡而發脹
浹	tsiɪʔ7	
浼	me3	
涄	pʰiɪn1	
涅	ȵiɪʔ8	
涇	tɕiɪn1	洋～浜：指夾雜漢語的不標準外語，引申爲不標準的方言或語言
消	siɐɵ1	～化
涉	dʒəʔ8	幹～
涊	ȵiɛ̃4	出汗的樣子
涌	ioŋ3	
涎	dzæ̃2	口水。理論上聲母爲[z]
涑	soʔ7	
涒	tʰən1	
涓	tɕiœ̃1	
涔	zən2	
涕	tʰi5	
涖	li6	
涪	bəʏ2	
涯	ɦiɑ2	
涯	iɑ1	
液	ɦiɪʔ8	津～
涴	uæ̃3	～演：（水流）曲折蜿蜒
涵	ɦœ̃2	包～
涸	hoʔ7	乾～～
涼	liaŋ2	風～
涿	tʃoʔ7	
淄	tsɿ1	
淅	siɪʔ7	
淆	ɦiɐɵ2	
淇	dʑi2	
淋	liɪn2	血～帶渧：鮮血淋淋
淋	liɪn2	
淌	tʰɔŋ3	
淑	ʒoʔ8	
淒	tsʰi1	～涼
淘	dɐɵ2	～米
淙	tsɔŋ1	
淚	li6	白讀：眼～
淚	le6	
淛	tʃəʔ7	
淜	pʰən1	
淝	vi2	
淞	soŋ1	吳～
淟	tʰiɛ̃3	～涊：污濁，卑劣；熱風，悶熱；軟弱，懦怯
淠	pʰi5	
淡	dæ̃4	～刮刮：形容味淡如水
淢	ɦyɪʔ8	
淥	loʔ8	
淦	kœ̃5	
淨	dziɪn6	乾～
淨	ziɪn4	
淩	liɪn2	
淪	lən2	
淫	ɦiɪn2	～穢
淮	ɦuɑ2	白讀：～上
淮	ɦue2	
淰	ʃən3	
深	ʃən1	
淴	huəʔ7	～浴
淵	iœ̃1	
混	huən5	～日脚
混	ɦuən4	
淹	iɛ̃1	
淺	tsʰiɛ̃3	深～
添	tʰiɛ̃1	～麻煩
清	tsʰiɪn1	～爽；～潔
渙	huœ̃5	～散
渚	tʃʯ3	
渚	tʃʰʯ3	
減	kæ̃3	白讀：～肥
減	tɕiɛ̃3	文讀
渝	ɦy2	
渟	diɪn2	
渠	dʑy2	
渡	du6	踏～擎：從駁岸上走下河沿的石級
渢	fæ̃5	《集韻》：孚梵切
渢	voŋ2	
渣	tso1	
渤	bəʔ8	
渥	oʔ7	
渦	u1	旋～
渫	siɪʔ7	
測	tsʰɑʔ7	
測	tsʰəʔ7	～量
渭	ɦue6	
港	tɕiɔŋ3	讀書音
港	kɔŋ3	
渰	iɛ̃3	雲興起的樣子
渲	ɕiœ̃5	～染
渴	kʰəʔ7	口～
游	ɦiʏ2	
渺	miɐɵ6	
渺	miɐɵ4	
渼	me3	
渾	ɦuən2	
湃	pʰe5	
湄	me2	
湉	diɛ̃2	～～：形容水面平靜
湊	tsʰəʏ5	～巧
湍	tʰœ̃1	
湎	miɛ̃6	①沉迷於酒。②～～：流移
湑	si3	
湔	tsiɛ̃1	洗
湖	ɦu2	太～
湘	siaŋ1	～妃竹
湛	dʒən2	
湜	dʒəʔ8	
湢	piɪʔ7	
湣	miɪn4	古同“閔”。聲調的陰陽存疑
湧	ioŋ3	
湫	tsʰiɐɵ1	
湮	iɛ̃1	～滅
湯	tʰɔŋ1	
湲	ɦiœ̃2	
漵	zi4	
溈	kue1	
溉	ke5	灌～
溏	dɔŋ2	
源	ȵiœ̃2	～頭上
溘	ɦəʔ8	
溜	ləʏ6	
溝	kəʏ1	開～
溞	sɐɵ1	
溟	miɪn2	
溠	tso5	
溢	iɪʔ7	
溥	pʰu3	
溧	liɪʔ8	
溪	tɕʰi1	
溫	uən1	姓
溯	su5	
溱	tsən1	
溲	səʏ1	
溲	səʏ3	～粉
溶	ɦioŋ2	
溷	ɦuən6	
溺	ȵiɪʔ8	沈～
溽	ʒoʔ8	
滁	dʒʯ2	
滂	pʰɔŋ1	
滂	bɔŋ2	
滃	oŋ3	
滄	tsʰɔŋ1	～浪亭
滅	miɪʔ8	
滇	diɛ̃2	雲南省的簡稱
滉	huɔŋ3	
滋	tsɿ1	～潤
滌	diɪʔ8	
滎	ɦioŋ2	
滑	ɦuaʔ8	～石
滓	tsɿ3	渣～
滔	tʰɐɵ1	～～不絕
滕	dən2	
滙	ɦue2	
滫	səʏ3	
滬	ɦu4	指上海
滯	dʒʯ6	
滲	sən5	～漏
滴	tiɪʔ7	
滷	lu4	咸菜～
滸	hu3	水～
滸	ɕy3	～墅關
滹	hu1	～沱河：在河北省西部
滾	kuən3	～水
滾	kuən1	
滿	mœ̃4	
漁	ɦy2	
漂	pʰiɐɵ1	
漂	pʰiɐɵ3	
漆	tsʰiɪʔ7	～匠
漈	tsi5	
漉	toʔ7	
漉	loʔ8	
漏	ləʏ6	
漓	li2	
演	iɛ̃3	～戲
漕	dzɐɵ2	～糧
漕	zɐɵ2	
漕	zɐɵ6	又音。理論上聲母爲[dz]
漘	ʒən2	
漙	dœ̃2	
漚	əʏ5	
漚	əʏ1	
漠	moʔ8	
漢	hœ̃5	好～
漣	liɛ̃2	水面被風吹起的波紋：～漪
漦	ʒʯ2	
漦	li2	
漪	i1	
漫	mœ̃6	水～金山
漬	tsɿ5	
漯	tʰaʔ7	
漱	səʏ5	～口
漲	tʃaŋ3	水～船高
漲	tʃaŋ5	
漳	tʃaŋ1	
漶	ɦuæ̃6	漫～：模糊不可辨別，引申爲東西敝壞不能分辨
漸	dziɛ̃6	～進
漸	tsiɛ̃1	～浸：浸潤，漬染
漸	ziɛ̃4	
漾	ɦioŋ2	
漾	ɦiaŋ6	
漿	tsiaŋ1	
潁	iɪn3	
潏	tɕyɪʔ7	
潑	pʰəʔ7	～水
潔	tɕiɪʔ7	
潕	vu4	
潘	pʰœ̃1	姓
潛	dziɛ̃2	～力
潝	ɕiɪʔ7	
潞	lu6	水名，在山西省
潠	sən5	
潢	ɦuɔŋ2	
潤	ʒən6	
潦	lɐɵ4	
潨	zoŋ2	
潭	dœ̃2	
潮	dʒɐɵ2	～水
潯	ziɪn2	南～
潰	ɡue6	～兵
潺	zæ̃2	水聲～～
潼	doŋ2	
澀	səʔ7	
澂	dʒən2	
澄	dzaŋ2	白讀：洋～湖
澄	zaŋ2	白讀
澄	dʒən2	
澆	tɕiɐɵ1	～菜
澈	tʃʰəʔ7	清～
澌	si1	
澍	tʃʯ5	
澎	pʰən1	
澒	ɦoŋ4	
澗	kæ̃5	白讀：山～水
澗	tɕiɛ̃3	
澗	tɕiɛ̃5	文讀
澘	se1	
澠	ʒən2	
澡	tsɐɵ3	
澣	uœ̃3	
澤	dzəʔ8	
澤	zəʔ8	
澥	ho3	
澦	ɦy6	
澧	li4	
澨	ʒʯ6	
澩	ɦioʔ8	
澮	kʰue5	
澱	diɛ̃6	～粉
澳	ɐɵ5	～洲
澳	ioʔ7	
澴	ɦuæ̃2	漩～：水波迴旋湧起
澶	dʒœ̃2	
澹	dæ̃2	～臺
澹	dæ̃4	～泊
澼	pʰiɪʔ7	
澾	tʰaʔ7	滑裡滑～
激	tɕiɪʔ7	
濁	dʒoʔ8	
濂	liɛ̃2	～溪：水名，在湖南省
濃	ȵioŋ2	～茶
濆	vən2	
濈	tsʰiɪʔ7	
濉	se1	
濕	ʃəʔ7	
濘	ȵiɪn6	
濛	moŋ2	細雨～～
濞	bi6	
濟	tsi5	
濠	ɦɐɵ2	城～
濡	ʒʯ2	
濤	dɐɵ2	
濩	ɦu6	布～：流散，散佈
濫	læ̃6	～和調：形容一味附和別人的意見
濬	siɪn5	
濮	boʔ8	
濯	dʒoʔ8	
濰	vi2	
濱	piɪn1	
濺	tsiɛ̃1	～～：流水聲
濺	tsiɛ̃5	①液體向四方飛射。②沾染
濺	zæ̃6	～得一身葛泥。非本字，正字疑爲“灒”
濼	liɪʔ8	
濾	lu2	疑爲“瀘”之誤
瀁	ɦiaŋ6	
瀆	doʔ8	木～
瀉	dzɑ6	
瀉	siɑ5	水～，水很快流去
瀋	ʃən3	
瀌	piɐɵ1	
瀏	ləʏ2	客人～脫哉
瀐	tsiɛ̃1	
瀑	boʔ8	～布
瀕	piɪn1	
瀘	lu2	水名，在四川省
瀚	ɦœ̃6	
瀛	ɦiɪn2	
瀝	liɪʔ8	竹～
瀟	siɐɵ1	
瀡	se3	
瀣	ɦiɑ6	
瀦	tʃʯ1	
瀧	ʃɔŋ1	
瀨	le6	
瀰	mi2	
瀰	mi4	
瀱	tɕi5	
瀲	liɛ̃4	～灎：猶“瀲瀲”，水溢貌；相連貌
瀺	zæ̃2	～唾
瀼	ʒaŋ2	
瀾	læ̃2	～～：淚下貌
灃	foŋ1	
灋	faʔ7	
灌	kuœ̃5	澆～
灎	ɦiɛ̃6	
灑	sɑ3	～掃
灑	se3	
灒	zæ̃6	～得一身葛泥
灘	tʰæ̃1	唱～簧
灘	tʰe1	
灛	tʃʰœ̃3	
灝	ɦɐɵ4	
灣	uæ̃1	臺～
灤	lœ̃2	
灨	kœ̃3	
火	hu3	～冒：發怒。|～鉗、～夾：用灶頭燒火時夾住稻草送進灶膛的工具
灯	tən1	
灰	hue1	
灶	tsɐɵ5	
灸	tɕiʏ3	
灸	tɕiʏ3	針～
灸	tɕiʏ5	又音
灺	siɑ3	
灼	tʃɑʔ7	豆～
災	tse1	～難
灾	tse1	
炅	tɕioŋ3	
炊	tsʰe1	
炎	ɦiɛ̃2	肺～
炒	tsʰɐɵ3	～飯
炕	kʰɔŋ5	
炘	ɕiən1	
炙	tʃəʔ7	～骨
炤	tʃɐɵ5	
炫	ɦiœ̃6	
炭	tʰæ̃5	剛～：質料好的木炭，耐燒
炮	pʰɐɵ1	
炮	bɐɵ2	
炯	tɕioŋ5	
炯	tɕioŋ3	
炰	bɐɵ2	
炳	piɪn3	
爲	ɦue2	
爲	ɦue6	
烈	liɪʔ8	
烊	ɦiaŋ2	燒～葛哉
烋	hɐɵ1	
烏	u1	～鵲橋
烕	miɪʔ8	
烖	tse1	
烘	hoŋ1	暖～～
烙	loʔ8	
烜	ɕiœ̃3	
烝	tʃən1	
烤	kʰɐɵ3	～火
烰	vəʏ2	
烹	pʰən1	
烽	foŋ1	
焄	ɕyən1	①煙火向上冒。②香、臭的氣味
焉	iɛ̃1	
焌	tsiɪn5	
煥	huœ̃5	顕～
焙	be6	
焚	vən2	
焜	ɦuən4	
焞	tʰən1	
焠	ze6	
焠	tsʰəʔ7	
無	m̩2	～不：没有
無	vu2	
焦	dziɐɵ2	《集韻》：慈焦切
焦	tsiɐɵ1	心～
焫	siɪʔ7	
焮	ɕiən1	
焰	iɛ̃5	放～口：和尚做佛事超度餓鬼
焰	ɦiɛ̃6	放～口：和尚做佛事超度餓鬼
焱	iɛ̃3	火花、火焰。也可能讀陽上
煆	tœ̃5	疑爲“煅”
煆	ho5	～～熱
煇	hue1	
煌	ɦuɔŋ2	
煎	tsiɛ̃1	～藥
煏	piɪʔ7	烘乾
煒	ue3	
煔	se1	
煖	nœ̃4	～鍋
煖	ɕiœ̃1	
煙	iɛ̃5	
煙	iɛ̃1	
煜	ioʔ7	
煞	saʔ7	急～
煠	zɑʔ8	油～檜
煠	zaʔ8	用水或用油把食物煮一下：～蟹
煢	dʑioŋ2	
煤	me2	硬～
煥	huœ̃5	
煦	ɕy3	和～
煦	ɕy5	又音
照	tʃɐɵ5	
煨	ue1	
煩	væ̃2	弗耐～
煬	ɦiaŋ2	
煮	tʃʯ3	
煲	pɐɵ1	～一～
煽	ʃœ̃1	～惑人心
煽	ʃœ̃5	又音
熄	siɪʔ7	
熇	hoʔ7	
熊	ɦioŋ2	姓
熏	ɕyən1	
熒	ɦioŋ2	
熙	ɕi1	
熛	piɐɵ1	
熝	toʔ7	
熟	ʒoʔ8	生～
熠	ɦiɪʔ8	
熨	ɦyən6	～斗
熨	yɪʔ7	
熬	ŋɐɵ2	～膏藥
熯	hœ̃5	
熱	ʒəʔ8	文讀
熱	ȵiɪʔ8	白讀
熲	tɕioŋ3	
熸	tsiɛ̃1	①熄滅。②潰敗。③燒毀，滅亡
熹	ɕi1	
熺	tʃʯ5	
熾	tʃʯ5	
燀	tʃʰœ̃3	
燁	ɦiɪʔ8	
燂	ziɛ̃2	
燃	ʒœ̃2	～燒
燅	ziɛ̃2	
燈	tən1	～柱
燉	tən1	～～熟
燉	tʰən1	
燋	tsiɐɵ5	
燋	tsiɐɵ1	
燎	liɐɵ4	
燎	liɐɵ6	
燐	liən2	
燒	ʃɐɵ1	
燔	væ̃2	①炙烤，焚燒。②宗廟祭祀所用的熟肉
燕	iɛ̃5	～子
燙	tʰɔŋ5	～手
燜	mən6	
燜	mən1	燜～
營	ɦiɪn2	～盤：軍營
營	ɦioŋ2	
燠	ioʔ7	
燥	sɐɵ3	又音
燥	sɐɵ5	乾～
燦	tsʰæ̃5	～爛
燦	tsʰe5	
燧	ze6	
燬	hue3	
燭	tʃoʔ7	
燮	siɪʔ7	
燹	siɛ̃3	野火。多指兵亂中縱火焚燒：兵～
燻	ɕyən1	～魚
燼	tsiən5	
燾	dɐɵ6	
爆	pɐɵ5	～眼睛；～炒米花
爆	boʔ8	
爉	lɑʔ8	
爍	ʃɑʔ7	閃閃～～
爐	lu2	風～
爓	ziɛ̃2	
爗	ɦiɪʔ8	
爚	ɦiɑʔ8	
爛	læ̃6	～泥：泥土
爝	ziɑʔ8	
爞	dʒoŋ2	
爟	kuœ̃5	
爨	tsʰœ̃5	分～
爪	tsɐɵ3	脚～
爬	bo2	
爭	tsaŋ1	
爭	tsən1	
爮	bɐɵ2	聲調類推，《字彙》：蒲交切，音庖。
爰	ɦiœ̃2	
爲	ɦue6	
爲	ɦue2	
爵	tsiɑʔ7	
父	vu6	
爸	pɑʔ7	
爹	tiɑ1	阿～
爺	ɦiɑ2	
爺	iɑ1	～娘。今讀陽平
爻	ɦiɐɵ2	
爽	ʃɔŋ3	
爽	ʃaŋ3	人逢好事精神～
爽	sɔŋ3	白讀
爾	əl4	
爿	bæ̃6	兩半～
牁	kʰu1	
牂	tsɔŋ1	
牆	dziaŋ2	～頭浪：墻上
牆	ziaŋ2	
片	pʰiɛ̃5	洋～
版	pæ̃3	～～六十四：舊時鑄錢的銅模，每版鑄六十四枚銅錢，比喩不知變通，不能通融，行事刻板，也比喩板著臉，一副不可侵犯的樣子
牉	pʰœ̃5	
牋	tsiɛ̃1	
牌	be2	文讀
牌	bɑ2	白讀
牏	tʰəʏ1	
牐	zaʔ8	
牒	diɪʔ8	
牓	pɔŋ3	肩～
牕	tʃʰɔŋ1	
牖	ɦiʏ4	
牘	doʔ8	尺～
牙	ŋɑ2	白讀
牙	ɦiɑ2	文讀
牙	iɑ1	
牛	ȵiʏ2	
牝	biɪn4	雌性動物，與“牡”相對
牝	biɪn6	
牟	məʏ2	
牡	mɐɵ4	～丹
牡	məʏ4	
牢	lɐɵ2	
牧	moʔ8	～羊
物	məʔ8	白讀：～事
物	vəʔ8	
牮	tsiɛ̃5	～房子
牲	saŋ1	白讀：衆～
牲	sən1	
牷	tsʰiɛ̃1	古代用作祭品的純色全牲
特	dəʔ8	～别
牼	kʰən1	
牽	tɕʰiɛ̃1	～牛
牿	koʔ7	
犀	si1	～角
犁	li2	
犂	li2	
犄	i1	
犆	dəʔ8	
犍	dʑiɛ̃2	～爲：地名，在四川省
犒	kʰɐɵ5	
犖	loʔ8	
犚	ɦue6	
犛	mɐɵ2	
犧	ɕi1	
犢	doʔ8	小牛
犤	bi2	
犩	ŋue2	古代中國西南山區一種很大的野牛。亦稱“犪牛”
犫	dʒəʏ2	
犬	tɕʰiœ̃3	
犬	tɕʰiœ̃1	
犯	væ̃4	～人
犴	ŋœ̃6	
狀	ʒɔŋ6	
狀	dʒɔŋ6	
狁	yən3	
狂	ɡuɔŋ2	～妄
狃	ȵiʏ4	
狄	diɪʔ8	姓
狎	aʔ7	
狎	ɦiaʔ8	
狐	ɦu2	～狸精
狒	fi5	
狗	kəʏ3	
狠	ɦən4	
狠	hən3	
狡	tɕiɐɵ3	～滑異常
狩	ʃəʏ5	
狴	bi4	～犴
狷	tɕiœ̃5	
狸	li2	
狹	ɦiaʔ8	文讀
狹	ɦɑʔ8	
狹	ɦaʔ8	白讀：～窄
狺	ȵiɪn2	
狺	ȵiən2	
狻	sœ̃1	
狼	lɔŋ2	黃～
狽	pe5	
猊	ȵi2	
猖	tʃʰaŋ1	～獗
猗	i1	
猘	tʃʯ5	
猙	tsən1	
猛	maŋ4	白讀：～將
猛	mən3	
猜	tsʰe1	
猝	tsʰəʔ7	倉～
猢	ɦu2	～猻：獼猴
猨	ɦiœ̃2	
猩	siɪn1	～～
豬	tʃʯ1	
貓	mɐɵ2	
猭	tʰœ̃5	
猱	nɐɵ2	
猲	tɕiɪʔ7	
猲	ɕiɪʔ7	
猴	ɦəʏ2	
猶	ɦiʏ2	～之乎
猷	ɦiʏ2	
猻	sən1	
猾	ɦuɑʔ8	
猾	ɦuaʔ8	
猿	ɦiœ̃2	
獃	te1	
獄	ȵioʔ8	監～
獄	ŋoʔ8	
獅	sɿ1	～子
獎	tsiaŋ3	
獎	tsiaŋ3	～賞
獐	tsɔŋ1	
獒	ŋɐɵ2	
獝	ɦyɪʔ8	
獧	tɕiœ̃1	
獨	doʔ8	
獪	kue5	
