#漢字	音標	解釋
㮇	tʰiẽ5	~笔
粟	ɕiəu7	另读səu⁵⁴
粤	ʐʯa7	
粥	əu7	
糞	fən5	~便
糧	liaŋ2	
粱	liaŋ2	
粳	kən5	~米
粹	tsʰei5	纯~
糉	tsoŋ5	
精	tɕin1	
糍	tsʰɿ2	~粑
糕	kau1	~点
糖	tʰaŋ2	
糙	tsʰau5	~米
糜	mi2	肉~儿:剁的很碎的肉
糟	tsau1	~糕
糠	kʰaŋ1	
糯	no6	~米
糰	tʰõ2	
系	tɕi5	~鞋带
系	ɕi6	~统
系	ɕi6	联~
素	səu5	
索	so7	绳~
緊	tɕin3	
紫	tsɿ3	
累	lei3	~积
累	li6	~到
累	lei6	好~
累	lei6	连~
絮	ɕi5	棉~
繁	fã2	~重
糾	tɕiəu1	~缠
糾	tɕiəu3	~正
紅	xoŋ2	
紂	əu5	~王
約	io7	
級	tɕi7	
紀	tɕi3	~律
紉	ʐən3	缝~
緯	ui3	
純	tʂʰʯn2	
紗	sɒ1	~布
綱	kaŋ1	
納	nɒ7	~入
縱	tsoŋ5	
縱	tsoŋ5	~横
紛	fən1	
紙	tʂʅ3	~巾
紋	un2	
紡	aŋ5	
紐	ȵiəu3	~带
線	ɕiẽ5	
練	liẽ6	
組	tsəu3	
細	ɕi5	
織	tʂʅ7	
終	tʂoŋ1	
縐	tsəu5	
絆	pã5	~倒了
紹	ʂau6	介~
經	tɕin1	
經	tɕin1	~纬
綁	paŋ3	
絨	ʐoŋ2	
絨	ioŋ2	
結	tɕie7	
給	tɕi3	供~
絡	lo7	
絶	tɕie7	
絞	tɕiau3	
統	tʰoŋ3	~帅
絹	tʂõ5	
繡	ɕiəu5	~花
繼	tɕi5	~续
績	tɕi7	
緒	ɕi6	情~
續	səu7	
續	ɕiəu7	另读səu⁵⁴
續	səu7	继~
綽	tʂʰo7	宽~
繩	ʂən2	
維	ui2	~护
綿	miẽ2	
綢	tʂʰəu2	丝~
綜	tsoŋ1	织布机上的综
綻	tʂã5	破~
綠	ləu7	
綴	tʂʯei5	
緬	miẽ3	~甸
纜	lã3	电~
緝	tɕi7	~鞋口
緞	tõ5	
緩	xuõ3	
編	piẽ1	
緣	ʐõ2	~分
縫	foŋ2	~衣服
縫	foŋ6	一条~
纏	tʂʰẽ2	~绕
縊	i7	
纓	in1	
縮	səu7	
繮	tɕiaŋ1	~绳
繰	tɕʰiau5	~边
繳	tɕiau3	上~
缸	kaŋ1	
缺	tʂʰʯa7	
罐	kuõ5	
网	uaŋ3	
罕	xã5	~见
羅	lo2	姓~
罰	fɒ7	
罷	pɒ3	
罩	tsau5	
罪	tsei6	~人
置	tʂʅ5	~办
署	ʂʯ5	
羊	iaŋ2	
羌	tɕʰiaŋ1	
美	mei3	
羔	kau1	
羞	ɕiəu1	
羡	ɕiẽ6	羡慕
群	tʂʰʯn2	
羹	kən1	
羽	ʯ3	~毛
翁	uŋ1	
翅	tʂʰʅ3	~膀
翠	tsʰei5	
翡	fei3	~翠
翰	xã6	
翻	fã1	
翼	i5	
耀	iau5	~眼
老	lau3	
考	kʰau3	
者	tʂe3	
而	ɚ2	
耍	sɒ3	
耐	nai5	~心
耕	kən1	
耗	xau5	~子。另读xau¹¹
耗	xau6	~费,另读xau²¹³
耙	pɒ6	钉~
耬	ləu2	~嘚班:轮到你值班。
耳	ɚ3	
耶	ie2	
耻	tʂʰʅ3	~辱
耽	tã1	~误
耿	kən3	
聶	nie7	姓
聊	liau2	~天
聾	loŋ1	
職	tʂʅ7	
聒	kʰua7	~耳朵
聯	liẽ2	
聘	pʰin5	
聚	tɕi7	~会
聰	tsʰoŋ1	
肅	səu7	
肆	sɿ5	
肉	ʐəu7	
肋	la7	~骨。另读le²¹³。
肋	le5	另读la⁵⁴
肌	tɕi1	~肤
肘	tʂəu3	~子
肚	təu3	腹~
肚	təu3	鱼~
肝	kã1	
腸	tʂʰaŋ2	
股	ku3	
肢	tʂʅ1	
膚	fu1	皮~
肥	fei2	~胖
肩	tɕiẽ1	
肪	faŋ3	
肫	tʂʯn1	鸡~儿
骯	ŋaŋ1	~脏
肯	kʰən3	
育	iəu5	~人。另读iəu¹¹
育	iəu7	另读iəu²¹³
肴	iau2	佳~
肺	fei5	
腎	ʂən6	
腫	tʂoŋ3	
脹	tʂaŋ5	
脅	ɕie7	
胃	ui6	
膽	tã3	
背	pʰei6	~诵
背	pei5	驼~
胎	tʰai1	打~
胖	pʰaŋ5	
胖	pʰaŋ1	~头鱼
胚	pʰi1	~胎
胛	tɕiɒ7	肩~
勝	ʂən5	~败
胞	pau1	同~
胡	xu2	
胡	xu2	~须
胳	ko7	~膊
膠	kau1	~布
膠	tɕiau1	~水
胸	ɕioŋ1	
能	nən2	
脂	tʂʅ3	~肪
脆	tsʰei5	
脉	ma7	另读mo⁵⁴
脉	mo7	探~。另读ma⁵⁴
脊	tɕi7	
脏	tsaŋ1	不干净
脏	tsaŋ1	内~
臍	tɕʰi2	
腦	nau3	
膿	noŋ2	
脚	tɕio7	
脯	fu3	杏~
脯	pʰu2	胸~
脱	tʰo7	
腡	lo2	
臉	liẽ3	
脾	pʰi3	~脏
臘	lɒ7	
腋	i7	
腌	iẽ1	~肉
腌	ie7	花生~了:花生软了
腐	fu6	~烂
腑	fu3	
腔	tɕʰiaŋ1	
腕	uõ3	
腥	ɕin5	
腮	sai1	~帮
腰	iau1	
腱	tɕiẽ5	肌~
腹	fu7	
膩	ȵi7	吃~了
騰	tʰən2	
腿	tʰei3	
膏	kau1	
膘	piau1	肥~
膜	mo2	
膝	tɕʰi7	
膨	pʰən2	~胀
膳	ʂẽ6	
膻	ʂẽ1	~味
臀	tʰən2	
臂	pi5	
臂	pei6	
臊	sau1	~气
臣	tʂʰən2	~子
自	tsɿ6	
臭	tʂʰəu5	香~
至	tʂʅ5	
致	tʂʅ5	~敬
臼	tɕiəu6	
舀	iau3	~水
舂	tʂoŋ1	~米
舅	tɕiəu6	
舌	ʂa7	~头
舍	ʂʯe5	宿~
舒	ʂʯ1	
舔	tʰiẽ3	以舌头取物
舜	ʂʯn6	
舞	u3	~蹈
舟	tʂəu1	
般	põ1	
艦	tɕʰiẽ5	
舵	to6	船~
船	tʂʰõ2	
艇	tʰin3	
良	liaŋ2	
艱	tɕiẽ1	~难
色	sa7	
豔	iẽ5	~丽
藝	i5	
艾	ŋai6	草药名
節	tɕie7	
芋	ʯ6	~头
芒	maŋ2	
芒	maŋ2	麦~儿
芙	fu2	~蓉
芝	tʂʅ1	
芥	kai3	~菜
蘆	ləu2	~苇
芬	fən1	
芭	pɒ1	
花	xuɒ1	
芳	faŋ1	
芹	tɕʰin2	
芽	ŋɒ2	
芽	iɒ2	发~
葦	ui2	芦~
莧	xã6	~菜
蒼	tsʰaŋ1	
苏	səu1	
苔	tʰai1	舌~
苗	miau2	
苟	kəu3	
若	io7	
苦	kʰu3	
英	in1	
茂	məu5	~盛
范	fã6	
茄	tɕʰie2	~子
茅	mau2	
莖	tɕin5	
塋	in2	
繭	tɕiẽ3	
茫	maŋ2	
茴	xui2	~香
茶	tsʰɒ2	
茸	ioŋ2	参~
荀	ɕin2	
荆	tɕin1	~州
草	tsʰau3	
薦	tɕiẽ5	推~
荒	xuaŋ1	
荔	li5	~枝
蕎	tɕʰiau2	~麦
蕩	taŋ6	放~~
榮	ioŋ2	光~
葷	xun1	
蔭	in5	屋子很~,荫人:凉快
藥	io7	
荷	xo2	~花
荷	xo2	薄~
莠	iəu5	
莫	mo7	
蓮	liẽ2	
获	xua7	
鶯	in1	
莽	maŋ3	~夫
菊	tɕiəu7	
菌	tʂʯn5	
菖	tʂʰaŋ1	~蒲
菜	tsʰai5	
菠	po1	~菜
菢	pau6	~小鸡:孵小鸡
菩	pʰu3	~萨
菱	lin2	
萄	tʰau2	
萌	moŋ2	
萍	pʰin2	
萎	ui3	~缩
螢	ioŋ2	~火虫。另读in³³
螢	in2	另读ioŋ³³
營	in2	
蕭	ɕiau1	
薩	sɒ1	
落	lo2	
落	lo7	
著	tʂʯ5	~作
葛	ko7	
董	toŋ3	
葫	xu2	~芦
葬	tsaŋ5	
葱	tsʰoŋ1	
葵	kʰui2	
蔣	tɕiaŋ3	
蒐	səu1	~集
蒙	moŋ2	
蒜	sõ5	
蒯	kʰuai5	
蒲	pʰu2	~公英
蒸	tʂən1	
蒿	xau1	~子
蓄	ɕiəu7	储~
蓉	ioŋ2	芙~
蓑	so1	~衣
蓖	pei1	~麻
藍	lã2	
蓬	pʰoŋ2	
蔓	mã6	瓜~子
蔗	tʂa7	甘~
蔡	tsʰai5	
蔫	iẽ1	食物不新鲜
蔬	səu1	
藹	ŋai5	和~
蔽	pi5	隐~
蕉	tɕiau1	芭~
蕊	ʐʯei5	
薄	pu6	
薄	po7	
薄	po7	~荷
薛	ɕie7	
薪	ɕin1	
薯	ʂʯ3	
薰	ʂʯn1	
藉	tɕi7	
藏	tsaŋ1	西~。另读tsʰaŋ³³
藏	tsʰaŋ2	西藏。另读tsaŋ³¹
藏	tsʰaŋ2	隐~
藐	miau3	~视
蘚	ɕiẽ3	
藕	ŋəu3	
藤	tʰən2	
藩	fã1	
藿	xo7	~香
蘸	tsã5	~酱油
虎	xu3	
虜	ləu3	
虐	ȵio7	~待
慮	li6	考~
虔	tɕʰiẽ2	~诚
虚	ʂʯ1	
虞	ʯ2	
蟲	tʂʰoŋ2	
虱	sa7	
虹	xoŋ2	
虹	kaŋ5	天上的虹
虻	maŋ2	
雖	sei1	~然
蝦	ɕiɒ1	
蝦	xɒ1	~儿
蝕	ʂʅ7	
蟻	ȵi3	蚂~
蚊	un2	
蚌	paŋ5	
蠶	tsʰã2	~豆。另读tsʰõ³³
蠶	tsʰõ2	~豆。另读tsʰã³³
蚣	koŋ1	蜈~
蚤	tsau3	跳~
蛀	tʂʯ5	
蛆	tɕʰi1	生~
蛇	ʂɒ2	
蛋	tã6	
蛙	uɒ1	
蛛	tʂʯ1	
蠻	mã2	
蟄	tʂa7	惊~
蛾	ŋo2	
蜀	ʂəu7	
蜂	foŋ7	
蜈	ʯ2	~蚣
蜓	tʰin2	蜻~
蝸	uo1	
蜘	tʂʅ7	~蛛
蜜	mi7	
蠟	lɒ7	~烛
蜻	tɕʰin1	~蜓
蠅	in1	苍~
蟬	tʂʰẽ2	
蝗	xuaŋ2	
蝙	piẽ3	
蝠	fu7	蝙~
蝶	tie7	
螂	laŋ2	
螃	pʰaŋ2	~蟹
融	ioŋ2	
螳	tʰaŋ2	~螂
螺	lo2	
蟆	mɒ2	蛤~:青蛙
蟒	maŋ3	~蛇
蟹	xai6	~子
蟾	tʂʰẽ2	
蠚	xo7	蠚人:割稻草时稻草灰碰到皮肤很痒。
蠢	tʂʰʯn3	
血	ɕie7	
衅	ɕin5	挑~
行	ɕin2	~为
行	ɕin2	品~
銜	ɕiẽ2	军~
街	kai1	
衙	ŋɒ2	
衙	iɒ2	
衡	xən2	
衣	i1	
補	pu3	
表	piau3	手~
衫	sã1	
襯	tsʰən5	~衫
衰	ʂʯai1	~老
袁	ʐõ2	
襖	ŋau3	
袋	tai6	~子
袍	pʰau2	旗~
袖	ɕiəu5	
袜	uɒ7	
被	pei5	~打
被	pi6	~袱
被	pei6	~子
襲	ɕi7	
裁	tsʰai2	
裂	lie7	
裝	tsaŋ1	~进去。另读tʂʯaŋ³¹
裝	tʂʯaŋ1	服~。另读tsaŋ³¹
裌	tɕiɒ7	
裌	kɒ7	~衣
裕	ʯ6	
裙	tʂʰʯn2	
褲	kʰu5	
襇	tɕiẽ3	
裳	ʂaŋ2	
裳	tʂʰaŋ2	衣~
裴	pʰei2	
裸	lo3	~体
裹	ko3	
褒	pau1	~奖
褚	tʂʰʯ3	姓
褶	tʂa7	~子
襄	ɕiaŋ1	
襟	tɕin1	
襻	pʰu5	~儿
西	ɕi1	
要	iau1	~求
要	iau5	想~,重~
覆	fu7	反~
見	tɕiẽ5	
觀	kuõ1	参观。另读kuõ²¹³
觀	kuõ5	寺~。另读kuõ³¹
規	kui1	~则
覓	mi7	
視	ʂʅ5	~线
覽	lã3	
覺	tɕiau5	
覺	kau5	睏一~
覺	tɕio7	知~
角	tɕio7	另读ko⁵⁴
角	ko7	桌子~。另读tɕio⁵⁴
解	kai3	~鞋带
解	tɕiai3	~开
解	xai6	姓
觸	tʂʰəu7	
言	iẽ2	
譽	ʯ5	荣~
謄	tʰən2	
誌	tʂʅ5	
誓	ʂʅ5	
警	tɕin3	
計	tɕi5	
訂	tin5	~约
訃	pʰu7	~告
認	ʐən6	
譏	tɕi1	
討	tʰau3	~饭:要饭
讓	ʐaŋ6	
訓	ʂʯn5	
議	ȵi6	~式
訊	ɕin5	
記	tɕi5	
講	tɕiaŋ3	
諱	xui5	忌~
許	ʂʯ3	~多
訛	ŋo2	~诈
論	nən6	议~
訟	soŋ5	
諷	foŋ3	
設	ʂa7	~计
訪	faŋ3	
訣	tʂʯa7	
证	tʂən5	
評	pʰin2	
識	ʂʅ7	
詐	tsɒ5	
訴	səu5	
診	tʂən3	~所
詞	tsʰɿ2	
詔	tʂau1	
譯	i7	
試	ʂʅ5	考~
詩	ʂʅ1	~歌
誠	tʂʰən2	
誅	tʂʯ1	
話	xuɒ6	说~
誕	tã6	
詭	kui3	
該	kai1	
詳	tɕʰiaŋ2	~细
誣	u1	~陷
語	ʯ3	
誤	u6	~会
誘	iəu5	~人
説	ʂʯa7	~话
誦	soŋ5	
請	tɕʰin3	
諸	tʂʯ1	
諾	no7	
讀	təu7	
課	kʰo3	上~
誰	ʂei2	另读ʂʯei³³
誰	ʂʯei2	另读ʂei³³
調	tʰiau2	~和
調	tiau6	~动
調	tiau6	音~
諒	liaŋ6	
談	tʰã2	~话
誼	ȵi2	友~
謀	məu2	~划
諜	tie7	
謊	xuaŋ3	~言
諫	tɕiẽ5	
諧	ɕie7	和~
謂	ui6	
讒	tsʰã2	~言
諺	iẽ5	~语
謎	mi6	~语
謝	ɕie6	
謡	iau2	~言
謗	paŋ5	诽~
謙	tɕʰiẽ1	~虚
謹	tɕin3	~慎
謬	miau6	
譚	tʰã2	
譜	pʰu3	
谷	ku7	山~
谷	ku7	稻~
豁	xuo7	~然,豁嘴
豆	təu6	
豇	kaŋ1	~豆
豉	ʂʅ7	豆~
豌	uõ3	~豆
豚	tʰən2	
象	ɕiaŋ5	另读ɕiaŋ²⁴
象	ɕiaŋ3	大~。另读ɕiaŋ²¹³
豪	xau2	
豫	ʯ5	犹~
豶	fən2	牡豕
豹	pau5	虎~
豺	tsʰai2	~狼
貂	tiau1	~蝉
貌	mau6	
貝	pei5	~壳
貞	tʂən1	
負	fu5	~债
貢	koŋ5	
財	tsʰai2	
責	tsa7	
賢	ɕiẽ2	
敗	pai6	
賬	tʂaŋ5	
貨	xo5	~物
質	tʂʅ7	
販	fã5	人~子
貪	tʰã1	~污
貧	pʰin2	
貶	piẽ3	~低
購	kəu5	~物
貫	kuõ5	
賤	tɕiẽ6	
貼	tʰie7	
貴	kui5	
貸	tai6	~款
貿	mau5	
費	fei5	~用
賀	xo5	~喜
賊	tsa7	
賈	tɕiɒ3	姓
賄	xui3	~赂
賂	ləu7	
資	tsɿ1	~产
賒	ʂʯe1	
賦	fu5	
賭	təu3	~博
贖	ʂʯ3	~身
賞	ʂaŋ3	
賜	tsʰɿ5	天~
賠	pʰei2	
賴	lai6	
贅	tʂʯei5	入~
賺	tsã6	~钱
賽	sai5	
贊	tsã5	
贈	tsən5	
贏	in2	
赤	tʂʰʅ7	
赫	xa7	
走	tsəu3	
赴	pʰu7	赶~
趙	tʂau6	
趕	kã3	~走
起	tɕʰi3	
趁	tʂʰən5	
超	tʂʰau1	~市
越	ʐʯa7	
趨	tɕʰi1	~势
趟	tʰaŋ5	一~
趣	tɕʰi5	
足	tsəu7	
趾	tʂʅ3	
躍	io7	
跌	tɒ7	~跤。另读tie⁵⁴
跌	tie7	下~。另读tɒ⁵⁴
跑	pʰau2	
跛	po3	~子:瘸脚的人
距	tʂʯ5	
跟	kən1	
跨	kʰuɒ5	
跪	kui6	~倒
路	ləu6	
跳	tʰiau5	
踐	tɕiẽ6	~行
踐	tɕiẽ6	实~
踏	tʰɒ7	~步
踢	tʰi7	
蹤	tsoŋ1	
蹄	tʰi2	
蹭	tsʰən5	磨~
蹲	tsən1	
躁	tsau5	暴~
身	ʂən1	
躬	koŋ1	
躱	to3	~起来
躺	tʰaŋ3	
車	tʂʯ1	~马炮
車	tʂʰʯe1	马~
軋	ŋɒ7	~棉花
軋	tsɒ7	被车~
軌	kui3	~道
軒	ɕiẽ1	
轉	tʂõ3	~眼
轉	tʂõ5	~螺丝
軛	ŋa7	~头
輪	nən2	
軟	nõ3	
轟	xoŋ1	~轰响
轟	xoŋ1	~出去
軸	əu7	另读tʂəu²¹³
軸	əu5	车~。另读tʂəu⁵⁴
輕	tɕʰin1	~重
載	tsai6	~重
載	tsai3	年~
載	tsai6	满~
轎	tɕiau6	~子
較	kau5	~量
較	tɕiau5	~量
輔	pʰu3	~佐
輛	liaŋ3	
輩	pei5	~分
輝	xui1	光~
輻	fu7	
輯	tɕi7	编~
輸	ʂʯ1	~钱
輸	ʂʯ1	运~
轅	ʐõ2	
轄	ɕiɒ7	管~
轍	tʂe3	~轱辘
辛	ɕin1	
辭	tsʰɿ2	~职
辣	lɒ7	
辨	piẽ6	分~
辯	piẽ6	
辮	piẽ6	
辰	tʂʰən2	时~
邊	piẽ1	
遼	liau2	
達	tɒ7	
遷	tɕʰiẽ1	拆~
迂	ʯ2	~回
過	ko5	~去,经~
邁	mai6	
迎	in2	
運	ʐʯn5	运~
近	tɕin6	
還	xã2	~有
還	xuõ2	~原
進	tɕin5	
遠	ʐõ3	
違	ui2	~反
連	liẽ2	
遲	tʂʰʅ2	~到
迫	pʰa7	
述	ʂʯ7	
迷	mei2	
迷	mi2	~信
迸	poŋ5	~裂
迹	tɕi7	
追	tʂʯei1	
退	tʰei5	
送	soŋ5	
適	ʂʅ7	
逃	tʰau2	~跑
逆	ȵi7	
選	ɕiẽ3	
遜	sən1	
透	tʰəu5	
逐	əu7	
遞	ti6	快~
途	tʰəu2	路~
逗	təu5	~人。另读təu¹¹
逗	təu6	~号。另读təu²¹³
通	tʰoŋ1	
逛	kuaŋ5	
逝	ʂʅ5	~世
逞	tʂʰən2	~能
速	səu7	
造	tsʰau6	~句。另读tsʰau²¹³
造	tsʰau5	制~。另读tshau¹¹
逢	foŋ2	
逵	kʰui2	
逸	i7	
逼	pi7	
逾	ʯ2	
遇	ʯ6	~见
遍	pʰiẽ5	~地
遍	pʰiẽ5	一~
道	tau6	~路
遣	tɕʰiẽ3	派~
遭	tsau1	~遇
遮	tʂe1	~住了
遵	tsən1	
避	pi6	~开
邀	iau1	
鄧	tən6	
那	nɒ2	~里。另读nɒ²¹³
那	nɒ5	另读nɒ³³
邦	paŋ1	
邪	ɕie2	~恶
郵	iəu2	
邵	ʂau6	
鄒	tsəu1	
鄰	lin2	~居
郁	ʯ7	
郊	tɕiau1	~游
郎	laŋ2	
鄭	tʂən6	
郝	xau3	姓
郡	tʂʯn1	
部	pu6	
郭	ko7	
都	təu1	~城
都	təu1	~是
鄂	ŋo7	
鄙	pi3	卑~
酉	iəu3	
酌	tʂo7	
配	pʰei5	~套
酒	tɕiəu3	
酥	səu1	
酪	lo7	
酬	tʂʰəu2	
醬	tɕiaŋ5	
酵	ɕiau5	发~
酷	kʰu7	
酸	sõ1	
釅	ȵiẽ6	~茶
釀	niaŋ5	~酒
醇	tʂʰʯn2	另读ʂʯn³³
醇	ʂʯn2	酒好~。另读tʂhʯn³³
醉	tsei5	~了
醋	tsʰəu5	
醒	ɕin3	
采	tsʰai3	
釉	iəu6	上了~:上了色
釋	ʂʅ7	
里	li3	
重	tʂʰoŋ2	~复
重	tʂoŋ6	轻~
野	ie3	
野	iɒ3	
量	liaŋ2	~长短
量	liaŋ6	数~
金	tɕin1	
釜	fu3	
鑑	tɕiẽ5	~定
錶	piau3	~面
鏨	tsã6	~花。另读tsõ¹¹
鏨	tsõ6	~花。另读tsã¹¹
鏊	ŋau1	烙饼用具
鐾	pi6	~刀布
針	tʂən1	
釘	tin5	~住
釘	tin1	铁~
釣	tiau5	~鱼
釵	tsʰai1	
鈍	tən5	迟~
鈔	tsʰau1	钱~
钟	tʂoŋ1	
鋼	kaŋ1	
鋼	kaŋ5	~锄头:使锄头锋利
鑰	iau7	
鑰	io7	~匙
欽	tɕʰin1	~差大臣
鈞	tʂʯn1	
鉤	kəu1	
錢	tɕʰiẽ2	
鉗	tɕʰiẽ2	~子
鉢	po7	
鑽	tsõ5	~孔。另读tsõ³¹
鑽	tsõ1	人往桌子底下钻。另读tsõ²¹³
鑽	tsõ5	木工用具
鐵	tʰie7	
鈴	lin1	
鉛	tɕʰiẽ1	
鉛	iẽ2	
鐃	nau2	~儿
銅	tʰoŋ2	
鍘	tsɒ7	~刀
鋌	tʰin6	
銘	min2	
鉸	kau5	~链
鏟	tsã3	
銃	tʂʰoŋ5	放~
銀	in2	~子
鑄	tʂʯ5	~造
鋪	pʰu1	~床。另读pʰu²¹³
鋪	pʰu5	店~另读pʰu³¹
銷	ɕiau1	
鎖	so3	
鋤	tsʰəu2	~头
鏽	ɕiəu5	铁~
銼	tsʰo5	~草,切碎的草。
鋒	foŋ7	
鐧	tɕiẽ5	车~
銳	ʐʯei5	~气
錯	tsʰo5	~误
錨	mau2	
錫	ɕi7	
鑼	no2	打~
錘	tʂʰʯei2	
錐	tʂʯei5	~子
錦	tɕin3	~旗
鍵	tɕiẽ5	~盘。另读tɕʰiẽ²¹³
鍵	tɕʰiẽ5	关~。另读tɕiẽ²¹³
鋸	tʂʯ5	~子。另读kai²¹³、ke²¹³
鋸	ke5	~木头。另读tʂʯ²¹³、kai²¹³
鍬	tɕʰiau1	铁~
鍛	tõ5	~炼
鍍	təu6	~金
鎮	tʂən5	
鑷	nie7	~子
鏡	tɕin5	
鑊	uo1	锅
鐲	tʂo7	~子
鐮	liẽ2	
鑲	ɕiaŋ1	
長	tʂʰaŋ2	~短
長	tʂaŋ3	生~
門	mən2	
閂	sõ1	门~
閃	ʂẽ3	
閉	pʰei5	
閉	pʰi5	关~
問	un6	
闖	tsʰaŋ3	
閏	ʐʯn5	
闲	ɕiẽ2	另读xã³³
闲	xã2	有~:有时间的时候。另读ɕiẽ³³
間	tɕiẽ5	~断。另读kã²¹³
間	kã1	中~儿。另读tɕiẽ³¹
間	tɕiẽ1	另读kã³¹
悶	mən6	
閘	tsɒ7	
鬧	nau6	
閨	kui1	
聞	un2	
閩	min3	~越
閣	ko7	
鬮	kəu1	抓~
閲	ʐʯa7	~读
閹	iẽ1	
閻	iẽ2	~王
闊	kʰua7	
隊	tei5	~长
阮	ʐõ3	
防	faŋ2	
陽	iaŋ2	
陰	in1	
陣	tʂən6	
階	kai1	
階	tɕiai1	
阻	tsəu3	
阿	o1	~胶
附	fu5	~近
際	tɕi5	国~
陸	ləu7	
隴	loŋ3	
陳	tʂʰən2	
陋	ləu6	丑~
陌	mo7	
陌	ma7	~生
降	tɕiaŋ2	~伏。另读tɕʰiaŋ2
降	tɕiaŋ5	下~
降	tɕʰiaŋ2	投~。另读tɕiaŋ³³降伏
限	ɕiẽ6	
陝	ʂẽ3	~西
陛	pi7	~下
陡	təu3	
院	ʐõ6	~子
除	tʂʰʯ2	
險	ɕiẽ3	
陪	pʰei2	
陵	lin2	
陶	tʰau2	~瓷
陷	xã6	
陷	ɕiẽ6	
隆	loŋ2	
隨	sei2	
隱	in3	
隔	ka7	
隘	ŋai5	
障	tʂaŋ5	~碍
隧	sei2	~道。另读sei²¹³
隧	sei5	另读sei³³
隶	li7	~书
難	i5	
難	nã2	~易
難	nã6	患~
雀	tɕʰio7	麻~
雁	iẽ5	
雁	ŋã6	
雄	ɕioŋ2	
雅	iɒ3	文~
集	tɕi7	
雇	ku5	
雌	tsʰɿ2	
雍	ioŋ1	
雕	tiau1	~刻
雨	ʯ3	下~
雪	ɕie7	
零	lin1	
雷	li2	
雷	lei2	打~
雹	pau5	
霧	u5	大~
需	ɕi1	~要
霄	ɕiau1	
震	tʂən5	~动
黴	mei2	发~
霍	xo7	
霜	saŋ1	
霜	ʂʯaŋ1	
霞	ɕiɒ2	晚~
露	ləu6	~水
霸	pɒ5	
青	tɕʰin1	
靖	tɕin5	
靜	tɕin6	
非	fei1	
靠	kʰau5	
面	miẽ6	
革	ka7	
靪	tin1	
靴	ʂʯe1	~子
鞋	xai2	
鞍	ŋã1	
鞭	piẽ1	~炮
韌	ʐən6	
韓	xã2	
韭	tɕiəu3	
音	in1	
韶	ʂau2	~关
頁	ie7	
頂	tin3	
頃	tʂʰʯn1	
項	xaŋ6	
項	ɕiaŋ6	
順	ʂʯn6	~利
须	ɕi1	必~
须	ɕi1	胡~
頑	uõ2	~皮,另读ŋã³³。
頑	ŋã2	另读uõ³³
顧	ku5	
頓	tən5	
頒	pã1	
頌	soŋ5	
預	ʯ6	~见
領	lin3	
頸	tɕʰin3	
頻	pʰin2	
穎	in3	
顆	kʰo1	
題	tʰi2	~目
顔	iẽ2	~色
顔	ŋã2	姓
額	ŋa7	
額	ŋo7	
顛	tiẽ1	
顫	tʂẽ5	
風	foŋ1	
颼	səu1	
飄	pʰiau1	
飛	fei1	
食	ʂʅ7	
饗	ɕiaŋ3	
餐	tsʰã1	
饥	tɕi1	~饿
饥	tɕi1	~荒
飩	tən5	馄~
飯	fã6	
飲	in3	~酒
飾	ʂʅ7	
飽	pau3	
飼	tsʰɿ2	~料
餌	ɚ3	~料
餉	ɕiaŋ5	
餃	tɕiau3	~子
餅	pin3	
餓	ŋo6	~了
餘	ʯ2	
餜	ko3	
餛	xun2	~饨
餡	ɕiẽ6	包子馅
館	kuõ3	
餿	səu1	饭~了
饞	tsʰã2	
餾	liəu2	蒸~水
饅	mõ2	~头
首	ʂəu3	
香	ɕiaŋ1	
馨	ɕin1	
騲	tsʰau3	
馬	mɒ3	
馱	tʰo2	~东西
馳	tʂʰʅ2	
驅	tʂʰʯ1	~赶
駁	po7	
驢	li2	~子
駛	sɿ3	
駒	tʂʯ1	
駐	tʂʯ5	~马店
駝	tʰo2	骆~
駕	kɒ5	
駕	tɕiɒ5	
駡	mɒ6	~人。另读to¹¹
驕	tɕiau1	~傲
駱	lo7	
驗	ȵiẽ5	~证
騎	tɕʰi1	
騙	pʰiẽ5	~马
騙	pʰiẽ5	欺~
騷	sau1	
騾	lo2	
驟	tsəu5	
骨	ku7	筋~
髓	sei2	骨~
高	kau1	
鬃	tsoŋ1	马~
鬢	pin1	
鬼	kui3	
魁	kʰui1	
魂	xun2	
魄	pʰa7	
魄	pʰo7	
魏	ui6	
魔	mo2	
魚	nʯ2	
魯	ləu3	~班
鮎	ȵiẽ2	~鱼
鮑	pau5	姓
鮮	ɕiẽ1	新~
鯉	li3	
鯽	tɕi7	
鯨	tɕin1	
鰓	sai1	鱼~
鱉	pie7	甲鱼
鱖	kui5	~鱼
鱗	lin2	鱼~
鳥	tiau3	另读ȵiau²⁴、niau²⁴
鳥	niau3	另读ȵiau²⁴、tiau²⁴
鳥	ȵiau3	另读niau²⁴、tiau²⁴
鳩	tɕiəu1	斑~
雞	tɕi1	
鳴	min2	
鴉	iɒ1	~片
鴨	ŋɒ7	
鴨	iɒ7	
鴿	ko7	
鸞	lõ2	
鴻	xoŋ2	
鵝	ŋo2	
鵡	u3	
鵲	tɕʰio7	喜~
鷂	iau6	~鹰
鶴	xo7	
鸚	in1	~鹉
鷺	ləu6	~鸶
鷹	in1	
鹿	ləu7	
麝	ʂʯe3	~香
麥	ma7	
麩	fu1	麦~子
麴	tɕʰiəu7	酒~
麪	miẽ6	
麻	mɒ2	
