"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"	""
"487"	"五"	"五"	"ŋou阴上"	""	""	""	""
"488"	"五"	"五"	"ŋou阳上"	""	""	""	""
"489"	"午"	"午"	"ŋou阴上"	"白"	""	""	""
"490"	"午"	"午"	"ŋu阴上"	"文"	""	""	""
"491"	"伍"	"伍"	"ŋou阴上"	""	""	""	""
"492"	"伍"	"伍"	"ŋou阳上"	""	""	""	""
"493"	"悟"	"悟"	"ŋou去声"	"白"	""	""	""
"494"	"悟"	"悟"	"ŋu去声"	"文"	""	""	""
"495"	"誤"	"误"	"gou去声"	""	""	""	""
"496"	"呼"	"呼"	"kʰou阴平"	"白"	""	""	""
"497"	"呼"	"呼"	"ho阴平"	"白"	""	""	""
"498"	"呼"	"呼"	"hou阴平"	"白"	""	""	""
"499"	"呼"	"呼"	"hu阴平"	"文"	""	""	""
"500"	"虎"	"虎"	"hoũ阴上"	"白"	""	""	""
"501"	"虎"	"虎"	"hou阴上"	"白"	""	""	""
"502"	"虎"	"虎"	"hu阴平"	""	""	""	""
"503"	"滸"	"浒"	"kʰou阴上"	"白"	"白,用于浒苔一词"	""	""
"505"	"滸"	"浒"	"hu阴上"	"文"	""	""	""
"506"	"戽"	"戽"	"hou去声"	""	""	""	""
"507"	"乎"	"乎"	"hu阴平"	""	""	""	""
"508"	"壺"	"壶"	"hu阳平"	""	""	""	""
"509"	"瓠"	"瓠"	"pu阳平"	"俗"	""	""	""
"510"	"瓠"	"瓠"	"hu阳上"	"文"	""	""	""
"511"	"胡"	"胡"	"ou阳平"	"姓氏音"	""	""	""
"512"	"胡"	"胡"	"hou阳平"	"白"	""	""	""
"513"	"胡"	"胡"	"hu阳平"	"文"	""	""	""
"514"	"狐"	"狐"	"hou阳平"	"白"	""	""	""
"515"	"狐"	"狐"	"hu阳平"	"文"	""	""	""
"516"	"湖"	"湖"	"ou阳平"	"白"	""	""	""
"517"	"湖"	"湖"	"hu阳平"	"文"	""	""	""
"518"	"鈑"	"钣"	"paĩ阴上"	"白"	""	""	""
"519"	"鈑"	"钣"	"paŋ阴上"	"文"	""	""	""
"520"	"戶"	"户"	"hou阳上"	"白"	""	""	""
"521"	"戶"	"户"	"hu阳上"	"文"	""	""	""
"522"	"滬"	"沪"	"hu阳上"	""	""	""	""
"523"	"互"	"互"	"hou去声"	"白"	""	""	""
"524"	"互"	"互"	"hu阳上"	"文"	""	""	""
"525"	"護"	"护"	"ho去声"	"白"	""	""	""
"526"	"護"	"护"	"hu阳上"	"文"	""	""	""
"529"	"烏"	"乌"	"ou阴平"	"白"	""	""	""
"530"	"烏"	"乌"	"u阴平"	"文"	""	""	""
"531"	"污"	"污"	"u阴平"	""	""	""	""
"532"	"塢"	"坞"	"u阴上"	""	""	""	""
"533"	"惡"	"恶"	"u阴平"	"文"	""	""	""
"534"	"惡"	"恶"	"u去声"	"文"	""	""	""
"535"	"惡"	"恶"	"ak阴入"	"文"	""	""	""
"536"	"惡"	"恶"	"oʔ阴入"	"白"	""	""	""
"537"	"女"	"女"	"nŋ阴上"	"白"	""	""	""
"538"	"女"	"女"	"ni阴上"	"文"	""	""	""
"539"	"廬"	"庐"	"lou阳平"	"白"	""	""	""
"540"	"廬"	"庐"	"lu阳平"	"文"	""	""	""
"541"	"驢"	"驴"	"lu阳平"	""	""	""	""
"542"	"呂"	"吕"	"lu阳上"	""	""	""	""
"543"	"侶"	"侣"	"lu阳上"	""	""	""	""
"544"	"旅"	"旅"	"lu阴上"	""	""	""	""
"545"	"旅"	"旅"	"li阴上"	""	""	""	""
"546"	"慮"	"虑"	"lu阳上"	""	""	""	""
"547"	"慮"	"虑"	"lu去声"	""	""	""	""
"548"	"濾"	"滤"	"lu阳上"	""	""	""	""
"549"	"濾"	"滤"	"lu去声"	""	""	""	""
"550"	"蛆"	"蛆"	"tsʰu阴平"	""	""	""	""
"551"	"蛆"	"蛆"	"tsu阴平"	""	""	""	""
"552"	"疽"	"疽"	"tsʰu阴平"	""	""	""	""
"553"	"胥"	"胥"	"su阴平"	""	""	""	""
"554"	"絮"	"絮"	"su去声"	""	""	""	""
"555"	"徐"	"徐"	"tsʰu阳平"	""	""	""	""
"556"	"序"	"序"	"su阳上"	""	""	""	""
"557"	"緒"	"绪"	"su阴上"	""	""	""	""
"558"	"叙"	"叙"	"su阳上"	""	""	""	""
"559"	"豬"	"猪"	"tu阴平"	""	""	""	""
"560"	"著"	"着"	"tu去声"	"白"	""	""	""
"561"	"著"	"着"	"tsu阳平"	"文"	""	""	""
"562"	"著"	"着"	"tioʔ阴入"	"白"	""	""	""
"563"	"著"	"着"	"toʔ阳入"	"白"	""	""	""
"564"	"著"	"着"	"toʔ阴入"	"白"	""	""	""
"566"	"著"	"着"	"teʔ阴入"	"又"	""	""	""
"567"	"著"	"着"	"tek阴入"	"又"	""	""	""
"568"	"著"	"着"	"tiak阴入"	"文"	""	""	""
"569"	"褚"	"褚"	"tu阴上"	""	""	""	""
"570"	"褚"	"褚"	"su阴上"	"姓氏音"	""	""	""
"571"	"除"	"除"	"tu阳平"	""	""	""	""
"572"	"儲"	"储"	"tu阳平"	""	""	""	""
"573"	"苧"	"苎"	"tu阴上"	""	""	""	""
"574"	"箸"	"箸"	"tu去声"	""	""	""	""
"575"	"阻"	"阻"	"tso阴上"	""	""	""	""
"576"	"初"	"初"	"tsʰiu阴平"	"白"	""	""	""
"577"	"初"	"初"	"tsʰo阴平"	"文"	""	""	""
"578"	"楚"	"楚"	"tsʰo阴上"	""	""	""	""
"579"	"鋤"	"锄"	"tu阳平"	"白"	""	""	""
"580"	"鋤"	"锄"	"tʰu阳平"	"又"	""	""	""
"581"	"鋤"	"锄"	"tsʰo阳平"	"文"	""	""	""
"582"	"疏"	"疏"	"siu阴平"	"白"	""	""	""
"583"	"疏"	"疏"	"so阴平"	"白"	""	""	""
"584"	"疏"	"疏"	"so去声"	"白"	""	""	""
"585"	"疏"	"疏"	"su阴平"	"文"	""	""	""
"586"	"蔬"	"蔬"	"so阴平"	"白"	""	""	""
"587"	"蔬"	"蔬"	"su阴平"	"文"	""	""	""
"588"	"梳"	"梳"	"siu阴平"	"白"	""	""	""
"589"	"梳"	"梳"	"su阴平"	"文"	""	""	""
"590"	"所"	"所"	"so阴上"	""	""	""	""
"595"	"諸"	"诸"	"tsu阴平"	""	""	""	""
"596"	"煮"	"煮"	"tsu阴上"	""	""	""	""
"597"	"處"	"处"	"tsʰu阴上"	""	""	""	""
"598"	"處"	"处"	"tsʰu去声"	""	""	""	""
"601"	"書"	"书"	"tsu阴平"	"白"	""	""	""
"602"	"書"	"书"	"su阴平"	"文"	""	""	""
"603"	"舒"	"舒"	"tsʰu阴平"	"白"	""	""	""
"604"	"舒"	"舒"	"su阴平"	"文"	""	""	""
"605"	"鼠"	"鼠"	"tsʰu阴上"	"白"	""	""	""
"606"	"鼠"	"鼠"	"su阴上"	"文"	""	""	""
"607"	"暑"	"暑"	"su阴上"	""	""	""	""
"608"	"黍"	"黍"	"siu阴上"	"白"	""	""	""
"609"	"黍"	"黍"	"su阴上"	"文"	""	""	""
"610"	"庶"	"庶"	"su去声"	""	""	""	""
"611"	"恕"	"恕"	"no去声"	"白"	""	""	""
"612"	"恕"	"恕"	"nu去声"	"文"	""	""	""
"613"	"墅"	"墅"	"su阴上"	""	""	""	""
"614"	"薯"	"薯"	"tsu阳平"	"白"	""	""	""
"615"	"薯"	"薯"	"su阳平"	"文"	""	""	""
"616"	"署"	"署"	"tsu阴上"	"白"	""	""	""
"617"	"署"	"署"	"su阴上"	"文"	""	""	""
"618"	"如"	"如"	"dzu阳平"	""	""	""	""
"619"	"汝"	"汝"	"lu阴上"	"白"	""	""	""
"620"	"汝"	"汝"	"dzu阴上"	"文"	""	""	""
"621"	"居"	"居"	"ku阴平"	""	""	""	""
"622"	"居"	"居"	"ki阴平"	""	""	""	""
"623"	"居"	"居"	"kiu阴平"	"文"	""	""	""
"626"	"舉"	"举"	"ku阴上"	""	""	""	""
"627"	"鋸"	"锯"	"ku去声"	""	""	""	""
"628"	"據"	"据"	"ku阳上"	""	""	""	""
"629"	"墟"	"墟"	"kʰu阴平"	""	""	""	""
"630"	"墟"	"墟"	"hu阴平"	"训"	""	""	""
"631"	"去"	"去"	"kʰu去声"	"文"	""	""	""
"632"	"去"	"去"	"kʰa去声"	"白"	""	""	""
"633"	"渠"	"渠"	"kʰu阳平"	""	""	""	""
"634"	"渠"	"渠"	"ku阳平"	""	""	""	""
"635"	"巨"	"巨"	"ku阳上"	""	""	""	""
"636"	"巨"	"巨"	"kou阳上"	"又"	""	""	""
"637"	"距"	"距"	"ku阳上"	""	""	""	""
"638"	"拒"	"拒"	"ku阳上"	""	""	""	""
"639"	"遽"	"遽"	"ku阳上"	""	""	""	""
"640"	"魚"	"鱼"	"hu阳平"	"白"	""	""	""
"641"	"魚"	"鱼"	"ŋu阳平"	"文"	""	""	""
"642"	"漁"	"渔"	"hu阳平"	"白"	""	""	""
"643"	"漁"	"渔"	"ŋu阳平"	"文"	""	""	""
"644"	"語"	"语"	"ŋu阴上"	""	""	""	""
"645"	"語"	"语"	"ŋou阴上"	"又"	""	""	""
"646"	"御"	"御"	"ŋu去声"	""	""	""	""
"647"	"禦"	"御"	"ŋu阳上"	""	""	""	""
"648"	"虛"	"虚"	"hu阴平"	""	""	""	""
"649"	"噓"	"嘘"	"hu阴平"	""	""	""	""
"650"	"許"	"许"	"kʰou阴上"	"白,姓氏音。"	""	""	""
"651"	"許"	"许"	"hi阴上"	"文"	""	""	""
"652"	"許"	"许"	"hu阴上"	"文"	""	""	""
"653"	"淤"	"淤"	"u去声"	""	""	""	""
"654"	"於"	"于"	"u阴平"	""	""	""	""
"655"	"余"	"余"	"u阳平"	""	""	""	""
"656"	"餘"	"余"	"u阳平"	""	""	""	""
"657"	"與"	"与"	"u阴上"	""	""	""	""
"658"	"與"	"与"	"u阳上"	""	""	""	""
"659"	"與"	"与"	"u去声"	""	""	""	""
"663"	"譽"	"誉"	"u阳上"	""	""	""	""
"664"	"預"	"预"	"u去声"	""	""	""	""
"665"	"豫"	"豫"	"u阳上"	""	""	""	""
"666"	"夫"	"夫"	"pou阴平"	"白"	""	""	""
"667"	"夫"	"夫"	"hu阴平"	"文"	""	""	""
"668"	"膚"	"肤"	"hu阴平"	""	""	""	""
"669"	"甫"	"甫"	"pʰou阴上"	"白"	""	""	""
"670"	"甫"	"甫"	"hu阴上"	"文"	""	""	""
"671"	"斧"	"斧"	"pou阴上"	""	""	""	""
"672"	"府"	"府"	"hu阴上"	""	""	""	""
"673"	"腑"	"腑"	"hu阴上"	""	""	""	""
"674"	"俯"	"俯"	"hu阴上"	""	""	""	""
"675"	"賦"	"赋"	"hu去声"	""	""	""	""
"676"	"傅"	"傅"	"hu去声"	"文"	""	""	""
"677"	"傅"	"傅"	"pou去声"	"白"	"白,姓氏音"	""	""
"678"	"付"	"付"	"hu去声"	""	""	""	""
"679"	"敷"	"敷"	"hu阴平"	"文"	""	""	""
"680"	"敷"	"敷"	"pou阴平"	"白"	""	""	""
"681"	"俘"	"俘"	"hu阴平"	""	""	""	""
"682"	"撫"	"抚"	"bu阴上"	""	""	""	""
"683"	"赴"	"赴"	"hu去声"	""	""	""	""
"684"	"訃"	"讣"	"hu去声"	""	""	""	""
"685"	"符"	"符"	"hu阳平"	""	""	""	""
"686"	"扶"	"扶"	"hu阳平"	""	""	""	""
"687"	"釜"	"釜"	"hu阴上"	""	""	""	""
"688"	"腐"	"腐"	"hu去声"	""	""	""	""
"689"	"輔"	"辅"	"hu阳上"	""	""	""	""
"690"	"輔"	"辅"	"pu阳上"	"又"	""	""	""
"691"	"父"	"父"	"hu阳上"	""	""	""	""
"692"	"父"	"父"	"pe阳上"	"训"	""	""	""
"693"	"附"	"附"	"hu去声"	""	""	""	""
"694"	"毋"	"毋"	"bo阳平"	""	""	""	""
"695"	"毋"	"毋"	"m阳上"	"替"	""	""	""
"696"	"巫"	"巫"	"bu阳平"	""	""	""	""
"697"	"誣"	"诬"	"bu阳平"	""	""	""	""
"698"	"無"	"无"	"bo阳平"	"白"	""	""	""
"699"	"無"	"无"	"mo阳平"	"又"	""	""	""
"700"	"無"	"无"	"bu阳平"	"文"	""	""	""
"701"	"無"	"无"	"mu阳平"	"又"	""	""	""
"702"	"舞"	"舞"	"mou阳上"	"白"	""	""	""
"703"	"舞"	"舞"	"bu阴上"	"文"	""	""	""
"704"	"侮"	"侮"	"mu阴上"	""	""	""	""
"705"	"武"	"武"	"bu阴上"	""	""	""	""
"706"	"鵡"	"鹉"	"mu阴上"	""	""	""	""
"707"	"霧"	"雾"	"mu去声"	""	""	""	""
"708"	"務"	"务"	"mu阳上"	""	""	""	""
"709"	"縷"	"缕"	"lu阴上"	""	""	""	""
"710"	"屢"	"屡"	"lu阴上"	""	""	""	""
"711"	"趨"	"趋"	"tsʰu阴平"	""	""	""	""
"712"	"取"	"取"	"tsʰiu阴上"	"白"	""	""	""
"713"	"取"	"取"	"tsʰu阴上"	"文"	""	""	""
"714"	"娶"	"娶"	"tsʰua去声"	"俗"	""	""	""
"715"	"娶"	"娶"	"tsʰu阴上"	"文"	""	""	""
"716"	"趣"	"趣"	"tsʰu阴上"	""	""	""	""
"717"	"趣"	"趣"	"tsʰu去声"	""	""	""	""
"718"	"聚"	"聚"	"tsu阳上"	"文"	""	""	""
"719"	"聚"	"聚"	"tsiu阳上"	"白"	""	""	""
"720"	"需"	"需"	"su阴平"	""	""	""	""
"721"	"須"	"须"	"su阴平"	"文"	""	""	""
"722"	"須"	"须"	"tsʰiu阴平"	"白"	""	""	""
"723"	"鎢"	"钨"	"ou阴平"	""	""	""	""
"724"	"續"	"续"	"siok阳入"	""	""	""	""
"725"	"蛛"	"蛛"	"tu阴平"	""	""	""	""
"726"	"株"	"株"	"tu阴平"	"白"	""	""	""
"727"	"株"	"株"	"tsu阴平"	"文"	""	""	""
"728"	"誅"	"诛"	"tu阴平"	"白"	""	""	""
"729"	"誅"	"诛"	"tsu阴平"	"文"	""	""	""
"730"	"駐"	"驻"	"tsu阳上"	""	""	""	""
"731"	"注"	"注"	"tu去声"	"白"	""	""	""
"732"	"注"	"注"	"tsu去声"	"文"	""	""	""
"733"	"厨"	"厨"	"tou阳平"	""	""	""	""
"734"	"柱"	"柱"	"tʰiau阳上"	"替"	""	""	""
"735"	"柱"	"柱"	"tsu阳上"	"文"	""	""	""
"736"	"住"	"住"	"tiu去声"	"白"	""	""	""
"737"	"住"	"住"	"tsu阳上"	"文"	""	""	""
"738"	"芻"	"刍"	"tsʰu阴平"	""	""	""	""
"739"	"雛"	"雏"	"tsʰu阴平"	""	""	""	""
"740"	"數"	"数"	"siau去声"	"白"	""	""	""
"741"	"數"	"数"	"su去声"	"文"	""	""	""
"742"	"數"	"数"	"sok阴入"	"文"	""	""	""
"746"	"珠"	"珠"	"tsiu阴平"	"白"	""	""	""
"747"	"珠"	"珠"	"tsu阴平"	"文"	""	""	""
"748"	"朱"	"朱"	"tsu阴平"	""	""	""	""
"749"	"主"	"主"	"tsu阴上"	""	""	""	""
"752"	"鑄"	"铸"	"tsu去声"	""	""	""	""
"753"	"樞"	"枢"	"kʰu阴平"	""	""	""	""
"754"	"輸"	"输"	"su阴平"	""	""	""	""
"755"	"輸"	"输"	"su去声"	""	""	""	""
"756"	"戍"	"戍"	"su去声"	""	""	""	""
"759"	"殊"	"殊"	"su阳平"	""	""	""	""
"760"	"豎"	"竖"	"su阳上"	""	""	""	""
"761"	"樹"	"树"	"tsʰiu去声"	"白"	""	""	""
"762"	"樹"	"树"	"su阳上"	"文"	""	""	""
"763"	"儒"	"儒"	"dzu阳平"	""	""	""	""
"764"	"乳"	"乳"	"dzu阴上"	""	""	""	""
"765"	"拘"	"拘"	"ku阴平"	""	""	""	""
"766"	"駒"	"驹"	"ku阴平"	""	""	""	""
"767"	"俱"	"俱"	"ku阳上"	""	""	""	""
"768"	"矩"	"矩"	"ku阴上"	""	""	""	""
"769"	"句"	"句"	"ku去声"	""	""	""	""
"770"	"區"	"区"	"kʰu阴平"	"文"	""	""	""
"771"	"區"	"区"	"au阴平"	"姓氏音"	""	""	""
"772"	"驅"	"驱"	"kʰu阴平"	""	""	""	""
"773"	"瞿"	"瞿"	"kʰu阳平"	"姓氏音"	""	""	""
"774"	"瞿"	"瞿"	"ku阳上"	""	""	""	""
"775"	"具"	"具"	"ku阳上"	""	""	""	""
"776"	"懼"	"惧"	"ku阳上"	""	""	""	""
"777"	"虞"	"虞"	"ŋo阳平"	""	""	""	""
"778"	"愚"	"愚"	"ŋo阳平"	"白"	""	""	""
"779"	"愚"	"愚"	"ŋu阳平"	"文"	""	""	""
"780"	"娛"	"娱"	"ŋo阳平"	"白"	""	""	""
"781"	"娛"	"娱"	"ŋu阳平"	"文"	""	""	""
"782"	"遇"	"遇"	"ŋo阳上"	"白"	""	""	""
"783"	"遇"	"遇"	"ŋu阳上"	"文"	""	""	""
"784"	"寓"	"寓"	"ŋo阳上"	"白"	""	""	""
"785"	"寓"	"寓"	"ŋu阳上"	"文"	""	""	""
"786"	"吁"	"吁"	"ho阴平"	""	""	""	""
"787"	"迂"	"迂"	"u阴平"	""	""	""	""
"788"	"于"	"于"	"i阴平"	""	""	""	""
"789"	"于"	"于"	"u阴平"	""	""	""	""
"790"	"盂"	"盂"	"hu阳平"	""	""	""	""
"791"	"雨"	"雨"	"hou阳上"	"白"	""	""	""
"792"	"雨"	"雨"	"u阴上"	"文"	""	""	""
"793"	"禹"	"禹"	"u阴上"	""	""	""	""
"794"	"宇"	"宇"	"u阴上"	""	""	""	""
"795"	"羽"	"羽"	"u阴上"	""	""	""	""
"796"	"芋"	"芋"	"ou去声"	""	""	""	""
"797"	"芋"	"芋"	"oũ去声"	"又"	""	""	""
"799"	"逾"	"逾"	"dzu阳平"	""	""	""	""
"800"	"榆"	"榆"	"dzu阳平"	""	""	""	""
"801"	"愉"	"愉"	"dzu阳平"	""	""	""	""
"802"	"愈"	"愈"	"dzu阴上"	""	""	""	""
"803"	"喻"	"喻"	"dzu去声"	""	""	""	""
"804"	"裕"	"裕"	"dzu去声"	""	""	""	""
"805"	"獃"	"呆"	"ŋai阴平"	""	""	""	""
"806"	"獃"	"呆"	"tai阴平"	""	""	""	""
"807"	"戴"	"戴"	"tai去声"	"文"	""	""	""
"808"	"戴"	"戴"	"ti去声"	"白"	""	""	""
"809"	"戴"	"戴"	"to去声"	"姓氏音"	""	""	""
"810"	"戴"	"戴"	"tua去声"	"训带字"	""	""	""
"811"	"胎"	"胎"	"tʰo阴平"	"白"	""	""	""
"812"	"胎"	"胎"	"tʰai阴平"	"文"	""	""	""
"813"	"台"	"台"	"tʰai阴平"	""	""	""	""
"814"	"台"	"台"	"tʰai阳平"	""	""	""	""
"815"	"態"	"态"	"tʰai去声"	""	""	""	""
"816"	"貸"	"贷"	"tai去声"	""	""	""	""
"817"	"臺"	"台"	"tai阳平"	""	""	""	""
"818"	"臺"	"台"	"tʰai阳平"	""	""	""	""
"819"	"苔"	"苔"	"tʰai阳平"	"文"	""	""	""
"820"	"苔"	"苔"	"tʰi阳平"	"白"	""	""	""
"821"	"抬"	"抬"	"tʰai阳平"	""	""	""	""
"822"	"殆"	"殆"	"tai阳上"	""	""	""	""
"823"	"待"	"待"	"tai阳上"	""	""	""	""
"824"	"待"	"待"	"tʰai阳上"	""	""	""	""
"825"	"怠"	"怠"	"tai阳上"	""	""	""	""
"826"	"代"	"代"	"tai去声"	"文"	""	""	""
"827"	"代"	"代"	"to去声"	"白"	""	""	""
"828"	"袋"	"袋"	"to去声"	""	""	""	""
"829"	"袋"	"袋"	"te去声"	""	""	""	""
"830"	"乃"	"乃"	"nai阴上"	""	""	""	""
"831"	"耐"	"耐"	"nai阳上"	""	""	""	""
"832"	"來"	"来"	"lai阳平"	""	""	""	""
"833"	"災"	"灾"	"tsai阴平"	"文"	""	""	""
"834"	"災"	"灾"	"tso阴平"	"白"	""	""	""
"835"	"栽"	"栽"	"tsai阴平"	""	""	""	""
"836"	"宰"	"宰"	"tsai阴上"	""	""	""	""
"837"	"載"	"载"	"tsai去声"	""	""	""	""
"838"	"載"	"载"	"tsai阴上"	""	""	""	""
"839"	"載"	"载"	"tsai阳上"	""	""	""	""
"840"	"再"	"再"	"tsai去声"	""	""	""	""
"844"	"猜"	"猜"	"tsʰaĩ阴平"	""	""	""	""
"845"	"采"	"采"	"tsʰaĩ阴上"	""	""	""	""
"846"	"睬"	"睬"	"tsʰaĩ阴上"	""	""	""	""
"847"	"彩"	"彩"	"tsʰaĩ阴上"	""	""	""	""
"848"	"菜"	"菜"	"tsʰai去声"	""	""	""	""
"849"	"裁"	"裁"	"tsʰai阳平"	""	""	""	""
"850"	"材"	"材"	"tsʰai阳平"	""	""	""	""
"851"	"才"	"才"	"tsʰai阳平"	"白"	""	""	""
"852"	"才"	"才"	"tsai阳平"	"文"	""	""	""
"853"	"纔"	"纔"	"tsʰai阳平"	""	""	""	""
"854"	"財"	"财"	"tsʰai阳平"	""	""	""	""
"855"	"在"	"在"	"tsai阳上"	"文"	""	""	""
"856"	"在"	"在"	"tso阳上"	"白"	""	""	""
"857"	"腮"	"腮"	"sai阴平"	"文"	""	""	""
"858"	"腮"	"腮"	"tsʰi阴平"	"白"	""	""	""
"859"	"賽"	"赛"	"sai去声"	""	""	""	""
"860"	"該"	"该"	"kai阴平"	""	""	""	""
"861"	"改"	"改"	"kai阴上"	"文"	""	""	""
"862"	"改"	"改"	"koi阴上"	"白"	""	""	""
"863"	"溉"	"溉"	"kai去声"	""	""	""	""
"864"	"概"	"概"	"kai去声"	""	""	""	""
"865"	"概"	"概"	"kʰai去声"	""	""	""	""
"866"	"開"	"开"	"kʰai阴平"	"文"	""	""	""
"867"	"開"	"开"	"kʰui阴平"	"白"	""	""	""
"868"	"凱"	"凯"	"kʰai阴上"	""	""	""	""
"869"	"愷"	"恺"	"kʰai阴上"	""	""	""	""
"870"	"慨"	"慨"	"kʰai去声"	""	""	""	""
"871"	"呆"	"呆"	"tai阴平"	""	""	""	""
"872"	"呆"	"呆"	"ŋai阴平"	""	""	""	""
"873"	"礙"	"碍"	"ŋai去声"	""	""	""	""
"874"	"海"	"海"	"hai阴上"	""	""	""	""
"875"	"孩"	"孩"	"hai阳平"	""	""	""	""
"876"	"亥"	"亥"	"hai阳上"	""	""	""	""
"877"	"哀"	"哀"	"ai阴平"	""	""	""	""
"878"	"埃"	"埃"	"ai阴平"	""	""	""	""
"879"	"唉"	"唉"	"ai阴平"	""	""	""	""
"880"	"愛"	"爱"	"aĩ去声"	""	""	""	""
"881"	"貝"	"贝"	"pue去声"	""	""	""	""
"882"	"貝"	"贝"	"pue阳上"	""	""	""	""
"883"	"沛"	"沛"	"pʰai去声"	""	""	""	""
"884"	"帶"	"带"	"tua去声"	"白"	""	""	""
"885"	"帶"	"带"	"tai去声"	"文"	""	""	""
"886"	"泰"	"泰"	"tʰai去声"	""	""	""	""
"887"	"太"	"太"	"tʰai去声"	""	""	""	""
"890"	"奈"	"奈"	"nai阳上"	""	""	""	""
"891"	"賴"	"赖"	"nai阳上"	"文"	""	""	""
"892"	"賴"	"赖"	"lua去声"	"白"	""	""	""
"893"	"癩"	"癞"	"nai去声"	""	""	""	""
"894"	"蔡"	"蔡"	"tsʰua去声"	""	""	""	""
"895"	"蓋"	"盖"	"kai去声"	"文"	""	""	""
"896"	"蓋"	"盖"	"kʰam去声"	"文"	""	""	""
"897"	"蓋"	"盖"	"kʰaĩ去声"	"白"	""	""	""
"898"	"蓋"	"盖"	"kua去声"	"白"	""	""	""
"899"	"蓋"	"盖"	"kʰap阴入"	"文"	""	""	""
"900"	"蓋"	"盖"	"kʰop阴入"	"文"	""	""	""
"901"	"丐"	"丐"	"kai去声"	""	""	""	""
"902"	"艾"	"艾"	"haĩ去声"	"白"	""	""	""
"903"	"艾"	"艾"	"ŋai阳上"	"文"	""	""	""
"904"	"艾"	"艾"	"ai去声"	"文"	""	""	""
"905"	"害"	"害"	"hai去声"	""	""	""	""
"906"	"藹"	"蔼"	"ai去声"	""	""	""	""
"907"	"靄"	"霭"	"ai阴上"	""	""	""	""
"908"	"拜"	"拜"	"pai阳上"	""	""	""	""
"909"	"拜"	"拜"	"pai去声"	""	""	""	""
"910"	"排"	"排"	"pai阳平"	"文"	""	""	""
"911"	"排"	"排"	"pʰai阳平"	"文"	""	""	""
"912"	"埋"	"埋"	"mai阳平"	""	""	""	""
"913"	"齋"	"斋"	"tsoi阳平"	"白"	""	""	""
"914"	"齋"	"斋"	"tsʰi阳平"	"文"	""	""	""
"915"	"豺"	"豺"	"tsʰai阳平"	"文"	""	""	""
"916"	"豺"	"豺"	"saĩ阳平"	"白"	""	""	""
"917"	"皆"	"皆"	"kai阴平"	""	""	""	""
"918"	"偕"	"偕"	"kai阴平"	""	""	""	""
"919"	"偕"	"偕"	"hai阳平"	""	""	""	""
"920"	"稭"	"秸"	"kai阴平"	""	""	""	""
"921"	"稭"	"秸"	"kiak阴入"	""	""	""	""
"922"	"街"	"街"	"koi阴平"	""	""	""	""
"923"	"階"	"阶"	"kai阴平"	""	""	""	""
"924"	"戒"	"戒"	"kai去声"	""	""	""	""
"925"	"芥"	"芥"	"kai去声"	"文"	""	""	""
"926"	"芥"	"芥"	"kʰaʔ阴入"	"俗"	""	""	""
"927"	"尬"	"尬"	"kai去声"	""	""	""	""
"928"	"界"	"界"	"kai去声"	"文"	""	""	""
"929"	"界"	"界"	"kua去声"	"白"	""	""	""
"930"	"界"	"界"	"koi去声"	"白"	""	""	""
"931"	"介"	"介"	"kai去声"	""	""	""	""
"932"	"疥"	"疥"	"kai去声"	"文"	""	""	""
"933"	"疥"	"疥"	"koi去声"	"白"	""	""	""
"934"	"届"	"届"	"kai去声"	"文"	""	""	""
"935"	"届"	"届"	"koi去声"	"白"	""	""	""
"936"	"揩"	"揩"	"kai阴平"	"文"	""	""	""
"937"	"揩"	"揩"	"kʰoi阴平"	"白"	""	""	""
"938"	"楷"	"楷"	"kai阴平"	""	""	""	""
"939"	"楷"	"楷"	"kʰai阴上"	""	""	""	""
"940"	"諧"	"谐"	"hai阳平"	""	""	""	""
"941"	"駭"	"骇"	"hai阳上"	""	""	""	""
"942"	"械"	"械"	"hai阳上"	""	""	""	""
"943"	"挨"	"挨"	"oi阴平"	"白"	""	""	""
"944"	"挨"	"挨"	"ue阴平"	"白"	""	""	""
"945"	"挨"	"挨"	"ai阴平"	"文"	""	""	""
"946"	"擺"	"摆"	"pai阴上"	""	""	""	""
"947"	"派"	"派"	"pʰai去声"	""	""	""	""
"948"	"牌"	"牌"	"pai阳平"	""	""	""	""
"949"	"罷"	"罢"	"pa阳上"	""	""	""	""
"950"	"稗"	"稗"	"pʰoi去声"	"白"	""	""	""
"951"	"稗"	"稗"	"pi阴上"	"文"	""	""	""
"952"	"買"	"买"	"boi阴上"	""	""	""	""
"953"	"賣"	"卖"	"boi去声"	""	""	""	""
"954"	"奶"	"奶"	"ne阳上"	"白"	""	""	""
"955"	"奶"	"奶"	"ni阳上"	"白"	""	""	""
"956"	"奶"	"奶"	"nai阴上"	"文"	""	""	""
"957"	"債"	"债"	"tse去声"	""	""	""	""
"958"	"釵"	"钗"	"tsʰe阴平"	"白"	""	""	""
"959"	"釵"	"钗"	"tsʰai阴平"	"文"	""	""	""
"964"	"柴"	"柴"	"tsʰa阳平"	"训"	""	""	""
"965"	"柴"	"柴"	"tsʰai阳平"	"文"	""	""	""
"966"	"篩"	"筛"	"sai阴平"	"文"	""	""	""
"967"	"篩"	"筛"	"tʰai阴平"	"训"	""	""	""
"970"	"曬"	"晒"	"sai去声"	""	""	""	""
