"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"脹"	"tiõ21"	""	"t"	"iõ"	"21"
"趙"	"tiõ213"	""	"t"	"iõ"	"213"
"常"	"siõ44"	""	"s"	"iõ"	"44"
"尝"	"siõ44"	""	"s"	"iõ"	"44"
"偿"	"siõ44"	""	"s"	"iõ"	"44"
"恒"	"siõ44"	"训"	"s"	"iõ"	"44"
"肖"	"siõ21"	"生~"	"s"	"iõ"	"21"
"像"	"siõ53"	"雕像"	"s"	"iõ"	"53"
"赏"	"siõ53"	""	"s"	"iõ"	"53"
"镶"	"siõ223"	""	"s"	"iõ"	"223"
"伤"	"siõ223"	""	"s"	"iõ"	"223"
"相"	"siõ21"	"照~"	"s"	"iõ"	"21"
"想"	"siõ213"	""	"s"	"iõ"	"213"
"尚"	"siõ311"	"和~"	"s"	"iõ"	"311"
"嘗"	"siõ44"	""	"s"	"iõ"	"44"
"償"	"siõ44"	""	"s"	"iõ"	"44"
"賞"	"siõ53"	""	"s"	"iõ"	"53"
"鑲"	"siõ223"	""	"s"	"iõ"	"223"
"傷"	"siõ223"	""	"s"	"iõ"	"223"
"腔"	"kʰiõ223"	""	"kʰ"	"iõ"	"223"
"强"	"kiõ44"	"赢，改善"	"k"	"iõ"	"44"
"姜"	"kiõ223"	"薑"	"k"	"iõ"	"223"
"強"	"kiõ44"	"赢，改善"	"k"	"iõ"	"44"
"薑"	"kiõ223"	""	"k"	"iõ"	"223"
"响"	"hiõ53"	""	"h"	"iõ"	"53"
"香"	"hiõ223"	""	"h"	"iõ"	"223"
"乡"	"hiõ223"	""	"h"	"iõ"	"223"
"向"	"hiõ21"	""	"h"	"iõ"	"21"
"響"	"hiõ53"	""	"h"	"iõ"	"53"
"鄉"	"hiõ223"	""	"h"	"iõ"	"223"
"育"	"iok54"	""	""	"iok"	"54"
"欲"	"iok54"	""	""	"iok"	"54"
"浴"	"iok54"	"沐~"	""	"iok"	"54"
"畜"	"tʰiok32"	"~牧"	"tʰ"	"iok"	"32"
"蓄"	"tʰiok32"	""	"tʰ"	"iok"	"32"
"俗"	"siok54"	"俗套"	"s"	"iok"	"54"
"曲"	"kʰiok32"	""	"kʰ"	"iok"	"32"
"鞠"	"kiok32"	""	"k"	"iok"	"32"
"郁"	"hiok32"	""	"h"	"iok"	"32"
"融"	"ioŋ44"	"又，新"	""	"ioŋ"	"44"
"容"	"ioŋ44"	""	""	"ioŋ"	"44"
"蓉"	"ioŋ44"	""	""	"ioŋ"	"44"
"镕"	"ioŋ44"	""	""	"ioŋ"	"44"
"庸"	"ioŋ44"	""	""	"ioŋ"	"44"
"勇"	"ioŋ53"	""	""	"ioŋ"	"53"
"雍"	"ioŋ223"	""	""	"ioŋ"	"223"
"涌"	"ioŋ21"	""	""	"ioŋ"	"21"
"泳"	"ioŋ21"	""	""	"ioŋ"	"21"
"咏"	"ioŋ21"	""	""	"ioŋ"	"21"
"拥"	"ioŋ21"	""	""	"ioŋ"	"21"
"鎔"	"ioŋ44"	""	""	"ioŋ"	"44"
"湧"	"ioŋ21"	""	""	"ioŋ"	"21"
"詠"	"ioŋ21"	""	""	"ioŋ"	"21"
"擁"	"ioŋ21"	""	""	"ioŋ"	"21"
"中"	"tioŋ223"	"人~"	"t"	"ioŋ"	"223"
"叫"	"tioŋ21"	"由tio鼻化而来，形容词尾缀"	"t"	"ioŋ"	"21"
"仲"	"tioŋ213"	"杜~"	"t"	"ioŋ"	"213"
"穷"	"kʰioŋ44"	""	"kʰ"	"ioŋ"	"44"
"恐"	"kʰioŋ53"	""	"kʰ"	"ioŋ"	"53"
"巩"	"kʰioŋ53"	""	"kʰ"	"ioŋ"	"53"
"窮"	"kʰioŋ44"	""	"kʰ"	"ioŋ"	"44"
"鞏"	"kʰioŋ53"	""	"kʰ"	"ioŋ"	"53"
"躬"	"kioŋ223"	""	"k"	"ioŋ"	"223"
"雄"	"hioŋ44"	""	"h"	"ioŋ"	"44"
"匈"	"hioŋ223"	""	"h"	"ioŋ"	"223"
"凶"	"hioŋ223"	""	"h"	"ioŋ"	"223"
"戎"	"dzioŋ44"	""	"dz"	"ioŋ"	"44"
"绒"	"dzioŋ44"	""	"dz"	"ioŋ"	"44"
"茸"	"dzioŋ44"	""	"dz"	"ioŋ"	"44"
"絨"	"dzioŋ44"	""	"dz"	"ioŋ"	"44"
"药"	"ioʔ54"	""	""	"ioʔ"	"54"
"约"	"ioʔ32"	""	""	"ioʔ"	"32"
"藥"	"ioʔ54"	""	""	"ioʔ"	"54"
"約"	"ioʔ32"	""	""	"ioʔ"	"32"
"席"	"tsʰioʔ54"	""	"tsʰ"	"ioʔ"	"54"
"□"	"tsʰioʔ32"	"不浓"	"tsʰ"	"ioʔ"	"32"
"尺"	"tsʰioʔ32"	""	"tsʰ"	"ioʔ"	"32"
"石"	"tsioʔ54"	"~榴"	"ts"	"ioʔ"	"54"
"石"	"tsioʔ54"	""	"ts"	"ioʔ"	"54"
"借"	"tsioʔ32"	""	"ts"	"ioʔ"	"32"
"质"	"tsioʔ32"	""	"ts"	"ioʔ"	"32"
"質"	"tsioʔ32"	""	"ts"	"ioʔ"	"32"
"着"	"tioʔ54"	"正确"	"t"	"ioʔ"	"54"
"着"	"tioʔ32"	"~想"	"t"	"ioʔ"	"32"
"著"	"tioʔ54"	"正确"	"t"	"ioʔ"	"54"
"著"	"tioʔ32"	"~想"	"t"	"ioʔ"	"32"
"液"	"sioʔ54"	"(体液)"	"s"	"ioʔ"	"54"
"惜"	"sioʔ32"	""	"s"	"ioʔ"	"32"
"略"	"lioʔ54"	""	"l"	"ioʔ"	"54"
"弱"	"nioʔ54"	""	"n"	"ioʔ"	"54"
"揢"	"kʰioʔ54"	"拿"	"kʰ"	"ioʔ"	"54"
"揢"	"kʰioʔ32"	""	"kʰ"	"ioʔ"	"32"
"脚"	"kioʔ32"	""	"k"	"ioʔ"	"32"
"腳"	"kioʔ32"	""	"k"	"ioʔ"	"32"
"页"	"hioʔ54"	"训"	"h"	"ioʔ"	"54"
"箬"	"hioʔ54"	""	"h"	"ioʔ"	"54"
"頁"	"hioʔ54"	"训"	"h"	"ioʔ"	"54"
"若"	"dzioʔ54"	"多少"	"dz"	"ioʔ"	"54"
"袭"	"tsʰip54"	"又"	"tsʰ"	"ip"	"54"
"缉"	"tsʰip32"	""	"tsʰ"	"ip"	"32"
"襲"	"tsʰip54"	"又"	"tsʰ"	"ip"	"54"
"緝"	"tsʰip32"	""	"tsʰ"	"ip"	"32"
"集"	"tsip54"	""	"ts"	"ip"	"54"
"执"	"tsip32"	""	"ts"	"ip"	"32"
"湿"	"tsip32"	"又"	"ts"	"ip"	"32"
"執"	"tsip32"	""	"ts"	"ip"	"32"
"濕"	"tsip32"	"又"	"ts"	"ip"	"32"
"集"	"sip54"	"又"	"s"	"ip"	"54"
"习"	"sip54"	""	"s"	"ip"	"54"
"袭"	"sip54"	""	"s"	"ip"	"54"
"湿"	"sip32"	""	"s"	"ip"	"32"
"習"	"sip54"	""	"s"	"ip"	"54"
"襲"	"sip54"	""	"s"	"ip"	"54"
"濕"	"sip32"	""	"s"	"ip"	"32"
"邑"	"pip32"	""	"p"	"ip"	"32"
"立"	"lip54"	""	"l"	"ip"	"54"
"级"	"kʰip32"	""	"kʰ"	"ip"	"32"
"泣"	"kʰip32"	""	"kʰ"	"ip"	"32"
"吸"	"kʰip32"	""	"kʰ"	"ip"	"32"
"級"	"kʰip32"	""	"kʰ"	"ip"	"32"
"及"	"kip54"	""	"k"	"ip"	"54"
"急"	"kip32"	""	"k"	"ip"	"32"
"给"	"kip32"	""	"k"	"ip"	"32"
"給"	"kip32"	""	"k"	"ip"	"32"
"入"	"dzip54"	""	"dz"	"ip"	"54"
"尤"	"iu44"	""	""	"iu"	"44"
"邮"	"iu44"	""	""	"iu"	"44"
"由"	"iu44"	""	""	"iu"	"44"
"油"	"iu44"	""	""	"iu"	"44"
"游"	"iu44"	""	""	"iu"	"44"
"酋"	"iu44"	""	""	"iu"	"44"
"有"	"iu53"	""	""	"iu"	"53"
"友"	"iu53"	""	""	"iu"	"53"
"酉"	"iu53"	""	""	"iu"	"53"
"又"	"iu53"	""	""	"iu"	"53"
"优"	"iu223"	""	""	"iu"	"223"
"忧"	"iu223"	""	""	"iu"	"223"
"悠"	"iu223"	""	""	"iu"	"223"
"犹"	"iu223"	""	""	"iu"	"223"
"幽"	"iu223"	""	""	"iu"	"223"
"贿"	"iu213"	""	""	"iu"	"213"
"又"	"iu213"	""	""	"iu"	"213"
"右"	"iu213"	""	""	"iu"	"213"
"佑"	"iu213"	""	""	"iu"	"213"
"柚"	"iu311"	""	""	"iu"	"311"
"郵"	"iu44"	""	""	"iu"	"44"
"遊"	"iu44"	""	""	"iu"	"44"
"優"	"iu223"	""	""	"iu"	"223"
"憂"	"iu223"	""	""	"iu"	"223"
"猶"	"iu223"	""	""	"iu"	"223"
"賄"	"iu213"	""	""	"iu"	"213"
"囚"	"tsʰiu44"	""	"tsʰ"	"iu"	"44"
"仇"	"tsʰiu44"	""	"tsʰ"	"iu"	"44"
"酬"	"tsʰiu44"	""	"tsʰ"	"iu"	"44"
"售"	"tsʰiu44"	""	"tsʰ"	"iu"	"44"
"取"	"tsʰiu53"	"赎"	"tsʰ"	"iu"	"53"
"手"	"tsʰiu53"	""	"tsʰ"	"iu"	"53"
"鬚"	"tsʰiu223"	""	"tsʰ"	"iu"	"223"
"秋"	"tsʰiu223"	""	"tsʰ"	"iu"	"223"
"鳅"	"tsʰiu223"	""	"tsʰ"	"iu"	"223"
"树"	"tsʰiu311"	""	"tsʰ"	"iu"	"311"
"鰍"	"tsʰiu223"	""	"tsʰ"	"iu"	"223"
"樹"	"tsʰiu311"	""	"tsʰ"	"iu"	"311"
"氿"	"tsiu53"	"俗“酒”"	"ts"	"iu"	"53"
"酒"	"tsiu53"	""	"ts"	"iu"	"53"
"咒"	"tsiu21"	""	"ts"	"iu"	"21"
"就"	"tsiu213"	""	"ts"	"iu"	"213"
"涛"	"tʰiu44"	""	"tʰ"	"iu"	"44"
"筹"	"tʰiu44"	""	"tʰ"	"iu"	"44"
"丑"	"tʰiu53"	""	"tʰ"	"iu"	"53"
"抽"	"tʰiu223"	""	"tʰ"	"iu"	"223"
"濤"	"tʰiu44"	""	"tʰ"	"iu"	"44"
"籌"	"tʰiu44"	""	"tʰ"	"iu"	"44"
"醜"	"tʰiu53"	""	"tʰ"	"iu"	"53"
"绸"	"tiu44"	""	"t"	"iu"	"44"
"稠"	"tiu44"	""	"t"	"iu"	"44"
"昼"	"tiu53"	""	"t"	"iu"	"53"
"纣"	"tiu53"	""	"t"	"iu"	"53"
"宙"	"tiu53"	""	"t"	"iu"	"53"
"丢"	"tiu223"	""	"t"	"iu"	"223"
"稻"	"tiu213"	"训"	"t"	"iu"	"213"
"住"	"tiu311"	""	"t"	"iu"	"311"
"綢"	"tiu44"	""	"t"	"iu"	"44"
"晝"	"tiu53"	""	"t"	"iu"	"53"
"紂"	"tiu53"	""	"t"	"iu"	"53"
"丟"	"tiu223"	""	"t"	"iu"	"223"
"泅"	"siu44"	""	"s"	"iu"	"44"
"游"	"siu44"	""	"s"	"iu"	"44"
"守"	"siu53"	""	"s"	"iu"	"53"
"袖"	"siu53"	""	"s"	"iu"	"53"
"首"	"siu53"	""	"s"	"iu"	"53"
"梳"	"siu223"	""	"s"	"iu"	"223"
"修"	"siu223"	""	"s"	"iu"	"223"
"羞"	"siu223"	""	"s"	"iu"	"223"
"收"	"siu223"	""	"s"	"iu"	"223"
"秀"	"siu21"	""	"s"	"iu"	"21"
"绣"	"siu21"	""	"s"	"iu"	"21"
"锈"	"siu21"	""	"s"	"iu"	"21"
"兽"	"siu21"	""	"s"	"iu"	"21"
"受"	"siu213"	""	"s"	"iu"	"213"
"授"	"siu213"	""	"s"	"iu"	"213"
"寿"	"siu311"	""	"s"	"iu"	"311"
"遊"	"siu44"	""	"s"	"iu"	"44"
"繡"	"siu21"	""	"s"	"iu"	"21"
"鏽"	"siu21"	""	"s"	"iu"	"21"
"獸"	"siu21"	""	"s"	"iu"	"21"
"壽"	"siu311"	""	"s"	"iu"	"311"
"彪"	"pʰiu223"	""	"pʰ"	"iu"	"223"
"漂"	"pʰiu21"	""	"pʰ"	"iu"	"21"
"纽"	"niu53"	""	"n"	"iu"	"53"
"扭"	"niu53"	""	"n"	"iu"	"53"
"紐"	"niu53"	""	"n"	"iu"	"53"
"谬"	"miu213"	""	"m"	"iu"	"213"
"謬"	"miu213"	""	"m"	"iu"	"213"
"流"	"liu44"	""	"l"	"iu"	"44"
"留"	"liu44"	""	"l"	"iu"	"44"
"榴"	"liu44"	""	"l"	"iu"	"44"
"琉"	"liu44"	""	"l"	"iu"	"44"
"硫"	"liu44"	""	"l"	"iu"	"44"
"柳"	"liu53"	""	"l"	"iu"	"53"
"铆"	"liu53"	"挖"	"l"	"iu"	"53"
"溜"	"liu223"	""	"l"	"iu"	"223"
"溜"	"liu21"	""	"l"	"iu"	"21"
"鉚"	"liu53"	"挖"	"l"	"iu"	"53"
"求"	"kʰiu44"	""	"kʰ"	"iu"	"44"
"糗"	"kʰiu53"	""	"kʰ"	"iu"	"53"
"丘"	"kʰiu223"	""	"kʰ"	"iu"	"223"
"球"	"kiu44"	""	"k"	"iu"	"44"
"纠"	"kiu53"	""	"k"	"iu"	"53"
"九"	"kiu53"	""	"k"	"iu"	"53"
"救"	"kiu21"	""	"k"	"iu"	"21"
"究"	"kiu21"	""	"k"	"iu"	"21"
"糾"	"kiu53"	""	"k"	"iu"	"53"
"入"	"dziu53"	"入去合音"	"dz"	"iu"	"53"
"揉"	"dziu44"	""	"dz"	"iu"	"44"
"柔"	"dziu44"	""	"dz"	"iu"	"44"
"幼"	"iũ21"	""	""	"iũ"	"21"
"朽"	"hiũ53"	""	"h"	"iũ"	"53"
"休"	"hiũ223"	""	"h"	"iũ"	"223"
"□"	"piuʔ32"	"冒出来"	"p"	"iuʔ"	"32"
"挤"	"kiuʔ32"	"训"	"k"	"iuʔ"	"32"
"擠"	"kiuʔ32"	"训"	"k"	"iuʔ"	"32"
"折"	"tsiʔ54"	""	"ts"	"iʔ"	"54"
"舌"	"tsiʔ54"	""	"ts"	"iʔ"	"54"
"接"	"tsiʔ32"	""	"ts"	"iʔ"	"32"
"欹"	"tsʰiʔ32"	"训，低头"	"tsʰ"	"iʔ"	"32"
"折"	"tsiʔ32"	""	"ts"	"iʔ"	"32"
"嚏"	"tʰiʔ32"	""	"tʰ"	"iʔ"	"32"
"铁"	"tʰiʔ32"	""	"tʰ"	"iʔ"	"32"
"忒"	"tʰiʔ32"	""	"tʰ"	"iʔ"	"32"
"鐵"	"tʰiʔ32"	""	"tʰ"	"iʔ"	"32"
"跌"	"tiʔ54"	""	"t"	"iʔ"	"54"
"碟"	"tiʔ54"	""	"t"	"iʔ"	"54"
"蒂"	"tiʔ32"	""	"t"	"iʔ"	"32"
"滴"	"tiʔ32"	""	"t"	"iʔ"	"32"
"蚀"	"siʔ54"	""	"s"	"iʔ"	"54"
"薛"	"siʔ32"	""	"s"	"iʔ"	"32"
"蝕"	"siʔ54"	""	"s"	"iʔ"	"54"
"憋"	"piʔ32"	""	"p"	"iʔ"	"32"
"蝠"	"piʔ32"	""	"p"	"iʔ"	"32"
"物"	"miʔ32"	"什么"	"m"	"iʔ"	"32"
"裂"	"liʔ54"	""	"l"	"iʔ"	"54"
"缺"	"kʰiʔ32"	"白"	"kʰ"	"iʔ"	"32"
"乞"	"kʰiʔ32"	""	"kʰ"	"iʔ"	"32"
"颊"	"kiʔ32"	""	"k"	"iʔ"	"32"
"頰"	"kiʔ32"	""	"k"	"iʔ"	"32"
"按"	"dziʔ54"	"训"	"dz"	"iʔ"	"54"
"廿"	"dziʔ54"	""	"dz"	"iʔ"	"54"
"篾"	"biʔ54"	""	"b"	"iʔ"	"54"
"姥"	"m53"	""	""	"m"	"53"
"母"	"m53"	""	""	"m"	"53"
"雌"	"tsʰɯ44"	""	"tsʰ"	"ɯ"	"44"
"次"	"tsʰɯ21"	"又"	"tsʰ"	"ɯ"	"21"
"子"	"tsɯ53"	"又"	"ts"	"ɯ"	"53"
"姿"	"tsɯ223"	"又"	"ts"	"ɯ"	"223"
"资"	"tsɯ223"	"又"	"ts"	"ɯ"	"223"
"咨"	"tsɯ223"	"又"	"ts"	"ɯ"	"223"
"資"	"tsɯ223"	"又"	"ts"	"ɯ"	"223"
"諮"	"tsɯ223"	"又"	"ts"	"ɯ"	"223"
"史"	"sɯ53"	""	"s"	"ɯ"	"53"
"斯"	"sɯ223"	""	"s"	"ɯ"	"223"
"私"	"sɯ223"	"又"	"s"	"ɯ"	"223"
"师"	"sɯ223"	""	"s"	"ɯ"	"223"
"思"	"sɯ223"	"又"	"s"	"ɯ"	"223"
"思"	"sɯ21"	"又"	"s"	"ɯ"	"21"
"師"	"sɯ223"	""	"s"	"ɯ"	"223"
"汝"	"lɯ53"	""	"l"	"ɯ"	"53"
"吕"	"lɯ213"	""	"l"	"ɯ"	"213"
"呂"	"lɯ213"	""	"l"	"ɯ"	"213"
"车"	"kɯ223"	"象棋"	"k"	"ɯ"	"223"
"車"	"kɯ223"	"象棋"	"k"	"ɯ"	"223"
"而"	"dzɯ44"	"又"	"dz"	"ɯ"	"44"
"存"	"tsʰɯŋ44"	"又"	"tsʰ"	"ɯŋ"	"44"
"床"	"tsʰɯŋ44"	""	"tsʰ"	"ɯŋ"	"44"
"穿"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"疮"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"瘡"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"村"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"仓"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"舱"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"刺"	"tsʰɯŋ21"	""	"tsʰ"	"ɯŋ"	"21"
"倉"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"艙"	"tsʰɯŋ223"	""	"tsʰ"	"ɯŋ"	"223"
"全"	"tsɯŋ44"	""	"ts"	"ɯŋ"	"44"
"砖"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"庄"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"装"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"樟"	"tsɯŋ223"	"~林，在澄海"	"ts"	"ɯŋ"	"223"
"狀"	"tsɯŋ311"	""	"ts"	"ɯŋ"	"311"
"状"	"tsɯŋ311"	""	"ts"	"ɯŋ"	"311"
"旋"	"tsɯŋ311"	"头发的~"	"ts"	"ɯŋ"	"311"
"钻"	"tsɯŋ21"	""	"ts"	"ɯŋ"	"21"
"舐"	"tsɯŋ213"	""	"ts"	"ɯŋ"	"213"
"磚"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"莊"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"裝"	"tsɯŋ223"	""	"ts"	"ɯŋ"	"223"
"鑽"	"tsɯŋ21"	""	"ts"	"ɯŋ"	"21"
"糖"	"tʰɯŋ44"	""	"tʰ"	"ɯŋ"	"44"
"捅"	"tʰɯŋ53"	""	"tʰ"	"ɯŋ"	"53"
"汤"	"tʰɯŋ223"	""	"tʰ"	"ɯŋ"	"223"
"褪"	"tʰɯŋ21"	""	"tʰ"	"ɯŋ"	"21"
"褪"	"tʰɯŋ21"	""	"tʰ"	"ɯŋ"	"21"
"捅"	"tʰɯŋ311"	""	"tʰ"	"ɯŋ"	"311"
"烫"	"tʰɯŋ21"	""	"tʰ"	"ɯŋ"	"21"
"湯"	"tʰɯŋ223"	""	"tʰ"	"ɯŋ"	"223"
"燙"	"tʰɯŋ21"	""	"tʰ"	"ɯŋ"	"21"
"堂"	"tɯŋ44"	""	"t"	"ɯŋ"	"44"
"唐"	"tɯŋ44"	""	"t"	"ɯŋ"	"44"
"塘"	"tɯŋ44"	""	"t"	"ɯŋ"	"44"
"长"	"tɯŋ44"	"~短"	"t"	"ɯŋ"	"44"
"肠"	"tɯŋ44"	""	"t"	"ɯŋ"	"44"
"转"	"tɯŋ53"	""	"t"	"ɯŋ"	"53"
"返"	"tɯŋ53"	"训"	"t"	"ɯŋ"	"53"
"当"	"tɯŋ223"	"~官"	"t"	"ɯŋ"	"223"
"当"	"tɯŋ21"	"~做"	"t"	"ɯŋ"	"21"
"断"	"tɯŋ213"	""	"t"	"ɯŋ"	"213"
"盪"	"tɯŋ213"	""	"t"	"ɯŋ"	"213"
"丈"	"tɯŋ213"	"一~"	"t"	"ɯŋ"	"213"
"缎"	"tɯŋ311"	""	"t"	"ɯŋ"	"311"
"緞"	"tɯŋ311"	""	"t"	"ɯŋ"	"311"
"段"	"tɯŋ311"	""	"t"	"ɯŋ"	"311"
"長"	"tɯŋ44"	"~短"	"t"	"ɯŋ"	"44"
"腸"	"tɯŋ44"	""	"t"	"ɯŋ"	"44"
"轉"	"tɯŋ53"	""	"t"	"ɯŋ"	"53"
"當"	"tɯŋ223"	"~官"	"t"	"ɯŋ"	"223"
"當"	"tɯŋ21"	"~做"	"t"	"ɯŋ"	"21"
"斷"	"tɯŋ213"	""	"t"	"ɯŋ"	"213"
"耍"	"sɯŋ53"	"训"	"s"	"ɯŋ"	"53"
"爽"	"sɯŋ53"	"玩耍"	"s"	"ɯŋ"	"53"
"酸"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"孙"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"丧"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"孀"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"霜"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"算"	"sɯŋ21"	""	"s"	"ɯŋ"	"21"
"蒜"	"sɯŋ21"	""	"s"	"ɯŋ"	"21"
"孫"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"喪"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"
"本"	"pɯŋ53"	""	"p"	"ɯŋ"	"53"
"方"	"pɯŋ223"	"姓"	"p"	"ɯŋ"	"223"
"风"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"
"枫"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"
"饭"	"pɯŋ311"	""	"p"	"ɯŋ"	"311"
"風"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"
"楓"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"
"飯"	"pɯŋ311"	""	"p"	"ɯŋ"	"311"
"郎"	"nɯŋ44"	"牛郎"	"n"	"ɯŋ"	"44"
"女"	"nɯŋ53"	""	"n"	"ɯŋ"	"53"
"钻"	"nɯŋ21"	""	"n"	"ɯŋ"	"21"
"卵"	"nɯŋ213"	""	"n"	"ɯŋ"	"213"
"糯"	"nɯŋ311"	""	"n"	"ɯŋ"	"311"
"鑽"	"nɯŋ21"	""	"n"	"ɯŋ"	"21"
"门"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"
"晚"	"mɯŋ53"	""	"m"	"ɯŋ"	"53"
"问"	"mɯŋ311"	""	"m"	"ɯŋ"	"311"
"門"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"
"問"	"mɯŋ311"	""	"m"	"ɯŋ"	"311"
"慷"	"kʰɯŋ53"	"~慨(白)"	"kʰ"	"ɯŋ"	"53"
"糠"	"kʰɯŋ223"	""	"kʰ"	"ɯŋ"	"223"
"劝"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"
"囥"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"
"勸"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"
"狂"	"kɯŋ44"	"~眠(说梦话)"	"k"	"ɯŋ"	"44"
"广"	"kɯŋ53"	"广州"	"k"	"ɯŋ"	"53"
"缸"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"
"光"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"
"扛"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"
"钢"	"kɯŋ21"	""	"k"	"ɯŋ"	"21"
"廣"	"kɯŋ53"	"广州"	"k"	"ɯŋ"	"53"
"鋼"	"kɯŋ21"	""	"k"	"ɯŋ"	"21"
"擤"	"sɯŋʔ32"	"擤鼻涕的声音"	"s"	"ɯŋʔ"	"32"
"行"	"ŋ44"	""	""	"ŋ"	"44"
"黄"	"ŋ44"	""	""	"ŋ"	"44"
"䘼"	"ŋ53"	""	""	"ŋ"	"53"
"央"	"ŋ223"	""	""	"ŋ"	"223"
"秧"	"ŋ223"	""	""	"ŋ"	"223"
"仰"	"ŋ21"	"依靠"	""	"ŋ"	"21"
"黃"	"ŋ44"	""	""	"ŋ"	"44"
"园"	"hŋ44"	""	"h"	"ŋ"	"44"
"昏"	"hŋ223"	"暝~(黄昏)"	"h"	"ŋ"	"223"
"荒"	"hŋ223"	"饥~"	"h"	"ŋ"	"223"
"方"	"hŋ223"	"地~"	"h"	"ŋ"	"223"
"远"	"hŋ213"	""	"h"	"ŋ"	"213"
"園"	"hŋ44"	""	"h"	"ŋ"	"44"
"遠"	"hŋ213"	""	"h"	"ŋ"	"213"
"嗯"	"ŋʔ32"	"假借，儿语拉屎"	""	"ŋʔ"	"32"
"刺"	"tsŋʔ54"	""	"ts"	"ŋʔ"	"54"
"荷"	"o44"	""	""	"o"	"44"
"搁"	"o44"	"又"	""	"o"	"44"
"窝"	"o223"	""	""	"o"	"223"
"涡"	"o223"	""	""	"o"	"223"
"奥"	"o21"	"又"	""	"o"	"21"
"澳"	"o21"	"又"	""	"o"	"21"
"荷"	"o213"	""	""	"o"	"213"
"卧"	"o213"	""	""	"o"	"213"
"擱"	"o44"	"又"	""	"o"	"44"
"窩"	"o223"	""	""	"o"	"223"
"渦"	"o223"	""	""	"o"	"223"
"奧"	"o21"	"又"	""	"o"	"21"
"臥"	"o213"	""	""	"o"	"213"
"挫"	"tsʰo44"	""	"tsʰ"	"o"	"44"
"矬"	"tsʰo44"	""	"tsʰ"	"o"	"44"
"锄"	"tsʰo44"	"文"	"tsʰ"	"o"	"44"
"鋤"	"tsʰo44"	""	"tsʰ"	"o"	"44"
"楚"	"tsʰo53"	""	"tsʰ"	"o"	"53"
"础"	"tsʰo53"	""	"tsʰ"	"o"	"53"
"草"	"tsʰo53"	""	"tsʰ"	"o"	"53"
"初"	"tsʰo223"	""	"tsʰ"	"o"	"223"
"腥"	"tsʰo223"	""	"tsʰ"	"o"	"223"
"错"	"tsʰo21"	""	"tsʰ"	"o"	"21"
"□"	"tsʰo311"	"盛放物品"	"tsʰ"	"o"	"311"
"礎"	"tsʰo53"	""	"tsʰ"	"o"	"53"
"錯"	"tsʰo21"	""	"tsʰ"	"o"	"21"
"槽"	"tso44"	""	"ts"	"o"	"44"
"左"	"tso53"	""	"ts"	"o"	"53"
"佐"	"tso53"	""	"ts"	"o"	"53"
"阻"	"tso53"	""	"ts"	"o"	"53"
"枣"	"tso53"	""	"ts"	"o"	"53"
"做"	"tso21"	""	"ts"	"o"	"21"
"怎"	"tso21"	"训"	"ts"	"o"	"21"
"坐"	"tso213"	""	"ts"	"o"	"213"
"助"	"tso213"	""	"ts"	"o"	"213"
"座"	"tso311"	""	"ts"	"o"	"311"
"棗"	"tso53"	""	"ts"	"o"	"53"
"驮"	"tʰo44"	""	"tʰ"	"o"	"44"
"桃"	"tʰo44"	""	"tʰ"	"o"	"44"
"萄"	"tʰo44"	""	"tʰ"	"o"	"44"
"妥"	"tʰo53"	""	"tʰ"	"o"	"53"
"椭"	"tʰo53"	""	"tʰ"	"o"	"53"
