"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"豐"	"丰"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	"~收"
"酆"	"酆"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"灃"	"沣"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"丰"	"丰"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	"~采"
"封"	"封"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"烽"	"烽"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"峰"	"峰"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"蜂"	"蜂"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"蠭"	"蜂"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"鋒"	"锋"	"foŋ⁴⁴"	"foŋ"	"fon1"	44	
"捧"	"捧"	"foŋ⁵¹"	"foŋ"	"fon3"	51	
"葑"	"葑"	"foŋ³³⁴"	"foŋ"	"fon5"	334	
"諷"	"讽"	"foŋ³³⁴"	"foŋ"	"fon5"	334	
"俸"	"俸"	"foŋ³³⁴"	"foŋ"	"fon5"	334	
"□"		"foŋ³³⁴"	"foŋ"	"fon5"	334	"~篤，浮腫"
"馮"	"冯"	"voŋ¹¹³"	"voŋ"	"fvon2"	113	"姓氏"
"逢"	"逢"	"voŋ¹¹³"	"voŋ"	"fvon2"	113	
"縫"	"缝"	"voŋ¹¹³"	"voŋ"	"fvon2"	113	"~~補補，動詞"
"鳳"	"凤"	"voŋ²¹³"	"voŋ"	"fvon6"	213	
"奉"	"奉"	"voŋ²¹³"	"voŋ"	"fvon6"	213	
"縫"	"缝"	"voŋ²¹³"	"voŋ"	"fvon6"	213	"一條~，名詞"
"俸"	"俸"	"voŋ²¹³"	"voŋ"	"fvon6"	213	
"東"	"东"	"toŋ⁴⁴"	"toŋ"	"ton1"	44	
"氭"	"氭"	"toŋ⁴⁴"	"toŋ"	"ton1"	44	
"冬"	"冬"	"toŋ⁴⁴"	"toŋ"	"ton1"	44	
"咚"	"咚"	"toŋ⁴⁴"	"toŋ"	"ton1"	44	
"氡"	"氡"	"toŋ⁴⁴"	"toŋ"	"ton1"	44	
"董"	"董"	"toŋ⁵¹"	"toŋ"	"ton3"	51	"姓氏"
"懂"	"懂"	"toŋ⁵¹"	"toŋ"	"ton3"	51	
"凍"	"冻"	"toŋ³³⁴"	"toŋ"	"ton5"	334	
"棟"	"栋"	"toŋ³³⁴"	"toŋ"	"ton5"	334	
"通"	"通"	"tʰoŋ⁴⁴"	"tʰoŋ"	"thon1"	44	
"桶"	"桶"	"tʰoŋ⁵¹"	"tʰoŋ"	"thon3"	51	"油~"
"統"	"统"	"tʰoŋ⁵¹"	"tʰoŋ"	"thon3"	51	
"捅"	"捅"	"tʰoŋ⁵¹"	"tʰoŋ"	"thon3"	51	
"□"		"tʰoŋ⁵¹"	"tʰoŋ"	"thon3"	51	"暫借"
"痛"	"痛"	"tʰoŋ³³⁴"	"tʰoŋ"	"thon5"	334	
"同"	"同"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"衕"	"同"	"doŋ¹¹³"	"doŋ"	"don2"	113	"衚~"
"桐"	"桐"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"銅"	"铜"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"鼕"	"鼕"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"筒"	"筒"	"doŋ¹¹³"	"doŋ"	"don2"	113	"麻將葉子牌式名，即餅"
"童"	"童"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"瞳"	"瞳"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"彤"	"彤"	"doŋ¹¹³"	"doŋ"	"don2"	113	
"動"	"动"	"doŋ²³¹"	"doŋ"	"don4"	231	"單字音"
"動"	"动"	"doŋ²¹³"	"doŋ"	"don6"	213	
"慟"	"恸"	"doŋ²¹³"	"doŋ"	"don6"	213	
"洞"	"洞"	"doŋ²¹³"	"doŋ"	"don6"	213	
"胴"	"胴"	"doŋ²¹³"	"doŋ"	"don6"	213	"~肛"
"桶"	"桶"	"doŋ²¹³"	"doŋ"	"don6"	213	"馬~，沙上話借詞"
"𨑊"	"𨑊"	"ʔnoŋ⁵¹"	"ʔnoŋ"	"non3"	51	
"農"	"农"	"ʔnoŋ³³⁴"	"ʔnoŋ"	"non5"	334	
"濃"	"浓"	"ʔnoŋ³³⁴"	"ʔnoŋ"	"non5"	334	
"儂"	"侬"	"ʔnoŋ³³⁴"	"ʔnoŋ"	"non5"	334	
"膿"	"脓"	"ʔnoŋ³³⁴"	"ʔnoŋ"	"non5"	334	
"噥"	"哝"	"ʔnoŋ³³⁴"	"ʔnoŋ"	"non5"	334	
"齈"	"齈"	"noŋ²¹³"	"noŋ"	"non6"	213	"~鼻子"
"攏"	"拢"	"ʔɭoŋ⁵¹"	"ʔɭoŋ"	"lon3"	51	"拉~"
"籠"	"笼"	"ʔɭoŋ⁵¹"	"ʔɭoŋ"	"lon3"	51	"鳥~；~罩、~絡、~繞"
"隴"	"陇"	"ʔɭoŋ⁵¹"	"ʔɭoŋ"	"lon3"	51	
"壟"	"垄"	"ʔɭoŋ⁵¹"	"ʔɭoŋ"	"lon3"	51	
"聾"	"聋"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"隆"	"隆"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"龍"	"龙"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"籠"	"笼"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	"~屜"
"礱"	"砻"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	"粗磨"
"嚨"	"咙"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"朧"	"胧"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"瓏"	"珑"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"隆"	"隆"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"窿"	"窿"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	
"躘"	"躘"	"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	"頭~蹱（打奔兒）"
"□"		"ʔɭoŋ³³⁴"	"ʔɭoŋ"	"lon5"	334	"用鍋鏟攪拌，以防燒糊"
"弄"	"弄"	"ɭoŋ²¹³"	"ɭoŋ"	"lon6"	213	
"宗"	"宗"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"棕"	"棕"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"鬃"	"鬃"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"蹤"	"踪"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"豵"	"豵"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	"~牲，家禽家畜，字有作眾"
"眾"	"众"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	"~牲"
"中"	"中"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"衷"	"衷"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"忠"	"忠"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"鍾"	"钟"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	"~意；姓氏"
"鐘"	"钟"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	"鬧~"
"終"	"终"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"盅"	"盅"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"綜"	"综"	"tsoŋ⁴⁴"	"tsoŋ"	"tson1"	44	
"總"	"总"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	
"腫"	"肿"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	
"種"	"种"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	"~類"
"踵"	"踵"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	
"塚"	"冢"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	
"冢"	"冢"	"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	
"□"		"tsoŋ⁵¹"	"tsoŋ"	"tson3"	51	"喫，詈語：伲快點~"
"粽"	"粽"	"tsoŋ³³⁴"	"tsoŋ"	"tson5"	334	
"縱"	"纵"	"tsoŋ³³⁴"	"tsoŋ"	"tson5"	334	"放任：放~；~身；溝不闊，~過去"
"中"	"中"	"tsoŋ³³⁴"	"tsoŋ"	"tson5"	334	"射~"
"種"	"种"	"tsoŋ³³⁴"	"tsoŋ"	"tson5"	334	"~田"
"眾"	"众"	"tsoŋ³³⁴"	"tsoŋ"	"tson5"	334	
"聰"	"聪"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"悤"	"匆"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"匆本字"
"怱"	"匆"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"匆異體"
"匆"	"匆"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"蔥"	"葱"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"囪"	"囱"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"𧺣"	"𧺣"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"急~~"
"充"	"充"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"衝"	"冲"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"~出去"
"𧘂"	"冲"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"𥅻"	"𥅻"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"沖"	"冲"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"~喜"
"從"	"从"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	"~容"
"樅"	"枞"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"蓯"	"苁"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"忡"	"忡"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"憧"	"憧"	"tsʰoŋ⁴⁴"	"tsʰoŋ"	"tshon1"	44	
"寵"	"宠"	"tsʰoŋ⁵¹"	"tsʰoŋ"	"tshon3"	51	
"沖"	"冲"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"~牀"
"銃"	"铳"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	
"憃"	"憃"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"坍~"
"𠑙"	"𠑙"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"向前突出"
"𥅻"	"𥅻"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"瞌~"
"蹱"	"蹱"	"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"頭躘~"
"□"		"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"~手，扒手"
"□"		"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"~~溜達"
"□"		"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"~貨，質次價高的貨"
"□"		"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"（頭）低下"
"□"		"tsʰoŋ³³⁴"	"tsʰoŋ"	"tshon5"	334	"（鼻子）鉤：~鼻子"
"蟲"	"虫"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	
"重"	"重"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	"重複，本字爲緟"
"緟"	"重"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	
"從"	"从"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	
"从"	"从"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	"從本字"
"叢"	"丛"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	
"翀"	"翀"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	
"种"	"种"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	"姓氏"
"崇"	"崇"	"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	"~拜"
"□"		"dzoŋ¹¹³"	"dzoŋ"	"dzon2"	113	"搗"
"重"	"重"	"dzoŋ²³¹"	"dzoŋ"	"dzon4"	231	"單字音"
"重"	"重"	"dzoŋ²¹³"	"dzoŋ"	"dzon6"	213	
"仲"	"仲"	"dzoŋ²¹³"	"dzoŋ"	"dzon6"	213	
"松"	"松"	"soŋ⁴⁴"	"soŋ"	"son1"	44	"~樹"
"淞"	"淞"	"soŋ⁴⁴"	"soŋ"	"son1"	44	
"忪"	"忪"	"soŋ⁴⁴"	"soŋ"	"son1"	44	"惺~，古典本作「惺鬆」"
"鬆"	"松"	"soŋ⁴⁴"	"soŋ"	"son1"	44	"~緊"
"嵩"	"嵩"	"soŋ⁴⁴"	"soŋ"	"son1"	44	
"崧"	"嵩"	"soŋ⁴⁴"	"soŋ"	"son1"	44	
"摏"	"摏"	"soŋ⁴⁴"	"soŋ"	"son1"	44	"伸手一擊：~起來一拳頭"
"舂"	"舂"	"soŋ⁴⁴"	"soŋ"	"son1"	44	"~榔頭子"
"□"		"soŋ⁴⁴"	"soŋ"	"son1"	44	"往上推"
"聳"	"耸"	"soŋ⁵¹"	"soŋ"	"son3"	51	
"慫"	"怂"	"soŋ⁵¹"	"soŋ"	"son3"	51	"弄~，捉弄"
"竦"	"竦"	"soŋ⁵¹"	"soŋ"	"son3"	51	
"悚"	"悚"	"soŋ⁵¹"	"soŋ"	"son3"	51	
"㪌"	"㪌"	"soŋ⁵¹"	"soŋ"	"son3"	51	"蹬，腳一~"
"送"	"送"	"soŋ³³⁴"	"soŋ"	"son5"	334	
"宋"	"宋"	"soŋ³³⁴"	"soŋ"	"son5"	334	
"㞞"	"𪨊"	"zoŋ¹¹³"	"zoŋ"	"zon2"	113	"精液： ~塘，無能，窩囊"
"崇"	"崇"	"zoŋ¹¹³"	"zoŋ"	"zon2"	113	"又音，~明島（又讀如字）"
"從"	"从"	"zoŋ²¹³"	"zoŋ"	"zon6"	213	"僕~"
"誦"	"诵"	"zoŋ²¹³"	"zoŋ"	"zon6"	213	"朗~"
"訟"	"讼"	"zoŋ²¹³"	"zoŋ"	"zon6"	213	"~師"
"頌"	"颂"	"zoŋ²¹³"	"zoŋ"	"zon6"	213	"歌~ "
"□"		"zoŋ²¹³"	"zoŋ"	"zon6"	213	"瓶口朝下；人倒懸"
"公"	"公"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"蚣"	"蚣"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"工"	"工"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"攻"	"攻"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"功"	"功"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"弓"	"弓"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	"文，~劍"
"躬"	"躬"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"供"	"供"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	"提~ "
"宮"	"宫"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"恭"	"恭"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"拱"	"拱"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	"鑽進鑽出"
"疘"	"疘"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	"胴~ "
"□"		"koŋ⁴⁴"	"koŋ"	"kon1"	44	"鑽入"
"肱"	"肱"	"koŋ⁴⁴"	"koŋ"	"kon1"	44	
"鞏"	"巩"	"koŋ⁵¹"	"koŋ"	"kon3"	51	
"汞"	"汞"	"koŋ⁵¹"	"koŋ"	"kon3"	51	
"銾"	"汞"	"koŋ⁵¹"	"koŋ"	"kon3"	51	
"拱"	"拱"	"koŋ⁵¹"	"koŋ"	"kon3"	51	"~~手"
"貢"	"贡"	"koŋ³³⁴"	"koŋ"	"kon5"	334	
"供"	"供"	"koŋ³³⁴"	"koŋ"	"kon5"	334	"~應"
"空"	"空"	"kʰoŋ⁴⁴"	"kʰoŋ"	"khon1"	44	"~气"
"箜"	"箜"	"kʰoŋ⁴⁴"	"kʰoŋ"	"khon1"	44	
"孔"	"孔"	"kʰoŋ⁵¹"	"kʰoŋ"	"khon3"	51	
"恐"	"恐"	"kʰoŋ⁵¹"	"kʰoŋ"	"khon3"	51	
"控"	"控"	"kʰoŋ³³⁴"	"kʰoŋ"	"khon5"	334	
"空"	"空"	"kʰoŋ³³⁴"	"kʰoŋ"	"khon5"	334	"~兩行，~白"
"共"	"共"	"ɡoŋ²¹³"	"ɡoŋ"	"gon6"	213	
"轟"	"轰"	"xoŋ⁴⁴"	"xoŋ"	"hon1"	44	
"揈"	"揈"	"xoŋ⁴⁴"	"xoŋ"	"hon1"	44	"~出去"
"烘"	"烘"	"xoŋ⁴⁴"	"xoŋ"	"hon1"	44	"使物體變熱火變乾燥：~~乾"
"薨"	"薨"	"xoŋ⁴⁴"	"xoŋ"	"hon1"	44	
"哄"	"哄"	"xoŋ⁵¹"	"xoŋ"	"hon3"	51	"~騙"
"擤"	"擤"	"xoŋ⁵¹"	"xoŋ"	"hon3"	51	"~鼻頭"
"嗊"	"唝"	"xoŋ⁵¹"	"xoŋ"	"hon3"	51	
"嗅"	"嗅"	"xoŋ³³⁴"	"xoŋ"	"hon5"	334	"用鼻子聞"
"蕻"	"蕻"	"xoŋ³³⁴"	"xoŋ"	"hon5"	334	"菜~子，雪裏~"
"烘"	"烘"	"xoŋ³³⁴"	"xoŋ"	"hon5"	334	"烤：~地瓜喫；~人，被~烤時的灼熱感"
"鬨"	"哄"	"xoŋ³³⁴"	"xoŋ"	"hon5"	334	"起~，古典又作「起烘」"
"洪"	"洪"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"鴻"	"鸿"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"虹"	"虹"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"紅"	"红"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"宏"	"宏"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"弘"	"弘"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"訌"	"讧"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"烘"	"烘"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	"~人，被熱气薰着似的不適感"
"泓"	"泓"	"ɣoŋ¹¹³"	"ɣoŋ"	"ron2"	113	
"□"		"ɣoŋ²³¹"	"ɣoŋ"	"ron4"	231	"多人圍聚"
"𠹒"	"𠹒"	"ɣoŋ²¹³"	"ɣoŋ"	"ron6"	213	"許多人同時發出聲音，呂四字表作鬨，四甲字表作哄"
"㟅"	"㟅"	"ʔŋoŋ³³⁴"	"ʔŋoŋ"	"ngon5"	334	
"翁"	"翁"	"Ǿoŋ⁴⁴"	"Ǿoŋ"	"on1"	44	
"嗡"	"嗡"	"Ǿoŋ⁴⁴"	"Ǿoŋ"	"on1"	44	
"蓊"	"蓊"	"Ǿoŋ⁴⁴"	"Ǿoŋ"	"on1"	44	
"滃"	"滃"	"Ǿoŋ⁵¹"	"Ǿoŋ"	"on3"	51	
"𪖵"	"𪖵"	"Ǿoŋ³³⁴"	"Ǿoŋ"	"on5"	334	"鼻塞：~鼻子"
"甕"	"瓮"	"Ǿoŋ³³⁴"	"Ǿoŋ"	"on5"	334	
"瓮"	"瓮"	"Ǿoŋ³³⁴"	"Ǿoŋ"	"on5"	334	
"𨞑"	"𨞑"	"Ǿoŋ³³⁴"	"Ǿoŋ"	"on5"	334	"~臭（腐水發出來的味兒），呂四字表作䐥"
"䐥"	"䐥"	"Ǿoŋ³³⁴"	"Ǿoŋ"	"on5"	334	
"弓"	"弓"	"tʃyoŋ⁴⁴"	"tʃyoŋ"	"cion1"	44	"彈棉花的工具，形似大弓：~絲，彈花弓上的弦"
"龔"	"龚"	"tʃyoŋ⁴⁴"	"tʃyoŋ"	"cion1"	44	"姓氏"
"炯"	"炯"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	
"炅"	"炅"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	
"囧"	"囧"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	
"憬"	"憬"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	
"璟"	"璟"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	
"迥"	"迥"	"tʃyoŋ⁵¹"	"tʃyoŋ"	"cion3"	51	"又音"
"穹"	"穹"	"tʃʰyoŋ⁴⁴"	"tʃʰyoŋ"	"chion1"	44	"老"
"焪"	"焪"	"tʃʰyoŋ³³⁴"	"tʃʰyoŋ"	"chion5"	334	
"窮"	"穷"	"dʒyoŋ¹¹³"	"dʒyoŋ"	"jion2"	113	
"瓊"	"琼"	"dʒyoŋ¹¹³"	"dʒyoŋ"	"jion2"	113	
"穹"	"穹"	"dʒyoŋ¹¹³"	"dʒyoŋ"	"jion2"	113	"今誤讀"
"蛩"	"蛩"	"dʒyoŋ¹¹³"	"dʒyoŋ"	"jion2"	113	
"煢"	"茕"	"dʒyoŋ¹¹³"	"dʒyoŋ"	"jion2"	113	
"迥"	"迥"	"dʒyoŋ²¹³"	"dʒyoŋ"	"jion6"	213	
"冗"	"冗"	"ʔɲyoŋ⁵¹"	"ʔɲyoŋ"	"gnion3"	51	
"宂"	"冗"	"ʔɲyoŋ⁵¹"	"ʔɲyoŋ"	"gnion3"	51	
"絨"	"绒"	"ʔɲyoŋ³³⁴"	"ʔɲyoŋ"	"gnion5"	334	"~布"
"戎"	"戎"	"ʔɲyoŋ³³⁴"	"ʔɲyoŋ"	"gnion5"	334	
"茸"	"茸"	"ʔɲyoŋ³³⁴"	"ʔɲyoŋ"	"gnion5"	334	
"兄"	"兄"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"凶"	"凶"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"兇"	"凶"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"洶"	"汹"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"匈"	"匈"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"胸"	"胸"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	
"胷"	"胸"	"ʃyoŋ⁴⁴"	"ʃyoŋ"	"shion1"	44	"胸本字"
"熊"	"熊"	"ʒyoŋ¹¹³"	"ʒyoŋ"	"zhion2"	113	
"雄"	"雄"	"ʒyoŋ¹¹³"	"ʒyoŋ"	"zhion2"	113	"~黃"
"庸"	"庸"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"鱅"	"鳙"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"雍"	"雍"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"壅"	"壅"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	"往根部培土：~根"
"臃"	"臃"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"邕"	"邕"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"癰"	"痈"	"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	
"□"		"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	"軟癱下來"
"□"		"Ǿyoŋ⁴⁴"	"Ǿyoŋ"	"ion1"	44	"繞（線）：~絨線"
"永"	"永"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"泳"	"泳"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"詠"	"咏"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"擁"	"拥"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	"~上~下"
"甬"	"甬"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"勇"	"勇"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"湧"	"涌"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"涌"	"涌"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"蛹"	"蛹"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"俑"	"俑"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"踊"	"踊"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"踴"	"踊"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"冗"	"冗"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	"又音"
"宂"	"冗"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	"又音"
"恿"	"恿"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"慂"	"恿"	"Ǿyoŋ⁵¹"	"Ǿyoŋ"	"ion3"	51	
"容"	"容"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"蓉"	"蓉"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"溶"	"溶"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"榕"	"榕"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"熔"	"熔"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"嶸"	"嵘"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"瑩"	"莹"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"傭"	"佣"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"僱~"
"榮"	"荣"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"融"	"融"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"雄"	"雄"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"又音，~雄"
"鎔"	"镕"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	
"戎"	"戎"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"又音"
"絨"	"绒"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"又音"
"茸"	"茸"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"又音"
"灉"	"灉"	"Ǿyoŋ³³⁴"	"Ǿyoŋ"	"ion5"	334	"~灘"
"用"	"用"	"ɦyoŋ²¹³"	"ɦyoŋ"	"yon6"	213	
"佣"	"佣"	"ɦyoŋ²¹³"	"ɦyoŋ"	"yon6"	213	"~，舊文多作「用人」"
"奔"	"奔"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	"東~西走"
