"繁"	"簡"	"IPA"	"IPA無調"	"拼音"	"調值"	"解釋"
"崩"	"崩"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	
"繃"	"绷"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	"~線"
"綳"	"绷"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	
"畚"	"畚"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	"聚攏裝上：拏垃圾用糞箕~來仔"
"栟"	"栟"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	" ~茶"
"錛"	"锛"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	
"賁"	"贲"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	"~門；姓"
"嘣"	"嘣"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	
"甭"	"甭"	"pəŋ⁴⁴"	"pəŋ"	"pen6"	44	
"本"	"本"	"pəŋ⁵¹"	"pəŋ"	"pen3"	51	
"苯"	"苯"	"pəŋ⁵¹"	"pəŋ"	"pen3"	51	
"奔"	"奔"	"pəŋ³³⁴"	"pəŋ"	"pen5"	334	"投~"
"泵"	"泵"	"pəŋ³³⁴"	"pəŋ"	"pen5"	334	
"繃"	"绷"	"pəŋ³³⁴"	"pəŋ"	"pen5"	334	"~開"
"迸"	"迸"	"pəŋ³³⁴"	"pəŋ"	"pen5"	334	
"□"		"pəŋ³³⁴"	"pəŋ"	"pen5"	334	"~弄（夾縫兒）"
"□"		"pəŋ³³⁴"	"pəŋ"	"pen5"	334	"時分：閒~"
"噴"	"喷"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"抨"	"抨"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"烹"	"烹"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"砰"	"砰"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"怦"	"怦"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"嘭"	"嘭"	"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	
"□"		"pʰəŋ⁴⁴"	"pʰəŋ"	"phen1"	44	"彈（棉花）"
"噴"	"喷"	"pʰəŋ³³⁴"	"pʰəŋ"	"phen5"	334	"~香"
"盆"	"盆"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"彭"	"彭"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"澎"	"澎"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"膨"	"膨"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"朋"	"朋"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"硼"	"硼"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"棚"	"棚"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"鵬"	"鹏"	"bəŋ¹¹³"	"bəŋ"	"ben2"	113	
"笨"	"笨"	"bəŋ²³¹"	"bəŋ"	"ben4"	231	
"笨"	"笨"	"bəŋ²¹³"	"bəŋ"	"ben6"	213	"又音"
"蚌"	"蚌"	"bəŋ²¹³"	"bəŋ"	"ben6"	213	"本字爲螷"
"螷"	"螷"	"bəŋ²¹³"	"bəŋ"	"ben6"	213	
"蠯"	"蠯"	"bəŋ²¹³"	"bəŋ"	"ben6"	213	
"悶"	"闷"	"ʔməŋ⁴⁴"	"ʔməŋ"	"men1"	44	"~熱"
"□"		"ʔməŋ⁴⁴"	"ʔməŋ"	"men1"	44	"（頭）低下"
"猛"	"猛"	"ʔməŋ⁵¹"	"ʔməŋ"	"men3"	51	
"錳"	"锰"	"ʔməŋ⁵¹"	"ʔməŋ"	"men3"	51	
"蜢"	"蜢"	"ʔməŋ⁵¹"	"ʔməŋ"	"men3"	51	
"艋"	"艋"	"ʔməŋ⁵¹"	"ʔməŋ"	"men3"	51	
"稝"	"稝"	"ʔməŋ⁵¹"	"ʔməŋ"	"men3"	51	"密"
"門"	"门"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"鍆"	"钔"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"們"	"们"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"捫"	"扪"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"萌"	"萌"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"盟"	"盟"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"虻"	"虻"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	
"蚊"	"蚊"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	"白"
"蟁"	"蚊"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	"白"
"明"	"明"	"ʔməŋ³³⁴"	"ʔməŋ"	"men5"	334	"白，~朝"
"悶"	"闷"	"məŋ²¹³"	"məŋ"	"men6"	213	"煩~"
"燜"	"焖"	"məŋ²¹³"	"məŋ"	"men6"	213	
"懣"	"懑"	"məŋ²¹³"	"məŋ"	"men6"	213	
"璺"	"璺"	"məŋ²¹³"	"məŋ"	"men6"	213	"碗有~作"
"孟"	"孟"	"məŋ²¹³"	"məŋ"	"men6"	213	"~子"
"問"	"问"	"məŋ²¹³"	"məŋ"	"men6"	213	"白"
"分"	"分"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"芬"	"芬"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"吩"	"吩"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"紛"	"纷"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"雰"	"氛"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"氛"	"氛"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"汾"	"汾"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	"又音"
"葷"	"荤"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	"又音"
"昏"	"昏"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"婚"	"婚"	"fəŋ⁴⁴"	"fəŋ"	"fen1"	44	
"粉"	"粉"	"fəŋ⁵¹"	"fəŋ"	"fen3"	51	
"奮"	"奋"	"fəŋ³³⁴"	"fəŋ"	"fen5"	334	
"糞"	"粪"	"fəŋ³³⁴"	"fəŋ"	"fen5"	334	
"葷"	"荤"	"fəŋ³³⁴"	"fəŋ"	"fen5"	334	"又音：五~八素"
"渾"	"浑"	"fəŋ³³⁴"	"fəŋ"	"fen5"	334	
"忿"	"忿"	"fəŋ³³⁴"	"fəŋ"	"fen5"	334	"~~不平"
"□"		"fəŋ³³⁴"	"fəŋ"	"fen5"	334	"~嚏（噴嚏）"
"文"	"文"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"墳"	"坟"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"紋"	"纹"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"雯"	"雯"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"焚"	"焚"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"聞"	"闻"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"汾"	"汾"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"吻"	"吻"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"刎"	"刎"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"蚊"	"蚊"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"蟁"	"蚊"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"朆"	"朆"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	
"㬟"	"㬟"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	"未"
"渾"	"浑"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	"又音，~厚，~樸； ~圓；~濁"
"琿"	"珲"	"vəŋ¹¹³"	"vəŋ"	"fven2"	113	"又音"
"問"	"问"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	"文"
"汶"	"汶"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"紊"	"紊"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"憤"	"愤"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	"~懣"
"份"	"份"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	"本字爲分"
"分"	"分"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	"名~"
"混"	"混"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"溷"	"溷"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"渾"	"浑"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"諢"	"诨"	"vəŋ²¹³"	"vəŋ"	"fven6"	213	
"墩"	"墩"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	"救命~"
"蹾"	"蹾"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"蹲"	"蹲"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	"訓作蹾"
"敦"	"敦"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"礅"	"礅"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"扽"	"扽"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"噸"	"吨"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"登"	"登"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"燈"	"灯"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"蹬"	"蹬"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"膯"	"膯"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	
"躉"	"趸"	"təŋ⁴⁴"	"təŋ"	"ten1"	44	"又音"
"躉"	"趸"	"təŋ⁵¹"	"təŋ"	"ten3"	51	"成~"
"盹"	"盹"	"təŋ⁵¹"	"təŋ"	"ten3"	51	
"等"	"等"	"təŋ⁵¹"	"təŋ"	"ten3"	51	
"戥"	"戥"	"təŋ⁵¹"	"təŋ"	"ten3"	51	
"頓"	"顿"	"təŋ³³⁴"	"təŋ"	"ten5"	334	
"燉"	"炖"	"təŋ³³⁴"	"təŋ"	"ten5"	334	"~蛋"
"凳"	"凳"	"təŋ³³⁴"	"təŋ"	"ten5"	334	
"櫈"	"凳"	"təŋ³³⁴"	"təŋ"	"ten5"	334	
"鐙"	"镫"	"təŋ³³⁴"	"təŋ"	"ten5"	334	
"𩞬"	"𩞬"	"təŋ³³⁴"	"təŋ"	"ten5"	334	"~食，雞因喫太多而停食"
"瞪"	"瞪"	"təŋ³³⁴"	"təŋ"	"ten5"	334	
"蹬"	"蹬"	"təŋ³³⁴"	"təŋ"	"ten5"	334	"又音"
"𣩟"	"𣩟"	"təŋ³³⁴"	"təŋ"	"ten5"	334	"㱥~"
"□"		"təŋ³³⁴"	"təŋ"	"ten5"	334	"放置"
"吞"	"吞"	"tʰəŋ⁴⁴"	"tʰəŋ"	"then1"	44	
"騰"	"腾"	"tʰəŋ⁴⁴"	"tʰəŋ"	"then1"	44	"又音，字又做吞"
"□"		"tʰəŋ⁴⁴"	"tʰəŋ"	"then1"	44	"熏"
"氽"	"氽"	"tʰəŋ⁵¹"	"tʰəŋ"	"then3"	51	"浮，漂浮"
"褪"	"褪"	"tʰəŋ³³⁴"	"tʰəŋ"	"then5"	334	"~褲子"
"□"		"tʰəŋ³³⁴"	"tʰəŋ"	"then5"	334	"剔除"
"疼"	"疼"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"滕"	"滕"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"藤"	"藤"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"籐"	"籐"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"騰"	"腾"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"豚"	"豚"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"謄"	"誊"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"屯"	"屯"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"飩"	"饨"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"臀"	"臀"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	
"停"	"停"	"dəŋ¹¹³"	"dəŋ"	"den2"	113	"又音"
"囤"	"囤"	"dəŋ²³¹"	"dəŋ"	"den4"	231	"打~"
"盾"	"盾"	"dəŋ²¹³"	"dəŋ"	"den6"	213	
"鈍"	"钝"	"dəŋ²¹³"	"dəŋ"	"den6"	213	
"沌"	"沌"	"dəŋ²¹³"	"dəŋ"	"den6"	213	
"遁"	"遁"	"dəŋ²¹³"	"dəŋ"	"den6"	213	
"遯"	"遁"	"dəŋ²¹³"	"dəŋ"	"den6"	213	"遁異體"
"鄧"	"邓"	"dəŋ²¹³"	"dəŋ"	"den6"	213	"姓氏"
"□"		"dəŋ²¹³"	"dəŋ"	"den6"	213	"挖苦"
"能"	"能"	"ʔnəŋ³³⁴"	"ʔnəŋ"	"nen5"	334	
"嫩"	"嫩"	"nəŋ²¹³"	"nəŋ"	"nen6"	213	
"冷"	"冷"	"ʔɭəŋ⁵¹"	"ʔɭəŋ"	"len3"	51	
"侖"	"仑"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"掄"	"抡"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"錀"	"𬬭"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"化學元素"
"倫"	"伦"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"淪"	"沦"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"崙"	"仑"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"崑~"
"輪"	"轮"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"綸"	"纶"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"滌~"
"論"	"论"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"~語"
"圇"	"囵"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"稜"	"稜"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"棱"	"棱"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"輘"	"輘"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"楞"	"楞"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	
"淋"	"淋"	"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"又音，~雨"
"□"		"ʔɭəŋ³³⁴"	"ʔɭəŋ"	"len5"	334	"畦"
"論"	"论"	"ɭəŋ²¹³"	"ɭəŋ"	"len6"	213	"~文"
"愣"	"愣"	"ɭəŋ²¹³"	"ɭəŋ"	"len6"	213	"發獃；口吃：~子，口吃的人"
"曾"	"曾"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"姓氏"
"增"	"增"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"憎"	"憎"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"罾"	"罾"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"針"	"针"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"鍼"	"针"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"同針"
"斟"	"斟"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"糽"	"糽"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"冷~，又名麥蠶，南通特產時令點心"
"椹"	"椹"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"珍"	"珍"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"臻"	"臻"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"甄"	"甄"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"榛"	"榛"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"真"	"真"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"眞"	"真"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"真本字"
"胗"	"胗"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"鴨~肝，訓作肫"
"肫"	"肫"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"鳥臟：鴨~"
"箴"	"箴"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"砧"	"砧"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"徵"	"征"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"~收"
"癥"	"症"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"~結"
"征"	"征"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"出~"
"蒸"	"蒸"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"爭"	"争"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"箏"	"筝"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"掙"	"挣"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"~扎"
"睜"	"睁"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"崢"	"峥"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"猙"	"狰"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"錚"	"铮"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"貞"	"贞"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"楨"	"桢"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"偵"	"侦"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"禎"	"祯"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"怔"	"怔"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"禛"	"禛"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"正"	"正"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"~月"
"㲀"	"㲀"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	
"櫼"	"櫼"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"~㞚"
"鎮"	"镇"	"tsəŋ⁴⁴"	"tsəŋ"	"tsen1"	44	"按壓，讀破"
"枕"	"枕"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	"~蓆"
"拯"	"拯"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	
"整"	"整"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	
"縝"	"缜"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	
"軫"	"轸"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	
"診"	"诊"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	"門~"
"疹"	"疹"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	"皮~"
"怎"	"怎"	"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	
"□"		"tsəŋ⁵¹"	"tsəŋ"	"tsen3"	51	"擠壓：~牙膏，~牛奶"
"枕"	"枕"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"動詞"
"鎮"	"镇"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"振"	"振"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"震"	"震"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"診"	"诊"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"正"	"正"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"~中"
"政"	"政"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"症"	"症"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"病~，古書本作證"
"證"	"证"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"甑"	"甑"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"上~，落~"
"□"		"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"因便秘而用力屙（屎）"
"諍"	"诤"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"幀"	"帧"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"賑"	"赈"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	
"圳"	"圳"	"tsəŋ³³⁴"	"tsəŋ"	"tsen5"	334	"深~"
"參"	"参"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	"~差"
"稱"	"称"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	"~呼，~重量"
"偁"	"偁"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"蟶"	"蛏"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	"又音"
"撐"	"撑"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"瞠"	"瞠"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"琛"	"琛"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"嗔"	"嗔"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"瞋"	"瞋"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"抻"	"抻"	"tsʰəŋ⁴⁴"	"tsʰəŋ"	"tshen1"	44	
"磣"	"碜"	"tsʰəŋ⁵¹"	"tsʰəŋ"	"tshen3"	51	
"騁"	"骋"	"tsʰəŋ⁵¹"	"tsʰəŋ"	"tshen3"	51	
"逞"	"逞"	"tsʰəŋ⁵¹"	"tsʰəŋ"	"tshen3"	51	
"襯"	"衬"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"蹭"	"蹭"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"讖"	"谶"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"趁"	"趁"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"稱"	"称"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	"相~"
"秤"	"秤"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"剩"	"剩"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	
"乘"	"乘"	"tsʰəŋ³³⁴"	"tsʰəŋ"	"tshen5"	334	"字本作趁，~船；~機、~勝、~虛、~風"
"曾"	"曾"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"副詞"
"層"	"层"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"岑"	"岑"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"涔"	"涔"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"沈"	"沉"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"沉"	"沉"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"本字作沈"
"辰"	"辰"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"又音，~光"
"忱"	"忱"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"諶"	"谌"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"姓氏"
"宸"	"宸"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"橙"	"橙"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"臣"	"臣"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"陳"	"陈"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"塵"	"尘"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"成"	"成"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"城"	"城"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"誠"	"诚"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"丞"	"丞"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"呈"	"呈"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"程"	"程"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"澄"	"澄"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"~清（弄清楚）"
"澂"	"澄"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"承"	"承"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"懲"	"惩"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"乘"	"乘"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"~涼"
"嵊"	"嵊"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"仍"	"仍"	"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	
"□"		"dzəŋ¹¹³"	"dzəŋ"	"dzen2"	113	"埯：~寒豆"
"鄭"	"郑"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	"姓氏"
"朕"	"朕"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	
"陣"	"阵"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	
"贈"	"赠"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	
"鋥"	"锃"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	
"剩"	"剩"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	"又音"
"賸"	"剩"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	
"䂻"	"䂻"	"dzəŋ²¹³"	"dzəŋ"	"dzen6"	213	"硬喫"
"森"	"森"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"參"	"参"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	"人~，海~；人名，本作蔘"
"蔘"	"参"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"薓"	"参"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"深"	"深"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"身"	"身"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"伸"	"伸"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"申"	"申"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"呻"	"呻"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"紳"	"绅"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"砷"	"砷"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"僧"	"僧"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"升"	"升"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"昇"	"升"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"陞"	"升"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"生"	"生"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"甥"	"甥"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"笙"	"笙"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"牲"	"牲"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"聲"	"声"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"孫"	"孙"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
"猻"	"狲"	"səŋ⁴⁴"	"səŋ"	"sen1"	44	
