"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"
"各"	"kak˧˨"		"k"	"ak"	"˧˨"
"觉"	"kak˧˨"		"k"	"ak"	"˧˨"
"角"	"kak˧˨"		"k"	"ak"	"˧˨"
"含"	"kam˦˦"		"k"	"am"	"˦˦"
"感"	"kam˥˧"		"k"	"am"	"˥˧"
"㔶"	"kam˥˧"		"k"	"am"	"˥˧"
"尴"	"kam˥˧"		"k"	"am"	"˥˧"
"甘"	"kam˨˨˧"		"k"	"am"	"˨˨˧"
"尴"	"kam˨˨˧"		"k"	"am"	"˨˨˧"
"监"	"kam˨˨˧"		"k"	"am"	"˨˨˧"
"赣"	"kam˨˩"		"k"	"am"	"˨˩"
"监"	"kam˨˩"		"k"	"am"	"˨˩"
"鉴"	"kam˨˩"		"k"	"am"	"˨˩"
"痫"	"kaŋ˥˧"		"k"	"aŋ"	"˥˧"
"娴"	"kaŋ˥˧"	"婢女"	"k"	"aŋ"	"˥˧"
"简"	"kaŋ˥˧"		"k"	"aŋ"	"˥˧"
"讲"	"kaŋ˥˧"		"k"	"aŋ"	"˥˧"
"港"	"kaŋ˥˧"		"k"	"aŋ"	"˥˧"
"干"	"kaŋ˨˨˧"	"干净"	"k"	"aŋ"	"˨˨˧"
"艰"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"间"	"kaŋ˨˨˧"	"中间"	"k"	"aŋ"	"˨˨˧"
"奸"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"冈"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"岗"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"刚"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"纲"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"江"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"肛"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"蚣"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"工"	"kaŋ˨˨˧"		"k"	"aŋ"	"˨˨˧"
"干"	"kaŋ˨˩"	"实干"	"k"	"aŋ"	"˨˩"
"涧"	"kaŋ˨˩"		"k"	"aŋ"	"˨˩"
"谏"	"kaŋ˨˩"		"k"	"aŋ"	"˨˩"
"降"	"kaŋ˨˩"	"下降"	"k"	"aŋ"	"˨˩"
"共"	"kaŋ˧˩˩"		"k"	"aŋ"	"˧˩˩"
"合"	"kap˧˨"		"k"	"ap"	"˧˨"
"鸽"	"kap˧˨"		"k"	"ap"	"˧˨"
"佮"	"kap˧˨"		"k"	"ap"	"˧˨"
"猴"	"kau˦˦"		"k"	"au"	"˦˦"
"狡"	"kau˥˧"		"k"	"au"	"˥˧"
"搞"	"kau˥˧"		"k"	"au"	"˥˧"
"狗"	"kau˥˧"		"k"	"au"	"˥˧"
"垢"	"kau˥˧"		"k"	"au"	"˥˧"
"九"	"kau˥˧"		"k"	"au"	"˥˧"
"高"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"交"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"郊"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"勾"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"钩"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"沟"	"kau˨˨˧"		"k"	"au"	"˨˨˧"
"到"	"kau˨˩"		"k"	"au"	"˨˩"
"够"	"kau˨˩"		"k"	"au"	"˨˩"
"究"	"kau˨˩"		"k"	"au"	"˨˩"
"捲"	"kauʔ˧˨"	"训"	"k"	"auʔ"	"˧˨"
"芥"	"kaʔ˧˨"		"k"	"aʔ"	"˧˨"
"合"	"kaʔ˧˨"	"和"	"k"	"aʔ"	"˧˨"
"蛤"	"kaʔ˧˨"		"k"	"aʔ"	"˧˨"
"甲"	"kaʔ˧˨"		"k"	"aʔ"	"˧˨"
"觉"	"kaʔ˧˨"	"觉顾，留意到的意思"	"k"	"aʔ"	"˧˨"
"架"	"ke˦˦"	"训"	"k"	"e"	"˦˦"
"假"	"ke˥˧"	"真假"	"k"	"e"	"˥˧"
"哽"	"kẽ˥˧"		"k"	"ẽ"	"˥˧"
"梗"	"kẽ˥˧"		"k"	"ẽ"	"˥˧"
"径"	"kẽ˦˦"	"绊倒"	"k"	"ẽ"	"˦˦"
"家"	"ke˨˨˧"		"k"	"e"	"˨˨˧"
"加"	"ke˨˨˧"	"白"	"k"	"e"	"˨˨˧"
"假"	"ke˨˩"	"年假"	"k"	"e"	"˨˩"
"架"	"ke˨˩"		"k"	"e"	"˨˩"
"驾"	"ke˨˩"		"k"	"e"	"˨˩"
"嫁"	"ke˨˩"		"k"	"e"	"˨˩"
"下"	"ke˨˩˧"	"低"	"k"	"e"	"˨˩˧"
"更"	"kẽ˨˨˧"		"k"	"ẽ"	"˨˨˧"
"羮"	"kẽ˨˨˧"		"k"	"ẽ"	"˨˨˧"
"庚"	"kẽ˨˨˧"		"k"	"ẽ"	"˨˨˧"
"耕"	"kẽ˨˨˧"		"k"	"ẽ"	"˨˨˧"
"经"	"kẽ˨˨˧"	"经布，织布的意思"	"k"	"ẽ"	"˨˨˧"
"劲"	"kẽ˨˩"		"k"	"ẽ"	"˨˩"
"劲"	"kẽ˨˩"		"k"	"ẽ"	"˨˩"
"径"	"kẽ˨˩"		"k"	"ẽ"	"˨˩"
"极"	"kek˥˦"		"k"	"ek"	"˥˦"
"局"	"kek˥˦"		"k"	"ek"	"˥˦"
"狱"	"kek˥˦"		"k"	"ek"	"˥˦"
"棘"	"kek˧˨"		"k"	"ek"	"˧˨"
"戟"	"kek˧˨"		"k"	"ek"	"˧˨"
"激"	"kek˧˨"		"k"	"ek"	"˧˨"
"菊"	"kek˧˨"		"k"	"ek"	"˧˨"
"穷"	"keŋ˦˦"		"k"	"eŋ"	"˦˦"
"卷"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"境"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"警"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"景"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"竟"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"竞"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"颈"	"keŋ˥˧"		"k"	"eŋ"	"˥˧"
"根"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"更"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"荆"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"惊"	"keŋ˨˨˧"	"惊蛰"	"k"	"eŋ"	"˨˨˧"
"经"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"弓"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"供"	"keŋ˨˨˧"		"k"	"eŋ"	"˨˨˧"
"更"	"keŋ˨˩"		"k"	"eŋ"	"˨˩"
"敬"	"keŋ˨˩"		"k"	"eŋ"	"˨˩"
"隔"	"keʔ˥˦"	"用针或棍挑开"	"k"	"eʔ"	"˥˦"
"格"	"keʔ˧˨"		"k"	"eʔ"	"˧˨"
"岂"	"kʰa˥˧"		"kʰ"	"a"	"˥˧"
"巧"	"kʰa˥˧"		"kʰ"	"a"	"˥˧"
"尻"	"kʰa˨˨˧"		"kʰ"	"a"	"˨˨˧"
"骹"	"kʰa˨˨˧"		"kʰ"	"a"	"˨˨˧"
"敲"	"kʰa˨˩"		"kʰ"	"a"	"˨˩"
"扣"	"kʰa˨˩"		"kʰ"	"a"	"˨˩"
"凯"	"kʰai˥˧"		"kʰ"	"ai"	"˥˧"
"楷"	"kʰai˥˧"		"kʰ"	"ai"	"˥˧"
"开"	"kʰai˨˨˧"		"kʰ"	"ai"	"˨˨˧"
"恺"	"kʰai˨˩"		"kʰ"	"ai"	"˨˩"
"概"	"kʰai˨˩"		"kʰ"	"ai"	"˨˩"
"慨"	"kʰai˨˩"		"kʰ"	"ai"	"˨˩"
"铠"	"kʰai˨˩˧"		"kʰ"	"ai"	"˨˩˧"
"盖"	"kʰãi˨˩"		"kʰ"	"ãi"	"˨˩"
"咳"	"kʰak˧˨"		"kʰ"	"ak"	"˧˨"
"霍"	"kʰak˧˨"		"kʰ"	"ak"	"˧˨"
"藿"	"kʰak˧˨"		"kʰ"	"ak"	"˧˨"
"确"	"kʰak˧˨"		"kʰ"	"ak"	"˧˨"
"壳"	"kʰak˧˨"		"kʰ"	"ak"	"˧˨"
"坎"	"kʰam˥˧"		"kʰ"	"am"	"˥˧"
"限"	"kʰam˥˧"	"训"	"kʰ"	"am"	"˥˧"
"堪"	"kʰam˨˨˧"		"kʰ"	"am"	"˨˨˧"
"勘"	"kʰam˨˨˧"		"kʰ"	"am"	"˨˨˧"
"坎"	"kʰam˨˩"		"kʰ"	"am"	"˨˩"
"槛"	"kʰam˨˩"		"kʰ"	"am"	"˨˩"
"擎"	"kʰaŋ˦˦"		"kʰ"	"aŋ"	"˦˦"
"倾"	"kʰaŋ˥˧"	"倾斜"	"kʰ"	"aŋ"	"˥˧"
"刊"	"kʰaŋ˨˨˧"		"kʰ"	"aŋ"	"˨˨˧"
"纤"	"kʰaŋ˨˨˧"	"縴"	"kʰ"	"aŋ"	"˨˨˧"
"康"	"kʰaŋ˨˨˧"		"kʰ"	"aŋ"	"˨˨˧"
"慷"	"kʰaŋ˨˨˧"		"kʰ"	"aŋ"	"˨˨˧"
"功"	"kʰaŋ˨˨˧"	"功课，指职业"	"kʰ"	"aŋ"	"˨˨˧"
"空"	"kʰaŋ˨˨˧"	"空腹"	"kʰ"	"aŋ"	"˨˨˧"
"孔"	"kʰaŋ˨˨˧"	"洞"	"kʰ"	"aŋ"	"˨˨˧"
"看"	"kʰaŋ˨˩"		"kʰ"	"aŋ"	"˨˩"
"抗"	"kʰaŋ˨˩"		"kʰ"	"aŋ"	"˨˩"
"空"	"kʰaŋ˨˩"	"三位数以上代指中间的0"	"kʰ"	"aŋ"	"˨˩"
"磕"	"kʰap˥˦"		"kʰ"	"ap"	"˥˦"
"覆"	"kʰap˧˨"	"训读"	"kʰ"	"ap"	"˧˨"
"考"	"kʰau˥˧"		"kʰ"	"au"	"˥˧"
"拷"	"kʰau˥˧"		"kʰ"	"au"	"˥˧"
"烤"	"kʰau˥˧"		"kʰ"	"au"	"˥˧"
"口"	"kʰau˥˧"		"kʰ"	"au"	"˥˧"
"薅"	"kʰau˨˨˧"		"kʰ"	"au"	"˨˨˧"
"抠"	"kʰau˨˨˧"		"kʰ"	"au"	"˨˨˧"
"叩"	"kʰau˨˩"		"kʰ"	"au"	"˨˩"
"扣"	"kʰau˨˩"		"kʰ"	"au"	"˨˩"
"哭"	"kʰau˨˩"		"kʰ"	"au"	"˨˩"
"翘"	"kʰauʔ˧˨"		"kʰ"	"auʔ"	"˧˨"
"客"	"kʰaʔ˧˨"	"老派音"	"kʰ"	"aʔ"	"˧˨"
"坑"	"kʰẽ˨˨˧"		"kʰ"	"ẽ"	"˨˨˧"
"击"	"kʰek˧˨"		"kʰ"	"ek"	"˧˨"
"麴"	"kʰek˧˨"	"酒曲"	"kʰ"	"ek"	"˧˨"
"曲"	"kʰek˧˨"		"kʰ"	"ek"	"˧˨"
"茎"	"kʰeŋ˦˦"		"kʰ"	"eŋ"	"˦˦"
"鲸"	"kʰeŋ˦˦"		"kʰ"	"eŋ"	"˦˦"
"恳"	"kʰeŋ˥˧"		"kʰ"	"eŋ"	"˥˧"
"垦"	"kʰeŋ˥˧"		"kʰ"	"eŋ"	"˥˧"
"肯"	"kʰeŋ˥˧"		"kʰ"	"eŋ"	"˥˧"
"筐"	"kʰeŋ˨˨˧"		"kʰ"	"eŋ"	"˨˨˧"
"卿"	"kʰeŋ˨˨˧"		"kʰ"	"eŋ"	"˨˨˧"
"庆"	"kʰeŋ˨˩"		"kʰ"	"eŋ"	"˨˩"
"虹"	"kʰeŋ˨˩˧"	"一条虹"	"kʰ"	"eŋ"	"˨˩˧"
"杏"	"kʰeŋ˨˩˧"		"kʰ"	"eŋ"	"˨˩˧"
"客"	"kʰeʔ˧˨"		"kʰ"	"eʔ"	"˧˨"
"奚"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"奇"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"祈"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"祁"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"其"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"期"	"kʰi˦˦"		"kʰ"	"i"	"˦˦"
"启"	"kʰi˥˧"		"kʰ"	"i"	"˥˧"
"齿"	"kʰi˥˧"		"kʰ"	"i"	"˥˧"
"起"	"kʰi˥˧"		"kʰ"	"i"	"˥˧"
"岂"	"kʰi˥˧"		"kʰ"	"i"	"˥˧"
"缠"	"kʰĩ˦˦"	"训"	"kʰ"	"ĩ"	"˦˦"
"崎"	"kʰi˨˨˧"		"kʰ"	"i"	"˨˨˧"
"欺"	"kʰi˨˨˧"		"kʰ"	"i"	"˨˨˧"
"器"	"kʰi˨˩"		"kʰ"	"i"	"˨˩"
"弃"	"kʰi˨˩"		"kʰ"	"i"	"˨˩"
"气"	"kʰi˨˩"		"kʰ"	"i"	"˨˩"
"骑"	"kʰia˦˦"		"kʰ"	"ia"	"˦˦"
"持"	"kʰia˦˦"	"训"	"kʰ"	"ia"	"˦˦"
"擎"	"kʰia˦˦"		"kʰ"	"ia"	"˦˦"
"洁"	"kʰiak˥˦"	"训：刷干净"	"kʰ"	"iak"	"˥˦"
"却"	"kʰiak˧˨"		"kʰ"	"iak"	"˧˨"
"钳"	"kʰiam˦˦"		"kʰ"	"iam"	"˦˦"
"歉"	"kʰiam˥˧"		"kʰ"	"iam"	"˥˧"
"谦"	"kʰiam˨˨˧"		"kʰ"	"iam"	"˨˨˧"
"欠"	"kʰiam˨˩"		"kʰ"	"iam"	"˨˩"
"俭"	"kʰiam˨˩˧"		"kʰ"	"iam"	"˨˩˧"
"乾"	"kʰiaŋ˦˦"		"kʰ"	"iaŋ"	"˦˦"
"虔"	"kʰiaŋ˦˦"		"kʰ"	"iaŋ"	"˦˦"
"强"	"kʰiaŋ˦˦"	"强力"	"kʰ"	"iaŋ"	"˦˦"
"谴"	"kʰiaŋ˥˧"		"kʰ"	"iaŋ"	"˥˧"
"遣"	"kʰiaŋ˥˧"		"kʰ"	"iaŋ"	"˥˧"
"犬"	"kʰiaŋ˥˧"		"kʰ"	"iaŋ"	"˥˧"
"强"	"kʰiaŋ˥˧"	"勉强"	"kʰ"	"iaŋ"	"˥˧"
"肯"	"kʰiaŋ˥˧"	"又"	"kʰ"	"iaŋ"	"˥˧"
"羌"	"kʰiaŋ˨˨˧"		"kʰ"	"iaŋ"	"˨˨˧"
"强"	"kʰiaŋ˨˩"	"厉害"	"kʰ"	"iaŋ"	"˨˩"
"怯"	"kʰiap˧˨"		"kʰ"	"iap"	"˧˨"
"乔"	"kʰiau˦˦"		"kʰ"	"iau"	"˦˦"
"侨"	"kʰiau˦˦"		"kʰ"	"iau"	"˦˦"
"荞"	"kʰiau˦˦"		"kʰ"	"iau"	"˦˦"
"翘"	"kʰiau˦˦"	"银翘"	"kʰ"	"iau"	"˦˦"
"翘"	"kʰiau˨˩"		"kʰ"	"iau"	"˨˩"
"窍"	"kʰiau˨˩"		"kʰ"	"iau"	"˨˩"
"隙"	"kʰiaʔ˧˨"		"kʰ"	"iaʔ"	"˧˨"
"迄"	"kʰik˧˨"		"kʰ"	"ik"	"˧˨"
"乞"	"kʰik˧˨"		"kʰ"	"ik"	"˧˨"
"琴"	"kʰim˦˦"		"kʰ"	"im"	"˦˦"
"禽"	"kʰim˦˦"		"kʰ"	"im"	"˦˦"
"襟"	"kʰim˨˨˧"		"kʰ"	"im"	"˨˨˧"
"钦"	"kʰim˨˨˧"		"kʰ"	"im"	"˨˨˧"
"勤"	"kʰiŋ˦˦"		"kʰ"	"iŋ"	"˦˦"
"芹"	"kʰiŋ˦˦"		"kʰ"	"iŋ"	"˦˦"
"轻"	"kʰiŋ˨˨˧"		"kʰ"	"iŋ"	"˨˨˧"
"腔"	"kʰiõ˨˨˧"		"kʰ"	"iõ"	"˨˨˧"
"曲"	"kʰiok˧˨"		"kʰ"	"iok"	"˧˨"
"穷"	"kʰioŋ˦˦"		"kʰ"	"ioŋ"	"˦˦"
"恐"	"kʰioŋ˥˧"		"kʰ"	"ioŋ"	"˥˧"
"巩"	"kʰioŋ˥˧"		"kʰ"	"ioŋ"	"˥˧"
"揢"	"kʰioʔ˥˦"	"拿"	"kʰ"	"ioʔ"	"˥˦"
"揢"	"kʰioʔ˧˨"		"kʰ"	"ioʔ"	"˧˨"
"级"	"kʰip˧˨"		"kʰ"	"ip"	"˧˨"
"泣"	"kʰip˧˨"		"kʰ"	"ip"	"˧˨"
"吸"	"kʰip˧˨"		"kʰ"	"ip"	"˧˨"
"求"	"kʰiu˦˦"		"kʰ"	"iu"	"˦˦"
"糗"	"kʰiu˥˧"		"kʰ"	"iu"	"˥˧"
"丘"	"kʰiu˨˨˧"		"kʰ"	"iu"	"˨˨˧"
"缺"	"kʰiʔ˧˨"	"白"	"kʰ"	"iʔ"	"˧˨"
"乞"	"kʰiʔ˧˨"		"kʰ"	"iʔ"	"˧˨"
"慷"	"kʰɯŋ˥˧"		"kʰ"	"ɯŋ"	"˥˧"
"糠"	"kʰɯŋ˨˨˧"		"kʰ"	"ɯŋ"	"˨˨˧"
"劝"	"kʰɯŋ˨˩"		"kʰ"	"ɯŋ"	"˨˩"
"囥"	"kʰɯŋ˨˩"		"kʰ"	"ɯŋ"	"˨˩"
"可"	"kʰo˥˧"		"kʰ"	"o"	"˥˧"
"颗"	"kʰo˥˧"		"kʰ"	"o"	"˥˧"
"洘"	"kʰo˥˧"		"kʰ"	"o"	"˥˧"
"可"	"kʰõ˥˧"	"又"	"kʰ"	"õ"	"˥˧"
"柯"	"kʰo˨˨˧"		"kʰ"	"o"	"˨˨˧"
"戈"	"kʰo˨˨˧"		"kʰ"	"o"	"˨˨˧"
"溪"	"kʰoi˨˨˧"		"kʰ"	"oi"	"˨˨˧"
"契"	"kʰoi˨˩"		"kʰ"	"oi"	"˨˩"
"喫"	"kʰoi˨˩"	"啃"	"kʰ"	"oi"	"˨˩"
"看"	"kʰõi˥˧"	"训"	"kʰ"	"õi"	"˥˧"
"轧"	"kʰoiʔ˧˨"	"训"	"kʰ"	"oiʔ"	"˧˨"
"酷"	"kʰok˧˨"		"kʰ"	"ok"	"˧˨"
"孔"	"kʰoŋ˥˧"		"kʰ"	"oŋ"	"˥˧"
"恐"	"kʰoŋ˥˧"		"kʰ"	"oŋ"	"˥˧"
"空"	"kʰoŋ˨˨˧"		"kʰ"	"oŋ"	"˨˨˧"
"空"	"kʰoŋ˨˩"	"空闲"	"kʰ"	"oŋ"	"˨˩"
"控"	"kʰoŋ˨˩"		"kʰ"	"oŋ"	"˨˩"
"苦"	"kʰou˥˧"		"kʰ"	"ou"	"˥˧"
"箍"	"kʰou˨˨˧"		"kʰ"	"ou"	"˨˨˧"
"枯"	"kʰou˨˨˧"		"kʰ"	"ou"	"˨˨˧"
"抠"	"kʰou˨˨˧"		"kʰ"	"ou"	"˨˨˧"
"库"	"kʰou˨˩"		"kʰ"	"ou"	"˨˩"
"裤"	"kʰou˨˩"		"kʰ"	"ou"	"˨˩"
"寇"	"kʰou˨˩"		"kʰ"	"ou"	"˨˩"
"蔻"	"kʰou˨˩"		"kʰ"	"ou"	"˨˩"
"渠"	"kʰu˦˦"		"kʰ"	"u"	"˦˦"
"衢"	"kʰu˦˦"		"kʰ"	"u"	"˦˦"
"枢"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"拘"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"区"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"驱"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"丘"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"邱"	"kʰu˨˨˧"		"kʰ"	"u"	"˨˨˧"
"去"	"kʰu˨˩"		"kʰ"	"u"	"˨˩"
"臼"	"kʰu˨˩˧"		"kʰ"	"u"	"˨˩˧"
"夸"	"kʰua˨˨˧"		"kʰ"	"ua"	"˨˨˧"
"跨"	"kʰua˨˨˧"		"kʰ"	"ua"	"˨˨˧"
"垮"	"kʰua˨˩"		"kʰ"	"ua"	"˨˩"
"挂"	"kʰua˨˩"		"kʰ"	"ua"	"˨˩"
"宽"	"kʰuã˨˨˧"		"kʰ"	"uã"	"˨˨˧"
"款"	"kʰuã˨˨˧"		"kʰ"	"uã"	"˨˨˧"
"看"	"kʰuã˨˩"		"kʰ"	"uã"	"˨˩"
"蒯"	"kʰuai˨˩"		"kʰ"	"uai"	"˨˩"
"快"	"kʰuai˨˩"		"kʰ"	"uai"	"˨˩"
"筷"	"kʰuai˨˩"		"kʰ"	"uai"	"˨˩"
"廓"	"kʰuak˧˨"		"kʰ"	"uak"	"˧˨"
"扩"	"kʰuak˧˨"	"又"	"kʰ"	"uak"	"˧˨"
"权"	"kʰuaŋ˦˦"		"kʰ"	"uaŋ"	"˦˦"
"狂"	"kʰuaŋ˦˦"		"kʰ"	"uaŋ"	"˦˦"
"款"	"kʰuaŋ˥˧"		"kʰ"	"uaŋ"	"˥˧"
"宽"	"kʰuaŋ˨˨˧"		"kʰ"	"uaŋ"	"˨˨˧"
"圈"	"kʰuaŋ˨˨˧"		"kʰ"	"uaŋ"	"˨˨˧"
"匡"	"kʰuaŋ˨˨˧"		"kʰ"	"uaŋ"	"˨˨˧"
"矿"	"kʰuaŋ˨˩"		"kʰ"	"uaŋ"	"˨˩"
"旷"	"kʰuaŋ˨˩"		"kʰ"	"uaŋ"	"˨˩"
"扩"	"kʰuaŋ˨˩"		"kʰ"	"uaŋ"	"˨˩"
"框"	"kʰuaŋ˨˩"		"kʰ"	"uaŋ"	"˨˩"
"况"	"kʰuaŋ˨˩"		"kʰ"	"uaŋ"	"˨˩"
"科"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"窠"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"盔"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"恢"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"魁"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"诙"	"kʰue˨˨˧"		"kʰ"	"ue"	"˨˨˧"
"课"	"kʰue˨˩"		"kʰ"	"ue"	"˨˩"
"快"	"kʰue˨˩"		"kʰ"	"ue"	"˨˩"
"宏"	"kʰueŋ˦˦"		"kʰ"	"ueŋ"	"˦˦"
"琼"	"kʰueŋ˦˦"		"kʰ"	"ueŋ"	"˦˦"
"顷"	"kʰueŋ˥˧"		"kʰ"	"ueŋ"	"˥˧"
"倾"	"kʰueŋ˨˨˧"		"kʰ"	"ueŋ"	"˨˨˧"
"缺"	"kʰueʔ˧˨"	"文"	"kʰ"	"ueʔ"	"˧˨"
"葵"	"kʰui˦˦"		"kʰ"	"ui"	"˦˦"
"逵"	"kʰui˦˦"		"kʰ"	"ui"	"˦˦"
"轨"	"kʰui˥˧"		"kʰ"	"ui"	"˥˧"
"开"	"kʰui˨˨˧"		"kʰ"	"ui"	"˨˨˧"
"亏"	"kʰui˨˨˧"		"kʰ"	"ui"	"˨˨˧"
"窥"	"kʰui˨˨˧"		"kʰ"	"ui"	"˨˨˧"
"气"	"kʰui˨˩"		"kʰ"	"ui"	"˨˩"
"季"	"kʰui˨˩"		"kʰ"	"ui"	"˨˩"
"溃"	"kʰui˨˩˧"		"kʰ"	"ui"	"˨˩˧"
"愧"	"kʰui˨˩˧"		"kʰ"	"ui"	"˨˩˧"
"馈"	"kʰui˨˩˧"		"kʰ"	"ui"	"˨˩˧"
"窟"	"kʰuk˧˨"		"kʰ"	"uk"	"˧˨"
"屈"	"kʰuk˧˨"		"kʰ"	"uk"	"˧˨"
"群"	"kʰuŋ˦˦"	"群体"	"kʰ"	"uŋ"	"˦˦"
"綑"	"kʰuŋ˥˧"		"kʰ"	"uŋ"	"˥˧"
"菌"	"kʰuŋ˥˧"		"kʰ"	"uŋ"	"˥˧"
"窘"	"kʰuŋ˥˧"		"kʰ"	"uŋ"	"˥˧"
"昆"	"kʰuŋ˨˨˧"		"kʰ"	"uŋ"	"˨˨˧"
"坤"	"kʰuŋ˨˨˧"		"kʰ"	"uŋ"	"˨˨˧"
"困"	"kʰuŋ˨˩"		"kʰ"	"uŋ"	"˨˩"
"睏"	"kʰuŋ˨˩"		"kʰ"	"uŋ"	"˨˩"
"棋"	"ki˦˦"		"k"	"i"	"˦˦"
"旗"	"ki˦˦"		"k"	"i"	"˦˦"
"指"	"ki˥˧"		"k"	"i"	"˥˧"
"几"	"ki˥˧"		"k"	"i"	"˥˧"
"己"	"ki˥˧"		"k"	"i"	"˥˧"
"纪"	"ki˥˧"		"k"	"i"	"˥˧"
"杞"	"ki˥˧"		"k"	"i"	"˥˧"
"记"	"ki˥˧"		"k"	"i"	"˥˧"
"舷"	"kĩ˦˦"		"k"	"ĩ"	"˦˦"
"支"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"枝"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"奇"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"肌"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"饥"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"几"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"基"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"箕"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"姬"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"机"	"ki˨˨˧"		"k"	"i"	"˨˨˧"
"继"	"ki˨˩"		"k"	"i"	"˨˩"
"冀"	"ki˨˩"		"k"	"i"	"˨˩"
"痣"	"ki˨˩"		"k"	"i"	"˨˩"
"既"	"ki˨˩"	"又"	"k"	"i"	"˨˩"
"稽"	"ki˨˩˧"		"k"	"i"	"˨˩˧"
"忌"	"ki˨˩˧"		"k"	"i"	"˨˩˧"
"己"	"ki˧˩˩"		"k"	"i"	"˧˩˩"
"栀"	"kĩ˨˨˧"		"k"	"ĩ"	"˨˨˧"
"碱"	"kĩ˨˨˧"	"训"	"k"	"ĩ"	"˨˨˧"
"既"	"kĩ˨˩"		"k"	"ĩ"	"˨˩"
"见"	"kĩ˨˩"		"k"	"ĩ"	"˨˩"
"假"	"kia˥˧"	"假如"	"k"	"ia"	"˥˧"
"贾"	"kia˥˧"		"k"	"ia"	"˥˧"
"行"	"kiã˦˦"	"行走"	"k"	"iã"	"˦˦"
"假"	"kiã˥˧"	"又"	"k"	"iã"	"˥˧"
"囝"	"kiã˥˧"		"k"	"iã"	"˥˧"
"家"	"kia˨˨˧"	"文"	"k"	"ia"	"˨˨˧"
"加"	"kia˨˨˧"		"k"	"ia"	"˨˨˧"
"嘉"	"kia˨˨˧"		"k"	"ia"	"˨˨˧"
"佳"	"kia˨˨˧"		"k"	"ia"	"˨˨˧"
"崎"	"kia˨˩˧"		"k"	"ia"	"˨˩˧"
"京"	"kiã˨˨˧"		"k"	"iã"	"˨˨˧"
"惊"	"kiã˨˨˧"	"害怕"	"k"	"iã"	"˨˨˧"
"镜"	"kiã˨˩"		"k"	"iã"	"˨˩"
"件"	"kiã˨˩˧"		"k"	"iã"	"˨˩˧"
"健"	"kiã˧˩˩"		"k"	"iã"	"˧˩˩"
"杰"	"kiak˥˦"		"k"	"iak"	"˥˦"
