"繁體"	"简体"	"音標"	"注釋"	"声"	"韵"	"调"
"攬"	"揽"	"lɔ˩˧"		"l"	"ɔ"	"˩˧"
"覽"	"览"	"lɔ˩˧"		"l"	"ɔ"	"˩˧"
"纜"	"缆"	"lɔ˩˧"		"l"	"ɔ"	"˩˧"
"濫"	"滥"	"lɔ˨˨"	"倒三欄"	"l"	"ɔ"	"˨˨"
"慚"	"惭"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"暫"	"暂"	"dzɔ˨˨"		"dz"	"ɔ"	"˨˨"
"三"	"三"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"柑"	"柑"	"ke˦˦"	"毆柑"	"k"	"e"	"˦˦"
"泔"	"泔"	"kɵ˦˦"		"k"	"ɵ"	"˦˦"
"甘"	"甘"	"kɵ˦˦"	"甘蔗"	"k"	"ɵ"	"˦˦"
"敢"	"敢"	"ke˧˥"		"k"	"e"	"˧˥"
"橄"	"橄"	"kɔ˧˥"	"橄欖"	"k"	"ɔ"	"˧˥"
"瞰"	"瞰"	"kʰɔ˧˥"		"kʰ"	"ɔ"	"˧˥"
"蚶"	"蚶"	"hɵ˦˦"		"h"	"ɵ"	"˦˦"
"喊"	"喊"	"hɔ˧˥"		"h"	"ɔ"	"˧˥"
"邯"	"邯"	"ɦɵ˧˩"		"ɦ"	"ɵ"	"˧˩"
"酣"	"酣"	"hɵ˦˦"		"h"	"ɵ"	"˦˦"
"站"	"站"	"dzɔ˨˨"	"車站"	"dz"	"ɔ"	"˨˨"
"賺"	"赚"	"dzɔ˨˨"	"錯"	"dz"	"ɔ"	"˨˨"
"斬"	"斩"	"tsɔ˧˥"		"ts"	"ɔ"	"˧˥"
"蘸"	"蘸"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"讒"	"谗"	"dzɔ˧˩"		"dz"	"ɔ"	"˧˩"
"讒"	"谗"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"饞"	"馋"	"dzɔ˧˩"		"dz"	"ɔ"	"˧˩"
"饞"	"馋"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"杉"	"杉"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"尷"	"尴"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"減"	"减"	"kɔ˩˧"		"k"	"ɔ"	"˩˧"
"鹻"	"鹻"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"鹹"	"咸"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"鹹"	"咸"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"陷"	"陷"	"ɦɔ˨˨"		"ɦ"	"ɔ"	"˨˨"
"攙"	"搀"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"懺"	"忏"	"tsʰɔ˥˨"		"tsʰ"	"ɔ"	"˥˨"
"監"	"监"	"kɔ˦˦"		"k"	"ɔ"	"˦˦"
"監"	"监"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"鑒"	"鉴"	"kɔ˥˨"		"k"	"ɔ"	"˥˨"
"嵌"	"嵌"	"kʰɔ˦˦"		"kʰ"	"ɔ"	"˦˦"
"岩"	"岩"	"ŋɔ˧˩"		"ŋ"	"ɔ"	"˧˩"
"銜"	"衔"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"艦"	"舰"	"kʰɔ˧˩"		"kʰ"	"ɔ"	"˧˩"
"貶"	"贬"	"pi˧˥"		"p"	"i"	"˧˥"
"黏"	"黏"	"ʔȵi˦˦"		"ʔȵ"	"i"	"˦˦"
"黏"	"黏"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"廉"	"廉"	"li˧˩"		"l"	"i"	"˧˩"
"鐮"	"镰"	"li˧˩"		"l"	"i"	"˧˩"
"簾"	"帘"	"li˧˩"		"l"	"i"	"˧˩"
"奩"	"奁"	"li˧˩"		"l"	"i"	"˧˩"
"斂"	"敛"	"li˩˧"		"l"	"i"	"˩˧"
"斂"	"敛"	"li˨˨"		"l"	"i"	"˨˨"
"殮"	"殓"	"li˨˨"		"l"	"i"	"˨˨"
"尖"	"尖"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"殲"	"歼"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"簽"	"签"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"簽"	"签"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"僉"	"佥"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"潛"	"潜"	"tɕʰi˧˥"		"tɕʰ"	"i"	"˧˥"
"漸"	"渐"	"ji˧˩"		"j"	"i"	"˧˩"
"暹"	"暹"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"纖"	"纤"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"纖"	"纤"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"沾"	"沾"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"粘"	"粘"	"ʔȵi˦˦"		"ʔȵ"	"i"	"˦˦"
"粘"	"粘"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"瞻"	"瞻"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"占"	"占"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"占"	"占"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"陝"	"陕"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"閃"	"闪"	"ɕyɔ˧˥"	"閃爍"	"ɕ"	"yɔ"	"˧˥"
"贍"	"赡"	"ji˨˨"		"j"	"i"	"˨˨"
"染"	"染"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"染"	"染"	"ji˩˧"	"又讀"	"j"	"i"	"˩˧"
"冉"	"冉"	"ji˩˧"		"j"	"i"	"˩˧"
"檢"	"检"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"臉"	"脸"	"li˩˧"		"l"	"i"	"˩˧"
"鉗"	"钳"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"儉"	"俭"	"tɕi˧˥"		"tɕ"	"i"	"˧˥"
"驗"	"验"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"險"	"险"	"ɕi˧˥"		"ɕ"	"i"	"˧˥"
"淹"	"淹"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"閹"	"阉"	"ʔi˦˦"		"ʔ"	"i"	"˦˦"
"掩"	"掩"	"ʔi˧˥"		"ʔ"	"i"	"˧˥"
"厭"	"厌"	"ʔi˥˨"		"ʔ"	"i"	"˥˨"
"炎"	"炎"	"ji˧˩"		"j"	"i"	"˧˩"
"鹽"	"盐"	"ji˧˩"		"j"	"i"	"˧˩"
"閻"	"阎"	"ji˧˩"		"j"	"i"	"˧˩"
"簷"	"檐"	"ji˨˨"		"j"	"i"	"˨˨"
"豔"	"艳"	"ji˨˨"		"j"	"i"	"˨˨"
"焰"	"焰"	"ji˨˨"		"j"	"i"	"˨˨"
"鹽"	"盐"	"ji˧˩"		"j"	"i"	"˧˩"
"鹽"	"盐"	"ji˨˨"		"j"	"i"	"˨˨"
"劍"	"剑"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"欠"	"欠"	"tɕʰi˥˨"		"tɕʰ"	"i"	"˥˨"
"嚴"	"严"	"ȵi˧˩"		"ȵ"	"i"	"˧˩"
"儼"	"俨"	"ȵi˩˧"		"ȵ"	"i"	"˩˧"
"釅"	"酽"	"ȵi˨˨"		"ȵ"	"i"	"˨˨"
"鍁"	"锨"	"ɕi˦˦"		"ɕ"	"i"	"˦˦"
"崦"	"崦"	"ji˧˩"		"j"	"i"	"˧˩"
"掂"	"掂"	"tiɛ˦˦"		"t"	"iɛ"	"˦˦"
"點"	"点"	"tiɛ˧˥"		"t"	"iɛ"	"˧˥"
"墊"	"垫"	"diɛ˨˨"		"d"	"iɛ"	"˨˨"
"店"	"店"	"tiɛ˥˨"		"t"	"iɛ"	"˥˨"
"添"	"添"	"tʰiɛ˦˦"		"tʰ"	"iɛ"	"˦˦"
"忝"	"忝"	"tʰiɛ˧˥"		"tʰ"	"iɛ"	"˧˥"
"忝"	"忝"	"tʰiɛ˥˨"		"tʰ"	"iɛ"	"˥˨"
"舔"	"舔"	"tʰiɛ˧˥"		"tʰ"	"iɛ"	"˧˥"
"甜"	"甜"	"diɛ˧˩"		"d"	"iɛ"	"˧˩"
"拈"	"拈"	"ȵiɛ˧˩"		"ȵ"	"iɛ"	"˧˩"
"鯰"	"鲶"	"ȵiɛ˧˩"		"ȵ"	"iɛ"	"˧˩"
"念"	"念"	"ȵiɛ˨˨"		"ȵ"	"iɛ"	"˨˨"
"僭"	"僭"	"tɕi˥˨"		"tɕ"	"i"	"˥˨"
"蒹"	"蒹"	"tɕi˦˦"		"tɕ"	"i"	"˦˦"
"謙"	"谦"	"tɕʰi˦˦"		"tɕʰ"	"i"	"˦˦"
"歉"	"歉"	"tɕʰi˥˨"		"tɕʰ"	"i"	"˥˨"
"嫌"	"嫌"	"ɦɔ˧˩"		"ɦ"	"ɔ"	"˧˩"
"泛"	"泛"	"fɔ˥˨"		"f"	"ɔ"	"˥˨"
"凡"	"凡"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"帆"	"帆"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"範"	"范"	"vɔ˩˧"		"v"	"ɔ"	"˩˧"
"範"	"范"	"vɔ˩˧"		"v"	"ɔ"	"˩˧"
"犯"	"犯"	"vɔ˩˧"		"v"	"ɔ"	"˩˧"
"梵"	"梵"	"vɔ˧˩"		"v"	"ɔ"	"˧˩"
"梵"	"梵"	"vɔ˨˨"		"v"	"ɔ"	"˨˨"
"答"	"答"	"tɵ˨˩˩"		"t"	"ɵ"	"˧˨˨"
"答"	"答"	"te˨˩˩"		"t"	"e"	"˧˨˨"
"答"	"答"	"tɔ˨˩˩"		"t"	"ɔ"	"˧˨˨"
"搭"	"搭"	"tɔ˨˩˩"		"t"	"ɔ"	"˧˨˨"
"踏"	"踏"	"dɔ˨˩˩"	"踩"	"d"	"ɔ"	"˨˩˩"
"納"	"纳"	"nɔ˨˩˩"		"n"	"ɔ"	"˨˩˩"
"拉"	"拉"	"ʔla˦˦"		"ʔl"	"a"	"˦˦"
"拉"	"拉"	"ʔlɔ˦˦"		"ʔl"	"ɔ"	"˦˦"
"拉"	"拉"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"雜"	"杂"	"ze˨˩˩"		"z"	"e"	"˨˩˩"
"蛤"	"蛤"	"ke˨˩˩"		"k"	"e"	"˧˨˨"
"鴿"	"鸽"	"ke˨˩˩"		"k"	"e"	"˧˨˨"
"喝"	"喝"	"hɵ˨˩˩"	"呷hɔ˧˨˨，不要和“喝”搞混"	"h"	"ɵ"	"˧˨˨"
"呷"	"呷"	"hɔ˨˩˩"		"h"	"ɔ"	"˧˨˨"
"合"	"合"	"ɦe˨˩˩"		"ɦ"	"e"	"˨˩˩"
"盒"	"盒"	"ɦe˨˩˩"		"ɦ"	"e"	"˨˩˩"
"榻"	"榻"	"tʰɔ˨˩˩"		"tʰ"	"ɔ"	"˧˨˨"
"塔"	"塔"	"tʰɔ˨˩˩"		"tʰ"	"ɔ"	"˧˨˨"
"塌"	"塌"	"tʰɔ˨˩˩"		"tʰ"	"ɔ"	"˧˨˨"
"臘"	"腊"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"蠟"	"蜡"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"鑞"	"镴"	"lɔ˨˩˩"		"l"	"ɔ"	"˨˩˩"
"卅"	"卅"	"sɔ˨˩˩"		"s"	"ɔ"	"˧˨˨"
"磕"	"磕"	"kʰɵ˨˩˩"		"kʰ"	"ɵ"	"˧˨˨"
"盍"	"盍"	"ɦe˨˩˩"		"ɦ"	"e"	"˨˩˩"
"劄"	"札"	"tsɔ˧˨˨"		"ʦ"	"ɔ"	"˧˨˨"
"眨"	"眨"	"dʑyɔ˨˩˩"		"dʑ"	"yɔ"	"˨˩˩"
"插"	"插"	"tsʰɔ˨˩˩"		"tsʰ"	"ɔ"	"˧˨˨"
"閘"	"闸"	"zɔ˨˩˩"		"z"	"ɔ"	"˨˩˩"
"煠"	"煠"	"zɔ˨˩˩"		"z"	"ɔ"	"˨˩˩"
"霎"	"霎"	"sɔ˨˩˩"		"s"	"ɔ"	"˧˨˨"
"夾"	"夹"	"gɔ˨˩˩"		"g"	"ɔ"	"˨˩˩"
"夾"	"夹"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"夾"	"夹"	"kɔ˨˩˩"		"k"	"ɔ"	"˧˨˨"
"狹"	"狭"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"狹"	"狭"	"gɔ˨˩˩"	"擁擠，狹小"	"g"	"ɔ"	"˨˩˩"
"袷"	"袷"	"kɔ˨˩˩"		"k"	"ɔ"	"˧˨˨"
"恰"	"恰"	"kʰɔ˨˩˩"		"kʰ"	"ɔ"	"˧˨˨"
"掐"	"掐"	"kʰɔ˨˩˩"		"kʰ"	"ɔ"	"˧˨˨"
"狹"	"狭"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"狹"	"狭"	"gɔ˨˩˩"		"g"	"ɔ"	"˨˩˩"
"峽"	"峡"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"峽"	"峡"	"gɔ˨˩˩"		"g"	"ɔ"	"˨˩˩"
"峽"	"峡"	"kɔ˨˩˩"		"k"	"ɔ"	"˨˩˩"
"洽"	"洽"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"甲"	"甲"	"kɔ˨˩˩"		"k"	"ɔ"	"˧˨˨"
"匣"	"匣"	"ɦɔ˨˩˩"	"匣兒"	"ɦ"	"ɔ"	"˨˩˩"
"狎"	"狎"	"ɦɔ˨˩˩"		"ɦ"	"ɔ"	"˨˩˩"
"鴨"	"鸭"	"ʔɔ˨˩˩"		"ʔ"	"ɔ"	"˧˨˨"
"押"	"押"	"ʔɔ˨˩˩"		"ʔ"	"ɔ"	"˧˨˨"
"壓"	"压"	"ʔɔ˨˩˩"		"ʔ"	"ɔ"	"˧˨˨"
"聶"	"聂"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"鑷"	"镊"	"ȵyɔ˨˩˩"		"ȵ"	"yɔ"	"˨˩˩"
"鑷"	"镊"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"獵"	"猎"	"luɔ˨˩˩"		"l"	"uɔ"	"˨˩˩"
"接"	"接"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"妾"	"妾"	"tɕʰi˨˩˩"		"tɕʰ"	"i"	"˧˨˨"
"捷"	"捷"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"輒"	"辄"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"折"	"折"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"攝"	"摄"	"ɕi˨˩˩"		"ɕ"	"i"	"˧˨˨"
"涉"	"涉"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"靨"	"靥"	"ʔi˨˩˩"		"ʔ"	"i"	"˧˨˨"
"葉"	"叶"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"劫"	"劫"	"tɕi˨˩˩"		"tɕ"	"i"	"˧˨˨"
"怯"	"怯"	"tɕyɔ˨˩˩"		"tɕ"	"yɔ"	"˧˨˨"
"怯"	"怯"	"tɕʰi˨˩˩"		"tɕʰ"	"i"	"˧˨˨"
"業"	"业"	"ȵi˨˩˩"		"ȵ"	"i"	"˨˩˩"
"脅"	"胁"	"ɕi˨˩˩"		"ɕ"	"i"	"˧˨˨"
"貼"	"贴"	"tʰuɔ˨˩˩"		"tʰ"	"uɔ"	"˧˨˨"
"帖"	"帖"	"tʰuɔ˨˩˩"		"tʰ"	"uɔ"	"˧˨˨"
"迭"	"迭"	"duɔ˨˩˩"		"d"	"uɔ"	"˨˩˩"
"牒"	"牒"	"duɔ˨˩˩"		"d"	"uɔ"	"˨˩˩"
"蝶"	"蝶"	"duɔ˨˩˩"		"d"	"uɔ"	"˨˩˩"
"諜"	"谍"	"duɔ˨˩˩"		"d"	"uɔ"	"˨˩˩"
"協"	"协"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"俠"	"侠"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"挾"	"挟"	"gɔ˨˩˩"		"g"	"ɔ"	"˨˩˩"
"挾"	"挟"	"ji˨˩˩"		"j"	"i"	"˨˩˩"
"法"	"法"	"fɔ˨˩˩"		"f"	"ɔ"	"˧˨˨"
"乏"	"乏"	"vɔ˨˩˩"		"v"	"ɔ"	"˨˩˩"
"稟"	"禀"	"pəŋ˧˥"		"p"	"əŋ"	"˧˥"
"品"	"品"	"pʰəŋ˧˥"		"pʰ"	"əŋ"	"˧˥"
"賃"	"赁"	"zaŋ˨˨"		"z"	"aŋ"	"˨˨"
"林"	"林"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"淋"	"淋"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"臨"	"临"	"ləŋ˧˩"		"l"	"əŋ"	"˧˩"
"凜"	"凛"	"ləŋ˩˧"		"l"	"əŋ"	"˩˧"
"廩"	"廪"	"ləŋ˩˧"		"l"	"əŋ"	"˩˧"
"浸"	"浸"	"tsaŋ˥˨"		"ts"	"aŋ"	"˥˨"
"侵"	"侵"	"tsʰaŋ˦˦"		"tsʰ"	"aŋ"	"˦˦"
"寢"	"寝"	"tsʰaŋ˧˥"		"tsʰ"	"aŋ"	"˧˥"
"蕈"	"蕈"	"zaŋ˩˧"		"z"	"aŋ"	"˩˧"
"心"	"心"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"尋"	"寻"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"琛"	"琛"	"tsʰaŋ˦˦"		"tsʰ"	"aŋ"	"˦˦"
"沉"	"沉"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"朕"	"朕"	"dzaŋ˩˧"		"dz"	"aŋ"	"˩˧"
"簪"	"簪"	"tsɵ˦˦"		"ts"	"ɵ"	"˦˦"
"岑"	"岑"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"岑"	"岑"	"dzaŋ˧˩"		"dz"	"aŋ"	"˧˩"
"森"	"森"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"參"	"参"	"saŋ˦˦"	"人參"	"s"	"aŋ"	"˦˦"
"滲"	"渗"	"saŋ˥˨"		"s"	"aŋ"	"˥˨"
"針"	"针"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"斟"	"斟"	"tsaŋ˦˦"		"ts"	"aŋ"	"˦˦"
"枕"	"枕"	"tsaŋ˧˥"		"ts"	"aŋ"	"˧˥"
"葚"	"葚"	"zaŋ˩˧"		"z"	"aŋ"	"˩˧"
"深"	"深"	"saŋ˦˦"		"s"	"aŋ"	"˦˦"
"瀋"	"渖"	"saŋ˧˥"		"s"	"aŋ"	"˧˥"
"審"	"审"	"saŋ˧˥"		"s"	"aŋ"	"˧˥"
"嬸"	"婶"	"saŋ˧˥"		"s"	"aŋ"	"˧˥"
"甚"	"甚"	"zaŋ˨˨"		"z"	"aŋ"	"˨˨"
"壬"	"壬"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"任"	"任"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"任"	"任"	"zaŋ˧˩"		"z"	"aŋ"	"˧˩"
"妊"	"妊"	"ȵiaŋ˨˨"		"ȵ"	"iaŋ"	"˨˨"
"今"	"今"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"金"	"金"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"襟"	"襟"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"禁"	"禁"	"tɕiaŋ˦˦"		"tɕ"	"iaŋ"	"˦˦"
"錦"	"锦"	"tɕiaŋ˧˥"		"tɕ"	"iaŋ"	"˧˥"
"禁"	"禁"	"tɕiaŋ˥˨"		"tɕ"	"iaŋ"	"˥˨"
"欽"	"钦"	"tɕʰiaŋ˦˦"		"tɕʰ"	"iaŋ"	"˦˦"
"琴"	"琴"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"禽"	"禽"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"擒"	"擒"	"dʑiaŋ˧˩"		"dʑ"	"iaŋ"	"˧˩"
"吟"	"吟"	"ȵiaŋ˧˩"		"ȵ"	"iaŋ"	"˧˩"
"音"	"音"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"陰"	"阴"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"飲"	"饮"	"ʔiaŋ˧˥"		"ʔ"	"iaŋ"	"˧˥"
"蔭"	"荫"	"ʔiaŋ˦˦"		"ʔ"	"iaŋ"	"˦˦"
"蔭"	"荫"	"ʔiaŋ˥˨"		"ʔ"	"iaŋ"	"˥˨"
"窨"	"窨"	"ʔiaŋ˥˨"		"ʔ"	"iaŋ"	"˥˨"
"淫"	"淫"	"jaŋ˧˩"		"j"	"aŋ"	"˧˩"
"立"	"立"	"li˨˩˩"		"l"	"i"	"˨˩˩"
"笠"	"笠"	"li˨˩˩"	"□笠：斗笠：ŋɔ˨˩˩ lɛ˨˩˩，前字疑似箬"	"l"	"i"	"˨˩˩"
"粒"	"粒"	"lɵ˨˩˩"		"l"	"ɵ"	"˨˩˩"
"緝"	"缉"	"tsʰa˨˩˩"		"tsʰ"	"a"	"˧˨˨"
"集"	"集"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"輯"	"辑"	"tsʰa˨˩˩"		"tsʰ"	"a"	"˧˨˨"
"輯"	"辑"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"習"	"习"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"襲"	"袭"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"蟄"	"蛰"	"dzei˨˩˩"		"dz"	"ei"	"˨˩˩"
"澀"	"涩"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"汁"	"汁"	"tsa˨˩˩"		"ts"	"a"	"˧˨˨"
"執"	"执"	"tsa˨˩˩"		"ts"	"a"	"˧˨˨"
"濕"	"湿"	"sa˨˩˩"		"s"	"a"	"˧˨˨"
"十"	"十"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"什"	"什"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"拾"	"拾"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"入"	"入"	"ȵia˨˩˩"	"白讀，入袋底"	"ȵ"	"ia"	"˨˩˩"
"入"	"入"	"za˨˩˩"		"z"	"a"	"˨˩˩"
"急"	"急"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"級"	"级"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"汲"	"汲"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"給"	"给"	"tɕia˨˩˩"		"tɕ"	"ia"	"˧˨˨"
"泣"	"泣"	"tɕʰia˨˩˩"		"tɕʰ"	"ia"	"˧˨˨"
"及"	"及"	"dʑia˨˩˩"		"dʑ"	"ia"	"˨˩˩"
"吸"	"吸"	"ɕia˨˩˩"		"ɕ"	"ia"	"˨˩˩"
"邑"	"邑"	"ʔia˨˩˩"		"ʔ"	"ia"	"˧˨˨"
"揖"	"揖"	"ʔia˨˩˩"		"ʔ"	"ia"	"˧˨˨"
"丹"	"丹"	"tɔ˦˦"		"t"	"ɔ"	"˦˦"
"單"	"单"	"tɔ˦˦"		"t"	"ɔ"	"˦˦"
"單"	"单"	"ji˩˧"		"j"	"i"	"˩˧"
"單"	"单"	"ji˨˨"		"j"	"i"	"˨˨"
"旦"	"旦"	"tɔ˥˨"		"t"	"ɔ"	"˥˨"
"灘"	"滩"	"tʰɔ˦˦"		"tʰ"	"ɔ"	"˦˦"
"攤"	"摊"	"tʰɔ˦˦"		"tʰ"	"ɔ"	"˦˦"
"坦"	"坦"	"tʰɔ˧˥"		"tʰ"	"ɔ"	"˧˥"
"歎"	"叹"	"tʰɔ˥˨"		"tʰ"	"ɔ"	"˥˨"
"炭"	"炭"	"tʰɔ˥˨"		"tʰ"	"ɔ"	"˥˨"
"檀"	"檀"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"壇"	"坛"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"壇"	"坛"	"dɔ˨˨"	"地壇：一塊地方"	"d"	"ɔ"	"˨˨"
"彈"	"弹"	"dɔ˧˩"		"d"	"ɔ"	"˧˩"
"誕"	"诞"	"tɔ˥˨"		"t"	"ɔ"	"˥˨"
"但"	"但"	"dɔ˨˨"		"d"	"ɔ"	"˨˨"
"彈"	"弹"	"dɔ˨˨"		"d"	"ɔ"	"˨˨"
"蛋"	"蛋"	"dɔ˨˨"		"d"	"ɔ"	"˨˨"
"憚"	"惮"	"dɔ˨˨"		"d"	"ɔ"	"˨˨"
"難"	"难"	"nɔ˧˩"		"n"	"ɔ"	"˧˩"
"難"	"难"	"nɔ˨˨"		"n"	"ɔ"	"˨˨"
"蘭"	"兰"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
"攔"	"拦"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
"欄"	"栏"	"lɔ˧˩"		"l"	"ɔ"	"˧˩"
"懶"	"懒"	"lɔ˩˧"		"l"	"ɔ"	"˩˧"
"爛"	"烂"	"lɔ˨˨"		"l"	"ɔ"	"˨˨"
"贊"	"赞"	"tsɔ˥˨"		"ts"	"ɔ"	"˥˨"
"餐"	"餐"	"tsʰɔ˦˦"		"tsʰ"	"ɔ"	"˦˦"
"燦"	"灿"	"tɕʰɔ˥˨"		"tɕʰ"	"ɔ"	"˥˨"
"殘"	"残"	"zɔ˧˩"		"z"	"ɔ"	"˧˩"
"珊"	"珊"	"sɔ˦˦"		"s"	"ɔ"	"˦˦"
"散"	"散"	"sɔ˧˥"		"s"	"ɔ"	"˧˥"
"傘"	"伞"	"sɔ˧˥"		"s"	"ɔ"	"˧˥"
"散"	"散"	"sɔ˥˨"		"s"	"ɔ"	"˥˨"
"肝"	"肝"	"kɵ˦˦"		"k"	"ɵ"	"˦˦"
"竿"	"竿"	"kɵ˦˦"		"k"	"ɵ"	"˦˦"
"幹"	"干"	"kɵ˦˦"		"k"	"ɵ"	"˦˦"
"幹"	"干"	"dʑi˧˩"		"dʑ"	"i"	"˧˩"
"杆"	"杆"	"kɵ˦˦"		"k"	"ɵ"	"˦˦"
"稈"	"秆"	"kɵ˧˥"		"k"	"ɵ"	"˧˥"
"擀"	"擀"	"kɵ˧˥"		"k"	"ɵ"	"˧˥"
"趕"	"赶"	"kɵ˧˥"		"k"	"ɵ"	"˧˥"
"幹"	"干"	"kɵ˥˨"		"k"	"ɵ"	"˥˨"
"看"	"看"	"kʰɵ˦˦"		"kʰ"	"ɵ"	"˦˦"
"刊"	"刊"	"kʰɵ˦˦"		"kʰ"	"ɵ"	"˦˦"
"侃"	"侃"	"kʰɵ˧˥"		"kʰ"	"ɵ"	"˧˥"
"看"	"看"	"kʰɵ˥˨"		"kʰ"	"ɵ"	"˥˨"
"岸"	"岸"	"ɦɵ˨˨"		"ɦ"	"ɵ"	"˨˨"
"鼾"	"鼾"	"hɵ˦˦"		"h"	"ɵ"	"˦˦"
